Genus	Scientific_name	AdultBodyMass_g	Sources_AdultBodyMass	Max_longevity_d	Sources_Max_longevity	Rspan_d	AFR_d	Data_AFR	Calculated_GL_d	GenerationLength_d	Sources_GL
Feroculus	Feroculus feroculus	35.99	PanTHERIA	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Chimarrogale	Chimarrogale platycephalus	36.32	PanTHERIA	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Nectogale	Nectogale elegans	38.82	PanTHERIA	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Chimarrogale	Chimarrogale hantu	54.99	PanTHERIA	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Scutisorex	Scutisorex somereni	91.49	PanTHERIA	no information	no information	no information	no information	no information	no information	379.29295625	Mean_family_same_body_mass
Baiomys	Baiomys musculus	8.99	PanTHERIA	no information	no information	no information	no information	no information	no information	405.053	Mean_congenerics_same_body_mass
Congosorex	Congosorex polli	590.070371327154	Mean_confamilials	no information	no information	no information	no information	no information	no information	407.86325416715	Mean_family
Congosorex	Congosorex verheyeni	590.070371327154	Mean_confamilials	no information	no information	no information	no information	no information	no information	407.86325416715	Mean_family
Congosorex	Congosorex phillipsorum	590.070371327154	Mean_confamilials	no information	no information	no information	no information	no information	no information	407.86325416715	Mean_family
Crocidura	Crocidura levicula	1.77	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura lusitania	2.48	PanTHERIA	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura planiceps	2.5	PanTHERIA	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura bottegi	3.49	PanTHERIA	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura obscurior	4	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura douceti	4.3	PanTHERIA	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura shantungensis	4.5	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura yankariensis	4.99	PanTHERIA	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura attila	5	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura aleksandrisi	5	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura ludia	5.15	PanTHERIA	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura horsfieldii	5.47	PanTHERIA	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura whitakeri	5.58	PanTHERIA	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura fuscomurina	5.6	PanTHERIA	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura dolichura	5.63	PanTHERIA	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura maquassiensis	5.99	PanTHERIA	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura elgonius	6.5	PanTHERIA	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura nanilla	6.5	PanTHERIA	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura pasha	6.5	PanTHERIA	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura watasei	6.5	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura crenata	6.52	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura tarfayensis	6.59	PanTHERIA	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura lea	6.6	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura monticola	6.6	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura gracilipes	6.69	PanTHERIA	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura zarudnyi	6.708	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura sicula	6.9	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura religiosa	7	PanTHERIA	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura jacksoni	7	PanTHERIA	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura silacea	7	PanTHERIA	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura denti	7	Smith et al. 2003	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura allex	7	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura nana	7	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura canariensis	7.5	PanTHERIA	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura maxi	7.53	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura zimmermanni	7.76	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura crossei	8	PanTHERIA	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura lanosa	8.02545417882739	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura ansellorum	8.15734055640314	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura baileyi	8.15734055640314	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura congobelgica	8.15734055640314	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura glassi	8.15734055640314	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura latona	8.15734055640314	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura lucina	8.15734055640314	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura manengubae	8.15734055640314	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura phaeura	8.15734055640314	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura stenocephala	8.15734055640314	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura thalia	8.15734055640314	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura thomensis	8.15734055640314	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
Crocidura	Crocidura beccarii	8.15734055640314	Verde Arregoitia et al. 2013	no information	no information	no information	no information	no information	no information	409.171225	Mean_congenerics_same_body_mass
