Species Lm
Ilisha_africana 14.6
Isogomphodon_oxyrhynchus 103
Isogomphodon_oxyrhynchus 115
Isopisthus_parvipinnis 15.9
Isopsetta_isolepis 18
Isopsetta_isolepis 21
Isurus_oxyrinchus 273
Isurus_oxyrinchus 298
Jaydia_lineata 5.1
Jaydia_lineata 5.3
Johnius_borneensis 15.9
Johnius_carutta 14
Johnius_carutta 15.5
Johnius_dussumieri 11.5
Johnius_dussumieri 12.2
Johnius_glaucus 18.4
Johnius_glaucus 19.5
Knipowitschia_longecaudata 2
Kronoheros_umbriferus 10
Kronoheros_umbriferus 15
Kryptolebias_marmoratus 17
Labeo_altivelis 25
Labeo_altivelis 27
Labeo_calbasu 32.8
Labeo_coubie 22
Labeo_mesops 33.9
Labeo_parvus 10
Labeo_rohita 50
Labeo_rohita 55
Labeo_rohita 58
Labeo_senegalensis 17.5
Labeobarbus_altianalis 36
Labeobarbus_altianalis 54
Labeobarbus_johnstonii 30.4
Labidesthes_sicculus 7
Labrus_mixtus 16
Lactarius_lactarius 13.2
Lactarius_lactarius 16.8
Ladislavia_taczanowskii 6
Lagocephalus_inermis 30
Lagocephalus_sceleratus 42.1
Lagocephalus_sceleratus 43.3
Lampetra_ayresii 16.2
Lampetra_fluviatilis 35.1
Lampetra_fluviatilis 36.6
Lampetra_planeri 12.5
Larimichthys_polyactis 12.3
Larimichthys_polyactis 17.4
Larimichthys_polyactis 24.6
Lates_angustifrons 45
Lates_angustifrons 50
Lates_angustifrons 56
Lates_angustifrons 57
Lates_mariae 40
Lates_mariae 42
Lates_mariae 44
Lates_mariae 49
Lates_microlepis 47
Lates_microlepis 51
Lates_niloticus 37.5
Lates_niloticus 55
Lates_niloticus 60
Lates_niloticus 70
Lates_niloticus 74
Lates_niloticus 102
Lates_niloticus 110
Lates_stappersii 15
Lates_stappersii 18
Lates_stappersii 20
Lates_stappersii 21.7
Lates_stappersii 23.7
Lates_stappersii 24.9
Lates_stappersii 25.5
Lates_stappersii 27.8
Lates_stappersii 27.8
Lates_stappersii 29
Latimeria_chalumnae 150
Leiognathus_equulus 8.4
Leocottus_kesslerii 5.8
Lepidion_eques 29.5
Lepidion_eques 30.8
Lepidocephalichthys_goalparensis 5.6
Lepidogalaxias_salamandroides 3.9
Lepidogalaxias_salamandroides 4.3
Lepidopsetta_bilineata 34.7
Lepidopsetta_polyxystra 24
Lepidopsetta_polyxystra 29
Lepidopsetta_polyxystra 32.8
Lepidopus_caudatus 97
Lepidopus_caudatus 111
Lepidorhombus_boscii 17
Lepidorhombus_whiffiagonis 18.8
Lepidorhombus_whiffiagonis 24
Lepidorhombus_whiffiagonis 25
Lepidorhombus_whiffiagonis 25
Lepidorhombus_whiffiagonis 25.3
Lepidorhombus_whiffiagonis 28
Lepisosteus_oculatus 54.9
Lepisosteus_osseus 50
Lepisosteus_osseus 83.8
Leporinus_friderici 13.1
Leporinus_friderici 16.2
Leporinus_lacustris 8.4
Leporinus_lacustris 10.4
Lepturacanthus_savala 38
Lethenteron_appendix 15
Lethrinops_gossei 14.9
Lethrinops_gossei 15.7
Lethrinops_longipinnis 16.6
Lethrinops_microdon 13.7
Lethrinops_microdon 15.3
Lethrinops_parvidens 15.3
Lethrinus_lentjan 20
Lethrinus_lentjan 24.6
Lethrinus_lentjan 28.4
Lethrinus_nebulosus 40
Lethrinus_nebulosus 42
Lethrinus_nebulosus 45
Lethrinus_nebulosus 45.6
Lethrinus_olivaceus 37
Leuciscus_aspius 55
Leuciscus_leuciscus 16.3
Leuciscus_leuciscus 17
Leuciscus_leuciscus 17.9
Leucoraja_naevus 50.8
Leucoraja_naevus 53.6
Leucoraja_naevus 56
Leucoraja_naevus 56
Leucoraja_naevus 56.5
Leucoraja_naevus 57.3
Leucoraja_naevus 59
Leucoraja_naevus 59.8
Leucoraja_naevus 60
Leucoraja_naevus 60
Leuresthes_tenuis 11
Leuresthes_tenuis 11.9
Limanda_aspera 20
Limanda_aspera 24
Limanda_aspera 26
Limanda_aspera 30
Limanda_aspera 30
Limanda_ferruginea 19.6
Limanda_ferruginea 21.4
Limanda_ferruginea 25
Limanda_ferruginea 25.5
Limanda_ferruginea 25.8
Limanda_ferruginea 26
Limanda_ferruginea 26.8
Limanda_ferruginea 27.3
Limanda_ferruginea 29.4
Limanda_ferruginea 30
Limanda_ferruginea 30.4
Limanda_ferruginea 33.7
Limanda_ferruginea 35.4
Limanda_ferruginea 36.8
Limanda_limanda 7.9
Limanda_limanda 11
Limanda_limanda 13
Limanda_limanda 13
Limanda_limanda 13
Limanda_limanda 13.5
Limanda_limanda 14.8
Limanda_limanda 14.8
Limanda_limanda 16.5
Limanda_limanda 17
Limanda_limanda 18.5
Limanda_limanda 19.4
Limanda_limanda 19.5
Limanda_limanda 22
Limanda_limanda 22.5
Limanda_limanda 24
Limanda_limanda 27
Limanda_limanda 27
Limanda_limanda 29
Limanda_limanda 32
Limanda_punctatissima 19
Limanda_punctatissima 21
Lipophrys_pholis 8
Lithognathus_mormyrus 14
Lithognathus_mormyrus 20.7
Lithognathus_mormyrus 24.6
Lophius_americanus 37
Lophius_americanus 40
Lophius_americanus 44
Lophius_americanus 49
Lophius_litulon 36.2
Lophius_litulon 56.7
Lophius_piscatorius 61
Lopholatilus_villarii 34
Lopholatilus_villarii 44
Loricariichthys_platymetopon 14.5
Loricariichthys_platymetopon 15.7
Lumpenus_lampretaeformis 20
Lutjanus_argentimaculatus 49.6
Lutjanus_argentimaculatus 57
Lutjanus_campechanus 47.5
Lutjanus_fulviflamma 15.1
Lutjanus_fulviflamma 15.4
Lutjanus_griseus 33
Lutjanus_griseus 45
Lutjanus_jocu 32.4
Lutjanus_jocu 34.4
Lutjanus_malabaricus 36
Lutjanus_purpureus 27
Lutjanus_purpureus 39
Lutjanus_purpureus 43
Lutjanus_purpureus 43
Lutjanus_purpureus 43.7
Lutjanus_purpureus 43.8
Lutjanus_purpureus 46
Lutjanus_purpureus 47.1
Lutjanus_purpureus 47.4
Lutjanus_sanguineus 47.3
Lutjanus_synagris 18.1
Lutjanus_synagris 18.7
Lutjanus_synagris 20.2
Lutjanus_synagris 23.4
Lutjanus_synagris 25
Lutjanus_synagris 31
Lycenchelys_kolthoffi 16
Lycodes_soldatovi 53
Lycodes_soldatovi 61
Maccullochella_peelii 43.2
Macrodon_ancylodon 18.6
Macrodon_ancylodon 18.8
Macrodon_ancylodon 19
Macrodon_ancylodon 20.2
Macrodon_ancylodon 21.5
Macrodon_ancylodon 21.5
Macrodon_ancylodon 21.5
Macrodon_ancylodon 22.1
Macrodon_ancylodon 22.2
Macrodon_ancylodon 23.9
Macrodon_ancylodon 24.3
Macrodon_ancylodon 25
Macrodon_ancylodon 25.1
Macrodon_ancylodon 25.4
Macrodon_ancylodon 26
Macrodon_ancylodon 26
Macrodon_ancylodon 27.4
Macrodon_ancylodon 27.4
Macrodon_ancylodon 28.5
Macrodon_ancylodon 29
Macrourus_berglax 42
Macrourus_berglax 53.7
Macrourus_berglax 66.7
Mallotus_villosus 11
Mallotus_villosus 12
Mallotus_villosus 13
Mallotus_villosus 13.8
Mallotus_villosus 14.6
Mallotus_villosus 15.9
Mallotus_villosus 17
Mallotus_villosus 18
Marcusenius_macrolepidotus 11
Marcusenius_macrolepidotus 14
Mayaheros_urophthalmus 11.7
Megalancistrus_parananus 14
Megalancistrus_parananus 17.5
Megalaspis_cordyla 25
Megalaspis_cordyla 25
Megalaspis_cordyla 25.4
Megaleporinus_elongatus 19
Megaleporinus_elongatus 20.8
Megaleporinus_obtusidens 16.1
Megaleporinus_obtusidens 21.6
Megalobrama_terminalis 30
Melanogrammus_aeglefinus 26
Melanogrammus_aeglefinus 30.6
Melanogrammus_aeglefinus 31.5
Melanogrammus_aeglefinus 32.5
Melanogrammus_aeglefinus 33
Melanogrammus_aeglefinus 33
Melanogrammus_aeglefinus 33.5
Melanogrammus_aeglefinus 37.5
Melanogrammus_aeglefinus 40.6
Melanogrammus_aeglefinus 42.8
Melanogrammus_aeglefinus 44.4
Melanogrammus_aeglefinus 46
Melanogrammus_aeglefinus 52
Menidia_extensa 3.3
Menticirrhus_americanus 13.7
Menticirrhus_americanus 15.3
Menticirrhus_americanus 15.4
Menticirrhus_americanus 16.7
Menticirrhus_americanus 17.1
Menticirrhus_americanus 17.2
Menticirrhus_americanus 17.5
Menticirrhus_americanus 22.2
Menticirrhus_littoralis 23
Menticirrhus_littoralis 23
Merlangius_merlangus 20.2
Merlangius_merlangus 20.2
Merlangius_merlangus 25.5
Merlangius_merlangus 27.5
Merlangius_merlangus 28
Merlangius_merlangus 28.4
Merlangius_merlangus 30.4
Merluccius_albidus 23
Merluccius_albidus 28
Merluccius_angustimanus 22
Merluccius_australis 80
Merluccius_bilinearis 22.3
Merluccius_bilinearis 22.7
Merluccius_bilinearis 23.1
Merluccius_bilinearis 23.2
Merluccius_capensis 29.5
Merluccius_capensis 36
Merluccius_capensis 46.8
Merluccius_capensis 48
Merluccius_gayi_peruanus 35
Merluccius_hubbsi 28.1
Merluccius_hubbsi 35.7
Merluccius_merluccius 20
Merluccius_merluccius 20
Merluccius_merluccius 21.5
Merluccius_merluccius 23
Merluccius_merluccius 24
Merluccius_merluccius 24.3
Merluccius_merluccius 27
Merluccius_merluccius 27
Merluccius_merluccius 27
Merluccius_merluccius 27.5
Merluccius_merluccius 27.6
Merluccius_merluccius 28
Merluccius_merluccius 28.4
Merluccius_merluccius 28.6
Merluccius_merluccius 28.8
Merluccius_merluccius 29
Merluccius_merluccius 30.5
Merluccius_merluccius 30.6
Merluccius_merluccius 31.6
Merluccius_merluccius 31.9
Merluccius_merluccius 32
Merluccius_merluccius 32
Merluccius_merluccius 32
Merluccius_merluccius 32.2
Merluccius_merluccius 32.8
Merluccius_merluccius 33
Merluccius_merluccius 33
Merluccius_merluccius 33.1
Merluccius_merluccius 33.6
Merluccius_merluccius 35.1
Merluccius_merluccius 35.8
Merluccius_merluccius 36
Merluccius_merluccius 36
Merluccius_merluccius 36
Merluccius_merluccius 36
Merluccius_merluccius 36
Merluccius_merluccius 36.3
Merluccius_merluccius 36.5
Merluccius_merluccius 36.5
Merluccius_merluccius 37
Merluccius_merluccius 37
Merluccius_merluccius 37
Merluccius_merluccius 37.7
Merluccius_merluccius 37.8
Merluccius_merluccius 38
Merluccius_merluccius 38.4
Merluccius_merluccius 39
Merluccius_merluccius 39
Merluccius_merluccius 39.5
Merluccius_merluccius 40
Merluccius_merluccius 40.9
Merluccius_merluccius 42
Merluccius_merluccius 42.5
Merluccius_merluccius 43
Merluccius_merluccius 43
Merluccius_merluccius 44.9
Merluccius_merluccius 45
Merluccius_merluccius 45
Merluccius_merluccius 45.3
Merluccius_merluccius 47
Merluccius_merluccius 47
Merluccius_merluccius 48.8
Merluccius_merluccius 49
Merluccius_merluccius 49
Merluccius_merluccius 49.5
Merluccius_merluccius 50.4
Merluccius_merluccius 50.5
Merluccius_merluccius 54
Merluccius_merluccius 55.5
Merluccius_merluccius 56
Merluccius_merluccius 57
Merluccius_merluccius 57.7
Merluccius_merluccius 58
Merluccius_merluccius 58
Merluccius_merluccius 59.2
Merluccius_paradoxus 33.3
Merluccius_paradoxus 38
Merluccius_paradoxus 47
Merluccius_paradoxus 48.6
Merluccius_productus 28
Mesocottus_haitej 11
Micralestes_acutidens 3.4
Microchirus_theophila 23
Micromesistius_poutassou 15
Micromesistius_poutassou 18
Micromesistius_poutassou 18.2
Micromesistius_poutassou 19
Micromesistius_poutassou 25.1
Micromesistius_poutassou 29
Microphysogobio_tungtingensis 4
Micropogonias_furnieri 24.3
Micropogonias_furnieri 28
Micropogonias_furnieri 28
Micropogonias_furnieri 29.2
Micropogonias_furnieri 32
Micropogonias_furnieri 33.7
Micropogonias_furnieri 35
Micropogonias_furnieri 35
Micropterus_dolomieu 27
Microstomus_kitt 27
Microstomus_kitt 36
Microstomus_pacificus 31
Microstomus_pacificus 33
Microstomus_pacificus 38
Molva_dypterygia 65
Molva_dypterygia 75
Molva_dypterygia 79
Molva_dypterygia 85
Molva_dypterygia 88
Molva_molva 74
Molva_molva 80
Molva_molva 90
Monochirus_hispidus 6
Monochirus_hispidus 8.5
Monochirus_hispidus 8.5
Monodactylus_sebae 8
Monodactylus_sebae 9.2
Mormyrus_longirostris 34
Mormyrus_longirostris 47
Morone_chrysops 21
Morone_chrysops 28
Mugil_bananensis 18
Mugil_bananensis 19
Mugil_bananensis 21
Mugil_bananensis 22
Mugil_cephalus 31
Mugil_cephalus 33
Mugil_cephalus 37.3
Mugil_cephalus 37.7
Mugil_curema 13
Mugil_curema 21.2
Mugil_curema 22.2
Mugil_curema 24.6
Mugil_curema 27.4
Mugil_curema 27.5
Mugil_curema 27.8
Mugil_liza 35
Mulloidichthys_flavolineatus 17.5
Mulloidichthys_flavolineatus 19.8
Mulloidichthys_flavolineatus 20.8
Mulloidichthys_vanicolensis 24
Mulloidichthys_vanicolensis 24
Mullus_argentinae 12
Mullus_argentinae 13
Mullus_barbatus_barbatus 10.3
Mullus_barbatus_barbatus 10.5
Mullus_barbatus_barbatus 11.2
Mullus_barbatus_barbatus 11.5
Mullus_barbatus_barbatus 12.5
Mullus_surmuletus 11.5
Mullus_surmuletus 12.5
Mullus_surmuletus 13
Mullus_surmuletus 15
Mullus_surmuletus 15
Mullus_surmuletus 15
Mullus_surmuletus 15
Mullus_surmuletus 15
Mullus_surmuletus 15.1
Mullus_surmuletus 16
Mullus_surmuletus 16
Mullus_surmuletus 16.2
Mullus_surmuletus 16.7
Mullus_surmuletus 16.7
Mullus_surmuletus 16.8
Mullus_surmuletus 16.8
Mullus_surmuletus 17
Mullus_surmuletus 17.8
Mullus_surmuletus 18
Mullus_surmuletus 19.5
Muraena_augusti 55.8
Muraena_helena 75.1
Muraena_helena 76
Muraena_helena 79
Mustelus_antarcticus 93
Mustelus_antarcticus 95
Mustelus_antarcticus 114
Mustelus_asterias 80
Mustelus_californicus 70
Mustelus_canis 85
Mustelus_canis 102
Mustelus_fasciatus 111.5
Mustelus_fasciatus 119
Mustelus_fasciatus 130
Mustelus_fasciatus 135
Mustelus_lenticulatus 72
Mustelus_lenticulatus 82
Mustelus_lenticulatus 87
Mustelus_lenticulatus 102
Mustelus_manazo 60
Mustelus_manazo 60
Mustelus_punctulatus 90
Mycteroperca_bonaci 58.1
Mycteroperca_bonaci 63.3
Mycteroperca_microlepis 62.2
Mycteroperca_microlepis 64.1
Mycteroperca_olfax 65.3
Mycteroperca_olfax 65.3
Mycteroperca_olfax 65.3
Mycteroperca_olfax 67
Mycteroperca_tigris 46
Mycteroperca_tigris 55
Mylocheilus_caurinus 24.9
Mylochromis_anaphyrmus 16
Mylopharyngodon_piceus 88
Mylopharyngodon_piceus 90
Mylopharyngodon_piceus 95
Myoxocephalus_scorpius 16
Myoxocephalus_scorpius 16
Myoxocephalus_scorpius 16.5
Myripristis_murdjan 17.5
Mystus_vittatus 9
Nannatherina_balstoni 4.9
Nannatherina_balstoni 5.7
Nannoperca_australis 3
Nannoperca_australis 3.3
Nannoperca_obscura 3.5
Nannoperca_obscura 4
Nannoperca_oxleyana 2.5
Nannoperca_oxleyana 2.9
Nannoperca_vittata 4.2
Nannoperca_vittata 4.3
Narcine_brasiliensis 27
Narcine_brasiliensis 28.8
Nematalosa_erebi 15.6
Nematalosa_erebi 15.9
Nematalosa_erebi 16.8
Nematalosa_erebi 19.9
Nemipterus_japonicus 12.5
Nemipterus_japonicus 12.8
Nemipterus_japonicus 13.4
Nemipterus_japonicus 14
Nemipterus_japonicus 14.5
Nemipterus_japonicus 16.5
Nemipterus_japonicus 18.1
Nemipterus_japonicus 18.7
Nemipterus_japonicus 18.8
Nemipterus_japonicus 21.3
Nemipterus_mesoprion 10
Nemipterus_mesoprion 10.6
Nemipterus_mesoprion 12
Nemipterus_randalli 12.8
Nemipterus_randalli 13.4
Nemipterus_randalli 17.2
Nemipterus_randalli 19.1
Neoceratodus_forsteri 76.7
Neoceratodus_forsteri 83.4
Neoclinus_uninotatus 8.9
Neocyttus_rhomboidalis 29
Neocyttus_rhomboidalis 34
Neoniphon_sammara 15
Nettastoma_melanura 50.5
Nettastoma_melanura 53.5
Netuma_thalassina 36
Nezumia_aequalis 4.5
Nibea_maculata 16.7
Nibea_maculata 18
Niwaella_delicata 5.3
Niwaella_delicata 6.8
Nothobranchius_furzeri 3.2
Nothobranchius_kadleci 3.1
Nothobranchius_kadleci 3.7
Notothenia_coriiceps 29
Notothenia_coriiceps 34
Notothenia_coriiceps 36
Notothenia_coriiceps 39
Notothenia_neglecta 30
Notothenia_rossii 43
Notothenia_rossii 44
Notothenia_rossii 48.5
Notothenia_rossii 50
Nototheniops_larseni 16.5
Nototheniops_larseni 22.5
Ocyurus_chrysurus 18.8
Ocyurus_chrysurus 20.2
Ocyurus_chrysurus 21.4
Ocyurus_chrysurus 22.4
Odontaspis_noronhai 325
Odontesthes_argentinensis 13.8
Odontesthes_argentinensis 16.1
Odontesthes_bonariensis 13.2
Oedalechilus_labeo 12.9
Oligosarcus_longirostris 9.5
Ompok_bimaculatus 22.3
Ompok_bimaculatus 23.2
Oncorhynchus_gorbuscha 45
Oncorhynchus_keta 70
Oncorhynchus_keta 81
Oncorhynchus_nerka 60
Oncorhynchus_tshawytscha 78.9
Oncorhynchus_tshawytscha 85.4
Ophichthus_remiger 38
Ophichthus_remiger 59
Ophiodon_elongatus 50
Opsaridium_microcephalum 22.9
Opsaridium_microcephalum 23.7
Opsariichthys_uncirostris 10
Oreochromis_andersonii 18.9
Oreochromis_andersonii 30
Oreochromis_esculentus 22
Oreochromis_esculentus 22
Oreochromis_esculentus 22.5
Oreochromis_esculentus 23
Oreochromis_esculentus 23.8
Oreochromis_esculentus 25
Oreochromis_esculentus 26
Oreochromis_esculentus 26
Oreochromis_esculentus 26
Oreochromis_esculentus 28
Oreochromis_esculentus 28
Oreochromis_karongae 16
Oreochromis_leucostictus 14
Oreochromis_macrochir 18.2
Oreochromis_macrochir 18.5
Oreochromis_mortimeri 22
Oreochromis_mortimeri 29
Oreochromis_mossambicus 13
Oreochromis_mossambicus 14
Oreochromis_mossambicus 15
Oreochromis_mossambicus 16.5
Oreochromis_mossambicus 22.3
Oreochromis_mossambicus 25.1
Oreochromis_mossambicus 26
Oreochromis_niloticus 10
Oreochromis_niloticus 11.8
Oreochromis_niloticus 12
Oreochromis_niloticus 13.5
Oreochromis_niloticus 14
Oreochromis_niloticus 15.7
Oreochromis_niloticus 17
Oreochromis_niloticus 17.7
Oreochromis_niloticus 18
Oreochromis_niloticus 18.1
Oreochromis_niloticus 18.1
Oreochromis_niloticus 18.7
Oreochromis_niloticus 20
Oreochromis_niloticus 20
Oreochromis_niloticus 20.7
Oreochromis_niloticus 22
Oreochromis_niloticus 25
Oreochromis_niloticus 25
Oreochromis_niloticus 26
Oreochromis_niloticus 28
Oreochromis_niloticus 28
Oreochromis_niloticus 28
Oreochromis_niloticus 29.6
Oreochromis_saka 29
Oreochromis_shiranus 12.5
Oreochromis_shiranus 14
Oreochromis_shiranus 14
Oreochromis_shiranus 14
Oreochromis_shiranus 15
Oreochromis_shiranus 15
Oreochromis_squamipinnis 25.5
Oreochromis_squamipinnis 25.6
Oreochromis_squamipinnis 27
Oreochromis_squamipinnis 27.1
Oreochromis_squamipinnis 28.1
Oreochromis_squamipinnis 28.7
Orthopristis_ruber 15.6
Osmerus_eperlanus 9
Osmerus_eperlanus 16.5
Osmerus_mordax 15
Osmerus_mordax 18.8
Osmerus_mordax 19.3
Osmerus_mordax 19.7
Osmerus_mordax 22
Osteochilus_melanopleurus 26
Osteochilus_melanopleurus 29
Osteomugil_cunnesius 13.1
Otolithes_cuvieri 24.5
Otolithes_ruber 22.1
Pagellus_acarne 13.4
Pagellus_acarne 15
Pagellus_acarne 15.8
Pagellus_acarne 19.4
Pagellus_bellottii 12.2
Pagellus_bellottii 13.1
Pagellus_bellottii 16.5
Pagellus_bogaraveo 25
Pagellus_bogaraveo 25
Pagellus_erythrinus 12.7
Pagellus_erythrinus 14.5
Pagellus_erythrinus 14.9
Pagellus_erythrinus 15.9
Pagrus_caeruleostictus 20
Pagrus_caeruleostictus 20
Pagrus_pagrus 22.6
Pagrus_pagrus 24
Pagrus_pagrus 25.9
Pagrus_pagrus 26
Pagrus_pagrus 26.7
Pampus_argenteus 24.1
Pampus_argenteus 26.5
Parabramis_pekinensis 35
Paracaesio_stonei 40
Parachromis_dovii 20
Paracottus_knerii 5.8
Paralabrax_humeralis 21.8
Paralabrax_humeralis 32
Paralichthys_adspersus 43.1
Paralichthys_adspersus 60.4
Paralichthys_dentatus 24.9
Paralichthys_dentatus 28
Paralichthys_patagonicus 31
Paralichthys_patagonicus 33
Paralichthys_patagonicus 34
Paralonchurus_brasiliensis 14.8
Paralonchurus_brasiliensis 14.8
Paralonchurus_brasiliensis 15
Paralonchurus_brasiliensis 15.4
Paralonchurus_brasiliensis 16.8
Paralonchurus_brasiliensis 17.5
Paratherina_striata 14.6
Paratherina_striata 16.8
Parmaturus_xaniurus 34
Parodon_nasus 7.8
Parupeneus_macronemus 12.3
Pateobatis_jenkinsii 70
Pellona_dayi 14
Pellona_ditchela 13.5
Pennahia_anea 16.6
Pentaceros_wheeleri 27
Pentaceros_wheeleri 28
Perca_flavescens 16.2
Perca_flavescens 17
Perca_flavescens 18
Perca_flavescens 18.8
Perca_flavescens 22.7
Perca_fluviatilis 10
Perca_fluviatilis 11
Perca_fluviatilis 11.5
Perca_fluviatilis 12.8
Perca_fluviatilis 13.8
Perca_fluviatilis 15.7
Perca_fluviatilis 16
Perca_fluviatilis 17.5
Periophthalmus_barbarus 7
Periophthalmus_barbarus 9
Periophthalmus_waltoni 12
Petrocephalus_bovei 6.7
Photopectoralis_bindus 8
Phoxinus_phoxinus 3.8
Pimelodus_britskii 6.4
Pimelodus_maculatus 14.7
Pimelodus_maculatus 15.8
Plagiognathops_microlepis 35
Plagioscion_squamosissimus 16.1
Plagioscion_squamosissimus 16.1
Plagioscion_squamosissimus 19.8
Plagioscion_squamosissimus 20
Plagioscion_squamosissimus 21.4
Plagioscion_surinamensis 26.9
Plagioscion_surinamensis 27.1
Plagioscion_surinamensis 27.7
Plagioscion_surinamensis 30.5
Platichthys_flesus 18.5
Platichthys_flesus 19
Platichthys_flesus 19.8
Platichthys_flesus 19.8
Platichthys_flesus 21
Platichthys_flesus 21
Platichthys_flesus 22
Platichthys_flesus 22.5
Platichthys_flesus 22.6
Platichthys_flesus 25.5
Platichthys_flesus 27.8
Platycephalus_bassensis 21
Platycephalus_bassensis 23.5
Platycephalus_conatus 40
Platycephalus_fuscus 26
Platycephalus_fuscus 31.7
Platycephalus_fuscus 32
Platycephalus_fuscus 38
Platycephalus_fuscus 46
Platycephalus_fuscus 56
Platycephalus_fuscus 56.7
Platycephalus_grandispinis 15
Platycephalus_grandispinis 17.5
Platycephalus_laevigatus 23.1
Platycephalus_laevigatus 26.4
Platycephalus_speculator 25
Platycephalus_speculator 32.5
Platycephalus_westraliae 18.5
Platycephalus_westraliae 26.9
Plecoglossus_altivelis 20
Plectorhinchus_pictus 53.6
Plectropomus_areolatus 35
Plectropomus_areolatus 36.6
Plectropomus_areolatus 38.7
Pleurogrammus_monopterygius 31
Pleuronectes_platessa 17
Pleuronectes_platessa 17
Pleuronectes_platessa 20
Pleuronectes_platessa 20
Pleuronectes_platessa 21.9
Pleuronectes_platessa 22.1
Pleuronectes_platessa 22.1
Pleuronectes_platessa 24.7
Pleuronectes_platessa 25
Pleuronectes_platessa 25
Pleuronectes_platessa 25.1
Pleuronectes_platessa 26.2
Pleuronectes_platessa 26.6
Pleuronectes_platessa 26.9
Pleuronectes_platessa 28
Pleuronectes_platessa 28.1
Pleuronectes_platessa 28.8
Pleuronectes_platessa 30
Pleuronectes_platessa 31
Pleuronectes_platessa 33.9
Pleuronectes_platessa 40
Pleuronectes_platessa 40
Pleuronectes_putnami 9.8
Pleuronectes_quadrituberculatus 30
Plicofollis_layardi 39.1
Plicofollis_layardi 39.5
Plotosus_lineatus 14
Poecilia_latipinna 6.7
Poecilia_latipinna 6.9
Pollachius_pollachius 35
Pollachius_pollachius 36.1
Pollachius_pollachius 47.1
Pollachius_virens 54.6
Pollachius_virens 55.4
Pollachius_virens 69
Pollachius_virens 71
Polydactylus_octonemus 19
Polyprion_americanus 74.9
Polyprion_americanus 77.9
Polyprion_oxygeneios 85
Polyprion_oxygeneios 88
Polyprion_oxygeneios 88
Polyprion_oxygeneios 92
Pomacanthus_arcuatus 22.6
Pomacanthus_arcuatus 26.8
Pomacanthus_maculosus 21.6
Pomadasys_commersonnii 32
Pomadasys_commersonnii 32.5
Pomadasys_commersonnii 38
Pomadasys_jubelini 13.1
Pomadasys_perotaei 15.3
Pomadasys_perotaei 15.5
Pomadasys_stridens 9.7
Pomadasys_stridens 11
Pomatomus_saltatrix 35
Potamotrygon_scobina 39
Priacanthus_hamrur 22
Prionace_glauca 145
Prionace_glauca 150
Prionace_glauca 210
Prionace_glauca 214
Prionace_glauca 215
Prionace_glauca 218
Prionace_glauca 218
Prionace_glauca 221
Prionace_glauca 225
Prionace_glauca 228
Prionotus_nudigula 16
Prionotus_nudigula 16
Prionotus_punctatus 14
Prionotus_punctatus 26.2
Prionotus_punctatus 26.2
Prionotus_punctatus 29.5
Prionotus_stephanophrys 20.2
Prionotus_stephanophrys 21
Prionotus_stephanophrys 22.2
Prionotus_stephanophrys 22.6
Prionotus_stephanophrys 24.5
Prionotus_stephanophrys 25
Pristipomoides_filamentosus 34
Pristipomoides_multidens 30
Prochilodus_brevis 22
Prochilodus_lineatus 21.3
Prochilodus_lineatus 24
Promethichthys_prometheus 47.4
Prosopium_cylindraceum 20.1
Prosopium_cylindraceum 21.1
Prosopium_cylindraceum 21.9
Prosopium_cylindraceum 25.5
Prosopium_cylindraceum 27
Prosopium_cylindraceum 27.4
Prosopium_cylindraceum 30
Prosopium_cylindraceum 31.2
Protopterus_aethiopicus 96
Psammobatis_extenta 23.1
Pseudapocryptes_elongatus 15.4
Pseudapocryptes_elongatus 16.3
Pseudobatos_percellens 54.8
Pseudobatos_percellens 58.3
Pseudocarcharias_kamoharai 80
Pseudocarcharias_kamoharai 91.6
Pseudochaenichthys_georgianus 38
Pseudochaenichthys_georgianus 38.2
Pseudochaenichthys_georgianus 41.8
Pseudochaenichthys_georgianus 42
Pseudochaenichthys_georgianus 46.5
Pseudochaenichthys_georgianus 47.5
Pseudocyttus_maculatus 40
Pseudocyttus_maculatus 40
Pseudophycis_bachus 52
Pseudoplatystoma_corruscans 51
Pseudoplatystoma_corruscans 65.2
Pseudopleuronectes_americanus 24.9
Pseudopleuronectes_americanus 25.6
Pseudopleuronectes_americanus 27.6
Pseudopleuronectes_americanus 27.6
Pseudopleuronectes_americanus 29
Pseudopleuronectes_americanus 29.7
Pseudopleuronectes_americanus 32
Pseudopleuronectes_yokohamae 20
Pseudorasbora_parva 3
Pseudoscaphirhynchus_kaufmanni 45
Pseudotolithus_elongatus 17.5
Pseudotolithus_elongatus 19.1
Pseudotolithus_elongatus 32.6
Pseudotolithus_senegalensis 35
Pseudotolithus_senegallus 26
Pseudotolithus_senegallus 30.3
Pseudotolithus_typus 48.3
Pseudupeneus_grandisquamis 18.1
Pseudupeneus_grandisquamis 18.3
Pterodoras_granulosus 24.2
Pterodoras_granulosus 25.4
Pterogymnus_laniarius 28
Pteroscion_peli 14.4
Pterygoplichthys_anisitsi 24.1
Pterygoplichthys_anisitsi 24.3
Pungitius_pungitius 3.7
Puntius_sophore 5
Pylodictis_olivaris 17
Pyrrhulina_australis 2
Pyrrhulina_australis 2.2
Rachycentron_canadum 54
Rachycentron_canadum 88.5
Radulinopsis_derjavini 4
Raja_brachyura 78
