Species Temperature
Haemulon_plumierii 27.2
Haemulon_plumierii 27.2
Haemulon_plumierii 26
Haemulon_plumierii 26
Haemulon_plumierii 27.5
Haemulon_sciurus 27.2
Haemulon_sciurus 27.2
Haemulon_sciurus 28
Haemulon_sexfasciatum 27
Haemulon_steindachneri 27
Haemulopsis_corvinaeformis 27
Halichoeres_hortulanus 28
Halichoeres_marginatus 27
Halichoeres_radiatus 28.2
Halichoeres_scapularis 27
Hampala_macrolepidota 26.3
Hampala_macrolepidota 27
Hampala_macrolepidota 28
Haplochromis_macconneli 28
Harengula_humeralis 27.2
Harengula_humeralis 27.2
Harengula_jaguana 27.2
Harengula_jaguana 27.2
Harengula_jaguana 27.5
Harengula_jaguana 26
Harpadon_nehereus 28
Harpadon_nehereus 27
Harpadon_nehereus 28
Harpadon_nehereus 27
Harpadon_nehereus 21.5
Harpadon_nehereus 27
Harpadon_nehereus 22.4
Helicolenus_dactylopterus 14
Helicolenus_dactylopterus 11
Helicolenus_dactylopterus 20
Helicolenus_dactylopterus 20
Helicolenus_dactylopterus 17.5
Helicolenus_lahillei 24
Helicolenus_percoides 12
Helicolenus_percoides 12
Hemerocoetes_monopterygius 12
Hemerocoetes_monopterygius 12
Hemibagrus_baramensis 29
Hemibagrus_baramensis 29
Hemibagrus_baramensis 29
Hemichromis_fasciatus 28
Hemichromis_fasciatus 28
Hemiramphus_brasiliensis 25
Hemiramphus_convexus 28
Hemitrygon_akajei 21.6
Hemitrygon_akajei 21.6
Hepsetus_cuvieri 28
Hepsetus_odoe 28
Herklotsichthys_quadrimaculatus 29.5
Herklotsichthys_quadrimaculatus 24
Herklotsichthys_quadrimaculatus 27.3
Herklotsichthys_quadrimaculatus 27
Herklotsichthys_quadrimaculatus 28
Heterandria_bimaculata 26.2
Heterandria_bimaculata 26.2
Heteropneustes_fossilis 26
Heteropneustes_fossilis 23
Heteropneustes_fossilis 23
Heteropneustes_fossilis 23
Heteropneustes_fossilis 23
Heterotis_niloticus 27
Hexagrammos_agrammus 19
Hexagrammos_agrammus 15
Hexagrammos_agrammus 19
Hexagrammos_agrammus 15
Hilsa_kelee 21
Hippocampus_erectus 25
Hippocampus_erectus 26
Hippocampus_reidi 28.5
Hippocampus_reidi 28.5
Hippocampus_whitei 20.1
Hippocampus_whitei 20.1
Hippocampus_whitei 19
Hippocampus_whitei 19
Hippocampus_zosterae 25
Hippoglossoides_platessoides 9
Hippoglossoides_platessoides 7
Hippoglossoides_platessoides -0.7
Hippoglossoides_platessoides 0.8
Hippoglossoides_platessoides 7
Hippoglossoides_platessoides 7
Hippoglossoides_platessoides -0.3
Hippoglossoides_platessoides 1.4
Hippoglossoides_platessoides -0.2
Hippoglossoides_platessoides 0.8
Hippoglossoides_platessoides 0.7
Hippoglossoides_platessoides -0.2
Hippoglossoides_platessoides 7
Hippoglossoides_robustus 1
Hippoglossoides_robustus 1
Hippoglossus_hippoglossus 2
Hippoglossus_hippoglossus 9
Hippoglossus_hippoglossus 9
Hippoglossus_hippoglossus 9
Hippoglossus_hippoglossus 2
Hippoglossus_stenolepis 3.5
Hippoglossus_stenolepis 2
Hippoglossus_stenolepis 5
Hipposcarus_longiceps 28
Hirundichthys_affinis 20
Hirundichthys_affinis 27.8
Hirundichthys_affinis 20
Hirundichthys_oxycephalus 27
Holocentrus_adscensionis 26.6
Holocentrus_rufus 27
Hoplostethus_atlanticus 12
Hoplostethus_atlanticus 12
Hoplostethus_atlanticus 12
Hoplostethus_atlanticus 12
Hoplostethus_atlanticus 11
Hoplostethus_atlanticus 11
Hoplostethus_mediterraneus 14
Hoplostethus_mediterraneus 14
Howella_brodiei 4
Hucho_taimen 13
Huso_dauricus 16
Huso_huso 13.6
Hydrocynus_forskahlii 27
Hydrocynus_forskahlii 20
Hydrocynus_vittatus 23.5
Hydrocynus_vittatus 27
Hydrocynus_vittatus 23
Hydrocynus_vittatus 23
Hydrolagus_colliei 14
Hydrolagus_colliei 14
Hymenocephalus_italicus 14
Hymenocephalus_italicus 14
Hypanus_sabinus 22.5
Hypanus_sabinus 22.5
Hyperoglyphe_antarctica 11
Hyperoglyphe_antarctica 12
Hyperoglyphe_antarctica 11
Hyperoglyphe_antarctica 12
Hyperoplus_lanceolatus 9
Hyperprosopon_anale 18
Hypomesus_olidus 16
Hypophthalmichthys_molitrix 20
Hypophthalmichthys_nobilis 20
Hypoptychus_dybowskii 15
Hypoptychus_dybowskii 15
Hyporhamphus_melanochir 17
Hyporhamphus_melanochir 20
Hyporhamphus_melanochir 17
Hyporhamphus_melanochir 17
Hyporhamphus_melanochir 20
Hyporhamphus_melanochir 17
Hyporthodus_flavolimbatus 20
Hyporthodus_nigritus 24
Hyporthodus_nigritus 24
Hyporthodus_niveatus 24
Hyporthodus_niveatus 22.5
Iberochondrostoma_lemmingii 14
Ichthyborus_besse 27.5
Icosteus_aenigmaticus 4
Ictalurus_punctatus 8
Idiacanthus_antrostomus 4
Ilisha_africana 26.6
Ilisha_africana 26.6
Ilisha_africana 27
Ilisha_africana 26.6
Ilisha_filigera 28
Isogomphodon_oxyrhynchus 23
Isogomphodon_oxyrhynchus 23
Isopsetta_isolepis 5.4
Isopsetta_isolepis 5.4
Istiompax_indica 18
Istiophorus_albicans 22.5
Istiophorus_albicans 22.5
Istiophorus_albicans 24
Istiophorus_albicans 22.5
Istiophorus_albicans 24
Istiophorus_platypterus 20.5
Istiophorus_platypterus 22
Istiophorus_platypterus 22
Istiophorus_platypterus 22
Isurus_oxyrinchus 20.5
Isurus_oxyrinchus 14
Isurus_oxyrinchus 20.5
Jaydia_lineata 16
Jaydia_lineata 15.5
Jaydia_lineata 16
Jaydia_lineata 15.5
Jenkinsia_lamprotaenia 27.2
Johnius_borneensis 27
Johnius_borneensis 27
Johnius_borneensis 27
Johnius_carutta 27.6
Johnius_carutta 27
Johnius_carutta 27.2
Johnius_coitor 28
Johnius_dussumieri 27
Johnius_dussumieri 27
Johnius_dussumieri 27
Johnius_glaucus 27.2
Johnius_macrorhynus 27
Johnius_macrorhynus 27
Johnius_macrorhynus 27
Kajikia_albida 22.5
Kajikia_audax 25
Kajikia_audax 21
Kajikia_audax 18
Kajikia_audax 25
Kajikia_audax 27.2
Kajikia_audax 21
Kali_kerberti 4
Karalepis_stewarti 12
Karalla_daura 28.2
Karalla_daura 28.2
Karalla_daura 28.2
Karalla_daura 28.2
Karalla_daura 28.2
Kareius_bicoloratus 16
Kareius_bicoloratus 15
Kareius_bicoloratus 16
Kareius_bicoloratus 15
Kathetostoma_averruncus 4
Kathetostoma_giganteum 11
Kathetostoma_giganteum 11
Kathetostoma_giganteum 11
Kathetostoma_giganteum 11
Katsuwonus_pelamis 27.2
Katsuwonus_pelamis 23
Katsuwonus_pelamis 23
Katsuwonus_pelamis 25
Katsuwonus_pelamis 23
Katsuwonus_pelamis 25
Katsuwonus_pelamis 28.5
Katsuwonus_pelamis 28.5
Katsuwonus_pelamis 18
Katsuwonus_pelamis 25
Katsuwonus_pelamis 12.5
Katsuwonus_pelamis 28.5
Katsuwonus_pelamis 25
Katsuwonus_pelamis 28.5
Katsuwonus_pelamis 28.5
Katsuwonus_pelamis 28.5
Katsuwonus_pelamis 28.5
Katsuwonus_pelamis 28
Katsuwonus_pelamis 28.5
Katsuwonus_pelamis 18
Katsuwonus_pelamis 28.5
Katsuwonus_pelamis 28
Katsuwonus_pelamis 17.5
Katsuwonus_pelamis 25
Katsuwonus_pelamis 27.5
Katsuwonus_pelamis 28.5
Katsuwonus_pelamis 28.5
Katsuwonus_pelamis 28.5
Katsuwonus_pelamis 27
Katsuwonus_pelamis 28.5
Katsuwonus_pelamis 25
Katsuwonus_pelamis 28.5
Katsuwonus_pelamis 28.5
Katsuwonus_pelamis 18
Katsuwonus_pelamis 25
Katsuwonus_pelamis 18
Katsuwonus_pelamis 27.6
Katsuwonus_pelamis 27
Katsuwonus_pelamis 18
Katsuwonus_pelamis 27
Katsuwonus_pelamis 29.5
Katsuwonus_pelamis 25
Katsuwonus_pelamis 25
Katsuwonus_pelamis 25
Katsuwonus_pelamis 25
Katsuwonus_pelamis 20
Katsuwonus_pelamis 20
Katsuwonus_pelamis 18
Katsuwonus_pelamis 27.2
Katsuwonus_pelamis 18
Katsuwonus_pelamis 15
Konosirus_punctatus 22
Konosirus_punctatus 22
Kyphosus_cinerascens 29
Labeo_coubie 28
Labeo_horie 28
Labeo_senegalensis 28
Labeo_senegalensis 27.5
Labeobarbus_bynni 28
Labrus_bergylta 12
Labrus_bergylta 12
Labrus_bergylta 12
Labrus_bergylta 13
Labrus_bergylta 13
Labrus_merula 19
Labrus_merula 19
Labrus_merula 19
Labrus_mixtus 19
Labrus_mixtus 19
Lachnolaimus_maximus 27.2
Lactarius_lactarius 27
Lactarius_lactarius 28
Lactarius_lactarius 28
Lagocephalus_sceleratus 29
Lagocephalus_sceleratus 21.3
Lagodon_rhomboides 21.5
Lagodon_rhomboides 24
Lagodon_rhomboides 24
Lamna_nasus 10
Lamna_nasus 7
Lamna_nasus 10
Lampanyctodes_hectoris 22
Larimichthys_polyactis 22
Larimichthys_polyactis 22
Larimichthys_polyactis 22
Larimichthys_polyactis 22
Larimichthys_polyactis 16
Larimus_breviceps 27
Larimus_fasciatus 24
Lateolabrax_japonicus 18
Lateolabrax_japonicus 18
Lateolabrax_japonicus 18
Lates_calcarifer 28.5
Lates_calcarifer 26
Lates_calcarifer 28.5
Lates_calcarifer 26
Lates_calcarifer 28.5
Lates_calcarifer 28.5
Lates_longispinis 28
Lates_niloticus 25
Lates_niloticus 26
Lates_niloticus 25.5
Lates_stappersii 27
Lates_stappersii 26
Lates_stappersii 27
Lates_stappersii 27
Lates_stappersii 27
Latimeria_chalumnae 22.5
Latimeria_chalumnae 22.5
Latimeria_chalumnae 14
Latridopsis_ciliaris 15
Latridopsis_ciliaris 12
Latris_lineata 14
Leiognathus_brevirostris 27
Leiognathus_brevirostris 28.5
Leiognathus_brevirostris 28.7
Leiognathus_brevirostris 12.5
Leiognathus_equulus 25
Leiognathus_equulus 28.7
Leiognathus_equulus 28.5
Leiognathus_equulus 28.5
Leiognathus_equulus 28
Leiognathus_equulus 21
Leiognathus_equulus 28
Leiognathus_equulus 21
Leiognathus_equulus 28.7
Leiognathus_equulus 21
Leiognathus_equulus 28.5
Leiognathus_equulus 28.5
Leiognathus_equulus 21
Leiognathus_equulus 28.7
Leiopotherapon_plumbeus 27.5
Leiostomus_xanthurus 21
Leiostomus_xanthurus 12
Leiostomus_xanthurus 21
Lepidion_eques 22
Lepidion_lepidion 14
Lepidocephalichthys_guntea 26
Lepidocephalichthys_guntea 23
Lepidocephalichthys_guntea 23
Lepidocephalichthys_guntea 23
Lepidocephalichthys_guntea 23
Lepidogalaxias_salamandroides 19
Lepidogalaxias_salamandroides 19
Lepidogobius_lepidus 18
Lepidonotothen_squamifrons 12.5
Lepidonotothen_squamifrons 12.5
Lepidonotothen_squamifrons 20
Lepidonotothen_squamifrons 12.5
Lepidonotothen_squamifrons 12.5
Lepidophanes_guentheri 22.5
Lepidopsetta_bilineata 5.4
Lepidopsetta_bilineata 5.4
Lepidopsetta_bilineata 5.4
Lepidopsetta_bilineata 5.4
Lepidopsetta_bilineata 5.4
Lepidopsetta_bilineata 5.4
Lepidopsetta_bilineata 3.5
Lepidopsetta_polyxystra 5.4
Lepidopsetta_polyxystra 5.4
Lepidopus_caudatus 4
Lepidopus_caudatus 14
Lepidopus_caudatus 14
Lepidorhombus_boscii 14
Lepidorhombus_boscii 14
Lepidorhombus_boscii 14
Lepidorhombus_boscii 14
Lepidorhombus_boscii 14
Lepidorhombus_boscii 14.5
Lepidorhombus_boscii 14
Lepidorhombus_boscii 14
Lepidorhombus_boscii 14
Lepidorhombus_boscii 14.5
Lepidorhombus_whiffiagonis 9
Lepidorhombus_whiffiagonis 11
Lepidorhombus_whiffiagonis 9
Lepidorhombus_whiffiagonis 11
Lepidorhombus_whiffiagonis 9
Lepidotrigla_cavillone 19
Lepidotrigla_cavillone 19
Lepidotrigla_cavillone 19
Lepidotrigla_cavillone 19
Lepomis_gibbosus 25.5
Lepomis_macrochirus 12.3
Lepomis_macrochirus 11.1
Lepomis_macrochirus 11.4
Lepomis_macrochirus 9.7
Lepomis_macrochirus 14
Lepomis_macrochirus 12.3
Lepomis_macrochirus 11.4
Lepomis_macrochirus 11.1
Lepomis_macrochirus 5.2
Lepomis_macrochirus 11.1
Leporinus_obtusidens 20
Leptomelanosoma_indicum 22.4
Leptoscarus_vaigiensis 27.2
Lepturacanthus_savala 28
Lestidiops_ringens 4
Lestrolepis_japonica 22
Lesueurigobius_friesii 13
Lethrinops_longipinnis 26
Lethrinops_parvidens 26
Lethrinus_atkinsoni 24
Lethrinus_atkinsoni 23
Lethrinus_atkinsoni 23
Lethrinus_atkinsoni 23
Lethrinus_enigmaticus 27
Lethrinus_enigmaticus 27
Lethrinus_enigmaticus 27
Lethrinus_erythracanthus 23
Lethrinus_genivittatus 24
Lethrinus_genivittatus 24
Lethrinus_harak 23
Lethrinus_harak 23
Lethrinus_harak 23
Lethrinus_lentjan 27.2
Lethrinus_lentjan 24
Lethrinus_lentjan 27
Lethrinus_lentjan 27.6
Lethrinus_lentjan 27.5
Lethrinus_lentjan 12.5
Lethrinus_mahsena 27
Lethrinus_mahsena 27
Lethrinus_mahsena 27
Lethrinus_mahsena 27
Lethrinus_mahsena 27
Lethrinus_mahsena 27
Lethrinus_mahsena 27
Lethrinus_mahsena 27
Lethrinus_mahsena 27.6
Lethrinus_mahsena 27
Lethrinus_microdon 27.6
Lethrinus_miniatus 24
Lethrinus_miniatus 24
Lethrinus_miniatus 24.8
Lethrinus_miniatus 25.8
Lethrinus_miniatus 12.5
Lethrinus_miniatus 12.5
Lethrinus_nebulosus 25.8
Lethrinus_nebulosus 23
Lethrinus_nebulosus 27
Lethrinus_nebulosus 23
Lethrinus_nebulosus 29
Lethrinus_nebulosus 26
Lethrinus_nebulosus 24
Lethrinus_nebulosus 26
Lethrinus_nebulosus 27
Lethrinus_nebulosus 23
Lethrinus_nebulosus 23
Lethrinus_nebulosus 24
Lethrinus_nebulosus 23
Lethrinus_nebulosus 24.8
Lethrinus_nebulosus 26
Lethrinus_nebulosus 23
Lethrinus_nebulosus 27.6
Lethrinus_nebulosus 27.2
Lethrinus_nebulosus 27.6
Lethrinus_nebulosus 22.2
Lethrinus_nebulosus 29
Lethrinus_nebulosus 23
Lethrinus_obsoletus 28
Lethrinus_olivaceus 23
Lethrinus_olivaceus 29
Lethrinus_olivaceus 21
Lethrinus_olivaceus 27.6
Lethrinus_ornatus 23
Lethrinus_ornatus 23
Lethrinus_ornatus 23
Lethrinus_rubrioperculatus 23
Lethrinus_semicinctus 23
Lethrinus_semicinctus 23
Lethrinus_variegatus 24
Lethrinus_xanthochilus 23
Lethrinus_xanthochilus 25
Lethrinus_xanthochilus 23
Lethrinus_xanthochilus 23
Leucoraja_erinacea 15
Leucoraja_erinacea 15
Leucoraja_naevus 9
Leucoraja_naevus 9
Leucoraja_ocellata 10
Leucoraja_ocellata 15
Leucoraja_ocellata 15
Leucos_basak 14
Leucos_basak 14
Leuresthes_tenuis 15
Leuresthes_tenuis 15
Lile_stolifera 20.5
Limanda_aspera 4
Limanda_aspera 0
Limanda_aspera 0
Limanda_ferruginea 10
Limanda_limanda 9
Limanda_limanda 9
Limanda_limanda 9
Limanda_limanda 13
Limanda_limanda 13
Limnothrissa_miodon 25
Limnothrissa_miodon 24
Limnothrissa_miodon 24
Limnothrissa_miodon 24
Liparis_pulchellus 18
Lipophrys_pholis 17
Lithognathus_aureti 15
Lithognathus_aureti 15
Lithognathus_aureti 17
Lithognathus_lithognathus 21
Lithognathus_mormyrus 19
Lithognathus_mormyrus 14.5
Lithognathus_mormyrus 21
Lithognathus_mormyrus 21
Liza_abu 18.5
Liza_abu 18.5
Liza_argentea 18.2
Liza_argentea 20
Liza_argentea 18.2
Liza_argentea 19.8
Liza_aurata 19
Liza_aurata 17.3
Liza_aurata 13
Liza_aurata 17
Liza_aurata 19
Liza_aurata 14.3
Liza_aurata 19
Liza_aurata 19
Liza_grandisquamis 26.6
Liza_haematocheila 14.3
Liza_haematocheila 14.3
Liza_klunzingeri 26.5
Liza_klunzingeri 24
Liza_ramada 19
Liza_ramada 17.2
Liza_ramada 19
Liza_ramada 19
Liza_ramada 19
Liza_ramada 17.2
Liza_ramada 17
Liza_saliens 19
Liza_saliens 19
Liza_saliens 19
Liza_saliens 19
Liza_saliens 17
Liza_saliens 19
Liza_saliens 19
Liza_saliens 19
Lobianchia_dofleini 24
Lobocheilos_bo 29
Lobotes_surinamensis 23
Lophius_americanus 9
Lophius_americanus 9
Lophius_americanus 5.5
Lophius_budegassa 14
Lophius_budegassa 14
Lophius_budegassa 11
Lophius_budegassa 18
Lophius_budegassa 18
Lophius_budegassa 11
Lophius_piscatorius 14
Lophius_piscatorius 9
Lophius_piscatorius 14
Lophius_piscatorius 14.5
Lophius_piscatorius 11
Lophius_piscatorius 13
Lophius_piscatorius 14.5
Lophius_piscatorius 14.5
Lophius_piscatorius 9
Lophius_piscatorius 18
Lophius_piscatorius 11
Lophius_piscatorius 13
Lophius_vomerinus 15
Lophius_vomerinus 15
Lophius_vomerinus 15
Lopholatilus_chamaeleonticeps 18
Lopholatilus_chamaeleonticeps 12
Lopholatilus_chamaeleonticeps 18
Lopholatilus_chamaeleonticeps 12
Lopholatilus_villarii 24
Lopholatilus_villarii 24
Lopholatilus_villarii 24
Lopholatilus_villarii 24
Lota_lota 3.1
Luciobarbus_bocagei 16
Luciobarbus_bocagei 16
Luciobarbus_bocagei 16
Luciopimelodus_pati 20
Lumpenus_lampretaeformis 9
Lutjanus_adetii 25.7
Lutjanus_adetii 26
Lutjanus_adetii 24
Lutjanus_adetii 24
Lutjanus_analis 27
Lutjanus_analis 27.2
Lutjanus_analis 27.2
Lutjanus_analis 27.2
Lutjanus_analis 22.5
Lutjanus_analis 23
Lutjanus_analis 27.2
Lutjanus_analis 27.2
Lutjanus_analis 27.2
Lutjanus_analis 27.2
Lutjanus_apodus 28
Lutjanus_argentimaculatus 27
Lutjanus_argentiventris 18
Lutjanus_bohar 24
Lutjanus_bohar 27.2
Lutjanus_bohar 27
Lutjanus_bohar 30
Lutjanus_buccanella 20
Lutjanus_buccanella 20
Lutjanus_buccanella 20
Lutjanus_buccanella 20
Lutjanus_buccanella 20
Lutjanus_campechanus 22.5
Lutjanus_campechanus 26
Lutjanus_campechanus 26
Lutjanus_campechanus 26
Lutjanus_campechanus 26
Lutjanus_campechanus 26
Lutjanus_campechanus 22.5
Lutjanus_campechanus 26
Lutjanus_campechanus 22.5
Lutjanus_campechanus 22.5
Lutjanus_campechanus 22.5
Lutjanus_campechanus 26
Lutjanus_campechanus 22
Lutjanus_campechanus 22
Lutjanus_campechanus 22.5
Lutjanus_campechanus 23
Lutjanus_campechanus 26
Lutjanus_campechanus 24
Lutjanus_campechanus 21
Lutjanus_campechanus 26
Lutjanus_campechanus 26
Lutjanus_campechanus 26
Lutjanus_campechanus 22.5
Lutjanus_carponotatus 26
Lutjanus_carponotatus 26
Lutjanus_carponotatus 26
Lutjanus_carponotatus 25.7
Lutjanus_carponotatus 26
Lutjanus_carponotatus 25.7
Lutjanus_carponotatus 29
Lutjanus_cyanopterus 27.2
Lutjanus_erythropterus 26
Lutjanus_erythropterus 25.8
Lutjanus_erythropterus 25.8
Lutjanus_erythropterus 27
Lutjanus_fulviflamma 24
Lutjanus_gibbus 28
Lutjanus_gibbus 29
Lutjanus_griseus 27.2
Lutjanus_griseus 27
Lutjanus_griseus 25
Lutjanus_griseus 27.2
Lutjanus_griseus 27.2
Lutjanus_griseus 25
Lutjanus_griseus 25
Lutjanus_griseus 24
Lutjanus_jocu 27.2
Lutjanus_johnii 27
Lutjanus_johnii 28.2
Lutjanus_johnii 27.6
Lutjanus_kasmira 24
Lutjanus_kasmira 23
Lutjanus_kasmira 25
Lutjanus_kasmira 23
Lutjanus_kasmira 23
Lutjanus_lutjanus 28.7
Lutjanus_lutjanus 27
Lutjanus_lutjanus 29
Lutjanus_malabaricus 26.9
Lutjanus_malabaricus 26.7
Lutjanus_malabaricus 26.9
Lutjanus_malabaricus 22.8
Lutjanus_malabaricus 27.4
Lutjanus_malabaricus 26
Lutjanus_malabaricus 25.8
Lutjanus_malabaricus 25.8
Lutjanus_malabaricus 25.8
Lutjanus_malabaricus 27
Lutjanus_malabaricus 27
Lutjanus_malabaricus 27
Lutjanus_malabaricus 27
Lutjanus_malabaricus 27
Lutjanus_malabaricus 27.5
Lutjanus_malabaricus 27
Lutjanus_malabaricus 25.8
Lutjanus_monostigma 29
Lutjanus_purpureus 20
Lutjanus_purpureus 23
Lutjanus_purpureus 27
Lutjanus_purpureus 23
Lutjanus_purpureus 25
Lutjanus_quinquelineatus 24
Lutjanus_quinquelineatus 26
Lutjanus_quinquelineatus 26
Lutjanus_quinquelineatus 25.7
Lutjanus_quinquelineatus 26
Lutjanus_quinquelineatus 26
Lutjanus_quinquelineatus 26
Lutjanus_rivulatus 29
Lutjanus_sanguineus 27.6
Lutjanus_sebae 28
Lutjanus_sebae 28
Lutjanus_sebae 25.8
Lutjanus_sebae 26
Lutjanus_sebae 27
Lutjanus_sebae 27
Lutjanus_sebae 27
Lutjanus_sebae 27.6
Lutjanus_sebae 25.8
Lutjanus_sebae 27
Lutjanus_sebae 25.8
Lutjanus_sebae 24
Lutjanus_sebae 27
Lutjanus_sebae 25.8
Lutjanus_synagris 26
Lutjanus_synagris 27
Lutjanus_synagris 23
Lutjanus_synagris 23
Lutjanus_synagris 27.2
Lutjanus_synagris 23
Lutjanus_synagris 27
Lutjanus_synagris 27.2
Lutjanus_synagris 27.2
Lutjanus_synagris 27.2
Lutjanus_synagris 23
Lutjanus_synagris 26
Lutjanus_synagris 27.2
Lutjanus_synagris 27.2
Lutjanus_synagris 27.2
Lutjanus_synagris 28.5
Lutjanus_synagris 27.2
Lutjanus_synagris 27.2
Lutjanus_synagris 26
Lutjanus_synagris 27.5
Lutjanus_synagris 27
Lutjanus_synagris 27.2
Lutjanus_synagris 27.2
Lutjanus_synagris 27.2
Lutjanus_synagris 27.2
Lutjanus_vitta 24
Lutjanus_vitta 25.7
Lutjanus_vitta 25.7
Lutjanus_vitta 24
Lutjanus_vitta 27
Lutjanus_vitta 28.7
Lutjanus_vitta 27
Lutjanus_vitta 27
Lutjanus_vivanus 20
Lutjanus_vivanus 20
Lutjanus_vivanus 20
Luxilus_chrysocephalus 12
Lycodes_gracilis 9
Lycodes_gracilis 9
Lycodes_pacificus 5.4
Macrodon_ancylodon 23
Macrodon_ancylodon 27
Macrodon_ancylodon 23
Macrodon_ancylodon 23
Macrodon_ancylodon 27
Macrodon_ancylodon 24
Macrodon_atricauda 20
Macrodon_atricauda 20
Macrodon_atricauda 20
Macrodon_atricauda 20
Macrognathus_maculatus 29
Macrognathus_maculatus 29
Macrognathus_pancalus 23
Macrognathus_pancalus 23
Macrognathus_pancalus 23
Macrognathus_pancalus 26
Macrognathus_pancalus 26
Macrognathus_pancalus 26
Macrognathus_pancalus 26
Macrognathus_pancalus 23
Macroramphosus_gracilis 4
Macroramphosus_gracilis 17.5
Macroramphosus_scolopax 17.5
Macroramphosus_scolopax 17.5
Macruronus_magellanicus 11
Macruronus_magellanicus 10
Macruronus_magellanicus 6.2
Macruronus_magellanicus 6.2
Macruronus_novaezelandiae 11
Macruronus_novaezelandiae 12
Macruronus_novaezelandiae 11
Macruronus_novaezelandiae 12
Macruronus_novaezelandiae 12
Macruronus_novaezelandiae 12
Macruronus_novaezelandiae 11
Macruronus_novaezelandiae 12
Macruronus_novaezelandiae 11
Macruronus_novaezelandiae 12
Macruronus_novaezelandiae 11
Macruronus_novaezelandiae 11
Macruronus_novaezelandiae 12
Macruronus_novaezelandiae 12
Macruronus_novaezelandiae 11
Makaira_mazara 25
Makaira_mazara 25
Makaira_nigricans 24.8
Makaira_nigricans 22
Malacocottus_zonurus 2
Mallotus_villosus 4.6
Mallotus_villosus 4
Mallotus_villosus 4.6
Mallotus_villosus 4
Marcusenius_macrolepidotus 23.5
Marcusenius_macrolepidotus 23.5
Marcusenius_macrolepidotus 20
Maurolicus_muelleri 5.3
Maurolicus_muelleri 6.5
Megalaspis_cordyla 28.7
Megalaspis_cordyla 28
Megalaspis_cordyla 27
Megalaspis_cordyla 29.5
Megalaspis_cordyla 27
Megalaspis_cordyla 27
Megalaspis_cordyla 29.4
Megalaspis_cordyla 27
Megalaspis_cordyla 26
Megalops_atlanticus 24
Megalops_atlanticus 24
Megalops_atlanticus 27.5
Megalops_atlanticus 27.5
Melanogrammus_aeglefinus 9
Melanogrammus_aeglefinus 9
Melanogrammus_aeglefinus 7.1
Melanogrammus_aeglefinus 9
Melanogrammus_aeglefinus 12
Melanogrammus_aeglefinus 2
Melanogrammus_aeglefinus 12
Melanogrammus_aeglefinus 9
Melanogrammus_aeglefinus 12
Melanogrammus_aeglefinus 12
Melanogrammus_aeglefinus 12
Melanogrammus_aeglefinus 12
Melanogrammus_aeglefinus 12
Melanogrammus_aeglefinus 12
Melanogrammus_aeglefinus 7
Melanogrammus_aeglefinus 11
Melanogrammus_aeglefinus 6.8
Melanogrammus_aeglefinus 9.4
Melanogrammus_aeglefinus 12
Melanogrammus_aeglefinus 5
Melanogrammus_aeglefinus 7
Melanogrammus_aeglefinus 12
Melanogrammus_aeglefinus 2
Melanogrammus_aeglefinus 7
Melanogrammus_aeglefinus 9
Melanogrammus_aeglefinus 5
Melanogrammus_aeglefinus 4.5
Melanogrammus_aeglefinus 2
Melanogrammus_aeglefinus 9
Melanotaenia_fluviatilis 19
Melanotaenia_fluviatilis 19
Melanotaenia_fluviatilis 19
Mene_maculata 22
Mene_maculata 28.2
Mene_maculata 22
Menidia_extensa 21.1
Menidia_extensa 21.1
Menidia_menidia 10
Menidia_menidia 15
Menidia_menidia 15
Menticirrhus_saxatilis 15
Menticirrhus_saxatilis 15
Menticirrhus_undulatus 18
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 3.1
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 14
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 12
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 3.1
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
Merlangius_merlangus 9
