Species Temperature
Coregonus_lavaretus 8.5
Coregonus_lavaretus 9.5
Coregonus_lavaretus 3.1
Coregonus_lavaretus 7.9
Coregonus_lavaretus 8.5
Coregonus_lavaretus 8.5
Coregonus_sardinella 5
Coregonus_widegreni 9
Coregonus_widegreni 9
Coregonus_widegreni 9
Coregonus_widegreni 3.1
Coregonus_widegreni 9
Coregonus_widegreni 9
Coregonus_widegreni 9
Coregonus_widegreni 9
Coris_auricularis 21.4
Coris_auricularis 20.6
Coris_julis 19
Coryphaena_equiselis 22
Coryphaena_equiselis 25
Coryphaena_hippurus 18
Coryphaena_hippurus 18
Coryphaena_hippurus 28
Coryphaena_hippurus 28
Coryphaena_hippurus 27
Coryphaena_hippurus 27.2
Coryphaena_hippurus 27
Coryphaena_hippurus 27.2
Coryphaena_hippurus 25
Coryphaena_hippurus 21
Coryphaena_hippurus 23
Coryphaena_hippurus 25
Coryphaena_hippurus 27.2
Coryphaena_hippurus 26
Coryphaena_hippurus 23.8
Coryphaena_hippurus 27.5
Coryphaenoides_acrolepis 14
Coryphaenoides_acrolepis 14
Coryphaenoides_guentheri 14
Coryphaenoides_mediterraneus 14
Coryphaenoides_rupestris 11
Coryphaenoides_rupestris 11
Coryphaenoides_rupestris 9
Coryphaenoides_rupestris 9
Coryphaenoides_rupestris 9
Coryphaenoides_rupestris 9
Coryphaenoides_rupestris 7
Coryphaenoides_rupestris 7
Cottus_asperrimus 15
Cottus_gobio 9
Cottus_gobio 9
Cottus_gobio 9
Cottus_gobio 9
Ctenochaetus_striatus 28.7
Ctenochaetus_strigosus 27
Ctenolabrus_rupestris 13
Ctenolabrus_rupestris 13
Ctenolabrus_rupestris 9
Ctenopharynx_intermedius 26
Ctenosciaena_gracilicirrhus 27
Cyclocheilichthys_apogon 29
Cyclocheilichthys_apogon 28
Cyclopsetta_chittendeni 25
Cyclopterus_lumpus 5
Cyclothone_acclinidens 4
Cyema_atrum 4
Cymatoceps_nasutus 21
Cynoglossus_abbreviatus 22
Cynoglossus_abbreviatus 22
Cynoglossus_arel 27
Cynoglossus_arel 27.6
Cynoglossus_arel 27.6
Cynoglossus_canariensis 17.5
Cynoglossus_canariensis 16
Cynoglossus_canariensis 16
Cynoglossus_canariensis 17.5
Cynoglossus_canariensis 16
Cynoglossus_canariensis 16
Cynoglossus_joyneri 22
Cynoglossus_joyneri 22
Cynoglossus_lida 27.6
Cynoglossus_lida 27.6
Cynoglossus_macrostomus 28
Cynoglossus_puncticeps 28.2
Cynoglossus_semifasciatus 27
Cynoglossus_senegalensis 16
Cynopoecilus_melanotaenia 21.4
Cynopoecilus_melanotaenia 21.4
Cynoscion_acoupa 20
Cynoscion_albus 27
Cynoscion_analis 18
Cynoscion_analis 18
Cynoscion_guatucupa 24
Cynoscion_guatucupa 24
Cynoscion_guatucupa 24
Cynoscion_guatucupa 24
Cynoscion_jamaicensis 23
Cynoscion_jamaicensis 23
Cynoscion_jamaicensis 24
Cynoscion_jamaicensis 24
Cynoscion_leiarchus 27.5
Cynoscion_nebulosus 25
Cynoscion_nebulosus 26
Cynoscion_nebulosus 25
Cynoscion_nebulosus 25
Cynoscion_nebulosus 25
Cynoscion_nebulosus 25
Cynoscion_nebulosus 25
Cynoscion_nebulosus 25
Cynoscion_nebulosus 26
Cynoscion_nebulosus 25
Cynoscion_nebulosus 26
Cynoscion_nebulosus 26
Cynoscion_nothus 26
Cynoscion_regalis 15
Cynoscion_regalis 15
Cynoscion_regalis 15
Cynoscion_regalis 15
Cynoscion_stolzmanni 19
Cynoscion_xanthulus 13.2
Cyphomyrus_discorhynchus 20
Cyprinus_carpio 18.7
Cyprinus_carpio 13.4
Cyprinus_carpio 13.9
Cyprinus_carpio 16.5
Cyprinus_carpio 15.9
Cyprinus_carpio 18.8
Cyprinus_carpio 17.7
Cyprinus_carpio 10.9
Cyprinus_carpio 15.9
Cyprinus_carpio 10.8
Cyprinus_carpio 19.4
Cyprinus_carpio 22.4
Cyprinus_carpio 17.7
Cyprinus_carpio 11.9
Cyprinus_carpio 11.9
Cyprinus_carpio 20.2
Cyprinus_carpio 20
Cypselurus_opisthopus 28.3
Dactyloptena_orientalis 29
Danio_rerio 25
Dascyllus_aruanus 27
Dascyllus_reticulatus 27
Dasycottus_setiger 2
Deania_calcea 11
Deania_calcea 11
Decapterus_kurroides 23
Decapterus_kurroides 23
Decapterus_macarellus 23
Decapterus_macarellus 22
Decapterus_macarellus 27
Decapterus_macrosoma 28
Decapterus_macrosoma 28.5
Decapterus_macrosoma 28.2
Decapterus_macrosoma 27
Decapterus_macrosoma 12.5
Decapterus_macrosoma 28.2
Decapterus_macrosoma 28.7
Decapterus_macrosoma 28.5
Decapterus_macrosoma 27
Decapterus_macrosoma 25
Decapterus_macrosoma 28
Decapterus_macrosoma 28.5
Decapterus_macrosoma 28.5
Decapterus_macrosoma 28.5
Decapterus_macrosoma 28.2
Decapterus_macrosoma 12.5
Decapterus_macrosoma 28.7
Decapterus_macrosoma 21
Decapterus_macrosoma 28.5
Decapterus_macrosoma 28.5
Decapterus_macrosoma 28.5
Decapterus_macrosoma 28
Decapterus_macrosoma 28.5
Decapterus_macrosoma 12.5
Decapterus_macrosoma 28.5
Decapterus_macrosoma 28
Decapterus_macrosoma 28
Decapterus_macrosoma 28.5
Decapterus_macrosoma 28.2
Decapterus_macrosoma 28.2
Decapterus_macrosoma 28.5
Decapterus_macrosoma 28.5
Decapterus_macrosoma 27.7
Decapterus_macrosoma 28.5
Decapterus_maruadsi 22
Decapterus_maruadsi 23
Decapterus_maruadsi 23
Decapterus_maruadsi 28
Decapterus_maruadsi 28.7
Decapterus_maruadsi 28
Decapterus_maruadsi 28
Decapterus_maruadsi 28
Decapterus_maruadsi 28
Decapterus_maruadsi 21.5
Decapterus_maruadsi 28
Decapterus_maruadsi 29.4
Decapterus_maruadsi 27
Decapterus_maruadsi 28
Decapterus_punctatus 24
Decapterus_punctatus 27.5
Decapterus_russelli 21.5
Decapterus_russelli 27
Decapterus_russelli 28.2
Decapterus_russelli 22.4
Decapterus_russelli 27
Decapterus_russelli 23
Decapterus_russelli 27
Decapterus_russelli 27
Decapterus_russelli 23
Decapterus_russelli 28.5
Decapterus_russelli 21.5
Decapterus_russelli 12
Decapterus_russelli 27
Decapterus_russelli 27
Decapterus_russelli 28.5
Decapterus_russelli 28.2
Decapterus_russelli 27
Decapterus_russelli 27
Decapterus_russelli 22.4
Decapterus_russelli 25
Decapterus_russelli 22.5
Decapterus_russelli 25
Decapterus_russelli 29
Decapterus_russelli 27
Decapterus_russelli 28.2
Decapterus_russelli 28.5
Decapterus_russelli 27
Decapterus_russelli 28.7
Decapterus_russelli 28
Decapterus_tabl 28
Dendrophysa_russelii 28.3
Dendrophysa_russelii 28
Dentex_angolensis 17.5
Dentex_angolensis 16
Dentex_angolensis 17.5
Dentex_angolensis 17.5
Dentex_canariensis 16
Dentex_canariensis 17.5
Dentex_congoensis 17.5
Dentex_congoensis 16
Dentex_dentex 19
Dentex_dentex 19
Dentex_gibbosus 22
Dentex_gibbosus 17.5
Dentex_gibbosus 17.5
Dentex_gibbosus 17.5
Dentex_macrophthalmus 17.5
Dentex_macrophthalmus 17.5
Dentex_macrophthalmus 17.5
Dentex_maroccanus 17.5
Dentex_maroccanus 17.5
Dentex_maroccanus 17.5
Dentex_tumifrons 22
Dentex_tumifrons 15
Dentex_tumifrons 20
Dentex_tumifrons 22
Dentex_tumifrons 20
Dentex_tumifrons 20
Diagramma_pictum 24
Diagramma_pictum 26
Diagramma_pictum 23
Diagramma_pictum 24
Diagramma_pictum 29
Diaphus_dumerilii 23.5
Diaphus_dumerilii 22.5
Diapterus_peruvianus 20.5
Diapterus_rhombeus 27
Diapterus_rhombeus 27.2
Dicentrarchus_labrax 19
Dicentrarchus_labrax 19
Dicentrarchus_labrax 19
Dicentrarchus_labrax 19
Dicentrarchus_labrax 19
Dicentrarchus_labrax 19
Dicentrarchus_labrax 10
Dicentrarchus_labrax 12
Dicentrarchus_labrax 10
Dicentrarchus_labrax 12
Dicentrarchus_labrax 19
Dicentrarchus_labrax 19
Dicentrarchus_labrax 19
Dicentrarchus_labrax 19
Dicentrarchus_labrax 22
Dicentrarchus_labrax 19
Dicentrarchus_punctatus 19
Dicentrarchus_punctatus 22
Dichistius_capensis 17
Dichistius_capensis 17
Dicologlossa_cuneata 14
Dicologlossa_cuneata 14
Diodon_holocanthus 27
Diplectrum_formosum 24.8
Diplectrum_formosum 25
Diplodus_annularis 16.8
Diplodus_annularis 18
Diplodus_annularis 16.7
Diplodus_annularis 21
Diplodus_annularis 21
Diplodus_bellottii 22
Diplodus_capensis 21
Diplodus_cervinus 20
Diplodus_hottentotus 21
Diplodus_sargus_cadenati 22
Diplodus_sargus_cadenati 22
Diplodus_sargus_sargus 18
Diplodus_sargus_sargus 19
Diplodus_sargus_sargus 18
Diplodus_sargus_sargus 18
Diplodus_vulgaris 19
Diplodus_vulgaris 19
Diplodus_vulgaris 22
Diplodus_vulgaris 22
Diplodus_vulgaris 15.6
Diplodus_vulgaris 15.6
Dipturus_batis 11
Dipturus_innominatus 11
Dipturus_pullopunctatus 21
Dipturus_pullopunctatus 21
Discherodontus_ashmeadi 26.8
Distichodus_rostratus 28
Doederleinia_berycoides 10
Dolichopteryx_longipes 4
Drepane_africana 26.6
Drepane_africana 26.6
Drepane_africana 20
Drepane_punctata 21
Drepane_punctata 28
Drepane_punctata 29
Dussumieria_acuta 28.7
Dussumieria_acuta 28.7
Dussumieria_acuta 28.7
Dussumieria_elopsoides 28.7
Elagatis_bipinnulata 28.5
Electrona_antarctica 20
Electrona_antarctica 20
Electrona_carlsbergi 20
Electrona_risso 14.5
Eleotris_oxycephala 22.4
Elops_saurus 27.2
Elops_saurus 27.2
Enchelyopus_cimbrius 12
Enchelyopus_cimbrius 9
Encrasicholina_devisi 29.9
Encrasicholina_devisi 29.8
Encrasicholina_devisi 26
Encrasicholina_devisi 28.8
Encrasicholina_devisi 26
Encrasicholina_devisi 26
Encrasicholina_devisi 29.9
Encrasicholina_devisi 28.2
Encrasicholina_devisi 29.4
Encrasicholina_heteroloba 29.9
Encrasicholina_heteroloba 26
Encrasicholina_heteroloba 28.7
Encrasicholina_heteroloba 29.8
Encrasicholina_heteroloba 26
Encrasicholina_heteroloba 29
Encrasicholina_heteroloba 29.9
Encrasicholina_heteroloba 28.2
Encrasicholina_heteroloba 29.4
Encrasicholina_heteroloba 28.2
Encrasicholina_heteroloba 27
Encrasicholina_heteroloba 28.2
Encrasicholina_heteroloba 28
Encrasicholina_heteroloba 28.2
Encrasicholina_heteroloba 28
Encrasicholina_punctifer 28.2
Encrasicholina_punctifer 28.2
Encrasicholina_punctifer 29.4
Encrasicholina_punctifer 28.2
Encrasicholina_punctifer 28.2
Encrasicholina_punctifer 25
Encrasicholina_punctifer 28
Encrasicholina_purpurea 25
Engraulicypris_sardella 25.2
Engraulis_anchoita 24
Engraulis_anchoita 16
Engraulis_anchoita 20
Engraulis_anchoita 20
Engraulis_anchoita 16.4
Engraulis_anchoita 16
Engraulis_anchoita 16.4
Engraulis_australis 15
Engraulis_encrasicolus 13.6
Engraulis_encrasicolus 13.6
Engraulis_encrasicolus 14.3
Engraulis_encrasicolus 14.3
Engraulis_encrasicolus 14.3
Engraulis_encrasicolus 14.3
Engraulis_encrasicolus 14
Engraulis_encrasicolus 17.5
Engraulis_encrasicolus 14
Engraulis_encrasicolus 14.3
Engraulis_encrasicolus 14.3
Engraulis_encrasicolus 14.3
Engraulis_encrasicolus 14
Engraulis_encrasicolus 14
Engraulis_encrasicolus 10.4
Engraulis_encrasicolus 18.9
Engraulis_encrasicolus 14
Engraulis_encrasicolus 14
Engraulis_encrasicolus 17.6
Engraulis_encrasicolus 14
Engraulis_encrasicolus 14
Engraulis_encrasicolus 16
Engraulis_encrasicolus 9
Engraulis_encrasicolus 11
Engraulis_encrasicolus 14.5
Engraulis_encrasicolus 14.5
Engraulis_japonicus 18.6
Engraulis_japonicus 22
Engraulis_japonicus 18.9
Engraulis_japonicus 22
Engraulis_japonicus 19.3
Engraulis_japonicus 15
Engraulis_japonicus 22
Engraulis_japonicus 14.7
Engraulis_japonicus 20
Engraulis_japonicus 17.8
Engraulis_japonicus 17.9
Engraulis_japonicus 17.8
Engraulis_japonicus 18
Engraulis_japonicus 15.6
Engraulis_japonicus 20
Engraulis_japonicus 18
Engraulis_japonicus 20
Engraulis_japonicus 20
Engraulis_japonicus 18.9
Engraulis_japonicus 20
Engraulis_mordax 18
Engraulis_mordax 18
Engraulis_mordax 18
Engraulis_mordax 18
Engraulis_mordax 20.5
Engraulis_mordax 16.7
Engraulis_mordax 15
Engraulis_mordax 15.9
Engraulis_mordax 16.8
Engraulis_mordax 18
Engraulis_mordax 16.7
Engraulis_mordax 16
Engraulis_mordax 16.8
Engraulis_mordax 16.7
Engraulis_mordax 16.7
Engraulis_mordax 15.1
Engraulis_mordax 16.7
Engraulis_mordax 16.1
Engraulis_mordax 16.1
Engraulis_mordax 16.7
Engraulis_mordax 15.9
Engraulis_mordax 16.5
Engraulis_mordax 13.1
Engraulis_mordax 15.1
Engraulis_mordax 12.8
Engraulis_mordax 15.1
Engraulis_mordax 18
Engraulis_mordax 16.7
Engraulis_mordax 13.1
Engraulis_mordax 13.1
Engraulis_mordax 16.8
Engraulis_mordax 13.1
Engraulis_mordax 13.1
Engraulis_mordax 16.8
Engraulis_ringens 16
Engraulis_ringens 18
Engraulis_ringens 18
Engraulis_ringens 15
Engraulis_ringens 18
Engraulis_ringens 18.4
Engraulis_ringens 20
Engraulis_ringens 17.8
Engraulis_ringens 20
Engraulis_ringens 15
Engraulis_ringens 15
Engraulis_ringens 18.5
Engraulis_ringens 18.5
Engraulis_ringens 18.5
Engraulis_ringens 18.5
Engraulis_ringens 17.6
Engraulis_ringens 18.5
Engraulis_ringens 18.5
Engraulis_ringens 18.5
Engraulis_ringens 18.5
Engraulis_ringens 17.2
Engraulis_ringens 18.5
Engraulis_ringens 16.9
Engraulis_ringens 18.9
Engraulis_ringens 18.5
Engraulis_ringens 18.5
Engraulis_ringens 17.3
Engraulis_ringens 17.7
Engraulis_ringens 18.5
Engraulis_ringens 20
Engraulis_ringens 18.5
Engraulis_ringens 18.5
Engraulis_ringens 15
Engraulis_ringens 17.4
Engraulis_ringens 19.2
Engraulis_ringens 18.5
Engraulis_ringens 16.8
Engraulis_ringens 18.1
Engraulis_ringens 17.9
Engraulis_ringens 20.4
Engraulis_ringens 17.3
Engraulis_ringens 20
Engraulis_ringens 15
Engraulis_ringens 17.5
Engraulis_ringens 22
Engraulis_ringens 17.4
Engraulis_ringens 17.6
Engraulis_ringens 18.5
Engraulis_ringens 18.5
Engraulis_ringens 18.5
Engraulis_ringens 18.5
Engraulis_ringens 18.6
Engraulis_ringens 16.7
Engraulis_ringens 18.5
Engraulis_ringens 18
Engraulis_ringens 18.1
Engraulis_ringens 19.3
Engraulis_ringens 18.5
Engraulis_ringens 16.6
Engraulis_ringens 18
Engraulis_ringens 17.8
Engraulis_ringens 17.6
Engraulis_ringens 18.2
Enteromius_liberiensis 28
Enteromius_paludinosus 23.5
Enteromius_pumilus 12
Enteromius_trimaculatus 23.5
Eopsetta_grigorjewi 15
Eopsetta_grigorjewi 16
Eopsetta_grigorjewi 16
Eopsetta_grigorjewi 15
Eopsetta_jordani 14
Eopsetta_jordani 5.4
Eopsetta_jordani 5.4
Epinephelus_adscensionis 28.2
Epinephelus_adscensionis 23
Epinephelus_aeneus 19
Epinephelus_aeneus 19
Epinephelus_aeneus 19
Epinephelus_aeneus 19
Epinephelus_areolatus 24
Epinephelus_areolatus 26
Epinephelus_chlorostigma 28.5
Epinephelus_chlorostigma 28.5
Epinephelus_chlorostigma 28.5
Epinephelus_chlorostigma 28.5
Epinephelus_coioides 23.5
Epinephelus_costae 19
Epinephelus_costae 22
Epinephelus_cyanopodus 24
Epinephelus_diacanthus 21.5
Epinephelus_diacanthus 27.6
Epinephelus_drummondhayi 21
Epinephelus_fasciatus 24
Epinephelus_fasciatus 27.5
Epinephelus_fuscoguttatus 29
Epinephelus_fuscoguttatus 29
Epinephelus_guttatus 24
Epinephelus_guttatus 23
Epinephelus_guttatus 27
Epinephelus_guttatus 28
Epinephelus_hexagonatus 27
Epinephelus_itajara 25
Epinephelus_labriformis 27
Epinephelus_labriformis 27
Epinephelus_labriformis 18
Epinephelus_latifasciatus 20
Epinephelus_maculatus 24
Epinephelus_malabaricus 29
Epinephelus_marginatus 19
Epinephelus_marginatus 19
Epinephelus_marginatus 19
Epinephelus_merra 24
Epinephelus_merra 25.5
Epinephelus_merra 27
Epinephelus_merra 29
Epinephelus_morio 26
Epinephelus_morio 26
Epinephelus_morio 26
Epinephelus_morio 26
Epinephelus_morio 26
Epinephelus_morio 26
Epinephelus_morio 26
Epinephelus_morio 26
Epinephelus_morio 26
Epinephelus_morio 26
Epinephelus_morio 26
Epinephelus_morio 26
Epinephelus_morio 24
Epinephelus_morio 26
Epinephelus_morio 26
Epinephelus_multinotatus 26
Epinephelus_ongus 29
Epinephelus_polylepis 26
Epinephelus_rivulatus 24
Epinephelus_sexfasciatus 27.7
Epinephelus_striatus 27.2
Epinephelus_striatus 27
Epinephelus_striatus 27.2
Epinephelus_striatus 27.2
Epinephelus_striatus 28
Epinephelus_striatus 28.2
Epinephelus_tauvina 22.8
Epinephelus_tauvina 26
Epinephelus_tauvina 22.8
Epinephelus_tauvina 22.8
Epinephelus_tauvina 29
Eptatretus_polytrema 11
Equulites_elongatus 28
Equulites_elongatus 28
Equulites_elongatus 29
Equulites_elongatus 27
Equulites_leuciscus 28.2
Equulites_leuciscus 28.2
Equulites_leuciscus 28
Equulites_leuciscus 28.7
Equulites_leuciscus 28.5
Equulites_leuciscus 28.7
Equulites_lineolatus 28.2
Equulites_lineolatus 28.2
Equulites_lineolatus 28.2
Equulites_lineolatus 28.2
Equulites_lineolatus 28.2
Equulites_lineolatus 28.2
Ericymba_buccata 12
Esox_lucius 9
Esox_lucius 9
Esox_lucius 9
Esox_lucius 9
Esox_lucius 9
Esox_lucius 9
Esox_lucius 9
Esox_lucius 5.2
Esox_lucius 5.2
Esox_lucius 5.2
Esox_lucius 5.8
Esox_lucius 11.1
Esox_lucius 2.3
Esox_lucius 5.2
Etelis_carbunculus 21
Etelis_carbunculus 21
Etelis_carbunculus 24.2
Etelis_carbunculus 21
Etelis_carbunculus 22
Etelis_carbunculus 21
Etelis_carbunculus 21
Etelis_carbunculus 21
Etelis_carbunculus 21
Etelis_coruscans 21
Etelis_coruscans 21
Etelis_oculatus 20
Etelis_oculatus 20
Etheostoma_caeruleum 12
Etheostoma_caeruleum 12
Etheostoma_flabellare 12
Etheostoma_nigrum 12
Etheostoma_sagitta 12
Etheostoma_sagitta 12
Ethmalosa_fimbriata 16
Ethmalosa_fimbriata 29
Ethmalosa_fimbriata 16
Ethmalosa_fimbriata 16
Etropus_crossotus 21
Etrumeus_acuminatus 13.2
Etrumeus_golanii 22.2
Etrumeus_micropus 10
Etrumeus_sadina 16.7
Etrumeus_whiteheadi 22
Eubleekeria_splendens 28.2
Eubleekeria_splendens 25
Eubleekeria_splendens 28.3
Eubleekeria_splendens 28.3
Eubleekeria_splendens 28.5
Eubleekeria_splendens 28.2
Eubleekeria_splendens 28.2
Eubleekeria_splendens 28.3
Eubleekeria_splendens 28.5
Eubleekeria_splendens 28.2
Eubleekeria_splendens 28.3
Eubleekeria_splendens 28
Eubleekeria_splendens 28.2
Eubleekeria_splendens 28.2
Eubleekeria_splendens 28.3
Eubleekeria_splendens 27
Eubleekeria_splendens 28.7
Eubleekeria_splendens 28.5
Eubleekeria_splendens 28.2
Eubleekeria_splendens 27.8
Eubleekeria_splendens 28
Eubleekeria_splendens 28
Eubleekeria_splendens 27.6
Eubleekeria_splendens 27.9
Eubleekeria_splendens 28
Eucinostomus_argenteus 27
Eucinostomus_gula 21.5
Eucinostomus_gula 27
Eucinostomus_gula 27
Eugerres_brasilianus 27.2
Eugerres_brasilianus 27.2
Eugerres_brasilianus 27.2
Eugerres_plumieri 27.2
Eugerres_plumieri 27.2
Eugerres_plumieri 27.2
Euthynnus_affinis 18
Euthynnus_affinis 24
Euthynnus_alletteratus 20
Euthynnus_alletteratus 14
Euthynnus_alletteratus 24
Euthynnus_alletteratus 17.5
Euthynnus_alletteratus 19
Euthynnus_alletteratus 19
Euthynnus_alletteratus 14
Eutrigla_gurnardus 14
Eutrigla_gurnardus 11
Eutrigla_gurnardus 11
Eutrigla_gurnardus 9
Evynnis_ehrenbergii 26.6
Evynnis_ehrenbergii 22
Facciolella_gilbertii 4
Favonigobius_lateralis 12
Favonigobius_lentiginosus 12
Forbesichthys_agassizii 13
Forsterygion_lapillum 12
Forsterygion_varium 12
Fundulus_parvipinnis 18
Furgaleus_macki 13
Gadiculus_argenteus 14
Gadiculus_argenteus 14
Gadiculus_thori 11
Gadus_chalcogrammus 5
Gadus_chalcogrammus 3.5
Gadus_chalcogrammus 3.5
Gadus_chalcogrammus 3
Gadus_chalcogrammus 4
Gadus_chalcogrammus 4
Gadus_chalcogrammus 3.5
Gadus_macrocephalus 5.4
Gadus_macrocephalus 5.4
Gadus_macrocephalus 3
Gadus_macrocephalus 10
Gadus_morhua 10
Gadus_morhua 10
Gadus_morhua 10
Gadus_morhua 7
Gadus_morhua 7
Gadus_morhua 7
Gadus_morhua 7
Gadus_morhua 2
Gadus_morhua 3.1
Gadus_morhua 10
Gadus_morhua 10
Gadus_morhua 7
Gadus_morhua 10
Gadus_morhua 10
Gadus_morhua 3.1
Gadus_morhua 7
Gadus_morhua 7
Gadus_morhua 7
Gadus_morhua 7
Gadus_morhua 7
Gadus_morhua 1.4
Gadus_morhua 10
Gadus_morhua 7
Gadus_morhua 5
Gadus_morhua 3.1
Gadus_morhua 4.5
Gadus_morhua 3.1
Gadus_morhua 1.9
Gadus_morhua 7
Gadus_morhua 13
Gadus_morhua 11.5
Gadus_morhua 0.3
Gadus_morhua 1.7
Gadus_morhua 6
Gadus_morhua 1
Gadus_morhua 1.9
Gadus_morhua 2.3
Gadus_morhua 7
Gadus_morhua 7
Gadus_morhua 1.4
Gadus_morhua 5
Gadus_morhua 7
Gadus_morhua 7
Gadus_morhua 2.7
Gadus_morhua 10
Gadus_morhua 9
Gadus_morhua 3.2
Gadus_morhua 3.1
Gadus_morhua -0.4
Gadus_morhua 1.6
Gadus_morhua 3.1
Gadus_morhua 0.8
Gadus_morhua 4.5
Gadus_morhua 10
Gadus_morhua 7
Gadus_morhua 9
Gadus_morhua 2.2
Gadus_morhua 5
Gadus_morhua 2.2
Gadus_morhua 2.3
Gadus_morhua 8
Gadus_morhua 6
Gadus_morhua 3.1
Gadus_morhua 2
Gadus_morhua 10
Gadus_morhua 8
Gadus_morhua 3.1
Gadus_morhua 3.1
Gadus_morhua 9
Gadus_morhua 9
Gadus_morhua 12
Gadus_morhua 1.6
Gadus_morhua 7
Gadus_morhua 3.1
Gadus_morhua 9
Gadus_morhua 9
Gadus_morhua 0.6
Gadus_morhua 6.7
Gadus_morhua 4.5
Gadus_morhua 2
Gadus_morhua 7
Gadus_morhua 8
Gadus_morhua 10
Gadus_morhua 2
Gadus_morhua 2.2
Gadus_morhua 2.3
Gadus_morhua 4.5
Gadus_morhua 12
Gadus_morhua 12
Gadus_morhua 2.1
Gadus_morhua 2
Gadus_morhua 1.6
Gadus_morhua 1.2
Gadus_morhua 2
Gadus_morhua 4.5
Gadus_morhua 1.5
Gaidropsarus_mediterraneus 14
Galaxiella_munda 17
Galaxiella_munda 17
Galaxiella_nigrostriata 16.5
Galaxiella_nigrostriata 16.5
Galeocerdo_cuvier 22
Galeocerdo_cuvier 22
Galeocerdo_cuvier 12
Galeocerdo_cuvier 22.5
Galeocerdo_cuvier 12
Galeoides_decadactylus 26.6
Galeoides_decadactylus 26.6
Galeoides_decadactylus 26.6
Galeoides_decadactylus 26.6
Galeorhinus_galeus 20
Galeorhinus_galeus 17
Galeorhinus_galeus 17
Galeorhinus_galeus 20
Galeorhinus_galeus 15
Galeorhinus_galeus 15
Galeorhinus_galeus 15
Galeorhinus_galeus 15
Galeorhinus_galeus 15
Garra_mullya 27
Gasterosteus_aculeatus 12.5
Gasterosteus_aculeatus 12.5
Gasterosteus_aculeatus 10.8
Gasterosteus_aculeatus 10
Gasterosteus_aculeatus 8.2
Gasterosteus_aculeatus 18
Gazza_minuta 28
Gazza_minuta 28.3
Gazza_minuta 28.7
Gazza_minuta 28.5
Gazza_minuta 28.5
Genypterus_blacodes 11
Genypterus_blacodes 11
Genypterus_blacodes 12
Genypterus_blacodes 11
Genypterus_blacodes 15
Genypterus_blacodes 12
Genypterus_blacodes 12
Genypterus_blacodes 11
Genypterus_blacodes 12
Genypterus_capensis 15
Genypterus_capensis 15
Genypterus_capensis 15
Genypterus_capensis 15
Genypterus_capensis 18
Genypterus_capensis 15
Genypterus_capensis 15
Genypterus_capensis 18
Genypterus_capensis 15
Genypterus_capensis 15
Gerres_cinereus 27.2
Gerres_cinereus 27
Gerres_cinereus 27
Gerres_filamentosus 28.5
Gerres_filamentosus 28.5
Gerres_filamentosus 28.5
Gerres_longirostris 28
Gerres_longirostris 28
Gerres_oyena 27.2
Gerres_setifer 30
Gerres_setifer 30
Gigantura_indica 4
Girella_punctata 22
Girella_tricuspidata 15
Girella_tricuspidata 12
Glaniopsis_hanitschi 29
Glaucosoma_buergeri 26.9
Glaucosoma_buergeri 26.9
Glaucosoma_hebraicum 24
Glaucosoma_hebraicum 24
Glossanodon_semifasciatus 22
Glossanodon_semifasciatus 15
Glossogobius_giuris 26
Glossogobius_giuris 26
Glossogobius_giuris 27.5
Glossogobius_giuris 27.5
Glyptocephalus_cynoglossus 12
Glyptocephalus_cynoglossus 12
Glyptocephalus_cynoglossus 6.5
Glyptocephalus_cynoglossus 6.5
Glyptocephalus_cynoglossus 6.5
Glyptocephalus_cynoglossus 6.5
Glyptocephalus_cynoglossus 7
Glyptocephalus_cynoglossus 7
Gnathanodon_speciosus 27.5
Gnathanodon_speciosus 28.7
Gnathanodon_speciosus 29
Gobiesox_rhessodon 18
Gobionellus_microdon 27
Gobionotothen_gibberifrons 12.5
Gobionotothen_gibberifrons 3
Gobionotothen_gibberifrons 12.5
Gobiosoma_robustum 25
Gobiosoma_robustum 25
Gobius_cobitis 13
Gobius_niger 9
Gobius_niger 19.6
Gobius_niger 19.6
Gobius_niger 19
Gobius_niger 19
Gobius_paganellus 11.1
Gudusia_chapra 25
Gudusia_chapra 25
Gymnapistes_marmoratus 15
Gymnocanthus_pistilliger 4
Gymnocanthus_pistilliger 4
Gymnocanthus_tricuspis 1
Gymnocanthus_tricuspis 1
Gymnocephalus_cernua 9
Gymnocephalus_cernua 9
Gymnocephalus_cernua 9
Gymnocephalus_cernua 9
Gymnocephalus_cernua 9
Gymnocranius_audleyi 26
Gymnocranius_euanus 24
Gymnocranius_euanus 24
Gymnocranius_grandoculis 24
Gymnocranius_griseus 27
Gymnotus_carapo 19.4
Gymnotus_carapo 19.4
Haemulon_album 27.2
Haemulon_album 28
Haemulon_album 27.2
Haemulon_aurolineatum 27
Haemulon_aurolineatum 21.5
Haemulon_aurolineatum 21.5
Haemulon_aurolineatum 24
Haemulon_aurolineatum 21.5
Haemulon_bonariense 26
Haemulon_flaviguttatum 27
Haemulon_flavolineatum 27.2
Haemulon_flavolineatum 27.2
Haemulon_flavolineatum 27.2
Haemulon_maculicauda 27
Haemulon_melanurum 25
Haemulon_parra 27.2
Haemulon_plumierii 27.2
Haemulon_plumierii 28.5
Haemulon_plumierii 28.5
Haemulon_plumierii 27.2
Haemulon_plumierii 27.2
Haemulon_plumierii 26
Haemulon_plumierii 28
