"Species" "Mass" "Temperature" "MetabolRate" "Class"
"Rana_pipiens" "25" "15" "1.2918" "Amphibia"
"Rana_pipiens" "43.7" "15" "2.88" "Amphibia"
"Rana_pipiens" "32.5" "15" "1.628" "Amphibia"
"Rana_pipiens" "32" "17" "2.912" "Amphibia"
"Rana_pipiens" "26.5" "19" "1.68" "Amphibia"
"Rana_pipiens" "34.8" "20" "1.5208" "Amphibia"
"Rana_pipiens" "27.5" "20" "2.64" "Amphibia"
"Rana_pipiens" "38.39" "20" "3.6854" "Amphibia"
"Rana_pipiens" "49" "20" "3.5476" "Amphibia"
"Rana_pipiens" "33.6" "21.5" "2.982" "Amphibia"
"Rana_pipiens" "49.5" "22" "6.5046" "Amphibia"
"Rana_pipiens" "52.6" "22" "3.4032" "Amphibia"
"Rana_pipiens" "30" "23" "4.68" "Amphibia"
"Rana_pipiens" "25" "24" "4" "Amphibia"
"Rana_pipiens" "37.1" "24" "4.69" "Amphibia"
"Rana_pipiens" "35" "25" "3.255" "Amphibia"
"Rana_pipiens" "32" "25" "4.352" "Amphibia"
"Rana_pipiens" "35.24" "25" "3.4433" "Amphibia"
"Rana_pipiens" "44.3" "25" "5.64" "Amphibia"
"Rana_pipiens" "25" "25" "3.028" "Amphibia"
"Rana_pipiens" "42" "25" "3.276" "Amphibia"
"Rana_pipiens" "32.5" "25" "4.147" "Amphibia"
"Rana_pipiens" "27.5" "30" "4.29" "Amphibia"
"Rana_pipiens" "34.8" "30" "4.6945" "Amphibia"
"Rana_pipiens" "38.39" "30" "5.7585" "Amphibia"
"Rana_ridibunda" "35" "20" "1.12" "Amphibia"
"Rana_ridibunda" "35.2" "20" "23.936" "Amphibia"
"Rana_ridibunda" "47.5" "23" "4.0375" "Amphibia"
"Rana_sylvatica" "9" "5" "0.4862" "Amphibia"
"Rana_sylvatica" "8.8" "14" "0.5896" "Amphibia"
"Rana_sylvatica" "7.4" "15" "0.7319" "Amphibia"
"Rana_sylvatica" "12.7" "20" "1.0795" "Amphibia"
"Rana_sylvatica" "12.67" "20" "1.098" "Amphibia"
"Rana_sylvatica" "12.7" "20" "1.0795" "Amphibia"
"Rana_sylvatica" "6" "25" "0.648" "Amphibia"
"Rana_temporaria" "38.53" "6" "1.0066" "Amphibia"
"Rana_temporaria" "44" "9.5" "1.21" "Amphibia"
"Rana_temporaria" "38" "10" "0.8143" "Amphibia"
"Rana_temporaria" "53" "10.4" "2.332" "Amphibia"
"Rana_temporaria" "30" "14" "0.356" "Amphibia"
"Rana_temporaria" "39" "15" "0.28" "Amphibia"
"Rana_temporaria" "38.53" "15" "2.6008" "Amphibia"
"Rana_temporaria" "35" "15.1" "0.49" "Amphibia"
"Rana_temporaria" "43" "1" "3.3712" "Amphibia"
"Rana_temporaria" "38" "19" "1.5831" "Amphibia"
"Rana_temporaria" "39.6" "19.2" "2.7166" "Amphibia"
"Rana_temporaria" "15.8" "20" "1.58" "Amphibia"
"Rana_temporaria" "37.5" "20" "5.8875" "Amphibia"
"Rana_temporaria" "25" "20" "1.75" "Amphibia"
"Rana_temporaria" "53" "22" "6.095" "Amphibia"
"Rana_temporaria" "42.5" "23" "4.3775" "Amphibia"
"Rana_temporaria" "21.6" "24.6" "3.456" "Amphibia"
"Rana_temporaria" "31.1" "24.8" "3.9373" "Amphibia"
"Rana_temporaria" "38.53" "25" "7.5037" "Amphibia"
"Rana_temporaria" "32.8" "26.3" "2.0697" "Amphibia"
"Rana_virgatipes" "7" "5" "0.14" "Amphibia"
"Rana_virgatipes" "7" "15" "0.35" "Amphibia"
"Rana_virgatipes" "7" "25" "1.015" "Amphibia"
"Chiromantis_petersi" "9" "25" "0.729" "Amphibia"
"Chiromantis_petersi" "11.2" "25" "0.7952" "Amphibia"
"Boulengerula_taitanus" "5" "20" "0.3175" "Amphibia"
"Boulengerula_taitanus" "5" "25" "0.4205" "Amphibia"
"Boulengerula_taitanus" "5" "35" "0.86" "Amphibia"
"Geotrypetes_seraphini" "1.93" "20" "0.0714" "Amphibia"
"Typhlonectes_compressicauda" "135" "20" "4.52" "Amphibia"
"Typhlonectes_compressicauda" "64" "25" "9.546" "Amphibia"
"Typhlonectes_compressicauda" "138" "25" "11.253" "Amphibia"
"Typhlonectes_compressicauda" "30.62" "25" "1.442" "Amphibia"
"Acipenser_transmontanus" "900" "10" "27.72" "Actinopterygii"
"Acipenser_transmontanus" "900" "15" "49.14" "Actinopterygii"
"Acipenser_transmontanus" "950" "15" "50.54" "Actinopterygii"
"Ameiurus_nebulosus" "74.9" "25" "4.87599" "Actinopterygii"
"Ameiurus_nebulosus" "74.9" "25" "5.19057" "Actinopterygii"
"Ameiurus_nebulosus" "74.9" "25" "5.243" "Actinopterygii"
"Ameiurus_nebulosus" "74.9" "25" "5.29543" "Actinopterygii"
"Ameiurus_nebulosus" "115" "30" "8.6135" "Actinopterygii"
"Ameiurus_nebulosus" "116" "10" "1.624" "Actinopterygii"
"Ameiurus_nebulosus" "147" "20" "6.8943" "Actinopterygii"
"Anguilla_anguilla" "80" "25" "2.912" "Actinopterygii"
"Anguilla_anguilla" "80" "25" "3.192" "Actinopterygii"
"Anguilla_anguilla" "80" "25" "3.248" "Actinopterygii"
"Anguilla_anguilla" "80" "25" "3.64" "Actinopterygii"
"Anguilla_anguilla" "80" "25" "3.696" "Actinopterygii"
"Anguilla_anguilla" "80" "25" "3.864" "Actinopterygii"
"Anguilla_anguilla" "80" "25" "4.032" "Actinopterygii"
"Anguilla_anguilla" "80" "25" "4.088" "Actinopterygii"
"Anguilla_anguilla" "80" "25" "4.2" "Actinopterygii"
"Anguilla_anguilla" "80" "25" "4.2" "Actinopterygii"
"Anguilla_anguilla" "80" "25" "4.256" "Actinopterygii"
"Anguilla_anguilla" "80" "25" "4.312" "Actinopterygii"
"Anguilla_anguilla" "80" "25" "4.816" "Actinopterygii"
"Anguilla_anguilla" "80" "25" "4.816" "Actinopterygii"
"Anguilla_anguilla" "80" "25" "4.984" "Actinopterygii"
"Anguilla_anguilla" "80" "25" "5.096" "Actinopterygii"
"Anguilla_anguilla" "80" "25" "5.656" "Actinopterygii"
"Anguilla_australis" "700" "20" "10.78" "Actinopterygii"
"Anguilla_japonica" "325" "13" "4.7775" "Actinopterygii"
"Anguilla_japonica" "325" "14.5" "4.55" "Actinopterygii"
"Anguilla_japonica" "325" "14.5" "5.005" "Actinopterygii"
"Anguilla_japonica" "325" "14.5" "6.5975" "Actinopterygii"
"Anguilla_japonica" "325" "15" "5.915" "Actinopterygii"
"Anguilla_japonica" "325" "15" "7.0525" "Actinopterygii"
"Anguilla_japonica" "325" "16" "8.19" "Actinopterygii"
"Anguilla_japonica" "325" "17" "8.19" "Actinopterygii"
"Anguilla_japonica" "325" "17" "9.555" "Actinopterygii"
"Anguilla_japonica" "325" "18" "8.4175" "Actinopterygii"
"Anguilla_japonica" "325" "18" "9.3275" "Actinopterygii"
"Anguilla_japonica" "325" "18.5" "7.0525" "Actinopterygii"
"Anguilla_japonica" "325" "19" "7.5075" "Actinopterygii"
"Anguilla_japonica" "325" "19" "9.555" "Actinopterygii"
"Anguilla_japonica" "325" "19" "11.83" "Actinopterygii"
"Anguilla_japonica" "325" "19.5" "9.3275" "Actinopterygii"
"Anguilla_japonica" "325" "19.5" "9.555" "Actinopterygii"
"Anguilla_japonica" "325" "20" "8.4175" "Actinopterygii"
"Anguilla_japonica" "325" "20" "10.01" "Actinopterygii"
"Anguilla_japonica" "325" "20" "10.2375" "Actinopterygii"
"Anguilla_japonica" "325" "20" "13.195" "Actinopterygii"
"Anguilla_japonica" "325" "20" "13.65" "Actinopterygii"
"Anguilla_japonica" "325" "24" "18.8825" "Actinopterygii"
"Anguilla_japonica" "325" "25" "16.835" "Actinopterygii"
"Anguilla_japonica" "325" "26" "26.1625" "Actinopterygii"
"Anguilla_japonica" "325" "27.5" "26.6175" "Actinopterygii"
"Anguilla_japonica" "325" "29" "24.57" "Actinopterygii"
"Anguilla_japonica" "325" "29" "31.1675" "Actinopterygii"
"Anguilla_japonica" "325" "30" "28.665" "Actinopterygii"
"Anguilla_rostrata" "214" "15" "4.1944" "Actinopterygii"
"Anguilla_rostrata" "315" "15" "4.6305" "Actinopterygii"
"Arapaima_gigas" "2300" "28" "40.25" "Actinopterygii"
"Arapaima_gigas" "2300" "28" "46.69" "Actinopterygii"
"Arapaima_gigas" "2300" "28" "48.3" "Actinopterygii"
"Balistes_carolinensis" "320" "17.5" "18.816" "Actinopterygii"
"Balistes_carolinensis" "395" "17.9" "25.991" "Actinopterygii"
"Balistes_carolinensis" "700" "17.9" "52.43" "Actinopterygii"
"Callionymus_lyra" "48.7" "11" "1.84086" "Actinopterygii"
"Callionymus_lyra" "85.7" "11" "3.23946" "Actinopterygii"
"Callionymus_lyra" "105" "11.5" "1.5435" "Actinopterygii"
"Callionymus_lyra" "105" "11.5" "1.9845" "Actinopterygii"
"Callionymus_lyra" "105" "11.5" "2.4255" "Actinopterygii"
"Callionymus_lyra" "105" "11.5" "2.646" "Actinopterygii"
"Callionymus_lyra" "105" "11.5" "2.793" "Actinopterygii"
"Callionymus_lyra" "105" "11.5" "3.087" "Actinopterygii"
"Callionymus_lyra" "105" "11.5" "3.822" "Actinopterygii"
"Callionymus_lyra" "105" "11.5" "4.116" "Actinopterygii"
"Callionymus_lyra" "105" "11.5" "4.3365" "Actinopterygii"
"Callionymus_lyra" "105" "11.5" "4.998" "Actinopterygii"
"Callionymus_lyra" "105" "11.5" "5.2185" "Actinopterygii"
"Callionymus_lyra" "105" "11.5" "5.5125" "Actinopterygii"
"Callionymus_lyra" "105" "11.5" "5.586" "Actinopterygii"
"Callionymus_lyra" "105" "11.5" "5.9535" "Actinopterygii"
"Callionymus_lyra" "105" "11.5" "6.3945" "Actinopterygii"
"Callionymus_lyra" "105" "11.5" "6.5415" "Actinopterygii"
"Callionymus_lyra" "105" "11.5" "6.615" "Actinopterygii"
"Callionymus_lyra" "105" "11.5" "6.6885" "Actinopterygii"
"Callionymus_lyra" "105" "11.5" "6.8355" "Actinopterygii"
"Callionymus_lyra" "105" "11.5" "6.9825" "Actinopterygii"
"Callionymus_lyra" "105" "11.5" "7.056" "Actinopterygii"
"Catostomus_commersonii" "70" "15" "3.871" "Actinopterygii"
"Catostomus_commersonii" "72" "10" "1.764" "Actinopterygii"
"Catostomus_commersonii" "95" "20" "7.3815" "Actinopterygii"
"Catostomus_commersonii" "100" "10" "2.45" "Actinopterygii"
"Catostomus_commersonii" "100" "10" "2.8" "Actinopterygii"
"Catostomus_commersonii" "100" "15" "5.6" "Actinopterygii"
"Catostomus_commersonii" "100" "20" "5.25" "Actinopterygii"
"Catostomus_commersonii" "100" "20" "7.7" "Actinopterygii"
"Chaenocephalus_aceratus" "1130" "2" "14.238" "Actinopterygii"
"Chaenocephalus_aceratus" "1130" "2" "17.402" "Actinopterygii"
"Chaenocephalus_aceratus" "1130" "2" "19.775" "Actinopterygii"
"Chaenocephalus_aceratus" "1130" "2" "22.939" "Actinopterygii"
"Chaenocephalus_aceratus" "1130" "4" "27.685" "Actinopterygii"
"Chaenocephalus_aceratus" "1130" "4" "31.64" "Actinopterygii"
"Chaenocephalus_aceratus" "1130" "4" "34.804" "Actinopterygii"
"Chaenocephalus_aceratus" "1130" "4" "37.177" "Actinopterygii"
"Chaenocephalus_aceratus" "1130" "4" "38.759" "Actinopterygii"
"Chaenocephalus_aceratus" "1130" "4" "39.55" "Actinopterygii"
"Chaenocephalus_aceratus" "1130" "6" "24.521" "Actinopterygii"
"Chaenocephalus_aceratus" "1130" "6" "30.849" "Actinopterygii"
"Chaenocephalus_aceratus" "1130" "6" "31.64" "Actinopterygii"
"Chaenocephalus_aceratus" "1130" "6" "33.222" "Actinopterygii"
"Chaenocephalus_aceratus" "1130" "6" "38.759" "Actinopterygii"
"Chaenocephalus_aceratus" "1130" "6" "51.415" "Actinopterygii"
"Chaenocephalus_aceratus" "1130" "8" "29.267" "Actinopterygii"
"Chaenocephalus_aceratus" "1130" "8" "30.849" "Actinopterygii"
"Chaenocephalus_aceratus" "1130" "10" "29.267" "Actinopterygii"
"Chaenocephalus_aceratus" "1130" "10" "30.849" "Actinopterygii"
"Chaenocephalus_aceratus" "1130" "10" "35.595" "Actinopterygii"
"Channa_punctata" "8.33" "20" "0.448987" "Actinopterygii"
"Channa_punctata" "8.33" "31" "0.798847" "Actinopterygii"
"Channa_punctata" "12.33" "20" "0.552384" "Actinopterygii"
"Channa_punctata" "12.66" "31" "1.010268" "Actinopterygii"
"Channa_punctata" "23.66" "31" "1.457456" "Actinopterygii"
"Channa_punctata" "26.66" "20" "1.007748" "Actinopterygii"
"Channa_punctata" "33.33" "20" "1.143219" "Actinopterygii"
"Channa_punctata" "33.66" "31" "1.861398" "Actinopterygii"
"Channa_punctata" "43" "31" "2.0769" "Actinopterygii"
"Channa_punctata" "45.66" "20" "1.470252" "Actinopterygii"
"Channa_punctata" "53.66" "31" "2.141034" "Actinopterygii"
"Channa_punctata" "55" "20" "1.7325" "Actinopterygii"
"Channa_punctata" "62" "20" "1.953" "Actinopterygii"
"Channa_punctata" "67" "31" "2.4857" "Actinopterygii"
"Channa_punctata" "75.33" "31" "2.742012" "Actinopterygii"
"Channa_punctata" "75.66" "20" "2.38329" "Actinopterygii"
"Channa_punctata" "81" "31" "2.9484" "Actinopterygii"
"Channa_punctata" "85.66" "20" "2.638328" "Actinopterygii"
"Channa_punctata" "93.66" "20" "2.884728" "Actinopterygii"
"Channa_punctata" "97" "31" "3.4629" "Actinopterygii"
"Channa_punctata" "102.33" "20" "3.151764" "Actinopterygii"
"Channa_punctata" "105" "31" "3.675" "Actinopterygii"
"Channa_punctata" "115" "31" "4.025" "Actinopterygii"
"Channa_punctata" "125.66" "31" "4.3981" "Actinopterygii"
"Channa_punctata" "134" "31" "4.69" "Actinopterygii"
"Chiloscyllium_plagiosum" "880" "23" "28.952" "Actinopterygii"
"Chiloscyllium_plagiosum" "880" "23" "35.112" "Actinopterygii"
"Chiloscyllium_plagiosum" "880" "23" "39.424" "Actinopterygii"
"Cirrhinus_cirrhosus" "3.4" "20" "0.14518" "Actinopterygii"
"Cirrhinus_cirrhosus" "3.4" "30" "0.20468" "Actinopterygii"
"Cirrhinus_cirrhosus" "4.24" "30.5" "0.706384" "Actinopterygii"
"Cirrhinus_cirrhosus" "4.94" "30.5" "0.750386" "Actinopterygii"
"Cirrhinus_cirrhosus" "11.3" "30.5" "1.61364" "Actinopterygii"
"Cirrhinus_cirrhosus" "19.78" "30.5" "2.547664" "Actinopterygii"
"Cirrhinus_cirrhosus" "23.32" "30.5" "2.873024" "Actinopterygii"
"Cirrhinus_cirrhosus" "31.8" "30.5" "3.69516" "Actinopterygii"
"Cirrhinus_cirrhosus" "48.76" "30.5" "5.29046" "Actinopterygii"
"Cirrhinus_cirrhosus" "63.6" "30.5" "6.49992" "Actinopterygii"
"Cirrhinus_cirrhosus" "95" "30.5" "9.044" "Actinopterygii"
"Cirrhinus_cirrhosus" "122" "30.5" "11.102" "Actinopterygii"
"Cirrhinus_cirrhosus" "155" "30.5" "13.5625" "Actinopterygii"
"Cirrhinus_cirrhosus" "180" "30.5" "15.498" "Actinopterygii"
"Clarias_batrachus" "15.3" "26" "0.94248" "Actinopterygii"
"Clarias_batrachus" "27.25" "26" "2.384375" "Actinopterygii"
"Clarias_batrachus" "32.7" "26" "2.22033" "Actinopterygii"
"Clarias_batrachus" "42.5" "26" "4.13525" "Actinopterygii"
"Clarias_batrachus" "54" "26" "4.347" "Actinopterygii"
"Clarias_batrachus" "64.4" "26" "4.59816" "Actinopterygii"
"Clarias_batrachus" "77" "26" "2.9645" "Actinopterygii"
"Clarias_batrachus" "82" "26" "4.7642" "Actinopterygii"
"Clarias_batrachus" "95.7" "26" "5.42619" "Actinopterygii"
"Cyclothone_acclinidens" "0.23" "3" "0.007406" "Actinopterygii"
"Cyclothone_acclinidens" "0.23" "3" "0.00805" "Actinopterygii"
"Cyclothone_acclinidens" "0.52" "3" "0.01092" "Actinopterygii"
"Cyclothone_acclinidens" "0.52" "3" "0.013104" "Actinopterygii"
"Cyclothone_acclinidens" "0.87" "3" "0.014616" "Actinopterygii"
"Cyclothone_acclinidens" "0.87" "3" "0.016443" "Actinopterygii"
"Cyprinus_carpio" "10" "10" "0.798" "Actinopterygii"
"Cyprinus_carpio" "10" "15" "1.001" "Actinopterygii"
"Cyprinus_carpio" "10" "20" "1.449" "Actinopterygii"
"Cyprinus_carpio" "106" "30" "7.791" "Actinopterygii"
"Cyprinus_carpio" "134" "35" "11.0684" "Actinopterygii"
"Cyprinus_carpio" "146" "20" "4.9056" "Actinopterygii"
"Cyprinus_carpio" "174" "10" "2.0706" "Actinopterygii"
"Cyprinus_carpio" "215" "10" "3.1605" "Actinopterygii"
"Cyprinus_carpio" "315" "20" "10.8045" "Actinopterygii"
"Cyprinus_carpio" "315" "20" "11.907" "Actinopterygii"
"Cyprinus_carpio" "554" "24.5" "32.1874" "Actinopterygii"
"Cyprinus_carpio" "561" "24.5" "25.9182" "Actinopterygii"
"Cyprinus_carpio" "561" "24.5" "27.8817" "Actinopterygii"
"Cyprinus_carpio" "561" "24.5" "29.0598" "Actinopterygii"
"Cyprinus_carpio" "561" "24.5" "30.2379" "Actinopterygii"
"Cyprinus_carpio" "561" "24.5" "31.0233" "Actinopterygii"
"Cyprinus_carpio" "561" "24.5" "33.7722" "Actinopterygii"
"Cyprinus_carpio" "561" "24.5" "36.9138" "Actinopterygii"
"Cyprinus_carpio" "561" "24.5" "37.3065" "Actinopterygii"
"Cyprinus_carpio" "598" "25.5" "32.2322" "Actinopterygii"
"Cyprinus_carpio" "1453" "15" "44.7524" "Actinopterygii"
"Cyprinus_carpio" "1746" "15" "79.443" "Actinopterygii"
"Cyprinus_carpio" "1905" "15" "64.008" "Actinopterygii"
"Cyprinus_carpio" "1960" "15" "80.948" "Actinopterygii"
"Dasyatis_sabina" "329" "23" "16.3513" "Actinopterygii"
"Dasyatis_sabina" "350" "23.5" "23.765" "Actinopterygii"
"Dasyatis_sabina" "407" "24.2" "20.2279" "Actinopterygii"
"Dasyatis_sabina" "431" "23.8" "22.9292" "Actinopterygii"
"Dasyatis_sabina" "463" "22.5" "24.6316" "Actinopterygii"
"Dasyatis_sabina" "503" "22.2" "22.1823" "Actinopterygii"
"Dasyatis_sabina" "504" "22.4" "33.516" "Actinopterygii"
"Dasyatis_sabina" "504" "23" "25.7544" "Actinopterygii"
"Dasyatis_sabina" "564" "21.5" "31.9788" "Actinopterygii"
"Dasyatis_sabina" "859" "22.5" "65.5417" "Actinopterygii"
"Encheliophis_homei" "0.16" "30" "0.021728" "Actinopterygii"
"Encheliophis_homei" "0.23" "30" "0.037996" "Actinopterygii"
"Encheliophis_homei" "0.44" "30" "0.099484" "Actinopterygii"
"Encheliophis_homei" "0.46" "30" "0.072128" "Actinopterygii"
"Encheliophis_homei" "1.2" "30" "0.1176" "Actinopterygii"
"Encheliophis_homei" "7.5" "30" "0.4515" "Actinopterygii"
"Erpetoichthys_calabaricus" "27.4" "27" "2.2057" "Actinopterygii"
"Esox_lucius" "600" "5" "8.4" "Actinopterygii"
"Esox_lucius" "600" "10" "16.8" "Actinopterygii"
"Exodon_paradoxus" "3.6" "30" "0.26712" "Actinopterygii"
"Exodon_paradoxus" "3.85" "20" "0.10241" "Actinopterygii"
"Exodon_paradoxus" "4.77" "25" "0.287154" "Actinopterygii"
"Fundulus_parvipinnis" "6" "20" "0.6006" "Actinopterygii"
"Gadus_morhua" "14.7" "12" "1.66698" "Actinopterygii"
"Gadus_morhua" "14.7" "12" "1.86249" "Actinopterygii"
"Gadus_morhua" "18.3" "12" "1.57563" "Actinopterygii"
"Gadus_morhua" "18.3" "12" "1.75497" "Actinopterygii"
"Gadus_morhua" "20.4" "12" "1.67076" "Actinopterygii"
"Gadus_morhua" "20.4" "12" "2.0706" "Actinopterygii"
"Gadus_morhua" "61.1" "12" "5.21794" "Actinopterygii"
"Gadus_morhua" "61.1" "12" "6.11611" "Actinopterygii"
"Gadus_morhua" "72" "12" "4.6872" "Actinopterygii"
"Gadus_morhua" "140" "15" "12.74" "Actinopterygii"
"Gadus_morhua" "151.5" "15" "13.9986" "Actinopterygii"
"Gadus_morhua" "170" "11.5" "13.685" "Actinopterygii"
"Gadus_morhua" "173" "12" "10.0513" "Actinopterygii"
"Gadus_morhua" "188.1" "10" "13.03533" "Actinopterygii"
"Gadus_morhua" "215" "12" "16.1035" "Actinopterygii"
"Gadus_morhua" "218" "11.5" "12.971" "Actinopterygii"
"Gadus_morhua" "228" "12" "13.8852" "Actinopterygii"
"Gadus_morhua" "228" "12" "20.1096" "Actinopterygii"
"Gadus_morhua" "244" "11.5" "14.518" "Actinopterygii"
"Gadus_morhua" "254" "12" "13.8684" "Actinopterygii"
"Gadus_morhua" "268" "12" "11.8188" "Actinopterygii"
"Gadus_morhua" "283" "11.5" "19.2157" "Actinopterygii"
"Gadus_morhua" "283" "12" "13.867" "Actinopterygii"
"Gadus_morhua" "286" "11.5" "17.2172" "Actinopterygii"
"Gadus_morhua" "304" "11.5" "9.576" "Actinopterygii"
"Gadus_morhua" "316" "11.5" "14.1568" "Actinopterygii"
"Gadus_morhua" "334" "12" "32.732" "Actinopterygii"
"Gadus_morhua" "350" "15" "20.58" "Actinopterygii"
"Gadus_morhua" "353" "12" "19.2738" "Actinopterygii"
"Gadus_morhua" "382" "11.5" "14.9744" "Actinopterygii"
"Gadus_morhua" "440" "11.5" "28.644" "Actinopterygii"
"Gadus_morhua" "464" "12" "32.8048" "Actinopterygii"
"Gadus_morhua" "510" "15" "29.274" "Actinopterygii"
"Gadus_morhua" "518" "12" "21.3934" "Actinopterygii"
"Gadus_morhua" "518" "12" "38.4356" "Actinopterygii"
"Gadus_morhua" "611" "12" "53.4625" "Actinopterygii"
"Gadus_morhua" "645" "12" "50.568" "Actinopterygii"
"Gadus_morhua" "700" "15" "36.75" "Actinopterygii"
"Gadus_morhua" "720" "12" "26.712" "Actinopterygii"
"Gadus_morhua" "803" "12" "41.0333" "Actinopterygii"
"Gadus_morhua" "848" "12" "27.8992" "Actinopterygii"
"Gadus_morhua" "947" "12" "35.1337" "Actinopterygii"
"Gadus_morhua" "1000" "12" "39.2" "Actinopterygii"
"Gadus_morhua" "1120" "12" "66.64" "Actinopterygii"
"Gadus_morhua" "1140" "5" "31.122" "Actinopterygii"
"Gadus_morhua" "1150" "10" "46.69" "Actinopterygii"
"Gadus_morhua" "1440" "15" "63.504" "Actinopterygii"
"Gadus_morhua" "1580" "15" "86.268" "Actinopterygii"
"Gadus_morhua" "2200" "15" "109.34" "Actinopterygii"
"Gadus_morhua" "2330" "5" "58.716" "Actinopterygii"
"Gadus_morhua" "3030" "10" "116.655" "Actinopterygii"
"Gambusia_affinis" "0.22" "20" "0.042042" "Actinopterygii"
"Gambusia_affinis" "0.22" "25" "0.056056" "Actinopterygii"
"Gambusia_affinis" "0.22" "30" "0.07007" "Actinopterygii"
"Genyagnus_monopterygius" "53.92" "17" "0.981344" "Actinopterygii"
"Genyagnus_monopterygius" "66.5" "17" "1.2103" "Actinopterygii"
"Genyagnus_monopterygius" "69.5" "17" "1.1676" "Actinopterygii"
"Genyagnus_monopterygius" "74.8" "17" "1.20428" "Actinopterygii"
"Genyagnus_monopterygius" "81.9" "17" "0.91728" "Actinopterygii"
"Genyagnus_monopterygius" "139" "17" "2.1406" "Actinopterygii"
"Genyagnus_monopterygius" "164" "17" "1.148" "Actinopterygii"
"Genyagnus_monopterygius" "164" "17" "1.4924" "Actinopterygii"
"Genyagnus_monopterygius" "164" "17" "1.8368" "Actinopterygii"
"Genyagnus_monopterygius" "164" "17" "2.0664" "Actinopterygii"
"Genyagnus_monopterygius" "164" "17" "2.1812" "Actinopterygii"
"Genyagnus_monopterygius" "164" "17" "2.296" "Actinopterygii"
"Genyagnus_monopterygius" "164" "17" "2.296" "Actinopterygii"
"Genyagnus_monopterygius" "164" "17" "2.296" "Actinopterygii"
"Genyagnus_monopterygius" "164" "17" "2.296" "Actinopterygii"
"Genyagnus_monopterygius" "164" "17" "2.4108" "Actinopterygii"
"Genyagnus_monopterygius" "164" "17" "2.4108" "Actinopterygii"
"Genyagnus_monopterygius" "182" "17" "2.1658" "Actinopterygii"
"Genyagnus_monopterygius" "231" "17" "2.9106" "Actinopterygii"
"Genyagnus_monopterygius" "238" "17" "3.6652" "Actinopterygii"
"Genyagnus_monopterygius" "276" "17" "3.2844" "Actinopterygii"
"Gillichthys_mirabilis" "0.2" "15" "0.0196" "Actinopterygii"
"Gillichthys_mirabilis" "0.34" "15" "0.023086" "Actinopterygii"
"Gillichthys_mirabilis" "0.41" "15" "0.028987" "Actinopterygii"
"Gillichthys_mirabilis" "0.48" "15" "0.027552" "Actinopterygii"
"Gillichthys_mirabilis" "0.61" "15" "0.048251" "Actinopterygii"
"Gillichthys_mirabilis" "0.63" "15" "0.027342" "Actinopterygii"
"Gillichthys_mirabilis" "0.68" "15" "0.041412" "Actinopterygii"
"Gillichthys_mirabilis" "0.91" "15" "0.045864" "Actinopterygii"
"Gillichthys_mirabilis" "1.29" "15" "0.068628" "Actinopterygii"
"Gillichthys_mirabilis" "1.8" "15" "0.06804" "Actinopterygii"
"Gillichthys_mirabilis" "1.88" "15" "0.103964" "Actinopterygii"
"Gillichthys_mirabilis" "2.11" "15" "0.112252" "Actinopterygii"
"Gillichthys_mirabilis" "2.2" "15" "0.11858" "Actinopterygii"
"Gillichthys_mirabilis" "2.4" "15" "0.0924" "Actinopterygii"
"Gillichthys_mirabilis" "2.4" "15" "0.10752" "Actinopterygii"
"Gillichthys_mirabilis" "2.89" "15" "0.147679" "Actinopterygii"
"Gillichthys_mirabilis" "2.93" "15" "0.125111" "Actinopterygii"
"Gillichthys_mirabilis" "2.93" "15" "0.147672" "Actinopterygii"
"Gillichthys_mirabilis" "3.24" "15" "0.099792" "Actinopterygii"
"Gillichthys_mirabilis" "4.14" "15" "0.156492" "Actinopterygii"
"Gillichthys_mirabilis" "4.72" "15" "0.194936" "Actinopterygii"
"Glossogobius_giuris" "1.6" "22" "0.37968" "Actinopterygii"
"Glossogobius_giuris" "2.5" "22" "0.49875" "Actinopterygii"
"Glossogobius_giuris" "3.8" "22" "0.75544" "Actinopterygii"
"Glossogobius_giuris" "4.6" "22" "0.6923" "Actinopterygii"
"Glossogobius_giuris" "7.3" "22" "1.27239" "Actinopterygii"
"Glossogobius_giuris" "8.3" "22" "1.23172" "Actinopterygii"
"Glossogobius_giuris" "10.2" "22" "1.37088" "Actinopterygii"
"Glossogobius_giuris" "11" "22" "1.2628" "Actinopterygii"
"Glossogobius_giuris" "12" "22" "1.47" "Actinopterygii"
"Glossogobius_giuris" "12.9" "25" "1.15584" "Actinopterygii"
"Glossogobius_giuris" "13.13" "25" "1.305122" "Actinopterygii"
"Glossogobius_giuris" "13.35" "25" "1.40175" "Actinopterygii"
"Glossogobius_giuris" "13.5" "22" "1.44585" "Actinopterygii"
"Glossogobius_giuris" "13.5" "25" "1.701" "Actinopterygii"
"Glossogobius_giuris" "13.76" "25" "1.242528" "Actinopterygii"
"Glossogobius_giuris" "14.14" "25" "1.227352" "Actinopterygii"
"Glossogobius_giuris" "14.17" "25" "1.279551" "Actinopterygii"
"Glossogobius_giuris" "14.3" "22" "1.76176" "Actinopterygii"
"Glossogobius_giuris" "16.5" "22" "1.3167" "Actinopterygii"
"Glossogobius_giuris" "17.7" "22" "1.54875" "Actinopterygii"
"Glossogobius_giuris" "18.7" "22" "2.21221" "Actinopterygii"
"Glossogobius_giuris" "19.3" "22" "2.22915" "Actinopterygii"
"Glossogobius_giuris" "20.4" "22" "1.9992" "Actinopterygii"
