Table S4

A list of the species in the analysis, their geometric mean clutch size (Clutch), sources used for their
geographic distributions (Range) and for data on clutch sizes and intrinsic variables (Traits). For
details on source abbreviations see Fig. S1 and Table S5.

Order              Family          Species                       Clutch   Range Traits
Passeriformes   Pardalotidae     Gerygone chrysogaster          3.0           8   BPNG
Passeriformes   Pardalotidae     Gerygone magnirostris          2.4        8,10   Complete Book of Australian Birds
Passeriformes   Pardalotidae     Gerygone tenebrosa             2.4          10   Complete Book of Australian Birds
Passeriformes   Pardalotidae     Gerygone sulphurea             2.4         7,8   Birds of Southeast Asia
Passeriformes   Pardalotidae     Gerygone inornata              2.4           7   BWAL
Passeriformes   Pardalotidae     Gerygone dorsalis              2.4           7   BWAL
Passeriformes   Pardalotidae     Gerygone levigaster            2.4        8,10   Complete Book of Australian Birds
Passeriformes   Pardalotidae     Gerygone fusca                 2.4          10   Complete Book of Australian Birds
Passeriformes   Pardalotidae     Gerygone mouki                 2.4          10   Complete Book of Australian Birds
Passeriformes   Pardalotidae     Gerygone igata                 3.2       12,13   BNZ
Passeriformes   Pardalotidae     Aphelocephala leucopsis        3.2          10   Complete Book of Australian Birds
Passeriformes   Pardalotidae     Aphelocephala pectoralis       3.0          10   Complete Book of Australian Birds
Passeriformes   Pardalotidae     Aphelocephala nigricincta      2.8          10   Complete Book of Australian Birds
Passeriformes   Petroicidae      Amalocichla incerta            1.0           8   HBW10, BPNG
Passeriformes   Petroicidae      Microeca fascinans             2.4        8,10   Complete Book of Australian Birds
Passeriformes   Petroicidae      Microeca flavigaster           1.0        8,10   Complete Book of Australian Birds
Passeriformes   Petroicidae      Microeca griseoceps            2.0        8,10   Complete Book of Australian Birds
Passeriformes   Petroicidae      Microeca flavovirescens        2.0           8   BPNG
Passeriformes   Petroicidae      Microeca papuana               2.0           8   BPNG
Passeriformes   Petroicidae      Petroica multicolor            3.5     9,10,11   Complete Book of Australian Birds
Passeriformes   Petroicidae      Petroica macrocephala          3.9       12,13   BNZ
Passeriformes   Petroicidae      Petroica goodenovii            2.4          10   Complete Book of Australian Birds
Passeriformes   Petroicidae      Petroica phoenicea             3.5          10   Complete Book of Australian Birds
Passeriformes   Petroicidae      Petroica rosea                 2.4          10   Complete Book of Australian Birds
Passeriformes   Petroicidae      Petroica rodinogaster          3.5          10   Complete Book of Australian Birds
Passeriformes   Petroicidae      Petroica australis             2.8       12,13   BNZ
Passeriformes   Petroicidae      Melanodryas cucullata          2.0          10   Complete Book of Australian Birds
Passeriformes   Petroicidae      Melanodryas vittata            2.4          10   Complete Book of Australian Birds
Passeriformes   Petroicidae      Tregellasia capito             2.0          10   Complete Book of Australian Birds
Passeriformes   Petroicidae      Tregellasia leucops            1.4        8,10   Complete Book of Australian Birds
Passeriformes   Petroicidae      Eopsaltria australis           2.4          10   Complete Book of Australian Birds
Passeriformes   Petroicidae      Eopsaltria griseogularis       2.0          10   Complete Book of Australian Birds
Passeriformes   Petroicidae      Eopsaltria georgiana           2.0          10   Complete Book of Australian Birds
Passeriformes   Petroicidae      Eopsaltria pulverulenta        2.0        8,10   Complete Book of Australian Birds
Passeriformes   Petroicidae      Poecilodryas superciliosa      2.0          10   Complete Book of Australian Birds
Passeriformes   Petroicidae      Pachycephalopsis poliosoma     1.0           8   BPNG
Passeriformes   Petroicidae      Drymodes superciliaris         1.4        8,10   HBW10, Complete Book of Australian Birds
Passeriformes   Petroicidae      Drymodes brunneopygia          1.0          10   HBW10, Complete Book of Australian Birds
Passeriformes   Irenidae         Irena puella                   2.4           7   HBW10, BIP
Passeriformes   Irenidae         Chloropsis cochinchinensis     2.4           7   HBW10, BIP
Passeriformes   Irenidae         Chloropsis aurifrons           2.4           7   HBW10, BIP
Passeriformes   Irenidae         Chloropsis hardwickii          2.4           7   HBW10, BIP, Birds of Southeast Asia
Passeriformes   Orthonychidae    Orthonyx temminckii            1.4        8,10   Complete Book of Australian Birds
Passeriformes   Orthonychidae    Orthonyx spaldingii            1.0          10   Complete Book of Australian Birds
Passeriformes   Pomatostomidae   Pomatostomus temporalis        2.4        8,10   Complete Book of Australian Birds


Table S4                                                                                                                     Page 49 of 85
Order           Family           Species                      Clutch   Range Traits
Passeriformes   Pomatostomidae   Pomatostomus superciliosus     2.4          10   Complete Book of Australian Birds
Passeriformes   Pomatostomidae   Pomatostomus halli             1.4          10   Complete Book of Australian Birds
Passeriformes   Pomatostomidae   Pomatostomus ruficeps          3.9          10   Complete Book of Australian Birds
Passeriformes   Laniidae         Lanius tigrinus                5.0           7   HBW10, Shrikes&Bush-shrikes
Passeriformes   Laniidae         Lanius bucephalus              5.3           7   HBW10, Shrikes&Bush-shrikes
Passeriformes   Laniidae         Lanius collurio                5.5     3,4,5,7   HBW10, Shrikes&Bush-shrikes
Passeriformes   Laniidae         Lanius isabellinus             4.5       4,5,7   HBW10, Shrikes&Bush-shrikes
Passeriformes   Laniidae         Lanius cristatus               4.9         7,8   HBW10, Shrikes&Bush-shrikes
Passeriformes   Laniidae         Lanius collurioides            4.2           7   HBW10, Shrikes&Bush-shrikes
Passeriformes   Laniidae         Lanius gubernator              3.5           5   HBW10, Shrikes&Bush-shrikes; EMN
Passeriformes   Laniidae         Lanius souzae                  3.5           5   HBW10, Shrikes&Bush-shrikes
Passeriformes   Laniidae         Lanius vittatus                4.0         4,7   HBW10, Shrikes&Bush-shrikes
Passeriformes   Laniidae         Lanius schach                  3.5       4,7,8   HBW10, Shrikes&Bush-shrikes
Passeriformes   Laniidae         Lanius tephronotus             4.9           7   HBW10, Shrikes&Bush-shrikes
Passeriformes   Laniidae         Lanius minor                   5.5     3,4,5,7   HBW10, Shrikes&Bush-shrikes
Passeriformes   Laniidae         Lanius ludovicianus            4.5           2   HBW10, Shrikes&Bush-shrikes
Passeriformes   Laniidae         Lanius excubitor               5.2     2,3,4,7   HBW10, Shrikes&Bush-shrikes; EMN
Passeriformes   Laniidae         Lanius meridionalis            5.5       3,4,5   HBW10, Shrikes&Bush-shrikes; EMN
Passeriformes   Laniidae         Lanius sphenocercus            6.9           7   HBW10, Shrikes&Bush-shrikes
Passeriformes   Laniidae         Lanius excubitoroides          3.0           5   HBW10, Shrikes&Bush-shrikes
Passeriformes   Laniidae         Lanius cabanisi                3.5           5   HBW10, Shrikes&Bush-shrikes
Passeriformes   Laniidae         Lanius dorsalis                3.5           5   HBW10, Shrikes&Bush-shrikes
Passeriformes   Laniidae         Lanius somalicus               3.5           5   HBW10, Shrikes&Bush-shrikes
Passeriformes   Laniidae         Lanius mackinnoni              2.4           5   HBW10, Shrikes&Bush-shrikes
Passeriformes   Laniidae         Lanius collaris                3.5           5   HBW10, Shrikes&Bush-shrikes
Passeriformes   Laniidae         Lanius senator                 5.5       3,4,5   HBW10, Shrikes&Bush-shrikes
Passeriformes   Laniidae         Lanius nubicus                 4.6       3,4,5   HBW10, Shrikes&Bush-shrikes
Passeriformes   Laniidae         Corvinella corvina             3.9           5   HBW10, Shrikes&Bush-shrikes
Passeriformes   Laniidae         Corvinella melanoleuca         3.9           5   HBW10, Shrikes&Bush-shrikes
Passeriformes   Laniidae         Eurocephalus rueppelli         2.8           5   HBW10, Shrikes&Bush-shrikes
Passeriformes   Laniidae         Eurocephalus anguitimens       3.5           5   HBW10, Shrikes&Bush-shrikes
Passeriformes   Vireonidae       Vireo bellii                   3.9           2   BMx
Passeriformes   Vireonidae       Vireo atricapillus             3.9           2   BMx
Passeriformes   Vireonidae       Vireo huttoni                  3.9           2   BMx
Passeriformes   Vireonidae       Vireo carmioli                 2.0           2   Birds of Costa Rica
Passeriformes   Vireonidae       Vireo griseus                  3.9        2,13   Birds of Costa Rica, Birds of the West Indies
Passeriformes   Vireonidae       Vireo pallens                  2.4           2   Birds of Costa Rica
Passeriformes   Vireonidae       Vireo gundlachii               3.0           2   Birds of the West Indies
Passeriformes   Vireonidae       Vireo crassirostris            2.4           2   Birds of the West Indies
Passeriformes   Vireonidae       Vireo vicinior                 3.9           2   BMx
Passeriformes   Vireonidae       Vireo modestus                 2.4           2   Birds of the West Indies
Passeriformes   Vireonidae       Vireo nanus                    2.0           2   Birds of the West Indies
Passeriformes   Vireonidae       Vireo latimeri                 3.0           2   Birds of the West Indies
Passeriformes   Vireonidae       Vireo cassinii                 3.9           2   BMx
Passeriformes   Vireonidae       Vireo plumbeus                 3.9           2   BMx
Passeriformes   Vireonidae       Vireo solitarius               3.9           2   Birds of Costa Rica
Passeriformes   Vireonidae       Vireo flavifrons               3.9           2   EMN, Birds of Costa Rica
Passeriformes   Vireonidae       Vireo philadelphicus           3.9           2   EMN, Birds of Costa Rica
Passeriformes   Vireonidae       Vireo olivaceus                3.9           2   EMN, Birds of Costa Rica
Passeriformes   Vireonidae       Vireo flavoviridis             2.4           2   BSA, Birds of Costa Rica
Passeriformes   Vireonidae       Vireo altiloquus               2.4           2   Birds of Venezuela; BSA, Birds of Costa Rica, Birds of the West Indies
Passeriformes   Vireonidae       Vireo magister                 2.0           2   Birds of the West Indies
Passeriformes   Vireonidae       Vireo gilvus                   3.9           2   Birds of Venezuela, Birds of Costa Rica
Passeriformes   Corvidae         Psophodes olivaceus            2.0          10   Complete Book of Australian Birds
Passeriformes   Corvidae         Psophodes nigrogularis         2.0          10   Complete Book of Australian Birds
Passeriformes   Corvidae         Psophodes occidentalis         2.4          10   Complete Book of Australian Birds
Passeriformes   Corvidae         Psophodes cristatus            2.4          10   Complete Book of Australian Birds
Passeriformes   Corvidae         Cinclosoma punctatum           2.4          10   Complete Book of Australian Birds
Passeriformes   Corvidae         Cinclosoma castanotus          2.0          10   Complete Book of Australian Birds
Passeriformes   Corvidae         Cinclosoma castaneothorax      2.4          10   Complete Book of Australian Birds
Passeriformes   Corvidae         Cinclosoma cinnamomeum         2.4          10   Complete Book of Australian Birds
Passeriformes   Corvidae         Corcorax melanorhamphos        3.9          10   Complete Book of Australian Birds
Passeriformes   Corvidae         Struthidea cinerea             3.2          10   Complete Book of Australian Birds


Table S4                                                                                                                                Page 50 of 85
