"","species_name","Beak_length_Culmen","Beak_length_Nares","Beak_width","Beak_depth","Tarsus_length","Wing_length","Kipps_distance","Hand_wing_index","Tail_length","Mass","Latitude","AnnualTemp","TempRange","AnnualPrecip","PrecipRange"
"345","Hirundo_tahitica",12.8,6.8,4.7,2.6,10,106.5,55.2,51.6,49.2,17.8,"-0,1","25,68853068","10,76685052","2551,467851","253,9527898"
"346","Hydrophasianus_chirurgus",32.8,17.1,4.2,5.5,52.9,194.4,78.8,40.9,69.5,160,"21,15","22,31484145","23,12092056","1513,205801","305,1962884"
"347","Hylia_prasina",13,8.3,3.4,3.4,20.1,61.5,8.4,13.4,42.9,13.1,"2,12","24,76731733","14,14642763","1708,019716","254,597191"
"348","Hyliota_flavigaster",15.2,8.2,3.5,3.4,17.3,66.1,11.8,18,43.6,12.5,"-1,18","23,84643427","19,23668238","1260,617","245,4824735"
"349","Hylocharis_cyanus",20.1,14.7,2.1,2.1,4.4,47.8,29.5,62.1,25.6,3.3,"-5,69","25,1768384","13,86626001","2085,82019","260,3234172"
"350","Hypocryptadius_cinnamomeus",18.3,10.3,4.2,5.5,21,91.1,19.7,22,63.2,30,"7,62","25,6448875","10,85086125","2633,947083","255,5730958"
"351","Ifrita_kowaldi",16.3,10,4.1,4.7,26.8,79.8,9.8,12.2,54.2,32.1,"-7,05","22,15187586","11,51996552","2988,38931","192,4158655"
"352","Indicator_maculatus",13.4,7.6,4.5,5.8,16.8,97.6,19.2,19.6,61.6,46.8,"2,8","25,03648719","13,38139173","1802,871719","264,0230001"
"353","Indicator_xanthonotus",9.9,5.1,3.6,4.7,13.9,89.4,25,28.2,53.5,30.4,"29,46","12,54999909","26,95633235","1373,581221","311,6957901"
"354","Irena_cyanogastra",28.7,19.6,8.7,11.3,21.1,132.5,28.4,21.4,104.9,80.3,"11,85","25,93316269","11,34364418","2685,921343","356,6218621"
"355","Ithaginis_cruentus",24.5,12.1,9.7,10.1,61,195.7,48.7,25.1,142.5,530.7,"30,44","7,271898558","29,92537554","907,9866087","197,4880824"
"356","Ixobrychus_cinnamomeus",58.7,40.6,6.6,10.6,46.9,144.3,36.1,25.6,40.4,126.5,"17,36","22,2931139","20,67316027","1786,552335","282,3463815"
"357","Ixobrychus_eurhythmus",57.2,38.3,6.6,10.4,45.8,143.4,47.4,33.4,40.6,139,"41,16","6,43618109","42,51028824","888,036106","153,3042529"
"358","Ixobrychus_sinensis",62.4,43.7,6,8.2,42.4,129.4,39.6,31,40.8,94.3,"21,72","20,07037518","23,95553778","1652,276451","268,7766706"
"359","Jacana_jacana",34,18.4,4.1,6.4,53.9,129,25.8,20,43.1,106.2,"-9,5","24,09879021","15,68919533","1752,903543","221,7488146"
"360","Jacana_spinosa",31.9,18.7,4.1,6.1,56,128,28.3,21.9,45,94,"17,79","24,26280961","16,52797039","1608,567074","254,7242259"
"361","Jynx_ruficollis",18.4,11.1,4.5,5.1,23.1,90.6,17.5,19.4,65.2,46.4,"-4,51","21,55747254","18,52004836","1202,826364","195,1772508"
"362","Jynx_torquilla",17.3,9.1,3.7,3.9,19.6,87.4,23.6,27.1,68.2,35,"52,06","2,989875075","40,37103522","632,7115121","69,52838876"
"363","Lagopus_lagopus",22.8,11.5,9.1,10.8,35.6,195.6,75.7,39,108.8,566.9,"61,03","-5,288570947","45,99028056","486,3953866","55,32332482"
"364","Lagopus_muta",18.9,9.8,6.8,7.5,30.5,188.6,85.8,46.1,89.8,535.3,"63,99","-8,285761667","44,8753294","455,4084078","51,4555331"
"365","Lanius_cristatus",19.3,11.6,6.2,7.9,23.8,85,22.5,26.6,79.9,32.2,"50,82","1,38508466","46,11875971","530,8272579","75,81477278"
"366","Lanius_ludovicianus",21.1,12.3,6.5,8.8,27.7,96.4,21.7,22.6,96.7,51.6,"37,02","12,29367972","36,05568035","702,2583002","76,71293567"
"367","Lanius_schach",21.8,13.2,6.8,9.2,29.2,92.4,18.6,20.3,123.3,51.5,"20,56","20,75338668","24,10554893","1455,537242","257,7694193"
"368","Lanius_tephronotus",21.6,11.5,6.4,8.9,28.5,98.6,20.4,20.6,109,46.4,"31,01","5,232394806","31,4926564","727,504976","161,5323355"
"369","Lanius_tigrinus",19.5,12.3,7,8.9,23.2,82.4,24.7,30,66.6,30.1,"35","11,85894023","35,75328308","1050,397127","176,2896053"
"370","Larus_crassirostris",58.7,21.8,6.5,14.5,53.4,364.2,217.2,59.1,135.4,561,"47,93","1,105562186","35,85408116","970,0868406","101,8232449"
"371","Larus_dominicanus",64.7,23.4,8.6,19.2,64.7,402,224,55.6,154.2,952.4,"-38,45","12,87310672","19,55363627","897,3174306","66,80749498"
"372","Leiothrix_argentauris",17.1,8.9,4.2,5.3,25,73.5,9.9,13.6,75.4,28.4,"17,1","21,17037665","19,17434631","1901,298213","324,892701"
"373","Leiothrix_lutea",13.7,7.1,3.5,4.6,23.7,68.2,8.6,12.8,59.2,21.4,"28,11","14,28907561","27,86280571","1261,085208","230,5448351"
"374","Lepidocolaptes_angustirostris",31.8,25.8,3.8,5.1,19.2,96.3,18.6,19.2,83.7,29.6,"-18,13","22,65479184","19,31858067","1253,013957","184,7053732"
"375","Lepidothrix_coronata",10.9,6.5,3.7,3.4,14.2,56.8,10.2,17.9,26.6,8.3,"-2,86","24,88804253","12,47022995","2551,40513","239,6845689"
"376","Leptotila_verreauxi",19.5,10,3.6,4,27.7,136.7,29.8,22.1,102.1,146.9,"-6,51","23,56756312","16,64515147","1603,525608","222,1700185"
"377","Leucopsar_rothschildi",31.2,18,6.5,8.9,35.1,130.8,26.1,19.9,79,91.3,"-8,35","24,520075","12,497375","1852,6","272,93325"
"378","Leucosticte_arctoa",13.8,9.2,6.6,8,18.7,105.8,35.1,33.7,71.6,30.7,"54,76","-5,783725795","53,9978549","442,817029","82,15773135"
"379","Leucosticte_brandti",14.4,9.8,6.5,7.9,21.4,116.8,43.8,37.8,77,30.4,"38,13","0,818140797","39,52973604","407,6225973","83,969128"
"380","Limosa_haemastica",86.2,73.1,5.2,8.1,56.1,210.2,121.5,57.5,73,253.3,"63,66","-6,582816172","44,28247031","367,3662656","50,08426922"
"381","Limosa_lapponica",92.5,75.1,5.4,8.1,53.2,210.1,117.8,56.6,74,291.6,"68,92","-9,957579426","46,61099134","316,2784882","38,0861622"
"382","Locustella_pryeri",12.1,6.7,2.3,2.9,20.6,52.2,9.9,18.9,52.8,14.2,"42,06","6,32194602","42,44914426","877,7732459","139,7619244"
"383","Lonchura_caniceps",10.8,7.4,5.6,6.9,14.7,48.6,10.2,21,38.6,11.5,"-9,14","24,61855294","10,93920588","2458,778824","199,2987824"
"384","Lonchura_castaneothorax",12.1,8.6,7.1,7.7,15.2,53.7,13.8,25.8,37.9,13.6,"-18,53","23,76333026","20,99582443","1164,764266","200,1802317"
"385","Lonchura_flaviprymna",11.6,8.7,6.6,7.9,15.6,54.2,13,24.8,34.5,11.8,"-14,89","27,27972759","23,10007586","1003,484","242,9692775"
"386","Lonchura_forbesi",14.4,10.2,8,9.6,15.9,50.8,11.1,22.3,39.5,13.3,"-3,66","26,13574444","7,818232222","2918,404444","178,1625556"
"387","Lonchura_grandis",13.6,10.1,7.6,9.8,15.9,50.6,11.1,22,40.4,14.3,"-6,66","24,20809302","10,60703535","2654,488837","190,4146605"
"388","Lonchura_hunsteini",10.5,7.5,6.8,7,15,47.2,9.5,20.1,34,13.3,"-3,66","26,13574444","7,818232222","2918,404444","178,1625556"
"389","Lonchura_leucosticta",11.9,8.8,5.9,6.7,13,48,9.9,20.6,44,13.3,"-7,61","26,4887963","10,69107148","2510,047778","215,3676741"
"390","Lonchura_melaena",15.1,10.9,9.1,10.6,16.3,54.8,12.1,22.1,41.7,13.3,"-4,81","25,6597619","8,32155","3297,947143","275,7007143"
"391","Lonchura_nevermanni",12.5,8.2,6.7,7.8,14.9,50.6,10.9,21.6,36.5,11,"-7,97","26,3398","11,0883","2576,046667","246,2157667"
"393","Lonchura_punctulata",11.8,8.8,6.7,7.5,14,52.6,11.9,22,39,13.6,"14,28","24,2115774","18,93504303","1826,172063","312,1451266"
"394","Lonchura_spectabilis",11.5,7.9,5.9,7.5,15,49.1,10.8,21.9,33.6,11.5,"-5,35","23,78058537","10,10234537","3062,296829","241,9055878"
"395","Lonchura_striata",12,8.3,6.7,7.8,13.1,50.7,10.6,20.9,39.8,12.3,"16,5","24,45521679","19,87128874","1782,852393","331,2821503"
"396","Lonchura_stygia",11.9,8.3,6.7,8,15.3,51.2,10.4,20.4,37,11.2,"-7,58","26,45625","10,9696","2426,555","261,59165"
"397","Lophophorus_impejanus",53.3,31.5,17.3,15.3,69.3,286.2,60.1,21.1,203,2066.5,"31,11","7,417481106","30,02176392","933,0849041","205,6719909"
"398","Lophophorus_lhuysii",60,41.7,21.1,16.3,76.4,336.6,87.8,26.3,291,3008,"31","5,255085571","30,74861017","791,6914576","164,2554769"
"399","Lophophorus_sclateri",48.4,31.8,18.1,15.4,74,295.2,79.7,27,186.5,2500,"27,75","10,30563197","25,62137931","1253,684586","258,7677703"
"400","Lophornis_magnificus",14,10.5,1.7,1.5,4.7,39.8,26.2,66,23,2.7,"-18,97","22,52148898","17,43806907","1438,295602","212,2234925"
"401","Lophura_ignita",40.9,20.8,11.7,12.3,98.5,280.4,50,18,231.2,1768.1,"1,42","26,00170476","9,758118009","2744,934329","215,2198632"
"402","Lophura_nycthemera",39.8,19.9,11.9,12.6,90.6,254.8,49.5,19.5,439.5,1230,"19,37","22,88828089","20,37691057","1711,411037","325,2682525"
"403","Lophura_swinhoii",36,17.3,10.7,10.6,84.4,237.8,58.4,24.9,360.2,1100,"23,73","20,3402","17,1193875","2413,35","376,66705"
"404","Loxia_curvirostra",19,16.1,6.8,11.4,16.6,96,36,37.6,57.3,38.3,"49,22","3,166234723","40,53761963","633,7673706","77,9349582"
"405","Loxia_leucoptera",19.1,13.4,4.5,8.6,15.6,88.7,31.7,35.7,58.8,28.7,"56,81","-2,584565872","47,23953461","580,488173","61,0507795"
"406","Loxops_caeruleirostris",14.2,9.1,4.5,5.4,20.5,61.8,15.8,25.3,52.4,10.8,"22,08","22,2455","13,0091","1845,09","160,0908"
"407","Loxops_coccineus",13.4,8.5,3.9,4.8,20.1,59.9,14.3,23.9,47.5,10.5,"20,27","21,16825","12,04515","1641,83","127,8379"
"408","Machaerirhynchus_nigripectus",15.2,7.1,7.7,3,16.9,59.9,11.6,19.7,56.5,12,"-5,5","22,86909286","10,65396125","3158,51375","176,4367518"
"409","Macroagelaius_imthurni",28.8,18.1,5.5,7.9,27.5,123.8,31.9,25.7,121,77.8,"4,96","24,39374444","12,43550556","2442,802778","318,9189667"
"410","Malurus_elegans",13.1,6.2,2.9,2.7,22.7,50,5.5,11.1,75.7,9.6,"-33,36","16,25564211","22,67013684","697,7135263","113,4807595"
"411","Malurus_melanocephalus",11.7,7.3,3.2,3,21.7,41.4,4.8,10.8,53.3,7.9,"-18,99","24,71830291","23,32115372","877,0926602","191,6795627"
"412","Megaceryle_lugubris",76.6,55.5,11.9,18.2,16.4,182.4,54.2,29.9,103,271,"30,64","14,51839044","29,62596122","1292,577986","226,4288313"
"413","Megalaima_virens",44,29.6,14.5,17.6,33.4,138.4,30.2,21.7,100.5,202,"24,63","18,52136589","24,58467627","1572,388922","308,2518632"
"414","Melamprosops_phaeosoma",16.9,10.7,6,7.4,23.6,71,11.7,16.5,34.5,25.5,"20,73","21,56766667","11,9357","1340,303333","130,2763333"
"415","Melanocharis_versteri",12.4,6,3.6,4,21.9,64,9.8,15.1,72.2,14.7,"-5,6","22,87407273","10,71790255","3161,464364","174,5792382"
"416","Melanocorypha_mongolica",17.7,12,5.1,7.7,23.5,118.2,45.9,39.4,76.4,53.9,"45,41","1,269945666","49,85951132","239,3384853","63,23085"
"417","Meleagris_gallopavo",48.6,25.9,17.6,15.3,149.2,448.8,115,26,351.2,5791.4,"36,84","12,69016636","36,15446195","838,1662933","79,52642738"
"418","Melopsittacus_undulatus",12.7,11.2,7.3,11.1,12.4,95.4,48.4,50.9,93.2,29,"-25,84","21,68075932","28,73484108","384,1055297","64,32413529"
"419","Menura_novaehollandiae",42.2,16.6,7,7.6,109.5,280.9,5.7,2,582.7,972.6,"-34,46","14,481045","22,93875893","1032,756","78,392725"
"420","Mergus_merganser",69.4,38.4,10.4,11.7,50.9,270.8,123.8,46,107.2,1451,"53,13","-0,966271559","44,05923117","567,7264248","67,92361635"
"421","Merops_viridis",38.9,30,7.2,7.5,11.1,113.6,34.5,30,106.6,34.8,"8,08","25,43073575","13,07360453","2381,095898","290,1455035"
"422","Mesembrinibis_cayennensis",116.6,92.5,11.8,16.3,60.3,296.1,76.6,25,153.3,756,"-7,23","24,64826009","14,68506431","1978,963609","246,3479469"
"423","Micrastur_gilvicollis",24.1,13.5,8.8,13,60.4,184.8,39.4,21.1,152.2,209,"-3,69","25,45956151","13,24220604","2303,001955","267,9575763"
"424","Milvus_migrans",40.1,22.4,12.9,16.5,51.9,466.4,219.9,48.1,293.8,734.1,"17,76","16,49367928","29,86688155","772,3041978","138,5863328"
"425","Minla_ignotincta",13.2,7,2.7,3.2,19.3,63.6,9.9,15.6,57.3,14.3,"27,27","13,99495576","26,26983034","1328,812109","258,1294388"
"426","Mionectes_oleagineus",11.8,8.2,4.2,3.4,16,60.5,10.5,17.1,48.2,11.2,"-1,64","25,04774837","13,60186386","2105,250284","262,2286074"
"427","Molothrus_aeneus",22.2,14.7,6.1,9.7,29.1,108,27.1,25.3,77,62.6,"21,54","21,71840661","22,81191862","1169,966974","200,2057792"
"428","Molothrus_ater",17.6,11.1,5.8,8.9,24.7,105,33.9,33,69.8,40.3,"40,99","9,449754758","37,75863668","737,7250229","69,00044757"
"429","Monticola_gularis",20.4,11.2,4.4,5.8,23.8,97,30.7,31.7,64.2,34.6,"47,44","0,536701528","52,03551966","594,6155379","136,1599233"
"430","Montifringilla_adamsi",14.3,11.5,7.3,7.5,20.1,107.2,36.8,34,67,31.3,"33,62","0,200199444","35,57284902","441,4949078","99,13935556"
"431","Montifringilla_nivalis",16.3,12.6,7.4,8.6,21.4,118.4,44.9,37.9,71.4,36.9,"38,25","3,71731286","37,81924169","462,9837482","80,68873526"
"432","Motacilla_cinerea",17.4,10.8,3.1,3,18.2,82.8,28.6,34.6,94.4,17.1,"48,95","2,973623979","42,19135315","586,5814007","79,54688773"
"433","Muscicapa_griseisticta",11.9,6.8,4.5,3.4,14.4,84.5,28.2,33.6,47,15.9,"51,32","-2,249061653","50,13798206","667,3390147","108,9003437"
"434","Muscicapa_sibirica",11.7,6.4,4.6,3.1,13.1,75.5,24.8,33,45.7,13.2,"46,53","-0,289088251","45,92526055","614,2785616","111,339074"
"435","Mycerobas_carnipes",25.5,16.6,13.4,16.2,25.7,112.8,32.1,28.5,94.4,58.8,"45,17","3,366717297","40,40698617","526,5231347","80,64462715"
"436","Myiagra_hebetior",20.5,10.7,6,4.2,21.9,79.3,11.3,14.2,65.1,20.2,"-4,37","25,76815455","8,312868636","3364,471364","271,0375455"
"437","Myiopsitta_monachus",22.4,19.3,12.8,19.5,15.8,147.2,64.4,43.8,141.4,120,"-24,15","18,59559636","24,73757828","863,8847702","88,13626075"
"438","Mystacornis_crossleyi",22.4,13.4,4.2,4.4,25.3,70.2,6.6,9.3,52.2,24.5,"-19,01","22,05740833","15,89895278","1863,792083","289,0473583"
"439","Myzornis_pyrrhoura",16.4,8.4,3.1,2.5,23.2,58,10,17.1,46.6,11.9,"27,64","11,19652224","25,65621286","1321,623329","293,7688264"
"440","Napothera_epilepidota",15.5,9,2.9,3.7,22,55.1,5.5,9.9,28.3,16,"11,66","23,63866725","15,98354449","2210,591498","301,0999479"
"441","Neodrepanis_coruscans",26,21.3,3.4,3.6,14.7,46.6,8.5,19.5,22.6,6.5,"-19,01","22,05740833","15,89895278","1863,792083","289,0473583"
"442","Neophema_chrysogaster",13.6,10.5,7.3,12,14.6,107,47,43.9,101,45.9,"-41,99","10,89749091","15,74885455","1445,305273","107,8572"
"443","Neopipo_cinnamomea",10.2,6.6,3,2.8,13.7,50.4,10.6,20.7,34.8,7.7,"-3,04","25,49897535","12,3039988","2418,918472","239,2105813"
"444","Nesopsar_nigerrimus",26,17.7,4.8,7.3,21,99.5,16.6,16.7,73.5,39,"18,38","25,035275","10,173225","1723,065","202,2754"
"445","Nesospiza_acunhae",15.4,10.3,5.3,7.8,24.7,83,16.6,20,69.5,28.5,"-37,32","13,6875","11,9","1744,25","68,75"
"446","Nestor_notabilis",59,46.2,15.9,28.7,45.1,308.5,106.3,34.5,168.5,863,"-43,23","9,287202381","19,71199048","2151,355048","86,44532857"
"447","Netta_rufina",49.9,33.4,21.1,14.9,37.2,258.3,125.3,47.5,69.3,1118,"45,24","6,607134255","42,17774994","334,7724719","40,69078748"
"448","Nicator_chloris",21.5,11.6,4.2,6.4,28.6,100,13.3,12.8,98.2,46.1,"1,36","24,69910812","14,07276033","1689,403732","248,9333611"
"449","Niltava_davidi",15.5,8.6,3.9,4,20.2,90.8,19.9,21.9,68.2,24.2,"24,62","17,86904824","24,28958208","1455,808652","262,3805004"
"450","Ninox_novaeseelandiae",23.9,12.8,7.6,12.6,34.8,198.3,64.8,32.7,116.8,183.4,"-30,89","15,99923098","16,50128939","1614,15722","130,7291332"
"451","Ninox_scutulata",25.5,13.5,7.6,12.6,27.4,211,75.4,35.5,112.8,191,"22,75","19,33535414","25,43531748","1583,51978","260,7720181"
"452","Ninox_strenua",48,27.6,15.9,26.1,57.5,400.8,116.8,29.3,261.7,1346,"-32,3","16,13727221","23,57011744","922,7871047","79,79327907"
"453","Nipponia_nippon",169.2,145.8,18.4,22.1,78,392.6,142.8,36.2,145.4,1900,"37,43","9,475266923","37,70376923","835,015","132,5484931"
"454","Nisaetus_alboniger",48,24.3,12.9,20.3,77.1,325.2,82,25.1,239.5,830,"2,13","26,00568589","10,03772602","2751,026763","234,6174345"
"455","Nisaetus_nipalensis",44.2,28,13.1,23.5,101.2,423.7,107,25.1,286.4,3005,"27,31","16,5078832","25,30869759","1599,622077","281,5400844"
"456","Nothocercus_julius",33,10.1,4.6,6.2,58.8,191.2,31.9,16.7,51.6,693,"1,42","19,42248958","12,01736","2122,555563","205,7604485"
"457","Nothocercus_nigrocapillus",35.3,9.1,4.6,5.8,63.5,187,27.5,14.8,56,540,"-14,68","17,66411947","17,85070526","1665,136474","221,5104805"
"458","Nothoprocta_ornata",30.9,18.1,7.3,7.1,38.3,185.6,48.5,26.1,66,619.3,"-18,51","11,65254975","22,93789333","626,4236668","113,5677462"
"459","Nothoprocta_pentlandii",27.9,14.7,5.9,5.9,37,148.2,33.5,22.6,53.4,300.7,"-20,65","14,10884136","23,44247214","540,5739001","99,73835483"
"460","Nothoprocta_perdicaria",26,13.5,5.9,5.5,34.7,161.5,43.8,26.9,50.7,458,"-35,1","11,26939031","20,7183125","907,6759969","149,0848039"
"461","Notiomystis_cincta",20.1,9,3.5,3.9,27.6,104.3,25.8,25.2,78,93.4,"-37,33","14,25683333","17,85556667","1595,536667","82,12123333"
"462","Nucifraga_caryocatactes",49.5,36.1,12.4,14.3,39.5,190.8,47.5,24.8,128.6,182.5,"52,15","-0,047475808","44,67648906","626,1106953","88,59199048"
"463","Nucifraga_columbiana",44.3,35.4,11.6,12.3,36.7,191,61.6,32.2,112,129.8,"42,66","6,825882162","37,45538307","503,0404013","54,75969773"
"464","Numenius_phaeopus",92.1,67.1,6.6,7.7,59.9,233,123.4,53.5,99.8,364.6,"63,79","-4,022090431","42,32642616","510,899443","50,25628311"
"465","Numenius_tenuirostris",85.9,66.4,5.9,6.5,63.3,252.8,136.2,53.5,95.4,308,"54,92","0,882171381","47,76535714","412,7547778","49,2891127"
"466","Numida_meleagris",26.1,17.6,11.8,13.8,67.3,253.8,51.5,20.4,138.4,1299,"-4,21","23,49726669","20,61619338","970,8758565","196,7602502"
"467","Nycticorax_nycticorax",80.5,56.7,12.1,18.6,69.2,285.7,92.7,33.1,95.8,810,"11,99","18,96619457","25,2683223","1056,09543","162,9883814"
"468","Nymphicus_hollandicus",17.7,14.1,8.7,15.8,14.8,167.3,83.8,50.6,165.9,94.6,"-25,21","21,85692952","28,07717201","472,9375574","80,5969103"
"469","Oceanites_oceanicus",16.3,7.1,2.9,3.8,34.9,147.2,86.6,58.6,66,30.4,"-60,29","5,349567308","13,53623462","1554,433885","87,04882692"
"470","Oceanodroma_castro",15.6,10.2,2.7,4.6,22.6,150.4,89.8,60,69,46.1,"20,63","20,44740278","12,59797917","683,0175833","81,60055517"
"471","Oceanodroma_tethys",13.3,8.3,2,3.5,21.8,129.8,78.5,59.4,58.8,22.6,"-6,2","21,72275714","12,44557214","558,0225016","56,19380671"
"472","Odontophorus_gujanensis",19.7,11.2,7.9,11.5,37.2,143.4,18.8,13.3,71.3,314.1,"-2,7","25,30126561","13,22305269","2273,969602","270,1387775"
"473","Oenanthe_oenanthe",17.9,9.9,3.7,3.7,27.3,95.1,30.5,32.1,56.7,25.4,"54,76","0,455581104","41,88161628","486,5251038","54,17362602"
"474","Onychorhynchus_coronatus",22.1,13.8,7.4,4.5,15.8,73.9,15.7,21.2,59.7,14,"-2,16","24,96290733","13,35140358","2177,289277","261,7706017"
"475","Oreocharis_arfaki",11.7,6.2,3.3,3.8,18.4,70,13.8,19.6,46.9,19.7,"-6,67","22,34457742","11,30122","2952,215161","185,9769387"
"476","Oreomystis_bairdi",16.8,11,4,5.2,20.1,67.2,13.3,19.8,45.8,14.2,"22,08","22,2455","13,0091","1845,09","160,0908"
"477","Oreotrochilus_melanogaster",23.1,17.9,2.4,2.3,8.4,72,42,58.5,49.2,9.1,"-11,81","10,98158","18,01571538","927,6868462","136,5248953"
"478","Origma_solitaria",15.3,7.8,2.7,3,22.2,65.9,8.5,13,55.4,14.3,"-33,25","15,14262308","24,52436923","950,9576923","68,64571538"
"479","Oriolus_chinensis",35.8,25.4,10.8,11.1,26.8,150.9,43.8,29.1,98.8,82.6,"21,06","17,40689762","25,57982499","1629,101532","215,6927174"
"480","Oriolus_oriolus",29.6,18.8,9,8.6,23,147.1,54.9,36.9,83.7,79,"43,85","9,561020065","36,06938001","592,7311993","91,52262388"
"481","Orthonyx_spaldingii",22.3,11.6,5,6.6,42,122.3,13.4,11.2,103.3,149.9,"-17,51","23,29452","17,52805","1786,8817","340,49167"
"482","Otidiphaps_nobilis",28.9,13.7,4.3,6.3,62.4,181.4,27.5,15.2,176.5,500,"-6,71","23,8724566","10,80599472","2935,832453","195,5226491"
"483","Otis_tarda",62.3,32,15.6,18.5,137.8,550.8,228.5,42.7,218.3,6759.9,"47,46","4,040428995","44,42869905","392,4287695","56,21157864"
"484","Otus_bakkamoena",21,11.6,6.1,10.9,30.8,146.2,40.2,27.4,75,138.5,"23,79","19,05034264","26,5132376","1494,082768","254,3461036"
"485","Otus_scops",17.5,9.3,4.7,8.6,26.6,147.2,51,34.7,65.5,92,"21,49","17,18890639","27,78497273","953,4231227","175,0994215"
"487","Oxyruncus_cristatus",17.9,11.3,5.5,5.6,20.7,92.2,24,26.3,64.3,42,"-9","23,37724805","14,8849326","1870,304919","241,2597764"
"488","Pachycephala_philippinensis",17.2,10.8,4.8,5.2,19.8,81.6,12.4,15.3,62,22.3,"11,86","25,9247087","11,33779072","2658,781594","350,2371922"
"489","Pachyramphus_minor",19.3,13.5,8.4,7.6,20.9,89.2,18,20.3,65.1,36.6,"-4,55","25,42835441","13,63528327","2234,664599","266,800163"
"490","Pagodroma_nivea",23.6,14.9,4.9,7,32,247.6,151.8,62.8,105.4,268,"-66,35","5,653125","13,755325","2637,824167","154,079925"
"491","Pandion_haliaetus",47,27.7,17.3,19.6,49.8,468.4,204.8,44.9,201.3,1483.2,"40,43","6,02321139","37,98837667","762,158348","85,49798256"
"492","Panurus_biarmicus",9.2,5.8,3.3,3.5,19.5,60,13.3,22.1,82.4,13.8,"44,64","6,682521874","40,26649867","367,2179907","46,62950609"
"493","Paradisaea_raggiana",38.1,28.1,10.8,11.2,42.9,188.5,27.7,14.7,128.7,212.6,"-7,75","23,93189038","11,09325692","2846,624423","208,5986981"
"494","Paradoxornis_fulvifrons",7.7,4,3.9,5,18.4,54.5,7.7,14,65.2,6.4,"28,94","11,31762662","27,15062879","1176,275545","251,1075277"
"495","Pardalotus_punctatus",8,4.3,3.2,3.7,17.4,56.5,13.7,24.8,27.6,8.7,"-31,54","17,34515397","24,52729576","674,3015242","73,27897297"
"496","Parophasma_galinieri",16.1,8.1,3.9,4.5,25.6,84.8,9.6,11.3,79.5,21.5,"9,6","20,84572909","19,22169455","820,598","169,2279611"
"497","Paroreomyza_montana",13.3,9,3.2,3.5,21.3,60.2,12.2,18.7,47.4,13.1,"20,73","21,56766667","11,9357","1340,303333","130,2763333"
"498","Parus_major",11.3,8,4,4.3,17.4,70.9,13.3,18.7,61.2,16.2,"40,68","9,685469443","35,05389908","830,6459416","126,7314049"
"499","Parus_monticolus",10.7,7.7,3.5,3.9,16.6,66.2,10.4,15.7,55.2,13.9,"27,96","14,38538736","26,12636382","1333,446089","261,0223622"
"500","Passer_ammodendri",13,8.8,5.2,6.8,19,77.4,18.9,24.6,67.2,28.9,"41,96","7,4817204","46,16768007","135,6774567","22,46999586"
"501","Passer_domesticus",14,9.3,6.6,7.7,18.4,75.7,20.2,26.7,56.8,26.5,"36,47","10,57535301","36,19474274","530,4533789","87,08002999"
"502","Passer_montanus",13.2,8.2,5.5,6.5,16.4,67.9,16.7,24.6,51,21.4,"40,42","7,924572823","36,44523672","842,3841544","113,5902231"
"503","Pavo_cristatus",49.1,22.8,13,12.2,130,445.2,124.4,28.7,403.2,4154.8,"21,99","24,24335812","25,49768658","1163,900024","311,7292773"
"504","Pavo_muticus",45.8,20.6,13.8,12,150,465.8,101.7,22,500.8,2205.7,"14,72","24,19097429","17,80374046","2000,977031","379,5869553"
"505","Pelecanoides_urinatrix",28.1,13.1,6.4,7.2,23.9,121.7,56.8,47.7,39,152.1,"-42,75","10,64116228","16,12242812","1191,654614","68,51489703"
"506","Penelope_pileata",40.7,17.5,9.6,11.8,85.5,322,31,9.6,358.3,1249.8,"-4,28","26,28055515","12,81332676","1967,86","291,8962871"
"507","Penelopides_panini",101.6,85.3,28.6,42.7,46,257.3,41.1,15.9,235.8,470.5,"10,68","26,86636","9,969627333","2448,642667","324,4728267"
"508","Perdix_dauurica",22.5,13.5,8.8,8.8,34.8,144,50,34.8,70.2,263.4,"45,22","2,343321064","48,50121283","340,5197419","80,08599473"
"509","Perdix_hodgsoniae",24.9,15.6,9.8,8.8,40.7,154,44.4,29,83.4,363.7,"32,66","1,528449216","34,08787157","549,0498669","123,1736276"
"510","Perdix_perdix",20.9,12.7,8.4,8.1,39.3,151.2,51,33.8,75.3,405.3,"51","6,091106853","35,92539684","576,4043123","47,79397328"
"511","Pericrocotus_ethologus",15.6,8,4.6,4.1,16.6,91.6,27.9,30.5,102.7,19,"28,83","13,5393367","29,3780352","1104,343004","228,5722636"
"512","Petroica_australis",17,10.2,3.7,4.8,35.6,94,19.6,20.8,66.5,31.3,"-41,88","10,55685184","19,25059211","1815,816684","78,22724211"
"513","Petroica_goodenovii",11.8,6.7,2.9,2.8,16.8,61,15.5,25.1,45.8,8.9,"-27,23","20,72557439","28,60003906","401,5469349","55,79853306"
"514","Petroica_macrocephala",11.7,6.7,2.9,2.9,22.2,74.2,17.2,23.2,54,11.8,"-41,56","11,12374105","18,87711053","1669,147018","75,65444912"
"515","Petroica_phoenicea",13,6.8,3.4,3,18.8,77.6,21.7,27.7,54.7,13,"-35,85","14,54758287","23,48881885","797,9412869","57,33765"
