Class,Order/Clade,Family,Species,Tb,Data,References
Amphibia,Anura,Bufonidae,Anaxyrus boreas,"21,3",Field,"B. H. Brattstrom, A Preliminary Review of the Thermal Requirements of Amphibians. Ecology 44:238–255 (1963)."
Amphibia,Anura,Bufonidae,Anaxyrus canorus,22,Field,"B. H. Brattstrom, A Preliminary Review of the Thermal Requirements of Amphibians. Ecology 44:238–255 (1963)."
Amphibia,Anura,Bufonidae,Anaxyrus cognatus,"21,8",Field,"B. H. Brattstrom, A Preliminary Review of the Thermal Requirements of Amphibians. Ecology 44:238–255 (1963)."
Amphibia,Anura,Bufonidae,Anaxyrus debilis,23,Field,"B. H. Brattstrom, A Preliminary Review of the Thermal Requirements of Amphibians. Ecology 44:238–255 (1963)."
Amphibia,Anura,Bufonidae,Anaxyrus exsul,"22,7",Field,"B. H. Brattstrom, A Preliminary Review of the Thermal Requirements of Amphibians. Ecology 44:238–255 (1963)."
Amphibia,Anura,Bufonidae,Anaxyrus woodhousii,"26,16",Field,"B. H. Brattstrom, A Preliminary Review of the Thermal Requirements of Amphibians. Ecology 44:238–255 (1963)."
Amphibia,Anura,Bufonidae,Incilius alvarius,"21,43",Field,"B. H. Brattstrom, A Preliminary Review of the Thermal Requirements of Amphibians. Ecology 44:238–255 (1963)."
Amphibia,Anura,Bufonidae,Incilius mazatlanensis,"28,4",Field,"B. H. Brattstrom, A Preliminary Review of the Thermal Requirements of Amphibians. Ecology 44:238–255 (1963)."
Amphibia,Anura,Bufonidae,Rhinella marina,"25,2",Field,"B. H. Brattstrom, A Preliminary Review of the Thermal Requirements of Amphibians. Ecology 44:238–255 (1963)."
Amphibia,Anura,Dicroglossidae,Paa spinosa,"23,05",Lab,"R.-Q. Zheng, C.-T. Liu, Giant spiny-frog (Paa spinosa) from different populations differ in thermal preference but not in thermal tolerance. Aquat. Ecol. 44:723–729 (2010)."
Amphibia,Anura,Hylidae,Acris crepitans,"24,9",Field,"B. H. Brattstrom, A Preliminary Review of the Thermal Requirements of Amphibians. Ecology 44:238–255 (1963)."
Amphibia,Anura,Hylidae,Dendropsophus labialis,"13,32",Field,"C. A. Navas, J. M. Carvajalino-Fernández, L. P. Saboyá-Acosta, L. A. Rueda-Solano, M. A. Carvajalino-Fernández, The body temperature of active amphibians along a tropical elevation gradient: patterns of mean and variance and inference from environmental data. Funct. Ecol. 27:1145–1154 (2013)."
Amphibia,Anura,Hylidae,Hyla cinerea,30,Field,"B. H. Brattstrom, A Preliminary Review of the Thermal Requirements of Amphibians. Ecology 44:238–255 (1963)."
Amphibia,Anura,Hylidae,Hyla squirella,"23,5",Field,"B. H. Brattstrom, A Preliminary Review of the Thermal Requirements of Amphibians. Ecology 44:238–255 (1963)."
Amphibia,Anura,Hylidae,Litoria gracilenta,"21,6",Field,"C. R. Johnson, Thermal relations and daily variation in the thermal tolerance in Bufo marinus. J. Herpetol. 6:35–38 (1972)."
Amphibia,Anura,Hylidae,Litoria rubella,"21,6",Lab,"C. R. Johnson, Thermal relations and daily variation in the thermal tolerance in Bufo marinus. J. Herpetol. 6:35–38 (1972)."
Amphibia,Anura,Hylidae,Pseudacris triseriata,"27,8",Field,"B. H. Brattstrom, A Preliminary Review of the Thermal Requirements of Amphibians. Ecology 44:238–255 (1963)."
Amphibia,Anura,Hylidae,Smilisca baudinii,"23,4",Field,"R. A. Lara-Resendiz, V. H. Luja, Body temperatures of some amphibians from Nayarit, Mexico. Rev. Mex. Biodivers. 89:577–581 (2018)."
Amphibia,Anura,Hylidae,Smilisca fodiens,"22,7",Field,"R. A. Lara-Resendiz, V. H. Luja, Body temperatures of some amphibians from Nayarit, Mexico. Rev. Mex. Biodivers. 89:577–581 (2018)."
Amphibia,Anura,Hylidae,Tlalocohyla smithii,"21,3",Field,"R. A. Lara-Resendiz, V. H. Luja, Body temperatures of some amphibians from Nayarit, Mexico. Rev. Mex. Biodivers. 89:577–581 (2018)."
Amphibia,Anura,Leptodactylidae,Engystomops pustulosus,"25,3",Field,"C. A. Navas, J. M. Carvajalino-Fernández, L. P. Saboyá-Acosta, L. A. Rueda-Solano, M. A. Carvajalino-Fernández, The body temperature of active amphibians along a tropical elevation gradient: patterns of mean and variance and inference from environmental data. Funct. Ecol. 27:1145–1154 (2013)."
Amphibia,Anura,Leptodactylidae,Leptodactylus melanonotus,"24,6",Field,"R. A. Lara-Resendiz, V. H. Luja, Body temperatures of some amphibians from Nayarit, Mexico. Rev. Mex. Biodivers. 89:577–581 (2018)."
Amphibia,Anura,Microhylidae,Gastrophryne olivacea,"27,5",Field,"H. S. Fitch, Temperature responses in freeliving amphibians and reptiles of northeastern Kansas. Univ. Kansas Publ. Mus. Nat. Hist. 8:417-476 (1956)."
Amphibia,Anura,Myobatrachidae,Limnodynastes tasmaniensis,"23,75",Lab,"P. J. Whitehead, J. T. Puckridge, C. M. Leigh, R. S. Seymour, Effect of Temperature on Jump Performance of the Frog Limnodynastes tasmaniensis. Physiol. Zool. 62:937–949 (1989)."
Amphibia,Anura,Ranidae,Rana boylii,"18,29",Field,"B. H. Brattstrom, A Preliminary Review of the Thermal Requirements of Amphibians. Ecology 44:238–255 (1963)."
Amphibia,Anura,Ranidae,Rana cascadae,"17,4",Field,"B. H. Brattstrom, A Preliminary Review of the Thermal Requirements of Amphibians. Ecology 44:238–255 (1963)."
Amphibia,Anura,Ranidae,Rana catesbeiana,"29,7",Field,"H. B. Lillywhite, Behavioral temperature regulation in the Bullfrog, Rana catesbeiana. Copeia 1:158–168 (1970)."
Amphibia,Anura,Ranidae,Rana clamitans,"20,24",Field,"B. H. Brattstrom, A Preliminary Review of the Thermal Requirements of Amphibians. Ecology 44:238–255 (1963)."
Amphibia,Anura,Ranidae,Rana palmipes,"23,675",Field,"B. H. Brattstrom, A Preliminary Review of the Thermal Requirements of Amphibians. Ecology 44:238–255 (1963)."
Amphibia,Anura,Ranidae,Rana pipiens,"26,08",Field,"B. H. Brattstrom, A Preliminary Review of the Thermal Requirements of Amphibians. Ecology 44:238–255 (1963)."
Amphibia,Anura,Ranidae,Rana sylvatica,"23,2",Field,"B. H. Brattstrom, A Preliminary Review of the Thermal Requirements of Amphibians. Ecology 44:238–255 (1963)."
Amphibia,Anura,Ranidae,Rana virgatipes,"21,7",Field,"M. F. Given, Frequency alteration of the advertisement call in the carpenter frog, Rana virgatipes. Herpetologica 55:304–317 (1999)."
Amphibia,Caudata,Ambystomatidae,Ambystoma cingulatum,"18,667",,"J. D. Anderson, G. K. Williamson, Terrestrial mode of reproduction in Ambystoma cingulatum. Herpetologica 32, 214-221 (1976)."
Amphibia,Caudata,Ambystomatidae,Ambystoma dumerilii,"17,94",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Ambystomatidae,Ambystoma jeffersonianum,"17,767",,"B. H. Brattstrom, A preliminary review of the thermal requirements of amphibians. Ecology 44, 238-255 (1963); E. L. Thompson, J. E. Gates, G. J. Taylor, Distribution and breeding habitat selection of the Jefferson salamander, Ambystoma jeffersonianum, in Maryland. J. Herpetol. 14, 113-120 (1980)."
Amphibia,Caudata,Ambystomatidae,Ambystoma macrodactylum,21,,"M. B. John, Occurrence of Ambystoma macrodactylum in the warner mountains of northeastern California. Herpetologica 23, 315-316 (1967)."
Amphibia,Caudata,Ambystomatidae,Ambystoma maculatum,"8,3",,"B. H. Brattstrom, A preliminary review of the thermal requirements of amphibians. Ecology 44, 238-255 (1963); F. H. Pough, R. E. Wilson, Natural daily temperature stress, dehydration, and acclimation in Juvenile Ambystoma Maculatum (Shaw) (Amphibia: Caudata). Physiol. Zool. 43, 194-205 (1970); F. Pough, Acid precipitation and embryonic mortality of spotted salamanders, Ambystoma maculatum. Science 192, 68-70 (1976)."
Amphibia,Caudata,Ambystomatidae,Ambystoma mexicanum,20,,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Ambystomatidae,Ambystoma opacum,"19,95",,"B. H. Brattstrom, A preliminary review of the thermal requirements of amphibians. Ecology 44, 238-255 (1963); J. D. Anderson, R. E. Graham, Vertical migration and stratification of Larval Ambystoma. Copeia 1967, 371-374 (1967)."
Amphibia,Caudata,Ambystomatidae,Ambystoma ordinarium,"15,8",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982); J. D. Anderson, R. D. Worthington, The life history of the Mexican salamander Ambystoma ordinarium Taylor. Herpetologica 27, 165-176 (1971)."
Amphibia,Caudata,Ambystomatidae,Ambystoma tigrinum,"18,357",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Dicamptodontidae,Dicamptodon ensatus,"11,414",,"B. H. Brattstrom, A preliminary review of the thermal requirements of amphibians. Ecology 44, 238-255 (1963); R. A. Nussbaum, Nests and eggs of the pacific giant salamander, Dicamptodon ensatus (Eschscholtz). Herpetologica 25, 257-262 (1969)."
Amphibia,Caudata,Plethodontidae,Aneides aeneus,18,,"R. E. J. A. M. N. Gordon, A contribution to the life history and ecology of the plethodontid salamander Aneides aeneus (Cope and Packard). Am. Midl. Nat., 666-701 (1952); R. E. Gordon, R. L. J. C. Smith, Notes on the life history of the salamander Aneides aeneus. Copeia 1949, 173-175 (1949)."
Amphibia,Caudata,Plethodontidae,Aneides ferreus,"18,75",,"B. H. Brattstrom, A preliminary review of the thermal requirements of amphibians. Ecology 44, 238-255 (1963)."
Amphibia,Caudata,Plethodontidae,Aneides flavipunctatus,"11,092",,"J. F. Lynch, University of California, Berkeley, Berkeley (1974)."
Amphibia,Caudata,Plethodontidae,Aneides hardii,"14,5",,"R. C. Stebbins, Amphibians of western north America. (Univ of California Press, 1951)."
Amphibia,Caudata,Plethodontidae,Aneides lugubris,"10,35",,"B. H. Brattstrom, A preliminary review of the thermal requirements of amphibians. Ecology 44, 238-255 (1963); J. F. Lynch, University of California, Berkeley, Berkeley (1974); R. C. Stebbins, Amphibians of western north America. (Univ of California Press, 1951); R. C. Stebbins, Natural history of the salamanders of the plethodontid genus Ensatina. University of California Publications in Zoology 54, 47-123 (1954); G. M. Rosenthal, The role of moisture and temperature in the local distribution of the plethodontid salamander Aneides lugubris.  (University of California, Berkeley, 1954)."
Amphibia,Caudata,Plethodontidae,Aquiloeurycea cephalica,"10,35",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Plethodontidae,Batrachoseps attenuatus,"11,22",,"J. F. Lynch, University of California, Berkeley, Berkeley (1974); R. C. Stebbins, Natural history of the salamanders of the plethodontid genus Ensatina. University of California Publications in Zoology 54, 47-123 (1954); J. R. Hendrickson, Ecology and systematics of salamanders of the genus Batrachoseps.  (University of California Press, 1954)."
Amphibia,Caudata,Plethodontidae,Batrachoseps nigriventris,"8,8",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Plethodontidae,Batrachoseps pacificus,"16,1",,"B. H. Brattstrom, A preliminary review of the thermal requirements of amphibians. Ecology 44, 238-255 (1963); J. D. Cunningham, Aspects of the ecology of the Pacific slender salamander, Batrachoseps pacificus, in southern California. Ecology 41, 88-99 (1960)."
Amphibia,Caudata,Plethodontidae,Batrachoseps wrighti,8,,"R. C. Stebbins, Amphibians of western north America. (Univ of California Press, 1951)."
Amphibia,Caudata,Plethodontidae,Bolitoglossa adspersa,15,,"R. C. Stebbins, J. R. Hendrickson, Field studies of amphibians in Colombia, South America.  (University of California Press, 1959)."
Amphibia,Caudata,Plethodontidae,Bolitoglossa dunni,"21,8",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Plethodontidae,Bolitoglossa engelhardti,"15,65",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Plethodontidae,Bolitoglossa franklini,"14,629",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Plethodontidae,Bolitoglossa hartwegi,"12,8",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Plethodontidae,Bolitoglossa lincolni,"12,3",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Plethodontidae,Bolitoglossa mexicana,"20,5",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Plethodontidae,Bolitoglossa morio,"12,65",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Plethodontidae,Bolitoglossa occidentalis,"23,817",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Plethodontidae,Bolitoglossa platydactyla,"24,3",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Plethodontidae,Bolitoglossa rostrata,"12,843",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Plethodontidae,Bolitoglossa rufescens,"21,675",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Plethodontidae,Bolitoglossa subpalmata,12,,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982); J. L. Vial, The ecology of the tropical salamander, Bolitoglossa subpalmata, in Costa Rica. Rev. Biol. Trop. 15, 13-115 (1968)."
Amphibia,Caudata,Plethodontidae,Chiropterotriton chondrostega,12,,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Plethodontidae,Chiropterotriton dimidiatus,"10,8",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Plethodontidae,Chiropterotriton lavae,"20,3",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Plethodontidae,Chiropterotriton multidentatus,"10,55",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Plethodontidae,Desmognathus fuscus,"24,7",Lab,"J. R. Spotila, Role of temperature and water in the ecology of lungless salamanders. Ecol. Mongraphs 42:95–125 (1972)."
Amphibia,Caudata,Plethodontidae,Desmognathus monticola,"12,592",,"B. H. Brattstrom, A preliminary review of the thermal requirements of amphibians. Ecology 44, 238-255 (1963); R. M. Shealy, Factors influencing activity in the salamanders Desmognathus ochrophaeus and D. monticola (Plethodontidae). Herpetologica, 94-102 (1975)."
Amphibia,Caudata,Plethodontidae,Desmognathus ochrophaeus,"12,807",,"R. M. Shealy, Factors influencing activity in the salamanders Desmognathus ochrophaeus and D. monticola (Plethodontidae). Herpetologica, 94-102 (1975); C. M. J. E. Bogert, Relative abundance, habitats, and normal thermal levels of some Virginian salamanders. Ecology 33, 16-30 (1952); L. C. J. E. M. Fitzpatrick, Energy allocation in the Allegheny mountain salamander, Desmognathus ochrophaeus. Ecol. Monogr. 43, 43-58 (1973)."
Amphibia,Caudata,Plethodontidae,Desmognathus wrighti,"17,1",,"C. M. J. E. Bogert, Relative abundance, habitats, and normal thermal levels of some Virginian salamanders. Ecology 33, 16-30 (1952)."
Amphibia,Caudata,Plethodontidae,Ensatina eschscholtzii,"11,107",,"B. H. Brattstrom, A preliminary review of the thermal requirements of amphibians. Ecology 44, 238-255 (1963); J. F. Lynch, University of California, Berkeley, Berkeley (1974); R. C. Stebbins, Natural history of the salamanders of the plethodontid genus Ensatina. University of California Publications in Zoology 54, 47-123 (1954); C. R. Mahrdt, The occurrence of Ensatina eschscholtzii eschscholtzii in Baja California, Mexico. J. Herpetol. 9, 240-242 (1975)."
Amphibia,Caudata,Plethodontidae,Eurycea bislineata,12,,"B. H. Brattstrom, A preliminary review of the thermal requirements of amphibians. Ecology 44, 238-255 (1963)."
Amphibia,Caudata,Plethodontidae,Eurycea longicauda,"17,5",,"J. R. Spotila, Role of temperature and water in the ecology of lungless salamanders. Ecol. Monogr. 42, 95-125 (1972); V. H. Hutchison, The distribution and ecology of the cave salamander, Eurycea lucifuga. Ecol. Monogr. 28, 1-20 (1958)."
Amphibia,Caudata,Plethodontidae,Eurycea lucifuga,"15,6",,"J. R. Spotila, Role of temperature and water in the ecology of lungless salamanders. Ecol. Monogr. 42, 95-125 (1972); V. H. Hutchison, The distribution and ecology of the cave salamander, Eurycea lucifuga. Ecol. Monogr. 28, 1-20 (1958)."
Amphibia,Caudata,Plethodontidae,Eurycea multiplicata,"18,8",Lab,"J. R. Spotila, Role of temperature and water in the ecology of lungless salamanders. Ecol. Mongraphs 42:95–125 (1972)."
Amphibia,Caudata,Plethodontidae,Eurycea rathbuni,22,,"B. H. Brattstrom, A preliminary review of the thermal requirements of amphibians. Ecology 44, 238-255 (1963)."
Amphibia,Caudata,Plethodontidae,Eurycea wilderae,"17,05",,"C. M. J. E. Bogert, Relative abundance, habitats, and normal thermal levels of some Virginian salamanders. Ecology 33, 16-30 (1952)."
Amphibia,Caudata,Plethodontidae,Gyrinophilus palleucus,12,,"J. N. Dent, J. S. Kirby-Smith, Metamorphic physiology and morphology of the cave salamander Gyrinophilus palleucus. Copeia, 119-130 (1963)."
Amphibia,Caudata,Plethodontidae,Gyrinophilus porphyriticus,"8,1",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Plethodontidae,Hydromantes brunus,"11,4",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Plethodontidae,Hydromantes platycephalus,"10,95",,"B. H. Brattstrom, A preliminary review of the thermal requirements of amphibians. Ecology 44, 238-255 (1963); C. M. J. E. Bogert, Relative abundance, habitats, and normal thermal levels of some Virginian salamanders. Ecology 33, 16-30 (1952)."
Amphibia,Caudata,Plethodontidae,Hydromantes shastae,"12,2",,"B. H. Brattstrom, A preliminary review of the thermal requirements of amphibians. Ecology 44, 238-255 (1963); R. B. Bury, G. M. Fellers, S. B. Ruth, First records of Plethodon dunni in California, and new distributional data on Ascaphus truei, Rhyacotriton olympicus, and Hydromantes shastae. J. Herpetol. 3, 157-161 (1969)."
Amphibia,Caudata,Plethodontidae,Isthmura bellii,"14,55",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Plethodontidae,Parvimolge townsendi,"18,3",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Plethodontidae,Plethodon caddoensis,"16,2",,"J. R. Spotila, Role of temperature and water in the ecology of lungless salamanders. Ecol. Monogr. 42, 95-125 (1972)."
Amphibia,Caudata,Plethodontidae,Plethodon cinereus,"10,229",,"C. M. J. E. Bogert, Relative abundance, habitats, and normal thermal levels of some Virginian salamanders. Ecology 33, 16-30 (1952); F. J. J. E. Vernberg, Hibernation studies of two species of salamanders, Plethodon cinereus cinereus and Eurycea bislineata bislineata. Ecology 34, 55-62 (1953); J. R. Spotila, Role of temperature and water in the ecology of lungless salamanders. Ecol. Monogr. 42, 95-125 (1972); F. B. Taub, The distribution of the red‐backed salamander, Plethodon c. cinereus, within the soil. Ecology 42, 681-698 (1961); F. H. Test, B. A. Bingham, Census of a population of the red-backed salamander (Plethodon cinereus). Am. Midl. Nat., 362-372 (1948)."
Amphibia,Caudata,Plethodontidae,Plethodon dorsalis,12,,"J. R. Spotila, Role of temperature and water in the ecology of lungless salamanders. Ecol. Monogr. 42, 95-125 (1972)."
Amphibia,Caudata,Plethodontidae,Plethodon dunni,"10,95",,"B. H. Brattstrom, A preliminary review of the thermal requirements of amphibians. Ecology 44, 238-255 (1963); R. C. Stebbins, Amphibians of western north America. (Univ of California Press, 1951)."
Amphibia,Caudata,Plethodontidae,Plethodon glutinosus,"16,08",,"B. H. Brattstrom, A preliminary review of the thermal requirements of amphibians. Ecology 44, 238-255 (1963); C. M. J. E. Bogert, Relative abundance, habitats, and normal thermal levels of some Virginian salamanders. Ecology 33, 16-30 (1952); J. R. Spotila, Role of temperature and water in the ecology of lungless salamanders. Ecol. Monogr. 42, 95-125 (1972)."
Amphibia,Caudata,Plethodontidae,Plethodon metcalfi,17,,"C. M. J. E. Bogert, Relative abundance, habitats, and normal thermal levels of some Virginian salamanders. Ecology 33, 16-30 (1952)."
Amphibia,Caudata,Plethodontidae,Plethodon neomexicanus,"12,8",,"R. C. Stebbins, Amphibians of western north America. (Univ of California Press, 1951); D. P. Reagan, Ecology and distribution of the Jemez mountains salamander, Plethodon neomexicanus. Copeia, 486-492 (1972)."
Amphibia,Caudata,Plethodontidae,Plethodon ouachitae,17,,"J. R. Spotila, Role of temperature and water in the ecology of lungless salamanders. Ecol. Monogr. 42, 95-125 (1972)."
Amphibia,Caudata,Plethodontidae,Plethodon vandykei,6,,"R. C. Stebbins, Amphibians of western north America. (Univ of California Press, 1951)."
Amphibia,Caudata,Plethodontidae,Plethodon vehiculum,"10,5",,"B. H. Brattstrom, A preliminary review of the thermal requirements of amphibians. Ecology 44, 238-255 (1963)."
Amphibia,Caudata,Plethodontidae,Plethodon welleri,"16,1",,"C. M. J. E. Bogert, Relative abundance, habitats, and normal thermal levels of some Virginian salamanders. Ecology 33, 16-30 (1952)."
Amphibia,Caudata,Plethodontidae,Pseudoeurycea altamontana,"9,6",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Plethodontidae,Pseudoeurycea brunnata,"12,567",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Plethodontidae,Pseudoeurycea cochranae,"13,35",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Plethodontidae,Pseudoeurycea goebeli,"11,1",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982); L. W. Swan, Some environmental conditions influencing life at high altitudes. Ecology 33, 109-111 (1952)."
Amphibia,Caudata,Plethodontidae,Pseudoeurycea leprosa,"12,6",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Plethodontidae,Pseudoeurycea lineola,"18,6",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Plethodontidae,Pseudoeurycea nigromaculata,"10,3",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Plethodontidae,Pseudoeurycea rex,"11,467",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Plethodontidae,Pseudoeurycea robertsi,"12,1",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Plethodontidae,Pseudoeurycea smithi,"14,2",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Plethodontidae,Pseudoeurycea unguidentis,"15,3",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Plethodontidae,Thorius dubitus,"11,8",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Plethodontidae,Thorius troglodytes,"11,7",,"M. E. Feder, J. F. Lynch, H. B. Shaffer, D. B. Wake, Field body temperatures of tropical and temperature zone salamanders. Smithsonian herpetological information service 52, 1-23 (1982)."
Amphibia,Caudata,Rhyacotritonidae,Rhyacotriton olympicus,"7,973",,"R. C. Stebbins, Amphibians of western north America. (Univ of California Press, 1951); R. A. Nussbaum, A nest site of the Olympic salamander, Rhyacotriton olympicus (Gaige). Herpetologica 25, 277-278 (1969)."
Amphibia,Caudata,Salamandridae,Notophthalmus viridescens,"18,4",,"B. H. Brattstrom, A preliminary review of the thermal requirements of amphibians. Ecology 44, 238-255 (1963); F. H. Pough, Natural daily temperature acclimation of eastern red efts, Notophthalmus v. viridescens (Rafinesque) (Amphibia: Caudata). Comparative Biochemistry Physiology A 47, 71-78 (1974)."
Amphibia,Caudata,Salamandridae,Salamandra salamandra,"14,5",,"S. D. Busack, Body temperatures and live weights of five Spanish amphibians and reptiles. J. Herpetol. 12, 256-258 (1978)."
