Class,Order/Clade,Family,Species,Tb,Data,References
Aves,Gruiformes,Aramidae,Aramus guarauna,"40,5",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Gruiformes,Gruidae,Anthropoides paradiseus,"40,6",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Gruiformes,Gruidae,Antigone canadensis,"40,8",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Gruiformes,Rallidae,Fulica americana,"40,9",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Gruiformes,Rallidae,Rallus limicola,"40,9",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Acrocephalidae,Acrocephalus schoenobaenus,"39,3",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Acrocephalidae,Acrocephalus scirpaceus,"39,6",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Aegithalidae,Psaltriparus minimus,"40,2",Lab,"S. B. Chaplin, The energentic significance of huddling behavior in common bushittis (Psaltriparus minimus). Auk. 99, 424-430-67 (1982)."
Aves,Passeriformes,Alaudidae,Alauda arvensis,"40,6",Field,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Alaudidae,Eremophila alpestris,43,Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Bombycillidae,Bombycilla cedrorum,"42,8",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Calcariidae,Calcarius lapponicus,"41,7",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Calcariidae,Plectrophenax nivalis,40,Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Cardinalidae,Cardinalis cardinalis,"42,9",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Cardinalidae,Passerina amoena,"42,5",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Cardinalidae,Passerina cyanea,"42,6",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Cardinalidae,Pheucticus ludovicianus,"42,7",Field,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Cardinalidae,Pheucticus melanocephalus,"42,5",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Cardinalidae,Piranga flava,43,NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Cardinalidae,Piranga ludoviciana,"42,1",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Cardinalidae,Piranga olivacea,42,NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Cardinalidae,Piranga rubra,"43,1",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Cardinalidae,Spiza americana,"42,4",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Certhiidae,Certhia familiaris,42,Field,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Cinclidae,Cinclus mexicanus,"39,6",Lab,"D. E. Murrish, Responses to temperature in the dipper, Cinclus mexicanus. Comp. Biochem. Physiol. 34, 859-869 (1970)."
Aves,Passeriformes,Corvidae,Aphelocoma californica,"42,3",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Corvidae,Corvus brachyrhynchos,"42,2",Field,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Corvidae,Corvus corax,"39,4",Lab,"A. I. Anufriev, N. G. Solomonov, A. P. Isayev, V. F. Yadrikhinsky, N. I. Mordosova, Changes in the body temperature during the annual cycle and metabolic rate in the raven Corvus corax at winter ambient temperatures. Doklady. Biol. Sci. 422, 339-341 (2008)."
Aves,Passeriformes,Corvidae,Corvus cryptoleucus,"41,8",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Corvidae,Cyanocitta cristata,"42,7",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Corvidae,Cyanocitta stelleri,"41,4",Lab,"N. J. Mann, Comparative physiology of the scrub jay (Aphelocoma coerulescens) and the steller's jay (Cyanocitta stelleri). Comp. Biochem. Physiol. 76A, 305-318 (1983)."
Aves,Passeriformes,Corvidae,Gymnorhinus cyanocephalus,"42,4",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Corvidae,Nucifraga caryocatactes,42,Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Corvidae,Nucifraga columbiana,"41,6",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Corvidae,Perisoreus canadensis,"42,1",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Corvidae,Pica nuttalli,"42,2",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Corvidae,Pica pica,"41,8",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Emberizidae,Emberiza citrinella,"40,5",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Estrildidae,Estrilda troglodytes,"39,75",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Estrildidae,Taeniopygia guttata,"41,4",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Fringillidae,Coccothraustes vespertinus,"40,2",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Fringillidae,Fringilla coelebs,"40,8",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Fringillidae,Haemorhous mexicanus,"42,5",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Fringillidae,Haemorhous purpureus,"42,4",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Fringillidae,Loxia curvirostra,"42,3",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Fringillidae,Loxia leucoptera,43,Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Fringillidae,Pinicola enucleator,"41,6",Field,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Fringillidae,Spinus pinus,"42,1",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Fringillidae,Spinus tristis,"42,3",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Hirundinidae,Hirundo rustica,"41,4",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Hirundinidae,Petrochelidon pyrrhonota,"41,3",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Hirundinidae,Progne subis,"41,8",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Hirundinidae,Riparia riparia,"41,4",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Hirundinidae,Stelgidopteryx serripennis,"42,7",Field,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Hirundinidae,Tachycineta bicolor,"41,7",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Hirundinidae,Tachycineta thalassina,"40,9",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Icteridae,Agelaius phoeniceus,"42,4",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Icteridae,Agelaius tricolor,"42,6",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Icteridae,Dolichonyx oryzivorus,"41,7",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Icteridae,Euphagus carolinus,"43,4",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Icteridae,Euphagus cyanocephalus,"42,2",Field,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Icteridae,Icteria virens,"42,6",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Icteridae,Icterus bullockii,"42,2",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Icteridae,Icterus cucullatus,"42,9",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Icteridae,Icterus galbula,"42,8",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Icteridae,Icterus parisorum,"42,3",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Icteridae,Icterus spurius,"42,3",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Icteridae,Molothrus ater,"42,3",Field,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Icteridae,Quiscalus major,43,NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Icteridae,Quiscalus quiscula,"43,1",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Icteridae,Sturnella neglecta,"42,2",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Icteridae,Xanthocephalus xanthocephalus,"42,4",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Laniidae,Lanius collurio,"41,6",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Laniidae,Lanius excubitor,"41,5",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Laniidae,Lanius ludovicianus,"42,1",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Locustellidae,Locustella naevia,"42,4",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Mimidae,Dumetella carolinensis,"42,6",Field,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Mimidae,Mimus polyglottos,"42,9",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Mimidae,Oreoscoptes montanus,"42,9",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Mimidae,Toxostoma crissale,"42,8",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Mimidae,Toxostoma curvirostre,"42,7",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Motacillidae,Anthus cervinus,"40,1",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Motacillidae,Anthus pratensis,"40,5",Field,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Motacillidae,Anthus rubescens,"42,5",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Motacillidae,Anthus spinoletta,"40,3",Field,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Motacillidae,Anthus spragueii,"42,6",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Motacillidae,Anthus trivialis,"40,7",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Motacillidae,Motacilla alba,"40,6",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Motacillidae,Motacilla flava,"40,5",Field,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Muscicapidae,Erithacus rubecula,"40,6",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Muscicapidae,Ficedula hypoleuca,"40,4",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Muscicapidae,Ficedula parva,"40,7",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Muscicapidae,Luscinia svecica,"41,5",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Muscicapidae,Muscicapa striata,41,NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Muscicapidae,Oenanthe oenanthe,"41,2",Field,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Muscicapidae,Phoenicurus phoenicurus,41,NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Muscicapidae,Saxicola rubetra,"40,3",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Paridae,Baeolophus bicolor,43,NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Paridae,Baeolophus inornatus,"42,6",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Paridae,Baeolophus wollweberi,"42,5",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Paridae,Cyanistes caeruleus,"40,2",Lab,"F. Andreasson, A. Nord, J. Å. Nilsson, Experimentally increased nest temperature affects body temperature, growth and apparent survival in blue tit nestlings. J. Avian. Biol. 49, e01620 (2018)."
Aves,Passeriformes,Paridae,Poecile atricapillus,"42,4",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Paridae,Poecile carolinensis,"42,3",NA,"J. R. King, D. S. Farner, Energy metabolism, thermoregulation and body temperature. A. J. Marshall, Ed., Biology comparative physiology of birds (Academic Press, London, 1961), vol. 2, pp. 215-288."
Aves,Passeriformes,Paridae,Poecile cinctus,"41,5",NA,"J. R. King, D. S. Farner, Energy metabolism, thermoregulation and body temperature. A. J. Marshall, Ed., Biology comparative physiology of birds (Academic Press, London, 1961), vol. 2, pp. 215-288."
Aves,Passeriformes,Paridae,Poecile gambeli,"42,6",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Paridae,Poecile palustris,"41,6",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Paridae,Poecile sclateri,42,NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Cardellina canadensis,"41,9",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Cardellina pusilla,"41,8",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Geothlypis formosa,"42,1",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Geothlypis philadelphia,"42,1",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Geothlypis tolmiei,42,NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Geothlypis trichas,"42,3",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Helmitheros vermivorum,"42,3",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Leiothlypis celata,42,NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Leiothlypis luciae,"42,7",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Leiothlypis peregrina,"42,3",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Leiothlypis virginiae,"42,3",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Mniotilta varia,"42,2",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Parkesia motacilla,43,NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Parkesia noveboracensis,"42,7",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Seiurus aurocapilla,"41,9",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Setophaga caerulescens,"42,4",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Setophaga castanea,"42,5",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Setophaga cerulea,"42,8",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Setophaga citrina,"43,1",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Setophaga coronata,"42,5",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Setophaga discolor,"42,2",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Setophaga dominica,"42,4",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Setophaga fusca,"42,2",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Setophaga graciae,"42,2",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Setophaga magnolia,"42,2",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Setophaga nigrescens,"42,3",Lab,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Setophaga palmarum,"42,6",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Setophaga petechia,"42,6",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Setophaga pinus,"41,6",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Setophaga ruticilla,"43,2",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Setophaga striata,42,NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Setophaga tigrina,"42,7",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Setophaga virens,"42,2",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Parulidae,Vermivora chrysoptera,"42,7",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Passerellidae,Aimophila ruficeps,"43,2",Field,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Passerellidae,Ammodramus savannarum,"42,6",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Passerellidae,Amphispiza bilineata,"42,8",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Passerellidae,Artemisiospiza belli,43,NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Passerellidae,Calamospiza melanocorys,"42,4",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Passerellidae,Centronyx henslowii,"41,2",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Passerellidae,Junco hyemalis,"42,7",Field,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Passerellidae,Junco phaeonotus,"42,6",Field,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Passerellidae,Melospiza georgiana,"42,8",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
Aves,Passeriformes,Passerellidae,Melospiza lincolnii,"42,1",NA,"A. Clarke, P. Rothery, Scaling of body temperature in mammals and birds. Funct. Ecol. 22, 58-67 (2008)."
