"","species_name","GhAhSkew_seq_begining","GhAhSkew_start_codon"
"104","Glaucis hirsutus","0.221729464377506","0.0598047589993899"
"105","Heliactin bilophus","0.283950617283951","-0.171428571428571"
"106","Heliodoxa aurescens","0.0226611226611227","-0.191441441441441"
"107","Heliodoxa jacula","-0.0400172612197929","0.183638583638584"
"108","Heliodoxa xanthogonys","0.379022465088039","0.281349749202006"
"109","Heliomaster furcifer","-0.289915966386555","-0.257634902411022"
"110","Heliomaster longirostris","0.292307692307692","0.28125"
"111","Heliothryx auritus","0.335586106651524","0.150254683588017"
"112","Heliothryx barroti","0.214285714285714","0.236363636363636"
"113","Hylocharis chrysura","-0.0635986733001658","-0.0516317776591749"
"114","Hylocharis cyanus","0.217112553078796","0.136277428938702"
"115","Hylocharis eliciae","0.368881118881119","0.380570409982175"
"116","Hylocharis sapphirina","0.0928236614511124","0.165676083323142"
"117","Klais guimeti","0.174603174603175","-0.204819277108434"
"118","Lafresnaya lafresnayi","-0.240506329113924","-0.230769230769231"
"119","Lampornis calolaemus","-0.135078468298807","-0.101131451817951"
"120","Lampornis castaneoventris","0.192982456140351","0.10515873015873"
"121","Lampornis hemileucus","-0.214430673334783","-0.00984940984940985"
"122","Lophornis magnificus","-0.271523178807947","0.170731707317073"
"123","Lophornis ornatus","0.186440677966102","0.373134328358209"
"124","Lophornis pavoninus","0.157050641345994","0.168831168831169"
"125","Metallura tyrianthina","0.326666666666667","0.087719298245614"
"126","Metallura williami","-0.105263157894737","0.333333333333333"
"127","Oreonympha nobilis","0.333333333333333","-0.240506329113924"
"128","Oreotrochilus leucopleurus","0.267362299007869","0.457142857142857"
"129","Oreotrochilus melanogaster","-0.142857142857143","-0.142857142857143"
"130","Orthorhyncus cristatus","0.364583333333333","0.373641304347826"
"131","Panterpe insignis","-0.183635690485006","0.0770440251572327"
"132","Patagona gigas","0.333059210526316","0.15"
"133","Phaethornis augusti","-0.0799751475613545","0.317171717171717"
"134","Phaethornis bourcieri","0.187003105320961","0.153497552369705"
"135","Phaethornis eurynome","-0.08526626173685","0.043217865753077"
"136","Phaethornis griseoventer","-0.178571428571429","0.333333333333333"
"137","Phaethornis guy","0.288759223241024","0.186039710269837"
"138","Phaethornis longirostris","0.285714285714286","0.289167116299603"
"139","Phaethornis longuemareus","0.145811255931794","0.177474795586251"
"140","Phaethornis malaris","0.229831932773109","0.00224921277552857"
"141","Phaethornis mexicanus","0.235576923076923","0.198198198198198"
"142","Phaethornis nattereri","0.333333333333333","-0.205128205128205"
"143","Phaethornis pretrei","0.00162337662337662","0.0737100737100737"
"144","Phaethornis ruber","0.144160151622838","0.0306068996482826"
"145","Phaethornis squalidus","0.444444444444444","0.444444444444444"
"146","Phaethornis superciliosus","0.214331501831502","-0.0562924567177742"
"147","Polytmus guainumbi","-0.216216216216216","0.433333333333333"
"148","Polytmus theresiae","0.105597914630173","0.140457029309488"
"149","Ramphodon naevius","-0.316455696202532","-0.307692307692308"
"150","Sappho sparganurus","-0.26027397260274","-0.228571428571429"
"151","Schistes geoffroyi","-0.208791208791209","0.3125"
"152","Selasphorus calliope","0.223359731617445","0.331739565465981"
"153","Selasphorus platycercus","-0.00134720571930707","-0.0263863773357444"
"154","Selasphorus rufus","0.0742932652039668","0.0380989005542975"
"155","Selasphorus sasin","0.354517422139994","0.290316962730756"
"156","Selasphorus scintilla","0.0248868778280543","0.0328947368421053"
"157","Sephanoides sephaniodes","0.299395217164753","0.429357592093441"
"158","Stephanoxis lalandi","0.0981216797369087","-0.0413559322033898"
"159","Thalurania colombica","0.533921302578019","0.159393939393939"
"160","Thalurania fannyi","0.338113089651796","0.290249741278642"
"161","Thalurania furcata","0.155993920183626","0.142852687044837"
"162","Thalurania glaucopis","0.417782398696165","0.363291649152305"
"163","Thaumastura cora","0.104592206287122","0.109823888761087"
"164","Threnetes niger","-0.0124434389140272","0.0222919937205651"
"165","Threnetes ruckeri","0.00469483568075117","0.0130718954248366"
"166","Topaza pella","0.158424908424908","0.147115179902065"
"167","Trochilus polytmus","-0.272727272727273","0.193548387096774"
"168","Aegotheles bennettii","0.338028169014085","0.04"
"169","Aegotheles cristatus","-0.201307189542484","0.0255951315553965"
"170","Batrachostomus cornutus","-0.225352112676056","0.0247933884297521"
"171","Antrostomus carolinensis","0.0401382443736567","0.117785461805524"
"172","Antrostomus rufus","-0.0939958592132505","0.135245698418208"
"173","Antrostomus vociferus","0.218602883265418","0.0913154194484118"
"174","Lyncornis macrotis","0.140625","0.164516129032258"
"175","Nyctipolus nigrescens","0.128179953408786","-0.0283774937259154"
"176","Setopagis parvulus","0.26063422487645","0.106834712780902"
"177","Setopagis whitelyi","-0.0271836007130125","0.183673469387755"
"178","Caprimulgus aegyptius","0.294741876662781","0.129047198012715"
"179","Caprimulgus batesi","0.228224515210817","0.14775945360653"
"180","Caprimulgus centralasicus","0.321428571428571","0.0810810810810811"
"181","Caprimulgus europaeus","0.0640760216014846","0.0255801045801046"
"182","Caprimulgus eximius","-0.219512195121951","-0.0212765957446809"
"183","Caprimulgus indicus","0.175506203110189","0.175426339522525"
"184","Caprimulgus longirostris","0.303030303030303","-0.263157894736842"
"185","Caprimulgus macrurus","0.111828337104072","0.238122171945701"
"186","Caprimulgus nubicus","0.0720161867397044","0.16192537621109"
"187","Caprimulgus prigoginei","0.407407407407407","0"
"188","Eleothreptus anomalus","0.130833333333333","0.0414277638698215"
"189","Hydropsalis cayennensis","0.156195654601789","-0.064391613716951"
"190","Hydropsalis climacocerca","0.365079365079365","0.340028694404591"
"191","Hydropsalis maculicaudus","0.0281761006289308","0.075"
"192","Hydropsalis torquata","0.252527472527473","0.260950222459656"
"193","Nyctidromus albicollis","0.211531519606424","0.174701238021015"
"194","Nyctiphrynus mcleodii","0","0"
"195","Nyctiphrynus ocellatus","0.0950168918918919","0.121052631578947"
"196","Phalaenoptilus nuttallii","0.23005291005291","0.214545938380032"
"197","Chordeiles acutipennis","0.0530427846798123","-0.0609081660072177"
"198","Chordeiles minor","0.189999764915722","0.288007482117071"
"199","Lurocalis semitorquatus","0.218456153348526","0.0768107121119903"
"200","Nyctiprogne leucopyga","0.0902476427729562","0.170688085833545"
"201","Podager nacunda","0.250998271972848","0.0647125350134557"
"202","Nyctibius bracteatus","0.174825174825175","0.0967741935483871"
"203","Nyctibius grandis","-0.117097913764791","0.0214723616214349"
"204","Nyctibius griseus","-0.0214359072742789","-0.025154804465605"
"205","Podargus ocellatus","-0.225191790356867","0.00994623655913978"
"206","Podargus papuensis","-0.256210782430529","0.0178451178451178"
"207","Podargus strigoides","0.197568645497776","0.0259248488209853"
"208","Rigidipenna inexpectata","0.174603174603175","0.415384615384615"
"209","Steatornis caripensis","0.0534351145038168","-0.19496855345912"
"210","Eurypyga helias","0.0108918858918859","0.169373341498265"
"211","Rhynochetos jubatus","0.0166666666666667","0.219178082191781"
"212","Phaethon aethereus","-0.413793103448276","-0.458333333333333"
"213","Phaethon lepturus","0.229985997755586","0.113779241893393"
"214","Phaethon rubricauda","0.0695030421754167","0.167178896688991"
"215","Clanga clanga","0.0539249841888495","0.223653962492438"
"216","Clanga pomarina","-0.234567901234568","0.087719298245614"
"217","Lophotriorchis kienerii","0.44578313253012","0.0169491525423729"
"218","Accipiter badius","-0.135251428330768","-0.0152510098804406"
"219","Accipiter bicolor","0.238828202581927","-0.0702088996275043"
"220","Accipiter brevipes","0.127988748241913","0.332671300893744"
"221","Accipiter castanilius","-0.175100761307658","0.0254641909814324"
"222","Accipiter cooperii","0.07372374598468","0.119633668708869"
"223","Accipiter erythronemius","0.0607401315789474","-0.0474661097099622"
"224","Accipiter erythropus","0.170676691729323","0.45"
"225","Accipiter francesiae","0.0726263868768361","0.100207375643332"
"226","Accipiter gentilis","0.0644786565004785","0.0837241962757806"
"227","Accipiter gularis","0.0392543341920585","0.0013913062755783"
"228","Accipiter gundlachi","0.133333333333333","0.34375"
"229","Accipiter madagascariensis","0.277777777777778","-0.217391304347826"
"230","Accipiter melanoleucus","0.035186069824938","0.1800777000777"
"231","Accipiter minullus","0.0863983677904385","0.171616402198944"
"232","Accipiter nisus","0.0136037844329658","0.0460710390630215"
"233","Accipiter ovampensis","-0.333333333333333","-0.157894736842105"
"234","Accipiter poliogaster","0.142857142857143","-0.272727272727273"
"235","Accipiter rufiventris","0.0285714285714286","0.111111111111111"
"236","Accipiter soloensis","0.202379454926625","-0.0504410562148855"
"237","Accipiter striatus","0.037187229161427","0.0881709266001551"
"238","Accipiter superciliosus","0.0978835978835979","-0.0732054015636105"
"239","Accipiter tachiro","-0.00160220730856678","0.102046433778017"
"240","Accipiter toussenelii","0.0413067664496065","0.117582792504921"
"241","Accipiter trivirgatus","0.263625066571986","0.203485677204042"
"242","Accipiter virgatus","0.34106426668701","0.15697105555231"
"243","Aegypius monachus","0.00593863849177917","0.12875784812429"
"244","Aquila audax","0.419354838709677","0.428571428571429"
"245","Aquila chrysaetos","0.151870655940583","0.112320947630509"
"246","Aquila fasciata","-0.193371085942705","-0.0552036199095023"
"247","Aquila heliaca","-0.0103722073494627","-0.012475400017113"
"248","Aquila nipalensis","-0.0404271828800131","0.164704228295763"
"249","Aquila rapax","-0.0986051740958229","0.154541578529878"
"250","Aquila spilogaster","0.119080919080919","-0.156043956043956"
"251","Aquila verreauxii","0.14550959004982","0.368439134252014"
"252","Aviceda subcristata","-0.215189873417722","-0.129032258064516"
"253","Busarellus nigricollis","0.375727929187049","0.311790668348045"
"254","Butastur indicus","0.104374118841901","0.0883790665670027"
"255","Butastur liventer","-0.0728079090825095","0.119636260301222"
"256","Buteo albonotatus","-0.134615384615385","0.133735133543945"
"257","Buteo brachyurus","0.228445247415437","0.165940450254176"
"258","Buteo buteo","0.060250380879964","0.132995587835531"
"259","Buteo galapagoensis","0.0153394409208363","0.269820910498877"
"260","Buteo hemilasius","0.190630912496241","0.248452854335207"
"261","Buteo jamaicensis","-0.0454557758140276","0.0532115772832919"
"262","Buteo japonicus","0.407894736842105","0.0769230769230769"
"263","Buteo lagopus","-0.0127025551238775","0.126275404854537"
"264","Buteo lineatus","0.112524752383546","0.192911718546476"
"265","Buteo nitidus","0.157915057915058","0.403929544807387"
"266","Buteo platypterus","0.145765247256433","0.132478474286299"
"267","Buteo polyosoma","0.493975903614458","-0.235294117647059"
"268","Buteo regalis","0.0848933782267115","0.278080750095675"
"269","Buteo rufinus","-0.246626180836707","0.138461538461538"
"270","Buteo solitarius","0.481089743589744","-0.03125"
"271","Buteo swainsoni","0.228607183834515","0.200262097701772"
"272","Buteogallus aequinoctialis","0.0782317098106572","0.0955344258915687"
"273","Buteogallus anthracinus","0.407407407407407","0.476923076923077"
"274","Buteogallus meridionalis","0.00863697705802969","0.00159781654597323"
"275","Buteogallus urubitinga","-0.204431077334577","-0.168209753372177"
"276","Chelictinia riocourii","0.361111111111111","0.381818181818182"
"277","Circaetus cinereus","0.182344484783509","0.0887595701582724"
"278","Circaetus gallicus","0.170142346685026","0.0568896406170312"
"279","Circaetus pectoralis","0.0887208294792912","0.134444802817894"
"280","Circus aeruginosus","0.159892196822021","0.15350806224082"
"281","Circus approximans","0.19053414469236","-0.0634460920605499"
"282","Circus buffoni","0.174159174159174","0.196919619249075"
"283","Circus cinereus","0.0689655172413793","0.0196078431372549"
"284","Circus cyaneus","0.0587172021318579","0.0594149334144878"
"285","Circus macrourus","0.417721518987342","0.396825396825397"
"286","Circus melanoleucos","-0.0952336622602867","-0.0411605937921727"
"287","Circus pygargus","-0.177605144320438","0.298463579420839"
"288","Circus spilonotus","-0.0322229708306912","0.0416208971996679"
"289","Circus teauteensis","-0.163398692810458","0.0708661417322835"
"290","Elanoides forficatus","0.0464724443219067","0.0343768534667536"
"291","Elanus axillaris","0.506849315068493","-0.26984126984127"
"292","Elanus caeruleus","0.1098883551741","0.335854699271863"
"293","Elanus leucurus","0.0755243195002231","0.0447882092618935"
"294","Gampsonyx swainsonii","0.170629617557584","0.000979351436496252"
"295","Geranoaetus albicaudatus","0.0689290566483549","-0.00207102076667294"
"296","Geranoaetus melanoleucus","-0.268292682926829","-0.0416666666666667"
"297","Geranospiza caerulescens","-0.0349317349317349","0.0515636427662053"
"298","Gypaetus barbatus","0.129032258064516","0.838709677419355"
"299","Gypohierax angolensis","0.371641791044776","0.0695526695526696"
"300","Gyps africanus","-0.0583312095089793","-0.0703088819179245"
"301","Gyps bengalensis","0.358231707317073","-0.109406438631791"
"302","Gyps coprotheres","-0.0278634378172198","0.0398435405209035"
"303","Gyps fulvus","-0.131974351612594","0.0364163799500776"
"304","Gyps himalayensis","0.0386607544173424","0.0972488547991904"
"305","Gyps tenuirostris","-0.245901639344262","0.476190476190476"
"306","Haliaeetus albicilla","0.128935659994144","0.134283040248836"
"307","Haliaeetus ichthyaetus","0.158421033264645","0.0675645342312009"
"308","Haliaeetus leucocephalus","-0.0160586841301805","0.0922900730721401"
"309","Haliaeetus leucogaster","0.0640281806237295","-0.0727767175467654"
"310","Haliaeetus pelagicus","-0.186046511627907","-0.0188679245283019"
"311","Haliaeetus vocifer","0.0151074151074151","0.122961534340512"
"312","Haliastur indus","0.240514435295266","0.090001728826231"
"313","Haliastur sphenurus","0.0909090909090909","0.32258064516129"
"314","Harpagornis moorei","0.0656934306569343","-0.248484848484848"
"315","Harpagus bidentatus","0.169567962764107","0.131272677793904"
"316","Harpagus diodon","0.15625","0.15625"
"317","Harpyhaliaetus coronatus","0.11864406779661","0.301204819277108"
"318","Hieraaetus morphnoides","0.540540540540541","0.0441176470588235"
"319","Hieraaetus pennatus","0.473684210526316","0.483443708609272"
"320","Hieraaetus wahlbergi","0.214285714285714","0.16"
"321","Ictinia mississippiensis","-0.106424899588508","0.229542724776939"
"322","Ictinia plumbea","-0.0362280228860675","0.0186693983863795"
"323","Leptodon cayanensis","-0.305555555555556","0.0819672131147541"
"324","Leucopternis kuhli","-0.27710843373494","-0.268292682926829"
"325","Leucopternis lacernulatus","-0.3","0.0491803278688525"
"326","Leucopternis melanops","0.257618377871542","0.170491803278689"
"327","Leucopternis semiplumbeus","-0.324324324324324","0.116279069767442"
"328","Milvus lineatus","-0.289473684210526","-0.25"
"329","Milvus migrans","-0.0617031854746929","0.0437759477766769"
"330","Milvus milvus","-0.244775301095332","0.0433548959785841"
"331","Morphnarchus princeps","0.172413793103448","0.268292682926829"
"332","Necrosyrtes monachus","0.259259259259259","0.0196078431372549"
"333","Neophron percnopterus","0.221212121212121","0.0628460686600222"
"334","Nisaetus alboniger","-0.0619429590017825","0.110627177700348"
"335","Nisaetus bartelsi","0.124025974025974","0.462686567164179"
"336","Nisaetus cirrhatus","0.216114359974009","0.208428253469495"
"337","Nisaetus nipalensis","0.138593416836727","0.102221582708195"
"338","Nisaetus philippensis","0.511627906976744","0.48780487804878"
"339","Parabuteo leucorrhous","0.1875","0.4375"
"340","Parabuteo unicinctus","0.0622253899052278","-0.0423694957622189"
"341","Pernis apivorus","0.100119815409142","0.035558119543387"
"342","Pernis ptilorhynchus","0.185720489330663","0.149062163395226"
"343","Pithecophaga jefferyi","0.217596653338187","0.271387175043194"
"344","Pseudastur albicollis","0.349525745257453","0.0194606385746951"
"345","Rostrhamus sociabilis","0.161558512293806","0.14791208455523"
"346","Rupornis magnirostris","0.207412706272089","0.109790808174717"
"347","Sarcogyps calvus","0.143444459900156","0.102333102333102"
"348","Spilornis cheela","0.302070803534396","0.131448676028506"
"349","Spilornis holospilus","-0.219512195121951","0.442622950819672"
"350","Spizaetus melanoleucus","0.45","0.555555555555556"
"351","Spizaetus ornatus","-0.232558139534884","0.515151515151515"
"352","Spizaetus tyrannus","0.138612771154289","-0.11483451536643"
"353","Terathopius ecaudatus","-0.0747923374351284","-0.0755130920201343"
"354","Torgos tracheliotos","-0.0754449775576536","-0.19141103028427"
"355","Trigonoceps occipitalis","0.0980566945979675","0.325526932084309"
"356","Cathartes aura","0.0332743120678457","-0.09831155659534"
"357","Cathartes burrovianus","0.0713468587378737","0.0956058143089627"
"358","Cathartes melambrotus","0.0736879736879737","-0.082450874392232"
"359","Coragyps atratus","-0.042837362333631","0.0826628044655348"
"360","Gymnogyps californianus","0.142857142857143","-0.189189189189189"
"361","Sarcoramphus papa","0.0525795802308489","0.0947968211126106"
"362","Vultur gryphus","-0.010871061115885","0.0200555898986259"
"363","Pandion haliaetus","-0.0852270478046751","0.0640212372698571"
"364","Sagittarius serpentarius","-0.0785507246376811","0.183617193836172"
"365","Aceros cassidix","0.178530643319376","0.0215923860634774"
"366","Aceros corrugatus","0.555555555555556","-0.222222222222222"
"367","Aceros waldeni","0.512820512820513","0.136690647482014"
"368","Anthracoceros albirostris","0.530416951469583","0.133915343915344"
"369","Anthracoceros coronatus","0.48780487804878","0.484662576687117"
"370","Anthracoceros malayanus","0.226623376623377","0.14817208934856"
"371","Buceros bicornis","0.348550520266225","0.128512624860769"
"372","Buceros hydrocorax","0.41025641025641","0.402597402597403"
"373","Buceros rhinoceros","0.414692711132218","-0.039397377673769"
"374","Bycanistes brevis","-0.0739087897134044","0.155440098299146"
"375","Lophoceros camurus","-0.245697074010327","0.105185909980431"
"376","Penelopides panini","0.0712639017608897","0.424977116960239"
"377","Rhyticeros plicatus","-0.25091082440766","0.102749375985519"
"378","Rhyticeros undulatus","-0.0759301444109016","0.200557253485645"
"379","Tockus alboterminatus","0.219512195121951","-0.172413793103448"
"380","Tockus erythrorhynchus","0.355932203389831","0.283018867924528"
"381","Tockus flavirostris","-0.12","0"
"382","Tockus leucomelas","0.616438356164384","-0.147540983606557"
"383","Bucorvus abyssinicus","-0.10660202369152","0.0706419028999674"
"384","Bucorvus leadbeateri","0.0484639202458419","0.0786693961461721"
"385","Cariama cristata","0.105047557377315","0.0795959357472627"
"386","Chunga burmeisteri","0.573333333333333","0.166666666666667"
"387","Aethia cristatella","0.072491672577215","-0.0551232662223472"
"388","Aethia psittacula","-0.0854136355183897","0.0111898449520653"
"389","Aethia pusilla","-0.315334855403349","-0.00268813312291573"
"390","Aethia pygmaea","-0.115497309394023","0.109071388359493"
"391","Alca torda","-0.0112618003793395","-0.0564345965967214"
"392","Alle alle","-0.0394255642549814","0.0317917233319769"
"393","Brachyramphus brevirostris","0.135792501666436","-0.0480055615272876"
"394","Brachyramphus marmoratus","-0.00597319824353769","-0.0092686859022112"
"395","Brachyramphus perdix","-0.0847811447811448","0.13649455506398"
"396","Cepphus carbo","-0.16478978978979","0.00354947721757275"
"397","Cepphus columba","0.0456031904287139","0.15655529081182"
"398","Cepphus grylle","-0.115132685981463","0.00129873485834516"
"399","Cerorhinca monocerata","0.0304360096461245","0.123179535899842"
"400","Fratercula arctica","-0.122244965922016","0.0324976302138549"
"401","Fratercula cirrhata","-0.0428890461905757","0.0440286115380255"
"402","Fratercula corniculata","0.176241451005101","-0.154171925465461"
"403","Ptychoramphus aleuticus","0.203448775539777","-0.071377331420373"
"404","Synthliboramphus antiquus","0.0764969021719648","0.106279850383185"
"405","Synthliboramphus craveri","0.108735048930772","-0.106373815676141"
"406","Synthliboramphus hypoleucus","0.133333333333333","0.333333333333333"
"407","Synthliboramphus wumizusume","0.167321977376015","-0.0582063737108381"
"408","Uria aalge","-0.038633999028951","0.0161272425551366"
"409","Uria lomvia","0.0241050900358231","-0.00969244575461531"
"410","Burhinus bistriatus","0.0534189222294211","0.211959213226819"
"411","Burhinus capensis","0.513513513513513","-0.108108108108108"
"412","Burhinus grallarius","0.383561643835616","0.0983606557377049"
"413","Burhinus oedicnemus","0.075713155567965","0.186430127606598"
"414","Anarhynchus frontalis","0.269230769230769","-0.4"
"415","Charadrius alexandrinus","0.114068954130288","0.0791026956282547"
"416","Charadrius alticola","-0.0563653611164705","-0.0931240557327514"
"417","Charadrius asiaticus","-0.245283018867925","0.294117647058824"
"418","Charadrius bicinctus","0.18859649122807","0.226587595749938"
"419","Charadrius collaris","-0.00166130395763457","0.11178458221869"
"420","Charadrius dubius","-0.0248382687111196","0.0265038116753556"
"421","Charadrius falklandicus","0.170859277708593","-0.0566666666666667"
"422","Charadrius forbesi","-0.115384615384615","-0.102040816326531"
"423","Charadrius hiaticula","-0.148159514255046","-0.0331739329361017"
"424","Charadrius leschenaultii","0.318811038262081","0.110912951895379"
"425","Charadrius marginatus","0.067563025210084","0.0839791356184799"
"426","Charadrius melodus","-0.00432488987476201","0.0131259904729077"
"427","Charadrius modestus","0.0236227001605257","0.0724242424242424"
"428","Charadrius mongolus","0.230074327784966","0.0725608391903504"
"429","Charadrius montanus","-0.127418492169842","0.0834228408506817"
"430","Charadrius morinellus","0.0605223601087966","0.0737570203490685"
"431","Charadrius nivosus","0.295938104448743","0.335185185185185"
"432","Charadrius obscurus","0.0702033598585323","0.285714285714286"
"433","Charadrius pallidus","0.332091750841751","0.125874125874126"
"434","Charadrius pecuarius","0.0905328218243819","-0.00665034679722562"
"435","Charadrius peronii","0.0767195767195767","0.145838956365272"
"436","Charadrius placidus","0.129127723243001","0.080813041971607"
"437","Charadrius ruficapillus","-0.283582089552239","0.384615384615385"
"438","Charadrius sanctaehelenae","0.171428571428571","-0.254237288135593"
"439","Charadrius semipalmatus","0.0746970563187458","0.00574785054803376"
"440","Charadrius thoracicus","-0.0714285714285714","0.280701754385965"
"441","Charadrius tricollaris","0.304347826086957","-0.00250783699059562"
"442","Charadrius veredus","0.302325581395349","0.319148936170213"
