Species;Bad1Good2;Wild-1_Aviary-2_Domestic-3;Day-Night;n;Mass;Trait;TraitValue;Method;Mountains;Summer-Winter;Breeding-NonBreeding;Climate;World;Passerine;Order;Elevation;ElevationLatCor;MeanSurfaceTemperature;AbsoluteMinSurfaceTemperature;AbsoluteMaxSurfaceTemperature;AbsoluteSurfaceTemperatureRange;AverageDailyMinimumSurfaceTemperature;AverageDailyMaximumSurfaceTemperature;AverageDailySurfaceTemperatureDifference;SD_DailyMeanSurfaceTemperature;SE_DailyMeanSurfaceTemperature;MeanGaussianTemperature;AbsoluteMinGaussianTemperature;AbsoluteMaxGaussianTemperature;AbsoluteGaussianTemperatureRange;AverageDailyMinimumGaussianTemperature;AverageDailyMaximumGaussianTemperature;AverageDailyGaussianTemperatureDifference;SD_DailyMeanGaussianTemperature;SE_DailyMeanGaussianTemperature
Phylloscopus plumbeitarsus;2;1;N;2;5,9;BMR;21,1;flow;N;Spring;NA;Tropical;Old;P;Passeriformes;140;13,25273224;27,1415355;23,14711109;35,11477778;11,96766669;23,77042339;31,68932946;7,918906066;0,974865019;0,260543636;28,13550728;22,83276285;40,37237154;17,53960869;23,62922888;34,78716683;11,15793794;1,519093728;0,405994876
Phylloscopus schwarzi;2;1;N;1;7,8;BMR;28,2;flow;N;Spring;NA;Tropical;Old;P;Passeriformes;140;13,25273224;26,76505174;22,02601122;33,48788928;11,46187807;23,01262667;31,55200342;8,539376754;0,655853076;0,247889162;27,85365718;22,1633189;39,01782499;16,85450609;22,7450059;35,55667855;12,81167265;0,811149198;0,306585579
Phylloscopus sibilatrix;NA;NA;N;NA;9,2;BMR;31,37;NA;;;;Temperate;Old;P;Passeriformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Phylloscopus sibilatrix;NA;NA;N;4;9,2;BMR;31,5;close;;Summer;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Phylloscopus tenellipes;2;1;N;19;7;BMR;28,5;flow;N;Spring;NA;Tropical;Old;P;Passeriformes;140;13,25273224;26,76577043;19,80855551;34,6328889;14,82433339;22,96223406;31,51463449;8,552400436;1,07957727;0,107957727;27,5475374;18,88271074;40,91623167;22,03352093;22,41066107;34,19477577;11,7841147;1,314632103;0,13146321
Phylloscopus trochilus;2;NA;N;NA;10,7;BMR;37,35;NA;;;;Temperate;Old;P;Passeriformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Phylloscopus trochilus;2;2;N;2;8;BMR;31,14;flow;N;Autumn;N;Temperate;Old;P;Passeriformes;NA;NA;22;20;24;NA;NA;NA;NA;NA;NA;22;20;24;NA;NA;NA;NA;NA;NA
Phylloscopus trochilus;NA;1;N;NA;8,5;BMR;35;NA;NA;NA;NA;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Phylloscopus trochilus;NA;1;D;NA;8,5;BMR;42;NA;NA;NA;NA;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Phylloscopus trochilus;NA;NA;N;7;10,7;BMR;37,5;close;;Winter;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Phytotoma rara;1;2;N;21;41,6;RMR;102,8;close;;;;Sub;New;P;Passeriformes;569;-25,9601062;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Pica nuttalli;2;2;N;;151,9;BMR;263,34;flow;Y;Autumn;N;Sub;New;P;Passeriformes;NA;NA;25;23;27;4;NA;NA;NA;NA;NA;25;23;27;4;NA;NA;NA;NA;NA
Pica pica;2;2;N;9;158,9;BMR;214,24;flow;Y;Autumn;N;Temperate;New;P;Passeriformes;NA;NA;25;23;27;4;NA;NA;NA;NA;NA;25;23;27;4;NA;NA;NA;NA;NA
Pica pica;NA;1;N;NA;193;BMR;279;NA;NA;NA;NA;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Pica pica;NA;1;D;NA;193;BMR;360;NA;NA;NA;NA;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Pica pica;2;1;N;1;178;BMR;275,4;flow;N;NA;NA;Temperate;Old;;;9;53,29529536;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Pica pica;NA;NA;N;;202;BMR;309,5;close;;Winter;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Dryobates pubescens;2;1;N;;23,3;BMR;59,16;flow;N;Summer;;Temperate;New;N;Piciformes;345;47,25717045;19,42427118;5,504642347;31,91575365;26,41111131;15,88443563;23,18620826;7,301772632;3,929807684;0,374692461;19,74562835;0,479137089;34,6216331;34,14249601;15,05114404;24,10555031;9,054406269;3,969184444;0,378446888
Dryobates pubescens;2;1;N;;24,8;BMR;88,03;flow;N;Winter;N;Temperate;New;N;Piciformes;345;47,25717045;-6,831384049;-28,13160462;13,36684696;41,49845159;-9,644028453;-3,569643317;6,074385136;6,482518901;0,463037064;-7,556117447;-29,49555761;12,89522716;42,39078477;-11,45581204;-3,781578236;7,674233808;6,120286129;0,437163295
Dryobates pubescens;2;;N;;24,1;BMR;73,43;NA;;;;Temperate;New;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Picumnus rufiventris;2;1;N;2;21,9;BMR;46,57;flow;N;NA;N;Tropical;New;N;Piciformes;427;-7,05;16,36000568;8,88461333;22,83929391;13,95468058;14,71226554;18,55727791;3,845012366;1,015403607;0,046346622;15,55087837;6,007049766;22,64380206;16,6367523;13,27533128;18,68043551;5,405104225;1,301585237;0,059408966
Picus canus;2;1;N;3;152,1;BMR;184;flow;N;Spring;NA;Tropical;Old;N;Piciformes;140;13,25273224;27,89738926;22,07099998;35,11477778;13,0437778;24,08132637;32,88635745;8,805031084;1,253757262;0,273592265;28,80079953;21,35835768;38,3025681;16,94421042;24,04393388;35,39002156;11,34608768;1,545008404;0,337148474
Picus chlorolophus;2;1;N;2;68,5;BMR;96,7;flow;N;Spring;NA;Tropical;Old;N;Piciformes;140;13,25273224;26,89061717;22,59299997;33,59609978;11,00309981;23,77844908;30,50855932;6,73011024;0,994071107;0,265676679;27,50225665;22,53230814;40,91623167;18,38392353;23,6766478;32,88910746;9,212459657;1,559500155;0,416793948
Picus vittatus;2;1;N;20;120,8;BMR;156,3;flow;N;Spring;NA;Tropical;Old;N;Piciformes;140;13,25273224;27,2418109;21,46377774;35,11477778;13,65100004;24,30840133;30,92079625;6,612394923;1,14773068;0,113089264;27,7070178;20,88084833;40,37237154;19,49152321;24,22533444;32,8342844;8,608949964;1,530281507;0,150783117
Pinicola enucleator;NA;NA;N;;78,4;BMR;195,5;close;;Winter;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Melozone aberti;NA;NA;D;NA;46,6;BMR;131;NA;NA;NA;NA;Sub;New;P;Passeriformes;410;38,77735218;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Pipilo chlorurus;2;1;D;6;30,25;RMR;103,09;flow;NA;Summer;Y;Sub;New;P;Passeriformes;1696;57,24262295;22,85962082;5,91;35,07;29,16;18,51954582;26,93417299;8,414627164;5,337615944;0,652093574;22,41234743;1,548223342;39,02711136;37,47888801;12,62182469;30,35274606;17,73092137;5,191807178;0,634280198
Melozone fusca;NA;NA;D;NA;43,7;BMR;119,5;NA;NA;NA;NA;Sub;New;P;Passeriformes;178;36,41434423;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Lepidothrix coronata;2;1;N;1;15,4;BMR;41,24;flow;;Summer;;Tropical;New;P;Passeriformes;37;9,601912572;25,86921464;23,67713138;28,59682462;4,919693235;25,38733006;26,43547584;1,048145781;0,531055638;0,045705992;25,67656049;23,78640422;28,38896015;4,602555933;24,98260248;26,56470202;1,582099542;0,423261754;0,036428572
Pipra fasciicauda;2;1;N;38;16,4;BMR;46,57;flow;N;NA;N;Tropical;New;P;Passeriformes;427;-7,05;16,36000568;8,88461333;22,83929391;13,95468058;14,71226554;18,55727791;3,845012366;1,015403607;0,046346622;15,55087837;6,007049766;22,64380206;16,6367523;13,27533128;18,68043551;5,405104225;1,301585237;0,059408966
Ceratopipra mentalis;2;2;N;NA;12,3;BMR;34,91;flow;N;Summer;NA;Tropical;New;P;Passeriformes;175;11,45309797;25,63718129;24,20948633;27,18001535;2,97052902;25,2152751;26,13834222;0,923067114;0,443794145;0,054627283;25,24673655;23,95207112;27,08140859;3,129337471;24,69503593;25,93234141;1,237305479;0,30848644;0,037972056
Ceratopipra mentalis;2;2;D;NA;12,4;BMR;45,93;flow;N;Summer;NA;Tropical;New;P;Passeriformes;175;11,45309797;26,93411242;25,52592447;28,76573702;3,239812554;26,41805255;27,46917651;1,051123962;0,449382497;0,055315162;26,46551046;25,07650974;29,13032007;4,053810326;25,77006633;27,35066838;1,580602047;0,396890024;0,048853785
Ceratopipra mentalis;2;1;N;2;14,5;BMR;53,30710491;flow;;Autumn;;Tropical;New;;;177;11,47894648;25,75254821;24,48797373;27,91868574;3,430712009;25,29212362;26,31880437;1,026680747;0,403438981;0,049287916;25,3150198;23,95579609;27,41404052;3,458244428;24,7681127;26,02318497;1,25507227;0,317843538;0,038830768
Ceratopipra mentalis;2;1;N;6;14,2;BMR;44,28;flow;;Summer;;Tropical;New;;;37;9,601912572;25,86921464;23,67713138;28,59682462;4,919693235;25,38733006;26,43547584;1,048145781;0,531055638;0,045705992;25,67656049;23,78640422;28,38896015;4,602555933;24,98260248;26,56470202;1,582099542;0,423261754;0,036428572
Ceratopipra mentalis;1;2;D;1;12;RMR;55,56;open;N;NA;N;Tropical;New;P;Passeriformes;175;11,45309797;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Pipraeidea melanonota;2;1;N;3;20,3;BMR;68,06;flow;N;NA;N;Tropical;New;P;Passeriformes;427;-7,05;16,36000568;8,88461333;22,83929391;13,95468058;14,71226554;18,55727791;3,845012366;1,015403607;0,046346622;15,55087837;6,007049766;22,64380206;16,6367523;13,27533128;18,68043551;5,405104225;1,301585237;0,059408966
Pipreola arcuata;2;1;N;1;93;BMR;107,46;flow;N;NA;N;Tropical;New;P;Passeriformes;427;-7,05;16,36000568;8,88461333;22,83929391;13,95468058;14,71226554;18,55727791;3,845012366;1,015403607;0,046346622;15,55087837;6,007049766;22,64380206;16,6367523;13,27533128;18,68043551;5,405104225;1,301585237;0,059408966
Pipreola intermedia;2;1;N;2;49,6;BMR;109,25;flow;N;NA;N;Tropical;New;P;Passeriformes;427;-7,05;16,36000568;8,88461333;22,83929391;13,95468058;14,71226554;18,55727791;3,845012366;1,015403607;0,046346622;15,55087837;6,007049766;22,64380206;16,6367523;13,27533128;18,68043551;5,405104225;1,301585237;0,059408966
Piranga ludoviciana;2;1;D;5;28,3;RMR;91,79;flow;NA;Summer;Y;Sub;New;P;Passeriformes;1696;57,24262295;22,85962082;5,91;35,07;29,16;18,51954582;26,93417299;8,414627164;5,337615944;0,652093574;22,41234743;1,548223342;39,02711136;37,47888801;12,62182469;30,35274606;17,73092137;5,191807178;0,634280198
Melanorectes nigrescens;2;1;N;1;70,5;BMR;149,5;flow;Y;;;Tropical;Old;P;Passeriformes;2094;21,50073008;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Pitta moluccensis;2;1;N;52;74,6;BMR;96,8;flow;N;Spring;NA;Tropical;Old;P;Passeriformes;140;13,25273224;27,30865268;22,53133331;35,90807621;13,3767429;24,74507595;30,32569909;5,580623136;1,204285061;0,084110917;27,56557206;21,42671706;40,37237154;18,94565448;24,76796907;31,81861848;7,050649408;1,62346215;0,113387515
Pitta versicolor;2;2;N;2;83,1;BMR;101,5;flow;N;;;Temperate;Old;P;Passeriformes;299;-36,79923352;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Platyrinchus coronatus;2;1;N;2;10,8;BMR;28,66;flow;N;NA;N;Tropical;New;P;Passeriformes;427;-7,05;16,36000568;8,88461333;22,83929391;13,95468058;14,71226554;18,55727791;3,845012366;1,015403607;0,046346622;15,55087837;6,007049766;22,64380206;16,6367523;13,27533128;18,68043551;5,405104225;1,301585237;0,059408966
Platyrinchus platyrhynchos;2;1;N;1;14;BMR;53,73;flow;N;NA;N;Tropical;New;P;Passeriformes;427;-7,05;16,36000568;8,88461333;22,83929391;13,95468058;14,71226554;18,55727791;3,845012366;1,015403607;0,046346622;15,55087837;6,007049766;22,64380206;16,6367523;13,27533128;18,68043551;5,405104225;1,301585237;0,059408966
Plectrophenax nivalis;1;2;D;7;41,29;RMR;131,42;open;N;Winter;N;Polar;New;P;Passeriformes;0;71,383215;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Ploceus aurantius;2;NA;N;6;18,7;BMR;39,4;flow;N;NA;N;Sub;New;;;323;38,21427157;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Ploceus philippinus;2;1;N;17;22,1;BMR;59,2;flow;N;Spring;NA;Tropical;Old;P;Passeriformes;140;13,25273224;26,81941794;21,41944441;33,83877777;12,41933336;23,40308286;30,8962373;7,493154439;1,064400713;0,149045912;27,67986005;20,31234467;41,68993011;21,37758544;23,24650334;33,39705215;10,15054881;1,513440708;0,211924088
Pluvialis apricaria;2;1;N;2;159;BMR;223,2;flow;N;NA;NA;Temperate;Old;;;9;53,29529536;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Pluvialis dominica;NA;2;N;1;118;BMR;114,5;flow;N;Winter;N;Tropical;Old;N;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Pluvialis squatarola;2;2;N;3;226;BMR;319,12;flow;N;NA;N;Temperate;Old;N;Charadriiformes;9;53,29529536;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Podargus ocellatus;2;2;N;2;145;BMR;101,5;flow;;Summer;;Tropical;Old;N;Caprimulgiformes;70;-4,115300543;23,88012581;21,50772113;26,93036445;5,422643318;22,75769574;25,02163131;2,263935576;0,398001718;0,048623649;24,12755359;22,17449265;27,12638083;4,951888184;22,98526537;25,39280612;2,407540751;0,362291371;0,044260936
Podargus papuensis;2;2;N;2;314,6;BMR;191,9;flow;N;;;Tropical;Old;N;Caprimulgiformes;18;-4,989537426;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Podargus strigoides;2;2;N;4;341,4;BMR;201,77;flow;N;Autumn;NA;Temperate;Old;N;Caprimulgiformes;27;-42,54854864;11,4951761;6,943832578;18,07003226;11,12619968;10,60256492;12,30324835;1,700683432;1,645565743;0,167081887;12,22694943;8,689558675;17,17948866;8,489929986;11,64677886;12,80120941;1,154430547;1,347456932;0,136813523
Podargus strigoides;2;2;N;3;299,5;BMR;202,76;flow;N;Spring;NA;Temperate;Old;N;Caprimulgiformes;27;-42,54854864;10,45786747;6,008812725;16,53374347;10,52493075;9,591234173;11,30827611;1,717041939;1,49440343;0,249067238;11,05631231;7,566635324;15,19805556;7,631420238;10,43765683;11,70212494;1,264468109;0,969391841;0,161565307
Podargus strigoides;2;3;N;4;419,6;BMR;161,1;flow;N;;;Tropical;Old;N;Caprimulgiformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Podiceps nigricollis;2;1;both;40;317;BMR;385,1;flow;Y;Summer;N;Sub;New;N;Podicipedi;1986;64,06832364;21,1396427;3,581031287;36,68757814;33,10654686;13,42620531;27,75489038;14,32868507;3,048318004;0,207411769;20,93759346;-1,025998011;39,88978021;40,91577822;8,350726425;31,43659644;23,08587001;3,310064263;0,225221346
Plesiodryas albonotata;2;NA;N;;36,4;BMR;80,68;flow;;;;Tropical;Old;P;Passeriformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Taeniopygia guttata;2;1;N;2;10,8;BMR;28,8;flow;N;NA;NA;Temperate;Old;;;9;53,29529536;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Pogonotriccus ophthalmicus;2;1;N;2;8,8;BMR;42,99;flow;N;NA;N;Tropical;New;P;Passeriformes;427;-7,05;16,36000568;8,88461333;22,83929391;13,95468058;14,71226554;18,55727791;3,845012366;1,015403607;0,046346622;15,55087837;6,007049766;22,64380206;16,6367523;13,27533128;18,68043551;5,405104225;1,301585237;0,059408966
Pomatostomus ruficeps;2;1;N;8;45,4;BMR;79,2;flow;N;Winter;NA;Sub;Old;P;Passeriformes;0;-34,25;17,04887436;11,56164;24,51773224;12,95609224;15,84357679;18,15292617;2,309349384;2,323684449;0,28178813;18,04217591;13,70450582;23,04656565;9,342059835;17,20561705;18,9271879;1,721570851;1,868076083;0,2265375
Pomatostomus superciliosus;2;2;N;4;36,1;BMR;61,8;flow;N;Winter;NA;Sub;Old;P;Passeriformes;183;-28,69;20,02134173;1,16325567;41,29384767;40,130592;15,5680908;25,48640237;9,918311567;7,554803262;0,409716733;19,61899372;-3,811825799;46,10407571;49,91590151;13,6256509;27,34295786;13,71730697;8,13874518;0,441385429
Pomatorhinus schisticeps;2;1;N;1;36;BMR;75,2;flow;N;Spring;NA;Tropical;Old;P;Passeriformes;140;13,25273224;27,6018037;24,08999999;33,5756667;9,48566671;24,59676189;30,83934922;6,242587332;1,304236204;0,49295495;28,29899338;23,39303304;40,37237154;16,9793385;24,85235455;33,78104478;8,928690232;2,18865894;0,827235323
Pooecetes gramineus;2;1;N;8;21,5;BMR;49;flow;N;Summer;NA;Sub;New;P;Passeriformes;22;29,93825159;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Porphyrio hochstetteri;2;2;D;2;2758,3;BMR;1235,7;flow;;;;Temperate;Old;N;Gruiformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Porphyrio porphyrio;2;2;N;2;919,3;BMR;663,7;flow;;;;Temperate;Old;N;Gruiformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Porzana cinerea;2;2;N;2;47,9;BMR;88,6;flow;;;;Temperate;Old;N;Gruiformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Premnoplex brunnescens;2;1;N;17;15,7;BMR;57,31;flow;N;NA;N;Tropical;New;P;Passeriformes;427;-7,05;16,36000568;8,88461333;22,83929391;13,95468058;14,71226554;18,55727791;3,845012366;1,015403607;0,046346622;15,55087837;6,007049766;22,64380206;16,6367523;13,27533128;18,68043551;5,405104225;1,301585237;0,059408966
Prinia flaviventris;2;1;N;22;7,2;BMR;26,6;flow;N;Spring;NA;Tropical;Old;P;Passeriformes;140;13,25273224;26,98542707;19,80855551;35,90807621;16,0995207;23,59539781;31,34489285;7,749495045;1,403610522;0,145547631;27,76731174;19,76550462;39,06851504;19,30301043;23,44910888;33,89223048;10,4431216;1,678345191;0,174036289
Prinia hodgsonii;2;1;N;7;7,2;BMR;33,6;flow;N;Spring;NA;Tropical;Old;P;Passeriformes;140;13,25273224;27,8308097;22,7003333;35,86732364;13,16699034;24,48921902;32,08280734;7,593588328;1,070411348;0,152915907;28,64254425;22,46143988;38,89066975;16,42922986;24,59402993;34,67719085;10,08316092;1,459095522;0,208442217
Prinia inornata;2;1;N;36;10,2;BMR;41,3;flow;N;Spring;NA;Tropical;Old;P;Passeriformes;140;13,25273224;27,07596156;21,46377774;36,34155557;14,87777783;23,74709523;31,95427708;8,20718185;1,185412162;0,109591393;27,97316668;20,31234467;39,06851504;18,75617038;23,70004819;34,5874053;10,88735711;1,411460767;0,130489594
Prinia maculosa;2;1;D;6;9,19;RMR;60,6;flow;NA;Summer;Y;Sub;Old;P;Passeriformes;0;-34;15,3202358;10,6179788;26,414;15,7960212;13,49586422;17,51238137;4,016517148;2,161531679;0,274514798;15,47127954;10,76776343;25,26923768;14,50147425;13,01354508;18,78847032;5,774925236;1,686587463;0,214196822
Procellaria aequinoctialis;NA;1;N;7;1287;BMR;1130,72;flow;N;Summer;N;Temperate;Old;N;Procellariiformes;54;-46,15846995;6,188114685;0,27573333;11,57714666;11,30141333;5,167903247;7,189483469;2,021580222;1,84613734;0,09597611;6,094357783;1,401445276;10,23927846;8,837833182;5,458326258;6,694189194;1,235862936;1,446002828;0,075174107
Procellaria cinerea;NA;1;N;2;1014;BMR;898,36;flow;N;Summer;N;Temperate;Old;N;Procellariiformes;54;-46,15846995;6,188114685;0,27573333;11,57714666;11,30141333;5,167903247;7,189483469;2,021580222;1,84613734;0,09597611;6,094357783;1,401445276;10,23927846;8,837833182;5,458326258;6,694189194;1,235862936;1,446002828;0,075174107
Progne chalybea;2;1;N;6;34,9;BMR;83,9;flow;;Summer;;Tropical;New;P;Passeriformes;37;9,601912572;25,86921464;23,67713138;28,59682462;4,919693235;25,38733006;26,43547584;1,048145781;0,531055638;0,045705992;25,67656049;23,78640422;28,38896015;4,602555933;24,98260248;26,56470202;1,582099542;0,423261754;0,036428572
Prosthemadera novaeseelandiae;2;NA;N;;144,2;BMR;198,21;flow;;;;Tropical;Old;P;Passeriformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Protonotaria citrea;2;1;N;3;12,8;BMR;35,5;flow;N;Summer;NA;Sub;New;P;Passeriformes;22;29,93825159;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Prunella modularis;2;NA;N;NA;16,8;BMR;58,27;NA;;;;Temperate;Old;P;Passeriformes;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Prunella modularis;2;2;N;3;18,6;BMR;64,18;flow;N;Autumn;N;Temperate;Old;P;Passeriformes;NA;NA;22;20;24;NA;NA;NA;NA;NA;NA;22;20;24;NA;NA;NA;NA;NA;NA
Prunella modularis;NA;NA;N;4;16,8;BMR;58,5;close;;Autumn;;NA;Old;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Psaltriparus minimus;2;2;N;12;5,5;BMR;21,78;flow;N;NA;NA;Sub;New;P;Passeriformes;193;36,65811854;20;18;22;4;NA;NA;NA;NA;NA;20;18;22;4;NA;NA;NA;NA;NA
Pseudocolaptes boissonneautii;2;1;N;1;42,9;BMR;98,51;flow;N;NA;N;Tropical;New;P;Passeriformes;427;-7,05;16,36000568;8,88461333;22,83929391;13,95468058;14,71226554;18,55727791;3,845012366;1,015403607;0,046346622;15,55087837;6,007049766;22,64380206;16,6367523;13,27533128;18,68043551;5,405104225;1,301585237;0,059408966
Psilopogon australis;2;1;N;1;28,3;BMR;61,7;flow;N;Spring;NA;Tropical;Old;N;Piciformes;140;13,25273224;27,38121893;24,14766698;33,17866668;9,030999699;24,87170245;30,43968419;5,567981738;1,316196838;0,497475644;27,96013734;23,91122286;36,99006074;13,07883788;25,12941372;32,7201395;7,590725785;1,863732484;0,704424666
Psilopogon faiostrictus;2;1;N;1;75,3;BMR;166,9;flow;N;Spring;NA;Tropical;Old;N;Piciformes;140;13,25273224;27,50041326;23,0003333;32,85844447;9,858111165;24,23538391;31,57630843;7,340924525;0,35216279;0,133105023;28,04807166;23,57199957;35,89986746;12,3278679;24,3288252;34,08024184;9,751416638;0,633573791;0,239468384
Psilopogon lineatus;2;1;N;1;116,7;BMR;131,7;flow;N;Spring;NA;Tropical;Old;N;Piciformes;140;13,25273224;28,34379828;22,80822162;33,77399999;10,96577837;24,52020917;33,48906188;8,968852718;0,293750197;0,111027138;29,3731577;23,54221583;36,91298517;13,37076934;24,64256069;36,08193831;11,43937762;0,338842626;0,128070475
Psittacella brehmii;2;1;N;4;99,8;BMR;141,7;flow;Y;;;Tropical;Old;;;2832;31,34935661;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Psittacula alexandri;2;1;N;1;114,8;BMR;151,2;flow;N;Spring;NA;Tropical;Old;N;Psittaciformes;140;13,25273224;26,46249234;24,02523317;32,77133339;8,74610022;24,60575135;29,23806669;4,632315342;0,689678474;0,260673961;26,27468603;23,25929803;34,32021475;11,06091672;24,18728403;29,8541103;5,666826271;0,990261153;0,374283535
Loxioides bailleui;2;;N;4;36;BMR;83,1;flow;Y;Autumn;;Tropical;New;P;Passeriformes;1215;35,36041752;23,88360928;22,06647809;25,48447996;3,418001866;23,19871265;24,4606932;1,261980555;0,423766854;0,056628228;24,34388349;23,02075268;25,25047066;2,229717978;24,06724762;24,66248496;0,595237342;0,355533135;0,047510114
Telespiza cantans;2;;D;12;32,8;BMR;89,38;flow;Y;Autumn;;Tropical;New;P;Passeriformes;1215;35,36041752;23,88360928;22,06647809;25,48447996;3,418001866;23,19871265;24,4606932;1,261980555;0,423766854;0,056628228;24,34388349;23,02075268;25,25047066;2,229717978;24,06724762;24,66248496;0,595237342;0,355533135;0,047510114
Psophodes olivaceus;2;1;N;1;61;BMR;127,2;flow;N;NA;NA;Sub;Old;P;Passeriformes;183;-28,69;14,77651867;5,24971479;23,82923561;18,57952082;10,85810549;19,82563394;8,967528449;2,637626292;0,439604382;13,52826667;-0,94814039;25,58878423;26,53692462;8,48994621;21,46473441;12,9747882;3,367835595;0,561305933
Pterocles alchata;2;3;N;6;242,9;BMR;175,93;flow;N;;;Sub;Old;N;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Pterocles bicinctus;1;2;D;5;196,7;RMR;131,19;flow;N;Winter;N;Tropical;Old;N;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Pterocles orientalis;2;2;N;5;386,4;BMR;383,13;flow;N;;;Sub;Old;N;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Aphrodroma brevirostris;1;1;N;2;315;BMR;317,43;flow;N;Summer;N;Temperate;Old;N;Procellariiformes;54;-46,15846995;6,188114685;0,27573333;11,57714666;11,30141333;5,167903247;7,189483469;2,021580222;1,84613734;0,09597611;6,094357783;1,401445276;10,23927846;8,837833182;5,458326258;6,694189194;1,235862936;1,446002828;0,075174107
