"","species_name","order"
"614","Spizixos_semitorques","Passeriformes"
"615","Sporophila_plumbea","Passeriformes"
"616","Stachyris_nigriceps","Passeriformes"
"617","Stiphrornis_erythrothorax","Passeriformes"
"618","Stipiturus_malachurus","Passeriformes"
"619","Strigops_habroptila","Psittaciformes"
"620","Strix_varia","Strigiformes"
"621","Sturnella_magna","Passeriformes"
"622","Sturnella_neglecta","Passeriformes"
"623","Sturnus_vulgaris","Passeriformes"
"624","Sylvia_atricapilla","Passeriformes"
"625","Sylvia_minula","Passeriformes"
"626","Sylvietta_rufescens","Passeriformes"
"627","Sylvietta_virens","Passeriformes"
"628","Sylviparus_modestus","Passeriformes"
"629","Synallaxis_ruficapilla","Passeriformes"
"630","Synallaxis_rutilans","Passeriformes"
"631","Syndactyla_rufosuperciliata","Passeriformes"
"632","Tachycineta_bicolor","Passeriformes"
"633","Tachyphonus_surinamus","Passeriformes"
"634","Tangara_cayana","Passeriformes"
"635","Tangara_cyanocephala","Passeriformes"
"636","Tangara_gyrola","Passeriformes"
"637","Tarsiger_cyanurus","Passeriformes"
"638","Terenotriccus_erythrurus","Passeriformes"
"639","Terpsiphone_paradisi","Passeriformes"
"640","Terpsiphone_viridis","Passeriformes"
"641","Thalurania_colombica","Apodiformes"
"642","Thalurania_furcata","Apodiformes"
"643","Thalurania_glaucopis","Apodiformes"
"644","Thamnomanes_caesius","Passeriformes"
"645","Thamnophilus_aethiops","Passeriformes"
"646","Thamnophilus_amazonicus","Passeriformes"
"647","Thamnophilus_ambiguus","Passeriformes"
"648","Thamnophilus_atrinucha","Passeriformes"
"649","Thamnophilus_caerulescens","Passeriformes"
"650","Thamnophilus_murinus","Passeriformes"
"651","Thamnophilus_pelzelni","Passeriformes"
"652","Thraupis_episcopus","Passeriformes"
"653","Thraupis_sayaca","Passeriformes"
"654","Threskiornis_aethiopicus","Pelecaniformes"
"655","Thripadectes_holostictus","Passeriformes"
"656","Thryothorus_nigricapillus","Passeriformes"
"657","Tityra_semifasciata","Passeriformes"
"658","Todiramphus_chloris","Coraciiformes"
"659","Todiramphus_sanctus","Coraciiformes"
"660","Todus_angustirostris","Coraciiformes"
"661","Tolmomyias_assimilis","Passeriformes"
"662","Tolmomyias_poliocephalus","Passeriformes"
"663","Toxostoma_cinereum","Passeriformes"
"664","Toxostoma_curvirostre","Passeriformes"
"665","Toxostoma_redivivum","Passeriformes"
"666","Trichastoma_celebense","Passeriformes"
"667","Trichastoma_rostratum","Passeriformes"
"668","Tricholaema_leucomelas","Piciformes"
"669","Tricholestes_criniger","Passeriformes"
"670","Troglodytes_aedon","Passeriformes"
"671","Troglodytes_solstitialis","Passeriformes"
"672","Troglodytes_troglodytes","Passeriformes"
"673","Trogon_collaris","Trogoniformes"
"674","Trogon_melanurus","Trogoniformes"
"675","Trogon_mexicanus","Trogoniformes"
"676","Trogon_personatus","Trogoniformes"
"677","Trogon_rufus","Trogoniformes"
"678","Trogon_violaceus","Trogoniformes"
"679","Trogon_viridis","Trogoniformes"
"680","Turdus_assimilis","Passeriformes"
"681","Turdus_grayi","Passeriformes"
"682","Turdus_ignobilis","Passeriformes"
"683","Turdus_merula","Passeriformes"
"684","Turdus_naumanni","Passeriformes"
"685","Turdus_philomelos","Passeriformes"
"686","Turdus_plumbeus","Passeriformes"
"687","Turdus_poliocephalus","Passeriformes"
"688","Turdus_ruficollis","Passeriformes"
"689","Turdus_rufopalliatus","Passeriformes"
"690","Tyrannus_albogularis","Passeriformes"
"691","Tyrannus_forficatus","Passeriformes"
"692","Tyrannus_savana","Passeriformes"
"693","Tyrannus_verticalis","Passeriformes"
"694","Tyto_alba","Strigiformes"
"695","Upupa_epops","Bucerotiformes"
"696","Uria_aalge","Charadriiformes"
"697","Uria_lomvia","Charadriiformes"
"698","Vanellus_chilensis","Charadriiformes"
"699","Vidua_chalybeata","Passeriformes"
"700","Vidua_codringtoni","Passeriformes"
"701","Vidua_funerea","Passeriformes"
"702","Vidua_purpurascens","Passeriformes"
"703","Vireo_altiloquus","Passeriformes"
"704","Vireo_atricapilla","Passeriformes"
"705","Vireo_bellii","Passeriformes"
"706","Vireo_cassinii","Passeriformes"
"707","Vireo_flavoviridis","Passeriformes"
"708","Vireo_gilvus","Passeriformes"
"709","Vireo_hypochryseus","Passeriformes"
"710","Vireo_leucophrys","Passeriformes"
"711","Vireo_olivaceus","Passeriformes"
"712","Vireo_plumbeus","Passeriformes"
"713","Vireo_solitarius","Passeriformes"
"714","Willisornis_poecilinotus","Passeriformes"
"715","Xenopipo_atronitens","Passeriformes"
"716","Xenops_minutus","Passeriformes"
"717","Xiphorhynchus_flavigaster","Passeriformes"
"718","Xiphorhynchus_fuscus","Passeriformes"
"719","Xiphorhynchus_guttatus","Passeriformes"
"720","Xiphorhynchus_obsoletus","Passeriformes"
"721","Xiphorhynchus_ocellatus","Passeriformes"
"722","Xiphorhynchus_pardalotus","Passeriformes"
"723","Zimmerius_chrysops","Passeriformes"
"724","Zimmerius_gracilipes","Passeriformes"
"725","Zonotrichia_albicollis","Passeriformes"
"726","Zonotrichia_capensis","Passeriformes"
"727","Zosterops_abyssinicus","Passeriformes"
"728","Zosterops_chloris","Passeriformes"
"729","Zosterops_consobrinorum","Passeriformes"
"730","Zosterops_flavifrons","Passeriformes"
"731","Zosterops_japonicus","Passeriformes"
"732","Zosterops_lateralis","Passeriformes"
"733","Zosterops_luteus","Passeriformes"
"734","Zosterops_maderaspatanus","Passeriformes"
"735","Zosterops_montanus","Passeriformes"
"736","Zosterops_pallidus","Passeriformes"
"737","Zosterops_palpebrosus","Passeriformes"
"738","Zosterops_poliogastrus","Passeriformes"
"739","Zosterops_senegalensis","Passeriformes"
