"","Species3","GhAhSkew","ThChSkew","ability_to_fly","ability_to_dive","Mutation_AG_midori","Mutation_CT_midori","GhAhSkew_seq_beg","GhAhSkew_start_codon","Family3","Order3","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status"
"7906","Haematopus bachmani",NA,NA,NA,NA,NA,NA,NA,NA,"Haematopodidae","Charadriiformes",5,2,0,3,4,77.5,58.5,8.1,11.5,49.8,247.4,103.8,142.2,42.2,99.2,555,"Dunning",NA,"NO",NA,NA,"Coastal",3,1,"Carnivore","Aquatic predator","Terrestrial",26.59,61.36,52.29,-137.49,259151.13,"Extant"
"7907","Haematopus chathamensis",NA,NA,NA,NA,NA,NA,NA,NA,"Haematopodidae","Charadriiformes",3,2,1,0,3,89.9,64.8,7.8,9.5,50.6,252,124.8,127.2,49.5,93.3,598.7,"Dunning",NA,"NO",NA,NA,"Coastal",3,1,"Carnivore","Aquatic predator","Terrestrial",-44.36,-43.7,-44.01,-176.46,24.31,"Extant"
"7908","Haematopus fuliginosus",NA,NA,NA,NA,NA,NA,NA,NA,"Haematopodidae","Charadriiformes",6,0,0,6,4,80.8,61.1,9,12.7,51.9,283,126.2,156.5,44.7,118,819,"Dunning",NA,"NO",NA,NA,"Coastal",3,1,"Carnivore","Aquatic predator","Terrestrial",-43.64,-10.69,-30.01,136.74,812087.46,"Extant"
"7909","Haematopus leucopodus",NA,NA,NA,NA,NA,NA,NA,NA,"Haematopodidae","Charadriiformes",5,2,3,0,4,78.5,61.2,7.9,10.2,45.6,256.6,123.2,133.5,47.9,102.4,618,"Dunning",NA,"NO",NA,NA,"Coastal",3,1,"Carnivore","Aquatic predator","Terrestrial",-55.98,-42.01,-50.23,-70.93,389056.06,"Extant"
"7910","Haematopus longirostris",NA,NA,NA,NA,NA,NA,NA,NA,"Haematopodidae","Charadriiformes",6,4,0,2,4,88.8,63.2,8.2,11.6,55.1,275.4,138,138.8,49.9,106,613.9,"Dunning",NA,"NO",NA,NA,"Coastal",3,1,"Carnivore","Aquatic predator","Terrestrial",-43.64,-5.27,-27.45,137.5,855198.88,"Extant"
"7911","Haematopus palliatus",NA,NA,NA,NA,NA,NA,NA,NA,"Haematopodidae","Charadriiformes",5,2,3,0,4,86,66.6,8.2,12.4,54,246.8,117.5,127,48,95.8,601.5,"Dunning",NA,"NO",NA,NA,"Coastal",3,1,"Carnivore","Aquatic predator","Terrestrial",-49.39,41.47,-1.39,-70.58,1471742.97,"Extant"
"7912","Actophilornis albinucha",NA,NA,NA,NA,NA,NA,NA,NA,"Jacanidae","Charadriiformes",5,2,3,0,4,33.4,19.2,4.4,6.2,66.4,159.6,51,112.8,31,45,239,"Dunning",NA,"NO",NA,NA,"Wetland",3,2,"Carnivore","Aquatic predator","Terrestrial",-22.43,-11.95,-16.56,46.23,113054.99,"Extant"
"7913","Gygis microrhyncha",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",4,3,1,0,4,39,24.4,3.1,5.4,10.4,215,137.2,77.8,63.8,76.8,117,"DataFromSplit",NA,"NO",NA,NA,NA,3,3,"Carnivore","Aquatic predator","Aerial",-10.54,4.72,-5.63,-146.61,1686.62,"Extant"
"7914","Larus atricilla",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",5,2,3,0,4,44.1,17.1,5.1,10.2,44.8,298.4,166.5,123.2,57.3,111.8,307.4,"Dunning",NA,"NO",NA,NA,"Marine",3,2,"Carnivore","Aquatic predator","Aerial",4.51,49.01,28.53,-82.49,1565115.04,"Extant"
"7915","Larus audouinii",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",5,3,2,0,4,57.1,25,6.8,14.8,53.7,394.4,236.2,157.8,60,150.8,535,"Dunning",NA,"NO",NA,NA,"Marine",3,2,"Carnivore","Aquatic predator","Aerial",35,43.23,37.53,5.5,22485.41,"Extant"
"7916","Larus brunnicephalus",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",9,6,3,0,8,47.4,18.5,5.6,11.1,49.5,333.9,149.8,183.1,44.9,125.7,569.3,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Carnivore","Aquatic predator","Generalist",31.25,41.84,36.07,79.59,661092.89,"Extant"
"7917","Larus bulleri",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",4,2,1,1,4,41.5,18.4,4.2,7.9,37.5,287.5,165.2,122.2,57.5,93,230.2,"Dunning",NA,"NO",NA,NA,"Riverine",3,1,"Carnivore","Aquatic predator","Generalist",-46.38,-36.21,-42.4,172.6,8688.09,"Extant"
"7918","Larus cirrocephalus",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",5,2,3,0,4,47.5,18.2,5.1,10.2,49.5,319,176.2,140.5,55.6,124.6,374.7,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Carnivore","Aquatic predator","Aerial",-39.24,23.17,-17.4,11.28,6411818.5,"Extant"
"7919","Larus fuliginosus",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",5,2,3,0,4,48.5,19.8,6.9,13.2,51.2,341,185.5,156.2,54.3,139,380,"Dunning",NA,"NO",NA,NA,"Coastal",3,1,"Omnivore","Omnivore","Aerial",-1.41,0.65,-0.57,-90.9,2591.47,"Extant"
"7920","Larus genei",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",6,3,2,1,4,52.1,23.2,5,9.4,49.4,300.8,171.5,130,56.9,110.2,281,"Dunning",NA,"NO",NA,NA,"Coastal",3,2,"Carnivore","Aquatic predator","Generalist",13,52.64,41.71,54.12,1728211.09,"Extant"
"7921","Larus hemprichii",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",6,3,2,1,4,55.7,21.8,6.5,12.9,50.7,340.8,197.5,139.5,58.6,122.7,451.7,"Dunning",NA,"NO",NA,NA,"Marine",3,1,"Omnivore","Omnivore","Terrestrial",-6.48,28.12,18.3,47.63,157820.35,"Extant"
"7922","Larus ichthyaetus",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",5,2,3,0,4,73,27.4,8.9,19.5,71.5,470.8,255.2,210.2,54.7,172.8,1378.8,"Dunning",NA,"NO",NA,NA,"Coastal",3,3,"Omnivore","Omnivore","Generalist",41.47,53.6,48.59,67.41,739530.35,"Extant"
"7923","Larus leucophthalmus",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",5,2,3,0,4,52.5,20.8,4.9,10.2,44.5,322.2,187.8,133,58.5,115.6,328.9,"Dunning",NA,"NO",NA,NA,"Coastal",3,1,"Carnivore","Aquatic predator","Generalist",10.99,28.01,16.89,40.53,1402.69,"Extant"
"7924","Larus maculipennis",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",5,2,3,0,4,41.4,16.6,4.7,8.9,43.8,291.2,159,129.2,55.1,108.2,339,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Carnivore","Omnivore","Generalist",-55.98,-28.77,-40.29,-66.11,2149631.88,"Extant"
"7925","Larus melanocephalus",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",5,2,3,0,4,42.2,17,5.4,11.2,48.3,302.4,172.5,129.2,57.1,113.2,256,"Dunning",NA,"NO",NA,NA,"Coastal",3,2,"Carnivore","Omnivore","Generalist",35.17,56.28,45.17,26.2,250526.34,"Extant"
"7926","Larus minutus",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",8,4,4,0,4,26.6,12.9,3,5.3,25.9,218.9,126.6,92.3,57.9,88.8,118,"Dunning",NA,"NO",NA,NA,"Coastal",3,2,"Carnivore","Aquatic predator","Generalist",41.38,69.5,57.28,70.99,8322361.57,"Extant"
"7927","Larus modestus",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",4,2,2,0,4,50.7,19.8,5.1,10.4,46.8,318,176.5,141.5,55.5,116.8,344,"Dunning",NA,"NO",NA,NA,"Marine",3,2,"Carnivore","Aquatic predator","Generalist",-26.92,-18.63,-22.95,-69.87,83704.77,"Extant"
"7928","Larus novaehollandiae",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",5,2,1,2,4,43,19.3,5.4,11,47.5,289.8,153.8,136.2,53,109.4,269,"Dunning",NA,"NO",NA,NA,"Coastal",3,1,"Carnivore","Omnivore","Generalist",-44.98,-9.91,-29.1,136.86,3365766.79,"Extant"
"7929","Larus pipixcan",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",5,2,3,0,4,39.8,15,4.6,8.6,39.9,279.4,154.5,123,55.6,95.2,280,"Dunning",NA,"NO",NA,NA,"Coastal",3,3,"Omnivore","Omnivore","Generalist",39.05,59.36,52.2,-107.25,1433191.74,"Extant"
"7930","Larus relictus",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",8,4,4,0,8,47.5,17.6,6.4,11.2,54.7,335.2,164,171.2,48.9,128.8,490.2,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Aerial",40.08,50.69,47.08,99.19,1411880.5,"Extant"
"7931","Larus ridibundus",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",14,6,8,0,4,43.4,16.3,4,7.9,41.4,291.2,169.9,120.2,58.6,109.8,284,"Dunning",NA,"NO",NA,NA,"Wetland",3,2,"Carnivore","Aquatic predator","Generalist",36.49,71.19,55.04,75.03,17767358.5,"Extant"
"7932","Larus saundersi",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",5,2,3,0,4,33.3,15.3,4.4,9.3,38.9,274.2,164.5,105.8,60.9,95.6,198,"Dunning",NA,"NO",NA,NA,"Coastal",3,3,"Carnivore","Aquatic predator","Generalist",32.3,41.35,37.67,121.7,50186.16,"Extant"
"7933","Larus scopulinus",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",5,2,3,0,4,36.1,15.7,5.2,9.5,41.1,264.8,139.2,123.2,53.1,105.8,258,"Updated_literature","BoW","NO",NA,NA,"Coastal",3,1,"Carnivore","Omnivore","Generalist",-52.61,-34.39,-40.86,170.24,101834.52,"Extant"
"7934","Procelsterna albivitta",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",4,2,2,0,4,30,17.3,3.1,5,25.2,201.8,121.9,79.8,60.4,106.5,72.2,"Dunning",NA,"NO",NA,NA,"Marine",3,2,"Carnivore","Aquatic predator","Aerial",-38,-16.9,-28.82,-60.73,14237945.1,"Extant"
"7935","Procelsterna cerulea",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",5,1,0,4,4,27.7,16,2.7,4.3,22.9,175.8,102.3,71.2,59,92.4,53,"Dunning",NA,"NO",NA,NA,"Marine",3,2,"Carnivore","Aquatic predator","Aerial",-28.46,30.32,-0.42,-67.5,33816689.35,"Extant"
"7936","Rynchops albicollis",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",4,2,2,0,4,84.9,66.6,6.3,21.9,26,371.8,257.8,114,69.3,108.5,164,"Inferred",NA,"YES","Body Mass","Rynchops flavirostris","Riverine",3,2,"Carnivore","Aquatic predator","Aerial",11.02,35.17,26.11,80.03,1179458.68,"Extant"
"7937","Rynchops flavirostris",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",4,2,2,0,4,83.7,66.1,6.1,20.8,27.6,332,216.8,115.2,65.2,109.5,164,"Dunning",NA,"NO",NA,NA,"Wetland",3,2,"Carnivore","Aquatic predator","Aerial",-26.54,24.44,-3.11,22.6,9718531.11,"Extant"
"7938","Sterna acuticauda",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",6,2,4,0,4,40.7,27,4.2,6.8,14.1,223.8,153.8,74.2,67.4,145.5,153,"Inferred",NA,"YES","Body Mass","Sterna trudeaui","Riverine",3,2,"Carnivore","Aquatic predator","Aerial",8.07,32.44,21.61,79.59,2474259.32,"Extant"
"7939","Sterna albifrons",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",5,3,2,0,4,33.5,22.9,3.2,5.8,15.4,169.6,117,50.5,69.8,80,57,"Dunning",NA,"NO",NA,NA,"Coastal",3,3,"Carnivore","Aquatic predator","Aerial",-43.03,66.08,40.45,68.18,11965931.09,"Extant"
"7940","Sterna albostriata",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",5,0,3,2,4,29.9,17.8,3.6,6.5,17.1,239.6,154.8,85,64.5,108.2,94.7,"Dunning",NA,"NO",NA,NA,"Coastal",3,2,"Carnivore","Aquatic predator","Aerial",-46.68,-40.5,-44.17,170.87,93279.7,"Extant"
"7941","Sterna aleutica",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",5,2,3,0,4,37.3,23.2,4.1,6.5,17.3,262.2,185,82,69.3,152.4,120,"Dunning",NA,"NO",NA,NA,"Coastal",3,3,"Carnivore","Aquatic predator","Aerial",45.64,65.4,55.49,-13.03,1225260.49,"Extant"
"7942","Sterna anaethetus",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",6,3,3,0,4,45.5,28.4,5.4,7.9,20.6,273.6,182,89,67.2,182.8,119.4,"Dunning",NA,"NO",NA,NA,"Marine",3,2,"Carnivore","Aquatic predator","Aerial",-32.93,30.31,-1.01,91.99,5130540.82,"Extant"
"7943","Sterna antillarum",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",8,4,4,0,8,29.5,19.8,3.1,5.6,14.6,165.1,114.2,51,69.1,77.8,45.9,"Dunning",NA,"NO",NA,NA,"Marine",3,3,"Carnivore","Aquatic predator","Aerial",10.86,48.16,29.11,-91.26,1340830.63,"Extant"
"7944","Sterna aurantia",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",5,2,2,1,4,43.5,28,5.6,10.4,20.3,262.2,166.8,97.8,63,168.2,209,"Inferred",NA,"YES","Body Mass","Sterna bengalensis","Riverine",3,2,"Carnivore","Aquatic predator","Aerial",8.07,35.62,22.13,85.35,5428999.73,"Extant"
"7945","Sterna balaenarum",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",5,2,3,0,4,32.7,22.1,3.1,5.5,13.7,169.4,117.5,51.2,69.6,67,60,"Dunning",NA,"NO",NA,NA,"Coastal",3,2,"Carnivore","Aquatic predator","Aerial",-35.24,-16.2,-27.73,17.13,404545.26,"Extant"
"7946","Sterna bengalensis",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",5,2,3,0,4,58.5,39.4,5.8,9.8,24.5,293.2,206,90.2,69.4,134.4,209,"Dunning",NA,"NO",NA,NA,"Coastal",3,3,"Carnivore","Aquatic predator","Aerial",-27.96,33.32,4.08,93.92,1690030.71,"Extant"
"7947","Sterna bergii",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",5,3,2,0,4,68.6,44.5,7.1,12.7,30,357.8,249,107.5,69.9,172.4,328,"Dunning",NA,"NO",NA,NA,"Coastal",3,3,"Carnivore","Aquatic predator","Aerial",-44.6,30.73,-10.25,77.11,47808630.76,"Extant"
"7948","Sterna bernsteini",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",7,1,5,1,7,59.9,41.7,7.1,11.7,29.8,319.1,213.9,105.3,67,160.7,284,"Dunning",NA,"NO",NA,NA,"Coastal",3,3,"Carnivore","Aquatic predator","Aerial",23.62,35.24,31.3,123.34,57.88,"Extant"
"7949","Sterna caspia",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",10,5,5,0,4,78.7,49.1,10.4,19.2,42.6,410.7,268.2,143.1,65.1,148.7,655,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Aerial",-46.99,65.99,7.58,76.67,6293644.91,"Extant"
"7950","Sterna elegans",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",5,2,3,0,4,64.4,44.6,5.8,10.3,28.2,296.6,194.5,97.5,66.6,126.6,260,"Dunning",NA,"NO",NA,NA,"Coastal",3,3,"Carnivore","Aquatic predator","Aerial",24.14,33.83,31.85,-116.3,1309.31,"Extant"
"7951","Sterna fuscata",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",9,4,5,0,8,47.9,29.3,5.4,8.1,21,280.7,189.1,91.1,67.5,152.1,185.7,"Dunning",NA,"NO",NA,NA,"Marine",3,2,"Carnivore","Aquatic predator","Aerial",-38.74,33.06,6.81,115.01,180205.31,"Extant"
"7952","Sterna lorata",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",4,2,2,0,4,34.7,22.3,2.9,5.1,13.7,173.5,118.6,54.9,68.4,73.8,53.8,"Dunning",NA,"NO",NA,NA,"Coastal",3,2,"Carnivore","Aquatic predator","Aerial",-22.95,-7.41,-17.29,-73.89,21.27,"Extant"
"7953","Sterna lunata",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",5,2,3,0,4,45.3,28.2,5.2,7.6,18.9,261.2,178,81.2,68.6,157.6,120,"Updated_literature","BoW","NO",NA,NA,"Marine",3,2,"Carnivore","Aquatic predator","Aerial",-23.19,23.06,0.69,6.22,37443.38,"Extant"
"7954","Sterna maxima",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",10,4,4,2,8,73.7,45.5,8.4,14.9,32.8,363.7,224.1,141,61.4,155.1,415.3,"Dunning",NA,"NO",NA,NA,"Marine",3,3,"Carnivore","Aquatic predator","Aerial",-45.33,41.98,13.04,-60.22,3285888.83,"Extant"
"7955","Sterna nereis",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",5,3,1,1,4,35.3,23.5,3.5,6.5,15.1,178.2,126,54,70,80.6,72.3,"Dunning",NA,"NO",NA,NA,"Coastal",3,2,"Carnivore","Aquatic predator","Aerial",-43.25,-19.38,-30.98,152.78,250434.51,"Extant"
"7956","Sterna nilotica",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",18,7,6,5,11,43.9,27.2,6.2,11.2,31.9,307.7,207.5,107.7,65.8,121.5,218.2,"Dunning",NA,"NO",NA,NA,"Coastal",3,3,"Carnivore","Omnivore","Aerial",-39.99,55.34,10.96,78.69,13188209.57,"Extant"
"7957","Sterna repressa",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",5,2,3,0,4,40.6,25.5,3.8,6.4,18.2,241.4,166.2,74.8,69,136,90,"Dunning",NA,"NO",NA,NA,"Coastal",3,2,"Carnivore","Aquatic predator","Aerial",-2.4,30.65,18.35,45.26,797048.79,"Extant"
"7958","Sterna sandvicensis",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",14,4,5,5,12,60.5,40.5,5.5,9.7,25.5,288.5,201,88.9,69.3,129,199.8,"Dunning",NA,"NO",NA,NA,"Marine",3,3,"Carnivore","Aquatic predator","Aerial",-45.89,59.39,3.05,-49.1,2802142.59,"Extant"
"7959","Sterna saundersi",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",5,2,3,0,4,31.1,20.3,3.1,5.5,15.3,168,119.8,47.2,71.7,68.2,42.5,"Updated_literature","BoW","NO",NA,NA,"Coastal",3,2,"Carnivore","Aquatic predator","Aerial",-0.89,28.91,11.03,61.46,257886.15,"Extant"
"7960","Sterna superciliaris",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",5,3,2,0,4,38,22.9,4.3,6.6,16,169,109.2,59.8,64.7,61.7,46.4,"Dunning",NA,"NO",NA,NA,"Riverine",3,1,"Carnivore","Aquatic predator","Aerial",-35.39,11.17,-9.36,-58.14,11385573.19,"Extant"
"7961","Sterna virgata",NA,NA,NA,NA,NA,NA,NA,NA,"Laridae","Charadriiformes",5,0,1,4,4,33.1,17.2,3.9,6.5,17.6,249.8,171,77.2,68.8,124.4,126,"Dunning",NA,"NO",NA,NA,"Marine",3,2,"Carnivore","Aquatic predator","Aerial",-49.74,-45.97,-49.08,67.44,7757.79,"Extant"
"7962","Himantopus leucocephalus",NA,NA,NA,NA,NA,NA,NA,NA,"Recurvirostridae","Charadriiformes",5,1,3,1,4,64.6,48.9,4.7,4.9,116,222,118.5,104.8,53,70.2,176.8,"Dunning",NA,"NO",NA,NA,"Wetland",3,2,"Carnivore","Aquatic predator","Terrestrial",NA,NA,NA,NA,NA,"Extant"
"7963","Recurvirostra andina",NA,NA,NA,NA,NA,NA,NA,NA,"Recurvirostridae","Charadriiformes",4,3,1,0,4,79,65.4,5.8,4.4,85.2,238.8,91.1,147.7,38.1,91.2,361,"Dunning",NA,"NO",NA,NA,"Wetland",3,2,"Carnivore","Aquatic predator","Terrestrial",-29.32,-10.68,-20.06,-68.82,708582.58,"Extant"
"7964","Recurvirostra novaehollandiae",NA,NA,NA,NA,NA,NA,NA,NA,"Recurvirostridae","Charadriiformes",4,2,2,0,4,93.5,78.5,6.3,4.5,89.4,225,114.2,110.8,50.8,80.2,325,"Dunning",NA,"NO",NA,NA,"Wetland",3,2,"Carnivore","Aquatic predator","Terrestrial",-37.25,-13.62,-32.45,137.7,307841.69,"Extant"
"7965","Rostratula australis",NA,NA,NA,NA,NA,NA,NA,NA,"Rostratulidae","Charadriiformes",7,3,4,0,4,48.1,38.2,3.9,6.3,40,139,42.4,92.1,31.6,49.1,121,"Dunning",NA,"NO",NA,NA,"Wetland",1,2,"Omnivore","Aquatic predator","Terrestrial",-39.14,-16.5,-31.35,145.81,1391159.82,"Extant"
"7966","Rostratula semicollaris",NA,NA,NA,NA,NA,NA,NA,NA,"Rostratulidae","Charadriiformes",8,4,4,0,4,42.7,34.1,3.6,5.5,33.5,102.9,31.8,69.7,31.4,46.4,76.6,"Dunning",NA,"NO",NA,NA,"Wetland",1,2,"Omnivore","Aquatic predator","Terrestrial",-44.05,-21.58,-32.39,-61.65,2533948.28,"Extant"
"7967","Catoptrophorus semipalmatus",NA,NA,NA,NA,NA,NA,NA,NA,"Scolopacidae","Charadriiformes",4,2,2,0,4,67.4,46,4.5,7.2,65.4,203.5,97,106.6,47.6,73.8,245.7,"Dunning",NA,"NO",NA,NA,"Coastal",3,3,"Carnivore","Aquatic predator","Terrestrial",17.47,55.38,42.76,-101.57,2508839.89,"Extant"
"7968","Eurynorhynchus pygmeus",NA,NA,NA,NA,NA,NA,NA,NA,"Scolopacidae","Charadriiformes",5,3,2,0,4,22.9,18.4,4,3.5,22.5,99.4,53.4,44.8,54.4,37.2,31.7,"Dunning",NA,"NO",NA,NA,"Coastal",3,3,"Carnivore","Aquatic predator","Terrestrial",59.78,67.41,63.52,58.08,54414.21,"Extant"
"7969","Gallinago andina",NA,NA,NA,NA,NA,NA,NA,NA,"Scolopacidae","Charadriiformes",5,2,3,0,4,57.3,49.8,3.7,5.5,27.3,113,44.2,66.8,39.9,49,109.4,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Carnivore","Aquatic predator","Terrestrial",-26.74,-4.32,-17.52,-69.8,777835.47,"Extant"
"7970","Gallinago hardwickii",NA,NA,NA,NA,NA,NA,NA,NA,"Scolopacidae","Charadriiformes",5,3,2,0,4,73.1,63.3,5,7.7,34.9,151,72.5,77.2,48.4,60.8,151.3,"Dunning",NA,"NO",NA,NA,"Human Modified",3,3,"Carnivore","Aquatic predator","Terrestrial",32.37,49.5,40.2,140.23,251911.82,"Extant"
"7971","Gallinago jamesoni",NA,NA,NA,NA,NA,NA,NA,NA,"Scolopacidae","Charadriiformes",5,2,3,0,4,83.5,70.1,7.5,11,37.2,148,49.5,98,33.5,52.4,166,"Dunning",NA,"NO",NA,NA,"Forest",3,1,"Carnivore","Aquatic predator","Terrestrial",-17.4,11.06,-5.15,-74.07,261600.58,"Extant"
"7972","Gallinago macrodactyla",NA,NA,NA,NA,NA,NA,NA,NA,"Scolopacidae","Charadriiformes",5,2,3,0,4,102.2,92,6.2,8.3,37.8,133.6,49.2,83.2,37.1,58.4,216,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Omnivore","Aquatic predator","Terrestrial",-25.18,-13.44,-19.38,48.05,220000.71,"Extant"
"7973","Gallinago megala",NA,NA,NA,NA,NA,NA,NA,NA,"Scolopacidae","Charadriiformes",5,2,3,0,4,68.4,57.5,5,6.7,32.2,134.6,60.7,74.1,45,56.4,121,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",44.23,60.85,53.6,99.36,3448607.9,"Extant"
"7974","Gallinago nemoricola",NA,NA,NA,NA,NA,NA,NA,NA,"Scolopacidae","Charadriiformes",5,2,3,0,4,71.4,56.6,6.1,8.9,34.4,135,42.2,93.5,31.1,53.8,167.7,"Dunning",NA,"NO",NA,NA,"Forest",3,3,"Carnivore","Aquatic predator","Terrestrial",25.94,32.74,28.9,95,468114.51,"Extant"
"7975","Gallinago nobilis",NA,NA,NA,NA,NA,NA,NA,NA,"Scolopacidae","Charadriiformes",5,2,2,1,4,97.9,88.2,5.9,8.2,36.9,138.4,47.5,91,34.2,53.2,192.4,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Carnivore","Aquatic predator","Terrestrial",-5.41,7.65,2.25,-76.43,259666.16,"Extant"
"7976","Gallinago solitaria",NA,NA,NA,NA,NA,NA,NA,NA,"Scolopacidae","Charadriiformes",4,2,2,0,4,75.9,66.2,4.3,6.9,32.6,160.2,71,89.2,44.3,63.5,140.1,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",32.87,61.06,48.47,108.94,4202662.65,"Extant"
"7977","Gallinago stricklandii",NA,NA,NA,NA,NA,NA,NA,NA,"Scolopacidae","Charadriiformes",5,4,0,1,4,91.2,77.5,7,10.3,36,147.6,51.2,99,34.1,51.2,252,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Carnivore","Aquatic predator","Terrestrial",-55.98,-35.39,-48.31,-72.06,330467.4,"Extant"
"7978","Gallinago undulata",NA,NA,NA,NA,NA,NA,NA,NA,"Scolopacidae","Charadriiformes",4,1,2,1,4,108,88,8.1,12.6,45.9,154.8,42,112.8,27.1,50.5,312.4,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Carnivore","Aquatic predator","Terrestrial",-31.85,10.59,-10.77,-56.34,2585357.36,"Extant"
"7979","Heteroscelus brevipes",NA,NA,NA,NA,NA,NA,NA,NA,"Scolopacidae","Charadriiformes",5,2,3,0,4,41.8,29.8,3.5,5,32.9,157.8,85.5,70.5,54.8,68.2,127,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",48.72,71.69,62.43,142.4,2714985.56,"Extant"
"7980","Heteroscelus incanus",NA,NA,NA,NA,NA,NA,NA,NA,"Scolopacidae","Charadriiformes",5,2,3,0,4,45.1,29.1,3.5,5.1,32.9,164.6,90.5,73.3,55.3,72.2,108.2,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",56.9,69.32,64.05,-133.78,1273879.07,"Extant"
