"Original_Name","IOС-10.1","BirdTree","NameComments","Original-1_Cited-2","Reference","Bad1Good2","Wild-1_Aviary-2_Domestic-3","Day-Night","n","Sex","Mass","Trait","CommentTrait","TraitValue","Method","Place","Latitude","Longitude","StartDate","EndDate","Mountains","Summer-Winter","Breeding-NonBreeding","Climate","World","Comments","CapturePlace","CaptureLatitude","CaptureLongitude","Passerine","Order","Elevation","ElevationLatCor","MeanSurfaceTemperature","AbsoluteMinSurfaceTemperature","AbsoluteMaxSurfaceTemperature","AbsoluteSurfaceTemperatureRange","AverageDailyMinimumSurfaceTemperature","AverageDailyMaximumSurfaceTemperature","AverageDailySurfaceTemperatureDifference","SD_DailyMeanSurfaceTemperature","SE_DailyMeanSurfaceTemperature","MeanGaussianTemperature","AbsoluteMinGaussianTemperature","AbsoluteMaxGaussianTemperature","AbsoluteGaussianTemperatureRange","AverageDailyMinimumGaussianTemperature","AverageDailyMaximumGaussianTemperature","AverageDailyGaussianTemperatureDifference","SD_DailyMeanGaussianTemperature","SE_DailyMeanGaussianTemperature","","","","","","","","","","","","","","","","","","","",""
"Myiothlypis signata","Myiothlypis signata","Basileuterus signatus","","1","{Londoño, 2015 #1696}","2","1","N","2","NA","14.30","BMR","","39.40","flow","Peru, Pantiacolla","-12.65","-71.21666667","15.07.2011, 15.07.2012, 15.07.2013","15.12.2011, 15.12.2012, 15.12.2013","N","NA","N","Tropical","New","Птицы были пойманы в нескольких местах, но не указано, где какой вид. Поэтому координаты данны для низинного леса - ведь отличий по BMR обнаружено не было","Peru, Pantiacolla","-12.65","-71.21666667","P","Passeriformes","427","-7.05","16.36000568","8.88461333","22.83929391","13.95468058","14.71226554","18.55727791","3.845012366","1.015403607","0.046346622","15.55087837","6.007049766","22.64380206","16.6367523","13.27533128","18.68043551","5.405104225","1.301585237","0.059408966","","","","","","","","","","","","","","","","","","","",""
"Myiozetetes similis","Myiozetetes similis","Myiozetetes similis","","1","{Londoño, 2015 #1696}","2","1","N","1","NA","27.10","BMR","","51.94","flow","Peru, Pantiacolla","-12.65","-71.21666667","15.07.2011, 15.07.2012, 15.07.2013","15.12.2011, 15.12.2012, 15.12.2013","N","NA","N","Tropical","New","Птицы были пойманы в нескольких местах, но не указано, где какой вид. Поэтому координаты данны для низинного леса - ведь отличий по BMR обнаружено не было","Peru, Pantiacolla","-12.65","-71.21666667","P","Passeriformes","427","-7.05","16.36000568","8.88461333","22.83929391","13.95468058","14.71226554","18.55727791","3.845012366","1.015403607","0.046346622","15.55087837","6.007049766","22.64380206","16.6367523","13.27533128","18.68043551","5.405104225","1.301585237","0.059408966","","","","","","","","","","","","","","","","","","","",""
"Myophonus borneensis","Myophonus borneensis","Myophonus borneensis","","1","{Boyce, 2020 #4107}","2","1","D","4","both","116.25","RMR","NA","252.97","flow","Kinabalu Park, Sabah, Malaysia","6","116","13.02.2013, 13.02.2014, 13.02.2015, 13.02.2017","24.05.2013, 24.05.2014, 24.05.2015, 24.05.2017","NA","Summer","Y","Tropical","Old","","Kinabalu Park, Sabah, Malaysia","6","116","P","Passeriformes","0","6","25.44850565","22.454","28.314","5.86","24.78418569","26.09653098","1.312345293","0.84036284","0.040620471","25.50412209","22.45462117","28.50238006","6.047758889","24.96483889","26.41947403","1.454635139","0.810785869","0.039190814","","","","","","","","","","","","","","","","","","","",""
"Myrmeciza exsul","Poliocrania exsul","Myrmeciza exsul","","1","{Wiersma, 2007 #226}","2","1","N","1","","27.40","BMR","","58.27","flow","Panama, Gamboa","9.11666667","-79.7","07.04.2004, 05.05.2005","03.07.2004, 08.06.2005","","Summer","","Tropical","New","","Panama, Gamboa","9.11666667","-79.7","P","Passeriformes","37","9.6019125716393","25.86921464","23.67713138","28.59682462","4.919693235","25.38733006","26.43547584","1.048145781","0.531055638","0.045705992","25.67656049","23.78640422","28.38896015","4.602555933","24.98260248","26.56470202","1.582099542","0.423261754","0.036428572","","","","","","","","","","","","","","","","","","","",""
"Myrmeciza goeldii","Akletos goeldii","Myrmeciza goeldii","","1","{Londoño, 2015 #1696}","2","1","N","4","NA","42.40","BMR","","75.22","flow","Peru, Pantiacolla","-12.65","-71.21666667","15.07.2011, 15.07.2012, 15.07.2013","15.12.2011, 15.12.2012, 15.12.2013","N","NA","N","Tropical","New","Птицы были пойманы в нескольких местах, но не указано, где какой вид. Поэтому координаты данны для низинного леса - ведь отличий по BMR обнаружено не было","Peru, Pantiacolla","-12.65","-71.21666667","P","Passeriformes","427","-7.05","16.36000568","8.88461333","22.83929391","13.95468058","14.71226554","18.55727791","3.845012366","1.015403607","0.046346622","15.55087837","6.007049766","22.64380206","16.6367523","13.27533128","18.68043551","5.405104225","1.301585237","0.059408966","","","","","","","","","","","","","","","","","","","",""
"Myrmeciza hemimelaena","Sciaphylax hemimelaena","Myrmeciza hemimelaena","","1","{Londoño, 2015 #1696}","2","1","N","5","NA","18.00","BMR","","44.78","flow","Peru, Pantiacolla","-12.65","-71.21666667","15.07.2011, 15.07.2012, 15.07.2013","15.12.2011, 15.12.2012, 15.12.2013","N","NA","N","Tropical","New","Птицы были пойманы в нескольких местах, но не указано, где какой вид. Поэтому координаты данны для низинного леса - ведь отличий по BMR обнаружено не было","Peru, Pantiacolla","-12.65","-71.21666667","P","Passeriformes","427","-7.05","16.36000568","8.88461333","22.83929391","13.95468058","14.71226554","18.55727791","3.845012366","1.015403607","0.046346622","15.55087837","6.007049766","22.64380206","16.6367523","13.27533128","18.68043551","5.405104225","1.301585237","0.059408966","","","","","","","","","","","","","","","","","","","",""
"Myrmeciza longipes","Myrmeciza longipes","Myrmeciza longipes","","1","{Wiersma, 2007 #226}","2","1","N","1","","9.60","BMR","","39.08","flow","Panama, Gamboa","9.11666667","-79.7","07.04.2004, 05.05.2005","03.07.2004, 08.06.2005","","Summer","","Tropical","New","","Panama, Gamboa","9.11666667","-79.7","P","Passeriformes","37","9.6019125716393","25.86921464","23.67713138","28.59682462","4.919693235","25.38733006","26.43547584","1.048145781","0.531055638","0.045705992","25.67656049","23.78640422","28.38896015","4.602555933","24.98260248","26.56470202","1.582099542","0.423261754","0.036428572","","","","","","","","","","","","","","","","","","","",""
"Myrmoborus leucophrys","Myrmoborus leucophrys","Myrmoborus leucophrys","","1","{Londoño, 2015 #1696}","2","1","N","1","NA","19.80","BMR","","59.10","flow","Peru, Pantiacolla","-12.65","-71.21666667","15.07.2011, 15.07.2012, 15.07.2013","15.12.2011, 15.12.2012, 15.12.2013","N","NA","N","Tropical","New","Птицы были пойманы в нескольких местах, но не указано, где какой вид. Поэтому координаты данны для низинного леса - ведь отличий по BMR обнаружено не было","Peru, Pantiacolla","-12.65","-71.21666667","P","Passeriformes","427","-7.05","16.36000568","8.88461333","22.83929391","13.95468058","14.71226554","18.55727791","3.845012366","1.015403607","0.046346622","15.55087837","6.007049766","22.64380206","16.6367523","13.27533128","18.68043551","5.405104225","1.301585237","0.059408966","","","","","","","","","","","","","","","","","","","",""
"Myrmoborus myotherinus","Myrmoborus myotherinus","Myrmoborus myotherinus","","1","{Londoño, 2015 #1696}","2","1","N","3","NA","21.20","BMR","","50.15","flow","Peru, Pantiacolla","-12.65","-71.21666667","15.07.2011, 15.07.2012, 15.07.2013","15.12.2011, 15.12.2012, 15.12.2013","N","NA","N","Tropical","New","Птицы были пойманы в нескольких местах, но не указано, где какой вид. Поэтому координаты данны для низинного леса - ведь отличий по BMR обнаружено не было","Peru, Pantiacolla","-12.65","-71.21666667","P","Passeriformes","427","-7.05","16.36000568","8.88461333","22.83929391","13.95468058","14.71226554","18.55727791","3.845012366","1.015403607","0.046346622","15.55087837","6.007049766","22.64380206","16.6367523","13.27533128","18.68043551","5.405104225","1.301585237","0.059408966","","","","","","","","","","","","","","","","","","","",""
"Myrmotherula axillaris","Myrmotherula axillaris","Myrmotherula axillaris","","1","{Londoño, 2015 #1696}","2","1","N","4","NA","8.90","BMR","","34.03","flow","Peru, Pantiacolla","-12.65","-71.21666667","15.07.2011, 15.07.2012, 15.07.2013","15.12.2011, 15.12.2012, 15.12.2013","N","NA","N","Tropical","New","Птицы были пойманы в нескольких местах, но не указано, где какой вид. Поэтому координаты данны для низинного леса - ведь отличий по BMR обнаружено не было","Peru, Pantiacolla","-12.65","-71.21666667","P","Passeriformes","427","-7.05","16.36000568","8.88461333","22.83929391","13.95468058","14.71226554","18.55727791","3.845012366","1.015403607","0.046346622","15.55087837","6.007049766","22.64380206","16.6367523","13.27533128","18.68043551","5.405104225","1.301585237","0.059408966","","","","","","","","","","","","","","","","","","","",""
"Myrmotherula axillaris","Myrmotherula axillaris","Myrmotherula axillaris","","1","{Wiersma, 2007 #226}","2","1","N","1","","43.20","BMR","","56.65","flow","Panama, Gamboa","9.11666667","-79.7","07.04.2004, 05.05.2005","03.07.2004, 08.06.2005","","Summer","","Tropical","New","","Panama, Gamboa","9.11666667","-79.7","P","Passeriformes","37","9.6019125716393","25.86921464","23.67713138","28.59682462","4.919693235","25.38733006","26.43547584","1.048145781","0.531055638","0.045705992","25.67656049","23.78640422","28.38896015","4.602555933","24.98260248","26.56470202","1.582099542","0.423261754","0.036428572","","","","","","","","","","","","","","","","","","","",""
"Myrmotherula longipennis","Myrmotherula longipennis","Myrmotherula longipennis","","1","{Londoño, 2015 #1696}","2","1","N","1","NA","9.60","BMR","","39.40","flow","Peru, Pantiacolla","-12.65","-71.21666667","15.07.2011, 15.07.2012, 15.07.2013","15.12.2011, 15.12.2012, 15.12.2013","N","NA","N","Tropical","New","Птицы были пойманы в нескольких местах, но не указано, где какой вид. Поэтому координаты данны для низинного леса - ведь отличий по BMR обнаружено не было","Peru, Pantiacolla","-12.65","-71.21666667","P","Passeriformes","427","-7.05","16.36000568","8.88461333","22.83929391","13.95468058","14.71226554","18.55727791","3.845012366","1.015403607","0.046346622","15.55087837","6.007049766","22.64380206","16.6367523","13.27533128","18.68043551","5.405104225","1.301585237","0.059408966","","","","","","","","","","","","","","","","","","","",""
"Myrmotherula menetriesii","Myrmotherula menetriesii","Myrmotherula menetriesii","","1","{Londoño, 2015 #1696}","2","1","N","2","NA","9.30","BMR","","50.15","flow","Peru, Pantiacolla","-12.65","-71.21666667","15.07.2011, 15.07.2012, 15.07.2013","15.12.2011, 15.12.2012, 15.12.2013","N","NA","N","Tropical","New","Птицы были пойманы в нескольких местах, но не указано, где какой вид. Поэтому координаты данны для низинного леса - ведь отличий по BMR обнаружено не было","Peru, Pantiacolla","-12.65","-71.21666667","P","Passeriformes","427","-7.05","16.36000568","8.88461333","22.83929391","13.95468058","14.71226554","18.55727791","3.845012366","1.015403607","0.046346622","15.55087837","6.007049766","22.64380206","16.6367523","13.27533128","18.68043551","5.405104225","1.301585237","0.059408966","","","","","","","","","","","","","","","","","","","",""
"Myrmotherula schisticolor","Myrmotherula schisticolor","Myrmotherula schisticolor","","1","{Londoño, 2015 #1696}","2","1","N","2","NA","8.30","BMR","","44.78","flow","Peru, Pantiacolla","-12.65","-71.21666667","15.07.2011, 15.07.2012, 15.07.2013","15.12.2011, 15.12.2012, 15.12.2013","N","NA","N","Tropical","New","Птицы были пойманы в нескольких местах, но не указано, где какой вид. Поэтому координаты данны для низинного леса - ведь отличий по BMR обнаружено не было","Peru, Pantiacolla","-12.65","-71.21666667","P","Passeriformes","427","-7.05","16.36000568","8.88461333","22.83929391","13.95468058","14.71226554","18.55727791","3.845012366","1.015403607","0.046346622","15.55087837","6.007049766","22.64380206","16.6367523","13.27533128","18.68043551","5.405104225","1.301585237","0.059408966","","","","","","","","","","","","","","","","","","","",""
"Napothera crassa","Gypsophila crassa","Napothera crassa","","1","{Boyce, 2020 #4107}","2","1","D","4","both","27.79","RMR","NA","82.29","flow","Kinabalu Park, Sabah, Malaysia","6","116","13.02.2013, 13.02.2014, 13.02.2015, 13.02.2017","24.05.2013, 24.05.2014, 24.05.2015, 24.05.2017","NA","Summer","Y","Tropical","Old","","Kinabalu Park, Sabah, Malaysia","6","116","P","Passeriformes","0","6","25.44850565","22.454","28.314","5.86","24.78418569","26.09653098","1.312345293","0.84036284","0.040620471","25.50412209","22.45462117","28.50238006","6.047758889","24.96483889","26.41947403","1.454635139","0.810785869","0.039190814","","","","","","","","","","","","","","","","","","","",""
"Nectarinia adelberti","Chalcomitra adelberti","Nectarinia adelberti","","1","{Prinzinger, 1989 #2721}","2","2","N","1","","9.50","BMR","В качестве значения RMR брали некое среднее, но не ясно за какой период.","32.360557768924","flow","","","","","","","","","Tropical","Old","","","","","P","Passeriformes","NA","NA","25","NA","NA","NA","NA","NA","NA","NA","NA","25","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Nectarinia amethystina","Chalcomitra amethystina","Nectarinia amethystina","","1","{Prinzinger, 1989 #2721}","2","2","N","1","","10.00","BMR","В качестве значения RMR брали некое среднее, но не ясно за какой период.","33.864541832669","flow","","","","","","","","","Tropical","Old","","","","","P","Passeriformes","NA","NA","25","NA","NA","NA","NA","NA","NA","NA","NA","25","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Nectarinia bifasciata","Cinnyris bifasciatus","Nectarinia bifasciata","","1","{Prinzinger, 1989 #2721}","2","2","N","1","","6.20","BMR","В качестве значения RMR брали некое среднее, но не ясно за какой период.","26.522908366534","flow","","","","","","","","","Tropical","Old","","","","","P","Passeriformes","NA","NA","25","NA","NA","NA","NA","NA","NA","NA","NA","25","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Nectarinia chalybea","Cinnyris chalybeus","Nectarinia chalybea","","1","{Boyce, 2020 #4107}","2","1","D","5","both","8.08","RMR","NA","53.43","flow","Koeberg Nature Reserve, Western Cape, South Africa","-34","18","8/30/2016","10/24/2016","NA","Summer","Y","Sub","Old","","Koeberg Nature Reserve, Western Cape, South Africa","-34","18","P","Passeriformes","0","-34","15.3202358","10.6179788","26.414","15.7960212","13.49586422","17.51238137","4.016517148","2.161531679","0.274514798","15.47127954","10.76776343","25.26923768","14.50147425","13.01354508","18.78847032","5.774925236","1.686587463","0.214196822","","","","","","","","","","","","","","","","","","","",""
"Nectarinia cuprea","Cinnyris cupreus","Nectarinia cuprea","","1","{Prinzinger, 1989 #2721}","2","2","N","2","","7.40","BMR","В качестве значения RMR брали некое среднее, но не ясно за какой период.","27.602589641434","flow","","","","","","","","","Tropical","Old","","","","","P","Passeriformes","NA","NA","25","NA","NA","NA","NA","NA","NA","NA","NA","25","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Nectarinia kilimensis","Nectarinia kilimensis","Nectarinia kilimensis","","1","{Prinzinger, 1989 #2721}","2","2","N","2","","14.20","BMR","В качестве значения RMR брали некое среднее, но не ясно за какой период.","43.844621513944","flow","","","","","","","","","Tropical","Old","","","","","P","Passeriformes","NA","NA","25","NA","NA","NA","NA","NA","NA","NA","NA","25","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Nectarinia kilimensis","Nectarinia kilimensis","Nectarinia kilimensis","","1","{Seavy, 2006 #1672}","2","1","N","","","16.20","BMR","Уличные вольеры","46.81","flow","Kibale National Park","0.303333","30.300871","5/1/2000","8/30/2000","N","","","Tropical","Old","","Kibale National Park","0.303333","30.300871","P","Passeriformes","1017","13.641037918033","20.02833259","15.49077144","26.19734655","10.70657511","17.55025974","22.95838257","5.408122825","1.039948269","0.091919309","19.07261386","12.15305019","29.12457613","16.97152594","15.88299224","24.27928688","8.396294641","0.853278123","0.075419843","","","","","","","","","","","","","","","","","","","",""
"Nectarinia senegalensis","Chalcomitra senegalensis","Nectarinia senegalensis","","1","{Prinzinger, 1989 #2721}","2","2","N","2","","12.60","BMR","В качестве значения RMR брали некое среднее, но не ясно за какой период.","41.602589641434","flow","","","","","","","","","Tropical","Old","","","","","P","Passeriformes","NA","NA","25","NA","NA","NA","NA","NA","NA","NA","NA","25","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Nectarinia tacazze","Nectarinia tacazze","Nectarinia tacazze","","1","{Prinzinger, 1989 #2721}","2","2","N","1","","13.50","BMR","В качестве значения RMR брали некое среднее, но не ясно за какой период.","44.977589641434","flow","","","","","","","","","Tropical","Old","","","","","P","Passeriformes","NA","NA","25","NA","NA","NA","NA","NA","NA","NA","NA","25","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Nectarinia venusta","Cinnyris venustus","Nectarinia venusta","","1","{Prinzinger, 1989 #2721}","2","2","N","3","","7.10","BMR","В качестве значения RMR брали некое среднее, но не ясно за какой период.","25.104581673307","flow","","","","","","","","","Tropical","Old","","","","","P","Passeriformes","NA","NA","25","NA","NA","NA","NA","NA","NA","NA","NA","25","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Nectarinia veroxii","Cyanomitra veroxii","Nectarinia veroxii","","1","{Prinzinger, 1989 #2721}","2","2","N","1","","8.40","BMR","В качестве значения RMR брали некое среднее, но не ясно за какой период.","23.844621513944","flow","","","","","","","","","Tropical","Old","","","","","P","Passeriformes","NA","NA","25","NA","NA","NA","NA","NA","NA","NA","NA","25","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Neochmia temporalis","Neochmia temporalis","Neochmia temporalis","","1","{Bech, 2016 #2143}","2","1","N","2","NA","9.60","BMR","","31.80","flow","Wollongong, NSW","-31.09","141.7","01.10.1998","30.08.1999","N","NA","NA","Sub","Old","","Wollongong, NSW","-31.09","141.7","P","Passeriformes","183","-28.69","20.02134173","1.16325567","41.29384767","40.130592","15.5680908","25.48640237","9.918311567","7.554803262","0.409716733","19.61899372","-3.811825799","46.10407571","49.91590151","13.6256509","27.34295786","13.71730697","8.13874518","0.441385429","","","","","","","","","","","","","","","","","","","",""
"Neophema bourkii","Neopsephotus bourkii","Neopsephotus bourkii","","1","{Dawson, 1965 #4472}","NA","NA","NA","2","NA","35.30","RMR","Не ясно, днем или ночью измеряли. Дикие или  вольерные.","103.60","open","","","","","","","","","","Old","","","","","N","Psittaciformes","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Neophema elegans","Neophema elegans","Neophema elegans","","2","{Lingren, 1973 #4473}","NA","NA","NA","NA","","48.90","BMR","","112.50","","","","","","","","","","","Old","","","","","N","Psittaciformes","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Neophema petrophila","Neophema petrophila","Neophema petrophila","","1","{Williams, 1991 #3757}","2","2","N","2","","48.40","BMR","Открытые вольеры.","113.70","flow","University of Western Australia, Nedlands, W.A. 6009, Australia","-31.976444","115.812599","9/1/1986","11/30/1986","","Spring","","Sub","Old","","in Jurien Bay","-30.310583","115.0783","N","Psittaciformes","15","-31.779722688525","15.99382445","8.059526656","32.33187763","24.27235098","13.03466933","19.76068237","6.726013034","3.209143395","0.325839144","16.42912773","6.093293723","34.51175","28.41845628","13.08748301","20.91440387","7.826920864","3.492130133","0.354572094","","","","","","","","","","","","","","","","","","","",""
"Neophema petrophila","Neophema petrophila","Neophema petrophila","","1","{Dawson, 1965 #4472}","NA","NA","NA","1","NA","40.70","RMR","Не ясно, днем или ночью измеряли. Дикие или  вольерные.","80.20","open","","","","","","","","","","Old","","","","","N","Psittaciformes","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Neophema pulchella","Neophema pulchella","Neophema pulchella","","1","{Prinzinger, 1980 #3692}","2","NA","N","","","40.00","BMR","","104.08","flow","","","","","","","","","","Old","","","","","N","Psittaciformes","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Neopsephotus bourkii","Neopsephotus bourkii","Neopsephotus bourkii","","1","{Prinzinger, 1980 #3692}","2","NA","N","","","40.00","BMR","","96.61","flow","","","","","","","","","","Old","","","","","N","Psittaciformes","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Neopsephotus bourkii","Neopsephotus bourkii","Neopsephotus bourkii","","1","{Londoño, 2015 #1696}","2","NA","N","1","NA","35.00","BMR","M.A. Chappell, unpublished. Птиц держали в открытых вольерах. Смесь диких и разведенных птиц","51.94","flow","University University of California, Riverside","33.978206","-117.32882","NA","NA","N","NA","N","Sub","New","Temperate","NA","NA","NA","","","323","38.214271573771","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Nestor meridionalis","Nestor meridionalis","Nestor meridionalis","","1","{McNab, 1995 #3672}","2","3","D","2","f","369.30","BMR","","384.10","flow","Mt Bruce Wildlife Centre, New Zealand","-40.720893195964","175.63991134071","","","N","","","Temperate","Old","","","","","N","Psittaciformes","299","-36.79958172459","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Nestor notabilis","Nestor notabilis","Nestor notabilis","","1","{McNab, 1995 #3672}","2","3","N","2","m","836.9","BMR","","795.10","flow","Mt Bruce Wildlife Centre, New Zealand","-40.720893195964","175.63991134071","","","N","","","Temperate","Old","","","","","N","Psittaciformes","299","-36.79958172459","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Netta rufina","Netta rufina","Netta rufina","","1","{Prinzinger, 1980 #3692}","2","NA","N","","","1237.00","BMR","","1272.30","flow","","","","","","","","","","Old","","","","","N","Anseriformes","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Ninox scutulata","Ninox scutulata","Ninox scutulata","","1","Bushuev et al. (unpublished)","2","1","N","6","","193.6","BMR","","168.50","flow","Cat Tien National Park, Vietnam","11.41666667","107.41666667","28.04.2018, 19.05.2018, 30.03.2019, 20.04.2019, 13.03.2020, 07.05.2020","28.04.2018, 19.05.2018, 30.03.2019, 20.04.2019, 13.03.2020, 07.05.2020","N","Spring","NA","Tropical","Old","","Cat Tien National Park, Vietnam","11.41666758","107.41666758","N","Strigiformes","140","13.252732243771","27.712530674159","22.853111083129","34.298977502324","11.445866419196","24.744675423787","31.368212917256","6.6235374934682","0.80017920371589","0.12347033170336","28.201926694566","22.583331533728","40.916231671655","18.332900137926","24.727852279029","33.505866212166","8.7780139331365","1.3328093357376","0.20565694536507","","","","","","","","","","","","","","","","","","","",""
"Ninox theomacha","Ninox theomacha","Ninox theomacha","","1","{McNab, 2013 #1621}","2","2","N","3","NA","151.4","BMR","","187.7","flow","The Rainforest Habitat in Lae","-6.660875","146.995592","NA","NA","N","","","Tropical","Old","","The Rainforest Habitat in Lae","-6.660875","146.995592","N","Strigiformes","71","-5.7297274590164","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Notharchus macrorhynchos","Notharchus macrorhynchos","Notharchus macrorhynchos","","1","{Wiersma, 2007 #226}","2","1","N","3","","12.30","BMR","","35.68","flow","Panama, Gamboa","9.11666667","-79.7","07.04.2004, 05.05.2005","03.07.2004, 08.06.2005","","Summer","","Tropical","New","","Panama, Gamboa","9.11666667","-79.7","N","Piciformes ","37","9.6019125716393","25.86921464","23.67713138","28.59682462","4.919693235","25.38733006","26.43547584","1.048145781","0.531055638","0.045705992","25.67656049","23.78640422","28.38896015","4.602555933","24.98260248","26.56470202","1.582099542","0.423261754","0.036428572","","","","","","","","","","","","","","","","","","","",""
"Nothoprocta perdicaria","Nothoprocta perdicaria","Nothoprocta perdicaria","","1","{Withers, 1987 #3763}","1","2","D","4","","458.00","BMR","Вольера открытые. Птиц предположительно измеряли в Университете.","316.00","flow","Portland State University, Portland","45.511009","-122.683094","20.11.1980, 20.11.1982","30.12.1980, 30.12.1982","N","Winter","N","Temperate","New","","","","","N","Tinamiformes","54","46.219205721312","3.387308307","-6.986355973","14.01515477","21.00151074","1.713064483","5.5829614","3.869896917","3.465940077","0.357484423","3.030908924","-9.266674723","12.19045628","21.457131","1.279289514","5.409090488","4.129800974","3.696976595","0.381314021","","","","","","","","","","","","","","","","","","","",""
"Nucifraga caryocatactes","Nucifraga caryocatactes","Nucifraga caryocatactes","","2","{Kendeigh, 1977 #523}","2","NA","N","NA","NA","147.00","BMR","","241.53","NA","","","","","","","","","Temperate","Old","","","","","P","Passeriformes","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Nucifraga caryocatactes","Nucifraga caryocatactes","Nucifraga caryocatactes","","1","{Aschoff, 1970 #413}","NA","1","N","NA","NA","165","BMR","Подробности не указаны","263.50","NA","","","","","","NA","NA","NA","NA","Old","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Nucifraga caryocatactes","Nucifraga caryocatactes","Nucifraga caryocatactes","","1","{Aschoff, 1970 #413}","NA","1","D","NA","NA","165","BMR","Подробности не указаны","270.50","NA","","","","","","NA","NA","NA","NA","Old","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Nucifraga caryocatactes","Nucifraga caryocatactes","Nucifraga caryocatactes","","2","{Gavrilov, 2014 #1688}","NA","NA","N","","","147","BMR","","242.5","close","","","","","","","Winter","","NA","Old","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Numida meleagris","Numida meleagris","Numida meleagris","","1","{Fedak, 1974 #3900}","1","3","D","3","NA","1207.00","RMR","Измерения были сделаны при свете, не натощак","1267.40","flow","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Птиц держали в уличных вольерах","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Nyctea scandiaca","Bubo scandiacus","Bubo scandiaca","","1","{Gessaman, 1972 #3621}","2","2","N","4","f","2026.00","BMR","Содержались в открытых вольерах. Даты измерения даны условно! В статье указано только примерное начало опытов","810.00","flow","Institute of Arctic Biology, College, Alaska","64.86666667","-147.83333333","12/15/1967","1/30/1968","N","Winter","N","Temperate","New","","Barrow, Alaska","71.31666667","-156.61666667","N","Strigiformes","0","64.86666667","-15.68412892","-36.64591111","1.862444453","38.50835556","-18.1047925","-13.04300607","5.061786428","9.729066899","1.336390116","-16.98815368","-38.32792111","0.080482188","38.4084033","-19.69259931","-14.29227471","5.400324597","10.00964556","1.374930559","","","","","","","","","","","","","","","","","","","",""
