"Original_Name","IOС-10.1","BirdTree","NameComments","Original-1_Cited-2","Reference","Bad1Good2","Wild-1_Aviary-2_Domestic-3","Day-Night","n","Sex","Mass","Trait","CommentTrait","TraitValue","Method","Place","Latitude","Longitude","StartDate","EndDate","Mountains","Summer-Winter","Breeding-NonBreeding","Climate","World","Comments","CapturePlace","CaptureLatitude","CaptureLongitude","Passerine","Order","Elevation","ElevationLatCor","MeanSurfaceTemperature","AbsoluteMinSurfaceTemperature","AbsoluteMaxSurfaceTemperature","AbsoluteSurfaceTemperatureRange","AverageDailyMinimumSurfaceTemperature","AverageDailyMaximumSurfaceTemperature","AverageDailySurfaceTemperatureDifference","SD_DailyMeanSurfaceTemperature","SE_DailyMeanSurfaceTemperature","MeanGaussianTemperature","AbsoluteMinGaussianTemperature","AbsoluteMaxGaussianTemperature","AbsoluteGaussianTemperatureRange","AverageDailyMinimumGaussianTemperature","AverageDailyMaximumGaussianTemperature","AverageDailyGaussianTemperatureDifference","SD_DailyMeanGaussianTemperature","SE_DailyMeanGaussianTemperature","","","","","","","","","","","","","","","","","","","",""
"Colinus virginianus","Colinus virginianus","Colinus virginianus","","1","{Lasiewski, 1967 #412}","NA","NA","NA","NA","NA","194.00","BMR","Условия измерений не ясны","199.70","flow","","","","","","","NA","","","New","","","","","N","Galliformes","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Colinus virginianus","Colinus virginianus","Colinus virginianus","","1","{Londoño, 2015 #1696}","2","NA","N","5","NA","258.00","BMR","M.A. Chappell, unpublished. Птиц держали в открытых вольерах. Смесь диких и разведенных птиц","236.42","flow","University University of California, Riverside","33.978206","-117.32882","NA","NA","N","NA","N","Sub","New","Temperate","NA","NA","NA","","","323","38.214271573771","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Colinus virginianus","Colinus virginianus","Colinus virginianus","","1","{Fedak, 1974 #3900}","1","3","D","5","NA","194.00","RMR","Измерения были сделаны при свете, не натощак","259.96","flow","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Птиц держали в уличных вольерах","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Colius castanotus","Colius castanotus","Colius castanotus","","1","{Hoffmann, 1984 #3635}","2","2","N","1","","57.67","BMR","Источник птиц не понятен (где ловили). Где и когда измеряли - не ясно.","137.1015936255","flow","","","","","","N","","","","Old","","","","","N","Coliiformesi","NA","NA","23","NA","NA","NA","NA","NA","NA","NA","NA","23","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Colius castanotus","Colius castanotus","Colius castanotus","","1","{Prinzinger, 1981 #3694}","1","2","N","6","","69.00","RMR","RMR  усредняли за многочасовой интервал. Вольеры в лабе.","82.47","flow","","","","","","","","","Tropical","Old","","","","","N","Coliiformesi","NA","NA","22.5","22","23","1","NA","NA","NA","NA","NA","22.5","22","23","1","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Colius colius","Colius colius","Colius colius","","1","{McKechnie, 2001 #3669}","2","2","N","9","both","35.10","BMR","Уличные вольеры","31.80","flow","School of Botany and Zoology, University of Natal, in Pietermaritzburg","-29.625892688045","30.404331869327","6/1/1997","8/30/1997","N","Winter","N","Sub","Old","","Tierberg Research Station, near Prince Albert; the farm Laer Scholzkloof, near Prince Albert; and the farm Omdraaisvlei, approximately 70 km southeast of the Orange River at Prieska.","-32.36287675305","22.541921930188","N","Coliiformesi","665","-20.90458121459","13.64090808","6.305831821","27.66232243","21.35649061","10.36704592","17.68731777","7.320271851","2.516330603","0.255494663","13.16555364","3.681749354","28.33528852","24.65353917","9.506608204","19.31882442","9.812216218","2.501807086","0.254020023","","","","","","","","","","","","","","","","","","","",""
"Colius colius","Colius colius","Colius colius","","1","{Boyce, 2020 #4107}","2","1","D","6","both","45.21","RMR","NA","129.98","flow","Koeberg Nature Reserve, Western Cape, South Africa","-34","18","8/30/2016","10/24/2016","NA","Summer","Y","Sub","Old","","Koeberg Nature Reserve, Western Cape, South Africa","-34","18","P","Passeriformes","0","-34","15.3202358","10.6179788","26.414","15.7960212","13.49586422","17.51238137","4.016517148","2.161531679","0.274514798","15.47127954","10.76776343","25.26923768","14.50147425","13.01354508","18.78847032","5.774925236","1.686587463","0.214196822","","","","","","","","","","","","","","","","","","","",""
"Colius striatus","Colius striatus","Colius striatus","","1","{Hoffmann, 1984 #3635}","2","2","N","2","","51.22","BMR","Источник птиц не понятен (где ловили). Где и когда измеряли - не ясно.","97.609561752988","flow","","","","","","N","","","","Old","","","","","N","Coliiformesi","NA","NA","23","NA","NA","NA","NA","NA","NA","NA","NA","23","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Colius striatus","Colius striatus","Colius striatus","","1","{McKechnie, 2001 #3668}","2","2","N","12","both","51.00","BMR","Уличные вольеры","42.40","flow","School of Botany and Zoology, University of Natal, in Pietermaritzburg","-29.625892688045","30.404331869327","7/1/1999","8/30/1999","N","Winter","N","Sub","Old","","Pietermaritzburg","30.354073074093","-29.606068295973","N","Coliiformesi","665","-20.90458121459","14.73948595","7.790632617","27.02052838","19.22989576","11.04674848","19.69237453","8.645626043","2.037712318","0.248946182","14.31159044","3.33090517","27.63434634","24.30344117","9.948463772","21.09465619","11.14619242","2.184905331","0.26692867","","","","","","","","","","","","","","","","","","","",""
"Colius striatus","Colius striatus","Colius striatus","","1","{Bartholomew, 1970 #488}","2","2","N","6","NA","52.50","BMR","","53.0","flow","Life Sciences Building at UCLA","","","","","N","","N","Sub","Old","","","","","N","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Colius striatus","Colius striatus","Colius striatus","","1","{Bartholomew, 1970 #488}","2","2","D","6","NA","52.50","BMR","","63.0","flow","Life Sciences Building at UCLA","","","","","N","","N","Sub","Old","","","","","N","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Collocalia esculenta","Collocalia esculenta","Collocalia esculenta","","1","{McNab, 1995 #1673}","2","1","N","43","both","6.8","BMR","","14.6","flow","Madang","-5.225603","145.773336","","","N","","","Tropical","Old","","","","","N","Apodiformes","18","-4.9895374262295","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Collocalia vanikorensis","Aerodramus vanikorensis","Collocalia vanikorensis","","1","{McNab, 1995 #1673}","2","1","N","21","both","11.6","BMR","","21.5","flow","Madang","-5.225603","145.773336","","","N","","","Tropical","Old","","","","","N","Apodiformes","18","-4.9895374262295","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba domestica","Columba livia","Columba livia","","1","{Benedict, 1929 #3589}","1","2","N","8","NA","300.00","BMR","Не было оценки минимального уровня потребления","297.76","open","NA","NA","NA","NA","NA","N","NA","N","Temperate","New","","NA","NA","NA","N","Colymbiformes","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba domestica","Columba livia","Columba livia","","1","{Benedict, 1929 #3589}","1","2","D","8","NA","300.00","BMR","Не было оценки минимального уровня потребления","321.14","open","NA","NA","NA","NA","NA","N","NA","N","Temperate","New","","NA","NA","NA","N","Colymbiformes","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba leucocephala","Patagioenas leucocephala","Patagioenas leucocephala","","1","{McNab, 2000 #1674}","2","2","N","","","251.90","BMR","","241.10","flow","Madang","-5.225603","145.773336","","","","","","Tropical","New","","","","","N","Colymbiformes","18","-4.9895374262295","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba leucomela","Columba leucomela","Columba leucomela","","1","{Schleucher, 2002 #3715}","2","3","N","NA","NA","456.00","BMR","","436.75","flow","University of Western Australia, Stirling Highway, Crawley, Western Australia","-31.977854","115.817227","14.08.2001","07.12.2001","N","Spring","N","Sub","Old","Год казан примерно, на основе публикации (в статье даты без года)","NA","NA","NA","N","Colymbiformes","17","-31.754903180328","15.69038428","7.584149162","30.04025195","22.45610279","12.92561893","19.36557046","6.439951527","3.308015176","0.299493622","16.258914","5.885076671","31.63717316","25.75209649","13.05824189","20.66748602","7.609244131","3.712588839","0.336122","","","","","","","","","","","","","","","","","","","",""
"Columba livia","Columba livia","Columba livia","","1","{Gavrilov, 1985 #1709}","2","NA","N","","","368.00","BMR","","297.10","close","NA","NA","NA","","","","Summer","","NA","Old","","","","","N","Colymbiformes","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba livia","Columba livia","Columba livia","","1","{Riddle, 1934 #4307}","2","3","N","","both","250","BMR","","224.37","NA","","","","","","","Summer","N","","New","","","","","N","Colymbiformes","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba livia","Columba livia","Columba livia","","1","{Riddle, 1934 #4307}","2","3","N","","both","280","BMR","","236.24","NA","","","","","","","Winter","N","","New","","","","","N","Colymbiformes","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba livia","Columba livia","Columba livia","","2","{Benedict, 1938 #1861}","NA","3","N","","","300","BMR","","261.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","N","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba livia","Columba livia","Columba livia","","2","{Burckard, 1933 #3881}","NA","3","N","NA","NA","311","BMR","","287","NA","","","","","","","","","","","","","","","N","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba livia","Columba livia","Columba livia","","2","{Burckard, 1933 #3881}","NA","3","N","NA","NA","300","BMR","","272","NA","","","","","","","","","","","","","","","N","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba livia","Columba livia","Columba livia","","2","{Burckard, 1933 #3881}","NA","3","D","NA","NA","300","BMR","","341","NA","","","","","","","","","","","","","","","N","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba livia","Columba livia","Columba livia","","1","{Calder, 1967 #3858}","1","3","N","NA","NA","314.6","BMR","","311.5","flow","Duke University, Durham, North Carolina","36.0014","-78.93825","NA","NA","NA","NA","NA","NA","New","Не указана дата измерения. Вольеры уличные, но был проход внутрь здвния, где температура не падала ниже 10С","","","","","","125","37.640744262295","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba livia","Columba livia","Columba livia","","2","{Dontcheff, 1935 #3902}","NA","3","N","","","330","BMR","","257.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","N","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba livia","Columba livia","Columba livia","","2","{Dontcheff, 1935 #3902}","NA","3","D","","","330","BMR","","309.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","N","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba livia","Columba livia","Columba livia","","2","{Gavrilov, 2014 #1688}","NA","NA","N","","","353","BMR","","334","close","","","","","","","Winter","","NA","Old","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba livia","Columba livia","Columba livia","","2","{Gavrilov, 2014 #1688}","NA","NA","D","","","353","BMR","","372.5","close","","","","","","","Winter","","NA","Old","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba livia","Columba livia","Columba livia","","2","{Gavrilov, 2014 #1688}","NA","NA","N","","","368","BMR","","298.5","close","","","","","","","Summer","","NA","Old","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba livia","Columba livia","Columba livia","","2","{Gavrilov, 2014 #1688}","NA","NA","D","","","368","BMR","","321.5","close","","","","","","","Summer","","NA","Old","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba livia","Columba livia","Columba livia","","2","{Gelineo, 1955 #3857}","1","","D","","","266","BMR","","294","NA","","","","","","","","","NA","Old","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba livia","Columba livia","Columba livia","","1","{Hart, 1962 #3850}","1","2","D","","","381","BMR","Уличные вольеры. Измерения продолжались час.","526.90","flow","","","","","","","Summer","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba livia","Columba livia","Columba livia","","1","{Hart, 1962 #3850}","1","2","D","","","405","BMR","Уличные вольеры","497.69","flow","","","","","","","Winter","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba livia","Columba livia","Columba livia","","2","{Herzog, 1930 #3632}","NA","","N","","","372","BMR","Условия измерений не ясны","308.19","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba livia","Columba livia","Columba livia","","2","{Herzog, 1930 #3632}","NA","","N","","","370","BMR","","326.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba livia","Columba livia","Columba livia","","2","{Herzog, 1930 #3632}","NA","3","D","","","370","BMR","","396","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba livia","Columba livia","Columba livia","","2","{Kayser, 1929 #3844}","NA","3","N","NA","NA","320","BMR","","230","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","","NA","NA","NA","N","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba livia","Columba livia","Columba livia","","2","{Kayser, 1929 #3844}","NA","3","D","NA","NA","320","BMR","","278.5","NA","NA","NA","NA","NA","NA","NA","","NA","NA","NA","","NA","NA","NA","N","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba livia","Columba livia","Columba livia","","2","{Kayser, 1940 #3950}","NA","3","D","NA","NA","314","BMR","","303.5","NA","NA","NA","NA","NA","NA","NA","Winter","NA","NA","NA","","NA","NA","NA","N","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba livia","Columba livia","Columba livia","","1","{Londoño, 2015 #1696}","2","NA","N","8","NA","316.30","BMR","M.A. Chappell, unpublished. Птиц держали в открытых вольерах. Смесь диких и разведенных птиц","379.70","flow","University University of California, Riverside","33.978206","-117.32882","NA","NA","N","NA","N","Sub","New","Temperate","NA","NA","NA","","","323","38.214271573771","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba livia","Columba livia","Columba livia","","1","{Scholander, 1950 #373;Scholander, 1950 #367}","1","2","D","5","NA","397","RMR","Не ясно время измерения, период усреднения и другие условия.","357.64","open","Point Barrow, Alaska","71.383215","-156.472865","12/1/1947","2/29/1948","N","Winter","N","Polar","New","Даты за пределами базы","Point Barrow, Alaska","71.383215","-156.472865","N","Colymbiformes","0","71.383215","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba livia","Columba livia","Columba livia","","1","{Gorssen, 1997 #4101}","2","3","NA","NA","NA","446.00","RMR","С доступом к воде","500.55","flow","The Netherlands","NA","NA","NA","NA","N","NA","NA","NA","NA","","The Netherlands","NA","NA","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba palumbus","Columba palumbus","Columba palumbus","","2","{Benedict, 1938 #1861}","NA","NA","N","","","150","BMR","","148.5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","N","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba palumbus","Columba palumbus","Columba palumbus","","1","{Gavrilov, 2017 #3482}","NA","NA","N","4","","493","BMR","","357","close","","","","","","","Autumn","","NA","Old","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba unicincta","Columba unicincta","Columba unicincta","","1","{Bennett, 1987 #406}","NA","","","","","318","BMR","Не понятно, откуда процитированы эти данные (см. {McKechnie, 2004 #407})","307.29083665339","","","","","","","","","","","","","","","","","","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columba vitiensis","Columba vitiensis","Columba vitiensis","","1","{McNab, 2000 #1674}","2","2","N","2","","467.9","BMR","","259.1","flow","Rainforest Habitat","-5.225603","145.773336","","","","","","Tropical","Old","","Madang","","","N","Colymbiformes","18","-4.9895374262295","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columbina inca","Columbina inca","Columbina inca","","1","{MacMillen, 1965 #3663;MacMillen, 1967 #3659}","2","2","D","","NA","40.50","BMR","","47.00","flow","","","","","","N","","","Sub","New","","","","","N","Colymbiformes","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
"Columbina talpacoti","Columbina talpacoti","Columbina talpacoti","","1","{Wiersma, 2007 #226}","2","1","N","6","","45.70","BMR","","74.04","flow","Panama, Gamboa","9.11666667","-79.7","07.04.2004, 05.05.2005","03.07.2004, 08.06.2005","","Summer","","Tropical","New","","Panama, Gamboa","9.11666667","-79.7","N","Colymbiformes","37","9.6019125716393","25.86921464","23.67713138","28.59682462","4.919693235","25.38733006","26.43547584","1.048145781","0.531055638","0.045705992","25.67656049","23.78640422","28.38896015","4.602555933","24.98260248","26.56470202","1.582099542","0.423261754","0.036428572","","","","","","","","","","","","","","","","","","","",""
"Conirostrum sitticolor","Conirostrum sitticolor","Conirostrum sitticolor","","1","{Londoño, 2015 #1696}","2","1","N","2","NA","11.00","BMR","","32.24","flow","Peru, Pantiacolla","-12.65","-71.21666667","15.07.2011, 15.07.2012, 15.07.2013","15.12.2011, 15.12.2012, 15.12.2013","N","NA","N","Tropical","New","Птицы были пойманы в нескольких местах, но не указано, где какой вид. Поэтому координаты данны для низинного леса - ведь отличий по BMR обнаружено не было","Peru, Pantiacolla","-12.65","-71.21666667","P","Passeriformes","427","-7.05","16.36000568","8.88461333","22.83929391","13.95468058","14.71226554","18.55727791","3.845012366","1.015403607","0.046346622","15.55087837","6.007049766","22.64380206","16.6367523","13.27533128","18.68043551","5.405104225","1.301585237","0.059408966","","","","","","","","","","","","","","","","","","","",""
"Conopophaga ardesiaca","Conopophaga ardesiaca","Conopophaga ardesiaca","","1","{Londoño, 2015 #1696}","2","1","N","15","NA","27.50","BMR","","69.85","flow","Peru, Pantiacolla","-12.65","-71.21666667","15.07.2011, 15.07.2012, 15.07.2013","15.12.2011, 15.12.2012, 15.12.2013","N","NA","N","Tropical","New","Птицы были пойманы в нескольких местах, но не указано, где какой вид. Поэтому координаты данны для низинного леса - ведь отличий по BMR обнаружено не было","Peru, Pantiacolla","-12.65","-71.21666667","P","Passeriformes","427","-7.05","16.36000568","8.88461333","22.83929391","13.95468058","14.71226554","18.55727791","3.845012366","1.015403607","0.046346622","15.55087837","6.007049766","22.64380206","16.6367523","13.27533128","18.68043551","5.405104225","1.301585237","0.059408966","","","","","","","","","","","","","","","","","","","",""
"Conopophaga peruviana","Conopophaga peruviana","Conopophaga peruviana","","1","{Londoño, 2015 #1696}","2","1","N","4","NA","24.50","BMR","","60.90","flow","Peru, Pantiacolla","-12.65","-71.21666667","15.07.2011, 15.07.2012, 15.07.2013","15.12.2011, 15.12.2012, 15.12.2013","N","NA","N","Tropical","New","Птицы были пойманы в нескольких местах, но не указано, где какой вид. Поэтому координаты данны для низинного леса - ведь отличий по BMR обнаружено не было","Peru, Pantiacolla","-12.65","-71.21666667","P","Passeriformes","427","-7.05","16.36000568","8.88461333","22.83929391","13.95468058","14.71226554","18.55727791","3.845012366","1.015403607","0.046346622","15.55087837","6.007049766","22.64380206","16.6367523","13.27533128","18.68043551","5.405104225","1.301585237","0.059408966","","","","","","","","","","","","","","","","","","","",""
"Contopus sordidulus","Contopus sordidulus","Contopus sordidulus","","1","{Londoño, 2015 #1696}","2","1","N","1","NA","12.50","BMR","","100.30","flow","Peru, Pantiacolla","-12.65","-71.21666667","15.07.2011, 15.07.2012, 15.07.2013","15.12.2011, 15.12.2012, 15.12.2013","N","NA","N","Tropical","New","Птицы были пойманы в нескольких местах, но не указано, где какой вид. Поэтому координаты данны для низинного леса - ведь отличий по BMR обнаружено не было","Peru, Pantiacolla","-12.65","-71.21666667","","","427","-7.05","16.36000568","8.88461333","22.83929391","13.95468058","14.71226554","18.55727791","3.845012366","1.015403607","0.046346622","15.55087837","6.007049766","22.64380206","16.6367523","13.27533128","18.68043551","5.405104225","1.301585237","0.059408966","","","","","","","","","","","","","","","","","","","",""
"Contopus virens","Contopus virens","Contopus virens","","1","{Yarbrough, 1971 #403}","2","1","N","3","","13.90","BMR","","46.10","flow","Coastal plain of North Carolina","35.395454","-76.126495","","","N","Summer","NA","Sub","New","","Coastal plain of North Carolina","35.395454","-76.126495","P","Passeriformes","13","35.565945803279","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","","","","","","","","","","","","","","","","","",""
