"species_name","med_c","med_a","Beak_length_Culmen","Beak_length_Nares","Beak_width","Beak_depth","Tarsus_length","Wing_length","Kipps_distance","Hand_wing_index","Tail_length","Mass","forest1","grassland1","human1","wetland1","shrubland1","woodland1","marine1","riverline1","coastal1","rock1","desert1","carnivore1","herbivore1","omnivore1","scavenger1","australian1","palearctic1","indo_malay1","madagascar1","neotropic1","nearctic1","afrotropic1","oceania1","antarctic1","invertivore1","vertivore1","aquatic_predator1","omnivoretn1","granivore1","frugivore1","nectarivore1","herbivore_aquatic1","herbivore_terrestrial1","scavengertn1","insessorial1","terrestrial1","generalist1","aerial1","aquatic1","fTn","fCn","fAn","fGn","ghahSkew","Stg_Sac"
"Lonchura_melaena",0.83811064879026,0.956410256410256,15.1,10.9,9.1,10.6,16.3,54.8,12.1,22.1,41.7,13.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.508684863523573,0.0416873449131514,0.171712158808933,0.277915632754342,0.236203090507726,0.573200992555831
"Lonchura_nevermanni",0.841684935797056,0.956864316239316,12.5,8.2,6.7,7.8,14.9,50.6,10.9,21.6,36.5,11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.438848920863309,0.0489208633093525,0.110791366906475,0.401438848920863,0.567415730337079,0.680575539568345
"Lonchura_nigerrima",0.830803177405119,0.9417502787068,12.4,8.1,5.7,7.2,14.3,47,6.6,14,34,13.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.396078431372549,0.075,0.126960784313725,0.401960784313726,0.519925857275255,0.596078431372549
"Lonchura_punctulata",0.807315233785822,0.959252450980392,11.8,8.8,6.7,7.5,14,52.6,11.9,22,39,13.6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.39501953125,0.0576171875,0.10791015625,0.439453125,0.605709188224799,0.6689453125
"Lonchura_spectabilis",0.830803177405119,0.941025641025641,11.5,7.9,5.9,7.5,15,49.1,10.8,21.9,33.6,11.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.437685459940653,0.0469831849653808,0.171612265084075,0.343719090009891,0.333973128598848,0.562809099901088
"Lonchura_striata",0.825352822580645,0.955728155339806,12,8.3,6.7,7.8,13.1,50.7,10.6,20.9,39.8,12.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.424345295829292,0.0562560620756547,0.11105722599418,0.408341416100873,0.572362278244631,0.66537342386033
"Lonchura_stygia",0.837536656891496,0.947563559322034,11.9,8.3,6.7,8,15.3,51.2,10.4,20.4,37,11.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.418886198547215,0.0697336561743341,0.0861985472154964,0.425181598062954,0.662878787878788,0.688135593220339
"Lophophorus_impejanus",0.720140834111422,0.933699633699634,53.3,31.5,17.3,15.3,69.3,286.2,60.1,21.1,203,2066.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.449071751128951,0.041645760160562,0.156046161565479,0.353236327145008,0.387192118226601,0.604616156547918
"Lophophorus_lhuysii",0.705839025043525,0.926767676767677,60,41.7,21.1,16.3,76.4,336.6,87.8,26.3,291,3008,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.482692307692308,0.0581730769230769,0.121153846153846,0.337980769230769,0.472251308900524,0.641346153846154
"Lophophorus_sclateri",0.694965740965316,0.931468716861082,48.4,31.8,18.1,15.4,74,295.2,79.7,27,186.5,2500,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.439024390243902,0.0331707317073171,0.134634146341463,0.393170731707317,0.489833641404806,0.664390243902439
"Lophornis_magnificus",0.750120114474316,0.894577761494779,14,10.5,1.7,1.5,4.7,39.8,26.2,66,23,2.7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.432019704433498,0.0374384236453202,0.131527093596059,0.399014778325123,0.504178272980501,0.662068965517241
"Lophura_ignita",0.720350404312669,0.900782013685239,40.9,20.8,11.7,12.3,98.5,280.4,50,18,231.2,1768.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.439979909593169,0.041687594173782,0.184831742842793,0.333500753390256,0.286821705426357,0.546961325966851
"Lophura_nycthemera",0.748482037443077,0.910835401157982,39.8,19.9,11.9,12.6,90.6,254.8,49.5,19.5,439.5,1230,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.432879377431907,0.0437743190661479,0.125,0.398346303501945,0.522304832713755,0.662451361867704
"Lophura_swinhoii",0.74781746031746,0.912354635655606,36,17.3,10.7,10.6,84.4,237.8,58.4,24.9,360.2,1100,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.462259496793291,0.042920572274297,0.151948692649235,0.342871238283177,0.385842472582253,0.610261470152935
"Loxia_curvirostra",0.775534391534392,0.91865191907733,19,16.1,6.8,11.4,16.6,96,36,37.6,57.3,38.3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.4450337512054,0.0540019286403086,0.09450337512054,0.406460945033751,0.622714148219442,0.702989392478303
"Loxia_leucoptera",0.783404074702886,0.932405998695936,19.1,13.4,4.5,8.6,15.6,88.7,31.7,35.7,58.8,28.7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.437190900098912,0.0316518298714144,0.152818991097923,0.378338278931751,0.424581005586592,0.631058358061325
"Loxops_caeruleirostris",0.776034762115186,0.943119459687632,14.2,9.1,4.5,5.4,20.5,61.8,15.8,25.3,52.4,10.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.481885856079404,0.0342431761786601,0.128039702233251,0.355831265508685,0.470769230769231,0.675434243176179
"Loxops_coccineus",0.802414690572585,0.917239527389903,13.4,8.5,3.9,4.8,20.1,59.9,14.3,23.9,47.5,10.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.470530451866405,0.0368369351669941,0.115422396856582,0.37721021611002,0.531405782652044,0.695481335952849
"Machaerirhynchus_nigripectus",0.768761561921904,0.871564217891055,15.2,7.1,7.7,3,16.9,59.9,11.6,19.7,56.5,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.454370797310279,0.0667627281460134,0.0874159462055716,0.391450528338136,0.634904714142427,0.69164265129683
"Macroagelaius_imthurni",0.792435897435897,0.932667525773196,28.8,18.1,5.5,7.9,27.5,123.8,31.9,25.7,121,77.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.448661800486618,0.0749391727493917,0.109489051094891,0.3669099756691,0.540347293156282,0.631143552311435
"Malurus_elegans",0.742054641761918,0.903708133971292,13.1,6.2,2.9,2.7,22.7,50,5.5,11.1,75.7,9.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.461157842652152,0.0326571004453241,0.143988124690747,0.362196932211776,0.43108504398827,0.646709549727857
"Malurus_melanocephalus",0.758188666885031,0.920787545787546,11.7,7.3,3.2,3,21.7,41.4,4.8,10.8,53.3,7.9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.472993437657749,0.0297829379101464,0.131751640585563,0.365471983846542,0.47005076142132,0.676930843008582
"Megaceryle_lugubris",0.771813118811881,0.900564713064713,76.6,55.5,11.9,18.2,16.4,182.4,54.2,29.9,103,271,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.480544747081712,0.061284046692607,0.125486381322957,0.332684824902724,0.452229299363057,0.626459143968872
"Megalaima_virens",0.669540229885057,0.949653636813459,44,29.6,14.5,17.6,33.4,138.4,30.2,21.7,100.5,202,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.465424227562531,0.0328592447278077,0.104953408533595,0.396763119176067,0.581622678396872,0.724374693477195
"Melamprosops_phaeosoma",0.740968355289963,0.94265625,16.9,10.7,6,7.4,23.6,71,11.7,16.5,34.5,25.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.439225181598063,0.0329297820823245,0.123002421307506,0.404842615012107,0.53394495412844,0.688135593220339
"Melanocharis_versteri",0.790998217468806,0.911276223776224,12.4,6,3.6,4,21.9,64,9.8,15.1,72.2,14.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.453373015873016,0.0327380952380952,0.148809523809524,0.365079365079365,0.420849420849421,0.636904761904762
"Melanocorypha_mongolica",0.870893970893971,0.925070028011205,17.7,12,5.1,7.7,23.5,118.2,45.9,39.4,76.4,53.9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.443209279845336,0.0449492508458192,0.1164813919768,0.395360077332044,0.544853635505194,0.677138714354761
"Meleagris_gallopavo",0.695283714075166,0.911383108935129,48.6,25.9,17.6,15.3,149.2,448.8,115,26,351.2,5791.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.399312377210216,0.0412573673870334,0.145874263261297,0.413555992141454,0.478489903424056,0.62573673870334
"Melophus_lathami",0.838223140495868,0.902562446167097,15.3,9.3,4.7,6.3,20.5,79.9,13.8,17.5,68.8,21.9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.457668118045477,0.0304789550072569,0.122883405902274,0.388969521044993,0.519848771266541,0.693275278180939
"Melopsittacus_undulatus",0.810772357723577,0.971818181818182,12.7,11.2,7.3,11.1,12.4,95.4,48.4,50.9,93.2,29,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.43297974927676,0.0501446480231437,0.122468659594986,0.394406943105111,0.526119402985075,0.654773384763741
"Menura_novaehollandiae",0.754740148486579,0.898893930799773,42.2,16.6,7,7.6,109.5,280.9,5.7,2,582.7,972.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.448693126815102,0.0435624394966118,0.122942884801549,0.384801548886738,0.515729265967588,0.666989351403679
"Mergus_merganser",0.852579852579853,0.798876404494382,69.4,38.4,10.4,11.7,50.9,270.8,123.8,46,107.2,1451,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.411850412821758,0.060709082078679,0.107333657115104,0.420106847984458,0.593001841620626,0.663914521612433
"Mergus_squamatus",0.794112699747687,0.776442307692308,60.1,33.7,8.2,9.8,43.5,256.2,124.4,48.6,99,1234,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.466294982260517,0.026862645717182,0.159148504815003,0.347693867207299,0.372,0.627977698935631
"Merops_viridis",0.805264929025942,0.88129216398547,38.9,30,7.2,7.5,11.1,113.6,34.5,30,106.6,34.8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.422115384615385,0.0860576923076923,0.0884615384615385,0.403365384615385,0.640273704789834,0.650961538461539
"Mesembrinibis_cayennensis",0.690398886827458,0.904944682772635,116.6,92.5,11.8,16.3,60.3,296.1,76.6,25,153.3,756,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.531904529956162,0.0350706283487579,0.0774476376035071,0.355577204091573,0.642294713160855,0.77496346809547
"Micrastur_gilvicollis",0.775571483920961,0.920124683421001,24.1,13.5,8.8,13,60.4,184.8,39.4,21.1,152.2,209,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.420752022846264,0.0452165635411709,0.115183246073298,0.418848167539267,0.568627450980392,0.679200380771061
"Milvus_migrans",0.786194477791117,0.901535087719298,40.1,22.4,12.9,16.5,51.9,466.4,219.9,48.1,293.8,734.1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.434503213049926,0.032624814631735,0.133465150766189,0.39940682155215,0.499072356215213,0.667820069204152
"Minla_ignotincta",0.782513157894737,0.929450757575758,13.2,7,2.7,3.2,19.3,63.6,9.9,15.6,57.3,14.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.459538989700834,0.0500245218244237,0.122118685630211,0.368317802844532,0.502,0.655713585090731
"Mionectes_oleagineus",0.755184331797235,0.92133353960396,11.8,8.2,4.2,3.4,16,60.5,10.5,17.1,48.2,11.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.510617283950617,0.0246913580246914,0.0809876543209877,0.383703703703704,0.651434643995749,0.788641975308642
"Molothrus_aeneus",0.821950851801598,0.929416620803522,22.2,14.7,6.1,9.7,29.1,108,27.1,25.3,77,62.6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.442176870748299,0.0427599611273081,0.126822157434402,0.38824101068999,0.507547169811321,0.660835762876579
"Molothrus_ater",0.808734567901235,0.920806623931624,17.6,11.1,5.8,8.9,24.7,105,33.9,33,69.8,40.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.442962962962963,0.0528395061728395,0.132345679012346,0.371851851851852,0.475024485798237,0.62962962962963
"Monticola_gularis",0.798036586204525,0.944137931034483,20.4,11.2,4.4,5.8,23.8,97,30.7,31.7,64.2,34.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.476738369184592,0.0295147573786893,0.127563781890945,0.366183091545773,0.483282674772036,0.68584292146073
"Montifringilla_adamsi",0.791872710622711,0.883058470764618,14.3,11.5,7.3,7.5,20.1,107.2,36.8,34,67,31.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.330917874396135,0.0478260869565217,0.118357487922705,0.502898550724638,0.618973561430793,0.667632850241546
"Montifringilla_nivalis",0.773531905872377,0.841496598639456,16.3,12.6,7.4,8.6,21.4,118.4,44.9,37.9,71.4,36.9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.459882583170254,0.0283757338551859,0.106164383561644,0.405577299412916,0.58508604206501,0.730919765166341
"Motacilla_cinerea",0.816590214067278,0.92263810227366,17.4,10.8,3.1,3,18.2,82.8,28.6,34.6,94.4,17.1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.457766990291262,0.0766990291262136,0.137864077669903,0.327669902912621,0.407716371220021,0.570873786407767
"Muscicapa_griseisticta",0.820639187574671,0.897770811563915,11.9,6.8,4.5,3.4,14.4,84.5,28.2,33.6,47,15.9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.458521870286576,0.0316742081447964,0.170437405731523,0.339366515837104,0.331360946745562,0.595776772247361
"Muscicapa_sibirica",0.800158514492754,0.926537943421643,11.7,6.4,4.6,3.1,13.1,75.5,24.8,33,45.7,13.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.460294117647059,0.0480392156862745,0.126960784313725,0.364705882352941,0.483549351944167,0.65
"Mycerobas_carnipes",0.78573205932119,0.956984273820537,25.5,16.6,13.4,16.2,25.7,112.8,32.1,28.5,94.4,58.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.514577259475219,0.0471331389698737,0.154033041788144,0.284256559766764,0.297117516629712,0.597667638483965
"Myiagra_hebetior",0.702538314176245,0.886360977892151,20.5,10.7,6,4.2,21.9,79.3,11.3,14.2,65.1,20.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.445361826129189,0.0956775133559981,0.08547838756678,0.373482272948033,0.627513227513227,0.637688198154444
"Myiopsitta_monachus",0.743288754392815,0.937782076079948,22.4,19.3,12.8,19.5,15.8,147.2,64.4,43.8,141.4,120,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.334953816237239,0.0388915896937287,0.142440447253281,0.483714146815751,0.545031055900621,0.63733592610598
"Mystacornis_crossleyi",0.759001161440186,0.886721025043681,22.4,13.4,4.2,4.4,25.3,70.2,6.6,9.3,52.2,24.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.491875923190547,0.0640078778926637,0.123584441161989,0.320531757754801,0.443458980044346,0.624815361890694
"Myzornis_pyrrhoura",0.82911104368932,0.920807453416149,16.4,8.4,3.1,2.5,23.2,58,10,17.1,46.6,11.9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.42117872544322,0.0819357930043124,0.0886439865836128,0.408241494968855,0.643201542912247,0.658840440824149
"Napothera_epilepidota",0.784184078286168,0.915219611848825,15.5,9,2.9,3.7,22,55.1,5.5,9.9,28.3,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0.0724563206577595,0.154162384378212,0.273381294964029,0.278846153846154,0.546762589928058
"Neodrepanis_coruscans",0.632262635805385,0.905413082291836,26,21.3,3.4,3.6,14.7,46.6,8.5,19.5,22.6,6.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.438053097345133,0.04031465093412,0.130285152409046,0.391347099311701,0.500471253534401,0.658800393313668
"Neophema_chrysogaster",0.841213782848115,0.890164399092971,13.6,10.5,7.3,12,14.6,107,47,43.9,101,45.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.456820412168793,0.0456329735034347,0.148184494602552,0.349362119725221,0.404339250493097,0.612365063788027
"Neopipo_cinnamomea",0.639030206677266,0.96297268907563,10.2,6.6,3,2.8,13.7,50.4,10.6,20.7,34.8,7.7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.450970873786408,0.0771844660194175,0.103398058252427,0.368446601941748,0.561728395061728,0.638834951456311
"Nesopsar_nigerrimus",0.824034611907529,0.929545454545454,26,17.7,4.8,7.3,21,99.5,16.6,16.7,73.5,39,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.462989840348331,0.0324141267537494,0.0957910014513788,0.408805031446541,0.62032598274209,0.743589743589744
"Nesospiza_acunhae",0.785201640464798,0.875,15.4,10.3,5.3,7.8,24.7,83,16.6,20,69.5,28.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.357280617164899,0.0607521697203472,0.149951783992285,0.432015429122469,0.484672742336371,0.578592092574735
"Nestor_notabilis",0.698,0.932958801498127,59,46.2,15.9,28.7,45.1,308.5,106.3,34.5,168.5,863,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.42603550295858,0.0424063116370809,0.149901380670611,0.381656804733728,0.435992578849722,0.615384615384615
"Netta_rufina",0.824195624195624,0.86281179138322,49.9,33.4,21.1,14.9,37.2,258.3,125.3,47.5,69.3,1118,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.407407407407407,0.0409356725146199,0.14083820662768,0.410818713450292,0.489399293286219,0.636452241715399
"Nicator_chloris",0.795566502463054,0.912846517917512,21.5,11.6,4.2,6.4,28.6,100,13.3,12.8,98.2,46.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.435080842724155,0.0509554140127389,0.13718765311122,0.376776090151886,0.466158245948522,0.623713865752082
"Niltava_davidi",0.783382332831943,0.931666666666667,15.5,8.6,3.9,4,20.2,90.8,19.9,21.9,68.2,24.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.452866861030126,0.0461613216715257,0.135568513119534,0.365403304178814,0.458777885548012,0.636540330417881
"Ninox_novaeseelandiae",0.795660394620475,0.918060200668896,23.9,12.8,7.6,12.6,34.8,198.3,64.8,32.7,116.8,183.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.438202247191011,0.0425012212994626,0.127015144113337,0.39228138739619,0.510818438381938,0.660967269174402
"Ninox_scutulata",0.82939565142955,0.91956802063185,25.5,13.5,7.6,12.6,27.4,211,75.4,35.5,112.8,191,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.451309935739001,0.0499258526940188,0.135936727632229,0.36282748393475,0.454905847373637,0.628274839347504
"Ninox_strenua",0.797566952564327,0.920454545454545,48,27.6,15.9,26.1,57.5,400.8,116.8,29.3,261.7,1346,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.438553022794846,0.0307234886025768,0.162041625371655,0.368681863230922,0.389355742296919,0.614469772051536
"Nipponia_nippon",0.775781501772478,0.899106002554278,169.2,145.8,18.4,22.1,78,392.6,142.8,36.2,145.4,1900,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.493493493493493,0.0590590590590591,0.176176176176176,0.271271271271271,0.212527964205817,0.529529529529529
"Nisaetus_alboniger",0.804296875,0.906970046082949,48,24.3,12.9,20.3,77.1,325.2,82,25.1,239.5,830,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.441860465116279,0.0382751937984496,0.111434108527132,0.40843023255814,0.571295433364399,0.700581395348837
"Nisaetus_nipalensis",0.789705882352941,0.879952690715553,44.2,28,13.1,23.5,101.2,423.7,107,25.1,286.4,3005,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.534164588528678,0.0633416458852868,0.131670822942643,0.270822942643392,0.345724907063197,0.60997506234414
"Nothocercus_julius",0.645833333333333,0.909071459135644,33,10.1,4.6,6.2,58.8,191.2,31.9,16.7,51.6,693,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.557952834922228,0.0190667335674862,0.198695434019067,0.224284997491219,0.0604982206405694,0.564475664826894
"Nothocercus_nigrocapillus",0.687457627118644,0.91,35.3,9.1,4.6,5.8,63.5,187,27.5,14.8,56,540,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.390243902439024,0.0368342458934793,0.214534594325535,0.358387257341961,0.251086012163336,0.497262319561971
"Nothoprocta_ornata",0.533264758825907,0.961944777911165,30.9,18.1,7.3,7.1,38.3,185.6,48.5,26.1,66,619.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.495823095823096,0.026044226044226,0.123832923832924,0.354299754299754,0.482014388489209,0.7002457002457
