species_name,higher_altitude,far_migration,wintering,diving,flying,lower_altitude,only_forest
Ninox_novaeseelandiae,1000,N,N,N,Y,0,Y
Ninox_scutulata,1700,N,N,N,Y,0,Y
Ninox_strenua,1700,N,N,N,Y,0,Y
Nipponia_nippon,1300,M,N,N,Y,0,Y
Nisaetus_alboniger,4000,M,M,N,Y,600,Y
Nisaetus_nipalensis,700,N,N,N,Y,0,Y
Notiomystis_cincta,300,N,N,N,Y,0,Y
Nucifraga_columbiana,3800,M,M,N,Y,1000,Y
Numenius_phaeopus,3600,Y,N,N,Y,0,Y
Numida_meleagris,3000,N,N,N,Y,0,N
Nyctibius_grandis,1000,N,N,N,Y,0,Y
Nyctibius_griseus,2000,N,N,N,Y,0,Y
Nycticorax_nycticorax,4800,M,N,N,Y,0,Y
Nycticryphes_semicollaris,2000,N,N,N,Y,0,Y
Nyctyornis_amictus,1500,N,N,N,Y,0,Y
Nymphicus_hollandicus,2000,M,N,N,Y,0,M
Oedistoma_iliolophum,1750,N,N,N,Y,0,Y
Oporornis_tolmiei,3000,Y,N,N,Y,1000,Y
Oreomystis_bairdi,2000,N,N,N,Y,1000,Y
Oreopsar_bolivianus,3500,N,N,N,Y,0,Y
Oreotrochilus_melanogaster,4400,M,N,N,Y,3500,Y
Oriolus_chinensis,1600,M,N,N,Y,0,Y
Orthopsittaca_manilata,600,M,N,N,Y,0,M
Otidiphaps_nobilis,1900,N,N,N,Y,0,Y
Otis_tarda,1000,M,N,N,Y,0,M
Otus_bakkamoena,2400,N,N,N,Y,0,Y
Otus_scops,2000,M,N,N,Y,0,Y
Padda_oryzivora,1500,N,N,N,Y,0,Y
Pandion_haliaetus,,,,,,,
Paradoxornis_fulvifrons,4570,N,N,N,Y,1500,Y
Paradoxornis_gularis,1850,N,N,N,Y,450,Y
Paradoxornis_nipalensis,3300,N,N,N,Y,600,Y
Paradoxornis_webbianus,2000,N,N,N,Y,600,Y
Paroreomyza_montana,3500,N,N,N,Y,1000,Y
Parus_major,4450,M,M,N,Y,0,Y
Parus_monticolus,4000,N,N,N,Y,500,Y
Parus_venustulus,3000,N,N,N,Y,0,Y
Passer_ammodendri,1000,N,M,N,Y,0,N
Passer_domesticus,4600,N,M,N,Y,0,Y
Passer_montanus,4400,M,M,N,Y,0,Y
Passerina_amoena,3000,Y,N,N,Y,0,Y
Patagioenas_fasciata,3000,M,M,N,Y,0,Y
Pavo_cristatus,2000,N,N,N,Y,0,Y
Pavo_muticus,2000,N,N,N,Y,0,Y
Pedionomus_torquatus,1000,N,N,N,Y,0,Y
Pelagodroma_marina,,,,,,,
Pelecanus_conspicillatus,,,,,,,
Pelecanus_occidentalis,,,,,,,
Penelopides_panini,1500,N,N,N,Y,0,Y
Perdix_dauurica,3400,N,M,N,Y,0,Y
Perdix_hodgsoniae,5600,N,M,N,Y,3600,Y
Perdix_perdix,2600,N,M,N,Y,0,Y
Pericrocotus_ethologus,3700,M,N,N,Y,900,Y
Periparus_ater,4550,M,Y,N,Y,0,Y
Petroica_australis,1000,N,N,N,Y,0,Y
Petroica_boodang,1000,M,N,N,Y,0,Y
Petroica_goodenovii,1000,M,N,,,0,N
Petroica_macrocephala,1000,N,N,N,Y,0,Y
Petroica_phoenicea,1800,M,N,N,Y,0,Y
Pezophaps_solitaria,1000,N,N,N,N,0,M
Phaethon_lepturus,,,,,,,
Phaethon_rubricauda,,,,,,,
Phaethornis_malaris,1650,M,N,N,Y,0,Y
Phalacrocorax_carbo,1000,M,N,Y,Y,0,M
Phalacrocorax_chalconotus,1000,N,N,Y,Y,0,M
Phalcoboenus_australis,500,N,N,N,Y,0,Y
Pharomachrus_auriceps,3100,M,N,N,Y,1200,Y
Phasianus_colchicus,3500,M,M,N,Y,0,Y
Phasianus_versicolor,1100,N,M,N,Y,0,Y
Pheucticus_melanocephalus,3000,M,N,N,Y,0,Y
Philesturnus_carunculatus,1000,N,N,N,Y,0,Y
Phodilus_badius,1800,N,N,N,Y,0,Y
Phoebastria_albatrus,,,,,,,
Phoebastria_immutabilis,,,,,,,
Phoebastria_nigripes,,,,,,,
Phoenicopterus_roseus,,,,,,,
Phoenicopterus_ruber,,,,,,,
Phoeniculus_purpureus,2000,N,N,N,Y,0,Y
Phoenicurus_auroreus,3700,Y,N,N,Y,0,Y
Phylloscopus_inornatus,2450,Y,N,N,Y,0,Y
Pica_pica,4800,N,Y,N,Y,0,Y
Picathartes_gymnocephalus,1000,N,N,N,Y,0,Y
Picoides_pubescens,2750,N,Y,N,Y,0,Y
Picumnus_innominatus,3000,N,N,N,Y,0,Y
Pinguinus_impennis,1000,M,M,Y,N,0,M
Pinicola_enucleator,3100,M,Y,N,Y,0,Y
Pionites_leucogaster,1000,M,N,N,Y,0,Y
Pionus_chalcopterus,2800,M,N,N,Y,1400,Y
Pionus_menstruus,1600,M,N,N,Y,0,Y
Pipile_pipile,1800,N,N,N,Y,0,Y
Pipilo_maculatus,3300,M,M,N,Y,0,Y
Piranga_ludoviciana,3050,Y,N,N,Y,0,Y
Pitta_nympha,1300,Y,N,N,Y,0,Y
Platalea_leucorodia,,,,,,,
Platalea_minor,,,,,,,
Pluvialis_fulva,2500,Y,N,N,Y,0,Y
Pluvianellus_socialis,1200,M,N,N,Y,0,Y
Podiceps_cristatus,3000,Y,N,N,Y,0,Y
Podoces_hendersoni,3800,N,M,N,Y,200,Y
Poecile_atricapilla,3200,N,Y,N,Y,0,Y
Poecile_montanus,3900,N,Y,N,Y,0,Y
Poecile_palustris,2100,N,M,N,Y,0,Y
Pogoniulus_bilineatus,1700,N,N,N,Y,0,Y
Poicephalus_gulielmi,3200,N,N,N,Y,0,Y
Polyplectron_bicalcaratum,2000,M,N,N,Y,0,Y
Polyplectron_germaini,1800,N,N,N,Y,0,Y
Polyplectron_napoleonis,1500,M,N,N,Y,0,Y
Pomatorhinus_ruficollis,3400,N,N,N,Y,0,Y
Poospiza_cabanisi,500,N,N,N,Y,0,Y
Poospiza_lateralis,1800,N,N,N,Y,350,Y
Poospiza_thoracica,1500,N,N,N,Y,800,Y
Porphyrio_hochstetteri,1500,N,M,N,N,1000,M
Porphyrio_porphyrio,2500,M,N,M,Y,0,Y
Porzana_fusca,2000,M,N,N,Y,0,Y
Porzana_paykullii,1000,Y,N,N,Y,0,Y
Porzana_pusilla,2500,M,N,N,Y,0,Y
Primolius_couloni,1500,M,N,N,Y,0,Y
Primolius_maracana,1000,N,N,N,Y,0,Y
Prioniturus_luconensis,700,M,N,N,Y,300,Y
Probosciger_aterrimus,1300,N,N,N,Y,0,Y
Procellaria_cinerea,,,,,,,
Prodotiscus_insignis,2200,N,N,N,Y,0,Y
Progne_chalybea,2000,M,N,N,Y,0,Y
Prosthemadera_novaeseelandiae,1500,N,N,N,Y,0,Y
Prunella_fulvescens,5100,N,M,N,Y,1500,Y
Prunella_montanella,1000,Y,N,N,Y,0,Y
Prunella_strophiata,4300,N,M,N,Y,2400,Y
Psephotellus_pulcherrimus,1000,N,N,N,Y,0,Y
Pseudoleistes_guirahuro,1400,N,N,N,Y,0,Y
Pseudoleistes_virescens,2100,M,N,N,Y,0,Y
Pseudonestor_xanthophrys,2400,N,N,N,Y,0,Y
Pseudopodoces_humilis,5500,N,N,N,Y,3100,Y
Psittacara_acuticaudatus,3600,M,N,N,Y,1500,M
Psittacara_brevipes,2600,M,N,N,Y,0,M
Psittacara_rubritorquis,2000,M,N,N,Y,0,M
Psittacus_erithacus,2000,N,N,N,Y,0,Y
Psittirostra_psittacea,2000,M,N,N,Y,0,Y
Psittrichas_fulgidus,2000,M,N,N,Y,500,Y
Pterocles_gutturalis,2000,M,N,N,Y,0,N
Pterocles_namaqua,2000,M,N,N,Y,0,N
Pterocnemia_pennata,2000,N,N,N,N,0,N
Pterodroma_brevirostris,,,,,,,
Pteroglossus_azara,1400,N,N,N,Y,0,Y
Ptilopachus_petrosus,1500,N,N,N,Y,600,N
Pucrasia_macrolopha,4000,N,M,N,Y,1300,M
Pycnonotus_melanicterus,1200,N,N,N,Y,0,Y
Pycnonotus_sinensis,500,M,N,N,Y,0,Y
Pycnonotus_taivanus,500,N,N,N,Y,0,Y
Pycnonotus_xanthorrhous,2300,N,N,N,Y,600,Y
Pygoscelis_adeliae,500,M,Y,Y,N,0,N
Pygoscelis_antarcticus,500,M,Y,Y,N,0,N
Pygoscelis_papua,500,M,M,Y,N,0,N
Pyrgilauda_blanfordi,5500,N,M,N,Y,4000,N
Pyrgilauda_davidiana,3000,N,M,N,Y,1000,N
Pyrrhocorax_graculus,8200,N,M,N,Y,1200,M
Pyrrhocorax_pyrrhocorax,7900,N,M,N,Y,0,M
Pyrrhula_pyrrhula,3000,M,Y,N,Y,0,Y
Pyrrhura_rupicola,1000,M,N,N,Y,0,Y
Quiscalus_quiscula,1000,M,N,N,Y,0,Y
Rallina_eurizonoides,1600,M,N,N,Y,0,Y
Raphus_cucullatus,1000,N,N,N,N,0,Y
Recurvirostra_avosetta,,,,,,,
Regulus_calendula,3000,Y,N,N,Y,0,Y
Regulus_regulus,4000,M,Y,N,Y,0,Y
Remiz_consobrinus,1000,Y,N,N,Y,0,Y
Rhea_americana,1000,N,N,N,Y,0,N
Rhinopomastus_cyanomelas,1100,M,N,N,Y,0,N
Rhipidura_fuliginosa,1500,M,N,N,Y,0,Y
Rhizothera_longirostris,1500,N,N,N,Y,0,Y
Rhynchopsitta_terrisi,3500,M,N,N,Y,2000,Y
Rhynchortyx_cinctus,1400,N,N,N,Y,0,Y
Rhynochetos_jubatus,1400,N,N,N,Y,0,Y
Rhyticeros_undulatus,2500,N,N,N,Y,0,Y
Rissa_tridactyla,,,,,,,
Rynchops_niger,,,,,,,
Sagittarius_serpentarius,3100,M,N,N,Y,0,N
Sarothrura_ayresi,1900,M,N,N,Y,0,M
Sasia_ochracea,2600,N,N,N,Y,0,Y
Saundersilarus_saundersi,,,,,,,
Saxicola_rubicola,,,,,,,
Saxicola_torquata,3000,M,N,N,Y,0,Y
Sceloglaux_albifacies,2000,N,N,N,Y,0,Y
Schoeniclus_elegans,1000,M,N,N,Y,0,Y
Schoeniclus_siemsseni,2100,M,N,N,Y,0,Y
Scolopax_rusticola,2000,Y,N,N,Y,0,Y
Scytalopus_magellanicus,3500,N,N,N,Y,0,Y
Serinus_albogularis,1000,M,N,N,Y,0,M
Serinus_canaria,1700,N,N,N,Y,0,Y
Serinus_dorsostriatus,,,,,,,
Sicalis_olivascens,3800,N,M,N,Y,1500,N
Sitta_carolinensis,3500,M,M,N,Y,0,M
Smithornis_sharpei,1500,N,N,N,Y,0,Y
Spheniscus_demersus,500,N,N,Y,N,1,M
Spheniscus_humboldti,500,N,N,Y,N,1,M
Spheniscus_magellanicus,500,N,N,Y,N,1,M
Spheniscus_mendiculus,500,N,N,Y,N,1,M
Spilornis_cheela,,,,,,,
Spizaetus_alboniger,,,,,,,
Spizaetus_nipalensis,,,,,,,
Spizella_atrogularis,2500,N,N,N,Y,0,M
Spizixos_semitorques,1500,N,N,N,Y,0,Y
Sporophila_maximiliani,1000,N,N,N,Y,0,Y
Stachyris_ruficeps,3200,N,N,N,Y,0,Y
Stercorarius_maccormicki,,,,,,,
Sterna_eurygnatha,,,,,,,
Sterna_hirundo,,,,,,,
Sternula_albifrons,,,,,,,
Streptopelia_chinensis,1000,N,N,N,Y,0,Y
Streptopelia_decaocto,3000,M,M,N,Y,0,Y
Streptopelia_orientalis,4000,M,M,N,Y,0,M
Strigops_habroptilus,2000,N,N,N,N,0,Y
Strix_leptogrammica,2700,N,N,N,Y,700,Y
Strix_occidentalis,2700,M,M,N,Y,0,Y
Strix_uralensis,5000,N,Y,N,Y,0,Y
Strix_varia,2500,N,Y,N,Y,0,Y
Struthio_camelus,500,N,N,N,N,0,N
Sturnella_neglecta,2200,M,M,N,Y,0,N
Sturnus_cineraceus,1300,M,N,N,Y,0,Y
Sturnus_nigricollis,2000,N,N,N,Y,0,Y
Sturnus_sericeus,1000,M,N,N,Y,0,Y
Sturnus_tristis,3000,M,N,N,Y,0,Y
Sturnus_vulgaris,2500,Y,N,N,Y,0,Y
Sula_dactylatra,1000,Y,N,Y,Y,1,N
Sylvia_atricapilla,2200,Y,N,N,Y,0,N
Sylvia_crassirostris,2000,Y,N,N,Y,0,N
Sylviparus_modestus,3400,M,M,N,Y,600,Y
Synthliboramphus_antiquus,1000,M,M,Y,Y,0,N
Synthliboramphus_wumizusume,1000,M,M,Y,Y,0,N
Syrmaticus_ellioti,1900,N,N,N,Y,0,Y
Syrmaticus_humiae,3000,N,M,N,Y,1200,Y
Syrmaticus_reevesii,2600,N,N,N,Y,200,Y
Syrmaticus_soemmerringi,1800,N,N,N,Y,0,Y
Tachybaptus_novaehollandiae,3200,M,M,N,Y,0,Y
Tachybaptus_ruficollis,4000,M,N,N,Y,0,Y
Tachycineta_albilinea,1000,N,N,N,Y,0,Y
Tachycineta_albiventer,500,M,N,N,Y,0,Y
Tachycineta_bicolor,1000,Y,N,N,Y,0,Y
Tachycineta_cyaneoviridis,1000,M,N,N,Y,0,Y
Tachycineta_euchrysea,2000,N,N,N,Y,0,Y
Tachycineta_leucorrhoa,1000,M,N,N,Y,0,Y
Tachycineta_meyeni,1000,M,N,N,Y,0,Y
Tachycineta_stolzmanni,1000,N,N,N,Y,0,Y
Tachycineta_thalassina,4000,Y,N,N,Y,2000,Y
Tadorna_ferruginea,4650,Y,M,N,Y,0,Y
Tadorna_tadorna,2400,Y,M,N,Y,0,Y
Taeniopygia_guttata,2300,M,N,N,Y,0,Y
Tanygnathus_lucionensis,1000,N,N,N,Y,0,Y
Terpsiphone_atrocaudata,1000,Y,N,N,Y,0,Y
Tetraogallus_himalayensis,6000,N,Y,N,Y,2100,N
Tetraogallus_tibetanus,5800,N,Y,N,Y,2500,N
Tetraophasis_obscurus,4500,N,M,N,Y,2800,N
Tetraophasis_szechenyii,4800,N,M,N,Y,3300,N
Tetrastes_bonasia,,,,,,,
Tetrastes_sewerzowi,4300,N,M,N,Y,2400,Y
Thalassarche_melanophris,,,,,,,
Thalassarche_melanophrys,,,,,,,
Thamnophilus_nigrocinereus,1000,N,N,N,Y,0,Y
Thraupis_episcopus,2000,N,N,N,Y,0,N
Threskiornis_aethiopicus,,,,,,,
Tinamus_guttatus,500,N,N,N,N,0,Y
Tinamus_major,1500,N,N,N,N,0,Y
Tockus_camurus,800,N,N,N,Y,0,Y
Todiramphus_sanctus,1000,M,N,Y,Y,0,Y
Todus_angustirostris,3000,N,N,N,Y,0,Y
Tragopan_caboti,2000,N,N,N,Y,800,Y
Tragopan_temminckii,4200,N,M,N,Y,1200,Y
Traversia_lyalli,1000,N,N,N,Y,0,Y
Tregellasia_capito,1500,N,N,N,Y,0,Y
Tregellasia_leucops,2200,N,N,N,Y,300,Y
Tringa_erythropus,4700,Y,N,N,Y,0,Y
Tringa_glareola,1000,Y,N,N,Y,0,Y
Tringa_ochropus,3200,Y,N,N,Y,0,Y
Tringa_semipalmata,3400,M,N,N,Y,0,Y
Trogon_personatus,3000,N,N,N,Y,1000,Y
Trogon_viridis,1300,N,N,N,Y,0,Y
Trugon_terrestris,700,N,N,N,Y,0,Y
Turdus_eunomus,3000,Y,N,N,Y,0,Y
Turdus_hortulorum,1100,Y,N,N,Y,0,Y
Turdus_merula,2000,M,N,N,Y,0,Y
Turdus_migratorius,3500,M,N,N,Y,0,Y
Turdus_naumanni,1000,Y,N,N,Y,0,Y
Turdus_philomelos,2700,Y,N,N,Y,0,Y
Turdus_rufiventris,2600,N,N,N,Y,0,Y
Turnagra_capensis,2000,M,N,N,Y,0,Y
Turnix_sylvatica,2200,M,N,N,Y,0,M
Turtur_tympanistria,3000,N,N,N,Y,0,Y
Tyto_alba,4000,M,M,N,Y,0,Y
Tyto_longimembris,2500,M,N,N,Y,0,Y
Upupa_epops,4600,M,N,N,Y,0,Y
Uragus_sibiricus,3400,M,M,N,Y,0,Y
Urocissa_caerulea,1200,N,N,N,Y,400,Y
Urocissa_erythrorhyncha,2200,N,N,N,Y,0,Y
Vanellus_cinereus,1600,Y,N,N,Y,0,Y
Vanellus_vanellus,5000,N,N,N,Y,2700,Y
Vermivora_celata,1000,Y,N,N,Y,0,Y
Vestiaria_coccinea,2900,M,N,N,Y,1200,Y
Vidua_chalybeata,2000,N,N,N,Y,0,N
Vireo_olivaceus,1500,M,N,N,Y,0,Y
Xanthopsar_flavus,1000,N,N,N,Y,0,Y
Xenicus_gilviventris,2900,N,N,N,Y,1200,Y
Xenus_cinereus,3000,Y,N,N,Y,0,Y
Yuhina_diademata,2700,N,N,N,Y,800,Y
Zenaida_auriculata,3500,M,N,N,Y,0,Y
Zenaida_macroura,2500,M,M,N,Y,0,Y
Zonotrichia_leucophrys,2500,Y,N,N,Y,0,Y
Zoothera_aurea,2800,Y,N,N,Y,0,Y
Zosterops_abyssinicus,3100,N,N,N,Y,0,Y
Zosterops_erythropleurus,2500,Y,N,N,Y,0,Y
Zosterops_lateralis,1000,M,N,N,Y,0,Y
Zosterops_poliogastrus,3400,N,N,N,Y,1300,Y
Zosterops_senegalensis,3400,N,N,N,Y,1100,Y
