Kingdom;Phylum;Class;Order;Family;Genus;Species;GenerationLength_d;FrT;Hib;Daily;Mars;Mono;residuals
Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Kobus;Kobus_leche;2660.837833343;0.187643183567253;0;0;0;0;-0.00780471815415049
NA;NA;NA;NA;NA;Microtus;Microtus_levis;373.623802083937;0.199851951498838;0;0;0;0;-0.00771331990891028
Animalia;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis_chaus;1903.782066657;0.191888916937047;0;0;0;0;-0.00756977016462242
Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Mustela;Mustela_nivalis;1194.19395;0.195724286291047;0;0;0;0;-0.00749370860475903
Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Oreotragus;Oreotragus_oreotragus;2700.0653;0.187787665336611;0;0;0;0;-0.00745241424447473
Animalia;Chordata;Mammalia;Primates;Loridae;Loris;Loris_tardigradus;2278.1475;0.190164485356163;0;0;0;0;-0.00731086118725129
Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Procapra;Procapra_gutturosa;1793.275566657;0.19273416947725;0;0;0;0;-0.00730996703796102
Animalia;Chordata;Mammalia;Primates;Cebidae;Saimiri;Saimiri_boliviensis;3354.65875;0.184528687726286;0;0;0;0;-0.00724343882569732
NA;NA;NA;NA;NA;Balaenoptera;Balaenoptera_bonaerensis;8030;0.159814357818818;0;0;0;0;-0.00718840409924672
Animalia;Chordata;Mammalia;Artiodactyla;Cervidae;Axis;Axis_porcinus;2555;0.189011682280551;0;0;0;0;-0.00699693485090625
NA;NA;NA;NA;NA;Lasiopodomys;Lasiopodomys_mandarinus;589.388299099621;0.199553059612256;0;0;0;0;-0.00686911887117743
Animalia;Chordata;Mammalia;Cetacea;Iniidae;Pontoporia;Pontoporia_blainvillei;4380;0.1796580360986;0;0;0;0;-0.006681962628393
Animalia;Chordata;Mammalia;Primates;Cercopithecidae;Macaca;Macaca_assamensis;4572.98958571429;0.178684637177115;0;0;0;0;-0.0066329272154637
Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Philantomba;Philantomba_maxwellii;2287.576666657;0.191180406261403;0;0;0;0;-0.00624498575364005
Animalia;Chordata;Mammalia;Primates;Cebidae;Saimiri;Saimiri_sciureus;3789.3175;0.183841699010414;0;0;0;0;-0.00562766064298704
Animalia;Chordata;Mammalia;Primates;Cercopithecidae;Macaca;Macaca_silenus;5509.018;0.175045334128841;0;0;0;0;-0.00531327050841473
Animalia;Chordata;Mammalia;Diprotodontia;Petauridae;Dactylopsila;Dactylopsila_trivirgata;1905.2339;0.194158496811414;0;0;1;0;-0.00529249866144462
NA;NA;NA;NA;NA;Meles;Meles_anakuma;3136.8;0.187763410668559;0;0;0;0;-0.00516290389428669
NA;NA;NA;NA;NA;Rattus;Rattus_tanezumi;534.7590666715;0.201617019567465;0;0;0;0;-0.00509457765683187
NA;NA;NA;NA;NA;Leggadina;Leggadina_lakedownensis;624.399640909091;0.201220810096085;0;0;0;0;-0.00501588274143956
Animalia;Chordata;Mammalia;Artiodactyla;Moschidae;Moschus;Moschus_chrysogaster;2555;0.191226372863426;0;0;0;0;-0.00478224426803178
Animalia;Chordata;Mammalia;Artiodactyla;Cervidae;Rucervus;Rucervus_eldii;1825;0.195167582247548;0;0;0;0;-0.0047084822456954
Animalia;Chordata;Mammalia;Primates;Galagonidae;Galago;Galago_moholi;1930.5215;0.194637482455619;0;1;0;0;-0.00467954252147797
NA;NA;NA;NA;NA;Mogera;Mogera_robusta;759.185721428571;0.201182511660165;0;0;0;0;-0.00434010162734516
NA;NA;NA;NA;NA;Trinomys;Trinomys_dimidiatus;739.009588885667;0.201686281863787;0;0;0;0;-0.00394322201354995
Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Meles;Meles_meles;2161.2481;0.194284416990019;0;0;0;0;-0.00381024773986782
Animalia;Chordata;Mammalia;Primates;Cebidae;Ateles;Ateles_belzebuth;5475;0.177008787893458;0;0;0;0;-0.00353003979085671
NA;NA;NA;NA;NA;Mustela;Mustela_altaica;1846.9;0.196398673277235;0;0;0;0;-0.00336136779515417
Animalia;Chordata;Mammalia;Carnivora;Felidae;Caracal;Caracal_caracal;2239.8225;0.194348747734944;0;0;0;0;-0.00332963979496478
Animalia;Chordata;Mammalia;Carnivora;Felidae;Prionailurus;Prionailurus_bengalensis;2350.842866657;0.19405535710007;0;0;0;0;-0.00303485861595916
Animalia;Chordata;Mammalia;Artiodactyla;Moschidae;Moschus;Moschus_berezovskii;2555;0.19306360869283;0;0;0;0;-0.00294500843862705
Animalia;Chordata;Mammalia;Primates;Cercopithecidae;Cercopithecus;Cercopithecus_mitis;4917.1705;0.180846666108578;0;0;0;0;-0.00264747147724533
NA;NA;NA;NA;NA;Otocolobus;Otocolobus_manul;2036.1475;0.19627249492772;0;0;0;0;-0.00248493690549211
Animalia;Chordata;Mammalia;Primates;Galagonidae;Galago;Galago_senegalensis;2167.5525;0.195785360339232;0;0;0;0;-0.00227590447949281
NA;NA;NA;NA;NA;Rattus;Rattus_tiomanicus;534.7590666715;0.204642829322387;0;0;0;0;-0.00206876790191031
Animalia;Chordata;Mammalia;Artiodactyla;Cervidae;Rusa;Rusa_alfredi;2555.9125;0.194124390810495;0;0;0;0;-0.00187939201176013
NA;NA;NA;NA;NA;Mus;Mus_famulus;628.295;0.204519818932209;0;0;0;0;-0.0016962367871787
NA;NA;NA;NA;NA;Procapra;Procapra_przewalskii;2667.1385;0.193990524923592;0;0;0;0;-0.00142399666542724
Animalia;Chordata;Mammalia;Artiodactyla;Cervidae;Muntiacus;Muntiacus_crinifrons;2190;0.196652694923266;0;0;0;0;-0.00128964588908436
Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;Balaenoptera_borealis;8504.5;0.163272773195492;0;0;0;0;-0.00121614793741212
NA;NA;NA;NA;NA;Niviventer;Niviventer_fulvescens;624.399640909091;0.205297815954491;0;0;0;0;-0.000938876883033332
Animalia;Chordata;Mammalia;Rodentia;Muridae;Tscherskia;Tscherskia_triton;589.388299099621;0.205571861121712;0;0;0;0;-0.000850317361721181
Animalia;Chordata;Mammalia;Primates;Indridae;Propithecus;Propithecus_tattersalli;3283.175;0.1918087788245;0;0;0;0;-0.000342059563576168
Animalia;Chordata;Mammalia;Primates;Cercopithecidae;Cercopithecus;Cercopithecus_lhoesti;3650;0.190163747970968;0;0;0;0;-4.36981178111966e-05
NA;NA;NA;NA;NA;Bandicota;Bandicota_indica;639.631831820818;0.206153681809005;0;0;0;0;-2.3128140590889e-06
Animalia;Chordata;Mammalia;Artiodactyla;Cervidae;Muntiacus;Muntiacus_muntjak;2416.4143;0.196859537912193;0;0;0;0;0.000116711328891444
NA;NA;NA;NA;NA;Niviventer;Niviventer_excelsior;639.631831820818;0.206417837151267;0;0;0;0;0.000261842528202341
NA;NA;NA;NA;NA;Murina;Murina_leucogaster;1825;0.200204967091156;0;0;0;0;0.000328902597912428
Animalia;Chordata;Mammalia;Carnivora;Ursidae;Melursus;Melursus_ursinus;3650;0.190747954022897;0;0;0;0;0.000540507934117852
Animalia;Chordata;Mammalia;Carnivora;Procyonidae;Procyon;Procyon_lotor;2703.9188;0.195841465021535;0;0;0;0;0.000621800794434434
Animalia;Chordata;Mammalia;Rodentia;Muridae;Meriones;Meriones_libycus;649.48035;0.206917096944233;0;0;0;0;0.000813278520688419
Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Neovison;Neovison_vison;1473.65;0.202707519788333;0;0;0;0;0.000970047581989507
Animalia;Chordata;Mammalia;Carnivora;Phocidae;Monachus;Monachus_schauinslandi;5475;0.181565763253757;0;0;0;0;0.00102693556944246
Animalia;Chordata;Mammalia;Carnivora;Felidae;Leptailurus;Leptailurus_serval;3018.0586;0.194766532872807;0;0;0;0;0.00121114144124299
Animalia;Chordata;Mammalia;Primates;Cebidae;Lagothrix;Lagothrix_lagotricha;5475;0.181902365810432;0;0;0;0;0.0013635381261176
Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Megaptera;Megaptera_novaeangliae;8030;0.168538209841922;0;0;0;0;0.00153544792385783
Animalia;Chordata;Mammalia;Chiroptera;Phyllostomidae;Carollia;Carollia_perspicillata;1847.5352;0.201345161983506;0;1;0;0;0.00158848612010888
NA;NA;NA;NA;NA;Muntiacus;Muntiacus_vuquangensis;2555;0.197598292668566;0;0;0;0;0.00158967553710834
Animalia;Chordata;Mammalia;Dasyuromorphia;Myrmecobiidae;Myrmecobius;Myrmecobius_fasciatus;886.2761;0.206707344156293;0;1;1;0;0.00185803956647408
NA;NA;NA;NA;NA;Niviventer;Niviventer_confucianus;624.399640909091;0.208684864149817;0;0;0;0;0.00244817131229287
Animalia;Chordata;Mammalia;Carnivora;Felidae;Neofelis;Neofelis_nebulosa;2550.887933343;0.198527274090883;0;0;0;0;0.00249687175210536
Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Mustela;Mustela_sibirica;1484.792222219;0.204224225067058;0;0;0;0;0.00254578294006367
NA;NA;NA;NA;NA;Loris;Loris_lydekkerianus;2278.1475;0.200173642036119;0;0;0;0;0.00269829549270394
NA;NA;NA;NA;NA;Przewalskium;Przewalskium_albirostris;2555;0.198716872981986;0;0;0;0;0.00270825585052861
NA;NA;NA;NA;NA;Propithecus;Propithecus_coquereli;3650;0.192937694004582;0;0;0;0;0.00273024791580291
Animalia;Chordata;Mammalia;Carnivora;Felidae;Acinonyx;Acinonyx_jubatus;2190;0.200813910192471;0;0;0;0;0.00287156938012396
Animalia;Chordata;Mammalia;Artiodactyla;Moschidae;Moschus;Moschus_moschiferus;2190;0.200883523637952;0;0;0;0;0.00294118282560206
Animalia;Chordata;Mammalia;Diprotodontia;Macropodidae;Macropus;Macropus_robustus;2984.65355;0.196873282793641;0;0;1;0;0.00314091564633333
NA;NA;NA;NA;NA;Neotragus;Neotragus_batesi;1741.05;0.203498574818397;0;0;0;0;0.00317775387854809
Animalia;Chordata;Mammalia;Cetacea;Phocoenidae;Phocoena;Phocoena_phocoena;3028.845;0.196750363532384;0;0;0;0;0.00325211707920825
Animalia;Chordata;Mammalia;Artiodactyla;Cervidae;Elaphodus;Elaphodus_cephalophus;2555;0.199285821986223;0;0;0;0;0.00327720485476554
NA;NA;NA;NA;NA;Camelus;Camelus_ferus;5840;0.182671807627091;0;0;0;0;0.00406670362366962
NA;NA;NA;NA;NA;Myospalax;Myospalax_psilurus;1032.92357373767;0.208261600147962;0;0;0;0;0.00418921526419751
NA;NA;NA;NA;NA;Vulpes;Vulpes_ferrilata;1427.3028;0.206665151657655;0;0;0;0;0.00468213786724772
Animalia;Chordata;Mammalia;Primates;Hominidae;Pan;Pan_paniscus;9125;0.166151145105104;0;0;0;0;0.00494955422971749
NA;NA;NA;NA;NA;Sorex;Sorex_unguiculatus;392.4667;0.213676491630479;0;0;0;0;0.00621104750469452
Animalia;Chordata;Mammalia;Artiodactyla;Cervidae;Axis;Axis_axis;3650;0.196613281614476;0;0;0;0;0.00640583552569714
Animalia;Chordata;Mammalia;Carnivora;Ursidae;Helarctos;Helarctos_malayanus;3650;0.196632180258417;0;0;0;0;0.00642473416963817
Animalia;Chordata;Mammalia;Cetacea;Balaenidae;Eubalaena;Eubalaena_australis;9855;0.163931740692057;0;0;0;0;0.00659759717845679
Animalia;Chordata;Mammalia;Diprotodontia;Macropodidae;Lagorchestes;Lagorchestes_hirsutus;1100.21785;0.210884266837793;0;0;1;0;0.00716839848991016
Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;Balaenoptera_edeni;10042.4483;0.163786524388061;0;0;0;0;0.0074454581803597
Animalia;Chordata;Mammalia;Soricomorpha;Soricidae;Sorex;Sorex_araneus;524.7815;0.214360644961822;0;0;0;0;0.00759618785546889
Animalia;Chordata;Mammalia;Primates;Loridae;Nycticebus;Nycticebus_coucang;2555;0.203736062986416;0;0;0;0;0.00772744585495893
Animalia;Chordata;Mammalia;Artiodactyla;Cervidae;Muntiacus;Muntiacus_reevesi;2931.795;0.201930825140069;0;0;0;0;0.00791842010269936
Animalia;Chordata;Mammalia;Artiodactyla;Cervidae;Rucervus;Rucervus_duvaucelii;2920;0.202235120695142;0;0;0;0;0.00816022724457711
NA;NA;NA;NA;NA;Nycticebus;Nycticebus_bengalensis;2555;0.204269808225217;0;0;0;0;0.00826119109375964
NA;NA;NA;NA;NA;Scapanulus;Scapanulus_oweni;759.185721428571;0.21387869566199;0;0;0;0;0.00835608237448068
NA;NA;NA;NA;NA;Eubalaena;Eubalaena_japonica;9704.4375;0.166511197718761;0;0;0;0;0.00837939318679189
Animalia;Chordata;Mammalia;Primates;Cercopithecidae;Colobus;Colobus_guereza;4509.575;0.194608253597862;0;0;0;0;0.00895472677758609
NA;NA;NA;NA;NA;Apodemus;Apodemus_latronum;554.1929125;0.215662715930468;0;0;0;0;0.00905407675518337
Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes_zerda;1878.788155446;0.208784660473249;0;0;0;0;0.00919355880175191
Animalia;Chordata;Mammalia;Cetacea;Eschrichtiidae;Eschrichtius;Eschrichtius_robustus;10444.3345;0.163629524608013;0;0;0;0;0.00941760048788482
Animalia;Chordata;Mammalia;Primates;Indridae;Propithecus;Propithecus_verreauxi;3650;0.199897446192938;0;0;0;0;0.00969000010415945
NA;NA;NA;NA;NA;Sorex;Sorex_tundrensis;422.884597917875;0.217396830075527;0;0;0;0;0.0100925361128293
NA;NA;NA;NA;NA;Mus;Mus_cookii;628.295;0.216594746054151;0;0;0;0;0.0103786903347632
Animalia;Chordata;Mammalia;Artiodactyla;Cervidae;Elaphurus;Elaphurus_davidianus;3530.65;0.201584535340588;0;0;0;0;0.0107447880975226
Animalia;Chordata;Mammalia;Primates;Tarsiidae;Tarsius;Tarsius_bancanus;2190;0.208968571397634;0;0;0;0;0.011026230585284
Animalia;Chordata;Mammalia;Primates;Indridae;Propithecus;Propithecus_diadema;3650;0.201249253295979;0;0;0;0;0.0110418072072003
Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Saiga;Saiga_tatarica;1700.19755;0.212118128573905;0;0;0;0;0.0115808765382007
Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;Balaenoptera_acutorostrata;8030;0.178940049406653;0;0;0;0;0.0119372874885884
Animalia;Chordata;Mammalia;Carnivora;Viverridae;Genetta;Genetta_servalina;2211.9;0.209792305351163;0;0;0;0;0.0119659879596663
NA;NA;NA;NA;NA;Propithecus;Propithecus_edwardsi;3650;0.202254641989296;0;0;0;0;0.0120471959005175
NA;NA;NA;NA;NA;Chalinolobus;Chalinolobus_tuberculatus;2051.66620769231;0.211167972603126;0;0;0;0;0.0124927569139183
Animalia;Chordata;Mammalia;Artiodactyla;Cervidae;Cervus;Cervus_elaphus;5209.4516;0.194740029099382;0;0;0;0;0.0127943596904015
NA;NA;NA;NA;NA;Dremomys;Dremomys_rufigenis;1384.1212625;0.216095237424983;0;0;0;0;0.0138834533287102
NA;NA;NA;NA;NA;Balaenoptera;Balaenoptera_omurai;9016.737075;0.176013967784751;0;0;0;0;0.0142388136714598
NA;NA;NA;NA;NA;Apodemus;Apodemus_draco;554.1929125;0.220920022120731;0;0;0;0;0.0143113829454456
Animalia;Chordata;Mammalia;Carnivora;Ursidae;Ursus;Ursus_thibetanus;3650;0.204899529117688;0;0;0;0;0.0146920830289096
NA;NA;NA;NA;NA;Vespertilio;Vespertilio_sinensis;1599.6536;0.215920111705546;0;0;0;0;0.0148501905819358
Animalia;Chordata;Mammalia;Primates;Cebidae;Cebus;Cebus_albifrons;5508.653;0.195301237577326;0;0;0;0;0.0149406992163894
NA;NA;NA;NA;NA;Myotis;Myotis_brandtii;2106.62850416667;0.214521438676839;0;0;0;0;0.0161374062595451
NA;NA;NA;NA;NA;Tamiops;Tamiops_maritimus;1239.29886944283;0.219678664469031;0;0;0;0;0.0166996297125435
NA;NA;NA;NA;NA;Dorcatragus;Dorcatragus_megalotis;1825;0.216814139690564;0;0;0;0;0.0169380751973208
NA;NA;NA;NA;NA;Caenolestes;Caenolestes_fuliginosus;998.676563583815;0.221954580174117;0;0;0;0;0.0177007589765593
Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes_corsac;2173.37545;0.215911185813859;0;0;0;0;0.0178807702452914
Animalia;Chordata;Mammalia;Artiodactyla;Camelidae;Lama;Lama_guanicoe;4064.145;0.20620486615427;0;0;0;0;0.0181915077198015
NA;NA;NA;NA;NA;Neophocaena;Neophocaena_asiaeorientalis;6095.5;0.19561578749393;0;0;0;0;0.0183642900671335
Animalia;Chordata;Mammalia;Cetacea;Iniidae;Inia;Inia_geoffrensis;4840.09;0.202345213005514;0;0;0;0;0.0184427127123346
Animalia;Chordata;Mammalia;Notoryctemorphia;Notoryctidae;Notoryctes;Notoryctes_typhlops;998.676563583815;0.222836835295203;0;0;1;0;0.0185830140976451
Animalia;Chordata;Mammalia;Rodentia;Sciuridae;Petaurista;Petaurista_alborufus;2015.75510185078;0.217725228910379;0;0;0;0;0.0188597607396017
Animalia;Chordata;Mammalia;Peramelemorphia;Thylacomyidae;Macrotis;Macrotis_lagotis;1183.8648;0.222147660025739;0;0;1;0;0.0188749426040197
NA;NA;NA;NA;NA;Myospalax;Myospalax_aspalax;1032.92357373767;0.22312538642618;0;0;0;0;0.0190530015424148
Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Antidorcas;Antidorcas_marsupialis;2563.152683343;0.215438003851619;0;0;0;0;0.0194725786019239
NA;NA;NA;NA;NA;Anoura;Anoura_caudifer;2064.27635;0.218215179898609;0;0;0;0;0.019606771143099
Animalia;Chordata;Mammalia;Primates;Cebidae;Aotus;Aotus_lemurinus;2920;0.214583606358182;0;0;0;0;0.0205087129076176
NA;NA;NA;NA;NA;Tamiops;Tamiops_swinhoei;1239.29886944283;0.223551920310032;0;0;0;0;0.020572885553545
Animalia;Chordata;Mammalia;Chiroptera;Mystacinidae;Mystacina;Mystacina_tuberculata;1888.06537051282;0.220214132315903;0;0;0;0;0.0206721801525359
NA;NA;NA;NA;NA;Tarsius;Tarsius_wallacei;2190;0.218628153045293;0;0;0;0;0.020685812232943
Animalia;Chordata;Mammalia;Cetacea;Phocoenidae;Neophocaena;Neophocaena_phocaenoides;5840;0.199687815449717;0;0;0;0;0.0210827114462954
NA;NA;NA;NA;NA;Dama;Dama_mesopotamica;2605.92075;0.217302049416379;0;0;0;0;0.0215632039564935
Animalia;Chordata;Mammalia;Rodentia;Thryonomyidae;Thryonomys;Thryonomys_swinderianus;837.31;0.226723305924452;0;0;0;0;0.021614585150713
Animalia;Chordata;Mammalia;Cetacea;Phocoenidae;Neophocaena;Neophocaena_phocaenoides;6095.5;0.199687815449717;0;0;0;0;0.0224363180229204
Animalia;Chordata;Mammalia;Lagomorpha;Leporidae;Oryctolagus;Oryctolagus_cuniculus;1515.3536;0.224279787540811;0;0;0;0;0.022763255715011
Animalia;Chordata;Mammalia;Rodentia;Muridae;Mus;Mus_cervicolor;628.295;0.229017977632477;0;0;0;0;0.0228019219130887
Animalia;Chordata;Mammalia;Primates;Cheirogaleidae;Cheirogaleus;Cheirogaleus_medius;2584.9082;0.218764870252684;1;0;0;0;0.0229147029694263
Animalia;Chordata;Mammalia;Primates;Cercopithecidae;Erythrocebus;Erythrocebus_patas;3529.3359;0.213834133620379;0;0;0;0;0.0229874244422753
Animalia;Chordata;Mammalia;Cetacea;Monodontidae;Monodon;Monodon_monoceros;8760;0.186202802239241;0;0;0;0;0.0230674876829621
Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;Balaenoptera_physalus;9490;0.182339016590206;0;0;0;0;0.0230711493957129
Animalia;Chordata;Mammalia;Carnivora;Ursidae;Ursus;Ursus_arctos;5976.26666657;0.201077037302218;1;0;0;0;0.0231938568058174
Animalia;Chordata;Mammalia;Primates;Cercopithecidae;Allenopithecus;Allenopithecus_nigroviridis;4024.40965793651;0.211592981353971;0;0;0;0;0.0233691101197317
Animalia;Chordata;Mammalia;Artiodactyla;Cervidae;Dama;Dama_dama;3286.095;0.215595122134623;0;0;0;0;0.0234597535359944
NA;NA;NA;NA;NA;Stylodipus;Stylodipus_telum;726.1971375;0.229226399862493;0;0;0;0;0.0235290172436355
Animalia;Chordata;Mammalia;Carnivora;Canidae;Vulpes;Vulpes_vulpes;2105.3972;0.222092121278601;0;0;0;0;0.0237015655680867
Animalia;Chordata;Mammalia;Carnivora;Ursidae;Ursus;Ursus_maritimus;5475;0.204431740109155;0;0;0;0;0.0238929124248403
NA;NA;NA;NA;NA;Cephalorhynchus;Cephalorhynchus_heavisidii;4469.46;0.210118506837772;0;0;0;0;0.0242524558381562
Animalia;Chordata;Mammalia;Carnivora;Mephitidae;Mephitis;Mephitis_mephitis;1735.559294554;0.224734523154814;0;1;0;0;0.0243846131542927
Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Nyctalus;Nyctalus_noctula;1529.35;0.226085618127506;1;0;0;0;0.0246432374527398
NA;NA;NA;NA;NA;Tlacuatzin;Tlacuatzin_canescens;642.840025;0.230904666591974;0;0;0;0;0.0247656685692476
Animalia;Chordata;Mammalia;Carnivora;Canidae;Lycaon;Lycaon_pictus;2034.717;0.223569763429614;0;0;0;0;0.024804752988935
Animalia;Chordata;Mammalia;Sirenia;Trichechidae;Trichechus;Trichechus_manatus;7300;0.196212655459589;0;0;0;0;0.0253424461797382
Animalia;Chordata;Mammalia;Cetacea;Hyperoodontidae;Hyperoodon;Hyperoodon_ampullatus;6460.5;0.200674362684509;0;0;0;0;0.025356588938605
Animalia;Chordata;Mammalia;Artiodactyla;Cervidae;Alces;Alces_alces;3721.7786;0.215261919059532;0;0;0;0;0.0254347468847298
Animalia;Chordata;Mammalia;Diprotodontia;Acrobatidae;Distoechurus;Distoechurus_pennatus;997.9661;0.230093275072652;0;0;1;0;0.0258356899291868
NA;NA;NA;NA;NA;Prionodon;Prionodon_pardicolor;1583.31;0.227250007711307;0;0;0;0;0.0260935002689267
NA;NA;NA;NA;NA;Apodemus;Apodemus_chevrieri;554.1929125;0.232764032379493;0;0;0;0;0.0261553932042076
Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Eptesicus;Eptesicus_serotinus;2400.9362;0.223114836521724;0;0;0;0;0.0262900089288187
Animalia;Chordata;Mammalia;Artiodactyla;Camelidae;Vicugna;Vicugna_vicugna;3674.846866657;0.216430871627802;0;0;0;0;0.0263550610854633
Animalia;Chordata;Mammalia;Carnivora;Ursidae;Ursus;Ursus_americanus;4734.07686657;0.210848128679926;1;0;0;0;0.0263839842590778
Animalia;Chordata;Mammalia;Artiodactyla;Cervidae;Odocoileus;Odocoileus_hemionus;2717.425;0.221823090409882;0;0;0;0;0.0266749803164218
Animalia;Chordata;Mammalia;Primates;Pitheciidae;Cacajao;Cacajao_calvus;3650;0.216928475478331;0;0;0;0;0.0267210293895517
NA;NA;NA;NA;NA;Tarsius;Tarsius_dentatus;2190;0.224730642577867;0;0;0;0;0.0267883017655169
Animalia;Chordata;Mammalia;Artiodactyla;Cervidae;Pudu;Pudu_puda;1460;0.229137526691433;0;0;0;0;0.0273277385172974
Animalia;Chordata;Mammalia;Rodentia;Sciuridae;Ratufa;Ratufa_bicolor;2327.157916657;0.224949595234972;0;0;0;0;0.0277338996595027
Animalia;Chordata;Mammalia;Primates;Callitrichidae;Leontopithecus;Leontopithecus_rosalia;3601.747;0.218576211007286;0;0;0;0;0.0281131266478932
Animalia;Chordata;Mammalia;Diprotodontia;Petauridae;Petaurus;Petaurus_breviceps;1969.1592;0.227650093063104;0;1;1;0;0.0285377657174182
Animalia;Chordata;Mammalia;Carnivora;Mephitidae;Spilogale;Spilogale_putorius;1257.256816657;0.23145156289742;0;0;0;0;0.0285676670663801
Animalia;Chordata;Mammalia;Rodentia;Muridae;Meriones;Meriones_meridianus;608.148016666667;0.235070390579554;0;0;0;0;0.028747598699152
NA;NA;NA;NA;NA;Rhyncholestes;Rhyncholestes_raphanurus;998.676563583815;0.234230701490643;0;0;0;0;0.0299768802930854
NA;NA;NA;NA;NA;Episoriculus;Episoriculus_fumidus;426.91011944525;0.237930335248971;0;0;0;0;0.0306473679884804
NA;NA;NA;NA;NA;Lepus;Lepus_hainanus;1047.27668;0.234667984794236;0;0;0;0;0.0306716408460154
NA;NA;NA;NA;NA;Episoriculus;Episoriculus_caudatus;426.91011944525;0.238600204696797;0;0;0;0;0.0313172374363066
NA;NA;NA;NA;NA;Myotis;Myotis_formosus;2106.62850416667;0.229948984664979;0;0;0;0;0.0315649522476856
Animalia;Chordata;Mammalia;Artiodactyla;Cervidae;Hydropotes;Hydropotes_inermis;2190;0.229623730043291;0;0;0;0;0.0316813892309405
NA;NA;NA;NA;NA;Sicista;Sicista_concolor;731.7872;0.23761997998673;0;0;0;0;0.0319522128096097
Animalia;Chordata;Mammalia;Didelphimorphia;Didelphidae;Monodelphis;Monodelphis_domestica;717.0425;0.237743332598763;0;0;1;0;0.0319974498721698
NA;NA;NA;NA;NA;Tarsius;Tarsius_lariang;2190;0.230471962964036;0;0;0;0;0.0325296221516856
Animalia;Chordata;Mammalia;Primates;Cercopithecidae;Nasalis;Nasalis_larvatus;4015;0.220829629889906;0;0;0;0;0.0325559074820201
Animalia;Chordata;Mammalia;Cetacea;Delphinidae;Pseudorca;Pseudorca_crassidens;7242.6075;0.204110359812637;0;0;0;0;0.0329360923509906
Animalia;Chordata;Mammalia;Artiodactyla;Cervidae;Mazama;Mazama_americana;2017.365;0.23195582427357;0;0;0;0;0.0330988851388881
Animalia;Chordata;Mammalia;Primates;Cercopithecidae;Pygathrix;Pygathrix_nemaeus;4015;0.221405723096185;0;0;0;0;0.0331320006882989
Animalia;Chordata;Mammalia;Cetacea;Delphinidae;Peponocephala;Peponocephala_electra;8245.925;0.199071642019395;0;0;0;0;0.0332128233500885
Animalia;Chordata;Mammalia;Primates;Cercopithecidae;Trachypithecus;Trachypithecus_vetulus;4015;0.221608346624912;0;0;0;0;0.033334624217026
Animalia;Chordata;Mammalia;Rodentia;Muridae;Micromys;Micromys_minutus;502.66;0.240264805233195;0;0;0;0;0.0333831512270974
Animalia;Chordata;Mammalia;Rodentia;Muridae;Mus;Mus_caroli;628.295;0.239892753950638;0;0;0;0;0.03367669823125
NA;NA;NA;NA;NA;Dipus;Dipus_sagitta;726.1971375;0.239635507350817;0;0;0;0;0.0339381247319594
Animalia;Chordata;Mammalia;Primates;Cercopithecidae;Trachypithecus;Trachypithecus_cristatus;3650;0.224300524958931;0;0;0;0;0.0340930788701521
NA;NA;NA;NA;NA;Simias;Simias_concolor;4024.40965793651;0.222416612925763;0;0;0;0;0.0341927416915234
NA;NA;NA;NA;NA;Myotis;Myotis_muricola;2106.62850416667;0.232921073768965;0;0;0;0;0.0345370413516708
Animalia;Chordata;Mammalia;Carnivora;Canidae;Canis;Canis_latrans;2569.032222103;0.23078995843116;0;0;0;0;0.0348556822316923
Animalia;Chordata;Mammalia;Sirenia;Dugongidae;Dugong;Dugong_dugon;10246.2396;0.190342159267771;0;0;0;0;0.0350807535060148
Animalia;Chordata;Mammalia;Peramelemorphia;Peramelidae;Perameles;Perameles_gunnii;706.1569;0.240929693755262;0;0;1;0;0.035126140501269
NA;NA;NA;NA;NA;Eulemur;Eulemur_rufus;3206.29594444444;0.227739346663222;0;0;0;0;0.0351812127948921
NA;NA;NA;NA;NA;Euchoreutes;Euchoreutes_naso;726.1971375;0.24094222457798;0;0;0;0;0.0352448419591226
Animalia;Chordata;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;Balaenoptera_musculus;11315;0.184861631790925;0;0;0;0;0.0352623830008958
