"Species" "Domain" "Kingdom" "Phylum" "Clade" "Subphylum" "Clade2" "Class" "Clade3" "Superorder" "Clade4" "Order" "Suborder" "Superfamily" "Family" "Subfamily" "Genus" "Subgenus"
"Equus_burchellii_quagga" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" NA NA "Equidae" NA "Equus" NA
"Sus_scrofa" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Suina" NA "Suidae" NA "Sus" NA
"Phoca_vitulina" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Phocidae" NA "Phoca" NA
"Halichoerus_grypus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Phocidae" NA "Halichoerus" NA
"Oryctolagus_cuniculus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Euarchontoglires" "Lagomorpha" NA "Leporidae" NA "Oryctolagus" NA
"Canis_lupus_familiaris" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Canidae" NA "Canis" NA
"Erinaceus_europaeus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Erinaceidae" NA "Erinaceinae" NA "Erinaceus" NA
"Vicugna_pacos" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Tylopoda" NA "Camelidae" NA "Vicugna" NA
"Chalinolobus_tuberculatus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Microchiroptera" NA "Vespertilionidae" NA "Chalinolobus" NA
"Echinosorex_gymnura" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Erinaceidae" NA "Galericinae" NA "Echinosorex" NA
"Ochotona_collaris" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Euarchontoglires" "Lagomorpha" NA "Ochotonidae" NA "Ochotona" NA
"Episoriculus_fumidus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Soricidae" NA "Soricinae" NA "Episoriculus" NA
"Ursus_americanus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Ursidae" NA "Ursus" NA
"Ursus_arctos" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Ursidae" NA "Ursus" NA
"Ursus_maritimus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Ursidae" NA "Ursus" NA
"Arctocephalus_forsteri" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Otariidae" NA "Arctocephalus" NA
"Lepus_europaeus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Euarchontoglires" "Lagomorpha" NA "Leporidae" NA "Lepus" NA
"Odobenus_rosmarus_rosmarus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Odobenidae" NA "Odobenus" NA
"Eumetopias_jubatus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Otariidae" NA "Eumetopias" NA
"Tamandua_tetradactyla" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Xenarthra" "Vermilingua" NA "Myrmecophagidae" NA "Tamandua" NA
"Hemiechinus_auritus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Erinaceidae" NA "Erinaceinae" NA "Hemiechinus" NA
"Ochotona_princeps" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Euarchontoglires" "Lagomorpha" NA "Ochotonidae" NA "Ochotona" NA
"Sorex_unguiculatus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Soricidae" NA "Soricinae" NA "Sorex" NA
"Pipistrellus_abramus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Microchiroptera" NA "Vespertilionidae" NA "Pipistrellus" NA
"Urva_javanica" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Feliformia" NA "Herpestidae" NA "Urva" NA
"Crocidura_russula" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Soricidae" NA "Crocidurinae" NA "Crocidura" NA
"Choloepus_didactylus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Xenarthra" "Folivora" NA "Megalonychidae" NA "Choloepus" NA
"Mystacina_tuberculata" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Microchiroptera" NA "Mystacinidae" NA "Mystacina" NA
"Canis_lupus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Canidae" NA "Canis" NA
"Canis_latrans" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Canidae" NA "Canis" NA
"Callorhinus_ursinus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Otariidae" NA "Callorhinus" NA
"Zalophus_californianus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Otariidae" NA "Zalophus" NA
"Arctocephalus_pusillus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Otariidae" NA "Arctocephalus" NA
"Phocarctos_hookeri" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Otariidae" NA "Phocarctos" NA
"Neophoca_cinerea" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Otariidae" NA "Neophoca" NA
"Arctocephalus_townsendi" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Otariidae" NA "Arctocephalus" NA
"Neomonachus_schauinslandi" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Phocidae" NA "Neomonachus" NA
"Mirounga_leonina" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Phocidae" NA "Mirounga" NA
"Lobodon_carcinophaga" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Phocidae" NA "Lobodon" NA
"Leptonychotes_weddellii" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Phocidae" NA "Leptonychotes" NA
"Hydrurga_leptonyx" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Phocidae" NA "Hydrurga" NA
"Erignathus_barbatus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Phocidae" NA "Erignathus" NA
"Cystophora_cristata" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Phocidae" NA "Cystophora" NA
"Phoca_fasciata" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Phocidae" NA "Phoca" NA
"Phoca_groenlandica" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Phocidae" NA "Phoca" NA
"Phoca_largha" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Phocidae" NA "Phoca" NA
"Pusa_caspica" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Phocidae" NA "Pusa" NA
"Pusa_sibirica" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Phocidae" NA "Pusa" NA
"Pusa_hispida" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Phocidae" NA "Pusa" NA
"Vulpes_vulpes" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Canidae" NA "Vulpes" NA
"Ursus_thibetanus_mupinensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Ursidae" NA "Ursus" NA
"Phacochoerus_africanus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Suina" NA "Suidae" NA "Phacochoerus" NA
"Procyon_lotor" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Procyonidae" NA "Procyon" NA
"Ursus_thibetanus_formosanus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Ursidae" NA "Ursus" NA
"Ailuropoda_melanoleuca" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Ursidae" NA "Ailuropoda" NA
"Camelus_bactrianus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Tylopoda" NA "Camelidae" NA "Camelus" NA
"Camelus_ferus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Tylopoda" NA "Camelidae" NA "Camelus" NA
"Canis_lupus_lupus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Canidae" NA "Canis" NA
"Ailurus_fulgens_styani" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Ailuridae" NA "Ailurus" NA
"Camelus_dromedarius" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Tylopoda" NA "Camelidae" NA "Camelus" NA
"Helarctos_malayanus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Ursidae" NA "Helarctos" NA
"Tremarctos_ornatus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Ursidae" NA "Tremarctos" NA
"Melursus_ursinus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Ursidae" NA "Melursus" NA
"Ursus_thibetanus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Ursidae" NA "Ursus" NA
"Hylomys_suillus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Erinaceidae" NA "Galericinae" NA "Hylomys" NA
"Canis_lupus_chanco" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Canidae" NA "Canis" NA
"Spilogale_putorius" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Mephitidae" NA "Spilogale" NA
"Ochotona_curzoniae" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Euarchontoglires" "Lagomorpha" NA "Ochotonidae" NA "Ochotona" NA
"Ursus_spelaeus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Ursidae" NA "Ursus" NA
"Arctodus_simus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Ursidae" NA "Arctodus" NA
"Ursus_thibetanus_ussuricus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Ursidae" NA "Ursus" NA
"Ursus_thibetanus_thibetanus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Ursidae" NA "Ursus" NA
"Ailurus_fulgens" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Ailuridae" NA "Ailurus" NA
"Canis_lupus_laniger" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Canidae" NA "Canis" NA
"Lama_guanicoe" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Tylopoda" NA "Camelidae" NA "Lama" NA
"Sus_scrofa_domesticus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Suina" NA "Suidae" NA "Sus" NA
"Lama_glama" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Tylopoda" NA "Camelidae" NA "Lama" NA
"Pecari_tajacu" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Suina" NA "Tayassuidae" NA "Pecari" NA
"Cuon_alpinus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Canidae" NA "Cuon" NA
"Vicugna_vicugna" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Tylopoda" NA "Camelidae" NA "Vicugna" NA
"Nyctereutes_procyonoides" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Canidae" NA "Nyctereutes" NA
"Sus_scrofa_taivanus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Suina" NA "Suidae" NA "Sus" NA
"Plecotus_auritus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Microchiroptera" NA "Vespertilionidae" NA "Plecotus" NA
"Myotis_formosus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Microchiroptera" NA "Vespertilionidae" NA "Myotis" NA
"Lepus_capensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Euarchontoglires" "Lagomorpha" NA "Leporidae" NA "Lepus" NA
"Corynorhinus_rafinesquii" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Microchiroptera" NA "Vespertilionidae" NA "Corynorhinus" NA
"Lasiurus_borealis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Microchiroptera" NA "Vespertilionidae" NA "Lasiurus" NA
"Hipposideros_armiger" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Microchiroptera" NA "Hipposideridae" NA "Hipposideros" NA
"Neotetracus_sinensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Erinaceidae" NA "Galericinae" NA "Neotetracus" NA
"Nasua_nasua" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Procyonidae" NA "Nasua" NA
"Mephitis_mephitis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Mephitidae" NA "Mephitis" NA
"Hyaena_hyaena" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Feliformia" NA "Hyaenidae" NA "Hyaena" NA
"Crocuta_crocuta" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Feliformia" NA "Hyaenidae" NA "Crocuta" NA
"Potamochoerus_porcus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Suina" NA "Suidae" NA "Potamochoerus" NA
"Murina_ussuriensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Microchiroptera" NA "Vespertilionidae" NA "Murina" NA
"Crocidura_shantungensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Soricidae" NA "Crocidurinae" NA "Crocidura" NA
"Pteronotus_rubiginosus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Microchiroptera" NA "Mormoopidae" NA "Pteronotus" NA
"Eptesicus_serotinus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Microchiroptera" NA "Vespertilionidae" NA "Eptesicus" NA
"Myotis_macrodactylus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Microchiroptera" NA "Vespertilionidae" NA "Myotis" NA
"Myotis_ikonnikovi" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Microchiroptera" NA "Vespertilionidae" NA "Myotis" NA
"Nectogale_elegans" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Soricidae" NA "Soricinae" NA "Nectogale" NA
"Pteronotus_parnellii" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Microchiroptera" NA "Mormoopidae" NA "Pteronotus" NA
"Vulpes_zerda" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Canidae" NA "Vulpes" NA
"Sus_verrucosus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Suina" NA "Suidae" NA "Sus" NA
"Sus_cebifrons" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Suina" NA "Suidae" NA "Sus" NA
"Blarinella_quadraticauda" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Soricidae" NA "Soricinae" NA "Blarinella" NA
"Vulpes_corsac" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Canidae" NA "Vulpes" NA
"Lepus_timidus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Euarchontoglires" "Lagomorpha" NA "Leporidae" NA "Lepus" NA
"Lepus_townsendii" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Euarchontoglires" "Lagomorpha" NA "Leporidae" NA "Lepus" NA
"Lepus_granatensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Euarchontoglires" "Lagomorpha" NA "Leporidae" NA "Lepus" NA
"Lepus_americanus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Euarchontoglires" "Lagomorpha" NA "Leporidae" NA "Lepus" NA
"Chrysocyon_brachyurus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Caniformia" NA "Canidae" NA "Chrysocyon" NA
"Lepus_coreanus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Euarchontoglires" "Lagomorpha" NA "Leporidae" NA "Lepus" NA
"Vespertilio_sinensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Microchiroptera" NA "Vespertilionidae" NA "Vespertilio" NA
"Anourosorex_squamipes" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Soricidae" NA "Soricinae" NA "Anourosorex" NA
"Nandinia_binotata" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Feliformia" NA "Nandiniidae" NA "Nandinia" NA
"Suncus_murinus" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Soricidae" NA "Crocidurinae" NA "Suncus" NA
"Sus_celebensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Suina" NA "Suidae" NA "Sus" NA
"Sorex_cylindricauda" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Soricidae" NA "Soricinae" NA "Sorex" NA
"Myotis_brandtii" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Microchiroptera" NA "Vespertilionidae" NA "Myotis" NA
"Lepus_sinensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Euarchontoglires" "Lagomorpha" NA "Leporidae" NA "Lepus" NA
"Sorex_tundrensis" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Soricidae" NA "Soricinae" NA "Sorex" NA
"Neomys_fodiens" "Eukaryota" "Metazoa" "Chordata" "Craniata" "Vertebrata" "Euteleostomi" "Mammalia" "Eutheria" NA NA "Laurasiatheria" "Soricidae" NA "Soricinae" NA "Neomys" NA
