Order	Family	Species	Clutch	Range	Traits
Trochiliformes	Trochilidae	Heliodoxa_aurescens	2.0	1	HBW5
Trochiliformes	Trochilidae	Heliodoxa_rubinoides	2.0	1	HBW5
Trochiliformes	Trochilidae	Heliodoxa_leadbeateri	2.0	1	HBW5
Trochiliformes	Trochilidae	Eugenes_fulgens	2.0	1	HBW5
Trochiliformes	Trochilidae	Topaza_pella	2.0	1	HBW5
Trochiliformes	Trochilidae	Oreotrochilus_chimborazo	2.0	1	HBW5
Trochiliformes	Trochilidae	Oreotrochilus_estella	2.0	1	HBW5
Trochiliformes	Trochilidae	Oreotrochilus_leucopleurus	2.0	1	HBW5
Trochiliformes	Trochilidae	Oreotrochilus_melanogaster	2.0	1	HBW5
Trochiliformes	Trochilidae	Urochroa_bougueri	2.0	1	HBW5
Trochiliformes	Trochilidae	Patagona_gigas	2.0	1	HBW5
Trochiliformes	Trochilidae	Aglaeactis_cupripennis	2.0	1	HBW5
Trochiliformes	Trochilidae	Lafresnaya_lafresnayi	2.0	1	HBW5
Trochiliformes	Trochilidae	Pterophanes_cyanopterus	2.0	1	HBW5
Trochiliformes	Trochilidae	Coeligena_coeligena	2.0	1	HBW5
Trochiliformes	Trochilidae	Coeligena_wilsoni	2.0	1	HBW5
Trochiliformes	Trochilidae	Coeligena_torquata	2.0	1	HBW5
Trochiliformes	Trochilidae	Coeligena_lutetiae	2.0	1	HBW5
Trochiliformes	Trochilidae	Sephanoides_sephaniodes	2.0	1	HBW5
Trochiliformes	Trochilidae	Boissonneaua_flavescens	2.0	1	HBW5
Trochiliformes	Trochilidae	Boissonneaua_matthewsii	2.0	1	HBW5
Trochiliformes	Trochilidae	Boissonneaua_jardini	2.0	1	HBW5
Trochiliformes	Trochilidae	Heliangelus_mavors	2.0	1	HBW5
Trochiliformes	Trochilidae	Heliangelus_amethysticollis	2.0	1	HBW5
Trochiliformes	Trochilidae	Heliangelus_strophianus	2.0	1	HBW5
Trochiliformes	Trochilidae	Heliangelus_exortis	2.0	1	HBW5
Trochiliformes	Trochilidae	Heliangelus_viola	2.0	1	HBW5
Trochiliformes	Trochilidae	Heliangelus_regalis	2.0	1	HBW5
Trochiliformes	Trochilidae	Eriocnemis_nigrivestis	2.0	1	HBW5
Trochiliformes	Trochilidae	Eriocnemis_vestitus	2.0	1	HBW5
Trochiliformes	Trochilidae	Eriocnemis_godini	2.0	1	HBW5
Trochiliformes	Trochilidae	Eriocnemis_luciani	2.0	1	HBW5
Trochiliformes	Trochilidae	Eriocnemis_cupreoventris	2.0	1	HBW5
Trochiliformes	Trochilidae	Eriocnemis_mosquera	2.0	1	HBW5
Trochiliformes	Trochilidae	Eriocnemis_glaucopoides	2.0	1	HBW5
Trochiliformes	Trochilidae	Eriocnemis_derbyi	2.0	1	HBW5
Trochiliformes	Trochilidae	Haplophaedia_aureliae	2.0	1	HBW5
Trochiliformes	Trochilidae	Haplophaedia_lugens	2.0	1	HBW5
Trochiliformes	Trochilidae	Urosticte_benjamini	2.0	1	HBW5
Trochiliformes	Trochilidae	Urosticte_ruficrissa	2.0	1	HBW5
Trochiliformes	Trochilidae	Ocreatus_underwoodii	2.0	1	HBW5
Trochiliformes	Trochilidae	Lesbia_nuna	2.0	1	HBW5
Trochiliformes	Trochilidae	Sappho_sparganura	2.0	1	HBW5
Trochiliformes	Trochilidae	Ramphomicron_microrhynchum	2.0	1	HBW5
Trochiliformes	Trochilidae	Aglaiocercus_kingi	2.0	1	HBW5
Trochiliformes	Trochilidae	Aglaiocercus_coelestis	2.0	1	HBW5
Trochiliformes	Trochilidae	Augastes_lumachellus	2.0	1	HBW5
Trochiliformes	Trochilidae	Augastes_scutatus	2.0	1	HBW5
Trochiliformes	Trochilidae	Augastes_geoffroyi	2.0	1	HBW5
Trochiliformes	Trochilidae	Heliothryx_barroti	2.0	1	HBW5
Trochiliformes	Trochilidae	Heliothryx_aurita	2.0	1	HBW5
Trochiliformes	Trochilidae	Heliactin_bilophum	2.0	1	HBW5
Trochiliformes	Trochilidae	Heliomaster_longirostris	2.0	1	HBW5
Trochiliformes	Trochilidae	Heliomaster_squamosus	2.0	1	HBW5
Trochiliformes	Trochilidae	Heliomaster_furcifer	2.0	1	HBW5
Trochiliformes	Trochilidae	Rhodopis_vesper	2.0	1	HBW5
Trochiliformes	Trochilidae	Thaumastura_cora	2.0	1	HBW5
Trochiliformes	Trochilidae	Philodice_mitchellii	2.0	1	HBW5
Trochiliformes	Trochilidae	Doricha_eliza	2.0	1	HBW5
Trochiliformes	Trochilidae	Calothorax_lucifer	2.0	1	HBW5
Trochiliformes	Trochilidae	Calothorax_pulcher	2.0	1	HBW5
Trochiliformes	Trochilidae	Archilochus_colubris	2.0	1	HBW5
Trochiliformes	Trochilidae	Archilochus_alexandri	2.0	1	HBW5
Trochiliformes	Trochilidae	Calypte_anna	2.0	1	HBW5
Trochiliformes	Trochilidae	Calypte_costae	2.0	1	HBW5
Trochiliformes	Trochilidae	Calliphlox_evelynae	2.0	1	HBW5
Trochiliformes	Trochilidae	Calliphlox_amethystina	2.0	1	HBW5
Trochiliformes	Trochilidae	Mellisuga_helenae	2.0	1	HBW5
Trochiliformes	Trochilidae	Mellisuga_minima	2.0	1	HBW5
Trochiliformes	Trochilidae	Stellula_calliope	2.0	1	HBW5
Trochiliformes	Trochilidae	Myrtis_fanny	2.0	1	HBW5
Trochiliformes	Trochilidae	Myrmia_micrura	2.0	1	HBW5
Trochiliformes	Trochilidae	Selasphorus_platycercus	2.0	1	HBW5
Trochiliformes	Trochilidae	Selasphorus_rufus	2.0	1	HBW5
Trochiliformes	Trochilidae	Selasphorus_sasin	2.0	1	HBW5
Musophagiforme	Musophagidae	Tauraco_persa	2.0	1	HBW4
Musophagiforme	Musophagidae	Tauraco_schuettii	2.0	1	HBW4
Musophagiforme	Musophagidae	Tauraco_schalowi	2.0	1	HBW4
Musophagiforme	Musophagidae	Tauraco_fischeri	2.0	1	HBW4
Musophagiforme	Musophagidae	Tauraco_livingstonii	2.0	1	HBW4
Musophagiforme	Musophagidae	Tauraco_corythaix	2.4	1	HBW4
Musophagiforme	Musophagidae	Tauraco_bannermani	2.0	1	HBW4
Musophagiforme	Musophagidae	Tauraco_macrorhynchus	2.0	1	HBW4
Musophagiforme	Musophagidae	Tauraco_leucotis	2.0	1	HBW4
Musophagiforme	Musophagidae	Tauraco_hartlaubi	2.0	1	HBW4
Musophagiforme	Musophagidae	Tauraco_leucolophus	2.0	1	HBW4
Musophagiforme	Musophagidae	Musophaga_johnstoni	1.4	1	HBW4
Musophagiforme	Musophagidae	Musophaga_porphyreolopha	2.4	1	HBW4
Musophagiforme	Musophagidae	Musophaga_violacea	1.4	1	HBW4
Musophagiforme	Musophagidae	Musophaga_rossae	1.4	1	HBW4
Musophagiforme	Musophagidae	Corythaixoides_concolor	3.0	1	HBW4
Musophagiforme	Musophagidae	Corythaixoides_personatus	2.4	1	HBW4
Musophagiforme	Musophagidae	Corythaixoides_leucogaster	2.4	1	HBW4
Musophagiforme	Musophagidae	Crinifer_piscator	2.4	1	HBW4
Musophagiforme	Musophagidae	Crinifer_zonurus	2.4	1	HBW4
Musophagiforme	Musophagidae	Corythaeola_cristata	2.0	1	HBW4
Strigiformes	Tytonidae	Tyto_tenebricosa	1.4	1	HBW5
Strigiformes	Tytonidae	Tyto_multipunctata	2.0	1	HBW5
Strigiformes	Tytonidae	Tyto_novaehollandiae	2.8	1	HBW5
Strigiformes	Tytonidae	Tyto_alba	5.3	1	HBW5
Strigiformes	Tytonidae	Tyto_glaucops	4.6	1	HBW5
Strigiformes	Tytonidae	Tyto_capensis	3.2	1	HBW5
Strigiformes	Tytonidae	Tyto_longimembris	4.9	1	HBW5
Strigiformes	Strigidae	Otus_sagittatus	3.5	1	HBW5
Strigiformes	Strigidae	Otus_balli	2.4	1	HBW5
Strigiformes	Strigidae	Otus_spilocephalus	2.4	1	HBW5
Strigiformes	Strigidae	Otus_longicornis	2.4	1	HBW5
Strigiformes	Strigidae	Otus_brucei	4.9	1	HBW5
Strigiformes	Strigidae	Otus_flammeolus	2.8	1	HBW5
Strigiformes	Strigidae	Otus_scops	3.5	1	HBW5
Strigiformes	Strigidae	Otus_sunia	4.2	1	HBW5
Strigiformes	Strigidae	Otus_senegalensis	2.8	1	HBW5
Strigiformes	Strigidae	Otus_rutilus	4.5	1	HBW5
Strigiformes	Strigidae	Otus_bakkamoena	3.9	1	HBW5
Strigiformes	Strigidae	Otus_lettia	3.9	1	HBW5
Strigiformes	Strigidae	Otus_lempiji	3.9	1	HBW5
Strigiformes	Strigidae	Otus_semitorques	3.9	1	HBW5
Strigiformes	Strigidae	Otus_megalotis	2.0	1	HBW5
Strigiformes	Strigidae	Otus_leucotis	2.4	1	HBW5
Strigiformes	Strigidae	Otus_kennicottii	4.9	1	HBW5
Strigiformes	Strigidae	Otus_cooperi	3.9	1	HBW5
Strigiformes	Strigidae	Otus_asio	3.5	1	HBW5
Strigiformes	Strigidae	Otus_trichopsis	3.5	1	HBW5
Strigiformes	Strigidae	Otus_choliba	2.0	1	HBW5
Strigiformes	Strigidae	Otus_barbarus	4.5	1	HBW5
Strigiformes	Strigidae	Otus_guatemalae	3.0	1	HBW5
Strigiformes	Strigidae	Otus_vermiculatus	3.0	1	HBW5
Strigiformes	Strigidae	Otus_lawrencii	2.0	1	HBW5
Strigiformes	Strigidae	Otus_nudipes	2.0	1	HBW5
Strigiformes	Strigidae	Bubo_virginianus	1.7	1	HBW5
Strigiformes	Strigidae	Bubo_bubo	2.8	1	HBW5
Strigiformes	Strigidae	Bubo_bengalensis	3.2	1	HBW5
Strigiformes	Strigidae	Bubo_ascalaphus	2.0	1	HBW5
Strigiformes	Strigidae	Bubo_capensis	1.7	1	HBW5
Strigiformes	Strigidae	Bubo_africanus	2.8	1	HBW5
Strigiformes	Strigidae	Bubo_nipalensis	1.0	1	HBW5
Strigiformes	Strigidae	Bubo_lacteus	1.4	1	HBW5
Strigiformes	Strigidae	Bubo_coromandus	1.7	1	HBW5
Strigiformes	Strigidae	Nyctea_scandiaca	3.9	1	HBW5
Strigiformes	Strigidae	Scotopelia_peli	1.4	1	HBW5
Strigiformes	Strigidae	Scotopelia_bouvieri	1.4	1	HBW5
Strigiformes	Strigidae	Strix_seloputo	2.4	1	HBW5
Strigiformes	Strigidae	Strix_ocellata	2.4	1	HBW5
Strigiformes	Strigidae	Strix_leptogrammica	1.4	1	HBW5
Strigiformes	Strigidae	Strix_aluco	3.2	1	HBW5
Strigiformes	Strigidae	Strix_butleri	2.2	1	HBW5
Strigiformes	Strigidae	Strix_occidentalis	2.0	1	HBW5
Strigiformes	Strigidae	Strix_varia	3.2	1	HBW5
Strigiformes	Strigidae	Strix_hylophila	2.4	1	HBW5
Strigiformes	Strigidae	Strix_rufipes	2.4	1	HBW5
Strigiformes	Strigidae	Strix_uralensis	2.8	1	HBW5
Strigiformes	Strigidae	Strix_nebulosa	4.2	1	HBW5
Strigiformes	Strigidae	Strix_virgata	1.4	1	HBW5
Strigiformes	Strigidae	Strix_nigrolineata	1.4	1	HBW5
Strigiformes	Strigidae	Strix_woodfordii	1.7	1	HBW5
Strigiformes	Strigidae	Surnia_ulula	7.7	1	HBW5
Strigiformes	Strigidae	Glaucidium_passerinum	5.3	1	HBW5
Strigiformes	Strigidae	Glaucidium_brodiei	4.2	1	HBW5
Strigiformes	Strigidae	Glaucidium_perlatum	3.0	1	HBW5
Strigiformes	Strigidae	Glaucidium_californicum	3.7	1	HBW5
Strigiformes	Strigidae	Glaucidium_gnoma	2.8	1	HBW5
Strigiformes	Strigidae	Glaucidium_palmarum	2.8	1	HBW5
Strigiformes	Strigidae	Glaucidium_sanchezi	2.8	1	HBW5
Strigiformes	Strigidae	Glaucidium_griseiceps	2.8	1	HBW5
Strigiformes	Strigidae	Glaucidium_brasilianum	3.2	1	HBW5
Strigiformes	Strigidae	Glaucidium_tucumanum	3.2	1	HBW5
Strigiformes	Strigidae	Glaucidium_nanum	3.9	1	HBW5
Strigiformes	Strigidae	Glaucidium_siju	3.5	1	HBW5
Strigiformes	Strigidae	Glaucidium_tephronotum	2.8	1	HBW5
Strigiformes	Strigidae	Glaucidium_sjostedti	2.0	1	HBW5
Strigiformes	Strigidae	Glaucidium_cuculoides	3.9	1	HBW5
Strigiformes	Strigidae	Glaucidium_radiatum	2.8	1	HBW5
Strigiformes	Strigidae	Glaucidium_capense	2.4	1	HBW5
Strigiformes	Strigidae	Glaucidium_castaneum	2.4	1	HBW5
Strigiformes	Strigidae	Micrathene_whitneyi	2.2	1	HBW5
Strigiformes	Strigidae	Athene_noctua	4.2	1	HBW5
Strigiformes	Strigidae	Athene_brama	3.2	1	HBW5
Strigiformes	Strigidae	Speotyto_cunicularia	8.1	1	HBW5
Strigiformes	Strigidae	Aegolius_funereus	4.2	1	HBW5
Strigiformes	Strigidae	Aegolius_acadicus	5.9	1	HBW5
Strigiformes	Strigidae	Aegolius_ridgwayi	5.5	1	HBW5
Strigiformes	Strigidae	Aegolius_harrisii	3.0	1	HBW5
Strigiformes	Strigidae	Ninox_rufa	2.0	1	HBW5
Strigiformes	Strigidae	Ninox_strenua	2.0	1	HBW5
Strigiformes	Strigidae	Ninox_connivens	2.4	1	HBW5
Strigiformes	Strigidae	Ninox_boobook	3.0	1	HBW5
Strigiformes	Strigidae	Ninox_novaeseelandiae	2.0	1	HBW5
Strigiformes	Strigidae	Ninox_scutulata	3.2	1	HBW5
Strigiformes	Strigidae	Ninox_superciliaris	3.9	1	HBW5
Strigiformes	Strigidae	Ninox_theomacha	2.0	1	HBW5
Strigiformes	Strigidae	Asio_stygius	2.0	1	HBW5
Strigiformes	Strigidae	Asio_otus	5.9	1	HBW5
Strigiformes	Strigidae	Asio_clamator	3.0	1	HBW5
Strigiformes	Strigidae	Asio_flammeus	7.1	1	HBW5
Strigiformes	Strigidae	Asio_capensis	2.4	1	HBW5
Strigiformes	Aegothelidae	Aegotheles_cristatus	3.5	1	HBW5
Strigiformes	Podargidae	Podargus_strigoides	1.7	1	HBW5
Strigiformes	Podargidae	Podargus_papuensis	1.0	1	HBW5
Strigiformes	Podargidae	Podargus_ocellatus	1.0	1	HBW5
Strigiformes	Batrachostomidae	Batrachostomus_hodgsoni	1.4	1	HBW5
Strigiformes	Batrachostomidae	Batrachostomus_javensis	1.4	1	HBW5
Strigiformes	Steatornithidae	Steatornis_caripensis	2.8	1	HBW5
Strigiformes	Eurostopodidae	Eurostopodus_argus	1.0	1	HBW5
Strigiformes	Eurostopodidae	Eurostopodus_mystacalis	1.0	1	HBW5
Strigiformes	Eurostopodidae	Eurostopodus_diabolicus	1.0	1	HBW5
Strigiformes	Eurostopodidae	Eurostopodus_papuensis	1.0	1	HBW5
Strigiformes	Eurostopodidae	Eurostopodus_archboldi	1.0	1	HBW5
Strigiformes	Eurostopodidae	Eurostopodus_temminckii	1.4	1	HBW5
Strigiformes	Eurostopodidae	Eurostopodus_macrotis	1.0	1	HBW5
Strigiformes	Caprimulgidae	Lurocalis_semitorquatus	1.0	1	HBW5
Strigiformes	Caprimulgidae	Chordeiles_pusillus	1.0	1	HBW5
Strigiformes	Caprimulgidae	Chordeiles_rupestris	1.4	1	HBW5
Strigiformes	Caprimulgidae	Chordeiles_acutipennis	1.4	1	HBW5
Strigiformes	Caprimulgidae	Chordeiles_minor	1.7	1	HBW5
Strigiformes	Caprimulgidae	Chordeiles_gundlachii	1.4	1	HBW5
Strigiformes	Caprimulgidae	Podager_nacunda	1.4	1	HBW5
Strigiformes	Caprimulgidae	Nyctidromus_albicollis	1.4	1	HBW5
Strigiformes	Caprimulgidae	Phalaenoptilus_nuttallii	2.0	1	HBW5
Strigiformes	Caprimulgidae	Nyctiphrynus_mcleodii	2.0	1	HBW5
Strigiformes	Caprimulgidae	Nyctiphrynus_ocellatus	2.0	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_carolinensis	2.0	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_rufus	1.4	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_cubanensis	1.4	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_salvini	2.0	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_badius	2.0	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_ridgwayi	2.0	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_vociferus	1.4	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_noctitherus	1.4	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_saturatus	1.0	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_longirostris	1.4	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_cayennensis	1.4	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_candicans	2.0	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_maculicaudus	2.0	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_parvulus	2.0	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_anthonyi	1.4	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_nigrescens	1.0	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_ruficollis	1.4	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_indicus	1.4	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_europaeus	1.4	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_fraenatus	1.4	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_rufigena	1.4	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_aegyptius	1.4	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_nubicus	1.4	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_eximius	2.0	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_madagascariensis	2.0	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_macrurus	1.4	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_manillensis	1.4	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_donaldsoni	2.0	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_pectoralis	1.4	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_poliocephalus	2.0	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_natalensis	2.0	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_inornatus	2.0	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_stellatus	2.0	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_affinis	1.4	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_tristigma	2.0	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_pulchellus	1.4	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_enarratus	2.0	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_batesi	1.0	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_climacurus	2.0	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_clarus	2.0	1	HBW5
Strigiformes	Caprimulgidae	Caprimulgus_fossii	1.4	1	HBW5
Strigiformes	Caprimulgidae	Macrodipteryx_longipennis	1.4	1	HBW5
Strigiformes	Caprimulgidae	Macrodipteryx_vexillarius	1.4	1	HBW5
Strigiformes	Caprimulgidae	Hydropsalis_climacocerca	2.0	1	HBW5
Strigiformes	Caprimulgidae	Hydropsalis_brasiliana	2.0	1	HBW5
Columbiformes	Columbidae	Columba_livia	2.0	1	HBW4
Columbiformes	Columbidae	Columba_rupestris	2.0	1	HBW4
Columbiformes	Columbidae	Columba_leuconota	2.0	1	HBW4
Columbiformes	Columbidae	Columba_guinea	2.0	1	HBW4
Columbiformes	Columbidae	Columba_albitorques	2.0	1	HBW4
Columbiformes	Columbidae	Columba_oenas	2.0	1	HBW4
Columbiformes	Columbidae	Columba_oliviae	1.0	1	HBW4
Columbiformes	Columbidae	Columba_eversmanni	2.0	1	HBW4
Columbiformes	Columbidae	Columba_palumbus	2.0	1	HBW4
Columbiformes	Columbidae	Columba_bollii	1.0	1	HBW4
Columbiformes	Columbidae	Columba_junoniae	1.4	1	HBW4
Columbiformes	Columbidae	Columba_unicincta	1.0	1	HBW4
Columbiformes	Columbidae	Columba_sjostedti	1.0	1	HBW4
Columbiformes	Columbidae	Columba_arquatrix	1.0	1	HBW4
Columbiformes	Columbidae	Columba_hodgsonii	1.0	1	HBW4
Columbiformes	Columbidae	Columba_albinucha	1.0	1	HBW4
Columbiformes	Columbidae	Columba_pulchricollis	1.4	1	HBW4
Columbiformes	Columbidae	Columba_elphinstonii	1.0	1	HBW4
Columbiformes	Columbidae	Columba_torringtoni	1.0	1	HBW4
Columbiformes	Columbidae	Columba_punicea	1.0	1	HBW4
Columbiformes	Columbidae	Columba_argentina	1.0	1	HBW4
Columbiformes	Columbidae	Columba_janthina	1.0	1	HBW4
Columbiformes	Columbidae	Columba_vitiensis	1.0	1	HBW4
Columbiformes	Columbidae	Columba_leucomela	1.0	1	HBW4
Columbiformes	Columbidae	Columba_leucocephala	2.0	1	HBW4
Columbiformes	Columbidae	Columba_speciosa	2.0	1	HBW4
Columbiformes	Columbidae	Columba_squamosa	1.4	1	HBW4
Columbiformes	Columbidae	Columba_corensis	1.0	1	HBW4
Columbiformes	Columbidae	Columba_picazuro	1.0	1	HBW4
Columbiformes	Columbidae	Columba_maculosa	1.4	1	HBW4
Columbiformes	Columbidae	Columba_fasciata	1.4	1	HBW4
Columbiformes	Columbidae	Columba_cayennensis	1.0	1	HBW4
Columbiformes	Columbidae	Columba_flavirostris	1.0	1	HBW4
Columbiformes	Columbidae	Columba_inornata	1.4	1	HBW4
Columbiformes	Columbidae	Columba_subvinacea	1.0	1	HBW4
Columbiformes	Columbidae	Columba_nigrirostris	1.0	1	HBW4
Columbiformes	Columbidae	Columba_iriditorques	1.0	1	HBW4
Columbiformes	Columbidae	Columba_delegorguei	2.0	1	HBW4
Columbiformes	Columbidae	Columba_mayeri	2.0	1	HBW4
Columbiformes	Columbidae	Aplopelia_larvata	2.0	1	HBW4
Columbiformes	Columbidae	Streptopelia_picturata	2.0	1	HBW4
Columbiformes	Columbidae	Streptopelia_turtur	2.0	1	HBW4
Columbiformes	Columbidae	Streptopelia_hypopyrrha	2.0	1	HBW4
Columbiformes	Columbidae	Streptopelia_lugens	2.0	1	HBW4
Columbiformes	Columbidae	Streptopelia_orientalis	2.0	1	HBW4
Columbiformes	Columbidae	Streptopelia_senegalensis	2.0	1	HBW4
Columbiformes	Columbidae	Streptopelia_chinensis	2.4	1	HBW4
Columbiformes	Columbidae	Streptopelia_decipiens	2.0	1	HBW4
Columbiformes	Columbidae	Streptopelia_vinacea	2.0	1	HBW4
Columbiformes	Columbidae	Streptopelia_capicola	2.0	1	HBW4
Columbiformes	Columbidae	Streptopelia_tranquebarica	2.0	1	HBW4
Columbiformes	Columbidae	Streptopelia_semitorquata	2.0	1	HBW4
Columbiformes	Columbidae	Streptopelia_decaocto	2.0	1	HBW4
Columbiformes	Columbidae	Streptopelia_roseogrisea	2.0	1	HBW4
Columbiformes	Columbidae	Streptopelia_reichenowi	2.0	1	HBW4
Columbiformes	Columbidae	Streptopelia_bitorquata	2.0	1	HBW4
Columbiformes	Columbidae	Macropygia_unchall	1.4	1	HBW4
Columbiformes	Columbidae	Macropygia_emiliana	1.0	1	HBW4
Columbiformes	Columbidae	Macropygia_amboinensis	1.0	1	HBW4
Columbiformes	Columbidae	Macropygia_phasianella	1.0	1	HBW4
Columbiformes	Columbidae	Macropygia_ruficeps	1.0	1	HBW4
Columbiformes	Columbidae	Macropygia_nigrirostris	1.0	1	HBW4
Columbiformes	Columbidae	Macropygia_mackinlayi	1.4	1	HBW4
Columbiformes	Columbidae	Turtur_abyssinicus	2.0	1	HBW4
Columbiformes	Columbidae	Turtur_chalcospilos	2.0	1	HBW4
Columbiformes	Columbidae	Turtur_afer	2.0	1	HBW4
Columbiformes	Columbidae	Turtur_tympanistria	2.0	1	HBW4
Columbiformes	Columbidae	Turtur_brehmeri	1.4	1	HBW4
Columbiformes	Columbidae	Oena_capensis	2.0	1	HBW4
Columbiformes	Columbidae	Chalcophaps_stephani	2.0	1	HBW4
Columbiformes	Columbidae	Phaps_chalcoptera	2.0	1	HBW4
Columbiformes	Columbidae	Phaps_elegans	2.0	1	HBW4
Columbiformes	Columbidae	Phaps_histrionica	2.0	1	HBW4
Columbiformes	Columbidae	Geophaps_lophotes	2.0	1	HBW4
Columbiformes	Columbidae	Geophaps_plumifera	2.0	1	HBW4
Columbiformes	Columbidae	Geophaps_smithii	2.0	1	HBW4
Columbiformes	Columbidae	Geophaps_scripta	2.0	1	HBW4
Columbiformes	Columbidae	Petrophassa_albipennis	2.0	1	HBW4
Columbiformes	Columbidae	Petrophassa_rufipennis	2.0	1	HBW4
Columbiformes	Columbidae	Geopelia_cuneata	2.0	1	HBW4
Columbiformes	Columbidae	Geopelia_striata	2.0	1	HBW4
Columbiformes	Columbidae	Geopelia_humeralis	2.0	1	HBW4
Columbiformes	Columbidae	Leucosarcia_melanoleuca	2.0	1	HBW4
Columbiformes	Columbidae	Zenaida_macroura	2.0	1	HBW4
Columbiformes	Columbidae	Zenaida_auriculata	2.0	1	HBW4
Columbiformes	Columbidae	Zenaida_aurita	2.0	1	HBW4
Columbiformes	Columbidae	Zenaida_asiatica	2.0	1	HBW4
Columbiformes	Columbidae	Zenaida_galapagoensis	2.0	1	HBW4
Columbiformes	Columbidae	Columbina_inca	2.0	1	HBW4
Columbiformes	Columbidae	Columbina_squammata	2.0	1	HBW4
Columbiformes	Columbidae	Columbina_passerina	2.0	1	HBW4
Columbiformes	Columbidae	Columbina_minuta	2.0	1	HBW4
Columbiformes	Columbidae	Columbina_talpacoti	2.0	1	HBW4
Columbiformes	Columbidae	Columbina_picui	2.0	1	HBW4
Columbiformes	Columbidae	Columbina_cruziana	2.0	1	HBW4
Columbiformes	Columbidae	Claravis_pretiosa	2.0	1	HBW4
Columbiformes	Columbidae	Claravis_godefrida	2.0	1	HBW4
Columbiformes	Columbidae	Leptotila_verreauxi	2.0	1	HBW4
Columbiformes	Columbidae	Leptotila_megalura	2.0	1	HBW4
Columbiformes	Columbidae	Leptotila_rufaxilla	1.4	1	HBW4
Columbiformes	Columbidae	Leptotila_jamaicensis	2.0	1	HBW4
Columbiformes	Columbidae	Leptotila_cassini	2.0	1	HBW4
Columbiformes	Columbidae	Geotrygon_lawrencii	1.0	1	HBW4
Columbiformes	Columbidae	Geotrygon_carrikeri	1.0	1	HBW4
Columbiformes	Columbidae	Geotrygon_caniceps	1.4	1	HBW4
Columbiformes	Columbidae	Geotrygon_versicolor	2.0	1	HBW4
Columbiformes	Columbidae	Geotrygon_veraguensis	2.0	1	HBW4
Columbiformes	Columbidae	Geotrygon_albifacies	1.4	1	HBW4
Columbiformes	Columbidae	Geotrygon_chiriquensis	2.0	1	HBW4
Columbiformes	Columbidae	Geotrygon_linearis	2.0	1	HBW4
Columbiformes	Columbidae	Geotrygon_frenata	1.0	1	HBW4
Columbiformes	Columbidae	Geotrygon_chrysia	2.0	1	HBW4
Columbiformes	Columbidae	Geotrygon_mystacea	1.4	1	HBW4
Columbiformes	Columbidae	Geotrygon_violacea	2.0	1	HBW4
Columbiformes	Columbidae	Geotrygon_montana	2.0	1	HBW4
Columbiformes	Columbidae	Caloenas_nicobarica	1.0	1	HBW4
Columbiformes	Columbidae	Gallicolumba_luzonica	2.0	1	HBW4
Columbiformes	Columbidae	Gallicolumba_platenae	2.0	1	HBW4
Columbiformes	Columbidae	Gallicolumba_criniger	1.0	1	HBW4
Columbiformes	Columbidae	Gallicolumba_rufigula	1.0	1	HBW4
