Kingdom	Phylum	Class	Subclass	Infraclass	Superorder	Order (or infraorder for Cetacea)	Family	Species	AdultBodyMass_g	Sources_AdultBodyMass	GenerationLength_d	Sources_GL	FrT	residuals	Hib	Hib+unconfirmedHib	Daily	Daily+unconfirmedDaily	Mars	Mono	Temperature(C)_White2003,2006	Temperature(C)_White2003,2006+other	Temperature(C)_White2003,2006+other+close species	BMR(mL O2 h−1)_White2003,2006+other	BodyMassBMR(g)_White2003,2006+other	BMR(mL O2 h−1 g-1)_White2003,2006+other	Sourses_BodyT&BMR
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Artiodactyla	Bovidae	Redunca_arundinum	58059,24	PanTHERIA	2293,051667	Rspan-ASMmales	0,17171721	-0,025679176	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Perissodactyla	Rhinocerotidae	Rhinoceros_sondaicus	1750000	PanTHERIA	5400,53	Rspan-ASMmales	0,14808619	-0,03284717	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Perissodactyla	Rhinocerotidae	Rhinoceros_unicornis	1843656	PanTHERIA	6851,989367	Rspan-AFB	0,146481507	-0,026762206	0	0	0	0	0	0		37,40	37,40				AnAge
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Chiroptera	Rhinolophidae	Rhinolophus_formosae	11,14952381	Mean_congenerics	2726,53565	Mean_congenerics_same_body_mass	0,172526048	-0,022573795	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Chiroptera	Rhinolophidae	Rhinolophus_luctus	34,07	PanTHERIA	2726,53565	Mean_congenerics_same_body_mass	0,161257245	-0,033842599	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Chiroptera	Rhinolophidae	Rhinolophus_macrotis	6,18	PanTHERIA	2937,38135	Mean_congenerics_same_body_mass	0,142519968	-0,051462842	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Chiroptera	Rhinolophidae	Rhinolophus_rex	11,14952381	Mean_congenerics	2726,53565	Mean_congenerics_same_body_mass	0,138169211	-0,056930632	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Chiroptera	Phyllostomidae	Rhinophylla_pumilio	9,58	PanTHERIA	2064,27635	Mean_family	0,290165912	0,091557503	0	0	0	0	0	0	34,70	34,70	34,70	18,62	9,50	1,96	White_et_al2006
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Primates	Cercopithecidae	Rhinopithecus_avunculus	9086,19	PanTHERIA	3650	Mean_congenerics	0,240242304	0,050034858	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Primates	Cercopithecidae	Rhinopithecus_bieti	11000,54	PanTHERIA	4015	GMA	0,241673852	0,05340013	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Primates	Cercopithecidae	Rhinopithecus_brelichi	12267,15	PanTHERIA	3650	Mean_congenerics_same_body_mass	0,239934268	0,049726822	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Primates	Cercopithecidae	Rhinopithecus_roxellana	13456,8	PanTHERIA	4745	GMA	0,228843327	0,044437052	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Primates	Cercopithecidae	Rhinopithecus_strykeri	11452,67	Mean_congenerics	2190	GMA	0,240428976	0,042486635	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Rodentia	Spalacidae	Rhizomys_pruinosus	2450	PanTHERIA	2113,949682	Mean_order_same_mass	0,275966559	0,077621313	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Rodentia	Spalacidae	Rhizomys_sinensis	82,495	Smith et al. 2003	717,7762436	Mean_order_same_mass	0,281031025	0,07528903	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Metatheria	Ameridelphia	Paucituberculata	Caenolestidae	Rhyncholestes_raphanurus	21,94	PanTHERIA	998,6765636	Mean_all_orders_same_body_mass	0,234230701	0,02997688	0	0	0	0	1	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Chiroptera	Pteropodidae	Rousettus_aegyptiacus	134	PanTHERIA	1825	GMA	0,157227827	-0,042648237	0	0	0	0	0	0	34,80	34,80	34,80	122,60	146,00	0,84	White_et_al2006
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Artiodactyla	Cervidae	Rucervus_duvaucelii	171223,9	PanTHERIA	2920	GMA	0,202235121	0,008160227	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Artiodactyla	Cervidae	Rucervus_eldii	95471,61	PanTHERIA	1825	GMA	0,195167582	-0,004708482	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Artiodactyla	Bovidae	Rupicapra_pyrenaica	29999,99	PanTHERIA	2437,9015	Rspan-ASMmales	0,147575445	-0,049053545	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Artiodactyla	Cervidae	Rusa_alfredi	46475,04	PanTHERIA	2555,9125	Rspan-ASMmales	0,194124391	-0,001879392	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Artiodactyla	Cervidae	Rusa_timorensis	66375,5	PanTHERIA	1825	GMA	0,188980967	-0,010895098	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Primates	Callitrichidae	Saguinus_oedipus	462,04	PanTHERIA	2190	GMA	0,19009173	-0,007850611	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Artiodactyla	Bovidae	Saiga_tatarica	37734,01	PanTHERIA	1700,19755	Rspan-AFR(SM+Gest)	0,212118129	0,011580877	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Primates	Cebidae	Saimiri_boliviensis	799,45	PanTHERIA	3354,65875	Mean_congenerics_same_body_mass	0,184528688	-0,007243439	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Primates	Cebidae	Saimiri_sciureus	749,47	PanTHERIA	3789,3175	Rspan-AFB	0,183841699	-0,005627661	0	0	0	0	0	0	38,00	38,00	38,00	800,63	875,00	0,92	White_et_al2006
Animalia	Chordata	Mammalia	Theriiformes	Metatheria	Australidelphia	Dasyuromorphia	Dasyuridae	Sarcophilus_harrisii	8202,25	PanTHERIA	1704,2151	Rspan-AFR(SM+Gest)	0,270433122	0,069917155	0	0	0	0	1	0	35,75	35,75	35,80	1325,36	5775,00	0,23	White_et_al2006
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Eulipotyphla	Talpidae	Scapanulus_oweni	36,64	Verde Arregoitia et al. 2013	759,1857214	Mean_family_same_body_mass	0,213878696	0,008356082	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Rodentia	Sciuridae	Sciurus_vulgaris	333	PanTHERIA	1612,7525	Rspan-AFB	0,312335463	0,111334938	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Primates	Cercopithecidae	Semnopithecus_entellus	12679,29	PanTHERIA	3806,439	Rspan-AFB	0,24710444	0,057725788	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Rodentia	Dipodidae	Sicista_concolor	7	Verde Arregoitia et al. 2013	731,7872	Mean_congenerics_same_body_mass	0,23761998	0,031952213	0	0	0	0	0	0			36,00				AnAge
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Primates	Cercopithecidae	Simias_concolor	7393,9	PanTHERIA	4024,409658	Mean_family_same_body_mass	0,222416613	0,034192742	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Metatheria	Australidelphia	Dasyuromorphia	Dasyuridae	Sminthopsis_crassicaudata	15,98	PanTHERIA	594,4425	Rspan-AFB	0,268807067	0,062411665	0	0	1	1	1	0	35,16	35,16	35,20	25,10	16,37	1,53	White_et_al2006
Animalia	Chordata	Mammalia	Theriiformes	Metatheria	Australidelphia	Dasyuromorphia	Dasyuridae	Sminthopsis_douglasi	54,99	PanTHERIA	546,0264667	Mean_congenerics_same_body_mass	0,260329417	0,053677513	0	0	1	1	1	0			33,30				AnAge
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Eulipotyphla	Soricidae	Sorex_araneus	9,18	PanTHERIA	524,7815	Rspan-AFR(SM+Gest)	0,214360645	0,007596188	0	0	0	0	0	0		37,35	37,35	60,20	8,05	7,48	Taylor1998 (from Nagel1994)
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Eulipotyphla	Soricidae	Sorex_cylindricauda	7,325418324	Mean_congenerics	422,8845979	Mean_congenerics_same_body_mass	0,249232845	0,041928551	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Eulipotyphla	Soricidae	Sorex_tundrensis	7,65	PanTHERIA	422,8845979	Mean_congenerics_same_body_mass	0,21739683	0,010092536	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Eulipotyphla	Soricidae	Sorex_unguiculatus	14,11	PanTHERIA	392,4667	Rspan-AFR(SM+Gest)	0,213676492	0,006211048	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Cetacea	Delphinidae	Sousa_chinensis	280000	PanTHERIA	7300	GMA	0,217080684	0,046210475	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Rodentia	Octodontidae	Spalacopus_cyanus	100,86	PanTHERIA	1310,04695	Mean_family_same_body_mass	0,238558152	0,035953932	0	0	0	0	0	0	36,45	36,45	36,50	106,80	135,33	0,79	White_et_al2006
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Rodentia	Sciuridae	Spermophilus_dauricus	161,3	Verde Arregoitia et al. 2013	1053,682907	Mean_congenerics_same_body_mass	0,309823614	0,10586121	1	1	0	0	0	0			37,50				AnAge
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Carnivora	Mephitidae	Spilogale_putorius	566,49	PanTHERIA	1257,256817	Rspan-AFR(SM+Gest)	0,231451563	0,028567667	0	0	0	0	0	0	36,35	36,35	36,40	299,52	624,00	0,48	White_et_al2006
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Cetacea	Delphinidae	Stenella_attenuata	65733,59	PanTHERIA	8395	GMA	0,218480348	0,05341131	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Cetacea	Delphinidae	Stenella_coeruleoalba	142102,96	PanTHERIA	7926,62525	Rspan-AFR(SM+Gest)	0,22038253	0,052832102	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Chiroptera	Phyllostomidae	Sturnira_tildae	24,39	PanTHERIA	2064,27635	Mean_family_same_body_mass	0,156960021	-0,041648388	0	0	0	0	0	0			36,40				White&Seymour2003
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Rodentia	Dipodidae	Stylodipus_telum	59,99	PanTHERIA	726,1971375	Mean_family_same_body_mass	0,2292264	0,023529017	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Eulipotyphla	Soricidae	Suncus_murinus	43,76	PanTHERIA	363,52745	Rspan-AFR(SM+Gest)	0,312506444	0,104887683	0	0	0	0	0	0	38,70	38,70	38,70	59,50	30,20	1,97	White&Seymour2003
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Artiodactyla	Suidae	Sus_barbatus	135806	PanTHERIA	2555	GMA	0,140025732	-0,055982885	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Artiodactyla	Suidae	Sus_cebifrons	190792,3	PanTHERIA	2555	GMA	0,128723484	-0,067285133	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Artiodactyla	Suidae	Sus_celebensis	53813,21	PanTHERIA	2086,55	Rspan-ASMmales	0,131031834	-0,067458572	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Artiodactyla	Suidae	Sus_scrofa	84471,54	PanTHERIA	2656,07	Rspan-AFB	0,135840408	-0,059632753	0	0	0	0	0	0		39,00	39,00				AnAge
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Artiodactyla	Suidae	Sus_verrucosus	89406,23	PanTHERIA	2190	GMA	0,140419164	-0,057523177	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Artiodactyla	Bovidae	Sylvicapra_grimmia	15639,15	PanTHERIA	1986,497967	Rspan-AFB	0,15413397	-0,044886498	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Primates	Hylobatidae	Symphalangus_syndactylus	10839	PanTHERIA	4745	GMA	0,161734677	-0,022671598	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Artiodactyla	Bovidae	Syncerus_caffer	592666	PanTHERIA	4169,76	Rspan-AFB	0,154892159	-0,032561664	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Prototheria			Monotremata	Tachyglossidae	Tachyglossus_aculeatus	4499,97	PanTHERIA	5687,0204	Rspan-AFR(SM+Gest)	0,225846923	0,046431353	1	1	0	0	0	1	30,70	30,70	30,70	430,55	2725,00	0,16	White_et_al2006
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Eulipotyphla	Talpidae	Talpa_europaea	87,53	PanTHERIA	1000,1	Rspan-AFB	0,156274188	-0,047972092	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Xenarthra	Pilosa	Myrmecophagidae	Tamandua_mexicana	4178,51	PanTHERIA	1854,65	Mean_congenerics_same_body_mass	0,146259089	-0,053459894	0	0	0	0	0	0	31,95	31,95	32,00	991,52	3976,67	0,25	White_et_al2006
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Xenarthra	Pilosa	Myrmecophagidae	Tamandua_tetradactyla	4800	PanTHERIA	1854,65	Rspan-AFR(SM+Gest)	0,148869293	-0,050849689	0	0	0	0	0	0	33,50	33,50	33,50	898,80	3500,00	0,26	White_et_al2006
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Rodentia	Sciuridae	Tamias_sibiricus	94,16	PanTHERIA	1311,5224	Rspan-AFR(SM+Gest)	0,248319495	0,045723091	0	0	1	1	0	0			38,20				AnAge
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Rodentia	Sciuridae	Tamiops_maritimus	66,77	PanTHERIA	1239,298869	Mean_family_same_body_mass	0,219678664	0,01669963	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Rodentia	Sciuridae	Tamiops_swinhoei	60	Animal Diversity	1239,298869	Mean_family_same_body_mass	0,22355192	0,020572886	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Perissodactyla	Tapiridae	Tapirus_indicus	311209,2	PanTHERIA	4015	GMA	0,17665247	-0,011621253	0	0	0	0	0	0		36,80	36,80				AnAge
Animalia	Chordata	Mammalia	Theriiformes	Metatheria	Australidelphia	Diprotodontia	Tarsipedidae	Tarsipes_rostratus	9,66	PanTHERIA	341,275	Rspan-AFB	0,266975053	0,059238402	0	0	1	1	1	0	36,60	36,60	36,60	29,00	10,00	2,90	White_et_al2006
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Primates	Tarsiidae	Tarsius_bancanus	114,39	PanTHERIA	2190	GMA	0,208968571	0,011026231	0	0	0	0	0	0			36,00				AnAge
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Primates	Tarsiidae	Tarsius_dentatus	110,42	PanTHERIA	2190	GMA	0,224730643	0,026788302	0	0	0	0	0	0			36,00				AnAge
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Primates	Tarsiidae	Tarsius_lariang	92	Encyclopedia of Life_(eol.org)	2190	Mean_congenerics	0,230471963	0,032529622	0	0	0	0	0	0			36,00				AnAge
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Primates	Tarsiidae	Tarsius_wallacei	122,6825	Mean_congenerics	2190	Mean_congenerics_same_body_mass	0,218628153	0,020685812	0	0	0	0	0	0			36,00				AnAge
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Carnivora	Mustelidae	Taxidea_taxus	7842,15	PanTHERIA	3030,662667	Rspan-AFR(SM+Gest)	0,149805163	-0,043683454	0	0	1	1	0	0	38,00	38,00	38,00	2700,00	9000,00	0,30	White_et_al2006
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Primates	Cercopithecidae	Theropithecus_gelada	15964,11	PanTHERIA	4456,1902	Rspan-AFB	0,148253093	-0,03768326	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Rodentia	Thryonomyidae	Thryonomys_swinderianus	3750,85	PanTHERIA	837,31	Rspan-AFB	0,226723306	0,021614585	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Metatheria	Ameridelphia	Didelphimorphia	Didelphidae	Thylamys_elegans	28,9	PanTHERIA	642,840025	Mean_family_same_body_mass	0,29340504	0,087266042	0	0	1	1	1	0							
Animalia	Chordata	Mammalia	Theriiformes	Metatheria	Ameridelphia	Didelphimorphia	Didelphidae	Tlacuatzin_canescens	47,73	PanTHERIA	642,840025	Mean_family_same_body_mass	0,230904667	0,024765669	0	0	0	0	1	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Xenarthra	Cingulata	Chlamyphoridae	Tolypeutes_matacus	1303,47	PanTHERIA	4287,958	Rspan-AFR(SM+Gest)	0,122228125	-0,064599501	0	0	0	0	0	0	33,00	33,00	33,00	209,96	1160,00	0,18	White_et_al2006
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Xenarthra	Cingulata	Chlamyphoridae	Tolypeutes_tricinctus	1465,72	PanTHERIA	1095	GMA	0,111121083	-0,092622429	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Chiroptera	Phyllostomidae	Tonatia_saurophila	27,7	Mean_congenerics	2064,27635	Mean_family_same_body_mass	0,188299733	-0,010308675	0	0	0	0	0	0			37,00				White&Seymour2003
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Primates	Cercopithecidae	Trachypithecus_cristatus	7176,81	PanTHERIA	3650	GMA	0,224300525	0,034093079	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Primates	Cercopithecidae	Trachypithecus_francoisi	8139,93	PanTHERIA	4015	GMA	0,227289476	0,039015753	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Primates	Cercopithecidae	Trachypithecus_germaini	6300	Smith et al. 2003	4015	GMA	0,243828768	0,055555046	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Primates	Cercopithecidae	Trachypithecus_hatinhensis	9150	Smith et al. 2003	4015	GMA	0,233109728	0,044836006	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Primates	Cercopithecidae	Trachypithecus_johnii	10595,08	PanTHERIA	4015	Mean_congenerics_same_body_mass	0,244206213	0,055932491	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Primates	Cercopithecidae	Trachypithecus_obscurus	7247,88	PanTHERIA	3650	GMA	0,241950226	0,05174278	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Primates	Cercopithecidae	Trachypithecus_pileatus	11219,93	PanTHERIA	4015	GMA	0,226643988	0,038370265	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Primates	Cercopithecidae	Trachypithecus_shortridgei	13182	Smith et al. 2003	4015	GMA	0,226870087	0,038596364	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Primates	Cercopithecidae	Trachypithecus_vetulus	7205,08	PanTHERIA	4015	GMA	0,221608347	0,033334624	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Artiodactyla	Bovidae	Tragelaphus_imberbis	94320,39	PanTHERIA	2555	GMA	0,167797466	-0,028211151	0	0	0	0	0	0			38,90				AnAge
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Artiodactyla	Bovidae	Tragelaphus_scriptus	43250,39	PanTHERIA	1914,548167	Rspan-AFB	0,150610861	-0,048790789	0	0	0	0	0	0			38,90				AnAge
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Artiodactyla	Bovidae	Tragelaphus_spekii	75554,25	PanTHERIA	2746,500967	Rspan-AFB	0,156005803	-0,038988266	0	0	0	0	0	0			38,90				AnAge
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Artiodactyla	Tragulidae	Tragulus_kanchil	2000	Verde Arregoitia et al. 2013	1825	GMA	0,168243555	-0,031632509	0	0	0	0	0	0			38,40				AnAge
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Afrotheria	Sirenia	Trichechidae	Trichechus_manatus	467324,8	PanTHERIA	7300	GMA	0,196212655	0,025342446	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Metatheria	Australidelphia	Diprotodontia	Phalangeridae	Trichosurus_vulpecula	2685,39	PanTHERIA	2008,23	Rspan-AFB	0,164094268	-0,034811067	0	0	0	0	1	0	36,00	36,00	36,00	731,64	2004,50	0,37	White_et_al2006
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Rodentia	Echimyidae	Trinomys_dimidiatus	167,6	PanTHERIA	739,0095889	Mean_family_same_body_mass	0,201686282	-0,003943222	0	0	0	0	0	0			37,60				White&Seymour2003
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Rodentia	Muridae	Tscherskia_triton	25	PanTHERIA	589,3882991	Mean_family_same_body_mass	0,205571861	-0,000850317	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Euarchontoglires	Scandentia	Tupaiidae	Tupaia_belangeri	200	PanTHERIA	1458,084583	Mean_congenerics_same_body_mass	0,171054351	-0,030765585	0	0	0	0	0	0		38,80	38,80				AnAge
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Cetacea	Delphinidae	Tursiops_aduncus	281040,55	Mean_congenerics	6427,88	Mean_congenerics	0,237546757	0,062056167	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Cetacea	Delphinidae	Tursiops_truncatus	281040,55	PanTHERIA	6427,88	Rspan-AFB	0,228983989	0,053493399	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Carnivora	Canidae	Urocyon_cinereoargenteus	3833,71	PanTHERIA	1955,5492	Rspan-AFR(SM+Gest)	0,185863896	-0,013320535	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Eulipotyphla	Talpidae	Uropsilus_soricipes	16	PanTHERIA	759,1857214	Mean_family_same_body_mass	0,258977973	0,05345536	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Eulipotyphla	Talpidae	Urotrichus_talpoides	18,2	PanTHERIA	680,5528	Rspan-AFR(SM+Gest)	0,181407535	-0,024531666	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Carnivora	Ursidae	Ursus_americanus	110500	PanTHERIA	4734,076867	Rspan-AFB	0,210848129	0,026383984	1	1	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Carnivora	Ursidae	Ursus_arctos	196287,5	PanTHERIA	5976,266667	Rspan-AFB	0,201077037	0,023193857	1	1	0	0	0	0		37,30	37,30				AnAge
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Carnivora	Ursidae	Ursus_maritimus	371703,8	PanTHERIA	5475	GMA	0,20443174	0,023892912	0	0	0	0	0	0		36,80	36,80				AnAge
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Carnivora	Ursidae	Ursus_thibetanus	99714,19	PanTHERIA	3650	GMA	0,204899529	0,014692083	1	1	0	0	0	0		37,50	37,50				AnAge
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Chiroptera	Phyllostomidae	Vampyrum_spectrum	171,61	PanTHERIA	2064,27635	Mean_family	0,125928169	-0,07268024	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Chiroptera	Vespertilionidae	Vespertilio_sinensis	24,3	PanTHERIA	1599,6536	Mean_congenerics_same_body_mass	0,215920112	0,014850191	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Artiodactyla	Camelidae	Vicugna_vicugna	47499,61	PanTHERIA	3674,846867	Rspan-AFB	0,216430872	0,026355061	0	0	0	0	0	0		39,90	39,90				AnAge
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Carnivora	Viverridae	Viverricula_indica	2918,88	PanTHERIA	1658,835	Rspan-ASMmales	0,236314616	0,03555823	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Metatheria	Australidelphia	Diprotodontia	Vombatidae	Vombatus_ursinus	26000	PanTHERIA	3542,014	Rspan-AFR(SM+Gest)	0,166932937	-0,023846605	0	0	0	0	1	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Carnivora	Canidae	Vulpes_corsac	2615,33	PanTHERIA	2173,37545	Rspan-AFR(SM+Gest)	0,215911186	0,01788077	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Carnivora	Canidae	Vulpes_ferrilata	5543,74	PanTHERIA	1427,3028	Rspan-AFR(SM+Gest)	0,206665152	0,004682138	0	0	0	0	0	0							
Animalia	Chordata	Mammalia	Theriiformes	Eutheria	Laurasiatheria	Carnivora	Canidae	Vulpes_vulpes	4820,36	PanTHERIA	2105,3972	Rspan-AFR(SM+Gest)	0,222092121	0,023701566	0	0	0	0	0	0	38,70	38,70	38,70	2442,00	4440,00	0,55	White_et_al2006
