Species Class
Sebastes_nebulosus Actinopterygii
Sebastes_nigrocinctus Actinopterygii
Sebastes_ovalis Actinopterygii
Sebastes_paucispinis Actinopterygii
Sebastes_pinniger Actinopterygii
Sebastes_polyspinis Actinopterygii
Sebastes_proriger Actinopterygii
Sebastes_rastrelliger Actinopterygii
Sebastes_reedi Actinopterygii
Sebastes_rosaceus Actinopterygii
Sebastes_rosenblatti Actinopterygii
Sebastes_ruberrimus Actinopterygii
Sebastes_rubrivinctus Actinopterygii
Sebastes_rufus Actinopterygii
Sebastes_saxicola Actinopterygii
Sebastes_serranoides Actinopterygii
Sebastes_variegatus Actinopterygii
Sebastes_viviparus Actinopterygii
Sebastes_wilsoni Actinopterygii
Sebastes_zacentrus Actinopterygii
Sebastolobus_alascanus Actinopterygii
Sebastolobus_altivelis Actinopterygii
Chelidonichthys_capensis Actinopterygii
Chelidonichthys_cuculus Actinopterygii
Chelidonichthys_kumu Actinopterygii
Chelidonichthys_lucernus Actinopterygii
Chelidonichthys_queketti Actinopterygii
Trigla_lyra Actinopterygii
Trigloporus_lastoviza Actinopterygii
Lepisosteus_oculatus Actinopterygii
Lepisosteus_osseus Actinopterygii
Lepisosteus_platostomus Actinopterygii
Genidens_barbus Actinopterygii
Bagrus_bajad Actinopterygii
Corydoras_punctatus Actinopterygii
Heteropneustes_fossilis Actinopterygii
Ameiurus_catus Actinopterygii
Ameiurus_melas Actinopterygii
Ameiurus_natalis Actinopterygii
Ameiurus_platycephalus Actinopterygii
Ictalurus_furcatus Actinopterygii
Ictalurus_punctatus Actinopterygii
Noturus_albater Actinopterygii
Noturus_eleutherus Actinopterygii
Noturus_exilis Actinopterygii
Noturus_flavater Actinopterygii
Noturus_flavipinnis Actinopterygii
Noturus_flavus Actinopterygii
Noturus_gilberti Actinopterygii
Noturus_gyrinus Actinopterygii
Noturus_leptacanthus Actinopterygii
Noturus_miurus Actinopterygii
Noturus_nocturnus Actinopterygii
Pylodictis_olivaris Actinopterygii
Hypostomus_punctatus Actinopterygii
Malapterurus_electricus Actinopterygii
Synodontis_schall Actinopterygii
Cnidoglanis_macrocephalus Actinopterygii
Plotosus_lineatus Actinopterygii
Silurus_glanis Actinopterygii
Cyclothone_braueri Actinopterygii
Aristostomias_scintillans Actinopterygii
Chauliodus_macouni Actinopterygii
Mola_mola Actinopterygii
Nelusetta_ayraud Actinopterygii
Contusus_richei Actinopterygii
Tetraodon_lineatus Actinopterygii
Allocyttus_niger Actinopterygii
Allocyttus_verrucosus Actinopterygii
Neocyttus_rhomboidalis Actinopterygii
Pseudocyttus_maculatus Actinopterygii
Zeus_faber Actinopterygii
Bombina_bombina Amphibia
Bombina_orientalis Amphibia
Bombina_variegata Amphibia
Anaxyrus_americanus Amphibia
Anaxyrus_boreas Amphibia
Anaxyrus_canorus Amphibia
Anaxyrus_cognatus Amphibia
Anaxyrus_debilis Amphibia
Anaxyrus_hemiophrys Amphibia
Anaxyrus_punctatus Amphibia
Anaxyrus_retiformis Amphibia
Anaxyrus_terrestris Amphibia
Atelopus_varius Amphibia
Bufo_bufo Amphibia
Incilius_alvarius Amphibia
Nectophrynoides_asperginis Amphibia
Peltophryne_lemur Amphibia
Peltophryne_peltocephala Amphibia
Pseudepidalea_viridis Amphibia
Rhaebo_blombergi Amphibia
Rhinella_arenarum Amphibia
Rhinella_marina Amphibia
Rhinella_schneideri Amphibia
Ceratophrys_aurita Amphibia
Ceratophrys_calcarata Amphibia
Ceratophrys_cornuta Amphibia
Ceratophrys_ornata Amphibia
Dendrobates_auratus Amphibia
Dendrobates_leucomelas Amphibia
Dendrobates_tinctorius Amphibia
Oophaga_histrionica Amphibia
Oophaga_pumilio Amphibia
Phyllobates_vittatus Amphibia
Hoplobatrachus_occipitalis Amphibia
Acris_blanchardi Amphibia
Acris_crepitans Amphibia
Agalychnis_callidryas Amphibia
Agalychnis_spurrelli Amphibia
Diaglena_spatulata Amphibia
Hyla_arborea Amphibia
Hyla_chrysoscelis Amphibia
Hyla_cinerea Amphibia
Hyla_gratiosa Amphibia
Hyla_japonica Amphibia
Hyla_squirella Amphibia
Hyla_versicolor Amphibia
Hypsiboas_rosenbergi Amphibia
Litoria_caerulea Amphibia
Osteopilus_septentrionalis Amphibia
Osteopilus_vastus Amphibia
Pachymedusa_dacnicolor Amphibia
Phyllomedusa_bicolor Amphibia
Pseudacris_crucifer Amphibia
Pseudis_paradoxa Amphibia
Smilisca_baudinii Amphibia
Smilisca_fodiens Amphibia
Smilisca_phaeota Amphibia
Trachycephalus_venulosus Amphibia
Ascaphus_truei Amphibia
Leptodactylus_pentadactylus Amphibia
Mantella_aurantiaca Amphibia
Mantella_expectata Amphibia
Gastrophryne_carolinensis Amphibia
Kaloula_pulchra Amphibia
Microhyla_ornata Amphibia
Phrynomantis_bifasciatus Amphibia
Scaphiophryne_gottlebei Amphibia
Pelobates_fuscus Amphibia
Conraua_goliath Amphibia
Pipa_pipa Amphibia
Xenopus_laevis Amphibia
Pyxicephalus_adspersus Amphibia
Tomopterna_delalandii Amphibia
Lithobates_catesbeianus Amphibia
Lithobates_clamitans Amphibia
Lithobates_pipiens Amphibia
Lithobates_septentrionalis Amphibia
Lithobates_sylvaticus Amphibia
Lithobates_virgatipes Amphibia
Pelophylax_lessonae Amphibia
Pelophylax_nigromaculatus Amphibia
Pelophylax_perezi Amphibia
Pelophylax_ridibundus Amphibia
Rana_amurensis Amphibia
Rana_arvalis Amphibia
Rana_aurora Amphibia
Rana_esculenta Amphibia
Rana_iberica Amphibia
Rana_macrocnemis Amphibia
Rana_temporaria Amphibia
Scaphiopus_couchii Amphibia
Scaphiopus_holbrookii Amphibia
Spea_intermontana Amphibia
Ambystoma_gracile Amphibia
Ambystoma_mabeei Amphibia
Ambystoma_macrodactylum Amphibia
Ambystoma_maculatum Amphibia
Ambystoma_mexicanum Amphibia
Ambystoma_opacum Amphibia
Ambystoma_rosaceum Amphibia
Ambystoma_talpoideum Amphibia
Ambystoma_texanum Amphibia
Ambystoma_tigrinum Amphibia
Dicamptodon_ensatus Amphibia
Amphiuma_means Amphibia
Amphiuma_tridactylum Amphibia
Andrias_davidianus Amphibia
Andrias_japonicus Amphibia
Cryptobranchus_alleganiensis Amphibia
Hynobius_boulengeri Amphibia
Hynobius_leechii Amphibia
Hynobius_nebulosus Amphibia
Hynobius_retardatus Amphibia
Onychodactylus_fischeri Amphibia
Onychodactylus_japonicus Amphibia
Paradactylodon_mustersi Amphibia
Salamandrella_keyserlingii Amphibia
Aneides_aeneus Amphibia
Aneides_lugubris Amphibia
Bolitoglossa_dofleini Amphibia
Bolitoglossa_mexicana Amphibia
Desmognathus_monticola Amphibia
Desmognathus_ochrophaeus Amphibia
Desmognathus_quadramaculatus Amphibia
Desmognathus_welteri Amphibia
Ensatina_eschscholtzii Amphibia
Eurycea_lucifuga Amphibia
Eurycea_rathbuni Amphibia
Eurycea_spelaea Amphibia
Eurycea_wilderae Amphibia
Gyrinophilus_palleucus Amphibia
Gyrinophilus_porphyriticus Amphibia
Hemidactylium_scutatum Amphibia
Phaeognathus_hubrichti Amphibia
Plethodon_cinereus Amphibia
Plethodon_dunni Amphibia
Plethodon_elongatus Amphibia
Plethodon_glutinosus Amphibia
Plethodon_jordani Amphibia
Plethodon_vehiculum Amphibia
Plethodon_yonahlossee Amphibia
Pseudotriton_montanus Amphibia
Pseudotriton_ruber Amphibia
Speleomantes_italicus Amphibia
Necturus_maculosus Amphibia
Necturus_punctatus Amphibia
Proteus_anguinus Amphibia
Calotriton_asper Amphibia
Cynops_ensicauda Amphibia
Cynops_pyrrhogaster Amphibia
Ichthyosaura_alpestris Amphibia
Lissotriton_boscai Amphibia
Lissotriton_vulgaris Amphibia
Notophthalmus_perstriatus Amphibia
Notophthalmus_viridescens Amphibia
Pachytriton_brevipes Amphibia
Paramesotriton_chinensis Amphibia
Pleurodeles_poireti Amphibia
Pleurodeles_waltl Amphibia
Salamandra_atra Amphibia
Salamandra_salamandra Amphibia
Taricha_granulosa Amphibia
Taricha_rivularis Amphibia
Taricha_torosa Amphibia
Triturus_carnifex Amphibia
Triturus_cristatus Amphibia
Triturus_marmoratus Amphibia
Tylototriton_verrucosus Amphibia
Siren_intermedia Amphibia
Siren_lacertina Amphibia
Dermophis_mexicanus Amphibia
Typhlonectes_compressicauda Amphibia
Typhlonectes_natans Amphibia
Ichthyophis_kohtaoensis Amphibia
Accipiter_cooperii Aves
Accipiter_gentilis Aves
Accipiter_nisus Aves
Accipiter_striatus Aves
Aegypius_monachus Aves
Aquila_adalberti Aves
Aquila_audax Aves
Aquila_chrysaetos Aves
Aquila_fasciata Aves
Aquila_heliaca Aves
Aquila_nipalensis Aves
Aquila_pomarina Aves
Aquila_rapax Aves
Butastur_indicus Aves
Buteo_buteo Aves
Buteo_jamaicensis Aves
Buteo_lagopus Aves
Buteo_lineatus Aves
Buteo_platypterus Aves
Buteo_regalis Aves
Buteo_rufinus Aves
Buteo_solitarius Aves
Buteo_swainsoni Aves
Buteogallus_anthracinus Aves
Circaetus_cinereus Aves
Circaetus_gallicus Aves
Circus_aeruginosus Aves
Circus_cyaneus Aves
Circus_macrourus Aves
Circus_pygargus Aves
Elanus_caeruleus Aves
Elanus_leucurus Aves
Geranoaetus_melanoleucus Aves
Gypaetus_barbatus Aves
Gypohierax_angolensis Aves
Gyps_africanus Aves
Gyps_bengalensis Aves
Gyps_fulvus Aves
Haliaeetus_albicilla Aves
Haliaeetus_leucocephalus Aves
Harpia_harpyja Aves
Harpyopsis_novaeguineae Aves
Hieraaetus_morphnoides Aves
Ictinia_mississippiensis Aves
Kaupifalco_monogrammicus Aves
Lophoictinia_isura Aves
Milvus_migrans Aves
Milvus_milvus Aves
Neophron_percnopterus Aves
Parabuteo_unicinctus Aves
Pernis_apivorus Aves
Pithecophaga_jefferyi Aves
Rostrhamus_sociabilis Aves
Terathopius_ecaudatus Aves
Cathartes_aura Aves
Coragyps_atratus Aves
Gymnogyps_californianus Aves
Sarcoramphus_papa Aves
Vultur_gryphus Aves
Pandion_haliaetus Aves
Aix_galericulata Aves
Aix_sponsa Aves
Alopochen_aegyptiaca Aves
Anas_acuta Aves
Anas_americana Aves
Anas_bahamensis Aves
Anas_clypeata Aves
Anas_crecca Aves
Anas_cyanoptera Aves
Anas_discors Aves
Anas_fulvigula Aves
Anas_laysanensis Aves
Anas_penelope Aves
Anas_platyrhynchos Aves
Anas_querquedula Aves
Anas_rubripes Aves
Anas_strepera Aves
Anser_albifrons Aves
Anser_anser Aves
Anser_brachyrhynchus Aves
Anser_fabalis Aves
Aythya_affinis Aves
Aythya_americana Aves
Aythya_collaris Aves
Aythya_ferina Aves
Aythya_fuligula Aves
Aythya_marila Aves
Aythya_valisineria Aves
Branta_bernicla Aves
Branta_canadensis Aves
Branta_hutchinsii Aves
Branta_leucopsis Aves
Branta_sandvicensis Aves
Bucephala_albeola Aves
Bucephala_clangula Aves
Bucephala_islandica Aves
Callonetta_leucophrys Aves
Cereopsis_novaehollandiae Aves
Chen_caerulescens Aves
Chen_canagica Aves
Chen_rossii Aves
Clangula_hyemalis Aves
Cygnus_atratus Aves
Cygnus_buccinator Aves
Cygnus_columbianus Aves
Cygnus_cygnus Aves
Cygnus_olor Aves
Dendrocygna_autumnalis Aves
Dendrocygna_bicolor Aves
Dendrocygna_viduata Aves
Histrionicus_histrionicus Aves
Lophodytes_cucullatus Aves
Melanitta_fusca Aves
Melanitta_nigra Aves
Melanitta_perspicillata Aves
Mergellus_albellus Aves
Mergus_merganser Aves
Mergus_serrator Aves
Netta_rufina Aves
Oxyura_australis Aves
Oxyura_jamaicensis Aves
Plectropterus_gambensis Aves
Polysticta_stelleri Aves
Somateria_fischeri Aves
Somateria_mollissima Aves
Somateria_spectabilis Aves
Tadorna_tadorna Aves
Aeronautes_saxatalis Aves
Apus_apus Aves
Apus_melba Aves
Chaetura_pelagica Aves
Chaetura_vauxi Aves
Cypseloides_niger Aves
Amazilia_violiceps Aves
Amazilia_yucatanensis Aves
Archilochus_alexandri Aves
Archilochus_colubris Aves
Calothorax_lucifer Aves
Calypte_anna Aves
Calypte_costae Aves
Cynanthus_latirostris Aves
Eugenes_fulgens Aves
Lampornis_clemenciae Aves
Lamprolaima_rhami Aves
Selasphorus_platycercus Aves
Selasphorus_rufus Aves
Selasphorus_sasin Aves
Stellula_calliope Aves
Apteryx_australis Aves
Buceros_bicornis Aves
Bycanistes_subcylindricus Aves
Ceratogymna_atrata Aves
Bucorvus_leadbeateri Aves
Upupa_epops Aves
Caprimulgus_carolinensis Aves
Caprimulgus_europaeus Aves
Caprimulgus_ruficollis Aves
Caprimulgus_vociferus Aves
Chordeiles_minor Aves
Phalaenoptilus_nuttallii Aves
Casuarius_bennetti Aves
Casuarius_casuarius Aves
Casuarius_unappendiculatus Aves
Dromaius_novaehollandiae Aves
Aethia_cristatella Aves
Aethia_pusilla Aves
Aethia_pygmaea Aves
Alca_torda Aves
Brachyramphus_marmoratus Aves
Cepphus_columba Aves
Cepphus_grylle Aves
Cerorhinca_monocerata Aves
Fratercula_arctica Aves
Ptychoramphus_aleuticus Aves
Synthliboramphus_antiquus Aves
Synthliboramphus_hypoleucus Aves
Uria_aalge Aves
Uria_lomvia Aves
Burhinus_oedicnemus Aves
Charadrius_alexandrinus Aves
Charadrius_dubius Aves
Charadrius_hiaticula Aves
Charadrius_melodus Aves
Charadrius_montanus Aves
Charadrius_morinellus Aves
Charadrius_semipalmatus Aves
Charadrius_vociferus Aves
Pluvialis_apricaria Aves
Pluvialis_dominica Aves
Pluvialis_fulva Aves
Pluvialis_squatarola Aves
Vanellus_armatus Aves
Vanellus_spinosus Aves
Vanellus_vanellus Aves
Haematopus_bachmani Aves
Haematopus_ostralegus Aves
Haematopus_palliatus Aves
Anous_minutus Aves
Anous_stolidus Aves
Chlidonias_niger Aves
Chroicocephalus_genei Aves
Chroicocephalus_ridibundus Aves
Gelochelidon_nilotica Aves
Gygis_alba Aves
Hydrocoloeus_minutus Aves
Hydroprogne_caspia Aves
Ichthyaetus_audouinii Aves
Ichthyaetus_ichthyaetus Aves
Ichthyaetus_melanocephalus Aves
Larosterna_inca Aves
Larus_argentatus Aves
Larus_cachinnans Aves
Larus_californicus Aves
Larus_canus Aves
Larus_delawarensis Aves
Larus_fuscus Aves
Larus_glaucescens Aves
Larus_glaucoides Aves
Larus_heermanni Aves
Larus_hyperboreus Aves
Larus_marinus Aves
Larus_michahellis Aves
Larus_occidentalis Aves
Larus_pacificus Aves
Leucophaeus_atricilla Aves
Leucophaeus_pipixcan Aves
Onychoprion_anaethetus Aves
Onychoprion_fuscatus Aves
Onychoprion_lunatus Aves
Pagophila_eburnea Aves
Procelsterna_cerulea Aves
Rissa_brevirostris Aves
Rissa_tridactyla Aves
Rynchops_niger Aves
Sterna_dougallii Aves
Sterna_forsteri Aves
Sterna_hirundo Aves
Sterna_paradisaea Aves
Sternula_albifrons Aves
Sternula_antillarum Aves
Thalasseus_elegans Aves
Thalasseus_maximus Aves
Thalasseus_sandvicensis Aves
Himantopus_himantopus Aves
Himantopus_mexicanus Aves
Recurvirostra_americana Aves
Recurvirostra_avosetta Aves
Actitis_hypoleucos Aves
Actitis_macularius Aves
Arenaria_interpres Aves
Bartramia_longicauda Aves
Calidris_alba Aves
Calidris_alpina Aves
Calidris_canutus Aves
Calidris_ferruginea Aves
Calidris_fuscicollis Aves
Calidris_himantopus Aves
Calidris_maritima Aves
Calidris_mauri Aves
Calidris_melanotos Aves
Calidris_minuta Aves
Calidris_minutilla Aves
Calidris_ptilocnemis Aves
Calidris_pusilla Aves
Calidris_temminckii Aves
Gallinago_delicata Aves
Gallinago_gallinago Aves
Limicola_falcinellus Aves
Limnodromus_griseus Aves
Limnodromus_scolopaceus Aves
Limosa_fedoa Aves
Limosa_lapponica Aves
Limosa_limosa Aves
Lymnocryptes_minimus Aves
Numenius_arquata Aves
Numenius_phaeopus Aves
Numenius_tahitiensis Aves
Phalaropus_lobatus Aves
Phalaropus_tricolor Aves
Philomachus_pugnax Aves
Scolopax_minor Aves
Scolopax_rusticola Aves
Tringa_erythropus Aves
Tringa_flavipes Aves
Tringa_glareola Aves
Tringa_nebularia Aves
Tringa_ochropus Aves
Tringa_semipalmata Aves
Tringa_stagnatilis Aves
Tringa_totanus Aves
Xenus_cinereus Aves
Stercorarius_antarcticus Aves
Stercorarius_longicaudus Aves
Stercorarius_maccormicki Aves
Stercorarius_parasiticus Aves
Stercorarius_skua Aves
Anastomus_lamelligerus Aves
Anastomus_oscitans Aves
Ciconia_abdimii Aves
Ciconia_boyciana Aves
Ciconia_ciconia Aves
Ciconia_episcopus Aves
Ciconia_maguari Aves
Ciconia_nigra Aves
Ephippiorhynchus_asiaticus Aves
Ephippiorhynchus_senegalensis Aves
Jabiru_mycteria Aves
Leptoptilos_crumeniferus Aves
Leptoptilos_dubius Aves
Leptoptilos_javanicus Aves
Mycteria_americana Aves
Mycteria_cinerea Aves
Mycteria_ibis Aves
Mycteria_leucocephala Aves
Colius_striatus Aves
Caloenas_nicobarica Aves
Columba_livia Aves
Columba_oenas Aves
Columba_palumbus Aves
Columbina_inca Aves
Columbina_passerina Aves
Geopelia_striata Aves
Leptotila_verreauxi Aves
Leucosarcia_melanoleuca Aves
Patagioenas_fasciata Aves
Patagioenas_leucocephala Aves
Streptopelia_chinensis Aves
Streptopelia_decaocto Aves
Streptopelia_risoria Aves
Streptopelia_turtur Aves
Zenaida_asiatica Aves
Zenaida_aurita Aves
Zenaida_macroura Aves
Alcedo_atthis Aves
Ceryle_rudis Aves
Chloroceryle_americana Aves
Dacelo_novaeguineae Aves
Halcyon_smyrnensis Aves
Coracias_benghalensis Aves
Coracias_caudatus Aves
Coracias_garrulus Aves
Merops_apiaster Aves
Merops_bullockoides Aves
Momotus_mexicanus Aves
Momotus_momota Aves
Todus_mexicanus Aves
Coccyzus_americanus Aves
Coccyzus_erythropthalmus Aves
Cuculus_canorus Aves
Geococcyx_californianus Aves
Saurothera_vieilloti Aves
Eurypyga_helias Aves
Caracara_cheriway Aves
Caracara_plancus Aves
Falco_berigora Aves
Falco_cherrug Aves
Falco_columbarius Aves
Falco_eleonorae Aves
Falco_femoralis Aves
Falco_mexicanus Aves
Falco_naumanni Aves
Falco_peregrinus Aves
Falco_punctatus Aves
Falco_rupicoloides Aves
Falco_rusticolus Aves
Falco_sparverius Aves
Falco_subbuteo Aves
Falco_tinnunculus Aves
Falco_vespertinus Aves
Crax_globulosa Aves
Crax_rubra Aves
Mitu_tuberosum Aves
Ortalis_vetula Aves
Alectura_lathami Aves
Macrocephalon_maleo Aves
Numida_meleagris Aves
Callipepla_californica Aves
Callipepla_gambelii Aves
Colinus_virginianus Aves
Alectoris_rufa Aves
Bonasa_umbellus Aves
Centrocercus_urophasianus Aves
Chrysolophus_amherstiae Aves
Chrysolophus_pictus Aves
Coturnix_chinensis Aves
Coturnix_coturnix Aves
Coturnix_japonica Aves
Dendragapus_obscurus Aves
Falcipennis_canadensis Aves
Francolinus_francolinus Aves
Francolinus_pondicerianus Aves
Gallus_gallus Aves
Lagopus_lagopus Aves
Lagopus_leucura Aves
Lagopus_muta Aves
Lyrurus_tetrix Aves
Meleagris_gallopavo Aves
Pavo_cristatus Aves
Perdix_perdix Aves
Phasianus_colchicus Aves
Polyplectron_napoleonis Aves
Syrmaticus_reevesii Aves
Tetrao_urogallus Aves
Tetrastes_bonasia Aves
Tympanuchus_cupido Aves
Tympanuchus_pallidicinctus Aves
Tympanuchus_phasianellus Aves
Gavia_adamsii Aves
Gavia_arctica Aves
Gavia_immer Aves
Gavia_stellata Aves
Anthropoides_virgo Aves
Balearica_regulorum Aves
Grus_americana Aves
Grus_antigone Aves
Grus_canadensis Aves
Grus_grus Aves
Grus_japonensis Aves
Grus_leucogeranus Aves
Grus_monacha Aves
Grus_rubicunda Aves
Grus_vipio Aves
Fulica_americana Aves
Fulica_atra Aves
Gallinula_chloropus Aves
Gallirallus_australis Aves
Rallus_aquaticus Aves
Rallus_longirostris Aves
Tauraco_leucotis Aves
Chlamydotis_undulata Aves
Otis_tarda Aves
Sericornis_frontalis Aves
Acrocephalus_arundinaceus Aves
Acrocephalus_dumetorum Aves
Acrocephalus_familiaris Aves
Acrocephalus_melanopogon Aves
Acrocephalus_palustris Aves
Acrocephalus_schoenobaenus Aves
Acrocephalus_scirpaceus Aves
Acrocephalus_sechellensis Aves
Acrocephalus_stentoreus Aves
Hippolais_icterina Aves
Hippolais_polyglotta Aves
Iduna_pallida Aves
Aegithalos_caudatus Aves
Psaltriparus_minimus Aves
Alauda_arvensis Aves
Eremophila_alpestris Aves
Galerida_cristata Aves
Lullula_arborea Aves
Bombycilla_cedrorum Aves
Bombycilla_garrulus Aves
Cardinalis_cardinalis Aves
Cardinalis_sinuatus Aves
Cyanocompsa_parellina Aves
Passerina_amoena Aves
Passerina_caerulea Aves
Passerina_ciris Aves
Passerina_cyanea Aves
Pheucticus_ludovicianus Aves
Pheucticus_melanocephalus Aves
Spiza_americana Aves
Certhia_americana Aves
Certhia_brachydactyla Aves
Certhia_familiaris Aves
Cettia_cetti Aves
Cinclus_cinclus Aves
Cinclus_mexicanus Aves
Coereba_flaveola Aves
Corcorax_melanoramphos Aves
Struthidea_cinerea Aves
Aphelocoma_californica Aves
Aphelocoma_coerulescens Aves
Aphelocoma_insularis Aves
Aphelocoma_ultramarina Aves
Coloeus_monedula Aves
Corvus_brachyrhynchos Aves
Corvus_caurinus Aves
Corvus_corax Aves
Corvus_cornix Aves
Corvus_corone Aves
Corvus_coronoides Aves
Corvus_cryptoleucus Aves
Corvus_frugilegus Aves
Corvus_hawaiiensis Aves
Corvus_ossifragus Aves
Cyanocitta_cristata Aves
Cyanocitta_stelleri Aves
Cyanocorax_caeruleus Aves
Cyanocorax_yncas Aves
Garrulus_glandarius Aves
Gymnorhinus_cyanocephalus Aves
Nucifraga_caryocatactes Aves
Nucifraga_columbiana Aves
Perisoreus_canadensis Aves
Perisoreus_infaustus Aves
Pica_hudsonia Aves
Pica_nuttalli Aves
Pica_pica Aves
Pyrrhocorax_graculus Aves
Pyrrhocorax_pyrrhocorax Aves
Rupicola_rupicola Aves
Aimophila_aestivalis Aves
Aimophila_ruficeps Aves
Ammodramus_bairdii Aves
Ammodramus_caudacutus Aves
Ammodramus_henslowii Aves
Ammodramus_leconteii Aves
Ammodramus_maritimus Aves
Ammodramus_nelsoni Aves
Ammodramus_savannarum Aves
Amphispiza_belli Aves
Amphispiza_bilineata Aves
Arremonops_rufivirgatus Aves
Calamospiza_melanocorys Aves
Calcarius_lapponicus Aves
Calcarius_pictus Aves
Chondestes_grammacus Aves
Emberiza_aureola Aves
Emberiza_calandra Aves
Emberiza_cirlus Aves
Emberiza_citrinella Aves
Emberiza_hortulana Aves
Emberiza_melanocephala Aves
Emberiza_schoeniclus Aves
Junco_hyemalis Aves
Junco_phaeonotus Aves
Loxigilla_portoricensis Aves
Melospiza_georgiana Aves
Melospiza_lincolnii Aves
Melospiza_melodia Aves
Passerculus_sandwichensis Aves
Passerella_iliaca Aves
Pipilo_aberti Aves
Pipilo_chlorurus Aves
Pipilo_crissalis Aves
Pipilo_erythrophthalmus Aves
Pipilo_fuscus Aves
Pipilo_maculatus Aves
Plectrophenax_hyperboreus Aves
Plectrophenax_nivalis Aves
Pooecetes_gramineus Aves
Spizella_arborea Aves
Spizella_breweri Aves
Spizella_pallida Aves
Spizella_passerina Aves
Spizella_pusilla Aves
Sporophila_torqueola Aves
Zonotrichia_albicollis Aves
Zonotrichia_atricapilla Aves
Zonotrichia_leucophrys Aves
Zonotrichia_querula Aves
Erythrura_gouldiae Aves
Lonchura_oryzivora Aves
Lonchura_striata Aves
Taeniopygia_guttata Aves
Carduelis_cannabina Aves
Carduelis_carduelis Aves
Carduelis_chloris Aves
Carduelis_citrinella Aves
Carduelis_flammea Aves
Carduelis_flavirostris Aves
Carduelis_hornemanni Aves
Carduelis_pinus Aves
Carduelis_psaltria Aves
Carduelis_spinus Aves
Carduelis_tristis Aves
Carpodacus_cassinii Aves
Carpodacus_erythrinus Aves
Carpodacus_mexicanus Aves
Carpodacus_purpureus Aves
Coccothraustes_coccothraustes Aves
Coccothraustes_vespertinus Aves
Fringilla_coelebs Aves
Fringilla_montifringilla Aves
Hemignathus_kauaiensis Aves
Hemignathus_munroi Aves
Hemignathus_parvus Aves
Hemignathus_virens Aves
Himatione_sanguinea Aves
Leucosticte_atrata Aves
Leucosticte_australis Aves
Leucosticte_tephrocotis Aves
Loxia_curvirostra Aves
Loxia_leucoptera Aves
Loxioides_bailleui Aves
Loxops_coccineus Aves
Melamprosops_phaeosoma Aves
Palmeria_dolei Aves
Paroreomyza_montana Aves
Pinicola_enucleator Aves
Pyrrhula_pyrrhula Aves
Serinus_canaria Aves
Serinus_serinus Aves
Telespiza_cantans Aves
Telespiza_ultima Aves
Vestiaria_coccinea Aves
Cecropis_daurica Aves
Delichon_urbicum Aves
Hirundo_rustica Aves
Petrochelidon_fulva Aves
Petrochelidon_pyrrhonota Aves
Progne_subis Aves
Riparia_riparia Aves
Stelgidopteryx_ruficollis Aves
Stelgidopteryx_serripennis Aves
Tachycineta_bicolor Aves
Tachycineta_thalassina Aves
Agelaius_phoeniceus Aves
Agelaius_tricolor Aves
Agelaius_xanthomus Aves
Dolichonyx_oryzivorus Aves
Euphagus_carolinus Aves
Euphagus_cyanocephalus Aves
Icterus_bullockii Aves
Icterus_cucullatus Aves
Icterus_galbula Aves
Icterus_leucopteryx Aves
Icterus_parisorum Aves
Icterus_pectoralis Aves
Icterus_spurius Aves
Molothrus_aeneus Aves
Molothrus_ater Aves
Quiscalus_major Aves
Quiscalus_mexicanus Aves
Quiscalus_quiscula Aves
Sturnella_magna Aves
Sturnella_neglecta Aves
Xanthocephalus_xanthocephalus Aves
Lanius_collurio Aves
Lanius_excubitor Aves
Lanius_ludovicianus Aves
Lanius_senator Aves
Leiothrix_lutea Aves
Turdoides_squamiceps Aves
Turdoides_striata Aves
Locustella_fluviatilis Aves
Locustella_luscinioides Aves
Locustella_naevia Aves
Malurus_cyaneus Aves
Dumetella_carolinensis Aves
Margarops_fuscatus Aves
Mimus_polyglottos Aves
Toxostoma_bendirei Aves
Toxostoma_crissale Aves
Toxostoma_curvirostre Aves
Toxostoma_lecontei Aves
Toxostoma_longirostre Aves
Toxostoma_redivivum Aves
Toxostoma_rufum Aves
Chasiempis_sandwichensis Aves
Anthus_cervinus Aves
Anthus_petrosus Aves
Anthus_pratensis Aves
Anthus_rubescens Aves
Anthus_spinoletta Aves
Anthus_trivialis Aves
Motacilla_alba Aves
Motacilla_cinerea Aves
Motacilla_flava Aves
Copsychus_malabaricus Aves
Erithacus_rubecula Aves
Erythropygia_galactotes Aves
Ficedula_albicollis Aves
Ficedula_hypoleuca Aves
Luscinia_luscinia Aves
Luscinia_megarhynchos Aves
Luscinia_svecica Aves
Muscicapa_striata Aves
Oenanthe_hispanica Aves
Oenanthe_oenanthe Aves
Phoenicurus_ochruros Aves
Phoenicurus_phoenicurus Aves
Saxicola_rubetra Aves
Saxicola_torquatus Aves
Cinnyris_asiaticus Aves
Oriolus_oriolus Aves
Oriolus_xanthornus Aves
Sphecotheres_viridis Aves
Panurus_biarmicus Aves
Paradisaea_apoda Aves
Baeolophus_bicolor Aves
Baeolophus_inornatus Aves
Baeolophus_wollweberi Aves
Cyanistes_caeruleus Aves
Lophophanes_cristatus Aves
Parus_major Aves
Periparus_ater Aves
Poecile_atricapillus Aves
Poecile_carolinensis Aves
Poecile_cinctus Aves
Poecile_gambeli Aves
Poecile_hudsonicus Aves
Poecile_montanus Aves
Poecile_palustris Aves
Poecile_rufescens Aves
Poecile_sclateri Aves
