Species Class
Hyaena_hyaena Mammalia
Proteles_cristata Mammalia
Conepatus_chinga Mammalia
Conepatus_leuconotus Mammalia
Mephitis_macroura Mammalia
Mephitis_mephitis Mammalia
Spilogale_putorius Mammalia
Aonyx_capensis Mammalia
Aonyx_cinereus Mammalia
Arctonyx_collaris Mammalia
Eira_barbara Mammalia
Enhydra_lutris Mammalia
Galictis_cuja Mammalia
Galictis_vittata Mammalia
Gulo_gulo Mammalia
Hydrictis_maculicollis Mammalia
Ictonyx_libycus Mammalia
Ictonyx_striatus Mammalia
Lontra_canadensis Mammalia
Lontra_longicaudis Mammalia
Lutra_lutra Mammalia
Lutrogale_perspicillata Mammalia
Martes_americana Mammalia
Martes_flavigula Mammalia
Martes_foina Mammalia
Martes_martes Mammalia
Martes_melampus Mammalia
Martes_pennanti Mammalia
Martes_zibellina Mammalia
Meles_meles Mammalia
Mellivora_capensis Mammalia
Melogale_moschata Mammalia
Melogale_personata Mammalia
Mustela_erminea Mammalia
Mustela_eversmanii Mammalia
Mustela_frenata Mammalia
Mustela_lutreola Mammalia
Mustela_nigripes Mammalia
Mustela_nivalis Mammalia
Mustela_putorius Mammalia
Mustela_sibirica Mammalia
Neovison_vison Mammalia
Poecilogale_albinucha Mammalia
Pteronura_brasiliensis Mammalia
Taxidea_taxus Mammalia
Vormela_peregusna Mammalia
Nandinia_binotata Mammalia
Odobenus_rosmarus Mammalia
Arctocephalus_australis Mammalia
Arctocephalus_forsteri Mammalia
Arctocephalus_galapagoensis Mammalia
Arctocephalus_gazella Mammalia
Arctocephalus_pusillus Mammalia
Arctocephalus_tropicalis Mammalia
Callorhinus_ursinus Mammalia
Eumetopias_jubatus Mammalia
Neophoca_cinerea Mammalia
Otaria_flavescens Mammalia
Phocarctos_hookeri Mammalia
Zalophus_californianus Mammalia
Cystophora_cristata Mammalia
Erignathus_barbatus Mammalia
Halichoerus_grypus Mammalia
Histriophoca_fasciata Mammalia
Hydrurga_leptonyx Mammalia
Leptonychotes_weddellii Mammalia
Lobodon_carcinophaga Mammalia
Mirounga_angustirostris Mammalia
Mirounga_leonina Mammalia
Monachus_monachus Mammalia
Monachus_schauinslandi Mammalia
Ommatophoca_rossii Mammalia
Pagophilus_groenlandicus Mammalia
Phoca_largha Mammalia
Phoca_vitulina Mammalia
Pusa_caspica Mammalia
Pusa_hispida Mammalia
Pusa_sibirica Mammalia
Bassaricyon_alleni Mammalia
Bassaricyon_gabbii Mammalia
Bassariscus_astutus Mammalia
Bassariscus_sumichrasti Mammalia
Nasua_narica Mammalia
Nasua_nasua Mammalia
Potos_flavus Mammalia
Procyon_cancrivorus Mammalia
Procyon_lotor Mammalia
Ailuropoda_melanoleuca Mammalia
Helarctos_malayanus Mammalia
Melursus_ursinus Mammalia
Tremarctos_ornatus Mammalia
Ursus_americanus Mammalia
Ursus_arctos Mammalia
Ursus_maritimus Mammalia
Ursus_thibetanus Mammalia
Arctictis_binturong Mammalia
Arctogalidia_trivirgata Mammalia
Chrotogale_owstoni Mammalia
Civettictis_civetta Mammalia
Cynogale_bennettii Mammalia
Genetta_abyssinica Mammalia
Genetta_genetta Mammalia
Genetta_maculata Mammalia
Genetta_pardina Mammalia
Genetta_servalina Mammalia
Genetta_tigrina Mammalia
Hemigalus_derbyanus Mammalia
Paguma_larvata Mammalia
Paradoxurus_hermaphroditus Mammalia
Prionodon_linsang Mammalia
Viverra_civettina Mammalia
Viverra_tangalunga Mammalia
Viverra_zibetha Mammalia
Viverricula_indica Mammalia
Balaena_mysticetus Mammalia
Eubalaena_australis Mammalia
Eubalaena_glacialis Mammalia
Balaenoptera_acutorostrata Mammalia
Balaenoptera_borealis Mammalia
Balaenoptera_edeni Mammalia
Balaenoptera_musculus Mammalia
Balaenoptera_physalus Mammalia
Megaptera_novaeangliae Mammalia
Cephalorhynchus_commersonii Mammalia
Cephalorhynchus_hectori Mammalia
Delphinus_delphis Mammalia
Globicephala_macrorhynchus Mammalia
Globicephala_melas Mammalia
Grampus_griseus Mammalia
Lagenodelphis_hosei Mammalia
Lagenorhynchus_acutus Mammalia
Lagenorhynchus_obliquidens Mammalia
Orcaella_brevirostris Mammalia
Orcinus_orca Mammalia
Peponocephala_electra Mammalia
Pseudorca_crassidens Mammalia
Sotalia_fluviatilis Mammalia
Sousa_chinensis Mammalia
Stenella_attenuata Mammalia
Stenella_coeruleoalba Mammalia
Steno_bredanensis Mammalia
Tursiops_truncatus Mammalia
Eschrichtius_robustus Mammalia
Berardius_bairdii Mammalia
Hyperoodon_ampullatus Mammalia
Mesoplodon_densirostris Mammalia
Mesoplodon_europaeus Mammalia
Ziphius_cavirostris Mammalia
Inia_geoffrensis Mammalia
Lipotes_vexillifer Mammalia
Pontoporia_blainvillei Mammalia
Kogia_breviceps Mammalia
Delphinapterus_leucas Mammalia
Monodon_monoceros Mammalia
Neophocaena_phocaenoides Mammalia
Phocoena_phocoena Mammalia
Phocoenoides_dalli Mammalia
Physeter_macrocephalus Mammalia
Platanista_gangetica Mammalia
Saccopteryx_bilineata Mammalia
Macroderma_gigas Mammalia
Megaderma_lyra Mammalia
Mormopterus_planiceps Mammalia
Tadarida_brasiliensis Mammalia
Tadarida_teniotis Mammalia
Mystacina_tuberculata Mammalia
Noctilio_leporinus Mammalia
Anoura_geoffroyi Mammalia
Artibeus_jamaicensis Mammalia
Artibeus_lituratus Mammalia
Carollia_perspicillata Mammalia
Desmodus_rotundus Mammalia
Diphylla_ecaudata Mammalia
Glossophaga_soricina Mammalia
Leptonycteris_curasoae Mammalia
Macrotus_californicus Mammalia
Macrotus_waterhousii Mammalia
Phyllostomus_discolor Mammalia
Phyllostomus_hastatus Mammalia
Platyrrhinus_lineatus Mammalia
Sturnira_lilium Mammalia
Cynopterus_brachyotis Mammalia
Cynopterus_sphinx Mammalia
Dobsonia_moluccensis Mammalia
Eidolon_helvum Mammalia
Epomophorus_gambianus Mammalia
Epomophorus_wahlbergi Mammalia
Haplonycteris_fischeri Mammalia
Hypsignathus_monstrosus Mammalia
Pteropus_alecto Mammalia
Pteropus_conspicillatus Mammalia
Pteropus_dasymallus Mammalia
Pteropus_giganteus Mammalia
Pteropus_hypomelanus Mammalia
Pteropus_livingstonii Mammalia
Pteropus_lylei Mammalia
Pteropus_niger Mammalia
Pteropus_poliocephalus Mammalia
Pteropus_pselaphon Mammalia
Pteropus_pumilus Mammalia
Pteropus_rodricensis Mammalia
Pteropus_scapulatus Mammalia
Pteropus_vampyrus Mammalia
Pteropus_voeltzkowi Mammalia
Rousettus_egyptiacus Mammalia
Rousettus_lanosus Mammalia
Rousettus_leschenaulti Mammalia
Hipposideros_fulvus Mammalia
Rhinolophus_euryale Mammalia
Rhinolophus_ferrumequinum Mammalia
Rhinolophus_hipposideros Mammalia
Rhinolophus_megaphyllus Mammalia
Antrozous_pallidus Mammalia
Barbastella_barbastellus Mammalia
Eptesicus_fuscus Mammalia
Eptesicus_nilssoni Mammalia
Eptesicus_serotinus Mammalia
Lasionycteris_noctivagans Mammalia
Lasiurus_cinereus Mammalia
Miniopterus_schreibersi Mammalia
Myotis_bechsteini Mammalia
Myotis_blythii Mammalia
Myotis_brandti Mammalia
Myotis_dasycneme Mammalia
Myotis_daubentoni Mammalia
Myotis_emarginatus Mammalia
Myotis_evotis Mammalia
Myotis_grisescens Mammalia
Myotis_keenii Mammalia
Myotis_leibii Mammalia
Myotis_lucifugus Mammalia
Myotis_myotis Mammalia
Myotis_mystacinus Mammalia
Myotis_nattereri Mammalia
Myotis_nigricans Mammalia
Myotis_sodalis Mammalia
Myotis_thysanodes Mammalia
Myotis_velifer Mammalia
Myotis_vivesi Mammalia
Myotis_volans Mammalia
Myotis_yumanensis Mammalia
Nyctalus_leisleri Mammalia
Nyctalus_noctula Mammalia
Nycticeius_balstoni Mammalia
Nycticeius_humeralis Mammalia
Pipistrellus_kuhlii Mammalia
Pipistrellus_nathusii Mammalia
Pipistrellus_pipistrellus Mammalia
Pipistrellus_subflavus Mammalia
Plecotus_auritus Mammalia
Plecotus_austriacus Mammalia
Plecotus_rafinesquii Mammalia
Plecotus_townsendii Mammalia
Vespertilio_murinus Mammalia
Cabassous_centralis Mammalia
Cabassous_unicinctus Mammalia
Chaetophractus_nationi Mammalia
Chaetophractus_vellerosus Mammalia
Chaetophractus_villosus Mammalia
Chlamyphorus_truncatus Mammalia
Dasypus_novemcinctus Mammalia
Dasypus_septemcinctus Mammalia
Euphractus_sexcinctus Mammalia
Priodontes_maximus Mammalia
Tolypeutes_matacus Mammalia
Tolypeutes_tricinctus Mammalia
Zaedyus_pichiy Mammalia
Antechinomys_laniger Mammalia
Antechinus_agilis Mammalia
Antechinus_bellus Mammalia
Antechinus_flavipes Mammalia
Antechinus_leo Mammalia
Antechinus_minimus Mammalia
Antechinus_stuartii Mammalia
Antechinus_swainsonii Mammalia
Dasycercus_cristicauda Mammalia
Dasykaluta_rosamondae Mammalia
Dasyuroides_byrnei Mammalia
Dasyurus_geoffroii Mammalia
Dasyurus_hallucatus Mammalia
Dasyurus_maculatus Mammalia
Dasyurus_viverrinus Mammalia
Ningaui_ridei Mammalia
Ningaui_timealeyi Mammalia
Parantechinus_apicalis Mammalia
Phascogale_calura Mammalia
Phascogale_tapoatafa Mammalia
Planigale_gilesi Mammalia
Planigale_ingrami Mammalia
Planigale_maculata Mammalia
Planigale_tenuirostris Mammalia
Pseudantechinus_bilarni Mammalia
Pseudantechinus_macdonnellensis Mammalia
Pseudantechinus_ningbing Mammalia
Pseudantechinus_woolleyae Mammalia
Sarcophilus_harrisii Mammalia
Sminthopsis_crassicaudata Mammalia
Sminthopsis_dolichura Mammalia
Sminthopsis_douglasi Mammalia
Sminthopsis_griseoventer Mammalia
Sminthopsis_macroura Mammalia
Sminthopsis_ooldea Mammalia
Sminthopsis_virginiae Mammalia
Sminthopsis_youngsoni Mammalia
Myrmecobius_fasciatus Mammalia
Cynocephalus_volans Mammalia
Caluromys_derbianus Mammalia
Caluromys_philander Mammalia
Caluromysiops_irrupta Mammalia
Chironectes_minimus Mammalia
Didelphis_albiventris Mammalia
Didelphis_aurita Mammalia
Didelphis_marsupialis Mammalia
Didelphis_virginiana Mammalia
Gracilinanus_agilis Mammalia
Lutreolina_crassicaudata Mammalia
Marmosa_mexicana Mammalia
Marmosa_murina Mammalia
Marmosa_robinsoni Mammalia
Marmosops_noctivagus Mammalia
Metachirus_nudicaudatus Mammalia
Monodelphis_adusta Mammalia
Monodelphis_brevicaudata Mammalia
Monodelphis_domestica Mammalia
Philander_andersoni Mammalia
Philander_opossum Mammalia
Acrobates_pygmaeus Mammalia
Distoechurus_pennatus Mammalia
Burramys_parvus Mammalia
Cercartetus_caudatus Mammalia
Cercartetus_nanus Mammalia
Hypsiprymnodon_moschatus Mammalia
Dendrolagus_bennettianus Mammalia
Dendrolagus_dorianus Mammalia
Dendrolagus_goodfellowi Mammalia
Dendrolagus_inustus Mammalia
Dendrolagus_matschiei Mammalia
Dendrolagus_ursinus Mammalia
Dorcopsis_luctuosa Mammalia
Dorcopsis_muelleri Mammalia
Dorcopsulus_macleayi Mammalia
Lagorchestes_conspicillatus Mammalia
Lagorchestes_hirsutus Mammalia
Lagostrophus_fasciatus Mammalia
Macropus_agilis Mammalia
Macropus_antilopinus Mammalia
Macropus_bernardus Mammalia
Macropus_dorsalis Mammalia
Macropus_eugenii Mammalia
Macropus_fuliginosus Mammalia
Macropus_giganteus Mammalia
Macropus_parma Mammalia
Macropus_parryi Mammalia
Macropus_robustus Mammalia
Macropus_rufogriseus Mammalia
Macropus_rufus Mammalia
Onychogalea_fraenata Mammalia
Onychogalea_unguifera Mammalia
Petrogale_assimilis Mammalia
Petrogale_brachyotis Mammalia
Petrogale_concinna Mammalia
Petrogale_lateralis Mammalia
Petrogale_penicillata Mammalia
Petrogale_xanthopus Mammalia
Setonix_brachyurus Mammalia
Thylogale_billardierii Mammalia
Thylogale_brunii Mammalia
Thylogale_stigmatica Mammalia
Thylogale_thetis Mammalia
Wallabia_bicolor Mammalia
Dactylopsila_trivirgata Mammalia
Gymnobelideus_leadbeateri Mammalia
Petaurus_australis Mammalia
Petaurus_breviceps Mammalia
Petaurus_norfolcensis Mammalia
Ailurops_ursinus Mammalia
Phalanger_gymnotis Mammalia
Phalanger_orientalis Mammalia
Spilocuscus_maculatus Mammalia
Trichosurus_arnhemensis Mammalia
Trichosurus_caninus Mammalia
Trichosurus_vulpecula Mammalia
Wyulda_squamicaudata Mammalia
Phascolarctos_cinereus Mammalia
Aepyprymnus_rufescens Mammalia
Bettongia_gaimardi Mammalia
Bettongia_lesueur Mammalia
Bettongia_penicillata Mammalia
Bettongia_tropica Mammalia
Potorous_longipes Mammalia
Potorous_tridactylus Mammalia
Hemibelideus_lemuroides Mammalia
Petauroides_volans Mammalia
Pseudocheirus_peregrinus Mammalia
Tarsipes_rostratus Mammalia
Lasiorhinus_krefftii Mammalia
Lasiorhinus_latifrons Mammalia
Vombatus_ursinus Mammalia
Atelerix_albiventris Mammalia
Atelerix_algirus Mammalia
Atelerix_frontalis Mammalia
Echinosorex_gymnura Mammalia
Erinaceus_amurensis Mammalia
Erinaceus_concolor Mammalia
Erinaceus_europaeus Mammalia
Hemiechinus_auritus Mammalia
Paraechinus_aethiopicus Mammalia
Paraechinus_hypomelas Mammalia
Dendrohyrax_arboreus Mammalia
Heterohyrax_brucei Mammalia
Procavia_capensis Mammalia
Brachylagus_idahoensis Mammalia
Bunolagus_monticularis Mammalia
Lepus_americanus Mammalia
Lepus_brachyurus Mammalia
Lepus_californicus Mammalia
Lepus_capensis Mammalia
Lepus_europaeus Mammalia
Lepus_timidus Mammalia
Lepus_townsendii Mammalia
Oryctolagus_cuniculus Mammalia
Sylvilagus_audubonii Mammalia
Sylvilagus_bachmani Mammalia
Sylvilagus_floridanus Mammalia
Sylvilagus_nuttallii Mammalia
Sylvilagus_palustris Mammalia
Sylvilagus_transitionalis Mammalia
Ochotona_collaris Mammalia
Ochotona_hyperborea Mammalia
Ochotona_princeps Mammalia
Ochotona_pusilla Mammalia
Elephantulus_brachyrhynchus Mammalia
Elephantulus_edwardii Mammalia
Elephantulus_intufi Mammalia
Elephantulus_rozeti Mammalia
Elephantulus_rufescens Mammalia
Macroscelides_proboscideus Mammalia
Petrodromus_tetradactylus Mammalia
Rhynchocyon_chrysopygus Mammalia
Rhynchocyon_cirnei Mammalia
Dromiciops_gliroides Mammalia
Ornithorhynchus_anatinus Mammalia
Tachyglossus_aculeatus Mammalia
Zaglossus_bruijni Mammalia
Notoryctes_typhlops Mammalia
Echymipera_kalubu Mammalia
Echymipera_rufescens Mammalia
Isoodon_auratus Mammalia
Isoodon_macrourus Mammalia
Isoodon_obesulus Mammalia
Perameles_bougainville Mammalia
Perameles_gunnii Mammalia
Perameles_nasuta Mammalia
Peroryctes_raffrayana Mammalia
Macrotis_lagotis Mammalia
Equus_asinus Mammalia
Equus_caballus Mammalia
Equus_grevyi Mammalia
Equus_hemionus Mammalia
Equus_kiang Mammalia
Equus_quagga Mammalia
Equus_zebra Mammalia
Ceratotherium_simum Mammalia
Dicerorhinus_sumatrensis Mammalia
Diceros_bicornis Mammalia
Rhinoceros_sondaicus Mammalia
Rhinoceros_unicornis Mammalia
Acrocodia_indica Mammalia
Tapirella_bairdii Mammalia
Tapirus_pinchaque Mammalia
Tapirus_terrestris Mammalia
Manis_crassicaudata Mammalia
Manis_pentadactyla Mammalia
Bradypus_torquatus Mammalia
Bradypus_tridactylus Mammalia
Cyclopes_didactylus Mammalia
Choloepus_didactylus Mammalia
Choloepus_hoffmanni Mammalia
Myrmecophaga_tridactyla Mammalia
Tamandua_mexicana Mammalia
Tamandua_tetradactyla Mammalia
Callimico_goeldii Mammalia
Callithrix_argentata Mammalia
Callithrix_geoffroyi Mammalia
Callithrix_humeralifera Mammalia
Callithrix_jacchus Mammalia
Callithrix_kuhlii Mammalia
Callithrix_penicillata Mammalia
Callithrix_pygmaea Mammalia
Leontopithecus_chrysomelas Mammalia
Leontopithecus_chrysopygus Mammalia
Leontopithecus_rosalia Mammalia
Saguinus_bicolor Mammalia
Saguinus_fuscicollis Mammalia
Saguinus_geoffroyi Mammalia
Saguinus_imperator Mammalia
Saguinus_labiatus Mammalia
Saguinus_leucopus Mammalia
Saguinus_midas Mammalia
Saguinus_mystax Mammalia
Saguinus_nigricollis Mammalia
Saguinus_oedipus Mammalia
Alouatta_caraya Mammalia
Alouatta_fusca Mammalia
Alouatta_palliata Mammalia
Alouatta_pigra Mammalia
Alouatta_sara Mammalia
Alouatta_seniculus Mammalia
Aotus_azarai Mammalia
Aotus_lemurinus Mammalia
Aotus_trivirgatus Mammalia
Aotus_vociferans Mammalia
Ateles_belzebuth Mammalia
Ateles_chamek Mammalia
Ateles_fusciceps Mammalia
Ateles_geoffroyi Mammalia
Ateles_marginatus Mammalia
Ateles_paniscus Mammalia
Brachyteles_arachnoides Mammalia
Cebus_albifrons Mammalia
Cebus_apella Mammalia
Cebus_capucinus Mammalia
Cebus_olivaceus Mammalia
Lagothrix_lagotricha Mammalia
Saimiri_boliviensis Mammalia
Saimiri_oerstedii Mammalia
Saimiri_sciureus Mammalia
Allenopithecus_nigroviridis Mammalia
Cercocebus_agilis Mammalia
Cercocebus_galeritus Mammalia
Cercocebus_torquatus Mammalia
Cercopithecus_ascanius Mammalia
Cercopithecus_campbelli Mammalia
Cercopithecus_cephus Mammalia
Cercopithecus_diana Mammalia
Cercopithecus_erythrogaster Mammalia
Cercopithecus_hamlyni Mammalia
Cercopithecus_lhoesti Mammalia
Cercopithecus_mitis Mammalia
Cercopithecus_mona Mammalia
Cercopithecus_neglectus Mammalia
Cercopithecus_nictitans Mammalia
Cercopithecus_petaurista Mammalia
Cercopithecus_pogonias Mammalia
Cercopithecus_preussi Mammalia
Cercopithecus_solatus Mammalia
Cercopithecus_wolfi Mammalia
Chlorocebus_aethiops Mammalia
Colobus_angolensis Mammalia
Colobus_guereza Mammalia
Colobus_polykomos Mammalia
Erythrocebus_patas Mammalia
Lophocebus_albigena Mammalia
Macaca_arctoides Mammalia
Macaca_assamensis Mammalia
Macaca_fascicularis Mammalia
Macaca_fuscata Mammalia
Macaca_maura Mammalia
Macaca_mulatta Mammalia
Macaca_nemestrina Mammalia
Macaca_nigra Mammalia
Macaca_ochreata Mammalia
Macaca_radiata Mammalia
Macaca_silenus Mammalia
Macaca_sinica Mammalia
Macaca_sylvanus Mammalia
Macaca_thibetana Mammalia
Macaca_tonkeana Mammalia
Mandrillus_leucophaeus Mammalia
Mandrillus_sphinx Mammalia
Miopithecus_talapoin Mammalia
Nasalis_larvatus Mammalia
Papio_hamadryas Mammalia
Presbytis_comata Mammalia
Presbytis_melalophos Mammalia
Presbytis_thomasi Mammalia
Pygathrix_bieti Mammalia
Pygathrix_nemaeus Mammalia
Pygathrix_roxellana Mammalia
Semnopithecus_entellus Mammalia
Theropithecus_gelada Mammalia
Trachypithecus_auratus Mammalia
Trachypithecus_cristatus Mammalia
Trachypithecus_francoisi Mammalia
Trachypithecus_geei Mammalia
Trachypithecus_johnii Mammalia
Trachypithecus_obscurus Mammalia
Trachypithecus_phayrei Mammalia
Trachypithecus_pileatus Mammalia
Trachypithecus_vetulus Mammalia
Cheirogaleus_major Mammalia
Cheirogaleus_medius Mammalia
Microcebus_coquereli Mammalia
Microcebus_murinus Mammalia
Microcebus_rufus Mammalia
Phaner_furcifer Mammalia
Daubentonia_madagascariensis Mammalia
Euoticus_elegantulus Mammalia
Galago_alleni Mammalia
Galago_moholi Mammalia
Galago_senegalensis Mammalia
Galagoides_demidoff Mammalia
Galagoides_zanzibaricus Mammalia
Otolemur_crassicaudatus Mammalia
Otolemur_garnettii Mammalia
Gorilla_gorilla Mammalia
Homo_sapiens Mammalia
Pan_paniscus Mammalia
Pan_troglodytes Mammalia
Pongo_pygmaeus Mammalia
Hylobates_agilis Mammalia
Hylobates_concolor Mammalia
Hylobates_hoolock Mammalia
Hylobates_klossii Mammalia
Hylobates_lar Mammalia
Hylobates_leucogenys Mammalia
Hylobates_moloch Mammalia
Hylobates_muelleri Mammalia
Hylobates_pileatus Mammalia
Hylobates_syndactylus Mammalia
Propithecus_diadema Mammalia
Propithecus_tattersalli Mammalia
Propithecus_verreauxi Mammalia
Eulemur_coronatus Mammalia
Eulemur_fulvus Mammalia
Eulemur_macaco Mammalia
Eulemur_mongoz Mammalia
Eulemur_rubriventer Mammalia
Hapalemur_aureus Mammalia
Hapalemur_griseus Mammalia
Hapalemur_simus Mammalia
Lemur_catta Mammalia
Varecia_rubra Mammalia
Varecia_variegata Mammalia
Arctocebus_calabarensis Mammalia
Loris_tardigradus Mammalia
Nycticebus_coucang Mammalia
Nycticebus_pygmaeus Mammalia
Perodicticus_potto Mammalia
Lepilemur_mustelinus Mammalia
Lepilemur_ruficaudatus Mammalia
Cacajao_calvus Mammalia
Cacajao_melanocephalus Mammalia
Callicebus_cupreus Mammalia
Callicebus_donacophilus Mammalia
Callicebus_moloch Mammalia
Chiropotes_albinasus Mammalia
Chiropotes_satanas Mammalia
Pithecia_aequatorialis Mammalia
Pithecia_irrorata Mammalia
Pithecia_monachus Mammalia
Pithecia_pithecia Mammalia
Tarsius_bancanus Mammalia
Tarsius_spectrum Mammalia
Tarsius_syrichta Mammalia
Elephas_maximus Mammalia
Loxodonta_africana Mammalia
Abrocoma_bennettii Mammalia
Aplodontia_rufa Mammalia
Cryptomys_anselli Mammalia
Cryptomys_damarensis Mammalia
Cryptomys_hottentotus Mammalia
Cryptomys_mechowi Mammalia
Georychus_capensis Mammalia
Heliophobius_argenteocinereus Mammalia
Heterocephalus_glaber Mammalia
Capromys_pilorides Mammalia
Geocapromys_brownii Mammalia
Geocapromys_ingrahami Mammalia
Plagiodontia_aedium Mammalia
Castor_canadensis Mammalia
Castor_fiber Mammalia
Cavia_aperea Mammalia
Cavia_porcellus Mammalia
Cavia_tschudii Mammalia
Dolichotis_patagonum Mammalia
Galea_musteloides Mammalia
Galea_spixii Mammalia
Hydrochoerus_hydrochaeris Mammalia
Kerodon_rupestris Mammalia
Chinchilla_lanigera Mammalia
Lagidium_peruanum Mammalia
Lagidium_viscacia Mammalia
Lagostomus_maximus Mammalia
Ctenodactylus_gundi Mammalia
Pectinator_spekei Mammalia
Ctenomys_conoveri Mammalia
Ctenomys_talarum Mammalia
Cuniculus_paca Mammalia
Cuniculus_taczanowskii Mammalia
Dasyprocta_azarae Mammalia
Dasyprocta_cristata Mammalia
Dasyprocta_fuliginosa Mammalia
Dasyprocta_leporina Mammalia
Dasyprocta_mexicana Mammalia
Dasyprocta_prymnolopha Mammalia
Dasyprocta_punctata Mammalia
Dasyprocta_ruatanica Mammalia
Myoprocta_acouchy Mammalia
Dinomys_branickii Mammalia
Allactaga_elater Mammalia
Allactaga_euphratica Mammalia
Allactaga_major Mammalia
Allactaga_sibirica Mammalia
Jaculus_jaculus Mammalia
Jaculus_orientalis Mammalia
Napaeozapus_insignis Mammalia
Sicista_betulina Mammalia
Zapus_hudsonius Mammalia
Zapus_princeps Mammalia
Hoplomys_gymnurus Mammalia
Makalata_didelphoides Mammalia
Proechimys_brevicauda Mammalia
Proechimys_guairae Mammalia
Proechimys_guyannensis Mammalia
Proechimys_semispinosus Mammalia
Thrichomys_apereoides Mammalia
Coendou_prehensilis Mammalia
Erethizon_dorsatus Mammalia
Sphiggurus_mexicanus Mammalia
Sphiggurus_villosus Mammalia
Cratogeomys_castanops Mammalia
Geomys_bursarius Mammalia
Geomys_personatus Mammalia
Thomomys_bottae Mammalia
Thomomys_mazama Mammalia
Thomomys_talpoides Mammalia
Chaetodipus_fallax Mammalia
Chaetodipus_formosus Mammalia
Chaetodipus_nelsoni Mammalia
Dipodomys_agilis Mammalia
Dipodomys_deserti Mammalia
Dipodomys_heermanni Mammalia
Dipodomys_merriami Mammalia
Dipodomys_nitratoides Mammalia
Dipodomys_ordii Mammalia
Dipodomys_spectabilis Mammalia
Liomys_adspersus Mammalia
Microdipodops_megacephalus Mammalia
Perognathus_amplus Mammalia
Perognathus_flavescens Mammalia
Perognathus_flavus Mammalia
Perognathus_longimembris Mammalia
Perognathus_merriami Mammalia
Perognathus_parvus Mammalia
Atherurus_africanus Mammalia
Atherurus_macrourus Mammalia
Hystrix_africaeaustralis Mammalia
Hystrix_brachyura Mammalia
Hystrix_cristata Mammalia
Hystrix_indica Mammalia
Hystrix_pumila Mammalia
Hystrix_sumatrae Mammalia
Trichys_fasciculata Mammalia
Acomys_cahirinus Mammalia
Acomys_cilicicus Mammalia
Acomys_minous Mammalia
Acomys_russatus Mammalia
Acomys_wilsoni Mammalia
Aethomys_namaquensis Mammalia
Alticola_argentatus Mammalia
Alticola_semicanus Mammalia
Alticola_strelzowi Mammalia
Apodemus_agrarius Mammalia
Apodemus_argenteus Mammalia
Apodemus_flavicollis Mammalia
Apodemus_peninsulae Mammalia
Apodemus_speciosus Mammalia
Apodemus_sylvaticus Mammalia
Arvicanthis_niloticus Mammalia
Arvicola_terrestris Mammalia
Baiomys_taylori Mammalia
Calomyscus_bailwardi Mammalia
Calomyscus_mystax Mammalia
Cannomys_badius Mammalia
Chiropodomys_gliroides Mammalia
Clethrionomys_glareolus Mammalia
Clethrionomys_rufocanus Mammalia
Colomys_goslingi Mammalia
Conilurus_penicillatus Mammalia
Crateromys_heaneyi Mammalia
Crateromys_schadenbergi Mammalia
Cricetomys_emini Mammalia
Cricetomys_gambianus Mammalia
Cricetulus_barabensis Mammalia
Cricetus_cricetus Mammalia
Dendromus_melanotis Mammalia
Dendromus_mesomelas Mammalia
Desmodillus_auricularis Mammalia
Dicrostonyx_groenlandicus Mammalia
Dicrostonyx_richardsoni Mammalia
Dicrostonyx_torquatus Mammalia
Eligmodontia_typus Mammalia
Gerbillus_campestris Mammalia
Gerbillus_gerbillus Mammalia
Gerbillus_nanus Mammalia
Gerbillus_perpallidus Mammalia
Gerbillus_pyramidum Mammalia
Grammomys_dolichurus Mammalia
Hydromys_chrysogaster Mammalia
Hypogeomys_antimena Mammalia
Lagurus_lagurus Mammalia
Lasiopodomys_brandtii Mammalia
Lemmus_lemmus Mammalia
Lemniscomys_barbarus Mammalia
Lemniscomys_striatus Mammalia
Lenothrix_canus Mammalia
Leporillus_conditor Mammalia
Lophiomys_imhausi Mammalia
Mastomys_erythroleucus Mammalia
Meriones_crassus Mammalia
Meriones_libycus Mammalia
Meriones_meridianus Mammalia
Meriones_persicus Mammalia
Meriones_shawi Mammalia
Meriones_tamariscinus Mammalia
Meriones_unguiculatus Mammalia
Meriones_vinogradovi Mammalia
Mesembriomys_gouldii Mammalia
Mesembriomys_macrurus Mammalia
Mesocricetus_auratus Mammalia
Mesocricetus_brandti Mammalia
Micromys_minutus Mammalia
Microtus_agrestis Mammalia
Microtus_arvalis Mammalia
Microtus_duodecimcostatus Mammalia
Microtus_guentheri Mammalia
Microtus_longicaudus Mammalia
Microtus_ochrogaster Mammalia
Microtus_oeconomus Mammalia
Microtus_pennsylvanicus Mammalia
Microtus_pinetorum Mammalia
Microtus_richardsoni Mammalia
Microtus_subterraneus Mammalia
Millardia_gleadowi Mammalia
Mus_caroli Mammalia
Mus_cervicolor Mammalia
Mus_minutoides Mammalia
Mus_musculoides Mammalia
Mus_musculus Mammalia
Mus_spicilegus Mammalia
Myopus_schisticolor Mammalia
Mystromys_albicaudatus Mammalia
Nannospalax_ehrenbergi Mammalia
Neotoma_albigula Mammalia
Neotoma_cinerea Mammalia
Neotoma_floridana Mammalia
Neotoma_lepida Mammalia
Neotoma_micropus Mammalia
Notomys_alexis Mammalia
Notomys_aquilo Mammalia
Notomys_mitchellii Mammalia
Nyctomys_sumichrasti Mammalia
Ochrotomys_nuttalli Mammalia
