"Species" "Temperature" "Longevity" "LongevityDummy" "AC_TGSkew" "Ectothermy"
"Hapalemur_griseus" NA 3285 1 0.405963302752294 0
"Helarctos_malayanus" 38.1 3650 1 0.426991150442478 0
"Hemiechinus_auritus" 33.8 940.3939 0 0.34353091140854 0
"Hemitragus_jemlahicus" NA 2555 1 0.637400228050171 0
"Heterocephalus_glaber" 32.1 2023.309775 0 0.651612903225806 0
"Hippocamelus_antisensis" NA 1459.26 0 0.444639718804921 0
"Hippopotamus_amphibius" 35.4 3650 1 0.624371157070989 0
"Hipposideros_armiger" NA 1834.2256 0 0.548527808069793 0
"Hippotragus_equinus" NA 3070.224367 1 0.600229753015508 0
"Hyaena_hyaena" 37 3351.042633 1 0.558643690939411 0
"Hydropotes_inermis" 38.3 2190 0 0.451048951048951 0
"Hydrurga_leptonyx" NA 5110 1 0.643356643356643 0
"Hyemoschus_aquaticus" NA 1930.0898 0 0.498342541436464 0
"Hylobates_agilis" NA 5475 1 0.613107822410148 0
"Hylobates_lar" NA 5475 1 0.612179487179487 0
"Hylobates_pileatus" NA 5475 1 0.628755364806867 0
"Hylomys_suillus" 37.3 1202.925238 0 0.318103940605368 0
"Hylopetes_phayrei" NA 1384.121263 0 0.378055713473565 0
"Hyperoodon_ampullatus" NA 6460.5 1 0.549631310266591 0
"Indri_indri" NA 4015 1 0.428251121076233 0
"Inia_geoffrensis" NA 4840.09 1 0.531868131868132 0
"Isoodon_macrourus" 35.9 623.745 0 0.440758293838863 0
"Jaculus_jaculus" 37.5 919.8561 0 0.404301075268817 0
"Kobus_leche" 38.7 2660.837833 1 0.549653579676674 0
"Kogia_breviceps" NA 4380 1 0.592452830188679 0
"Lagenorhynchus_albirostris" NA 5667.52995 1 0.506003430531732 0
"Lagorchestes_hirsutus" 36 1100.21785 0 0.525773195876289 0
"Lagostrophus_fasciatus" 36 2311.607416 1 0.545045045045045 0
"Lagothrix_lagotricha" NA 5475 1 0.529069767441861 0
"Lama_guanicoe" 38 4064.145 1 0.472081218274112 0
"Laonastes_aenigmamus" NA 1032.923574 0 0.574043261231281 0
"Lariscus_insignis" NA 1384.121263 0 0.393736017897092 0
"Lasiopodomys_mandarinus" NA 589.3882991 0 0.514508928571429 0
"Lasiurus_borealis" 34.8 2051.666208 0 0.294736842105263 0
"Leggadina_lakedownensis" NA 624.3996409 0 0.55061439438268 0
"Lemur_catta" NA 2920 1 0.435689455388181 0
"Leontopithecus_rosalia" NA 3601.747 1 0.449122807017544 0
"Leopardus_colocolo" NA 2592.96 1 0.553021664766248 0
"Leopardus_geoffroyi" NA 2827.89 1 0.527003979533826 0
"Leopardus_guigna" NA 2190 0 0.540571428571428 0
"Leopardus_jacobita" NA 1392.97 0 0.556189389617798 0
"Leopardus_pardalis" 38 3011.876283 1 0.531018782014798 0
"Leopardus_tigrinus" NA 2190 0 0.562642369020501 0
"Leopardus_wiedii" 38 2190 0 0.543019943019943 0
"Leopoldamys_edwardsi" NA 639.6318318 0 0.526493799323563 0
"Lepilemur_hubbardorum" NA 1637.770967 0 0.490481522956327 0
"Lepilemur_ruficaudatus" NA 1637.770967 0 0.479236812570146 0
"Leptailurus_serval" 36.5 3018.0586 1 0.51441753171857 0
"Leptonychotes_weddellii" NA 4015 1 0.622312608948286 0
"Lepus_americanus" 39.8 1105.95 0 0.354945054945055 0
"Lepus_capensis" NA 1047.27668 0 0.386237513873474 0
"Lepus_coreanus" NA 1047.27668 0 0.399778516057586 0
"Lepus_europaeus" 38.3 730 0 0.369589345172031 0
"Lepus_hainanus" NA 1047.27668 0 0.416712783619258 0
"Lepus_sinensis" NA 1047.27668 0 0.403199117484832 0
"Lepus_timidus" 39.7 1047.27668 0 0.398671096345515 0
"Lepus_tolai" NA 1047.27668 0 0.384615384615385 0
"Lepus_townsendii" 38.2 1097.83525 0 0.389660922734853 0
"Lipotes_vexillifer" NA 4840.09 1 0.60927536231884 0
"Litocranius_walleri" NA 2555 1 0.563298490127758 0
"Lobodon_carcinophaga" NA 5475 1 0.599299065420561 0
"Lophocebus_aterrimus" NA 3285 1 0.570175438596491 0
"Lophostoma_silvicolum" NA 2064.27635 0 0.611907386990077 0
"Loris_lydekkerianus" NA 2278.1475 1 0.514072372199885 0
"Loris_tardigradus" 35.5 2278.1475 1 0.526558891454965 0
"Loxodonta_africana" 36.2 9125 1 0.419760137064535 0
"Lutra_lutra" 38.1 2772.962083 1 0.526050420168067 0
"Lycaon_pictus" NA 2034.717 0 0.433106575963719 0
"Lynx_canadensis" NA 3391.958167 1 0.544532130777903 0
"Lynx_lynx" NA 3338.239417 1 0.557054525014053 0
"Lynx_pardinus" NA 1578.34 0 0.537422622397299 0
"Lynx_rufus" NA 3810.032222 1 0.550282485875706 0
"Macaca_arctoides" NA 3650 1 0.574725274725275 0
"Macaca_assamensis" NA 4572.989586 1 0.514953779227841 0
"Macaca_cyclopis" NA 4572.989586 1 0.579295154185022 0
"Macaca_fascicularis" 37.6 5076.8362 1 0.560197910940077 0
"Macaca_fuscata" NA 5118.76 1 0.567894447498626 0
"Macaca_leonina" NA 4015 1 0.56945213060321 0
"Macaca_mulatta" 37.3 5058.9 1 0.563835616438356 0
"Macaca_nemestrina" NA 4015 1 0.60797342192691 0
"Macaca_nigra" NA 4745 1 0.579356270810211 0
"Macaca_silenus" NA 5509.018 1 0.572375690607735 0
"Macaca_sylvanus" NA 2920 1 0.554083885209713 0
"Macaca_thibetana" NA 3285 1 0.533223503569467 0
"Macaca_tonkeana" NA 4745 1 0.580805295091009 0
"Macropus_robustus" 36.1 2984.65355 1 0.524244152880776 0
"Macroscelides_proboscideus" 36.2 995.97395 0 0.522558537978298 0
"Macrotis_lagotis" 35 1183.8648 0 0.486714975845411 0
"Madoqua_kirkii" 39 2131.079367 0 0.558352402745995 0
"Madoqua_saltiana" NA 2031.281017 0 0.54337899543379 0
"Mandrillus_leucophaeus" NA 3650 1 0.598438371444507 0
"Mandrillus_sphinx" NA 3650 1 0.595518207282913 0
"Manis_pentadactyla" 33.4 1825 0 0.628112894299945 0
"Marmota_himalayana" NA 1976.82975 0 0.358554488989272 0
"Martes_americana" 38 2227.96 1 0.484340044742729 0
"Martes_flavigula" NA 2642.060567 1 0.527887323943662 0
"Martes_foina" NA 2178.563333 0 0.515563101301641 0
"Martes_martes" NA 2100.94 0 0.497470489038786 0
"Martes_melampus" NA 1772.805 0 0.499157776530039 0
"Martes_pennanti" 38.5 1738.868111 0 0.502805836139169 0
"Martes_zibellina" NA 2087.381433 0 0.475815523059617 0
"Mazama_americana" NA 2017.365 0 0.464805119255381 0
"Mazama_nemorivaga" NA 2181.36375 0 0.433607520564042 0
"Megaptera_novaeangliae" NA 8030 1 0.614647887323944 0
"Meles_anakuma" NA 3136.8 1 0.52954808806489 0
"Meles_meles" 37 2161.2481 0 0.524868344060854 0
"Melogale_moschata" NA 1627.173333 0 0.483258928571429 0
"Melursus_ursinus" NA 3650 1 0.43013698630137 0
"Mephitis_mephitis" 36.45 1735.559295 0 0.477085781433607 0
"Meriones_libycus" NA 649.48035 0 0.477363896848138 0
"Meriones_meridianus" NA 608.1480167 0 0.429065743944637 0
"Meriones_unguiculatus" 38.2 503.8875 0 0.380265435660704 0
"Mesocricetus_auratus" 38.1 787.9135 0 0.337182448036951 0
"Mesoplodon_europaeus" NA 6460.5 1 0.46719908727895 0
"Mesoplodon_ginkgodens" NA 6460.5 1 0.481609195402299 0
"Mesoplodon_grayi" NA 6460.5 1 0.435280641466208 0
"Metachirus_nudicaudatus" 35 843.3734222 0 0.402257872846108 0
"Microcebus_murinus" NA 2053.5145 0 0.419392523364486 0
"Micromys_minutus" 38 502.66 0 0.482718894009217 0
"Micronycteris_megalotis" NA 2064.27635 0 0.657526580861779 0
"Microtus_kikuchii" NA 373.6238021 0 0.584269662921348 0
"Microtus_levis" NA 373.6238021 0 0.516508114157806 0
"Microtus_ochrogaster" 37.9 615.4024 0 0.568385650224215 0
"Mirounga_leonina" NA 3467.5 1 0.585564610011641 0
"Mogera_robusta" NA 759.1857214 0 0.545997610513739 0
"Mogera_wogura" NA 759.1857214 0 0.579693034238489 0
"Monachus_schauinslandi" NA 5475 1 0.564809384164223 0
"Monodelphis_domestica" 32.6 717.0425 0 0.426190476190476 0
"Monodon_monoceros" NA 8760 1 0.554798409994322 0
"Moschus_berezovskii" NA 2555 1 0.552678045909359 0
"Moschus_chrysogaster" NA 2555 1 0.550205519671169 0
"Moschus_moschiferus" NA 2190 0 0.539812646370023 0
"Mungotictis_decemlineata" NA 2146.94685 0 0.53470294280955 0
"Muntiacus_crinifrons" NA 2190 0 0.518710420264825 0
"Muntiacus_muntjak" NA 2416.4143 1 0.514908256880734 0
"Muntiacus_reevesi" NA 2931.795 1 0.498559077809798 0
"Muntiacus_vuquangensis" NA 2555 1 0.510650546919977 0
"Murina_leucogaster" NA 1825 0 0.444888635065677 0
"Murina_ussuriensis" NA 1825 0 0.43739079790332 0
"Mus_caroli" NA 628.295 0 0.430588235294118 0
"Mus_cervicolor" NA 628.295 0 0.513641755634638 0
"Mus_cookii" NA 628.295 0 0.532467532467533 0
"Mus_famulus" NA 628.295 0 0.532314923619271 0
"Mus_fragilicauda" NA 628.295 0 0.541984732824427 0
"Mus_musculus" 36.9 628.295 0 0.541617819460727 0
"Mus_spretus" NA 628.295 0 0.556333917104495 0
"Mus_terricolor" NA 435.665 0 0.554899645808737 0
"Mustela_altaica" NA 1846.9 0 0.465448315248429 0
"Mustela_erminea" 39.6 1078.777858 0 0.571346042749856 0
"Mustela_frenata" 39 986.1104833 0 0.519675925925926 0
"Mustela_kathiah" NA 1253.04 0 0.504383401519579 0
"Mustela_nigripes" NA 1497.506633 0 0.502876869965478 0
"Mustela_nivalis" NA 1194.19395 0 0.480251860331998 0
"Mustela_putorius" NA 1652.464383 0 0.497695852534562 0
"Mustela_sibirica" NA 1484.792222 0 0.476603119584055 0
"Myodes_glareolus" NA 577.7512 0 0.587229190421893 0
"Myodes_regulus" NA 433.3599222 0 0.58813462635482 0
"Myodes_rufocanus" NA 433.3599222 0 0.574857142857143 0
"Myospalax_aspalax" NA 1032.923574 0 0.488773747841105 0
"Myospalax_psilurus" NA 1032.923574 0 0.54392088423502 0
"Myotis_bombinus" NA 2106.628504 0 0.391771019677996 0
"Myotis_brandtii" NA 2106.628504 0 0.444380403458213 0
"Myotis_davidii" NA 2106.628504 0 0.361578641903656 0
"Myotis_formosus" NA 2106.628504 0 0.454328358208955 0
"Myotis_ikonnikovi" NA 2106.628504 0 0.39917695473251 0
"Myotis_lucifugus" 37 4117.2 1 0.391812865497076 0
"Myotis_macrodactylus" NA 2106.628504 0 0.373892498523331 0
"Myotis_muricola" NA 2106.628504 0 0.381261048909841 0
"Myotis_myotis" 35 2847 1 0.334511189634865 0
"Myrmecobius_fasciatus" 32.5 886.2761 0 0.441700172314762 0
"Myrmecophaga_tridactyla" 32.5 4124.5275 1 0.610823258491652 0
"Mystacina_tuberculata" NA 1888.065371 0 0.410958904109589 0
"Naemorhedus_goral" NA 2555 1 0.606818181818182 0
"Naemorhedus_griseus" NA 2555 1 0.595008508224617 0
"Nandinia_binotata" 37.4 2850.514083 1 0.646506165590135 0
"Nanger_dama" 39.2 2171.91595 0 0.577929465301479 0
"Nanger_soemmerringii" NA 2555 1 0.5625 0
"Nasalis_larvatus" NA 4015 1 0.488027366020525 0
"Nasua_nasua" 36.4 2778.4359 1 0.478460654796094 0
"Nectogale_elegans" NA 379.2929563 0 0.371461582900058 0
"Neodon_irene" NA 589.3882991 0 0.564534231200898 0
"Neofelis_nebulosa" NA 2550.887933 1 0.443767313019391 0
"Neomys_fodiens" 37.3 576.8888 0 0.387521465369204 0
"Neophoca_cinerea" NA 4599 1 0.525539160045403 0
"Neophocaena_asiaeorientalis" NA 6095.5 1 0.479283314669653 0
"Neophocaena_phocaenoides" NA 5840 1 0.460724233983287 0
"Neotetracus_sinensis" NA 1202.925238 0 0.316151202749141 0
"Neotragus_batesi" NA 1741.05 0 0.555555555555556 0
"Neovison_vison" 39 1473.65 0 0.525522041763341 0
"Niviventer_confucianus" NA 624.3996409 0 0.537757437070938 0
"Niviventer_excelsior" NA 639.6318318 0 0.523156089193825 0
"Niviventer_fulvescens" NA 624.3996409 0 0.529342723004695 0
"Nomascus_leucogenys" NA 5475 1 0.648387096774194 0
"Nomascus_siki" NA 5475 1 0.650963597430407 0
"Notoryctes_typhlops" NA 998.6765636 0 0.454851374088615 0
"Nyctalus_noctula" NA 1529.35 0 0.348519362186788 0
"Nyctereutes_procyonoides" 38 2091.936667 0 0.483183856502242 0
"Nycticebus_bengalensis" NA 2555 1 0.449048152295633 0
"Nycticebus_coucang" 35.4 2555 1 0.453527435610302 0
"Ochotona_collaris" NA 894.25 0 0.605479452054795 0
"Ochotona_curzoniae" NA 751.47417 0 0.583558680367766 0
"Ochotona_princeps" 40.1 1045.7507 0 0.635060639470783 0
"Odocoileus_hemionus" 39 2717.425 1 0.480791618160652 0
"Okapia_johnstoni" 38.07 4764.235717 1 0.643586833144154 0
"Onychomys_leucogaster" NA 671.9993 0 0.588785046728972 0
"Orcaella_heinsohni" NA 5475 1 0.487091222030981 0
"Oreamnos_americanus" NA 2864.106333 1 0.587521663778163 0
"Oreotragus_oreotragus" NA 2700.0653 1 0.526436781609195 0
"Ornithorhynchus_anatinus" 34 2878.755 1 0.347006651884701 0
"Orycteropus_afer" 34.5 3624.815 1 0.448115942028986 0
"Oryctolagus_cuniculus" 39 1515.3536 0 0.443592552026287 0
"Oryx_beisa" NA 2555 1 0.574614065180103 0
"Oryx_dammah" NA 3247.0961 1 0.570621468926554 0
"Oryx_gazella" 38.9 2866.554367 1 0.564233163554047 0
"Oryx_leucoryx" 38.5 2663.526667 1 0.591039632395175 0
"Otocolobus_manul" NA 2036.1475 0 0.518582046883934 0
"Otolemur_crassicaudatus" 36.6 2763.926 1 0.552319309600863 0
"Ourebia_ourebi" NA 2156.849633 0 0.592910234419668 0
"Ovis_ammon" NA 2920 1 0.607184241019699 0
"Ovis_canadensis" 38 2634.501667 1 0.626081938834391 0
"Ovis_orientalis" NA 2920 1 0.590514748409485 0
"Ozotoceros_bezoarticus" 37.5 2846.6847 1 0.43952802359882 0
"Paguma_larvata" NA 3014.413333 1 0.42790426152948 0
"Pan_paniscus" NA 9125 1 0.620445894507885 0
"Pan_troglodytes" 35.7 7300 1 0.600433134813211 0
"Panthera_leo" 37.9 2190 0 0.49386845039019 0
"Panthera_onca" 37 3581.681317 1 0.482300884955752 0
"Panthera_pardus" NA 3400.645433 1 0.48993288590604 0
"Panthera_tigris" 37.5 2920 1 0.48914858096828 0
"Panthera_uncia" NA 2920 1 0.474804031354983 0
"Pantholops_hodgsonii" NA 2190 0 0.597023468803664 0
"Papio_anubis" 37.3 3833.595 1 0.551442569406641 0
"Papio_cynocephalus" NA 6188.575 1 0.542981501632209 0
"Papio_hamadryas" 38 5332.504 1 0.545157780195865 0
"Papio_papio" NA 3650 1 0.537710255018991 0
"Papio_ursinus" 37 5714.3305 1 0.545700378583018 0
"Pardofelis_marmorata" NA 1821.16 0 0.502799552071669 0
"Pecari_tajacu" 37.5 3102.921667 1 0.656036446469248 0
"Peponocephala_electra" NA 8245.925 1 0.532838378069674 0
"Perameles_gunnii" 35.2 706.1569 0 0.484098939929329 0
"Perodicticus_potto" 36.1 3326.9897 1 0.547065337763012 0
"Petaurista_alborufus" NA 2015.755102 0 0.463198671831765 0
"Petaurus_breviceps" 35.9 1969.1592 0 0.456445993031359 0
"Phacochoerus_africanus" NA 2206.301667 1 0.633038348082596 0
"Phalanger_vestitus" 36.4 2000.363913 0 0.700118063754427 0
"Phascogale_tapoatafa" 37.4 878.35415 0 0.388646288209607 0
"Phascolarctos_cinereus" 35.8 2746.4425 1 0.584587597832631 0
"Philantomba_maxwellii" NA 2287.576667 1 0.542168674698795 0
"Philantomba_monticola" 39.4 1818.1211 0 0.570190641247834 0
"Phoca_largha" NA 6935 1 0.565662308129619 0
"Phoca_vitulina" 36.7 5413.68 1 0.564872521246459 0
"Phocarctos_hookeri" NA 3650 1 0.500848896434635 0
"Phocoena_phocoena" NA 3028.845 1 0.489100055897149 0
"Pipistrellus_abramus" NA 1885.946275 0 0.416961130742049 0
"Pipistrellus_coromandra" NA 1885.946275 0 0.366881217086015 0
"Plecotus_auritus" 34 3693.8 1 0.367705382436261 0
"Plecotus_macrobullaris" NA 2759.4 1 0.351382488479263 0
"Pongo_abelii" NA 9125 1 0.666131621187801 0
"Pongo_pygmaeus" NA 7300 1 0.662933333333333 0
"Pontoporia_blainvillei" NA 4380 1 0.541457985531441 0
"Potamochoerus_porcus" NA 3134.383667 1 0.546189376443418 0
"Potorous_tridactylus" 35.9 1685.9516 0 0.548723897911833 0
"Presbytis_melalophos" NA 3650 1 0.419883040935673 0
"Priodontes_maximus" 33.6 1979.1637 0 0.638888888888889 0
"Prionailurus_bengalensis" NA 2350.842867 1 0.523209169054441 0
"Prionailurus_planiceps" NA 2190 0 0.533903133903134 0
"Prionailurus_rubiginosus" NA 2153.865 0 0.533869115958668 0
"Prionailurus_viverrinus" NA 2190 0 0.521640091116173 0
"Prionodon_pardicolor" NA 1583.31 0 0.433295324971494 0
"Procapra_gutturosa" NA 1793.275567 0 0.551445086705202 0
"Procapra_przewalskii" NA 2667.1385 1 0.542461005199307 0
"Procavia_capensis" 37 3079.14 1 0.641173087981599 0
"Procyon_lotor" 38 2703.9188 1 0.456775700934579 0
"Proechimys_longicaudatus" 37.9 631.7859833 0 0.395403653506187 0
"Proedromys_liangshanensis" NA 589.3882991 0 0.571913929784825 0
"Prolemur_simus" NA 3285 1 0.432681242807825 0
"Propithecus_coquereli" NA 3650 1 0.543778801843318 0
"Propithecus_diadema" NA 3650 1 0.526586620926244 0
"Propithecus_edwardsi" NA 3650 1 0.517084282460137 0
"Propithecus_tattersalli" NA 3283.175 1 0.545559400230681 0
"Propithecus_verreauxi" 36 3650 1 0.526918671248568 0
"Przewalskium_albirostris" NA 2555 1 0.523809523809524 0
"Pseudocheirus_peregrinus" 37.4 1217.0925 0 0.569035239745812 0
"Pseudois_nayaur" NA 2949.321667 1 0.623435722411832 0
"Pseudois_schaeferi" NA 2555 1 0.636156907333712 0
"Pseudomys_chapmani" NA 884.68295 0 0.578199052132701 0
"Pseudorca_crassidens" 36.6 7242.6075 1 0.521788990825688 0
"Pseudoryx_nghetinhensis" NA 2287.540787 1 0.572928821470245 0
"Pteromys_volans" NA 1384.121263 0 0.433257918552036 0
"Pteronotus_parnellii" 36.4 1888.065371 0 0.610034207525656 0
"Pteropus_alecto" NA 2945.918407 1 0.563799887577291 0
"Pteropus_dasymallus" NA 1825 0 0.570386988222098 0
"Pteropus_scapulatus" 37 2945.918407 1 0.579006772009029 0
"Pteropus_vampyrus" 36.9 2945.918407 1 0.572234762979684 0
"Pudu_puda" NA 1460 0 0.463785046728972 0
"Puma_concolor" 37.6 2693.790067 1 0.543839541547278 0
"Puma_yagouaroundi" 38.4 2250.566667 1 0.554655870445344 0
"Pusa_caspica" NA 5840 1 0.57263990955342 0
"Pusa_hispida" NA 6803.8094 1 0.586363636363636 0
"Pusa_sibirica" NA 7898.81575 1 0.580316742081448 0
"Pygathrix_nemaeus" NA 4015 1 0.443874643874644 0
"Pygathrix_nigripes" NA 4015 1 0.44636678200692 0
"Rangifer_tarandus" 37.2 1825 0 0.447787610619469 0
"Raphicerus_campestris" 39.4 1744.588433 0 0.525114155251142 0
"Rattus_exulans" NA 534.7590667 0 0.565873476494486 0
"Rattus_fuscipes" 37.5 558.5072833 0 0.595634692705342 0
"Rattus_leucopus" NA 534.7590667 0 0.625866050808314 0
"Rattus_lutreolus" 36.7 440.2920833 0 0.613272311212815 0
"Rattus_niobe" NA 534.7590667 0 0.609248554913295 0
"Rattus_praetor" NA 534.7590667 0 0.613126079447323 0
"Rattus_rattus" NA 546.1994 0 0.574566473988439 0
"Rattus_sordidus" NA 534.7590667 0 0.605552342394448 0
"Rattus_tanezumi" NA 534.7590667 0 0.552752293577982 0
"Rattus_tiomanicus" NA 534.7590667 0 0.587246376811594 0
"Rattus_tunneyi" NA 534.7590667 0 0.580941446613088 0
"Rattus_villosissimus" 35.9 534.7590667 0 0.593803786574871 0
"Ratufa_bicolor" NA 2327.157917 1 0.500843170320405 0
"Redunca_arundinum" NA 2293.051667 1 0.583768115942029 0
"Rhinoceros_sondaicus" NA 5400.53 1 0.611940298507463 0
"Rhinoceros_unicornis" 37.4 6851.989367 1 0.63069821119446 0
"Rhinolophus_formosae" NA 2726.53565 1 0.59375 0
"Rhinolophus_luctus" NA 2726.53565 1 0.603333333333333 0
"Rhinolophus_macrotis" NA 2937.38135 1 0.577741407528642 0
"Rhinolophus_rex" NA 2726.53565 1 0.549189189189189 0
"Rhinophylla_pumilio" 34.7 2064.27635 0 0.361585030269675 0
"Rhinopithecus_avunculus" NA 3650 1 0.418793503480278 0
"Rhinopithecus_bieti" NA 4015 1 0.432681242807825 0
"Rhinopithecus_brelichi" NA 3650 1 0.411359724612737 0
"Rhinopithecus_roxellana" NA 4745 1 0.434027777777778 0
"Rhinopithecus_strykeri" NA 2190 0 0.417386298215314 0
"Rhizomys_pruinosus" NA 2113.949682 0 0.398069278818853 0
"Rhizomys_sinensis" NA 717.7762436 0 0.402714932126697 0
"Rhyncholestes_raphanurus" NA 998.6765636 0 0.445358401880141 0
"Rousettus_aegyptiacus" 34.8 1825 0 0.558011049723757 0
"Rucervus_duvaucelii" NA 2920 1 0.510180337405468 0
"Rucervus_eldii" NA 1825 0 0.531177829099307 0
"Rupicapra_pyrenaica" NA 2437.9015 1 0.592298980747452 0
"Rusa_alfredi" NA 2555.9125 1 0.521613832853026 0
"Rusa_timorensis" NA 1825 0 0.540603248259861 0
"Saguinus_oedipus" NA 2190 0 0.485714285714286 0
"Saiga_tatarica" NA 1700.19755 0 0.509259259259259 0
"Saimiri_boliviensis" NA 3354.65875 1 0.514124293785311 0
"Saimiri_sciureus" 38 3789.3175 1 0.515254237288135 0
"Sarcophilus_harrisii" 35.8 1704.2151 0 0.375071143995447 0
"Scapanulus_oweni" NA 759.1857214 0 0.470997679814385 0
"Sciurus_vulgaris" NA 1612.7525 0 0.352112676056338 0
"Semnopithecus_entellus" NA 3806.439 1 0.397701149425287 0
"Sicista_concolor" 36 731.7872 0 0.383288409703504 0
"Simias_concolor" NA 4024.409658 1 0.487385321100917 0
"Sminthopsis_crassicaudata" 35.2 594.4425 0 0.346916299559471 0
"Sminthopsis_douglasi" 33.3 546.0264667 0 0.36378646119978 0
"Sorex_araneus" 37.35 524.7815 0 0.472 0
"Sorex_cylindricauda" NA 422.8845979 0 0.435428571428571 0
"Sorex_tundrensis" NA 422.8845979 0 0.474344355758267 0
"Sorex_unguiculatus" NA 392.4667 0 0.466893039049236 0
"Sousa_chinensis" NA 7300 1 0.515046296296296 0
"Spalacopus_cyanus" 36.5 1310.04695 0 0.45304193738925 0
"Spermophilus_dauricus" 37.5 1053.682907 0 0.353967360720315 0
"Spilogale_putorius" 36.4 1257.256817 0 0.4518779342723 0
"Stenella_attenuata" NA 8395 1 0.51004016064257 0
"Stenella_coeruleoalba" NA 7926.62525 1 0.506058857472591 0
"Sturnira_tildae" 36.4 2064.27635 0 0.62609649122807 0
"Stylodipus_telum" NA 726.1971375 0 0.456342668863262 0
"Suncus_murinus" 38.7 363.52745 0 0.315637622619735 0
"Sus_barbatus" NA 2555 1 0.64692082111437 0
"Sus_cebifrons" NA 2555 1 0.677040516735173 0
"Sus_celebensis" NA 2086.55 0 0.666080843585237 0
"Sus_scrofa" 39 2656.07 1 0.648364485981308 0
"Sus_verrucosus" NA 2190 0 0.653710247349823 0
"Sylvicapra_grimmia" NA 1986.497967 0 0.608045977011494 0
"Symphalangus_syndactylus" NA 4745 1 0.610561056105611 0
"Syncerus_caffer" NA 4169.76 1 0.581661891117478 0
"Tachyglossus_aculeatus" 30.7 5687.0204 1 0.438769906644701 0
"Talpa_europaea" NA 1000.1 0 0.504916136495084 0
"Tamandua_mexicana" 32 1854.65 0 0.624335499113999 0
"Tamandua_tetradactyla" 33.5 1854.65 0 0.612220916568743 0
"Tamias_sibiricus" 38.2 1311.5224 0 0.442467378410439 0
"Tamiops_maritimus" NA 1239.298869 0 0.498597868760516 0
"Tamiops_swinhoei" NA 1239.298869 0 0.511484593837535 0
"Tapirus_indicus" 36.8 4015 1 0.570159857904085 0
"Tarsipes_rostratus" 36.6 341.275 0 0.411021814006889 0
"Tarsius_bancanus" 36 2190 0 0.543216943331425 0
"Tarsius_dentatus" 36 2190 0 0.484168105929764 0
"Tarsius_lariang" 36 2190 0 0.478460654796094 0
"Tarsius_wallacei" 36 2190 0 0.487650775416427 0
"Taxidea_taxus" 38 3030.662667 1 0.615786419036564 0
"Theropithecus_gelada" NA 4456.1902 1 0.609220636663008 0
"Thryonomys_swinderianus" NA 837.31 0 0.497307001795332 0
"Thylamys_elegans" NA 642.840025 0 0.315366972477064 0
"Tlacuatzin_canescens" NA 642.840025 0 0.518311607697083 0
"Tolypeutes_matacus" 33 4287.958 1 0.715451895043732 0
"Tolypeutes_tricinctus" NA 1095 0 0.698912421293646 0
"Tonatia_saurophila" 37 2064.27635 0 0.570135746606335 0
"Trachypithecus_cristatus" NA 3650 1 0.465675057208238 0
"Trachypithecus_francoisi" NA 4015 1 0.474701534963047 0
"Trachypithecus_germaini" NA 4015 1 0.445397369925672 0
"Trachypithecus_hatinhensis" NA 4015 1 0.459335624284078 0
"Trachypithecus_johnii" NA 4015 1 0.405805350028458 0
"Trachypithecus_obscurus" NA 3650 1 0.448587570621469 0
"Trachypithecus_pileatus" NA 4015 1 0.460750853242321 0
"Trachypithecus_shortridgei" NA 4015 1 0.463079564968517 0
"Trachypithecus_vetulus" NA 4015 1 0.447963800904977 0
"Tragelaphus_imberbis" 38.9 2555 1 0.511864406779661 0
"Tragelaphus_scriptus" 38.9 1914.548167 0 0.601156069364162 0
"Tragelaphus_spekii" 38.9 2746.500967 1 0.608115942028986 0
"Tragulus_kanchil" 38.4 1825 0 0.559169938306225 0
"Trichechus_manatus" NA 7300 1 0.43218012081274 0
"Trichosurus_vulpecula" 36 2008.23 0 0.630017452006981 0
"Trinomys_dimidiatus" 37.6 739.0095889 0 0.450319581638582 0
"Tscherskia_triton" NA 589.3882991 0 0.402261712439418 0
"Tupaia_belangeri" 38.8 1458.084583 0 0.507554560716284 0
"Tursiops_aduncus" NA 6427.88 1 0.474956822107081 0
"Tursiops_truncatus" NA 6427.88 1 0.494239631336405 0
"Urocyon_cinereoargenteus" NA 1955.5492 0 0.418565869927738 0
"Uropsilus_soricipes" NA 759.1857214 0 0.398478642480983 0
"Urotrichus_talpoides" NA 680.5528 0 0.55842630651791 0
"Ursus_americanus" NA 4734.076867 1 0.394444444444444 0
"Ursus_arctos" 37.3 5976.266667 1 0.400662251655629 0
"Ursus_maritimus" 36.8 5475 1 0.396580253723111 0
"Ursus_thibetanus" 37.5 3650 1 0.397018221976808 0
"Vampyrum_spectrum" NA 2064.27635 0 0.604590505998957 0
"Vespertilio_sinensis" NA 1599.6536 0 0.430401863715783 0
"Vicugna_vicugna" 39.9 3674.846867 1 0.430508474576271 0
"Viverricula_indica" NA 1658.835 0 0.445922498554078 0
"Vombatus_ursinus" NA 3542.014 1 0.595036661026509 0
"Vulpes_corsac" NA 2173.37545 0 0.38195991091314 0
"Vulpes_ferrilata" NA 1427.3028 0 0.380077907623817 0
"Vulpes_vulpes" 38.7 2105.3972 0 0.388300835654596 0
"Vulpes_zerda" 38.8 1878.788155 0 0.42014468558709 0
"Wiedomys_cerradensis" NA 589.3882991 0 0.428076256499133 0
