"Species" "A_T" "A_G" "A_C" "T_A" "T_G" "T_C" "G_A" "G_T" "G_C" "C_A" "C_T" "C_G" "Class"
"Sprattus_sprattus" 0.045907352747453 0.183629410989812 0.045907352747453 0.0429063420554817 0 0.0429063420554817 0.468657694100753 0 0.0426052449182502 0.0637401301926578 0.0637401301926578 0 "Actinopterygii"
"Cyprinella_spiloptera" 0 0.218115423022802 0 0 0.0442553032220178 0.0442553032220178 0.66787814073859 0 0 0 0.0254958297945728 0 "Actinopterygii"
"Clarias_gariepinus" 0.0121717324155 0 0.0121717324155 0 0 0.0447456067846001 0.293643044523938 0.293643044523938 0.293643044523938 0.0166605982708617 0.0333211965417235 0 "Actinopterygii"
"Salvelinus_malma" 0 0.168539032668792 0 0.0448346552924747 0.0224173276462373 0.0448346552924747 0.501953205991836 0.0717076008559766 0.0717076008559766 0.0317168234555281 0.0317168234555281 0.010572274485176 "Actinopterygii"
"Amphiprion_ocellaris" 0.0104878901258462 0.0234703093500556 0 0.0207318758301611 0 0.0448593339073436 0.462977131700376 0 0.317599555618581 0.0271310518412947 0.0527848838037962 0.0399579678225454 "Actinopterygii"
"Schizopygopsis_stoliczkai" 0.0184320546940684 0.165888492246615 0 0.0454259125716469 0 0.0454259125716469 0.693972291074904 0 0 0.0308553368411186 0 0 "Actinopterygii"
"Rhodeus_fangi" 0 0.0587631614142967 0 0 0.0233521358063329 0.0467042716126658 0.607551329876627 0.0405034219917751 0.0810068439835502 0.0315819634032784 0.110536871911474 0 "Actinopterygii"
"Gadus_morhua" 0 0.0908310181376413 0.00448680358904766 0.0100912677931531 0.0070256207864098 0.0467928973713208 0.686096985009121 0.0221525058893517 0.0443200208019445 0.00509932084868359 0.0768465728453593 0.00625698692796719 "Actinopterygii"
"Perca_flavescens" 0 0.0350598073831306 0 0.023526170922886 0.023526170922886 0.0470523418457721 0.608142673931445 0.101357112321908 0 0.0179261914079969 0.107557148447982 0.0358523828159939 "Actinopterygii"
"Boleophthalmus_pectinirostris" 0.0140595575975183 0.0542297221618561 0.00301276234232534 0.0146996119545802 0.00400898507852188 0.0494441493017699 0.724682726858257 0.0120780454476376 0.0362341363429128 0.0127677525083823 0.0729585857621844 0.00182396464405461 "Actinopterygii"
"Etheostoma_kantuckeense" 0.016706624577696 0.066826498310784 0 0 0 0.0497169808574201 0.384447081191177 0.0720838277233457 0.216251483170037 0.055419286905583 0.12931166944636 0.00923654781759716 "Actinopterygii"
"Salanx_ariakensis" 0.0106678497483029 0.134524151256211 0.00962837588037135 0 0 0.0501332929186794 0.541464951885444 0.0452231770060945 0.0675921310716037 0.033642648800419 0.0998441827810913 0.00727923865178313 "Actinopterygii"
"Premnas_biaculeatus" 0 0.100142440098559 0.00942539135832114 0 0 0.0512969784228629 0.722618391019176 0 0 0.0375285723240353 0.0552795392706804 0.0237086875063652 "Actinopterygii"
"Hippocampus_reidi" 0 0.0179074927408892 0.00895374637044462 0.0173105763161929 0 0.0519317289485788 0.719054708518784 0 0 0.0264059638721587 0.158435783232952 0 "Actinopterygii"
"Tor_putitora" 0.0264588874820201 0.0232092897706771 0.0399268374189957 0.0503961705475783 0.0212019182309132 0.052479886643406 0.430313472516396 0.183862766733973 0.0828295306347726 0.0234914835049747 0.030428905956516 0.0354008505597774 "Actinopterygii"
"Microphysogobio_brevirostris" 0 0.0508569292625948 0 0 0 0.0537743593406898 0.868095221673636 0 0 0 0.0272734897230797 0 "Actinopterygii"
"Pararasbora_moltrechti" 0 0.0487701615410564 0.00609627019263205 0 0.0179917213872221 0.0539751641616662 0.667942656500619 0.0607220596818745 0.0607220596818745 0 0.0418899534265276 0.0418899534265276 "Actinopterygii"
"Iberochondrostoma_olisiponensis" 0 0.140908592019367 0 0 0 0.0563634368077466 0.301349068081021 0 0.0376686335101277 0.105388697632213 0.252932874317312 0.105388697632213 "Actinopterygii"
"Telestes_muticellus" 0 0.106522040359126 0.0355073467863753 0 0 0.0568369039307362 0.594419286942282 0.0330232937190157 0.0330232937190157 0.0703339172717245 0.0351669586358622 0.0351669586358622 "Actinopterygii"
"Lota_lota" 0.00846536757065356 0.0320420482500218 0.00965944233594977 0.00675814957908712 0 0.0568950178979818 0.675962511180767 0 0.119761813445149 0.0218996532936772 0.055136924312959 0.0134190721337538 "Actinopterygii"
"Schizopygopsis_pylzovi" 0 0.143090234678613 0 0 0 0.0573966500343616 0.670117340330147 0 0.0560764269125513 0 0.0733193480443272 0 "Actinopterygii"
"Hypoplectrus_puella" 0 0.136893554240817 0 0.0580234100462345 0.0290117050231173 0.0580234100462345 0.592698388546351 0.0846711983637645 0 0 0.0406783337334811 0 "Actinopterygii"
"Oryzias_javanicus" 0.028521174601102 0.0736310102109882 0.0300732237399241 0 0.00745349295278292 0.0580470495387751 0.531282806561917 0.0994242154278335 0.0548955671443059 0.0308275924378408 0.0819404579826219 0.00390340940190889 "Actinopterygii"
"Carasobarbus_fritschii" 0 0.0419885242956628 0 0 0.0146398703745865 0.0585293252745454 0.857256030449435 0 0 0 0.02758624960577 0 "Actinopterygii"
"Pantodon_buchholzi" 0.00668661485348886 0.00955230693355551 0.0105075376269111 0.054429973884395 0.00226791557851646 0.0589658050414279 0.670452542898928 0.0446968361932618 0.0893936723865237 0.0235763531568854 0.0147352207230534 0.0147352207230534 "Actinopterygii"
"Hypostomus_ancistroides" 0 0.0510357314788372 0.00567063683098191 0 0 0.0591802438678112 0.810571029766177 0 0 0.00919279475702414 0.064349563299169 0 "Actinopterygii"
"Alburnus_alburnus" 0.0113305211792492 0.169957817688737 0.0113305211792492 0.0300488483976709 0 0.0600976967953419 0.58156078898877 0 0.06841891635162 0 0.0672548894193618 0 "Actinopterygii"
"Barbus_barbus" 0 0.114442980370721 0 0 0 0.060294324396287 0.766165637008196 0 0 0.014774264556199 0.044322793668597 0 "Actinopterygii"
"Catostomus_platyrhynchus" 0 0.211827350769849 0 0 0 0.0607501538105955 0.529686305633746 0.0190610865071491 0.0714383245431556 0.0107236778735504 0.0587988055486041 0.0377142953133495 "Actinopterygii"
"Catostomus_clarkii" 0 0.0947516896111908 0 0 0 0.0608947096112325 0.742462171174557 0 0 0 0.10189142960302 0 "Actinopterygii"
"Rhinogobius_brunneus" 0.00638517543588919 0.108547982410116 0 0.0203735077491956 0.0101867538745978 0.0611205232475867 0.619951055605596 0.047688542738892 0.023844271369446 0.0239769853102778 0.0599424632756945 0.0179827389827083 "Actinopterygii"
"Schizothorax_esocinus" 0.032912267576765 0.0164845906447385 0.0164276769320265 0.0154339038830521 0 0.0617356155322083 0.788378193279646 0 0 0.0329092888793572 0.0357184632722062 0 "Actinopterygii"
"Brachymystax_lenok" 0 0.0428923315779356 0.00743961486015203 0.00791606263597279 0.00382205981875005 0.0618308478719488 0.775898016328533 0.020187549292541 0.020187549292541 0.0100299648114997 0.0497960035101258 0 "Actinopterygii"
"Acanthogobius_hasta" 0.0146260407667558 0.106742173172186 0.0447872625765613 0 0.0239467489294413 0.0624242766229966 0.596687601310455 0.0506147193281373 0 0.0630970840019548 0.0209636185364888 0.0161104747550236 "Actinopterygii"
"Tylosurus_acus" 0.0216051547792192 0.0360085912986987 0.00720171825973974 0.0106194828575823 0 0.063716897145494 0.750094458179935 0 0 0.0158219567827616 0.0949317406965693 0 "Actinopterygii"
