"Species" "TemperatureC" "SAG_STC" "LongevityDAYS" "DummyCOLDER"
"Perodicticus_potto" 36.1 0.547065337763012 3326.9897 1
"Petaurista_alborufus" NA 0.463198671831765 2015.755102 0
"Petaurus_breviceps" 35.9 0.456445993031359 1969.1592 1
"Phacochoerus_africanus" NA 0.633038348082596 2206.301667 0
"Phalanger_vestitus" 36.4 0.700118063754427 2000.363913 1
"Phascogale_tapoatafa" 37.4 0.388646288209607 878.35415 1
"Phascolarctos_cinereus" 35.8 0.584587597832631 2746.4425 1
"Philantomba_maxwellii" NA 0.542168674698795 2287.576667 0
"Philantomba_monticola" 39.4 0.570190641247834 1818.1211 0
"Phoca_largha" NA 0.565662308129619 6935 0
"Phoca_vitulina" 36.7 0.564872521246459 5413.68 1
"Phocarctos_hookeri" NA 0.500848896434635 3650 0
"Phocoena_phocoena" NA 0.489100055897149 3028.845 0
"Pipistrellus_abramus" NA 0.416961130742049 1885.946275 0
"Pipistrellus_coromandra" NA 0.366881217086015 1885.946275 0
"Plecotus_auritus" 34 0.367705382436261 3693.8 1
"Plecotus_macrobullaris" NA 0.351382488479263 2759.4 1
"Pongo_abelii" NA 0.666131621187801 9125 0
"Pongo_pygmaeus" NA 0.662933333333333 7300 0
"Pontoporia_blainvillei" NA 0.541457985531441 4380 0
"Potamochoerus_porcus" NA 0.546189376443418 3134.383667 0
"Potorous_tridactylus" 35.9 0.548723897911833 1685.9516 1
"Presbytis_melalophos" NA 0.419883040935673 3650 0
"Priodontes_maximus" 33.6 0.638888888888889 1979.1637 1
"Prionailurus_bengalensis" NA 0.523209169054441 2350.842867 0
"Prionailurus_planiceps" NA 0.533903133903134 2190 0
"Prionailurus_rubiginosus" NA 0.533869115958668 2153.865 0
"Prionailurus_viverrinus" NA 0.521640091116173 2190 0
"Prionodon_pardicolor" NA 0.433295324971494 1583.31 0
"Procapra_gutturosa" NA 0.551445086705202 1793.275567 0
"Procapra_przewalskii" NA 0.542461005199307 2667.1385 0
"Procavia_capensis" 37 0.641173087981599 3079.14 0
"Procyon_lotor" 38 0.456775700934579 2703.9188 0
"Proechimys_longicaudatus" 37.9 0.395403653506187 631.7859833 0
"Proedromys_liangshanensis" NA 0.571913929784825 589.3882991 0
"Prolemur_simus" NA 0.432681242807825 3285 0
"Propithecus_coquereli" NA 0.543778801843318 3650 0
"Propithecus_diadema" NA 0.526586620926244 3650 0
"Propithecus_edwardsi" NA 0.517084282460137 3650 0
"Propithecus_tattersalli" NA 0.545559400230681 3283.175 0
"Propithecus_verreauxi" 36 0.526918671248568 3650 1
"Przewalskium_albirostris" NA 0.523809523809524 2555 0
"Pseudocheirus_peregrinus" 37.4 0.569035239745812 1217.0925 1
"Pseudois_nayaur" NA 0.623435722411832 2949.321667 0
"Pseudois_schaeferi" NA 0.636156907333712 2555 0
"Pseudomys_chapmani" NA 0.578199052132701 884.68295 0
"Pseudorca_crassidens" 36.6 0.521788990825688 7242.6075 1
"Pseudoryx_nghetinhensis" NA 0.572928821470245 2287.540787 0
"Pteromys_volans" NA 0.433257918552036 1384.121263 0
"Pteronotus_parnellii" 36.4 0.610034207525656 1888.065371 1
"Pteropus_alecto" NA 0.563799887577291 2945.918407 0
"Pteropus_dasymallus" NA 0.570386988222098 1825 0
"Pteropus_scapulatus" 37 0.579006772009029 2945.918407 0
"Pteropus_vampyrus" 36.9 0.572234762979684 2945.918407 0
"Pudu_puda" NA 0.463785046728972 1460 0
"Puma_concolor" 37.6 0.543839541547278 2693.790067 0
"Puma_yagouaroundi" 38.4 0.554655870445344 2250.566667 0
"Pusa_caspica" NA 0.57263990955342 5840 0
"Pusa_hispida" NA 0.586363636363636 6803.8094 0
"Pusa_sibirica" NA 0.580316742081448 7898.81575 0
"Pygathrix_nemaeus" NA 0.443874643874644 4015 0
"Pygathrix_nigripes" NA 0.44636678200692 4015 0
"Rangifer_tarandus" 37.2 0.447787610619469 1825 0
"Raphicerus_campestris" 39.4 0.525114155251142 1744.588433 0
"Rattus_exulans" NA 0.565873476494486 534.7590667 0
"Rattus_fuscipes" 37.5 0.595634692705342 558.5072833 0
"Rattus_leucopus" NA 0.625866050808314 534.7590667 0
"Rattus_lutreolus" 36.7 0.613272311212815 440.2920833 1
"Rattus_niobe" NA 0.609248554913295 534.7590667 0
"Rattus_praetor" NA 0.613126079447323 534.7590667 0
"Rattus_rattus" NA 0.574566473988439 546.1994 0
"Rattus_sordidus" NA 0.605552342394448 534.7590667 0
"Rattus_tanezumi" NA 0.552752293577982 534.7590667 0
"Rattus_tiomanicus" NA 0.587246376811594 534.7590667 0
"Rattus_tunneyi" NA 0.580941446613088 534.7590667 0
"Rattus_villosissimus" 35.9 0.593803786574871 534.7590667 1
"Ratufa_bicolor" NA 0.500843170320405 2327.157917 0
"Redunca_arundinum" NA 0.583768115942029 2293.051667 0
"Rhinoceros_sondaicus" NA 0.611940298507463 5400.53 0
"Rhinoceros_unicornis" 37.4 0.63069821119446 6851.989367 0
"Rhinolophus_formosae" NA 0.59375 2726.53565 0
"Rhinolophus_luctus" NA 0.603333333333333 2726.53565 0
"Rhinolophus_macrotis" NA 0.577741407528642 2937.38135 0
"Rhinolophus_rex" NA 0.549189189189189 2726.53565 0
"Rhinophylla_pumilio" 34.7 0.361585030269675 2064.27635 1
"Rhinopithecus_avunculus" NA 0.418793503480278 3650 0
"Rhinopithecus_bieti" NA 0.432681242807825 4015 0
"Rhinopithecus_brelichi" NA 0.411359724612737 3650 0
"Rhinopithecus_roxellana" NA 0.434027777777778 4745 0
"Rhinopithecus_strykeri" NA 0.417386298215314 2190 0
"Rhizomys_pruinosus" NA 0.398069278818853 2113.949682 0
"Rhizomys_sinensis" NA 0.402714932126697 717.7762436 0
"Rhyncholestes_raphanurus" NA 0.445358401880141 998.6765636 1
"Rousettus_aegyptiacus" 34.8 0.558011049723757 1825 1
"Rucervus_duvaucelii" NA 0.510180337405468 2920 0
"Rucervus_eldii" NA 0.531177829099307 1825 0
"Rupicapra_pyrenaica" NA 0.592298980747452 2437.9015 0
"Rusa_alfredi" NA 0.521613832853026 2555.9125 0
"Rusa_timorensis" NA 0.540603248259861 1825 0
"Saguinus_oedipus" NA 0.485714285714286 2190 0
"Saiga_tatarica" NA 0.509259259259259 1700.19755 0
"Saimiri_boliviensis" NA 0.514124293785311 3354.65875 0
"Saimiri_sciureus" 38 0.515254237288135 3789.3175 0
"Sarcophilus_harrisii" 35.8 0.375071143995447 1704.2151 1
"Scapanulus_oweni" NA 0.470997679814385 759.1857214 0
"Sciurus_vulgaris" NA 0.352112676056338 1612.7525 0
"Semnopithecus_entellus" NA 0.397701149425287 3806.439 0
"Sicista_concolor" 36 0.383288409703504 731.7872 1
"Simias_concolor" NA 0.487385321100917 4024.409658 0
"Sminthopsis_crassicaudata" 35.2 0.346916299559471 594.4425 1
"Sminthopsis_douglasi" 33.3 0.36378646119978 546.0264667 1
"Sorex_araneus" 37.35 0.472 524.7815 0
"Sorex_cylindricauda" NA 0.435428571428571 422.8845979 0
"Sorex_tundrensis" NA 0.474344355758267 422.8845979 0
"Sorex_unguiculatus" NA 0.466893039049236 392.4667 0
"Sousa_chinensis" NA 0.515046296296296 7300 0
"Spalacopus_cyanus" 36.5 0.45304193738925 1310.04695 1
"Spermophilus_dauricus" 37.5 0.353967360720315 1053.682907 1
"Spilogale_putorius" 36.4 0.4518779342723 1257.256817 1
"Stenella_attenuata" NA 0.51004016064257 8395 0
"Stenella_coeruleoalba" NA 0.506058857472591 7926.62525 0
"Sturnira_tildae" 36.4 0.62609649122807 2064.27635 1
"Stylodipus_telum" NA 0.456342668863262 726.1971375 0
"Suncus_murinus" 38.7 0.315637622619735 363.52745 0
"Sus_barbatus" NA 0.64692082111437 2555 0
"Sus_cebifrons" NA 0.677040516735173 2555 0
"Sus_celebensis" NA 0.666080843585237 2086.55 0
"Sus_scrofa" 39 0.648364485981308 2656.07 0
"Sus_verrucosus" NA 0.653710247349823 2190 0
"Sylvicapra_grimmia" NA 0.608045977011494 1986.497967 0
"Symphalangus_syndactylus" NA 0.610561056105611 4745 0
"Syncerus_caffer" NA 0.581661891117478 4169.76 0
"Tachyglossus_aculeatus" 30.7 0.438769906644701 5687.0204 1
"Talpa_europaea" NA 0.504916136495084 1000.1 0
"Tamandua_mexicana" 32 0.624335499113999 1854.65 1
"Tamandua_tetradactyla" 33.5 0.612220916568743 1854.65 1
"Tamias_sibiricus" 38.2 0.442467378410439 1311.5224 1
"Tamiops_maritimus" NA 0.498597868760516 1239.298869 0
"Tamiops_swinhoei" NA 0.511484593837535 1239.298869 0
"Tapirus_indicus" 36.8 0.570159857904085 4015 1
"Tarsipes_rostratus" 36.6 0.411021814006889 341.275 1
"Tarsius_bancanus" 36 0.543216943331425 2190 1
"Tarsius_dentatus" 36 0.484168105929764 2190 1
"Tarsius_lariang" 36 0.478460654796094 2190 1
"Tarsius_wallacei" 36 0.487650775416427 2190 1
"Taxidea_taxus" 38 0.615786419036564 3030.662667 1
"Theropithecus_gelada" NA 0.609220636663008 4456.1902 0
"Thryonomys_swinderianus" NA 0.497307001795332 837.31 0
"Thylamys_elegans" NA 0.315366972477064 642.840025 1
"Tlacuatzin_canescens" NA 0.518311607697083 642.840025 1
"Tolypeutes_matacus" 33 0.715451895043732 4287.958 1
"Tolypeutes_tricinctus" NA 0.698912421293646 1095 0
"Tonatia_saurophila" 37 0.570135746606335 2064.27635 0
"Trachypithecus_cristatus" NA 0.465675057208238 3650 0
"Trachypithecus_francoisi" NA 0.474701534963047 4015 0
"Trachypithecus_germaini" NA 0.445397369925672 4015 0
"Trachypithecus_hatinhensis" NA 0.459335624284078 4015 0
"Trachypithecus_johnii" NA 0.405805350028458 4015 0
"Trachypithecus_obscurus" NA 0.448587570621469 3650 0
"Trachypithecus_pileatus" NA 0.460750853242321 4015 0
"Trachypithecus_shortridgei" NA 0.463079564968517 4015 0
"Trachypithecus_vetulus" NA 0.447963800904977 4015 0
"Tragelaphus_imberbis" 38.9 0.511864406779661 2555 0
"Tragelaphus_scriptus" 38.9 0.601156069364162 1914.548167 0
"Tragelaphus_spekii" 38.9 0.608115942028986 2746.500967 0
"Tragulus_kanchil" 38.4 0.559169938306225 1825 0
"Trichechus_manatus" NA 0.43218012081274 7300 0
"Trichosurus_vulpecula" 36 0.630017452006981 2008.23 1
"Trinomys_dimidiatus" 37.6 0.450319581638582 739.0095889 0
"Tscherskia_triton" NA 0.402261712439418 589.3882991 0
"Tupaia_belangeri" 38.8 0.507554560716284 1458.084583 0
"Tursiops_aduncus" NA 0.474956822107081 6427.88 0
"Tursiops_truncatus" NA 0.494239631336405 6427.88 0
"Urocyon_cinereoargenteus" NA 0.418565869927738 1955.5492 0
"Uropsilus_soricipes" NA 0.398478642480983 759.1857214 0
"Urotrichus_talpoides" NA 0.55842630651791 680.5528 0
"Ursus_americanus" NA 0.394444444444444 4734.076867 1
"Ursus_arctos" 37.3 0.400662251655629 5976.266667 1
"Ursus_maritimus" 36.8 0.396580253723111 5475 1
"Ursus_thibetanus" 37.5 0.397018221976808 3650 1
"Vampyrum_spectrum" NA 0.604590505998957 2064.27635 0
"Vespertilio_sinensis" NA 0.430401863715783 1599.6536 0
"Vicugna_vicugna" 39.9 0.430508474576271 3674.846867 0
"Viverricula_indica" NA 0.445922498554078 1658.835 0
"Vombatus_ursinus" NA 0.595036661026509 3542.014 1
"Vulpes_corsac" NA 0.38195991091314 2173.37545 0
"Vulpes_ferrilata" NA 0.380077907623817 1427.3028 0
"Vulpes_vulpes" 38.7 0.388300835654596 2105.3972 0
"Vulpes_zerda" 38.8 0.42014468558709 1878.788155 0
"Wiedomys_cerradensis" NA 0.428076256499133 589.3882991 0
"Zalophus_californianus" 38.1 0.565616045845272 5306.69155 0
"Ziphius_cavirostris" NA 0.5 6460.5 0
