Species-ID,Order,Species name,IUCN name,Tree name,HWI,Sample size,Body mass (log),Range Size,Island,Migration-1,Migration-2,Migration-3,Territoriality,Diet,Habitat,Latitude,AnnualTemp,TempRange,AnnualPrecip,PrecipRange,Synonym,Notes
12563,Cuculiformes,Centropus goliath,Centropus goliath,Centropus_goliath,"9,179582741",4,"2,69846593",11,1,Not a Migrant,2,resident,weak,invertebrates,2,"0,2","26,00795385","8,445741538","1966,068462","135,7758308",,
12564,Cuculiformes,Centropus grillii,Centropus grillii,Centropus_grillii,"21,01308147",4,"2,089481203",1127,"0,004436557",Not a Migrant,2,dispersive migratory,weak,invertebrates,2,"-1,18","24,25525823","18,15864802","1262,04331","227,591243",,
12565,Cuculiformes,Centropus viridis,Centropus viridis,Centropus_viridis,"14,74013102",4,"2,152288344",54,"0,611111111",Not a Migrant,1,resident,weak,invertebrates,2,"11,85","26,08288072","11,09714398","2675,90241","362,3986031",,
12566,Cuculiformes,Centropus bengalensis,Centropus bengalensis,Centropus_bengalensis,"18,59217974",4,"2,172923864",849,"0,183745583",Not a Migrant,1,resident,strong,invertebrates,2,"12,08","23,59059112","16,58148956","2067,625585","302,3149883",,
12567,Cuculiformes,Centropus violaceus,Centropus violaceus,Centropus_violaceus,"8,703096981",4,"2,698961318",15,"0,733333333",Not a Migrant,1,resident,strong,invertebrates,1,"-4,76","25,6026","8,387268947","3351,716842","290,254",,
12568,Cuculiformes,Centropus bernsteini,Centropus bernsteini,Centropus_bernsteini,"14,39282129",4,"2,209809806",70,"0,1",Not a Migrant,1,resident,strong,invertebrates,2,"-4,69","24,43991739","10,16679217","2781,435652","190,9613391",,
12569,Cuculiformes,Centropus phasianinus,Centropus phasianinus,Centropus_phasianinus,"11,74821436",4,"2,582040624",270,"0,055555556",Not a Migrant,1,resident,weak,invertebrates,2,"-17,88","24,43685506","21,94956566","1068,043674","180,2260114",,
12570,Cuculiformes,Centropus spilopterus,Centropus spilopterus,Centropus_spilopterus,"19,39914163",1,"2,388030116",2,1,Not a Migrant,1,resident,strong,invertebrates,1,"-5,3","26,7625","8,575","2455,875","266,687625",Centropus_burchellii,
12571,Cuculiformes,Centropus andamanensis,Centropus andamanensis,Centropus_andamanensis,"11,2122918",4,"2,369215857",7,1,Not a Migrant,1,resident,strong,invertebrates,2,"10,35","26,87064","8,50075","2653,299","382,935607",,
12572,Cuculiformes,Carpococcyx radiceus,Carpococcyx radiceus,Carpococcyx_radiatus,"6,274783825",4,"2,695201396",75,"0,093333333",Not a Migrant,1,resident,strong,invertebrates,1,"0,21","25,82502444","9,17260037","2892,827259","190,5935941",,
12574,Cuculiformes,Carpococcyx renauldi,Carpococcyx renauldi,Carpococcyx_renauldi,"1,942666345",4,"2,740362689",68,0,Not a Migrant,1,resident,strong,invertebrates,1,"14,5","25,64119907","16,41125148","1765,336898","352,1035193",,
12575,Cuculiformes,Coua cristata,Coua cristata,Coua_cristata,"6,190489629",4,"2,167317335",53,0,Not a Migrant,1,resident,weak,invertebrates,1,-19,"23,66548235","17,43124235","1440,031871","295,5101839",,
12576,Cuculiformes,Coua verreauxi,Coua verreauxi,Coua_verreauxi,"10,20263651",4,"2,309097617",3,0,Not a Migrant,1,resident,weak,invertebrates,2,"-24,66","23,78865","20,39085","574,907875","103,9915225",,
12577,Cuculiformes,Coua caerulea,Coua caerulea,Coua_caerulea,"4,943537124",4,"2,387389826",23,0,Not a Migrant,1,resident,weak,invertebrates,1,"-18,88","22,10447368","15,80824211","1860,236184","298,15275",,
12578,Cuculiformes,Coua ruficeps,Coua ruficeps,Coua_ruficeps,"6,343119149",4,"2,255272505",27,0,Not a Migrant,1,resident,weak,invertebrates,2,"-19,92","24,97059744","19,28974359","1063,583128","289,6086267",,
12579,Cuculiformes,Coua reynaudii,Coua reynaudii,Coua_reynaudii,"1,892844967",4,"2,184691431",23,0,Not a Migrant,1,resident,weak,invertebrates,1,"-18,74","22,16888974","15,76176923","1851,684231","297,9266205",,
12580,Cuculiformes,Coua coquereli,Coua coquereli,Coua_coquereli,"2,973050723",4,"2,204119983",23,0,Not a Migrant,1,resident,weak,invertebrates,1,"-17,85","25,36022059","18,20009706","1280,020853","354,8984968",,
12581,Cuculiformes,Coua cursor,Coua cursor,Coua_cursor,"7,560734515",4,"2,041392685",10,0,Not a Migrant,1,resident,weak,invertebrates,2,"-23,92","23,86769231","20,76957692","587,0409231","123,3913027",,
12582,Cuculiformes,Coua gigas,Coua gigas,Coua_gigas,"5,744593981",4,"2,627365857",24,0,Not a Migrant,1,resident,weak,invertebrates,2,"-20,52","24,88354857","19,53881429","990,4877714","266,8541649",,
12583,Cuculiformes,Coua serriana,Coua serriana,Coua_serriana,"2,056133519",4,"2,46686762",16,0,Not a Migrant,1,resident,weak,fruit,1,"-15,12","23,53619333","14,33674667","2009,648","332,1771113",,
12584,Cuculiformes,Rhinortha chlorophaea,Rhinortha chlorophaea,Phaenicophaeus_chlorophaeus,"9,926037127",4,"1,709354776",156,"0,102564103",Not a Migrant,1,resident,strong,invertebrates,2,"1,59","26,00660468","9,816242809","2747,805447","220,1289443",,
12585,Cuculiformes,Ceuthmochares aereus,Ceuthmochares aereus,Ceuthmochares_aereus,"13,40220511",4,"1,818225894",683,"0,008784773",Not a Migrant,1,resident,strong,invertebrates,1,"-3,71","23,93898531","14,83886027","1479,057554","227,8121446",,
12586,Cuculiformes,Ceuthmochares australis,Ceuthmochares australis,NA,"15,58151222",4,"1,792391689",NA,NA,Not a Migrant,1,resident,strong,NA,1,NA,NA,NA,NA,NA,,
12587,Cuculiformes,Taccocua leschenaultii,Taccocua leschenaultii,Phaenicophaeus_leschenaultii,"11,21464087",4,"2,242268045",261,0,Not a Migrant,1,resident,strong,invertebrates,2,"21,21","25,58727756","25,9299306","1111,223852","318,3004717",,
12588,Cuculiformes,Zanclostomus javanicus,Zanclostomus javanicus,Phaenicophaeus_javanicus,"11,68413006",4,"2,037426498",173,"0,115606936",Not a Migrant,1,resident,strong,invertebrates,2,"0,83","25,98193011","10,10769755","2697,031822","231,2208993",,
12589,Cuculiformes,Rhamphococcyx calyorhynchus,Rhamphococcyx calyorhynchus,Phaenicophaeus_calyorhynchus,"12,08620816",4,"2,046690221",29,"0,206896552",Not a Migrant,1,resident,strong,invertebrates,2,"-2,09","25,34024727","10,27995164","2084,574727","188,7253545",,
12590,Cuculiformes,Phaenicophaeus curvirostris,Phaenicophaeus curvirostris,Phaenicophaeus_curvirostris,"10,65786892",4,"2,187520721",186,"0,193548387",Not a Migrant,1,resident,strong,invertebrates,1,"0,81","26,02239507","10,03238792","2679,715387","231,3385378",,
12591,Cuculiformes,Phaenicophaeus pyrrhocephalus,Phaenicophaeus pyrrhocephalus,Phaenicophaeus_pyrrhocephalus,"11,40892963",4,"2,046690221",8,0,Not a Migrant,1,resident,strong,invertebrates,1,"7,71","27,05474","10,67685","1755,51","294,8269587",,
12592,Cuculiformes,Phaenicophaeus sumatranus,Phaenicophaeus sumatranus,Phaenicophaeus_sumatranus,"10,6119291",4,"1,963504499",156,"0,128205128",Not a Migrant,1,resident,strong,invertebrates,1,"1,17","26,05788725","9,720790598","2779,806892","214,247506",,
12593,Cuculiformes,Phaenicophaeus viridirostris,Phaenicophaeus viridirostris,Phaenicophaeus_viridirostris,"15,44286966",4,"1,826074803",104,0,Not a Migrant,1,resident,strong,invertebrates,2,"15,44","26,65953354","19,39245044","1374,247886","368,1824103",,
12594,Cuculiformes,Phaenicophaeus diardi,Phaenicophaeus diardi,Phaenicophaeus_diardi,"9,769276069",4,"1,7930916",150,"0,1",Not a Migrant,1,resident,strong,invertebrates,1,"1,52","25,98684148","9,805563188","2748,979563","216,7900795",,
12595,Cuculiformes,Phaenicophaeus tristis,Phaenicophaeus tristis,Phaenicophaeus_tristis,"16,03892839",4,"2,068185862",386,"0,025906736",Not a Migrant,1,resident,strong,invertebrates,1,"17,2","22,97742103","19,26027272","1887,832174","335,6673578",,
12596,Cuculiformes,Dasylophus superciliosus,Dasylophus superciliosus,Phaenicophaeus_superciliosus,"9,990426082",4,"2,089905111",19,"0,421052632",Not a Migrant,1,resident,strong,invertebrates,2,"15,61","25,9363875","12,2078125","2693,212188","459,8111769",,
12597,Cuculiformes,Dasylophus cumingi,Lepidogrammus cumingi,Phaenicophaeus_cumingi,"6,830085201",4,"2,231622484",20,"0,45",Not a Migrant,1,resident,strong,invertebrates,1,"15,56","25,94892121","12,15909091","2739,54303","464,9078079",,
12598,Cuculiformes,Clamator coromandus,Clamator coromandus,Clamator_coromandus,"26,44210595",4,"1,872680607",514,"0,013618677",Full Migrant,3,directional migratory,none,invertebrates,2,"24,19","19,19145399","24,49304463","1539,34515","296,2496548",,
12599,Cuculiformes,Clamator glandarius,Clamator glandarius,Clamator_glandarius,"41,90002714",4,"2,155336037",1128,"0,00177305",Full Migrant,3,directional migratory,none,invertebrates,2,"2,89","22,93694047","22,00806137","862,2253292","176,1721302",,
12600,Cuculiformes,Clamator levaillantii,Clamator levaillantii,Clamator_levaillantii,"26,79298498",4,"2,086359831",827,"0,004836759",Full Migrant,3,directional migratory,none,invertebrates,2,"-4,26","23,53036658","20,98618294","955,546871","206,0754199",,
12601,Cuculiformes,Clamator jacobinus,Clamator jacobinus,Clamator_jacobinus,"35,25717227",4,"1,89965638",1439,"0,002779708",Full Migrant,3,directional migratory,none,invertebrates,2,"3,29","23,99125887","22,70223445","947,1377675","215,983719",,
12602,Cuculiformes,Coccycua minuta,Coccycua minuta,Coccycua_minuta,"14,61344127",9,"1,59439255",792,"0,001262626",Not a Migrant,1,resident,weak,invertebrates,1,"-3,93","25,32809472","13,70888336","2119,959842","262,5139041",,
12603,Cuculiformes,Coccycua pumila,Coccycua pumila,Coccycua_pumila,"26,75804997",4,"1,56937391",91,0,Not a Migrant,1,resident,weak,invertebrates,2,"7,08","25,29357778","12,5919394","1883,070171","264,2411614",,
12604,Cuculiformes,Coccycua cinerea,Coccycua cinerea,Coccycua_cinerea,"24,55007803",4,"1,613207352",221,0,Full Migrant,3,directional migratory,weak,invertebrates,2,"-27,92","19,87043715","23,8209566","1099,333434","99,32016215",,
12605,Cuculiformes,Piaya cayana,Piaya cayana,Piaya_cayana,"11,2998413",13,"2,008515008",1296,"0,005401235",Not a Migrant,1,resident,weak,invertebrates,1,"-5,4","24,18561374","15,4231776","1803,09503","234,6066302",,
12606,Cuculiformes,Piaya melanogaster,Piaya melanogaster,Piaya_melanogaster,"8,833766088",8,"2,0120776",448,0,Not a Migrant,1,resident,weak,invertebrates,1,"-2,77","25,53436495","12,77107826","2368,615241","253,899312",,
12607,Cuculiformes,Coccyzus melacoryphus,Coccyzus melacoryphus,Coccyzus_melacoryphus,"28,22090323",10,"1,696443763",1217,"0,006573541",Full Migrant,1,directional migratory,weak,invertebrates,1,"-9,45","24,06029273","15,63544063","1768,23861","220,7901957",,
12608,Cuculiformes,Coccyzus americanus,Coccyzus americanus,Coccyzus_americanus,"42,99572377",4,"1,806179974",846,"0,086288416",Full Migrant,3,directional migratory,weak,invertebrates,1,"34,66","14,60161596","33,99516571","903,1124279","85,54707652",,
12609,Cuculiformes,Coccyzus euleri,Coccyzus euleri,Coccyzus_euleri,"33,90160654",9,"1,718501689",796,0,Full Migrant,3,directional migratory,weak,invertebrates,1,"-7,34","24,85520046","14,9027113","1744,172588","249,3063219",,
12610,Cuculiformes,Coccyzus minor,Coccyzus minor,Coccyzus_minor,"29,64539545",4,"1,805432888",237,"0,299578059",Full Migrant,2,resident,weak,invertebrates,2,"17,8","24,67467456","15,47156556","1546,579743","229,4825759",,
12611,Cuculiformes,Coccyzus ferrugineus,Coccyzus ferrugineus,Coccyzus_ferrugineus,"29,0825998",4,"1,84509804",1,1,Full Migrant,1,resident,weak,invertebrates,1,"5,68",NA,NA,NA,NA,,
12612,Cuculiformes,Coccyzus erythropthalmus,Coccyzus erythropthalmus,Coccyzus_erythropthalmus,"40,74626732",4,"1,706717782",891,"0,03030303",Full Migrant,3,directional migratory,weak,invertebrates,1,"43,2","7,757136098","40,84584628","824,9940577","61,63883106",,
12613,Cuculiformes,Coccyzus lansbergi,Coccyzus lansbergi,Coccyzus_lansbergi,"25,25088238",4,"1,701567985",51,0,Full Migrant,3,directional migratory,weak,invertebrates,2,"5,41","24,03143247","11,95875364","1299,478178","186,1940267",,
12614,Cuculiformes,Coccyzus pluvialis,Coccyzus pluvialis,Coccyzus_pluvialis,"12,80223681",4,"2,212187604",5,1,Altitudinal Migrant,1,resident,weak,vertebrates,2,"18,38","25,035275","10,173225","1723,065","202,2754",,
12615,Cuculiformes,Coccyzus rufigularis,Coccyzus rufigularis,Coccyzus_rufigularis,"13,68849249",4,"2,10720997",6,0,Not a Migrant,1,resident,weak,vertebrates,1,"18,97","24,18281429","15,25267143","1298,024286","154,3939857",,
12616,Cuculiformes,Coccyzus vetula,Coccyzus vetula,Coccyzus_vetula,"11,47648657",4,"1,982271233",5,1,Altitudinal Migrant,1,resident,weak,vertebrates,1,"18,38","25,035275","10,173225","1723,065","202,2754",,
12617,Cuculiformes,Coccyzus merlini,Coccyzus merlini,Coccyzus_merlini,"12,78912865",4,"2,22940024",23,"0,47826087",Not a Migrant,2,resident,weak,omnivore,1,"22,07","25,18993243","15,15128919","1243,404108","166,4632378",,
12618,Cuculiformes,Coccyzus vieilloti,Coccyzus vieilloti,Coccyzus_vieilloti,"13,68511077",4,"1,913283902",7,1,Not a Migrant,1,resident,weak,omnivore,2,"18,46","25,150825","12,985425","1556,065","138,200075",,
12619,Cuculiformes,Coccyzus longirostris,Coccyzus longirostris,Coccyzus_longirostris,"12,48197723",4,2,9,0,Not a Migrant,1,resident,weak,invertebrates,2,"18,79","24,84316667","14,03246667","1393,193143","157,1743381",,
12620,Cuculiformes,Pachycoccyx audeberti,Pachycoccyx audeberti,Pachycoccyx_audeberti,"37,60669407",4,"2,012204296",398,"0,010050251",Not a Migrant,1,resident,none,invertebrates,2,"-11,15","22,61092962","18,78479841","1121,269664","205,8618498",,
12621,Cuculiformes,Microdynamis parva,Microdynamis parva,Microdynamis_parva,"19,28507238",4,"1,674125983",87,"0,114942529",Not a Migrant,2,resident,none,fruit,1,"-6,96","24,40734776","10,7673306","2810,636716","203,0550493",,
12622,Cuculiformes,Eudynamys scolopaceus,Eudynamys scolopaceus,Eudynamys_scolopaceus,"31,36645392",8,"2,289856403",1377,"0,164851126",Full Migrant,2,directional migratory,none,fruit,2,"9,67","22,79268348","20,44914484","1665,095","261,2530552",,
12623,Cuculiformes,Eudynamys melanorhynchus, NA,Eudynamys_melanorhynchus,"23,69666014",4,"2,289856403",31,"0,225806452",NA,1,resident,none,fruit,2,"-2,18","25,40999344","10,25914098","2071,027705","190,0047721",,
12624,Cuculiformes,Eudynamys orientalis,Eudynamys orientalis,Eudynamys_orientalis,"24,20441303",4,"2,289856403",11,1,Full Migrant,1,directional migratory,none,fruit,2,"-5,64",NA,NA,NA,NA,,
12625,Cuculiformes,Urodynamis taitensis,Urodynamis taitensis,Eudynamys_taitensis,"44,80819055",4,"2,068185862",32,"0,15625",Full Migrant,3,directional migratory,none,invertebrates,1,"-40,74","11,49381231","18,84339615","1720,995519","77,95966731",,
12626,Cuculiformes,Scythrops novaehollandiae,Scythrops novaehollandiae,Scythrops_novaehollandiae,"45,10077708",4,"2,835049752",271,"0,099630996",Full Migrant,3,directional migratory,none,fruit,2,"-15,08","23,80311157","18,51898736","1496,079861","180,6884247",,
12627,Cuculiformes,Chrysococcyx maculatus,Chrysococcyx maculatus,Chrysococcyx_maculatus,"44,32390777",4,"1,437433444",389,"0,002570694",Full Migrant,1,directional migratory,none,invertebrates,1,"24,27","18,36996696","23,77989495","1584,946191","318,2562715",,
12628,Cuculiformes,Chrysococcyx xanthorhynchus,Chrysococcyx xanthorhynchus,Chrysococcyx_xanthorhynchus,"41,02031078",4,"1,349665984",489,"0,153374233",Full Migrant,1,directional migratory,none,invertebrates,1,"8,5","25,47795904","13,39612541","2393,818242","310,0107154",,
12629,Cuculiformes,Chrysococcyx caprius,Chrysococcyx caprius,Chrysococcyx_caprius,"38,53822911",4,"1,515741417",1708,"0,0029274",Full Migrant,1,directional migratory,none,invertebrates,2,"-2,37","23,88461908","20,10241809","1001,482649","189,3462738",,
12630,Cuculiformes,Chrysococcyx klaas,Chrysococcyx klaas,Chrysococcyx_klaas,"36,56417782",4,"1,437274797",1422,"0,004219409",Full Migrant,1,directional migratory,none,invertebrates,2,"-2,59","23,80848539","18,97549739","1156,099893","212,4006443",,
12631,Cuculiformes,Chrysococcyx flavigularis,Chrysococcyx flavigularis,Chrysococcyx_flavigularis,"28,19039292",4,"1,465234095",274,0,Not a Migrant,1,resident,none,invertebrates,1,"-0,18","24,20233058","12,64264058","1697,966194","178,2953297",,
12632,Cuculiformes,Chrysococcyx cupreus,Chrysococcyx cupreus,Chrysococcyx_cupreus,"38,28058379",4,"1,57634135",1140,"0,006140351",Full Migrant,1,directional migratory,none,invertebrates,2,"-2,03","23,79860433","17,63206691","1246,760052","219,3803579",,
12633,Cuculiformes,Chrysococcyx megarhynchus,Chalcites megarhynchus,Rhamphomantis_megarhynchus,"28,96907216",1,"1,498310554",27,"0,37037037",Not a Migrant,1,resident,none,invertebrates,1,"-6,68","24,32339231","11,28372308","2742,219231","203,9872538",,
12634,Cuculiformes,Chrysococcyx basalis,Chalcites basalis,Chrysococcyx_basalis,"40,60024741",4,"1,36398783",662,"0,00755287",Full Migrant,1,directional migratory,none,invertebrates,2,"-25,63","21,4946651","26,88758168","531,143583","90,4921351",,
12635,Cuculiformes,Chrysococcyx osculans,Chalcites osculans,Chrysococcyx_osculans,"39,7604983",4,"1,489958479",571,"0,001751313",Full Migrant,1,dispersive migratory,none,invertebrates,2,"-26,3","21,14879198","27,91806389","470,2074043","75,97657293",,
12636,Cuculiformes,Chrysococcyx ruficollis,Chalcites ruficollis,Chrysococcyx_ruficollis,"38,10526316",1,"1,322219295",45,"0,022222222",Not a Migrant,1,resident,none,invertebrates,1,"-7,15","22,40462759","11,41995793","3003,048966","190,3086655",,
12637,Cuculiformes,Chrysococcyx lucidus,Chalcites lucidus,Chrysococcyx_lucidus,"43,9623664",4,"1,388101202",285,"0,115789474",Full Migrant,1,directional migratory,none,invertebrates,2,"-25,16","19,37116454","19,33683799","1458,951788","127,8852388",,
12638,Cuculiformes,Chrysococcyx meyeri,Chalcites meyerii,Chrysococcyx_meyeri,"32,59391114",4,"1,288249226",74,"0,108108108",Not a Migrant,1,resident,none,invertebrates,1,"-6,81","23,99217679","10,71013786","2954,469107","195,209525",Chrysococcyx_meyerii,
12639,Cuculiformes,Chrysococcyx minutillus,Chalcites minutillus,Chrysococcyx_minutillus,"36,8969914",4,"1,269512944",320,"0,3",Full Migrant,1,directional migratory,none,invertebrates,1,"-5,9","25,45796178","13,13004534","2161,926382","223,2291701",,
12640,Cuculiformes,Chrysococcyx crassirostris,Chalcites crassirostris,Chrysococcyx_crassirostris,"39,76744186",1,"1,269512944",12,1,Full Migrant,NA,NA,NA,invertebrates,NA,NA,NA,NA,NA,NA,,
12641,Cuculiformes,Chrysococcyx russatus, NA,Chrysococcyx_russatus,"38,42947419",4,"1,269512944",53,"0,018867925",NA,2,NA,NA,invertebrates,1,NA,NA,NA,NA,NA,,
12642,Cuculiformes,Cacomantis pallidus,Heteroscenes pallidus,Cuculus_pallidus,"49,61568987",4,"1,94295007",705,"0,007092199",Full Migrant,1,directional migratory,none,invertebrates,2,NA,"21,44720575","26,98430938","524,2272848","88,32045225",,
12643,Cuculiformes,Cacomantis leucolophus,Caliechthrus leucolophus,Caliechthrus_leucolophus,"24,54619727",4,"2,030032705",69,"0,115942029",Not a Migrant,1,resident,none,invertebrates,1,"-6,64","24,00363929","10,79619143","2961,895536","195,9654357",,
12644,Cuculiformes,Cacomantis castaneiventris,Cacomantis castaneiventris,Cacomantis_castaneiventris,"37,69961952",4,"1,521138084",106,"0,169811321",Not a Migrant,1,directional migratory,none,invertebrates,1,"-6,26","24,89150633","10,5623343","2736,621772","202,5147046",,
12645,Cuculiformes,Cacomantis flabelliformis,Cacomantis flabelliformis,Cacomantis_flabelliformis,"43,17368551",4,"1,697229343",294,"0,156462585",Full Migrant,1,directional migratory,none,invertebrates,2,"-25,73","19,54610082","21,31500559","1184,128735","114,7529357",,
12646,Cuculiformes,Cacomantis sonneratii,Cacomantis sonneratii,Cacomantis_sonneratii,"33,23258962",4,"1,5289167",559,"0,04293381",Full Migrant,1,dispersive migratory,none,invertebrates,1,"13,83","24,11249457","18,26783459","1929,043864","321,639673",,
12647,Cuculiformes,Cacomantis merulinus,Cacomantis merulinus,Cacomantis_merulinus,"32,48461319",8,"1,403120521",536,"0,145522388",Full Migrant,1,directional migratory,none,invertebrates,2,"13,96","24,35435236","17,96900888","1927,310154","315,3466712",,
12648,Cuculiformes,Cacomantis passerinus,Cacomantis passerinus,Cacomantis_passerinus,"32,89425095",4,"1,403120521",245,0,Full Migrant,1,directional migratory,none,invertebrates,2,"21,2","24,96356066","24,90238867","1299,456317","351,1135229",,
12649,Cuculiformes,Cacomantis variolosus,Cacomantis variolosus,Cacomantis_variolosus,"39,4816578",4,"1,553276046",420,"0,283333333",Not a Migrant,1,directional migratory,none,invertebrates,1,"-14,16","23,85667565","16,48795747","1797,424016","186,7607114",,
12650,Cuculiformes,Cacomantis sepulcralis, NA,Cacomantis_sepulcralis,"37,12477821",4,"1,553276046",248,"0,322580645",NA,1,resident,none,invertebrates,1,"1,81","25,92045357","10,37066763","2548,588697","250,9673547",,
12651,Cuculiformes,Cacomantis heinrichi,Cacomantis aeruginosus,Cacomantis_heinrichi,"39,11775842",4,"1,533263517",8,1,Not a Migrant,1,resident,none,invertebrates,1,"0,58","25,98991818","8,506439091","2016,028182","136,5460455",,
12652,Cuculiformes,Cercococcyx mechowi,Cercococcyx mechowi,Cercococcyx_mechowi,"29,52226912",4,"1,745074792",273,"0,003663004",Not a Migrant,1,resident,none,invertebrates,1,"1,58","23,94546364","13,36767705","1732,757818","228,0208181",,
12653,Cuculiformes,Cercococcyx olivinus,Cercococcyx olivinus,Cercococcyx_olivinus,"32,46200514",4,"1,818885415",200,"0,005",Not a Migrant,1,resident,none,invertebrates,1,"-0,32","23,58482734","13,92078345","1740,113396","215,8996561",,
12654,Cuculiformes,Cercococcyx montanus,Cercococcyx montanus,Cercococcyx_montanus,"31,06011419",4,"1,764922985",147,"0,027210884",Altitudinal Migrant,1,resident,none,invertebrates,1,"-9,71","22,80535974","16,52001234","1072,167039","194,6717853",,
12655,Cuculiformes,Surniculus velutinus,Surniculus velutinus,Surniculus_velutinus,"25,87618145",4,"1,551571974",55,"0,618181818",Not a Migrant,1,resident,none,invertebrates,2,NA,NA,NA,NA,NA,,
12656,Cuculiformes,Surniculus lugubris,Surniculus lugubris,Surniculus_lugubris,"33,25154505",4,"1,472756449",738,"0,089430894",Full Migrant,1,directional migratory,none,invertebrates,2,"13,42","23,20526124","16,94752059","2010,808484","303,8241083",,
12657,Cuculiformes,Surniculus dicruroides,Surniculus dicruroides,NA,"34,58125983",4,NA,NA,NA,Full Migrant,1,directional migratory,none,NA,2,NA,NA,NA,NA,NA,,
12658,Cuculiformes,Surniculus musschenbroeki,Surniculus musschenbroeki,NA,"29,296875",2,NA,NA,NA,Not a Migrant,1,resident,none,NA,2,NA,NA,NA,NA,NA,,
12659,Cuculiformes,Hierococcyx vagans,Hierococcyx vagans,Cuculus_vagans,"26,94030111",4,"1,761175813",167,"0,089820359",Full Migrant,1,directional migratory,none,invertebrates,1,"1,13","26,00074681","10,32352035","2659,161525","241,2997867",,
12660,Cuculiformes,Hierococcyx sparverioides,Hierococcyx sparverioides,Cuculus_sparverioides,"32,71969338",4,"2,178976947",662,"0,03021148",Full Migrant,3,directional migratory,none,invertebrates,1,"21,03","19,03527997","22,87199637","1642,83673","246,8455562",,
12661,Cuculiformes,Hierococcyx bocki,Hierococcyx bocki,NA,"30,70447268",4,NA,NA,NA,Not a Migrant,1,resident,weak,NA,2,NA,NA,NA,NA,NA,,
12662,Cuculiformes,Hierococcyx varius,Hierococcyx varius,Cuculus_varius,"34,94873606",4,"2,012837225",246,0,Full Migrant,1,directional migratory,none,invertebrates,2,"21,92","24,96692801","25,20280604","1327,498837","350,2608015",,
12663,Cuculiformes,Hierococcyx hyperythrus,Hierococcyx hyperythrus,NA,"36,65109724",4,NA,NA,NA,Full Migrant,3,directional migratory,none,NA,1,"-25,73",NA,NA,NA,NA,,
12664,Cuculiformes,Hierococcyx pectoralis,Hierococcyx pectoralis,NA,"27,39272434",6,NA,NA,NA,Not a Migrant,1,resident,none,NA,1,NA,NA,NA,NA,NA,,
12665,Cuculiformes,Hierococcyx fugax,Hierococcyx fugax,Cuculus_fugax,"30,02184851",4,"1,901458321",1033,"0,056147144",Not a Migrant,1,resident,none,invertebrates,1,"21,8","18,38539979","24,63077093","1698,832379","253,3263825",,
12666,Cuculiformes,Hierococcyx nisicolor,Hierococcyx nisicolor,NA,"33,95855056",4,NA,NA,NA,Full Migrant,3,directional migratory,none,NA,1,NA,NA,NA,NA,NA,,
12667,Cuculiformes,Cuculus clamosus,Cuculus clamosus,Cuculus_clamosus,"41,13797615",8,"1,896526217",1234,"0,004051864",Full Migrant,3,directional migratory,none,invertebrates,2,"-2,84","23,7171742","19,08812352","1176,777407","214,8665903",,
12668,Cuculiformes,Cuculus solitarius,Cuculus solitarius,Cuculus_solitarius,"38,62461005",4,"1,884965198",1121,"0,005352364",Full Migrant,2,directional migratory,none,invertebrates,2,"-5,44","23,10399344","18,2851561","1205,048589","209,8031279",,
12669,Cuculiformes,Cuculus poliocephalus,Cuculus poliocephalus,Cuculus_poliocephalus,"48,26412713",4,"1,668012972",529,"0,028355388",Full Migrant,3,directional migratory,none,invertebrates,1,"32,37","13,05580763","31,77117872","1195,993996","213,6736148",,
12670,Cuculiformes,Cuculus crassirostris,Cuculus crassirostris,Cuculus_crassirostris,"28,39805825",1,"1,914237348",21,"0,095238095",Altitudinal Migrant,1,resident,none,invertebrates,1,"19,83","25,83013722","22,50273667","1524,708439","365,299084",,
12671,Cuculiformes,Cuculus micropterus,Cuculus micropterus,Cuculus_micropterus,"45,10140643",8,"1,948168362",1084,"0,024907749",Full Migrant,1,directional migratory,none,invertebrates,1,"22,02","19,65352445","25,48758139","1541,742448","271,4677443",,
12672,Cuculiformes,Cuculus rochii,Cuculus rochii,Cuculus_rochii,"45,78599043",4,"1,797267541",55,0,Full Migrant,3,directional migratory,none,invertebrates,2,"-18,83","23,44737701","17,4902931","1471,751586","304,3076009",,
12673,Cuculiformes,Cuculus gularis,Cuculus gularis,Cuculus_gularis,"48,48396658",4,"2,012837225",1198,0,Full Migrant,2,directional migratory,none,invertebrates,2,"-2,84","23,77901368","21,19102623","979,7956038","201,8923565",,
12674,Cuculiformes,Cuculus saturatus,Cuculus saturatus,Cuculus_saturatus,"47,79596781",4,"1,939519253",257,"0,050583658",Full Migrant,3,directional migratory,none,invertebrates,1,"42,69","4,195918169","40,91417551","962,940563","129,4363324",,
12675,Cuculiformes,Cuculus optatus,Cuculus saturatus,Cuculus_optatus,"49,84968501",4,"1,995635195",1087,"0,023919043",NA,3,directional migratory,none,invertebrates,1,NA,NA,NA,NA,NA,,
12676,Cuculiformes,Cuculus lepidus,Cuculus lepidus,Cuculus_lepidus,"42,36678715",4,"1,939519253",174,"0,367816092",Not a Migrant,1,resident,none,invertebrates,1,NA,NA,NA,NA,NA,,
12677,Cuculiformes,Cuculus canorus,Cuculus canorus,Cuculus_canorus,"49,20162664",4,"2,046729222",3301,"0,01423811",Full Migrant,3,directional migratory,none,invertebrates,2,"47,69","4,306983885","40,67428551","593,855007","82,91258889",,
