"","species_name","ability_to_dive","GhAhSkew","fAn","fGn"
"Numida_meleagris","Numida_meleagris","Non-diving","0.52938178364501","0.125209730909483","0.400386541537791"
"Nymphicus_hollandicus","Nymphicus_hollandicus","Non-diving","0.564477254295816","0.112187212196209","0.398256418193411"
"Oenanthe_oenanthe","Oenanthe_oenanthe","Non-diving","0.570462943285949","0.115404188124622","0.413321582149949"
"Onychorhynchus_coronatus","Onychorhynchus_coronatus","Non-diving","0.366358851984432","0.182464189237263","0.395648163034714"
"Oreocharis_arfaki","Oreocharis_arfaki","Non-diving","0.0912959216038749","0.187199883805033","0.221359978788717"
"Oreomystis_bairdi","Oreomystis_bairdi","Non-diving","0.446400250491576","0.138693639933877","0.359732491047661"
"Oreopsar_bolivianus","Oreopsar_bolivianus","Non-diving","0.500146518285168","0.131255236960311","0.384526367165271"
"Oreotrochilus_melanogaster","Oreotrochilus_melanogaster","Non-diving","0.568040165204839","0.11165677587178","0.407509326918541"
"Origma_solitaria","Origma_solitaria","Non-diving","0.551035987127358","0.117056803781835","0.399345814110857"
"Oriolus_chinensis","Oriolus_chinensis","Non-diving","0.43933055587169","0.117987610555248","0.306039294038679"
"Oriolus_oriolus","Oriolus_oriolus","Non-diving","0.372962458861381","0.135119024216064","0.296717723206577"
"Orthonyx_spaldingii","Orthonyx_spaldingii","Non-diving","0.475669304927834","0.13377319849106","0.37148248892364"
"Otidiphaps_nobilis","Otidiphaps_nobilis","Non-diving","0.346739055691825","0.17284409605891","0.353359117535427"
"Otis_tarda","Otis_tarda","Non-diving","0.461225395046019","0.14338772648546","0.393413697402666"
"Otus_bakkamoena","Otus_bakkamoena","Non-diving","0.307999523396344","0.178275226606994","0.336336833944892"
"Otus_scops","Otus_scops","Non-diving","0.581626400578258","0.107589860744796","0.401144025245685"
"Otus_sunia","Otus_sunia","Non-diving","0.581626400578258","0.107549613329104","0.40102222385609"
"Oxyruncus_cristatus","Oxyruncus_cristatus","Non-diving","0.282250077333692","0.203110331682407","0.361241718399751"
"Pachycephala_philippinensis","Pachycephala_philippinensis","Non-diving","0.00022761615947845","0.217307157354432","0.21646730037733"
"Pachyramphus_minor","Pachyramphus_minor","Non-diving","0.246119322094867","0.221981286520845","0.362875434332196"
"Padda_oryzivora","Padda_oryzivora","Non-diving","0.581696927819376","0.0914715374935613","0.336120588900455"
"Panurus_biarmicus","Panurus_biarmicus","Non-diving","0.408332922691573","0.166522975185335","0.389839256122615"
"Paradisaea_raggiana","Paradisaea_raggiana","Non-diving","0.278668651650174","0.154532279757794","0.277685730663096"
"Paradoxornis_fulvifrons","Paradoxornis_fulvifrons","Non-diving","0.313237890859448","0.1837410523997","0.356669361746789"
"Pardalotus_punctatus","Pardalotus_punctatus","Non-diving","0.527121090413256","0.123763030752036","0.396537562508444"
"Parophasma_galinieri","Parophasma_galinieri","Non-diving","0.472103807566204","0.129541536373399","0.359403182651842"
"Paroreomyza_montana","Paroreomyza_montana","Non-diving","0.47016808184671","0.130022209457878","0.353857160548396"
"Parus_major","Parus_major","Non-diving","0.690266557334938","0.0828116034990629","0.455393302781899"
"Parus_monticolus","Parus_monticolus","Non-diving","0.716250984420312","0.0774326775280373","0.464804665324945"
"Passer_ammodendri","Passer_ammodendri","Non-diving","0.538886785757109","0.119230823111923","0.385126777864888"
"Passer_domesticus","Passer_domesticus","Non-diving","0.588094878661605","0.0949331856121061","0.367402169559477"
"Passer_montanus","Passer_montanus","Non-diving","0.618189429399149","0.0895445307146654","0.369197285293459"
"Pelecanoides_urinatrix","Pelecanoides_urinatrix","Procellariiformes","0.298228528693649","0.176481553380013","0.325001251810245"
"Penelopides_panini","Penelopides_panini","Non-diving","0.642666335559089","0.0952462026784576","0.419776766059159"
"Pericrocotus_ethologus","Pericrocotus_ethologus","Non-diving","0.179331647492061","0.177199756167319","0.25819285787083"
"Petroica_australis","Petroica_australis","Non-diving","0.489207193143655","0.131772573615019","0.383400455787731"
"Petroica_goodenovii","Petroica_goodenovii","Non-diving","0.488532468979889","0.130943082396488","0.378125775433277"
"Petroica_macrocephala","Petroica_macrocephala","Non-diving","0.486745445127593","0.13035640168018","0.376835022000211"
"Petroica_phoenicea","Petroica_phoenicea","Non-diving","0.411491712863429","0.153224276444002","0.367312156826229"
"Peucedramus_taeniatus","Peucedramus_taeniatus","Non-diving","0.546089734178843","0.115243666881744","0.395497625789482"
"Phaethornis_malaris","Phaethornis_malaris","Non-diving","0.431169478153071","0.138478860499665","0.34662695400993"
"Phainopepla_nitens","Phainopepla_nitens","Non-diving","0.315224987892504","0.1669979915962","0.304254071369118"
"Phalacrocorax_auritus","Phalacrocorax_auritus","Suliformes","0.603752495623486","0.0927895346571603","0.377500519169916"
"Phalacrocorax_carbo","Phalacrocorax_carbo","Suliformes","0.498211553680077","0.119162450404247","0.354641434094419"
"Phalcoboenus_australis","Phalcoboenus_australis","Non-diving","0.659226332640177","0.0906268681881937","0.442206027938472"
"Philesturnus_carunculatus","Philesturnus_carunculatus","Non-diving","0.467559801974045","0.130417881716249","0.357656540608694"
"Phoenicurus_auroreus","Phoenicurus_auroreus","Non-diving","0.575227077384196","0.112465769306791","0.412198472863608"
"Phoenicurus_frontalis","Phoenicurus_frontalis","Non-diving","0.532881914540731","0.122351975364549","0.395701106550224"
"Phylloscopus_borealis","Phylloscopus_borealis","Non-diving","0.580410088898804","0.113728936772902","0.425907042745564"
"Phylloscopus_fuscatus","Phylloscopus_fuscatus","Non-diving","0.499030802236509","0.130544576959106","0.385691044144242"
"Phylloscopus_inornatus","Phylloscopus_inornatus","Non-diving","0.527072203086045","0.113920415279991","0.36474317020917"
"Phylloscopus_proregulus","Phylloscopus_proregulus","Non-diving","0.594766088265799","0.103276328287007","0.399101835312519"
"Phylloscopus_tenellipes","Phylloscopus_tenellipes","Non-diving","0.601934534157377","0.105525889416303","0.426733519139936"
"Piaya_cayana","Piaya_cayana","Non-diving","0.444004898580221","0.123837989365606","0.320951228299832"
"Pica_pica","Pica_pica","Non-diving","0.279309236050904","0.171777947180914","0.305333431548296"
"Picathartes_gymnocephalus","Picathartes_gymnocephalus","Non-diving","0.49275799294166","0.137179060137303","0.402930602194612"
"Picumnus_innominatus","Picumnus_innominatus","Non-diving","0.613033741546951","0.0993907333886245","0.41323787663087"
"Picus_canus","Picus_canus","Non-diving","0.618838062339217","0.117389445375714","0.496322510160588"
"Pinicola_enucleator","Pinicola_enucleator","Non-diving","0.388721008171755","0.143566649308327","0.324565647741919"
"Pionites_leucogaster","Pionites_leucogaster","Non-diving","0.590060101423558","0.104272141258341","0.400974722255561"
"Piranga_bidentata","Piranga_bidentata","Non-diving","0.48855444981627","0.132677254731985","0.377787006932304"
"Piranga_erythrocephala","Piranga_erythrocephala","Non-diving","0.386068980087545","0.163772795288339","0.36142297973644"
"Piranga_flava","Piranga_flava","Non-diving","0.524219751450049","0.126716922767034","0.395615972767328"
"Piranga_hepatica","Piranga_hepatica","Non-diving","0.585677327747432","0.110137955238076","0.411071997066824"
"Piranga_leucoptera","Piranga_leucoptera","Non-diving","0.486568369147845","0.136303710404316","0.392372073948333"
"Piranga_ludoviciana","Piranga_ludoviciana","Non-diving","0.449752395441844","0.148197855186881","0.375179713744926"
"Piranga_lutea","Piranga_lutea","Non-diving","0.487044725330146","0.137287864216861","0.381224543332572"
"Piranga_olivacea","Piranga_olivacea","Non-diving","0.530957535809412","0.124891889640558","0.400876269768522"
"Piranga_roseogularis","Piranga_roseogularis","Non-diving","0.519297221259596","0.128586136010111","0.393621741640162"
"Piranga_rubra","Piranga_rubra","Non-diving","0.558112124658787","0.118278710866224","0.406417382026482"
"Piranga_rubriceps","Piranga_rubriceps","Non-diving","0.476030995561928","0.143578907549338","0.391765321285274"
"Pitta_sordida","Pitta_sordida","Non-diving","0.568808172764779","0.117916875795833","0.431184308208693"
"Platysteira_castanea","Platysteira_castanea","Non-diving","0.491251004389917","0.106904584560789","0.320639350685111"
"Ploceus_nigricollis","Ploceus_nigricollis","Non-diving","0.543930400433438","0.11762795889016","0.395329010817802"
"Podoces_hendersoni","Podoces_hendersoni","Non-diving","0.333285847040515","0.16968790987372","0.335658061378103"
"Poicephalus_senegalus","Poicephalus_senegalus","Non-diving","0.625451478644663","0.0952633582246371","0.416237801366867"
"Polioptila_caerulea","Polioptila_caerulea","Non-diving","0.463372436932384","0.126918017383522","0.348446027077529"
"Pomatorhinus_ruficollis","Pomatorhinus_ruficollis","Non-diving","0.493936802460284","0.128236883278667","0.386955841552218"
"Pomatostomus_ruficeps","Pomatostomus_ruficeps","Non-diving","0.37067283280191","0.180789061965311","0.388143771558781"
"Porphyrio_hochstetteri","Porphyrio_hochstetteri","Non-diving","0.578137224885712","0.0901407834587848","0.348766451469603"
"Primolius_couloni","Primolius_couloni","Non-diving","0.487261487950037","0.130998068964423","0.3819101692381"
"Primolius_maracana","Primolius_maracana","Non-diving","0.458108962577245","0.136495367728057","0.369072467969161"
"Prodotiscus_insignis","Prodotiscus_insignis","Non-diving","0.333420439139431","0.174094108296426","0.34551152993162"
"Progne_chalybea","Progne_chalybea","Non-diving","0.559829554551267","0.106851992831475","0.37701856776159"
"Prosthemadera_novaeseelandiae","Prosthemadera_novaeseelandiae","Non-diving","0.264706287640791","0.177321357630263","0.306671900591905"
"Prunella_fulvescens","Prunella_fulvescens","Non-diving","0.444981668936052","0.13612231447514","0.355404512666125"
"Prunella_himalayana","Prunella_himalayana","Non-diving","0.481562886416396","0.124313034570771","0.350048512159957"
"Prunella_montanella","Prunella_montanella","Non-diving","0.404121040619892","0.148158716538785","0.341236683745925"
"Prunella_rubeculoides","Prunella_rubeculoides","Non-diving","0.447741248428191","0.133917120196888","0.35179060368822"
"Prunella_strophiata","Prunella_strophiata","Non-diving","0.436772123420893","0.137286157350725","0.352768184194681"
"Pseudoleistes_guirahuro","Pseudoleistes_guirahuro","Non-diving","0.498970311338613","0.129680338236062","0.380734796339967"
"Pseudoleistes_virescens","Pseudoleistes_virescens","Non-diving","0.503260516669512","0.131100028285105","0.387822558384973"
"Pseudonestor_xanthophrys","Pseudonestor_xanthophrys","Non-diving","0.470282856749517","0.133644423687526","0.36349013719602"
"Pseudopodoces_humilis","Pseudopodoces_humilis","Non-diving","0.559313218407136","0.114779089807022","0.406456272918179"
"Psittacula_alexandri","Psittacula_alexandri","Non-diving","0.566961753015293","0.104337289896327","0.368060864993643"
"Psittacula_cyanocephala","Psittacula_cyanocephala","Non-diving","0.58519007563","0.0962688173549678","0.365575383876936"
"Psittacula_derbiana","Psittacula_derbiana","Non-diving","0.549503020716771","0.108202947732749","0.365186533263854"
"Psittacula_eupatria","Psittacula_eupatria","Non-diving","0.618023922837998","0.0904028741623453","0.382959460443891"
"Psittacula_roseata","Psittacula_roseata","Non-diving","0.625281483292035","0.0861886621115232","0.371844215139178"
"Psittirostra_psittacea","Psittirostra_psittacea","Non-diving","0.450545008549617","0.137118763466748","0.358592151037748"
"Psittrichas_fulgidus","Psittrichas_fulgidus","Non-diving","0.651463227828256","0.0840891078183759","0.395647419920637"
"Psophia_crepitans","Psophia_crepitans","Non-diving","0.56310493128955","0.11156528237762","0.398168744974122"
"Pterocles_burchelli","Pterocles_burchelli","Non-diving","0.312472613029727","0.184284650995285","0.349667914644969"
"Pteruthius_melanotis","Pteruthius_melanotis","Non-diving","0.363348537143895","0.149720639911712","0.313211977556197"
"Ptilorrhoa_caerulescens","Ptilorrhoa_caerulescens","Non-diving","0.459000838053211","0.119485235334663","0.315436739994061"
"Ptilorrhoa_leucosticta","Ptilorrhoa_leucosticta","Non-diving","0.507916883825768","0.101347395668404","0.305819845441338"
"Pycnonotus_jocosus","Pycnonotus_jocosus","Non-diving","0.440262407724554","0.134145133630087","0.340004787161257"
"Pycnonotus_melanicterus","Pycnonotus_melanicterus","Non-diving","0.450012469740538","0.132221354054136","0.350867951359168"
"Pycnonotus_sinensis","Pycnonotus_sinensis","Non-diving","0.507085629802925","0.115347496489955","0.350336156209777"
"Pycnonotus_taivanus","Pycnonotus_taivanus","Non-diving","0.502813031730756","0.116906860894219","0.349609029775995"
"Pycnonotus_xanthorrhous","Pycnonotus_xanthorrhous","Non-diving","0.458765622805113","0.12684589802015","0.345733877693515"
"Pygoscelis_adeliae","Pygoscelis_adeliae","Sphenisciformes","0.590638068127526","0.10714051660131","0.426178066765719"
"Pygoscelis_antarcticus","Pygoscelis_antarcticus","Sphenisciformes","0.606182256815431","0.103631859762815","0.423144379398632"
"Pygoscelis_papua","Pygoscelis_papua","Sphenisciformes","0.646541174980029","0.0943710666333058","0.439031034163983"
"Pyrrhocorax_graculus","Pyrrhocorax_graculus","Non-diving","0.226437591258065","0.171031231512581","0.277372406680579"
"Pyrrhocorax_pyrrhocorax","Pyrrhocorax_pyrrhocorax","Non-diving","0.245637770422488","0.176983175624551","0.285966828758661"
"Pyrrhula_pyrrhula","Pyrrhula_pyrrhula","Non-diving","0.493830076662183","0.126255893968935","0.37494357444312"
"Pyrrhura_rupicola","Pyrrhura_rupicola","Non-diving","0.671509653602203","0.0812829848360553","0.41228416424039"
"Quiscalus_mexicanus","Quiscalus_mexicanus","Non-diving","0.5204774632256","0.126386597580034","0.393856129678798"
"Quiscalus_quiscula","Quiscalus_quiscula","Non-diving","0.509408739523771","0.128500500823461","0.389178013625008"
"Regulus_calendula","Regulus_calendula","Non-diving","0.3366750455151","0.152581313274247","0.304884122068969"
"Regulus_regulus","Regulus_regulus","Non-diving","0.306467612089053","0.150519102298233","0.282551003324562"
"Regulus_satrapa","Regulus_satrapa","Non-diving","0.291696901914965","0.157701758102351","0.286872845141295"
"Remiz_consobrinus","Remiz_consobrinus","Non-diving","0.798516283613599","0.0575002539283327","0.519020094291232"
"Rhabdornis_inornatus","Rhabdornis_inornatus","Non-diving","0.492579359156844","0.126636021360339","0.366828096627508"
"Rhagologus_leucostigma","Rhagologus_leucostigma","Non-diving","0.293889683118134","0.146855642951391","0.263810686120253"
"Rhea_americana","Rhea_americana","Non-diving","0.499729593249227","0.142643053716226","0.430024180803493"
"Rhea_pennata","Rhea_pennata","Non-diving","0.489507271686247","0.146779514050909","0.432028279101254"
"Rhegmatorhina_hoffmannsi","Rhegmatorhina_hoffmannsi","Non-diving","0.411308972764956","0.162132198140113","0.388945157944512"
"Rhinopomastus_cyanomelas","Rhinopomastus_cyanomelas","Non-diving","0.462117934475267","0.136036859446535","0.37307139351931"
"Rhipidura_dahli","Rhipidura_dahli","Non-diving","0.30906987426887","0.166842588694813","0.31598451476184"
"Rhipidura_fuliginosa","Rhipidura_fuliginosa","Non-diving","0.269333237964403","0.168977796807587","0.293524951559024"
"Rhodinocichla_rosea","Rhodinocichla_rosea","Non-diving","0.524364896528674","0.129425697560072","0.413097548055033"
"Rhynchopsitta_terrisi","Rhynchopsitta_terrisi","Non-diving","0.341861139151345","0.168807507940931","0.34581724935687"
"Rhynochetos_jubatus","Rhynochetos_jubatus","Non-diving","0.371052245412859","0.165190638070529","0.359809437639932"
"Rupicola_peruvianus","Rupicola_peruvianus","Non-diving","0.375949815829584","0.176841415948749","0.384415696950337"
"Sakesphorus_luctuosus","Sakesphorus_luctuosus","Non-diving","0.317997181135841","0.192623521850337","0.369178704432054"
"Saltator_similis","Saltator_similis","Non-diving","0.550683388196947","0.120235356432689","0.414665555525605"
"Sapayoa_aenigma","Sapayoa_aenigma","Non-diving","0.390993762066361","0.180652743872895","0.41368059303599"
"Sasia_ochracea","Sasia_ochracea","Non-diving","0.488603499771566","0.153701952420557","0.445988128181115"
"Sclerurus_mexicanus","Sclerurus_mexicanus","Non-diving","0.297854228462526","0.190062882224189","0.350173484193753"
"Scytalopus_superciliaris","Scytalopus_superciliaris","Non-diving","0.294048968294136","0.179032198104538","0.329828907300025"
"Serilophus_lunatus","Serilophus_lunatus","Non-diving","0.607589889383567","0.107757804991517","0.44112529929454"
"Serinus_albogularis","Serinus_albogularis","Non-diving","0.35160005960928","0.163008099332387","0.331705590998156"
"Serinus_canaria","Serinus_canaria","Non-diving","0.396281103039506","0.148899680531618","0.343082981984764"
"Sicalis_olivascens","Sicalis_olivascens","Non-diving","0.495998760376869","0.133372248821115","0.394865753492757"
"Sitta_carolinensis","Sitta_carolinensis","Non-diving","0.497151677264213","0.11598348329269","0.350062579285727"
"Sitta_europaea","Sitta_europaea","Non-diving","0.566969487893903","0.11137175922845","0.400135124825824"
"Sitta_himalayensis","Sitta_himalayensis","Non-diving","0.520453406496257","0.120926396911614","0.384481700414473"
"Sitta_nagaensis","Sitta_nagaensis","Non-diving","0.583445333705851","0.10680924294898","0.403335946407432"
"Sitta_villosa","Sitta_villosa","Non-diving","0.375516387424009","0.156506161390029","0.341955259541743"
"Smithornis_sharpei","Smithornis_sharpei","Non-diving","0.449025664710986","0.166333333875474","0.436175449052949"
"Spheniscus_demersus","Spheniscus_demersus","Sphenisciformes","0.660267570892368","0.0894055738069353","0.442070093175539"
"Spheniscus_humboldti","Spheniscus_humboldti","Sphenisciformes","0.622116093489071","0.100822365588488","0.433290380128056"
"Spheniscus_magellanicus","Spheniscus_magellanicus","Sphenisciformes","0.62020521378388","0.100755750527835","0.433198659302134"
"Spheniscus_mendiculus","Spheniscus_mendiculus","Sphenisciformes","0.617289438142055","0.102171846558578","0.432045610067373"
"Spilornis_cheela","Spilornis_cheela","Non-diving","0.617701920216728","0.100307186734952","0.42804328091741"
"Spizaetus_tyrannus","Spizaetus_tyrannus","Non-diving","0.555053259755088","0.121404885821183","0.423074444523077"
"Spizella_passerina","Spizella_passerina","Non-diving","0.554642347979885","0.119087537046792","0.4103831583621"
"Sporophila_hypoxantha","Sporophila_hypoxantha","Non-diving","0.554505918763562","0.122969703332103","0.418586007076961"
"Steatornis_caripensis","Steatornis_caripensis","Non-diving","0.467732459323013","0.130682003693688","0.361216501047548"
"Streptopelia_decaocto","Streptopelia_decaocto","Non-diving","0.397365054729033","0.161846226206971","0.37438565298082"
"Streptopelia_orientalis","Streptopelia_orientalis","Non-diving","0.453702265072752","0.146249537358847","0.392228481616345"
"Strigops_habroptila","Strigops_habroptila","Non-diving","0.263179518737758","0.179262448068364","0.311796575188162"
"Strix_uralensis","Strix_uralensis","Non-diving","0.516563154661813","0.128324602049388","0.399835565957146"
"Struthidea_cinerea","Struthidea_cinerea","Non-diving","0.445959357540372","0.131907854967111","0.343169080561899"
"Struthio_camelus","Struthio_camelus","Non-diving","0.406410554857354","0.147210671841895","0.355666246687847"
"Sturnus_cineraceus","Sturnus_cineraceus","Non-diving","0.614657404529039","0.092953152143708","0.383088021471241"
"Sturnus_sericeus","Sturnus_sericeus","Non-diving","0.650660617359532","0.0854720210298935","0.39718396302191"
"Sturnus_vulgaris","Sturnus_vulgaris","Non-diving","0.600230955702162","0.101196436958061","0.400566135118374"
"Sylvia_atricapilla","Sylvia_atricapilla","Non-diving","0.325448455145176","0.165964270201423","0.325214802695003"
"Sylvia_borin","Sylvia_borin","Non-diving","0.393112948728002","0.149640791502636","0.342427748239205"
"Sylviparus_modestus","Sylviparus_modestus","Non-diving","0.550882437673806","0.123659952487947","0.430483658173834"
"Synthliboramphus_antiquus","Synthliboramphus_antiquus","Charadriiformes","0.337650683147752","0.171713512198046","0.344150708512086"
"Synthliboramphus_wumizusume","Synthliboramphus_wumizusume","Charadriiformes","0.33127188624207","0.172706348927555","0.34016705923164"
"Tachuris_rubrigastra","Tachuris_rubrigastra","Non-diving","0.401278003066831","0.174122349875578","0.407781206258512"
"Tachybaptus_novaehollandiae","Tachybaptus_novaehollandiae","Podicipediformes","0.663714408058067","0.0789345073937347","0.389314347347909"
"Tachybaptus_ruficollis","Tachybaptus_ruficollis","Podicipediformes","0.58807405355633","0.10076962846679","0.373740946244331"
"Tachycineta_albilinea","Tachycineta_albilinea","Non-diving","0.569514588489274","0.108036796135321","0.385260606906263"
"Tachycineta_albiventer","Tachycineta_albiventer","Non-diving","0.558947609664552","0.109999822647314","0.385859559806059"
"Tachycineta_bicolor","Tachycineta_bicolor","Non-diving","0.565165480003331","0.109429311123368","0.389818734623004"
"Tachycineta_cyaneoviridis","Tachycineta_cyaneoviridis","Non-diving","0.495878427770533","0.124141670318286","0.358912640794743"
"Tachycineta_euchrysea","Tachycineta_euchrysea","Non-diving","0.583867526449432","0.103591187029767","0.38765220918536"
"Tachycineta_leucorrhoa","Tachycineta_leucorrhoa","Non-diving","0.5754561744815","0.104545200695721","0.38318445560121"
"Tachycineta_meyeni","Tachycineta_meyeni","Non-diving","0.606992823941318","0.0964474297255644","0.392221963498026"
"Tachycineta_stolzmanni","Tachycineta_stolzmanni","Non-diving","0.521099326586111","0.118374986844082","0.378134192522683"
"Tachycineta_thalassina","Tachycineta_thalassina","Non-diving","0.530406601915228","0.117522002879368","0.379866837423225"
"Tadorna_tadorna","Tadorna_tadorna","Anseriformes","0.65692073565121","0.0827611296044942","0.399590861093464"
"Taeniopygia_guttata","Taeniopygia_guttata","Non-diving","0.596040637589675","0.0912075435229018","0.361562684341815"
"Tarsiger_cyanurus","Tarsiger_cyanurus","Non-diving","0.565491384205954","0.111696725427795","0.402722349608728"
"Terpsiphone_atrocaudata","Terpsiphone_atrocaudata","Non-diving","0.386606654613686","0.139331901731432","0.314014631502912"
"Thraupis_episcopus","Thraupis_episcopus","Non-diving","0.532501123537586","0.119671835797845","0.386910132707319"
"Threskiornis_aethiopicus","Threskiornis_aethiopicus","Non-diving","0.420442084563895","0.148590975062959","0.36355572489954"
"Thryothorus_ludovicianus","Thryothorus_ludovicianus","Non-diving","0.657892567701212","0.0928609437497761","0.450335081930628"
"Tichodroma_muraria","Tichodroma_muraria","Non-diving","0.403147702752109","0.160026155810932","0.376433348630409"
"Tinamus_major","Tinamus_major","Non-diving","0.297926368405353","0.192575278824778","0.35115316032138"
"Todus_mexicanus","Todus_mexicanus","Non-diving","0.515863240222974","0.137957277144555","0.432697689713482"
"Toxostoma_redivivum","Toxostoma_redivivum","Non-diving","0.587226138958558","0.0979682404699348","0.371411060052047"
"Tregellasia_capito","Tregellasia_capito","Non-diving","0.475906803627329","0.131337900940397","0.364984150141788"
"Tregellasia_leucops","Tregellasia_leucops","Non-diving","0.466257492250609","0.134252912639694","0.364199195207007"
"Trogon_melanurus","Trogon_melanurus","Non-diving","0.310100675892087","0.170839302245464","0.323021495644663"
"Trogon_viridis","Trogon_viridis","Non-diving","0.198991357796501","0.199262069296155","0.297756203457803"
"Trugon_terrestris","Trugon_terrestris","Non-diving","0.302997466541924","0.187708827122272","0.346030637367504"
"Turdus_cardis","Turdus_cardis","Non-diving","0.60313685400431","0.107327895707564","0.434442642482488"
"Turdus_hortulorum","Turdus_hortulorum","Non-diving","0.590726616454599","0.111759627047438","0.430461482091083"
"Turdus_kessleri","Turdus_kessleri","Non-diving","0.542947777820818","0.124046123144521","0.417159629185414"
"Turdus_merula","Turdus_merula","Non-diving","0.560768962410544","0.118600825248954","0.419325835020697"
"Turdus_migratorius","Turdus_migratorius","Non-diving","0.601608792711438","0.109524286538184","0.422637817659054"
"Turdus_philomelos","Turdus_philomelos","Non-diving","0.486748634859151","0.139039314127764","0.391701186695079"
"Turdus_ruficollis","Turdus_ruficollis","Non-diving","0.580584096740966","0.113723268243114","0.424237007789639"
"Turdus_rufiventris","Turdus_rufiventris","Non-diving","0.57145496257667","0.117255738651759","0.422426817950763"
"Turnix_velox","Turnix_velox","Non-diving","0.461168649895965","0.146537253721697","0.394095895452878"
"Tyrannus_savana","Tyrannus_savana","Non-diving","0.25147577666446","0.202750515449588","0.338719068772818"
"Upupa_epops","Upupa_epops","Non-diving","0.567704479701001","0.102122924471817","0.367099824502236"
"Uragus_sibiricus","Uragus_sibiricus","Non-diving","0.503441549094421","0.12749419044676","0.377770539127249"
"Urocissa_caerulea","Urocissa_caerulea","Non-diving","0.388841585676219","0.141461444268491","0.32368328402763"
"Urocolius_indicus","Urocolius_indicus","Non-diving","0.394332746254271","0.146411202385783","0.340033118538484"
"Urocynchramus_pylzowi","Urocynchramus_pylzowi","Non-diving","0.422033175498047","0.144961066089577","0.350040588710232"
"Vestiaria_coccinea","Vestiaria_coccinea","Non-diving","0.427468264278278","0.145333513455275","0.352852013516745"
"Vidua_chalybeata","Vidua_chalybeata","Non-diving","0.519285786471055","0.100468269907483","0.307933564896106"
"Vidua_macroura","Vidua_macroura","Non-diving","0.562267850882827","0.0933997320379159","0.328709749991909"
"Vireo_altiloquus","Vireo_altiloquus","Non-diving","0.52788199743115","0.0967438856274376","0.31177836739622"
"Vireo_olivaceus","Vireo_olivaceus","Non-diving","0.52609993240119","0.0963376995890848","0.308522547117266"
"Xanthopsar_flavus","Xanthopsar_flavus","Non-diving","0.494518110419251","0.135222421015294","0.389957437012379"
"Xiphorhynchus_elegans","Xiphorhynchus_elegans","Non-diving","0.275973244260226","0.190471928210621","0.32818318253794"
"Yuhina_diademata","Yuhina_diademata","Non-diving","0.53570774595222","0.113654211431527","0.381853142609081"
"Yuhina_nigrimenta","Yuhina_nigrimenta","Non-diving","0.392461646284344","0.147335835187345","0.33574876263549"
"Zenaida_auriculata","Zenaida_auriculata","Non-diving","0.514203323261107","0.126484044645092","0.388717837828363"
"Zenaida_macroura","Zenaida_macroura","Non-diving","0.502148810551019","0.134456262572842","0.396762384056872"
"Zonotrichia_albicollis","Zonotrichia_albicollis","Non-diving","0.593540949234911","0.11191122394436","0.42696242938647"
"Zosterops_abyssinicus","Zosterops_abyssinicus","Non-diving","0.275746905574036","0.169511506232893","0.305221713805252"
"Zosterops_erythropleurus","Zosterops_erythropleurus","Non-diving","0.319116554084653","0.163775365828197","0.322257165759604"
"Zosterops_lateralis","Zosterops_lateralis","Non-diving","0.372910020562935","0.150253633434954","0.335831118409343"
"Zosterops_poliogastrus","Zosterops_poliogastrus","Non-diving","0.29161084950874","0.166470723881206","0.30726653915091"
