Species A_T A_G A_C T_A T_G T_C G_A G_T G_C C_A C_T C_G
Anourosorex_squamipes 0.0136882304444596 0.150570534889055 0.0273764608889192 0.00803710852207997 0.00200927713051999 0.279289521142279 0.0204373285012146 0.000393025548100281 0.000393025548100281 0.0367697235000485 0.458207323615989 0.0028284402692345
Anser_cygnoides 0 0.488150765606596 0.0375500588928151 0 0.00588928150765607 0.123674911660777 0.0942285041224971 0.00588928150765607 0 0.0305771495877503 0.214040047114252 0
Aotus_nancymaae 0 0.0669391164275274 0.0167347791068818 0 0 0.412134952122423 0.00978432717835516 0.00244608179458879 0 0 0.479014408018375 0.012946335351848
Apodemus_chevrieri 0 0.379507497868499 0.0271076784191785 0.00817493354731932 0 0.171673604493706 0.0684587993379808 0 0 0.0313706805757561 0.313706805757561 0
Apodemus_flavicollis 0.0365160556976414 0.182580278488207 0.0365160556976414 0.0208866155157715 0 0.292412617220801 0.00982168229610685 0 0.00140309747087241 0.0839727195225916 0.321895424836601 0.0139954532537653
Apodemus_ilex 0.0915166935790011 0.265398411379103 0.0183033387158002 0.0220861910395761 0.00276077387994701 0.372704473792846 0.011514568629773 0.000225775855485745 0 0.0167190341220363 0.198770739006431 0
Apodemus_latronum 0.0976020343867027 0.292806103160108 0.0557725910781159 0.0311383800518754 0 0.271348740452057 0.0203701996956696 0.000536057886728147 0 0.0166572934907525 0.213768599797991 0
Apodemus_peninsulae 0.0561277583316057 0.213285481660101 0.0336766549989634 0.00345602872710658 0.00345602872710658 0.362883016346191 0.0158087650685469 0.000752798336597472 0 0.031448452435826 0.279105015367955 0
Apodemus_speciosus 0.0364248280441746 0.254973796309222 0.0364248280441746 0.0089722644591928 0 0.157014628035874 0.00716875629624319 0.000377302962960168 0 0.0186991348443059 0.479944461003852 0
Apteronotus_albifrons 0.0325031942794378 0.0812579856985945 0.0325031942794378 0.0134495976328708 0 0.228643159758804 0.00726278272175024 0 0 0.0177758848714443 0.586604200757661 0
Arachnothera_longirostra 0 0.0296505905511811 0.207554133858268 0.062007874015748 0 0.531496062992126 0.0989173228346457 0 0.00412155511811024 0.0662524606299213 0 0
Arctocephalus_forsteri 0.0703202720159171 0.316441224071627 0.0351601360079585 0.00482560988284904 0 0.0627329284770375 0.0596445381520141 0 0 0.0429405039421521 0.407934787450445 0
Artibeus_fimbriatus 0.0208578829870278 0.0625736489610835 0.0208578829870278 0.00817410241494011 0 0.363747557464835 0.000208827433958324 0 5.96649811309497e-05 0.0118981916538636 0.505673145289201 0.00594909582693178
Artibeus_glaucus 0 0.116162037696201 0.0174243056544302 0.00507656580633442 0.00253828290316721 0.362974455152911 0.0257756000805181 0.00240572267418169 0 0.0374114424025805 0.430231587629676 0
Artibeus_jamaicensis 0.00932473877165459 0.0979097571023732 0.0372989550866184 0.00393829559688232 0.00196914779844116 0.279618987378645 0.00230704889994882 6.40846916652449e-05 6.40846916652449e-05 0.0307514970433654 0.531162221658129 0.00559118128061188
Artibeus_obscurus 0.0132607000766263 0.192280151111081 0.0132607000766263 0.00529691855193021 0 0.293978979632127 0.00313197458282165 0.000130498940950902 0 0.0194577267084486 0.455310804977698 0.00389154534168973
Artibeus_planirostris 0.029095418919854 0.116381675679416 0.014547709459927 0.0128204371715434 0.00160255464644292 0.3733952326212 0.0017937883640854 0 0.000141614870848847 0.0191131797849063 0.424737328553474 0.00637105992830211
Aspidomorphus_lineaticollis 0.0468692580441181 0.161438555485296 0.0208307813529414 0.0244327982175314 0.00203606651812761 0.232111583066548 0.0709279497306764 0.00206586261351485 0.00275448348468646 0.0496866443968443 0.38329697106137 0.00354904602834602
Asymmetron_lucayanum 0 0.142305836951278 0.0328398085272181 0.0178856358306431 0.00894281791532153 0.482912167427363 0.12469850458273 0 0.00265315967197299 0.0187762069093473 0.168985862184126 0
Ateles_geoffroyi 0.107478148268048 0.0835941153195928 0.0597100823711377 0.0508255098737456 0 0.327542174741916 0.00431639149670875 0 0.00086327829934175 0.0715441890579476 0.28617675623179 0.00794935433977195
Avahi_laniger 0.0566820175917236 0.202435777113299 0.0161948621690639 0.00664054826811009 0 0.116209594691927 0.0882041600279372 0 0.00867581901914137 0.0436382783682912 0.44885086321671 0.0124680795337975
Bambusicola_thoracicus 0 0.151082262145102 0.0251803770241837 0 0 0.161321373506086 0.0257766647074357 0 0.00151627439455504 0.0876031790651913 0.525619074391148 0.0219007947662978
Bandicota_indica 0.0797385873663451 0.179411821574276 0.0897059107871382 0.00756975192869158 0 0.156441539859626 0.01840716177807 0.00065739863493107 0.00065739863493107 0.0504070070960382 0.417003422339952 0
Barbatula_barbatula 0.0121726727775638 0.437109613376156 0.0243453455551277 0.00455170813181941 0.000758618021969901 0.0724480210981256 0.150175432823142 0.00398948018885009 0.013393254919711 0.0590856054828338 0.21079188983065 0.0111783577940496
Barbatula_nuda 0.0223255813953488 0.186046511627907 0.0520930232558139 0.0150268336314848 0.00901610017889088 0.255456171735242 0.237352415026834 0.00510435301132975 0.0153130590339893 0.0442456768038163 0.145378652355397 0.0126416219439475
Barbatula_toni 0.00663005383531452 0.291722368753839 0.00663005383531452 0.0127362069588467 0.00254724139176934 0.224157242475702 0.209415760378654 0.00455251652997073 0.00910503305994147 0.0655779166817213 0.149040719731185 0.0178848863677422
Barbatula_vardarensis 0 0.573357080693801 0.0546054362565525 0 0.00959339391608816 0.0479669695804408 0.107186949745998 0 0.0133983687182497 0.0581675403266611 0.116335080653322 0.019389180108887
Barbus_cyclolepis 0.0377265238879736 0.452718286655684 0.0565897858319605 0.00475700164744646 0.00713550247116969 0.104654036243822 0.184647858319605 0 0.0093492586490939 0.0356054365733114 0.10172981878089 0.00508649093904448
Barbus_rebeli 0.0122275675359835 0.513557836511306 0.024455135071967 0.00634166293360341 0 0.114149932804861 0.149208265975888 0 0.00532886664199599 0.0499230664355414 0.118567282784411 0.00624038330444267
Bathygobius_geminatus 0 0.255554276505123 0.0170369517670082 0 0.0115690111661103 0.231380223322206 0.0694428456314032 0.00365488661217912 0.00730977322435824 0.0897893403936917 0.299297801312306 0.0149648900656153
Bathygobius_soporator 0.00753077926607661 0.293700391376988 0.0150615585321532 0.0046614521608596 0 0.191119538595244 0.11016366148492 0.00229507628093584 0.00918030512374335 0.0343394284855387 0.309054856369848 0.0228929523236925
Beaufortia_kweichowensis 0.0418152350081037 0.261345218800648 0.167260940032415 0.0125607779578606 0.00251215559157212 0.108022690437601 0.015667206915181 0.0015667206915181 0.0015667206915181 0.0820097244732577 0.290761750405186 0.0149108589951378
Biwia_zezera 0.0154117805116788 0.431529854327006 0.0616471220467152 0.00884785904842332 0 0.154837533347408 0.0640558125251905 0.00256223250100762 0.00256223250100762 0.0340191543673109 0.224526418824252 0
Blarina_brevicauda 0.0224892933515057 0.247382226866563 0.0112446466757529 0.0152306800490887 0.00761534002454435 0.26272923084678 0.0772313353405674 0.00335788414524206 0.00839471036310515 0.0259867662141019 0.305344503015698 0.012993383107051
Blarinella_griselda 0.0331758427378883 0.124409410267081 0.0165879213689442 0.00994393987612916 0 0.411016181546672 0.00881294523733751 0 0 0.0220029866092193 0.374050772356728 0
Blarinella_quadraticauda 0 0.195021222897786 0.0487553057244465 0 0 0.393483996787886 0.00877595503040037 0.00585063668693358 0 0 0.348112882872548 0
Boa_constrictor 0.0645157412119902 0.536499321657603 0.0679113065389371 0.0088256954435305 0.00042027121159669 0.0676636650670672 0.0542745846584978 0.000454180624757304 0.00204381281140787 0.0266145735875882 0.159687441525529 0.0110894056614951
Boleophthalmus_pectinirostris 0.058828956013635 0.319357189788304 0.0126062048600646 0.0347365134333442 0.00947359457273024 0.255787053463716 0.0324932397063624 0.000349389674261961 0.00104816902278588 0.0161952758508703 0.256810802778086 0.00231361083583861
Bombina_bombina 0.0412186776559533 0.192353829061115 0.0549582368746044 0.0163998282555098 0.00546660941850326 0.185864720229111 0.050381334737979 0 0.004798222355998 0.0527715931072031 0.395786948304023 0
Bombina_maxima 0.0248217922606925 0.347505091649695 0.0744653767820774 0.040224032586558 0.0100560081466395 0.20112016293279 0.0583630346232179 0 0 0.016229633401222 0.227214867617108 0
Bombina_orientalis 0.0551098144095956 0.165329443228787 0.0275549072047978 0.0308777048383175 0 0.164681092471027 0.0692114433908745 0 0 0 0.487235594456601 0
Bombina_variegata 0.0107538157143133 0.301106840000773 0.0322614471429399 0.00575634066719465 0.00575634066719465 0.14007095623507 0.0936081438698835 0.00111438266511766 0.00222876533023532 0.0128634621381246 0.394479505569154 0
Boops_boops 0 0.271542626410939 0.0246856933100853 0 0.015019424306384 0.120155394451072 0.062402496099844 0 0.0104004160166407 0.0619742436756294 0.402832583891591 0.0309871218378147
Bos_frontalis 0 0.140498348844191 0.0351245872110477 0.0191903563263515 0 0.236681061358335 0.0426760270650994 0 0 0.0956053853081773 0.414290003002101 0.0159342308846962
Bos_grunniens 0 0.0616514130544102 0.12330282610882 0.0112139193402394 0 0.112139193402394 0.0205337088068658 0 0 0.0258138053572027 0.645345133930068 0
Bos_javanicus 0.0336153735838233 0.319346049046322 0.050423060375735 0.0137673884984942 0 0.151441273483436 0.0302022085185716 0 0 0.0231464219130934 0.378058224580525 0
Bos_taurus 0.0140170301125385 0.37845981303854 0.0140170301125385 0.00454908398637103 0.00227454199318552 0.129648893611574 0.0281600286070132 0.000938667620233773 0 0.0334324149154691 0.387816013019442 0.00668648298309382
Brachyhypopomus_occidentalis 0.011713081335084 0.14641351668855 0.0761350286780458 0.0120067721650197 0.00480270886600788 0.259346278764425 0.0531753161495405 0 0.00492364038421671 0.208036763181535 0.208036763181535 0.0154101306060397
Brama_brama 0.049119934506754 0.0409332787556283 0.024559967253377 0.0251553603989134 0 0.138354482194024 0.109291854277528 0.00993562311613888 0.0264949949763703 0.0738659621181111 0.472742157555911 0.0295463848472444
Branchiostoma_belcheri 0.136634524905649 0.0469681179363168 0.0384284601297138 0.0169073082877177 0.00845365414385883 0.160619428733318 0.299171329414264 0.154118563637651 0.027197393583115 0.00234739408901885 0.109153825139377 0
Branchiostoma_floridae 0.00474272101352493 0.0806262572299239 0.00474272101352493 0.00818800800266028 0.0163760160053206 0.548596536178239 0.105948026319376 0.0322450514885057 0.00460643592692939 0 0.187991648449893 0.0059365783721019
Branchiostoma_lanceolatum 0.112859362859363 0.144209185875853 0.0188098938098938 0 0 0.312095312095312 0.0754554087887421 0.0397133730467064 0.043684710351377 0.0412781662781663 0.184375809375809 0.0275187775187775
Brienomyrus_sp 0.0459761777315317 0.238240193699755 0.0585151352946768 0.0060231018974772 0.000860443128211029 0.1170202654367 0.0402207136675388 0.000600309159216997 0.00180092747765099 0.0525795784829187 0.43065178566962 0.00751136835470267
Brotogeris_cyanoptera 0 0.226280496504494 0.113140248252247 0.0191182765016407 0 0.334569838778713 0.0254672563846483 0 0.00363817948352119 0.0462976173491226 0.231488086745613 0
Bubalus_bubalis 0.0339404847491541 0.441226301739004 0.0169702423745771 0.00884332879184745 0 0.0574816371470084 0.0472683213763216 0 0.00196951339068007 0.0142654607429603 0.370901979316967 0.00713273037148014
Bungarus_fasciatus 0.0210483782096022 0.147338647467215 0.0631451346288065 0.0312970649818168 0.0104323549939389 0.365132424787863 0.00991808397311097 0.00198361679462219 0 0.0102854204165595 0.339418873746464 0
Bungarus_multicinctus 0.0419037490029248 0.188566870513161 0.0419037490029248 0.0188247806434459 0 0.25413453868652 0.0143578835416113 0 0.00159532039351236 0.013294336612603 0.425418771603297 0
Callosciurus_erythraeus 0.0140147065922219 0.10861397608972 0.0105110299441664 0.00833480828331912 0.00208370207082978 0.204202802941318 0.0279972324574812 0.000482710904439331 0.00193084361775732 0.0163638996604933 0.597282337608007 0.00818194983024667
Camelus_bactrianus 0.0845029132617538 0.253508739785261 0.0845029132617538 0 0 0.148777895855473 0.0566895085932061 0 0 0.0413353365825058 0.330682692660046 0
Campostoma_anomalum 0.0167662563093438 0.374446390908679 0.0139718802577865 0.012345382746861 0.0049381530987444 0.16789720535731 0.13247288948616 0.0023797525057394 0.0126920133639435 0.0355376374190418 0.19545700580473 0.0310954327416615
Campostoma_oligolepis 0.0130865632900269 0.17012532277035 0.0392596898700807 0.0306614933282862 0 0.183968959969717 0.180832510916735 0.00282550798307399 0.00565101596614798 0.0637834768619286 0.291581608511674 0.0182238505319796
Campostoma_ornatum 0.00974820786564399 0.467913977550912 0.019496415731288 0.00248250181015757 0.00496500362031514 0.10178257421646 0.171873547041633 0 0.0146275359184369 0.0138073490830102 0.179495538079133 0.0138073490830102
Campylomormyrus_numenius 0 0.337253187613843 0.0421566484517304 0 0 0.138491803278689 0.0671475409836066 0 0.00839344262295082 0.054207650273224 0.325245901639344 0.027103825136612
Candidia_barbatus 0 0.336944887323989 0.0070196851525831 0 0 0.1576313914441 0.146975656358135 0 0.00479268444646092 0.0199215916824559 0.314761148582803 0.0119529550094735
Capra_cylindricornis 0.0368830327249163 0.0737660654498326 0.0368830327249163 0.0127443568419916 0 0.299492385786802 0.0196025488713684 0 0 0 0.520628577600173 0
Capra_sibirica 0 0.0941939468807906 0.0313979822935969 0 0 0.415071031500927 0.0504426600782376 0 0 0.0681490632077414 0.340745316038707 0
Capreolus_capreolus 0 0.264581001816474 0.018898642986891 0 0 0.293478688764291 0.0249638673467666 0.00108538553681594 0 0.0372180387701963 0.359774374778564 0
Capreolus_pygargus 0.0136279301206957 0.177163091569044 0.0136279301206957 0.0317997893900412 0 0.289731414442597 0.013811153070238 0.000657673955725621 0 0.0342241183118802 0.405800259983722 0.0195566390353601
Carassius_auratus 0.0198458594726006 0.406840119188313 0.00330764324543344 0.0090657713978949 0.0030219237992983 0.244775827743162 0.0904353184923153 0.00211297473112886 0.0109874686018701 0.00845189892451545 0.194393675263855 0.00676151913961236
Carassius_cuvieri 0.0288475407471513 0.288475407471513 0.125006009904322 0.0149846947769925 0 0.113883680305143 0.0334631472666955 0 0.00557719121111592 0.0410276135070596 0.348734714810007 0
Cardinalis_cardinalis 0.0370767992024846 0.234819728282402 0.0247178661349897 0 0 0.165791188988152 0.0153368352440474 0 0 0.0394156665772018 0.463134082282121 0.0197078332886009
Carollia_brevicauda 0.0187342764727023 0.206077041199726 0.056202829418107 0.00717482928741791 0.00717482928741791 0.423314927957657 0.0469010357107851 0.00208449047603489 0.00208449047603489 0.0295193909889894 0.19482798052733 0.00590387819779789
Carollia_castanea 0.0052896872626176 0.148111243353293 0.0317381235757056 0.00541577864504046 0.00180525954834682 0.364662428766057 0.0314920916100024 0.00157460458050012 0.0039365114512503 0.0562736613554516 0.33764196813271 0.0120586417190253
Carollia_perspicillata 0.0356575049468712 0.23533953264935 0.0285260039574969 0.0110849129824527 0.0138561412280659 0.374115813157779 0.0148103849164138 0.000336599657191223 0.000673199314382446 0.0115783746158107 0.274021532574187 0
Carpiodes_cyprinus 0 0.518101507015417 0.0172700502338472 0 0.0051619608522432 0.0825913736358912 0.175420058894855 0.0046163173393383 0.0046163173393383 0.0106790230382817 0.181543391650788 0
Catharus_guttatus 0.0458094086833887 0.320665860783721 0.0458094086833887 0 0 0.0895537423189282 0.085675430643699 0 0 0.0374987408078977 0.374987408078977 0
Cavia_aperea 0.0194891191763245 0.26310310888038 0.0292336787644867 0.0103887002272528 0 0.25625460560557 0.0408127508927789 0.00102031877231947 0.00102031877231947 0.0329284694703103 0.345748929438258 0
Cavia_porcellus 0.0729576064499091 0.340468830099576 0.121596010749849 0.0247230981933419 0.0247230981933419 0.0824103273111397 0.0914358504341882 0.015239308405698 0.0253988473428301 0.0335078371366877 0.117277429978407 0.0502617557050316
Cebus_albifrons 0 0.19790599465254 0.016492166221045 0 0 0.201054499112921 0.0238386766286014 0.00132437092381119 0 0 0.545740773132762 0.013643519328319
Cephalophus_callipygus 0 0.0931862870821578 0.0465931435410789 0 0 0.256476019492178 0.0784816619646063 0 0 0 0.503376934256647 0.0218859536633325
Cercopithecus_albogularis 0.0333512699095997 0.200107619457598 0.0222341799397331 0.00894317692638829 0 0.19376883340508 0.0101700387430047 0 0 0.0354283254412398 0.495996556177357 0
Cervus_elaphus 0.0146316033069621 0.453579702515824 0.0292632066139241 0.00420058438932841 0.00280038959288561 0.166623180776694 0.0468681258598636 0.000493348693261722 0.00148004607978516 0.00923274106059797 0.261594330050276 0.00923274106059797
Chamaeleo_chamaeleon 0.0611107920280283 0.427775544196198 0.0611107920280283 0.00530316083701874 0 0.0742442517182624 0.0180920107977715 0.00120613405318477 0.00120613405318477 0.0518446193019739 0.29810656098635 0
Channa_argus 0.0175858356262711 0.298959205646608 0.0527575068788133 0.00687881325517406 0 0.158212704869003 0.0376839334848666 0 0.0062806555808111 0.0443832994377318 0.355066395501854 0.0221916497188659
Channa_asiatica 0.119161009220792 0.0170230013172561 0.0170230013172561 0.0542608166987537 0 0.08526699766947 0.0162123822069105 0 0 0.0942344715776674 0.596818319991894 0
Chelonia_mydas 0 0.421412022924034 0.105353005731008 0.0223143519083039 0 0.223143519083039 0.00780392635044507 0 0 0 0.21997317400317 0
Chilatherina_fasciata 0 0.162533758900074 0.0270889598166789 0 0 0.308372207218267 0.115148539160324 0 0.00548326376953924 0.0381373271135117 0.343235944021606 0
Chimarrogale_himalayica 0.00689769386825653 0.131056183496874 0.0206930816047696 0.0194178776963524 0 0.419426158241212 0.012122717674823 0 0 0.0223077878524407 0.368078499565271 0
Chionomys_roberti 0 0.306811451135242 0.0438302073050346 0.0201382033563672 0 0.161105626850938 0.0200723922342876 0 0 0 0.42856202698256 0.0194800921355709
Chlorocebus_pygerythrus 0.0214690356637054 0.203955838805201 0.0214690356637054 0.00738702201622248 0 0.16005214368482 0.0463606712158276 0 0.00159864383502854 0.0256051242435947 0.503567443457362 0.00853504141453156
Chlorocebus_tantalus 0 0.42542272162498 0.0303873372589271 0 0.00653665388147588 0.124196423748042 0.0281994489762844 0 0 0.0226622008535465 0.362595213656745 0
Chodsigoa_parca 0.0481563015960374 0.0481563015960374 0.0481563015960374 0 0 0.348514034122179 0.0227022564667034 0 0 0.0302696752889378 0.454045129334067 0
Cirrhinus_mrigala 0.0414135398054397 0.0414135398054397 0.0414135398054397 0.0862418106015485 0.00718681755012904 0.183263847528291 0.018125868572563 0 0.0049434187016081 0.101052213619218 0.474945404010324 0
Clarias_gariepinus 0.165696842506916 0.110464561671277 0.165696842506916 0 0 0.070113517122961 0.00228942096728036 0.000763140322426786 0.000763140322426786 0.0538013927310884 0.430411141848707 0
Clupea_harengus 0.00792575022763753 0.528383348509169 0.00528383348509169 0.00687497892245059 0 0.0453748608881739 0.264264250050438 0.005898755581483 0.0188760178607456 0.0128348717232669 0.0850310251666433 0.0192523075849004
Clupea_pallasii 0.0161567805734669 0.552561895612568 0.0226194928028537 0.00182511305254842 0.00182511305254842 0.0821300873646789 0.205433657487032 0.00470458757603889 0.0266593295975537 0.0160156172801324 0.0580566126404799 0.0120117129600993
Cobitis_paludica 0.0133687265834407 0.334218164586017 0.0133687265834407 0.00638633435514683 0 0.319316717757341 0.0870762805988716 0 0 0.0137130333051964 0.212552016230545 0
Cobitis_sinensis 0.051425398349192 0.199273418603119 0.019284524380947 0.0663523166840783 0.0106163706694525 0.244176525397408 0.0274444475816698 0.000762345766157495 0 0.0711522715080329 0.30239715390914 0.00711522715080329
Codoma_ornata 0 0.210998228544234 0.016230632964941 0.00519538892707948 0.00779308339061922 0.106505473005129 0.264991274919359 0.00557876368251282 0.0195256728887949 0.0538046639521971 0.269023319760986 0.0403534979641479
Coilia_mystus 0.00989690721649485 0.197938144329897 0.0296907216494845 0.0389003436426117 0.0145876288659794 0.389003436426117 0.0179553264604811 0 0.000945017182130584 0.0408247422680412 0.255154639175258 0.00510309278350515
Comephorus_baicalensis 0 0.255643530997305 0.109561513284559 0 0.051774483378257 0.155323450134771 0.0934050506995251 0 0.003220863817225 0.0993213323065075 0.215196219997433 0.0165535553844179
Comephorus_dybowskii 0.0252298431658398 0.277528274824238 0.0504596863316796 0 0.0151190952056244 0.0453572856168732 0.142773166545181 0 0 0.136471584095558 0.307061064215006 0
Copsychus_saularis 0.0208990723856339 0.208990723856339 0.0626972171569016 0.00505827321017997 0 0.0606992785221597 0.0386585269166733 0.000729406168239118 0.00145881233647824 0.10847934670578 0.467295647347974 0.0250336953936415
Coregonus_lavaretus 0.0346138494657428 0.259603870993071 0.0346138494657428 0.00913439203292569 0.00913439203292569 0.109612704395108 0.174207774702445 0.0163319788783542 0 0.0391941320037427 0.293955990028071 0.0195970660018714
Coregonus_muksun 0 0.265151515151515 0.0662878787878788 0.0357481060606061 0.0357481060606061 0.214488636363636 0.0589488636363636 0 0.0196496212121212 0 0.227982954545455 0.0759943181818182
Coreoleuciscus_splendidus 0.0568248689850272 0.204569528346098 0.0113649737970054 0.0274377130531357 0 0.246939417478221 0.0632338496896084 0 0.00758806196275301 0.0276174640979386 0.349821211907223 0.00460291068298977
Coreoperca_kawamebari 0.0324712177720123 0.0649424355440247 0.0108237392573374 0.0345386735852116 0.0431733419815145 0.509445435381871 0.0482000972920383 0.00332414464083023 0.00498621696124534 0.0413491162639857 0.206745581319929 0
Corvus_corax 0 0.340626848018924 0.0681253696037847 0.011732702542874 0 0.152525133057363 0.00574807806031934 0 0 0.052655233589592 0.368586635127144 0
Corydoras_sp 0.0573716268261582 0.177999149896542 0.11768538836135 0.0113093966638833 0.0038876051032099 0.210990931510573 0.0293920034176748 0.00205060488960522 0.00284806234667392 0.0639843097656174 0.314802804046838 0.00767811717187409
Cricetulus_kamensis 0.0925373134328358 0.222089552238806 0.148059701492537 0.0132338308457711 0 0.172039800995025 0.0116749585406302 0.000729684908789386 0 0.0254726368159204 0.305671641791045 0.00849087893864013
Crocidura_attenuata 0.0229179983092435 0.0611146621579826 0.0305573310789913 0.0113198210272377 0 0.226396420544754 0.0262892018392132 0.000515474545866925 0.00103094909173385 0.0495886513123982 0.565310624961339 0.00495886513123982
Crocidura_beatus 0.00880846329003166 0.202594655670728 0.00880846329003166 0.0100554964190858 0.00335183213969527 0.328479549690136 0.02773787501421 0 0 0.0332565133367093 0.376907151149372 0
Crocidura_dsinezumi 0.0349644838713113 0.128203107528141 0.0174822419356556 0.00993812632453328 0 0.397525052981331 0.0290327046570324 0.000675179178070521 0.000675179178070521 0.00410219273490165 0.369197346141149 0.0082043854698033
