"","species_name","med_c","med_a","realm"
"372","Lagopus muta",0.670485378353934,0.932667406585276,"Palearctic"
"373","Lanius cristatus",0.691977297131462,0.911695544554455,"Palearctic"
"374","Lanius ludovicianus",0.707107843137255,0.919201850780798,"Nearctic"
"375","Lanius schach",0.689139169609156,0.912401693889897,"Indo_Malay"
"376","Lanius tephronotus",0.688791423001949,0.917747858017136,"Palearctic"
"377","Lanius tigrinus",0.689206827309237,0.923101199242584,"Palearctic"
"378","Larus crassirostris",0.729788961038961,0.898170731707317,"Palearctic"
"379","Larus dominicanus",0.71547619047619,0.886222033418295,"Neotropic"
"380","Leiothrix argentauris",0.742592592592593,0.888268478010592,"Indo_Malay"
"381","Leiothrix lutea",0.764830508474576,0.925082574316885,"Indo_Malay"
"382","Lepidocolaptes angustirostris",0.673992673992674,0.970442632498544,"Neotropic"
"383","Lepidothrix coronata",0.62020202020202,0.914070035646886,"Neotropic"
"384","Leptotila verreauxi",0.753109452736318,0.911204481792717,"Neotropic"
"385","Leucopsar rothschildi",0.843164362519201,0.891532976827095,"Indo_Malay"
"386","Leucosticte arctoa",0.783112290008842,0.956864564007421,"Palearctic"
"387","Leucosticte brandti",0.796033517200724,0.947244623655914,"Palearctic"
"388","Limosa haemastica",0.694548481065335,0.917929292929293,"Nearctic"
"389","Limosa lapponica",0.661589555657352,0.914965123652505,"Palearctic"
"390","Locustella pryeri",0.806306972160631,0.925686274509804,"Palearctic"
"391","Lonchura caniceps",0.837536656891496,0.947563559322034,"Australian"
"392","Lonchura castaneothorax",0.841684935797056,0.9568350456621,"Australian"
"393","Lonchura flaviprymna",0.841684935797056,0.954727564102564,"Australian"
"394","Lonchura forbesi",0.830803177405119,0.937900641025641,"Australian"
"395","Lonchura grandis",0.835993867243867,0.943964026288482,"Australian"
"396","Lonchura hunsteini",0.830803177405119,0.937900641025641,"Australian"
"397","Lonchura leucosticta",0.887685668140539,0.935508434864105,"Australian"
"398","Lonchura melaena",0.83811064879026,0.956410256410256,"Australian"
"399","Lonchura nevermanni",0.841684935797056,0.956864316239316,"Australian"
"400","Lonchura nigerrima",0.830803177405119,0.9417502787068,"Australian"
"401","Lonchura punctulata",0.807315233785822,0.959252450980392,"Indo_Malay"
"402","Lonchura spectabilis",0.830803177405119,0.941025641025641,"Australian"
"403","Lonchura striata",0.825352822580645,0.955728155339806,"Indo_Malay"
"404","Lonchura stygia",0.837536656891496,0.947563559322034,"Australian"
"405","Lophophorus impejanus",0.720140834111422,0.933699633699634,"Palearctic"
"406","Lophophorus lhuysii",0.705839025043525,0.926767676767677,"Palearctic"
"407","Lophophorus sclateri",0.694965740965316,0.931468716861082,"Palearctic"
"408","Lophornis magnificus",0.750120114474316,0.894577761494779,"Neotropic"
"409","Lophura ignita",0.720350404312669,0.900782013685239,"Indo_Malay"
"410","Lophura nycthemera",0.748482037443077,0.910835401157982,"Indo_Malay"
"411","Lophura swinhoii",0.74781746031746,0.912354635655606,"Indo_Malay"
"412","Loxia curvirostra",0.775534391534392,0.91865191907733,"Palearctic"
"413","Loxia leucoptera",0.783404074702886,0.932405998695936,"Nearctic"
"414","Loxops caeruleirostris",0.776034762115186,0.943119459687632,"Oceania"
"415","Loxops coccineus",0.802414690572585,0.917239527389903,"Oceania"
"416","Machaerirhynchus nigripectus",0.768761561921904,0.871564217891055,"Australian"
"417","Macroagelaius imthurni",0.792435897435897,0.932667525773196,"Neotropic"
"418","Malurus elegans",0.742054641761918,0.903708133971292,"Australian"
"419","Malurus melanocephalus",0.758188666885031,0.920787545787546,"Australian"
"420","Megaceryle lugubris",0.771813118811881,0.900564713064713,"Palearctic"
"421","Megalaima virens",0.669540229885057,0.949653636813459,"Indo_Malay"
"422","Melamprosops phaeosoma",0.740968355289963,0.94265625,"Oceania"
"423","Melanocharis versteri",0.790998217468806,0.911276223776224,"Australian"
"424","Melanocorypha mongolica",0.870893970893971,0.925070028011205,"Palearctic"
"425","Meleagris gallopavo",0.695283714075166,0.911383108935129,"Nearctic"
"426","Melophus lathami",0.838223140495868,0.902562446167097,"Indo_Malay"
"427","Melopsittacus undulatus",0.810772357723577,0.971818181818182,"Australian"
"428","Menura novaehollandiae",0.754740148486579,0.898893930799773,"Australian"
"429","Mergus merganser",0.852579852579853,0.798876404494382,"Palearctic"
"430","Mergus squamatus",0.794112699747687,0.776442307692308,"Palearctic"
"431","Merops viridis",0.805264929025942,0.88129216398547,"Indo_Malay"
"432","Mesembrinibis cayennensis",0.690398886827458,0.904944682772635,"Neotropic"
"433","Micrastur gilvicollis",0.775571483920961,0.920124683421001,"Neotropic"
"434","Milvus migrans",0.786194477791117,0.901535087719298,"Palearctic"
"435","Minla ignotincta",0.782513157894737,0.929450757575758,"Palearctic"
"436","Mionectes oleagineus",0.755184331797235,0.92133353960396,"Neotropic"
"437","Molothrus aeneus",0.821950851801598,0.929416620803522,"Neotropic"
"438","Molothrus ater",0.808734567901235,0.920806623931624,"Nearctic"
"439","Monticola gularis",0.798036586204525,0.944137931034483,"Palearctic"
"440","Montifringilla adamsi",0.791872710622711,0.883058470764618,"Palearctic"
"441","Montifringilla nivalis",0.773531905872377,0.841496598639456,"Palearctic"
"442","Motacilla cinerea",0.816590214067278,0.92263810227366,"Palearctic"
"443","Muscicapa griseisticta",0.820639187574671,0.897770811563915,"Palearctic"
"444","Muscicapa sibirica",0.800158514492754,0.926537943421643,"Palearctic"
"445","Mycerobas carnipes",0.78573205932119,0.956984273820537,"Palearctic"
"446","Myiagra hebetior",0.702538314176245,0.886360977892151,"Australian"
"447","Myiopsitta monachus",0.743288754392815,0.937782076079948,"Neotropic"
"448","Mystacornis crossleyi",0.759001161440186,0.886721025043681,"Madagascar"
"449","Myzornis pyrrhoura",0.82911104368932,0.920807453416149,"Indo_Malay"
"450","Napothera epilepidota",0.784184078286168,0.915219611848825,"Indo_Malay"
"451","Neodrepanis coruscans",0.632262635805385,0.905413082291836,"Madagascar"
"452","Neophema chrysogaster",0.841213782848115,0.890164399092971,"Australian"
"453","Neopipo cinnamomea",0.639030206677266,0.96297268907563,"Neotropic"
"454","Nesopsar nigerrimus",0.824034611907529,0.929545454545454,"Neotropic"
"455","Nesospiza acunhae",0.785201640464798,0.875,"Afrotropic"
"456","Nestor notabilis",0.698,0.932958801498127,"Australian"
"457","Netta rufina",0.824195624195624,0.86281179138322,"Palearctic"
"458","Nicator chloris",0.795566502463054,0.912846517917512,"Afrotropic"
"459","Niltava davidi",0.783382332831943,0.931666666666667,"Indo_Malay"
"460","Ninox novaeseelandiae",0.795660394620475,0.918060200668896,"Australian"
"461","Ninox scutulata",0.82939565142955,0.91956802063185,"Indo_Malay"
"462","Ninox strenua",0.797566952564327,0.920454545454545,"Australian"
"463","Nipponia nippon",0.775781501772478,0.899106002554278,"Palearctic"
"464","Nisaetus alboniger",0.804296875,0.906970046082949,"Indo_Malay"
"465","Nisaetus nipalensis",0.789705882352941,0.879952690715553,"Indo_Malay"
"466","Nothocercus julius",0.645833333333333,0.909071459135644,"Neotropic"
"467","Nothocercus nigrocapillus",0.687457627118644,0.91,"Neotropic"
"468","Nothoprocta ornata",0.533264758825907,0.961944777911165,"Neotropic"
"469","Nothoprocta pentlandii",0.535532012897282,0.95371857994299,"Neotropic"
"470","Nothoprocta perdicaria",0.503846153846154,0.958837040618955,"Neotropic"
"471","Notiomystis cincta",0.775023364485981,0.90260129465356,"Australian"
"472","Nucifraga caryocatactes",0.70074568288854,0.902499461322991,"Palearctic"
"473","Nucifraga columbiana",0.690522716170005,0.941400045382346,"Nearctic"
"474","Numenius phaeopus",0.67037037037037,0.883771929824561,"Palearctic"
"475","Numenius tenuirostris",0.654261796042618,0.89784692011853,"Palearctic"
"476","Numida meleagris",0.799122807017544,0.897519478454444,"Afrotropic"
"477","Nycticorax nycticorax",0.721695402298851,0.910468319559229,"Neotropic"
"478","Nymphicus hollandicus",0.792857142857143,0.944444444444444,"Australian"
"479","Oceanites oceanicus",0.857486186604375,0.902347010852116,"Antarctic"
"480","Oceanodroma castro",0.714642857142857,0.899851132456669,"Neotropic"
"481","Oceanodroma tethys",0.736352459016393,0.893073077146677,"Neotropic"
"482","Odontophorus gujanensis",0.790386916633426,0.95049504950495,"Neotropic"
"483","Oenanthe oenanthe",0.831395348837209,0.940885264997088,"Palearctic"
"484","Onychorhynchus coronatus",0.666666666666667,0.914855072463768,"Neotropic"
"485","Oreocharis arfaki",0.616402116402116,0.92963224893918,"Australian"
"486","Oreomystis bairdi",0.780020402215098,0.915705412599823,"Oceania"
"487","Oreopsar bolivianus",0.766297700587084,0.926794258373206,"Neotropic"
"488","Oreotrochilus melanogaster",0.813438582980362,0.918574830555047,"Neotropic"
"489","Origma solitaria",0.790147536884221,0.890522875816993,"Australian"
"490","Oriolus chinensis",0.761904761904762,0.858041958041958,"Palearctic"
"491","Oriolus oriolus",0.757854821235103,0.908845514950166,"Palearctic"
"492","Orthonyx spaldingii",0.777558816395828,0.886828644501279,"Australian"
"493","Otidiphaps nobilis",0.691415343915344,0.911437908496732,"Australian"
"494","Otis tarda",0.739119245067201,0.936590909090909,"Palearctic"
"495","Otus bakkamoena",0.730689655172414,0.930392156862745,"Indo_Malay"
"496","Otus scops",0.808040404040404,0.936963696369637,"Palearctic"
"497","Otus sunia",0.808040404040404,0.930118458274399,"Palearctic"
"498","Oxyruncus cristatus",0.646523628462792,0.904623243102551,"Neotropic"
"499","Pachycephala philippinensis",0.581509082440615,0.964516902421482,"Indo_Malay"
"500","Pachyramphus minor",0.643117040630685,0.915329768270945,"Neotropic"
"501","Padda oryzivora",0.83451837617103,0.965111561866126,"Indo_Malay"
"502","Pagodroma nivea",0.697114063215758,0.93147325395415,"Antarctic"
"503","Pandion haliaetus",0.761111842393927,0.934413580246914,"Palearctic"
"504","Panurus biarmicus",0.772970775338403,0.919117647058823,"Palearctic"
"505","Paradisaea raggiana",0.725829725829726,0.931985294117647,"Australian"
"506","Paradoxornis fulvifrons",0.763286713286713,0.889480748259374,"Palearctic"
"507","Pardalotus punctatus",0.784551724137931,0.92755787901419,"Australian"
"508","Parophasma galinieri",0.805940594059406,0.900980392156863,"Afrotropic"
"509","Paroreomyza montana",0.792700501253133,0.953214774281806,"Oceania"
"510","Parus major",0.870903356167759,0.949293966623877,"Palearctic"
"511","Parus monticolus",0.859764089121887,0.948863636363636,"Palearctic"
"512","Passer ammodendri",0.809090909090909,0.900694444444444,"Palearctic"
"513","Passer domesticus",0.831410154384848,0.861184792219275,"Palearctic"
"514","Passer montanus",0.821666666666667,0.861426767676768,"Palearctic"
"515","Pavo cristatus",0.696679438058748,0.934663865546218,"Indo_Malay"
"516","Pavo muticus",0.712319243604004,0.935118073415946,"Indo_Malay"
"517","Pelecanoides urinatrix",0.644911429918502,0.946708246708247,"Neotropic"
"518","Penelope pileata",0.783333333333333,0.904196157735086,"Neotropic"
"519","Penelopides panini",0.837791313559322,0.875298900047824,"Indo_Malay"
"520","Perdix dauurica",0.76416843220339,0.881329454858867,"Palearctic"
"521","Perdix hodgsoniae",0.775545634920635,0.888236763236763,"Palearctic"
"522","Perdix perdix",0.7467993754879,0.896515151515151,"Palearctic"
"523","Pericrocotus ethologus",0.637509549274255,0.94185260311021,"Palearctic"
"524","Petroica australis",0.784980744544288,0.894134078212291,"Australian"
"525","Petroica goodenovii",0.749407582938389,0.900615595075239,"Australian"
"526","Petroica macrocephala",0.811922068931415,0.90016006402561,"Australian"
"527","Petroica phoenicea",0.75236508994004,0.891730605285592,"Australian"
"528","Peucedramus taeniatus",0.817258449982929,0.890330188679245,"Nearctic"
"529","Phaethon rubricauda",0.828055324616431,0.857493857493858,"Australian"
"530","Phaethornis malaris",0.748281456812262,0.941014492753623,"Neotropic"
"531","Phainopepla nitens",0.785087719298246,0.919607843137255,"Nearctic"
"532","Phalacrocorax auritus",0.813787432923663,0.935455262120615,"Nearctic"
"533","Phalacrocorax carbo",0.797959724430313,0.952052696078431,"Palearctic"
"534","Phalcoboenus australis",0.840203994900127,0.929757882882883,"Neotropic"
"535","Phasianus colchicus",0.726026604973973,0.93354743083004,"Palearctic"
"536","Phasianus versicolor",0.707825203252032,0.932352941176471,"Palearctic"
"537","Philesturnus carunculatus",0.793988269794721,0.887482419127989,"Australian"
"538","Phoebastria albatrus",0.715201561840439,0.910427807486631,"Palearctic"
"539","Phoebastria immutabilis",0.729934544992374,0.909972426470588,"Oceania"
"540","Phoebastria nigripes",0.724916495375128,0.912058231093206,"Palearctic"
"541","Phoenicopterus roseus",0.793103448275862,0.942105263157895,"Afrotropic"
"542","Phoenicopterus ruber",0.783716475095785,0.938390092879257,"Neotropic"
"543","Phoenicurus auroreus",0.800688643034545,0.913979591836735,"Palearctic"
"544","Phoenicurus frontalis",0.795296167247387,0.939660400242571,"Palearctic"
"545","Phylloscopus borealis",0.836021505376344,0.895919958419958,"Palearctic"
"546","Phylloscopus fuscatus",0.81625,0.933599290780142,"Palearctic"
"547","Phylloscopus inornatus",0.818984072320275,0.933669108669109,"Palearctic"
"548","Phylloscopus proregulus",0.821112364543807,0.909043927648579,"Palearctic"
"549","Phylloscopus tenellipes",0.816109422492401,0.919501133786848,"Palearctic"
"550","Piaya cayana",0.717096122268536,0.941450875856816,"Neotropic"
"551","Pica pica",0.68308981521272,0.934873949579832,"Palearctic"
"552","Picathartes gymnocephalus",0.805035425101215,0.935294117647059,"Afrotropic"
"553","Picumnus innominatus",0.817577030812325,0.944918009102073,"Indo_Malay"
"554","Picus canus",0.803271522569365,0.893410452385871,"Palearctic"
"555","Pinicola enucleator",0.741950129217015,0.915958549222798,"Palearctic"
"556","Pionites leucogaster",0.828110719415067,0.895104895104895,"Neotropic"
"557","Piranga bidentata",0.802380952380952,0.934372436423298,"Neotropic"
"558","Piranga erythrocephala",0.748279753886482,0.910570115513601,"Neotropic"
"559","Piranga flava",0.794366197183099,0.943992490613267,"Neotropic"
"560","Piranga hepatica",0.822608322608323,0.951956271576525,"Nearctic"
"561","Piranga leucoptera",0.770527891515872,0.920289855072464,"Neotropic"
"562","Piranga ludoviciana",0.787855515233353,0.919607843137255,"Nearctic"
"563","Piranga lutea",0.808170766186033,0.92681838464971,"Neotropic"
"564","Piranga olivacea",0.805111555111555,0.923160173160173,"Nearctic"
"565","Piranga roseogularis",0.771830673758865,0.930542264752791,"Neotropic"
"566","Piranga rubra",0.802812250147739,0.912243502051984,"Nearctic"
"567","Piranga rubriceps",0.769033605468008,0.913329161451815,"Neotropic"
"568","Pitta sordida",0.78745894909688,0.961600116584086,"Indo_Malay"
"569","Platalea leucorodia",0.744054580896686,0.934436274509804,"Palearctic"
"570","Platalea minor",0.732258064516129,0.92125662994696,"Palearctic"
"571","Platysteira castanea",0.752551020408163,0.883275862068966,"Afrotropic"
"572","Ploceus nigricollis",0.802100840336134,0.869791666666667,"Afrotropic"
"573","Pluvialis squatarola",0.793662312530237,0.918324711500199,"Palearctic"
"574","Podoces hendersoni",0.729515050167224,0.87507606182305,"Palearctic"
"575","Poicephalus senegalus",0.846924840267278,0.90530303030303,"Afrotropic"
"576","Polioptila caerulea",0.804466230936819,0.919632451815329,"Nearctic"
"577","Polyplectron bicalcaratum",0.76406976744186,0.890964673913043,"Indo_Malay"
"578","Polyplectron germaini",0.76212877624168,0.905764966740576,"Indo_Malay"
"579","Polyplectron malacense",0.783868501529052,0.890860215053763,"Indo_Malay"
"580","Polyplectron napoleonis",0.763074738150186,0.88259534583064,"Indo_Malay"
"581","Pomatorhinus ruficollis",0.810096153846154,0.916277258566978,"Indo_Malay"
"582","Pomatostomus ruficeps",0.778571428571429,0.877669817927171,"Australian"
"583","Porphyrio hochstetteri",0.81317257871662,0.92438628994905,"Australian"
"584","Porzana paykullii",0.74826130153999,0.883746801646457,"Palearctic"
"585","Porzana pusilla",0.773315731198365,0.920879676440849,"Palearctic"
"586","Primolius couloni",0.759234234234234,0.877751892836342,"Neotropic"
"587","Primolius maracana",0.762295081967213,0.900923654206956,"Neotropic"
"588","Prodotiscus insignis",0.690321583178726,0.910312097812098,"Afrotropic"
"589","Progne chalybea",0.841267942583732,0.901282666027332,"Neotropic"
"590","Prosthemadera novaeseelandiae",0.728414862336274,0.928719008264463,"Australian"
"591","Prunella fulvescens",0.757352941176471,0.905392156862745,"Palearctic"
"592","Prunella himalayana",0.757906976744186,0.909183673469388,"Palearctic"
"593","Prunella montanella",0.764675533134602,0.899686678795229,"Palearctic"
"594","Prunella rubeculoides",0.784286762009534,0.896078431372549,"Palearctic"
"595","Prunella strophiata",0.747873471557682,0.8875,"Palearctic"
"596","Pseudoleistes guirahuro",0.775869336143309,0.915613652868555,"Neotropic"
"597","Pseudoleistes virescens",0.776254310824341,0.923939808481532,"Neotropic"
"598","Pseudonestor xanthophrys",0.798141891891892,0.919059785385795,"Oceania"
"599","Pseudopodoces humilis",0.809825195901145,0.904545454545455,"Palearctic"
"600","Psittacula alexandri",0.827969310482264,0.917127799736495,"Indo_Malay"
"601","Psittacula cyanocephala",0.809580762935918,0.953488372093023,"Indo_Malay"
"602","Psittacula derbiana",0.830532786885246,0.923414634146342,"Palearctic"
"603","Psittacula eupatria",0.832176973353444,0.950676982591876,"Indo_Malay"
"604","Psittacula roseata",0.811388410786001,0.948200175592625,"Indo_Malay"
"605","Psittirostra psittacea",0.811152882205514,0.950137931034483,"Oceania"
"606","Psittrichas fulgidus",0.843357664233577,0.964140111490141,"Australian"
"607","Psophia crepitans",0.801346153846154,0.905012531328321,"Neotropic"
"608","Pterocles burchelli",0.649695585996956,0.914205416453756,"Afrotropic"
"609","Pteruthius melanotis",0.74436964504284,0.876046511627907,"Indo_Malay"
"610","Ptilopachus petrosus",0.732057416267943,0.957427536231884,"Afrotropic"
"611","Ptilorrhoa caerulescens",0.791930531567837,0.921667916979245,"Australian"
"612","Ptilorrhoa leucosticta",0.771603210153042,0.903186274509804,"Australian"
"613","Pucrasia macrolopha",0.730903225806452,0.952739649592679,"Palearctic"
"614","Pycnonotus jocosus",0.770576236613973,0.922250859106529,"Indo_Malay"
"615","Pycnonotus melanicterus",0.785924379714408,0.951890482398957,"Indo_Malay"
"616","Pycnonotus sinensis",0.770907738095238,0.898726312519416,"Palearctic"
"617","Pycnonotus taivanus",0.774603174603175,0.895505395505396,"Indo_Malay"
"618","Pycnonotus xanthorrhous",0.756089743589744,0.934758439458258,"Palearctic"
"619","Pygoscelis adeliae",0.81559497413156,0.930926216640502,"Antarctic"
"620","Pygoscelis antarcticus",0.844551282051282,0.88960270498732,"Antarctic"
"621","Pygoscelis papua",0.832091097308489,0.916015930032797,"Antarctic"
"622","Pyrrhocorax graculus",0.696666666666667,0.937088274044796,"Palearctic"
"623","Pyrrhocorax pyrrhocorax",0.694506494580955,0.916721527320606,"Palearctic"
"624","Pyrrhula pyrrhula",0.768761726078799,0.91403242147923,"Palearctic"
"625","Pyrrhura rupicola",0.840395480225989,0.903488372093023,"Neotropic"
"626","Quiscalus mexicanus",0.79404552774118,0.918036750483559,"Nearctic"
"627","Quiscalus quiscula",0.812772843594761,0.913994565217391,"Nearctic"
"628","Rallus aquaticus",0.786889332003988,0.906247261894331,"Palearctic"
"629","Recurvirostra avosetta",0.783676533676534,0.944810744810745,"Palearctic"
"630","Regulus calendula",0.74312675800744,0.934912081678956,"Nearctic"
"631","Regulus regulus",0.703414351851852,0.929971988795518,"Palearctic"
"632","Regulus satrapa",0.729158878504673,0.925900592795258,"Nearctic"
"633","Remiz consobrinus",0.921692913385827,0.847822536744692,"Palearctic"
"634","Rhabdornis inornatus",0.755038759689922,0.924784234752589,"Indo_Malay"
"635","Rhagologus leucostigma",0.714928546704248,0.929274496792745,"Australian"
"636","Rhea americana",0.760382775119617,0.896132172131147,"Neotropic"
"637","Rhea pennata",0.779744787922358,0.876543209876543,"Neotropic"
"638","Rhegmatorhina hoffmannsi",0.698389111426972,0.931203515889114,"Neotropic"
"639","Rhinopomastus cyanomelas",0.771497584541063,0.868268978198056,"Afrotropic"
"640","Rhipidura dahli",0.72414490993726,0.938330170777989,"Australian"
"641","Rhipidura fuliginosa",0.696005620232838,0.937527618205921,"Australian"
"642","Rhodinocichla rosea",0.791895604395604,0.870588235294118,"Neotropic"
"643","Rhynchopsitta terrisi",0.676891453869871,0.885987057317594,"Nearctic"
"644","Rhynochetos jubatus",0.726651637835848,0.925900592795258,"Australian"
"645","Rupicola peruvianus",0.668075764722958,0.942498347653668,"Neotropic"
"646","Sakesphorus luctuosus",0.68129074315515,0.942156862745098,"Neotropic"
"647","Saltator similis",0.830924151372422,0.927634865134865,"Neotropic"
"648","Sapayoa aenigma",0.735131255127153,0.930438893131159,"Neotropic"
"649","Sasia ochracea",0.76601368159204,0.918845315904139,"Indo_Malay"
"650","Sclerurus mexicanus",0.671443241224795,0.93390105433901,"Neotropic"
"651","Scolopax rusticola",0.71547619047619,0.922146636432351,"Palearctic"
"652","Scytalopus superciliaris",0.661811505507956,0.933379120879121,"Neotropic"
"653","Serilophus lunatus",0.78319783197832,0.858962264150943,"Indo_Malay"
"654","Serinus albogularis",0.745212593313859,0.974960957834461,"Afrotropic"
"655","Serinus canaria",0.75205978156735,0.961647727272727,"Palearctic"
"656","Sicalis olivascens",0.762914485165794,0.91703003875969,"Neotropic"
"657","Sitta carolinensis",0.794212098581031,0.919800707168113,"Nearctic"
"658","Sitta europaea",0.827195121951219,0.92618059159315,"Palearctic"
"659","Sitta himalayensis",0.794834056957834,0.936421052631579,"Indo_Malay"
"660","Sitta nagaensis",0.834240663086393,0.933316929133858,"Palearctic"
"661","Sitta villosa",0.695235148514851,0.902462121212121,"Palearctic"
"662","Smithornis sharpei",0.727777777777778,0.932044549076422,"Afrotropic"
"663","Spheniscus demersus",0.83151455026455,0.935294117647059,"Afrotropic"
"664","Spheniscus humboldti",0.813657407407407,0.939876215738285,"Neotropic"
"665","Spheniscus magellanicus",0.827761389708292,0.948610213316096,"Neotropic"
"666","Spheniscus mendiculus",0.832407407407407,0.929824561403509,"Neotropic"
"667","Spilornis cheela",0.837926509186352,0.892873079620068,"Indo_Malay"
"668","Spizaetus tyrannus",0.805172413793103,0.869717459550833,"Neotropic"
"669","Spizella passerina",0.822311827956989,0.926242236024845,"Nearctic"
"670","Sporophila hypoxantha",0.810702498821311,0.923005409060176,"Neotropic"
"671","Steatornis caripensis",0.774665551839465,0.911553019441418,"Neotropic"
"672","Stercorarius parasiticus",0.700022454609611,0.911514253980007,"Nearctic"
"673","Sterna hirundo",0.66573199527745,0.922593718338399,"Palearctic"
"674","Sterna paradisaea",0.66463700234192,0.917047401484866,"Nearctic"
"675","Streptopelia decaocto",0.740248226950355,0.9101966873706,"Palearctic"
"676","Streptopelia orientalis",0.766792452830189,0.894181585677749,"Palearctic"
"677","Strigops habroptila",0.636831683168317,0.941075514874142,"Australian"
"678","Strix uralensis",0.761543926118873,0.856578115117015,"Palearctic"
"679","Struthidea cinerea",0.742924528301887,0.926101694915254,"Australian"
"680","Struthio camelus",0.707572209211554,0.890227576974565,"Afrotropic"
"681","Sturnus cineraceus",0.838402457757296,0.874223602484472,"Palearctic"
"682","Sturnus sericeus",0.860096476293659,0.911821705426357,"Indo_Malay"
"683","Sturnus vulgaris",0.82816798092793,0.895573380867499,"Palearctic"
"684","Sylvia atricapilla",0.701169279829923,0.929565217391304,"Palearctic"
"685","Sylvia borin",0.738138965411693,0.909829721362229,"Palearctic"
"686","Sylviparus modestus",0.790524237771441,0.903921568627451,"Palearctic"
"687","Synthliboramphus antiquus",0.688089622641509,0.956862745098039,"Palearctic"
"688","Synthliboramphus wumizusume",0.700778270281414,0.935335102853351,"Palearctic"
"689","Syrmaticus ellioti",0.711402821316614,0.927882236516576,"Indo_Malay"
"690","Syrmaticus humiae",0.711402821316614,0.927882236516576,"Indo_Malay"
"691","Syrmaticus reevesii",0.724576271186441,0.897689267254485,"Palearctic"
"692","Tachuris rubrigastra",0.707209805335256,0.926360431813175,"Neotropic"
"693","Tachybaptus novaehollandiae",0.83130081300813,0.958710407239819,"Australian"
"694","Tachybaptus ruficollis",0.825859950859951,0.949791293977341,"Afrotropic"
"695","Tachycineta albilinea",0.8435780787135,0.942519251925192,"Neotropic"
"696","Tachycineta albiventer",0.828149920255183,0.933866279069767,"Neotropic"
"697","Tachycineta bicolor",0.828005974607916,0.931372549019608,"Nearctic"
"698","Tachycineta cyaneoviridis",0.819764216366158,0.932097186700767,"Neotropic"
"699","Tachycineta euchrysea",0.826637140145524,0.945378151260504,"Neotropic"
"700","Tachycineta leucorrhoa",0.847418872570574,0.923039215686275,"Neotropic"
"701","Tachycineta meyeni",0.840888278388278,0.934093637454982,"Neotropic"
"702","Tachycineta stolzmanni",0.796984924623116,0.914477672257022,"Neotropic"
"703","Tachycineta thalassina",0.806917211328976,0.929387755102041,"Nearctic"
"704","Tadorna ferruginea",0.871677252411197,0.869847543760587,"Palearctic"
"705","Tadorna tadorna",0.832563576234462,0.799507735583685,"Palearctic"
"706","Taeniopygia guttata",0.808973026049789,0.936497326203209,"Australian"
"707","Tarsiger cyanurus",0.819103649495384,0.951680672268908,"Palearctic"
"708","Terpsiphone atrocaudata",0.755320917858331,0.943709846107874,"Palearctic"
"709","Tetraogallus himalayensis",0.787305487305487,0.906431803490627,"Palearctic"
"710","Tetraogallus tibetanus",0.793610547667343,0.932125307125307,"Palearctic"
"711","Tetraophasis obscurus",0.774528972627089,0.899275362318841,"Palearctic"
"712","Tetraophasis szechenyii",0.763892489845303,0.902216117216117,"Palearctic"
"713","Thraupis episcopus",0.787544720858641,0.886572606214331,"Neotropic"
"714","Threskiornis aethiopicus",0.722249916915919,0.919110836677987,"Afrotropic"
"715","Thryothorus ludovicianus",0.836754117354962,0.876887871853547,"Nearctic"
"716","Tichodroma muraria",0.712006578947368,0.923889555822329,"Palearctic"
"717","Tinamus major",0.649876460017969,0.925696594427245,"Neotropic"
"718","Todus mexicanus",0.785164835164835,0.919366074538488,"Neotropic"
"719","Toxostoma redivivum",0.849242424242424,0.92953431372549,"Nearctic"
"720","Tragopan caboti",0.740592211460856,0.893045069778083,"Indo_Malay"
"721","Tragopan temminckii",0.728738255033557,0.894954507857734,"Palearctic"
"722","Tregellasia capito",0.800950683303625,0.92088122605364,"Australian"
"723","Tregellasia leucops",0.776104616603923,0.921765734265734,"Australian"
"724","Tringa erythropus",0.708341372435526,0.958110614159485,"Palearctic"
"725","Tringa glareola",0.677762803234501,0.962217514124294,"Palearctic"
"726","Tringa nebularia",0.708728342595619,0.968833373756973,"Palearctic"
"727","Tringa ochropus",0.674941910236028,0.942783898767318,"Palearctic"
"728","Tringa stagnatilis",0.700182069311904,0.963585434173669,"Palearctic"
"729","Tringa totanus",0.704011288979365,0.959166666666667,"Palearctic"
"730","Trogon melanurus",0.66347687400319,0.92943405162207,"Neotropic"
"731","Trogon viridis",0.629429482636428,0.926782594225809,"Neotropic"
"732","Trugon terrestris",0.696059431524548,0.916148251993341,"Australian"
"733","Turdus cardis",0.816376963350785,0.883302392739274,"Palearctic"
"734","Turdus hortulorum",0.825352822580645,0.878094059405941,"Palearctic"
"735","Turdus kessleri",0.804718282111899,0.883889450623526,"Palearctic"
"736","Turdus merula",0.799524512215117,0.884864689677524,"Palearctic"
"737","Turdus migratorius",0.814422808811228,0.883759733036708,"Nearctic"
"738","Turdus philomelos",0.779224270353303,0.885733603786342,"Palearctic"
"739","Turdus ruficollis",0.797660377358491,0.896367521367521,"Palearctic"
"740","Turdus rufiventris",0.807987711213518,0.89140708915145,"Neotropic"
"741","Turnix velox",0.758766233766234,0.928869420108469,"Australian"
"742","Tyrannus savana",0.657394561598224,0.922212618841832,"Neotropic"
"743","Upupa epops",0.78630574790567,0.931877444589309,"Afrotropic"
"744","Uragus sibiricus",0.792297297297297,0.92668814125507,"Palearctic"
