Species A_T A_G A_C T_A T_G T_C G_A G_T G_C C_A C_T C_G
51 Anolis_sagrei 0.0032496896349115 0.0236763101972123 0.00742786202265485 0.0158679554592816 0.00476038663778449 0.0999681193934743 0.650954002447663 0.0197258788620504 0.0542461668706385 0.042241275947017 0.0699621132872469 0.00792023924006568
52 Anourosorex_squamipes 0.00284220037521758 0.00938921535411816 0.00297010218105319 0.0116348355188957 0.00375046456701442 0.115581471553252 0.688091443538942 0.0105669511803649 0.0105669511803649 0.0214269264285643 0.121711108801425 0.00146832932078705
53 Anser_cygnoides 0.0020878591489085 0.0762018827033046 0.00665031176716379 0 0.0138693908339118 0.218947848998561 0.589315373546631 0.0138693908339118 0.0156708958459418 0.00267130023765636 0.0579260478822087 0.00278969820180081
54 Ansonia_muelleri 0.00604417913152117 0.0302208956576058 0.00604417913152117 0.0100899289647537 0 0.0706295027532762 0.712781410438675 0.0263993114977287 0 0.0217564093302503 0.101529910207835 0.0145042728868335
55 Aotus_lemurinus 0.0237485040649926 0 0.0237485040649926 0.0640832649372817 0 0.133156206359307 0.609964075435525 0 0 0 0.132006154744379 0.0132932903935227
56 Aotus_nancymaae 0 0.0226549512572411 0.00469118555062129 0.0234938781168224 0 0.212415439359556 0.467446556260297 0.128378297263344 0 0.00556717423709308 0.129288566125766 0.00606395182925932
57 Aphanius_anatoliae 0.0137786862846318 0.0734863268513694 0.0252609248551582 0.029196360125625 0.02502545153625 0.0792472631981249 0.543252226186363 0.0594182122391335 0.0339532641366477 0.0498870459493459 0.0440179817200111 0.0234762569173393
58 Apodemus_chevrieri 0 0.038100923096851 0.00346372028153191 0.0114855264550184 0 0.057427632275092 0.781773086399823 0 0 0.0269372778729208 0.0808118336187625 0
59 Apodemus_flavicollis 0.00502733922155882 0.0150820176646765 0.00502733922155882 0.0351571749643706 0 0.193364462304038 0.392514282513605 0 0.130838094171202 0.0787021023314082 0.131170170552347 0.0131170170552347
60 Apodemus_ilex 0.00780835564983882 0.0101508623447905 0.00156167112996776 0.0207070893144172 0.00258838616430215 0.106123832736388 0.696313942699696 0.0316506337590771 0 0.0346205323691781 0.0884746938323441 0
61 Apodemus_latronum 0.00762012675435084 0.0141516639723658 0.00435435814534334 0.0238849892727284 0 0.0716549678181854 0.707869669548907 0.0283147867819563 0 0.0328037163937298 0.109345721312433 0
62 Apodemus_peninsulae 0.00472949297078474 0.0132425803181973 0.00283769578247084 0.00307237999977478 0.00307237999977478 0.107533299992117 0.733460898128052 0.0564200690867733 0 0.0216089153491584 0.0540222883728961 0
63 Apodemus_speciosus 0.00259773211582643 0.0116897945212189 0.00259773211582643 0.0105460495568496 0 0.0474572230058233 0.752355175385652 0.062696264615471 0 0.0113855202086206 0.0986745084747122 0
64 Apteronotus_albifrons 0.0133707991731537 0.0267415983463073 0.0133707991731537 0.0323127646684547 0 0.161563823342274 0.673182597259473 0 0 0.00611212446439875 0.073345493572785 0
65 Arachnothera_longirostra 0 0.00390891396413139 0.0273623977489197 0.0915880257984674 0 0.327100092137384 0.506175187355283 0 0.0281208437419601 0.0157445392538551 0 0
66 Arctocephalus_forsteri 0.00546918652660037 0.0482512685679813 0.00505844801180839 0.0327743587837569 0 0.237428610024934 0.539859784236326 0.0065464211753195 0.0112757543840921 0.0218875107154506 0.09144865757373 0
67 Artamus_personatus 0 0.033859771297553 0.00846494282438825 0 0 0.243276150511788 0.599317951966688 0.0352539971745111 0 0.0184216583596318 0.0614055278654394 0
68 Artibeus_fimbriatus 0.000886380638245619 0.00221595159561405 0.000886380638245619 0.0022617802782484 0 0.0361884844519744 0.619727796240062 0 0.309863898120031 0.00155385155764328 0.0256385507011141 0.000776925778821641
69 Artibeus_glaucus 0 0.00876749708311038 0.00263024912493311 0.00401235940012363 0.00200617970006181 0.122376961703771 0.651951083100088 0.103719490493196 0 0.0196005336365094 0.0849356457582076 0
70 Artibeus_jamaicensis 0.00109277386929043 0.007649417085033 0.00437109547716171 0.00258737075898773 0.00129368537949387 0.0698590104926688 0.755277046100874 0.0397514234789934 0.0397514234789934 0.0100236545658551 0.0665206166643113 0.0018224826483373
71 Artibeus_obscurus 0.00213753617090988 0.0213753617090988 0.00213753617090988 0.00535126711643453 0 0.11772787656156 0.705921320442988 0.054301640034076 0 0.00910474617940226 0.0801217663787399 0.00182094923588045
72 Artibeus_planirostris 0.00339172360648834 0.00890327446703191 0.00169586180324417 0.00769736771614761 0.000962170964518451 0.0721628223388838 0.751286049994023 0 0.0979938326079161 0.00653457231838592 0.047194133410565 0.00217819077279531
73 Aspidomorphus_lineaticollis 0.0124048073792456 0.0234313028274639 0.00551324772410915 0.0423040910732863 0.00352534092277386 0.130437614142633 0.59413858676845 0.0312704519351816 0.0416939359135754 0.0283145385681744 0.0849436157045231 0.00202246704058388
74 Asymmetron_lucayanum 0.00679281102156792 0.100179104218452 0.0110141191721755 0.0174909172812113 0.00619195539974989 0.0978822522077956 0.55571583869601 0.0115559082067563 0.0413398762796195 0.0371143881606887 0.112094639201225 0.00262819015474721
75 Ateles_geoffroyi 0.0516109717010086 0.0455140257561541 0.0286727620561159 0.109139124870923 0 0.223766344877987 0.237983925065762 0 0.0793279750219207 0.0775332244558139 0.137836843477002 0.00861480271731265
76 Automolus_ochrolaemus 0 0.0139207251337122 0.0139207251337122 0.0194227260198937 0 0.0582681780596812 0.67979541069628 0 0 0 0.21467223495672 0
77 Automolus_rubiginosus 0.00320942418912979 0.0224659693239086 0.00641884837825959 0.00870193730580382 0 0.0696154984464305 0.799490489970726 0.0532993659980484 0 0 0.0367984663876937 0
78 Auxis_rochei 0.00599315793814163 0.107981950553717 0.00241688031987851 0.0413977555382496 0 0.158010822622303 0.522302786356084 0.00939503747865811 0.016341101854546 0.00939307262751379 0.124070727364976 0.00269670734593295
79 Avahi_laniger 0.00949066754959631 0.0655471888293775 0.0055401753198423 0.0143714894001164 0 0.152977607030342 0.598927468439269 0.0201984304182048 0.041804317886354 0.0181242912697762 0.070259274622804 0.0027590892343173
80 Bambusicola_thoracicus 0 0.00802207969012871 0.00401103984506435 0 0 0.319298934883579 0.532882417168999 0 0.0666103021461249 0.0184467270042944 0.046116817510736 0.0046116817510736
81 Bandicota_indica 0.0172137516082353 0.0236689084613236 0.0193654705592647 0.0254991061897854 0 0.14449493507545 0.521981703179136 0.032623856448696 0.032623856448696 0.0514823726236806 0.131046039405732 0
82 Barbatula_barbatula 0.00472083145921157 0.110724956043326 0.00944166291842313 0.0150247466989519 0.00250412444982531 0.0813840446193227 0.563310045660889 0.0233323687551848 0.0783300951066917 0.0440150117504002 0.0588849481525625 0.00832716438521086
83 Barbatula_nuda 0.00938823365032224 0.0344235233845149 0.0219058785174186 0.0387450912552981 0.0232470547531789 0.240219565782848 0.49275065588981 0.0182500242922152 0.0547500728766456 0.0257910720657909 0.033159949798874 0.00736887773308311
84 Barbatula_toni 0.00328476329100788 0.0788343189841892 0.00328476329100788 0.042748515170209 0.00854970303404179 0.273590497089337 0.459241191542816 0.0191350496476173 0.0382700992952347 0.0401836042599964 0.0219183295963617 0.0109591647981808
85 Barbatula_vardarensis 0 0.210350110990022 0.024747071881179 0 0.035214978868893 0.0704299577377859 0.453858307718119 0 0.100857401715138 0.0522710855444319 0.0348473903629546 0.0174236951814773
86 Barbus_cyclolepis 0.0113442803931448 0.0879181730468723 0.0170164205897172 0.0224921230305642 0.0337381845458463 0.134952738183385 0.583655730006777 0 0.0457769200005315 0.0368115009518444 0.021035143401054 0.00525878585026349
87 Barbus_petenyi 0.0112350805963713 0.101115725367341 0.0112350805963713 0.0763604630363538 0 0.267261620627238 0.485862161868565 0 0 0 0.0469298679077591 0
88 Barbus_rebeli 0.00350691331054613 0.0981935726952916 0.00701382662109226 0.0270471766137698 0 0.108188706455079 0.627660576594105 0 0.0321877218766208 0.0549722890477119 0.0343576806548199 0.00687153613096398
89 Barisia_imbricata 0.00969802492746769 0.0387920997098707 0.0215511665054837 0.0257676990826436 0.0103070796330574 0.123684955596689 0.558790960106472 0.0677322375886632 0.0423326484929145 0.0366560251503096 0.0582183928857858 0.00646871032064286
90 Basileuterus_rivularis 0.00816488706762918 0.0246422219707243 0.0114832077756857 0.0407966312606232 0.0107527302676235 0.228463984786133 0.486582564517721 0.0150320224739197 0.0467360873617793 0.0475400397469407 0.0755860736690596 0.00421954910216107
91 Basileuterus_tristriatus 0.00640261208369059 0.0384156725021435 0.0112045711464585 0.0188533781550048 0 0.252635267277064 0.54907708840939 0 0.0196098960146211 0.0431175521402147 0.0606839622714132 0
92 Bathygobius_geminatus 0 0.0958648010002657 0.00958648010002657 0 0.0141174035303874 0.112939228243099 0.491552428436008 0.0446865844032734 0.0893731688065469 0.065483033298643 0.065483033298643 0.0109138388831072
93 Bathygobius_soporator 0.0048358517881749 0.145075553645247 0.0096717035763498 0.00781252947010645 0 0.140625530461916 0.555371794783008 0.0158677655652288 0.0634710622609153 0.00954470140817551 0.0413603727687606 0.00636313427211701
94 Batrachuperus_pinchonii 0.0147439270882096 0.0296855728656647 0.020365580381872 0.0255780528409433 0.00385696137629097 0.0280143374241408 0.56908085524337 0.0244274220498428 0.0270672195620785 0.137808539054503 0.119371532113085 0
95 Beaufortia_kweichowensis 0.0185032963498955 0.0878906576620035 0.0740131853995819 0.0962469850458273 0.0192493970091655 0.307990352146647 0.185192474674385 0.0308654124457308 0.0308654124457308 0.0713483084796242 0.0648620986178401 0.012972419723568
96 Bipes_biporus 0 0.00918705271135059 0.00459352635567529 0.0265703975475336 0 0.318844770570403 0.533823441636811 0 0 0.106980811178227 0 0
97 Bison_bison 0 0.0391515005445871 0.0128813500120562 0.058833592542885 0 0.0618969463844963 0.792807055332026 0 0 0 0.0270564542288694 0.00737310095507955
98 Biwia_zezera 0.00443145193272872 0.0930604905873031 0.0177258077309149 0.0308759731191424 0 0.12350389247657 0.506446907398068 0.026655100389372 0.026655100389372 0.0501897870519205 0.120455488924609 0
99 Blarina_brevicauda 0.00472321149812924 0.0330624804869047 0.00236160574906462 0.0278967685225556 0.0139483842612778 0.18830318752725 0.553586567044016 0.0316335181168009 0.0790837952920023 0.0163501203754996 0.040875300938749 0.0081750601877498
100 Blarinella_griselda 0.00748894190272551 0.0168501192811324 0.00374447095136276 0.0140542107642729 0 0.121803159957032 0.704792643512057 0 0 0.0254064103802744 0.105860043251143 0
101 Blarinella_quadraticauda 0 0.0324380556080953 0.0108126852026984 0 0 0.107181136120043 0.360422840089948 0.360422840089948 0 0 0.128722442889267 0
102 Boa_constrictor 0.00642164893209201 0.0356295389283107 0.00671509012107956 0.0512996346474263 0.00388269533156521 0.104763967426376 0.674499285081175 0.00877535211773176 0.0394890845297929 0.0261752246065282 0.03336333734937 0.00898514092855225
103 Boleophthalmus_pectinirostris 0.0140595575975183 0.0542297221618561 0.00301276234232534 0.0146996119545802 0.00400898507852188 0.0494441493017699 0.724682726858257 0.0120780454476376 0.0362341363429128 0.0127677525083823 0.0729585857621844 0.00182396464405461
104 Bombina_bombina 0.0168984453945495 0.0619609664466816 0.022531260526066 0.0424718821900257 0.0141572940633419 0.155730234696761 0.516140462530693 0 0.0645175578163367 0.0234648658523432 0.0821270304832012 0
105 Bombina_maxima 0.00990472083384471 0.128761370839981 0.0297141625015341 0.0977934462075807 0.0244483615518952 0.146690169311371 0.471797389337336 0 0 0.0151483965694096 0.0757419828470478 0
106 Bombina_orientalis 0.0262217505895414 0.0131108752947707 0.0131108752947707 0.105299943312332 0 0.210599886624663 0.511539068877939 0 0 0 0.120117600005983 0
107 Bombina_variegata 0.00788074215598056 0.0771025096476443 0.0104718546194569 0.0226239128139997 0.00985293672266027 0.161960908473059 0.54747601163282 0.02778747094466 0.0152141357954181 0.0199909574349978 0.0977840326887379 0.00185452707056478
108 Boops_boops 0 0.115189327901319 0.0143986659876649 0 0.0236654245459177 0.0709962736377531 0.478459200966583 0 0.136702628847595 0.0229412111590239 0.126176661374631 0.0114706055795119
109 Bos_frontalis 0 0.00845466107220643 0.00281822035740214 0.0464243302917906 0 0.154747767639302 0.681945276028651 0 0 0.0372740275096405 0.0621233791827342 0.00621233791827342
110 Bos_grunniens 0 0.0350525517042235 0.00642467343526926 0.0181925989306647 0 0.158182622367622 0.598180899199386 0 0 0.0267137145560081 0.157252939806827 0
111 Bos_indicus 0.00434065278026764 0.0496236073989221 0.00593101594013276 0 0 0.147260121637113 0.68263333159408 0.0347074762091558 0 0.0109955559278939 0.0645082385124348 0
112 Bos_javanicus 0.00285464003304318 0.0163184376712212 0.00212052369185511 0.0237834802464262 0.00169068231768898 0.139561212678615 0.681150620283821 0.0239984568021993 0.00901764256855664 0.00924590118516757 0.0890984567968198 0.00115994572458612
113 Bos_taurus 0.00445006880208775 0.0297084483176695 0.00186875062762992 0.0183785814926134 0.0050551249894909 0.169269230673759 0.643687591041133 0.0169626713356959 0 0.01474681919239 0.0946944414743148 0.00117827205321585
114 Brachyhypopomus_occidentalis 0.00625692367130576 0.0426455370617325 0.0364437421624366 0.0342777080806477 0.011563473701367 0.298883900875099 0.412397266542368 0.0046020204233401 0.0653765318604367 0.0453419671112642 0.0380122013485408 0.00419872716146101
115 Brachymeles_bonitae 0.00310851946468154 0.0344032570476981 0.0134059710883605 0.024979173214549 0.00599598865631906 0.14683385999794 0.590012685116006 0.012972090842998 0.0558256536340354 0.0541718510758858 0.0497882176408101 0.00850273222071611
116 Brachymeles_boulengeri 0.00598924185107247 0.0216043310023716 0.0192813588143995 0.0459057659368842 0.0107766756605891 0.18359401546793 0.531213898536352 0.025397672904749 0.0633320983128888 0.0359516334337299 0.0515353664024801 0.00541794167655344
117 Brachymeles_gracilis 0.00777909341739922 0.0334461307938632 0.0189038696806688 0.0382043629475321 0.00388478864780976 0.119165048485389 0.589056021153134 0.0599474317981351 0.039110838141701 0.0250629608439292 0.0627973499956745 0.00264210409476398
118 Brachymeles_schadenbergi 0.00127875943339574 0.015146673772414 0.00122914957631201 0.0450045175609967 0 0.127022148303419 0.726455382976354 0.0373014657951523 0.0140649830089417 0.0193641205796275 0.0108323065243383 0.00230049246904915
119 Brachymystax_lenok 0 0.0428923315779356 0.00743961486015203 0.00791606263597279 0.00382205981875005 0.0618308478719488 0.775898016328533 0.020187549292541 0.020187549292541 0.0100299648114997 0.0497960035101258 0
120 Brama_brama 0.0456360977979236 0.0228180488989618 0.0228180488989618 0.0396052919745294 0 0.12871719891722 0.432431937935381 0.0564041658176584 0.150411108847089 0.0210746043567238 0.0716536548128608 0.0084298417426895
121 Branchiostoma_belcheri 0.0894253070668197 0.0620664520214474 0.0231536612868199 0.0398053999768056 0.0265009672423704 0.0248460547758607 0.129674368916044 0.110863260703698 0.0124441882257153 0.0544249948453178 0.399914745870623 0.0268805990684776
122 Branchiostoma_floridae 0.0118379060645122 0.0601364597661683 0.00710019283794676 0.0115453501282249 0.00888355410653271 0.1104932697308 0.135704233077711 0.0243940312818333 0.0100896255194189 0.0328929174405958 0.553577895552028 0.0333445644942283
123 Branchiostoma_lanceolatum 0.0727892691021514 0.0262779640842465 0.0093388298006595 0.010917677851249 0.00758726243386255 0.0339622989281717 0.0799072996332728 0.0909454280883641 0.0384564071495131 0.0627867202223679 0.52116189708181 0.0458689456243316
124 Brienomyrus_sp 0.00524631925734705 0.0195544626864754 0.00667713360025988 0.0162172823343521 0.00231675461919316 0.13900527715159 0.697343140377141 0.0132827264833741 0.0398481794501223 0.0167195158531982 0.041400705922205 0.0023885022647426
125 Bronchocela_cristatella 0.00854090808382109 0.0287285090092164 0.00931735427325937 0.0292405958421605 0.0041772279774515 0.0877217875264814 0.65737440929023 0.0398408732903169 0.0398408732903169 0.0600283995888183 0.0331191170145205 0.00206994481340753
126 Brotogeris_cyanoptera 0 0.0234834926674496 0.0117417463337248 0.0459390944799724 0.0169553941212191 0.413451850319751 0.375047855533791 0 0.0603513594148657 0.0145146978770165 0.038514509252209 0
127 Bubalus_bubalis 0.00467934659202807 0.0404512783057395 0.00317226839150869 0.0395369019440306 0 0.257866022580249 0.505543255909546 0.0105764859857161 0.0390921777063346 0.0104467504236184 0.0866894019795204 0.00194611018170835
128 Bungarus_fasciatus 0.00482363002854736 0.0192945201141894 0.0144708900856421 0.0291965493629328 0.0097321831209776 0.097321831209776 0.511840741918081 0.204736296767232 0 0.00987121430842013 0.0987121430842013 0
129 Bungarus_multicinctus 0.0121845341501515 0.0304613353753787 0.0121845341501515 0.0271226353398852 0 0.162735812039311 0.560082419768629 0 0.0800117742526613 0.00960141291031935 0.105615542013513 0
130 Callosciurus_erythraeus 0.00592096586179588 0.0361952003888619 0.00775426594773536 0.0178574780872435 0.00210537262047971 0.179414685839129 0.580300890755563 0.00908819181173743 0.0363527672469497 0.0151590255170357 0.1077064498912 0.00214470603226842
131 Calotes_versicolor 0.0113704705424706 0.0616911362108004 0.0188945713036614 0.0384455498500648 0.0116742490163351 0.139462256867002 0.556933037642862 0.0153663725966485 0.027557554483911 0.0214268277246104 0.0924131972917663 0.004764776469868
132 Camelus_bactrianus 0.0165439603420683 0.044011067459218 0.0165439603420683 0 0 0.180510404007309 0.530399901375161 0 0 0.0409212320117935 0.171069474462381 0
