Species A_T A_G A_C T_A T_G T_C G_A G_T G_C C_A C_T C_G
374 Galaxiella_nigrostriata 0 0.0590950400611105 0.0118190080122221 0 0.0362816059910074 0 0.691983856199455 0.125815246581719 0 0.0750052431544864 0 0
375 Galea_musteloides 0.00654141259343196 0.0159901196728337 0.00218047086447732 0.0334098990103852 0 0.0946613805294247 0.644203598191154 0.0153381809093132 0.076690904546566 0.0109164623294177 0.0964287505765233 0.00363882077647258
376 Galeocerdo_cuvier 0.0227340544275378 0.0230960169462362 0.0568351360688445 0.0483842571978749 0.016128085732625 0.0816397262838886 0.519172691672838 0 0 0.0183360974698296 0.213673934200326 0
377 Gallus_gallus 0.00723432877975819 0.0283648049224536 0.00354470224920244 0.0210787322535196 0 0.120823693553769 0.772723438337995 0 0 0.00562559689385159 0.0394868556432057 0.00111784736624513
378 Gambelia_sila 0 0.0139080164676721 0.00278160329353442 0.0132922829230839 0 0.0265845658461678 0.871248726140317 0 0 0.0120308008882042 0.0561437374782864 0.00401026696273474
379 Gambelia_wislizenii 0.00540930063504788 0.014424801693461 0.0180310021168263 0.0461201142580046 0 0.0922402285160093 0.629968109356019 0 0.089995444193717 0.0319418459172046 0.0612218713413089 0.0106472819724015
380 Garra_orientalis 0.00280454499722638 0.0140227249861319 0.00560908999445275 0.0529689814949592 0 0.145664699111138 0.664799101081661 0 0.0415499438176038 0.0111662945410503 0.0614146199757766 0
381 Garrulax_canorus 0.000838468703035917 0.0416109839540115 0.00301633076627808 0.00376958900317307 0 0.227880284746724 0.680674845480532 0 0 0.00510390695271644 0.0350863411233087 0.00201924927022026
382 Garrulax_chinensis 0.00548398984967255 0.0448144739729198 0.00806239934275456 0 0 0.21234961820587 0.496398600349603 0 0.124099604392795 0.00657862128226284 0.0956340713218592 0.00657862128226284
383 Gekko_chinensis 0.00938569240580282 0.00938569240580282 0.00938569240580282 0.051671232127691 0 0.0688949761702547 0.693870831428994 0 0 0.0787029415278257 0.0787029415278257 0
384 Gekko_gecko 0.00217131888022162 0.0308477888579809 0.00766380530004399 0.032348879793674 0.00832905275933555 0.192709829707922 0.611292703025803 0.023964335582446 0 0.0172117962617624 0.0718950961520342 0.00156539367877649
385 Gekko_swinhonis 0.00611797662584726 0.0244719065033891 0.0122359532516945 0.0586376159062612 0.00451058583894317 0.126296403490409 0.563376550493555 0.0325024932977051 0.0216683288651367 0.0424427916185168 0.0979449037350387 0.00979449037350387
386 Gekko_vittatus 0.00341506607616114 0.023905462533128 0.0102451982284834 0.014082490655879 0 0.0844949439352742 0.634866382027334 0 0.0952299573041 0.0254781903313601 0.10191276132544 0.00636954758284003
387 Genetta_pardina 0.0112437092302901 0.0281092730757252 0.00562185461514504 0.0744320400508092 0 0.223296120152428 0.615865105581695 0 0 0.00828637945878149 0.033145517835126 0
388 Genetta_servalina 0.0155048076923077 0.0620192307692308 0.0155048076923077 0.146188186813187 0 0.536023351648352 0 0 0 0.0449519230769231 0.179807692307692 0
389 Gerbilliscus_leucogaster 0.00879685704367988 0.0153944998264398 0.00219921426091997 0.0104941329909311 0 0.120682529395707 0.571098396000364 0 0.027195161714303 0.00595461484799159 0.22627536422368 0.0119092296959832
390 Gerbilliscus_sp 0.0214293721219078 0.0642881163657234 0.0214293721219078 0 0 0.216972392734317 0.508762851928742 0 0 0 0.167117894727402 0
391 Gerbillus_gerbillus 0 0.0135573544432426 0.00338933861081064 0.0101258467672897 0 0.101258467672897 0.662127403867856 0 0.110354567311309 0.0212543617128419 0.0779326596137538 0
392 Gerbillus_nanus 0.00728343129078018 0.0218502938723405 0.00364171564539009 0.0180512686958321 0.00601708956527736 0.11432470174027 0.724337241868089 0.0278591246872342 0 0.00450794897851686 0.0721271836562698 0
393 Gerbillus_tarabuli 0 0.0159511088910423 0.00531703629701412 0.0305609214329026 0 0.101869738109675 0.736798199380389 0.0460498874612743 0 0.0126906216855405 0.0507624867421622 0
394 Glirulus_japonicus 0.0173491698917477 0.0462644530446605 0.0127227245872816 0.0369783128288175 0.0123261042762725 0.160239355591542 0.500234398545392 0.0400187518836314 0.0100046879709078 0.0305875810575526 0.1289048058854 0.00436965443679323
395 Gloydius_brevicaudus 0.0122726696062108 0.0377593974143509 0.0051949462073869 0.0255231436250753 0.0228860960845912 0.122341623044408 0.579561204905537 0.101250292084839 0 0.0174575281011191 0.0724971543548009 0.00325594457168118
396 Gloydius_halys 0.0153925248262124 0.0269369184458718 0.00384813120655311 0.0145997767664933 0 0.15329765604818 0.67004127008649 0 0 0.0224291076039095 0.0934546150162898 0
397 Glyptothorax_trilineatus 0 0.0173889123372874 0.0115926082248582 0.0403769755859008 0 0.201884877929504 0.570713020300713 0 0 0.0702416024985494 0.0878020031231867 0
398 Glyptothorax_zanaensis 0.0102319011301336 0.0562754562157346 0.0358116539554674 0 0.0490593780840742 0.31070939453247 0.294930062400166 0.147465031200083 0 0.0607836233975548 0.034733499084317 0
399 Gobio_gobio 0.017696992059442 0.102642553944764 0.0106181952356652 0.0135613509043323 0.00678067545216613 0.0678067545216613 0.537180177488272 0.0116778299453972 0.0934226395631778 0.0410704684104065 0.082140936820813 0.0154014256539024
400 Gobiobotia_brevibarba 0.00639569337422618 0.102331093987619 0.0191870801226786 0 0.0199410290253332 0.0997051451266658 0.528978042839812 0.0587753380933125 0.039183558728875 0.0289622350849563 0.0772326268932169 0.0193081567233042
401 Gobiobotia_naktongensis 0.0135847786706917 0.0860369315810474 0.00452825955689723 0.102659213571203 0.0128324016964004 0.141156418660405 0.477463738518464 0 0 0.0943473170178531 0.0673909407270379 0
402 Gorilla_gorilla_gorilla 0.0280203581186702 0.0454745014409682 0.00560407162373404 0.0248458247433289 0 0.188953833095217 0.496475802211116 0 0.101182479385764 0.0182405215635338 0.0851224339631579 0.00608017385451128
403 Gracilinanus_agilis 0.00301482201601981 0.0256259871361684 0.0135666990720892 0.0283502997514799 0.00405004282163998 0.162001712865599 0.539310359734219 0.0371938179127047 0.0371938179127047 0.0489902533453228 0.0952588259492388 0.00544336148281364
404 Graomys_griseoflavus 0.0322391932543981 0.0234466860031986 0.00586167150079965 0.0268019876208977 0.00670049690522443 0.093806956673142 0.684631082751429 0 0 0.0316279813227277 0.0948839439681832 0
405 Grus_antigone 0 0 0.0709864148799671 0.282672360598255 0 0.282672360598255 0 0 0 0.202038257735291 0.161630606188233 0
406 Grus_canadensis 0 0.0138013044523557 0.0138013044523557 0 0 0.0384332289906408 0.727693307398265 0 0.161709623866281 0.0148537436133672 0.0148537436133672 0.0148537436133672
407 Gymnocypris_eckloni 0 0.101002605699354 0.00833709486721495 0.0206466442250988 0.00248367030288087 0.0745950031722803 0.571468203047221 0 0.0354061348531456 0.0325943456004038 0.144678564245589 0.0087877339868118
408 Gymnocypris_przewalskii 0.0183999304365045 0.113199248092919 0.00919996521825225 0.0431894189193263 0.0215947094596632 0.106101857743989 0.462867181684179 0 0.0386774047951013 0.0169791166954604 0.152812050259144 0.0169791166954604
409 Gymnocypris_waddellii 0.0248508256071336 0.0864474658254711 0.0335068554604382 0.0350167696388416 0.0152165589972431 0.123384915493946 0.474028325420731 0 0.0575488809066889 0.0150645316967143 0.119870339256078 0.0150645316967143
410 Gymnodiptychus_dybowskii 0.0101452646720012 0.111597911392013 0.0236722842346694 0.0342404981317132 0.0136961992526853 0.143810092153196 0.443372131088894 0.0188668991952721 0.0471672479881802 0.0613725887565503 0.0613725887565503 0.0306862943782752
411 Gymnodiptychus_pachycheilus 0.0128901976309621 0.0848066215132258 0.0251036914173359 0.0445847361587274 0.0227758054062938 0.179339183151688 0.390785295748119 0.024713573473869 0.03517399710935 0.0661648452822877 0.0939832524702616 0.0196788006378796
412 Handleyomys_alfaroi 0.00712051177183542 0.017089228252405 0.0128169211893038 0.0692997669821665 0 0.0989996671173807 0.685122696300964 0 0.0244686677250344 0.04799527934718 0.03490565770704 0.00218160360669
413 Hatcheria_macraei 0 0.0498316544182213 0.0166105514727404 0 0 0.0926006266095844 0.69142903590235 0 0.0901863959872631 0.0319532422514526 0.0228237444653233 0.00456474889306465
414 Helicolenus_dactylopterus 0.0132729215746293 0.0265458431492586 0.0132729215746293 0 0 0.0692570775441962 0.771093539097513 0 0 0 0.106557697059774 0
415 Hemibagrus_macropterus 0.0104876826502245 0.0314630479506735 0.00699178843348299 0.00993545304168969 0.00993545304168969 0.119225436500276 0.592163570915601 0.0394775713943734 0.0394775713943734 0.0367415020898128 0.0979773389061676 0.00612358368163547
416 Hemidactylus_alkiyumii 0 0.0474814871039801 0.02374074355199 0.0238206787154648 0 0.381130859447436 0.458282855286998 0.0104155194383409 0 0.0367519043038599 0.014700761721544 0.00367519043038599
417 Hemidactylus_frenatus 0 0.0258662496389295 0.0290995308437956 0.0468203989858507 0.00936407979717013 0.290286473712274 0.477830613949056 0 0.0682615162784365 0.0174903789314959 0.0314826820766927 0.00349807578629919
418 Hemiphyllodactylus_yunnanensis 0.0129018517871744 0.0338117495112157 0.0476033841802643 0.0944637996541636 0.0203745450234471 0.248199003012901 0.326407205715744 0.0489610808573617 0.0862647615105896 0.0342567644987901 0.0361084814987247 0.0106473727496239
419 Henicorhina_leucophrys 0.00638282009896919 0.064626053502063 0.00319141004948459 0.0246878363113701 0.012343918155685 0.259222281269386 0.533811874064882 0.00404402934897638 0.0202201467448819 0.0202819221559505 0.0502219024814012 0.000965805816950022
420 Henicorhina_leucosticta 0.00494197277180887 0.0408428242270028 0.0108523127417462 0.0275792458015615 0.00982721271316392 0.387126131881192 0.407967704989201 0.0113730167016839 0.0227429389038747 0.0111466408260835 0.0650068362142923 0.000593162228389273
421 Herichthys_minckleyi 0 0.049163074627092 0.0138646722783147 0.0437247725744383 0 0.306643466374166 0.450231483805004 0 0 0.0219922226471393 0.114380307693846 0
422 Herpestes_javanicus 0.00263901086428074 0.00536407255562879 0.0010556043457123 0.0589341276508991 0 0.186574751887292 0.66602094866537 0 0.0295678593792936 0.0131150323328832 0.0356000679358885 0.00112852438275163
423 Herzensteinia_microcephalus 0.00929500269882625 0.0992522445039764 0.00888721984213856 0.017701895990054 0.0177833053289641 0.128678761060823 0.547434377180528 0.0024153295620934 0.0343655806650606 0.0299153090441305 0.0871490641913405 0.0171219099320646
424 Heterocephalus_glaber 0.00954678687711814 0.0318226229237271 0.0127290491694909 0.107014320467155 0 0.107014320467155 0.537644789673742 0.0448037324728119 0.0224018662364059 0.0476334418921474 0.0635112558561965 0.0158778139640491
425 Heteronotia_binoei 0.00612326638085898 0.0223047681675901 0.013784518953185 0.0252285244215791 0.00515717147272984 0.185517198217354 0.592899412011736 0.0292566326714111 0.0507156507767213 0.0236836484666753 0.0409820575218989 0.00434715093826033
426 Heteropneustes_fossilis 0.00516642818719509 0.00826628509951214 0.0144659989241462 0.0505751429568124 0.00842919049280207 0.185442190841646 0.522857727921164 0.0275188277853244 0.0825564833559733 0.0484133258225505 0.0420985441935222 0.00420985441935222
427 Himantura_gerrardi 0 0 0.00660368705860772 0 0 0.0938273869577181 0.716500045858938 0 0.10235714940842 0.00807117307163166 0.072640557644685 0
428 Himantura_uarnak 0.00766040478650947 0.00957550598313684 0.0114906071797642 0.00621567932238707 0 0.0839116708522254 0.623556949621871 0 0.0566869954201701 0.0271489441667481 0.171038348250513 0.00271489441667481
429 Hippocampus_reidi 0 0.0179074927408892 0.00895374637044462 0.0173105763161929 0 0.0519317289485788 0.719054708518784 0 0 0.0264059638721587 0.158435783232952 0
430 Hippoglossus_hippoglossus 0 0.213046225966873 0.0292556423927881 0 0 0.0363509009551646 0.638760990180533 0 0 0.0266652990559266 0.0559209414487147 0
431 Hipposideros_armiger 0.00953596497877164 0.0324222809278236 0.00190719299575433 0.058362598732822 0.00729532484160275 0.196973770723274 0.639560128678571 0 0 0.00703600932018 0.04456139236114 0.00234533644006
432 Hipposideros_caffer 0.00576158968210614 0.0334172201562156 0.0080662255549486 0.0443642405522173 0 0.361251673068055 0.448143984002772 0 0.0114908713846865 0.0178579991018366 0.0625029968564281 0.00714319964073464
433 Hipposideros_pomona 0 0.0232904179333387 0.00998160768571659 0 0 0.126615181128514 0.771503581803482 0 0 0.00857615143111856 0.0600330600178299 0
434 Hipposideros_ruber 0.00350770089768855 0.0364800893359609 0.00491078125676397 0.00859103840829042 0 0.223366998615551 0.612459594416105 0.00651552760017133 0.0325776380008566 0.0161331000492647 0.0554575314193476 0
435 Hirundo_rustica 0 0.0247552911457097 0.00275058790507885 0.0341321384958969 0.0170660692479485 0.307189246463073 0.456153137490135 0 0.0622027005668366 0.0251975864961373 0.0705532421891845 0
436 Hoplobatrachus_rugulosus 0.0119526480699089 0.00398421602330295 0.0318737281864236 0.00952386998210338 0 0.185715464651016 0.600830999457813 0 0.0558912557635175 0.0222728484146478 0.0751708633994362 0.00278410605183097
437 Hoplobatrachus_tigerinus 0.00511988625311033 0.0204795450124413 0.015359658759331 0.0548478558031043 0 0.150831603458537 0.590149090679617 0.032786060593312 0 0.0391278898321644 0.0912984096083835 0
438 Hyla_meridionalis 0.0359702772719473 0 0.0239801848479648 0.0424397516014342 0 0.262932080452398 0.431958617420779 0 0 0.0405438176810952 0.141903361883833 0.0202719088405476
439 Hylobates_agilis 0.00408385796453051 0.0784243690436655 0.00671770372419355 0 0 0.199799846803681 0.628005665346757 0 0.0263969237642736 0.00783824971454689 0.0464713923384069 0.00226199129994507
440 Hylobates_lar 0.00459130024917622 0.0604896309939694 0.00192054678428678 0.015274462614253 0 0.195329444391124 0.661786576965781 0 0.0158418582814373 0 0.0447661797199731 0
441 Hylomys_suillus 0.0276776966312382 0.0103481035673752 0.0200461144127898 0.04814892865904 0.00777077954956329 0.0739206006223083 0.483172949298629 0.0513931827173432 0.0762348753727245 0.0695189142539922 0.131767854914996 0
442 Hylophilus_ochraceiceps 0.00527588187018075 0.056276073281928 0.00527588187018075 0.0203384677981842 0.00406769355963685 0.272535468495669 0.472191427381177 0.0178185444294784 0.0356370888589568 0.0331750417363825 0.0751967612691336 0.00221166944909217
443 Hynobius_chinensis 0.00806720766855563 0.00446663410491527 0.00134453461142594 0.0128012328033677 0.0132538159142966 0.0739465259525608 0.709789339750696 0.0208210283788781 0.0402887243641821 0.0207365136715222 0.0944844427795998 0
444 Hynobius_leechii 0.0202282413920921 0.0287021051620182 0.00571937983568373 0.00564652149382788 0 0.0790513009135904 0.641538693833736 0 0.0633217053236413 0.0313322193782466 0.124459832667164 0
445 Hynobius_tokyoensis 0 0.0369496706270593 0.00615827843784322 0.0390733560152591 0.00651222600254318 0.14326897205595 0.637761922583989 0.0187577036054115 0 0.0253449706072601 0.0811039059432323 0.00506899412145202
446 Hypophthalmichthys_molitrix 0.00522518771827876 0.042984969954196 0.00871196337160508 0.0117350759600032 0 0.178916308706312 0.660057270555031 0.00431225883441107 0 0.00784010582113533 0.0734610041441125 0.00675585493491518
447 Hypophthalmichthys_nobilis 0.0032511015762692 0.062552090138481 0.00844971573519271 0.0399986584728296 0 0.147172400099048 0.612336303638998 0 0 0.0148032569429245 0.111436473396257 0
448 Hypostomus_ancistroides 0 0.0510357314788372 0.00567063683098191 0 0 0.0591802438678112 0.810571029766177 0 0 0.00919279475702414 0.064349563299169 0
449 Hypseleotris_galii 0.00373424473498782 0.0784191394347443 0.0224054684099269 0 0.018740979180574 0.131186854264018 0.504890903400464 0.0651472133419954 0.0977208200129931 0.0141371594945993 0.0494800582310975 0.0141371594945993
450 Hypseleotris_klunzingeri 0.00892558067076045 0.120495339055266 0.0223139516769011 0.0336601872102029 0.011220062403401 0.0897604992272078 0.510245695011806 0 0.123162753968367 0.0253313465608698 0.042218910934783 0.0126656732804349
451 Ichthyophis_bannanicus 0 0.0250709372534237 0.01868114293863 0.0160013623309939 0.0160995957892193 0.0854388325568595 0.704857385529176 0.0463401276622658 0 0.036983707299668 0.050526908639764 0
452 Imantodes_cenchoa 0.00868047529153027 0.0125791895701072 0.0214357346687565 0.0522559422795322 0 0.168655889597181 0.588908767975106 0.0161648359051269 0.0323296718102538 0.0501974853517201 0.0473775844089877 0.0014144231416986
453 Indri_indri 0.0115279755765271 0.0574306530206119 0.0029541516194086 0.0271575097542819 0.00502056553771926 0.156981276914252 0.573440076992653 0.0239617900663874 0.0177470691457255 0 0.123778931372434 0
454 Iole_propinqua 0.0121073659273395 0.0887873501338229 0.016143154569786 0.0240172975901564 0 0.252181624696642 0.324282632595108 0.0512025209360697 0.0682700279147596 0.0489024076908947 0.108672017090877 0.00543360085454385
455 Ithaginis_cruentus 0.00256403749040129 0.0122433893681353 0.0128201874520065 0.0363099068416221 0.0137710746872225 0.26103098057077 0.465156591290251 0.0339130241654964 0.0847825604137409 0.029988629922389 0.0461902126811577 0.00122940511680664
456 Katsuwonus_pelamis 0.00929233856752929 0.0637862063461949 0.00820336891373718 0.0152149312632713 0.00294197540733077 0.136466441843969 0.646797008186898 0.00455237754556318 0.0346080981167898 0.0162351291929891 0.0587959591508317 0.00310616546489539
457 Kerivoula_minuta 0.00537786040942248 0.0430228832753798 0.00537786040942248 0.0400478966659121 0.020023948332956 0.140167638330692 0.534152351476422 0.076307478782346 0 0.0225870137195744 0.112935068597872 0
458 Kinyongia_fischeri 0.0142500933041823 0.0356252332604559 0.0285001866083647 0.0414109854290713 0 0.207054927145356 0.448772382835046 0.0407974893486406 0.0815949786972811 0.0652759829578249 0.0326379914789125 0.00407974893486406
459 Kobus_ellipsiprymnus 0 0.0212648435687826 0.0212648435687826 0 0.0501886350331012 0.351320445231709 0.408431650614203 0 0 0 0.147529581983422 0
460 Labeo_bata 0.00371733922206771 0.0148693568882708 0.0185866961103385 0 0 0.272506728714746 0.617507234619632 0 0 0.0364063222224726 0.0364063222224726 0
461 Labeo_fimbriatus 0 0.0192858049144968 0.0048214512286242 0 0 0.254014351571201 0.536252519983647 0 0 0.0348048510566309 0.139219404226524 0.011601617018877
462 Labeo_gonius 0.00137739640488312 0.00952284191977877 0.00272505958116547 0.0861656192595165 0.00889399980578631 0.279059236188469 0.545730139668823 0 0 0 0.0665257071715777 0
463 Labeo_rohita 0.0124630900903295 0.0190796486085274 0.0124270636012287 0.105655943560145 0.00598169793129326 0.248010088596653 0.414514865353676 0.0110033613862812 0.0372922958922965 0.0361499367680863 0.089535477737455 0.00788653047402815
464 Labeobarbus_intermedius 0.0082064801079527 0.0530774629648872 0.0111258216352458 0 0 0.0866214427145002 0.755718792095864 0 0 0.0168017886308669 0.0516464232198163 0.0168017886308669
465 Lacerta_bilineata 0.0130075382421472 0.0216792304035787 0.0130075382421472 0.012429627145555 0.00621481357277748 0.149155525746659 0.572889510805213 0.0520808646186557 0.0520808646186557 0.0171927178567377 0.0902617687478729 0
466 Lagocephalus_spadiceus 0.0072134864504927 0.0072134864504927 0.0432809187029562 0.0472155476759522 0.0314770317839682 0.188862190703809 0.543527816269683 0 0 0.0437365073208821 0.0820059512266539 0.00546706341511026
467 Lama_glama 0 0.0186443340085042 0.00693134905746028 0.0126266883179609 0 0.185655654223957 0.613567315033851 0 0.0622626354989105 0 0.100312023859356 0
468 Lama_guanicoe 0.00388456892544259 0.0603857603322119 0.00826426105706719 0.0418693256810387 0.0139564418936796 0.194018429603642 0.517063564574686 0 0.0409936273661412 0.0141489353704733 0.105415085195618 0
469 Lampornis_amethystinus 0 0.0780635665997002 0.0130105944332834 0 0 0.226225029737907 0.629831048702127 0 0 0 0.052869760526983 0
470 Lampris_guttatus 0.0190101458872426 0.069703868253223 0.00633671529574754 0.0200018966634018 0.00400037933268035 0.11201062131505 0.449964542517698 0.034612657116746 0.200753411277127 0.00548234507154647 0.0726410721979907 0.00548234507154647
471 Lamprologus_callipterus 0.00411230286279545 0.0164492114511818 0.0164492114511818 0.0353711801793387 0 0.190120093463945 0.4815576352382 0.0458626319274476 0.160519211746067 0.00495585216798427 0.037168891259882 0.0074337782519764
472 Lampropeltis_getula 0.00454614742182314 0.026140347675483 0.00227307371091157 0.0171354787437949 0.00428386968594872 0.0728257846611283 0.736205025421197 0.0179562201322243 0 0.0370731414210903 0.0704389687000715 0.0111219424263271
473 Lampropeltis_pyromelana 0 0.0214355428958331 0.0071451809652777 0.0100755079903635 0 0.0906795719132715 0.786596676440659 0 0 0.0224180052785588 0.0616495145160367 0
474 Lampropeltis_triangulum 0.00330282080959474 0.0109405939317826 0.00247711560719605 0.0152657864135869 0.00190822330169836 0.080145378671331 0.732275244407204 0.0327884437794271 0.0437179250392361 0.0232670381587989 0.0522089636734025 0.00170246620674138
475 Laonastes_aenigmamus 0.00500507830098445 0.0393395340110799 0.0151785591114315 0.0242063008823171 0.0021068696104296 0.246389520506567 0.534421060297582 0.0129088089769466 0.0303574614365797 0.0144932287370145 0.0725438786480714 0.00304969948099646
476 Larimichthys_polyactis 0.00155774841033226 0.0763296721062808 0.00934649046199357 0.00347495812714438 0 0.194597655120085 0.579297770889243 0.00742689449858004 0.0519882614900603 0.0137187102173839 0.0569854116722099 0.00527642700668611
477 Larus_dominicanus 0 0.0703298325387585 0.0094583259532851 0 0 0.0919718453798061 0.764501180103436 0 0 0 0.0637388160247143 0
478 Larus_vegae 0.010657473879645 0.00266436846991125 0.0532873693982249 0.112500294273533 0 0.121154163063804 0.432693439513587 0.0432693439513587 0.0865386879027173 0.0847627073674003 0.0524721521798193 0
479 Lasiurus_blossevillii 0 0.0202667288300044 0.00405334576600088 0.0720033683940747 0.0102861954848678 0.226296300667092 0.448184231840669 0.096039478251572 0 0.0819135671771458 0.0409567835885729 0
480 Lefua_costata 0.0137893160916059 0.0873323352468376 0.0137893160916059 0.0357268644191608 0.0178634322095804 0.142907457676643 0.570477351209181 0.0380318234139454 0 0.00889801151571553 0.0711840921257242 0
481 Leiocephalus_personatus 0.00661761631570019 0.00882348842093358 0.0022058721052334 0.0287171868514644 0 0.105296351788703 0.697827640490585 0.0775364044989539 0 0.0243251465094757 0.0486502930189514 0
482 Leiolepis_reevesii 0.00180943993025799 0.0524737579774818 0.010856639581548 0.0201164557562475 0.0067054852520825 0.16093164604998 0.586155995353233 0.0195385331784411 0 0.00785622482892932 0.133555822091799 0
483 Leopoldamys_edwardsi 0.00480092412042352 0.0433589732873288 0.00754717897406585 0.0179029473331419 0 0.151792699671753 0.678532265236575 0.0155087578062122 0.00775437890310608 0.00668696569179443 0.0661149089756 0
484 Leopoldamys_neilli 0.00562983100795978 0.00375322067197319 0.00375322067197319 0.0283954070748379 0 0.12777933183677 0.750317767379683 0 0 0.00964454656281634 0.0707266747939865 0
485 Lepidonotothen_larseni 0 0.0522171046978838 0.0522171046978838 0 0.0658602120529904 0.0987903180794856 0.242842309086602 0.0809474363622006 0.0809474363622006 0.0407722598325942 0.285405818828159 0
486 Lepidophyma_flavimaculatum 0.00651400797887879 0.0195420239366364 0.0260560319155152 0.0592534103091942 0.00846477290131346 0.169295458026269 0.455056585758554 0.0455056585758554 0.113764146439638 0.0441361847580093 0.0386191616632582 0.0137925577368779
487 Lepidophyma_sylvaticum 0.0116182773476525 0.0167819561688314 0.0361457517482522 0.0553883007255183 0.0151059001978686 0.246729703231854 0.362359605951282 0.0768641588381508 0.0439223764789433 0.0683969464869098 0.0632671755003916 0.00341984732434549
488 Lepidorhombus_whiffiagonis 0.0448851876918852 0.157098156921598 0.0224425938459426 0 0 0.188721811886335 0.431156754848012 0 0 0 0.155695494806227 0
489 Lepilemur_dorsalis 0.0127871042553807 0.0548755906006265 0.00639355212769033 0 0 0.14562429112192 0.503216401859808 0 0.0711200283069883 0.0190872480652678 0.176552990940013 0.0103427927223056
490 Lepilemur_edwardsi 0.0116670443576436 0.06416874396704 0.0116670443576436 0.0131029882785844 0.0131029882785844 0.196544824178766 0.493966705309967 0 0 0.0269192208708406 0.16886044040093 0
491 Lepilemur_ruficaudatus 0.0116028387104256 0.0654368928949148 0.00363435450316478 0.0336810321431795 0 0.217769577821017 0.59865245173277 0 0 0.010298436640974 0.0589244155535541 0
492 Lepisosteus_oculatus 0.0164029875210083 0.0820149376050415 0.0164029875210083 0 0 0.338266053766571 0.393671700504199 0 0 0.0255402221803619 0.12770111090181 0
493 Lepisosteus_osseus 0.00660201909283467 0.0528161527426774 0.0264080763713387 0.0468743355591262 0 0.187497342236505 0.497152043808914 0.0355108602720653 0 0.0105099407083242 0.115609347791567 0.0210198814166485
494 Lepisosteus_platyrhincus 0.0162449700050083 0.0406124250125207 0.00812248500250414 0.0640710705092634 0 0.0854280940123512 0.424174216797438 0.0848348433594877 0.0848348433594877 0.0255569402589252 0.140563171424088 0.0255569402589252
495 Lepomis_macrochirus 0.0475275602927203 0.0154125128703601 0.0118818900731801 0.074206599713541 0 0.148413199427082 0.621026787824878 0 0.0443590562732056 0.00929309838125816 0.0278792951437745 0
496 Lepomis_megalotis 0 0.0705194149607968 0.0235064716535989 0.0943253321131678 0 0.188650664226336 0.45566391205438 0 0 0.0119524432136944 0.155381761778027 0
497 Leptobrachium_ailaonicum 0.0235654178641256 0.0392756964402094 0.0157102785760837 0.0576708370776355 0.0164773820221816 0.189489893255088 0.37001840330513 0.0493357871073507 0.0493357871073507 0.0246678935536753 0.148007361322052 0.0164452623691169
498 Leptodeira_annulata 0.0013016665051839 0.0286366631140457 0.00780999903110339 0.028625311371268 0 0.206102241873129 0.584150421881469 0.0500700361612687 0.0166900120537563 0.0383068240043879 0.0383068240043879 0
499 Leptodeira_septentrionalis 0.00679914665817379 0.0288963732972386 0.0135982933163476 0.00986069423010715 0 0.133119372106447 0.593139480778091 0.0439362578354142 0 0.0321981852411662 0.138452196537015 0
500 Leptopogon_superciliaris 0 0.0201323021465717 0.00671076738219058 0.0153326918182089 0 0.153326918182089 0.663292248055717 0 0.094756035436531 0.00774150616311528 0.0387075308155764 0
501 Leptotila_verreauxi 0.00563030571373563 0.0394121399961494 0.00563030571373563 0.0145710226573066 0.0145710226573066 0.189423294544985 0.629468178795643 0 0 0.0144705328458769 0.0868231970752611 0
502 Lepus_americanus 0 0.00295226649242285 0.00295226649242285 0.0513424091763255 0.00466749174330232 0.0840148513794418 0.448982592855727 0.128280740815922 0.192421111223883 0 0.0843862698205534 0
503 Lepus_capensis 0.0110069718339472 0.0183617634385641 0.00182609011466516 0.0169476009586849 0.00116406879186823 0.0703472196737943 0.652956386928063 0.0552270055671406 0.0615393078238157 0.0103090328578353 0.097006917868157 0.00330763414346488
504 Lepus_comus 0 0.0509485721976104 0.0101897144395221 0 0 0.114599391162296 0.760523232258875 0 0 0.015934772485424 0.0478043174562721 0
505 Lepus_europaeus 0.00971462895870738 0.0215202634228395 0.00358772569522997 0.0132027957084858 0.00235953302652894 0.0950458601008647 0.705862097613832 0.0229383123440873 0.00860633396072636 0.0089044419410219 0.103530772161387 0.0047272350662885
506 Lepus_mandshuricus 0.0134155090316819 0.0280164374606998 0.00975737257641604 0.030682046976643 0 0.160496073735646 0.538913796817924 0.0723566074269855 0.014967736036573 0.0160930164984153 0.111430701111578 0.0038707023274377
507 Lepus_sinensis 0.026073672652607 0.0342682180039149 0.00869122421753568 0.00705137059158555 0 0.0477506155647146 0.585129247114161 0 0.1225320135587 0.0279314380683135 0.122884580601685 0.0176876196267829
508 Lepus_timidus 0.00750519655565965 0.0293836690422139 0.00506146954396626 0.0203305042997705 0.00185607400407072 0.102660902061342 0.658384707684828 0.00894046805931305 0.0279238912452122 0.0169728380268758 0.118857302786191 0.00212297669055709
509 Lepus_yarkandensis 0.00408659814594808 0.0221228247445786 0.00399460688518311 0.0114461435310798 0 0.0901694713077809 0.789008312008289 0 0.0295856093235773 0.00890368649966525 0.0381410392700572 0.00254170828384083
510 Lethenteron_camtschaticum 0.0178893936515602 0.0150470279355366 0.0166563522111814 0.0313734179378237 0.00467327205289222 0.0705543859406878 0.435277213364563 0.019558007177446 0.125238117182968 0.0557020076958985 0.203506027538923 0.00452477731052001
