Binomial,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,Beak_PC1,Beak_PC2,Beak_PC3,Beak_PC4,Realm,TrophicLevel,TrophicNiche,ForagingNiche
Atlapetes_tricolor,"-0,29543503","0,06325575998","-0,348721505","0,2179876157","0,2543551015","-0,2300303637","-0,01539443982","-0,04540601713","0,007846654504","-0,06579565649","-0,3935214087","-0,04720144357","-0,01334937878",Neotropic,Omnivore,Omnivore,NA
Atrichornis_clamosus,"-0,4314027929","0,4665866809","-0,05295316385","-0,2803841685","0,1075470937","-0,4420820868","-0,1853016514","0,06941252391","0,1550013104","-0,6127894725","0,0366723566","-0,2489615079","-0,2431952618",Australian,Carnivore,Invertivore,Invertivore ground
Atrichornis_rufescens,"-1,097605673","0,1624613242","0,07665512622","-0,171207851","0,189195236","-0,3433113237","-0,1770488722","0,05014581519","0,009869470737","-0,6846775826","0,1459734773","-0,2222318415","-0,05174021157",Australian,Carnivore,Invertivore,Invertivore ground
Attagis_gayi,"1,768605693","0,5708453914","0,2826718159","0,4370617075","-0,5627770339","0,1494518059","0,03385033795","0,01738548983","-0,01482570825","0,3530374144","-0,3236693639","0,07117112314","-0,06223396153",Neotropic,Herbivore,Herbivore terrestrial,Herbivore ground
Attagis_malouinus,"1,578897953","0,785619598","0,4213762829","0,5748409","-0,6856051712","-0,004415023701","-0,05361092714","-0,01792623618","-0,09263500913","0,06867653779","-0,3936471041","-0,01562739684","-0,02511710794",Neotropic,Herbivore,Herbivore terrestrial,Herbivore ground
Atthis_ellioti,"-4,477242281","-0,7538051645","1,242942658","-0,3023872409","-0,8738940781","-0,1916405377","-0,1826397347","-0,1623720155","-0,08826034514","-1,904357473","1,290850658","-0,1087377563","0,1570476467",Neotropic,Herbivore,Nectarivore,Nectarivore aerial
Atthis_heloisa,"-4,601600493","-0,8936330821","0,9924933681","-0,315530643","-0,7842638358","-0,1649014886","-0,1270504902","-0,2185025947","-0,05593705182","-1,798953817","1,176636004","-0,05174239555","0,1571317363",Neotropic,Herbivore,Nectarivore,Nectarivore aerial
Atticora_fasciata,"-2,087238339","0,5514001717","-0,336342189","-0,2081347199","-0,654086238","0,1565663228","0,2302650502","-0,07681043364","0,02231861757","-1,544526012","-0,2013304032","0,2948966192","-0,023856405",Neotropic,Carnivore,Invertivore,Invertivore aerial
Atticora_melanoleuca,"-2,342880577","0,6887208486","-0,383751872","-0,1761108536","-0,5246977705","0,1369138679","0,2605946299","-0,1552716285","-0,08395445334","-1,757124166","-0,2960846395","0,3240341788","0,06033958156",Neotropic,Carnivore,Invertivore,Invertivore aerial
Attila_bolivianus,"0,04395690776","-0,4257587672","-0,190989065","0,02200763026","0,1770958524","-0,006491733148","0,2605343404","-0,001321525332","0,009931878731","0,4279121683","-0,01074027199","0,2532056466","0,0259663966",Neotropic,Carnivore,Invertivore,Invertivore sally surface
Attila_cinnamomeus,"-0,1290403222","-0,2612248114","-0,1762356163","0,0338237079","0,1029695153","-0,05662251225","0,2087298962","0,09371442837","0,002188059808","0,1928520676","-0,04363440185","0,1974267014","0,01926448016",Neotropic,Carnivore,Invertivore,Invertivore sally surface
Attila_citriniventris,"-0,4166482545","-0,3110831151","-0,02595717507","0,1628103746","0,07003649186","-0,04749266021","0,236561493","0,04505026916","-0,04975327097","0,09164820623","-0,02252973885","0,2334084286","0,0704647612",Neotropic,Carnivore,Invertivore,Invertivore sally surface
Attila_phoenicurus,"-0,4348138468","-0,1807814289","-0,1599099972","-0,09363184588","-0,05501587774","0,0006125659947","0,1254709264","0,07702654675","0,02869646057","-0,06729960734","0,03445950122","0,129999348","0,002495290776",Neotropic,Carnivore,Invertivore,Invertivore sally surface
Attila_rufus,"0,1171147976","-0,501049853","0,0135552727","-0,06625571117","0,2179664998","-0,001664887524","0,211793043","0,05680660602","0,02640048508","0,4843582539","0,2082759833","0,1958104358","0,006005005997",Neotropic,Carnivore,Invertivore,Invertivore sally surface
Attila_spadiceus,"-0,1638173145","-0,2799952678","-0,05247318714","0,1374877542","0,1509609979","-0,03157169165","0,2093904458","0,0202003916","-0,03116967253","0,201981815","-0,03933551229","0,2002247838","0,04752823095",Neotropic,Carnivore,Invertivore,Invertivore sally surface
Attila_torridus,"0,1596372143","-0,4097203146","-0,05790068117","0,007476492861","0,1600613308","-0,03842836375","0,2573822376","0,01987260918","-0,00270938393","0,4448353324","0,08043511734","0,2461852699","0,02130844031",Neotropic,Omnivore,Invertivore,Invertivore sally surface
Augastes_lumachella,"-3,396278195","-1,0731125","0,6284976961","-0,6648240915","-0,847362726","0,04821448005","-0,0007304726123","-0,1369042345","0,01543263184","-1,091539954","1,229058119","0,09353049851","0,1268542761",Neotropic,Herbivore,Nectarivore,Nectarivore aerial
Augastes_scutatus,"-3,853720759","-0,9513275136","0,6774660606","-0,6843392244","-0,8007105937","0,02663320244","-0,1461750129","-0,1357534875","-0,01210252957","-1,42025396","1,245951544","-0,0557128356","0,152209944",Neotropic,Herbivore,Nectarivore,Nectarivore aerial
Aulacorhynchus_coeruleicinctis,"2,920264668","-1,633308599","-0,2387236848","0,1120340728","0,4585018976","-0,2505995037","0,2318355872","-0,04199871429","0,01444405135","2,879131187","0,1967126741","0,2020420449","0,09182349131",Neotropic,Omnivore,Frugivore,Fugivore glean
Aulacorhynchus_derbianus,"2,684219502","-1,594248769","-0,06935906455","0,2159158188","0,2312541502","-0,2802154233","0,1389850427","0,04474467735","0,012523085","2,692777956","0,2346549668","0,1190970743","0,09676212333",Neotropic,Herbivore,Frugivore,Fugivore glean
Aulacorhynchus_haematopygus,"2,974834636","-1,980681361","-0,2623357149","0,009683290829","0,3721608705","-0,3055750426","0,127892154","-0,01257099814","0,03896949351","3,162558946","0,3575978236","0,1056478798","0,1145963846",Neotropic,Herbivore,Frugivore,Fugivore glean
Aulacorhynchus_huallagae,"3,237415231","-1,83614846","-0,1979501303","0,08300604974","0,2901513827","-0,3508254549","0,2416095053","0,02551464726","0,003101209461","3,159338578","0,3066133881","0,2179762885","0,1115037918",Neotropic,Herbivore,Omnivore,NA
Aulacorhynchus_prasinus,"2,495106016","-1,615450606","-0,2082314844","0,3498035961","0,26385947","-0,169903643","0,2503405238","0,02213314805","-0,01258461775","2,667271499","0,06033438913","0,2412820101","0,1428120334",Neotropic,Herbivore,Frugivore,Fugivore glean
Aulacorhynchus_sulcatus,"2,455296453","-1,597597409","-0,1409608313","0,1754489123","0,2629047368","-0,2218081947","0,2030992165","0,03100552837","0,01167654281","2,591783836","0,2210697857","0,1870503786","0,105889888",Neotropic,Omnivore,Omnivore,NA
Auriparus_flaviceps,"-2,521610259","0,04093279671","-0,3181663848","0,08848887582","0,19516403","0,008420416034","-0,09465390797","-0,002845526144","-0,09650071054","-1,176831518","-0,2302310394","-0,0908162603","0,1618102649",Nearctic,Carnivore,Invertivore,Invertivore glean arboreal
Automolus_infuscatus,"-0,3192169196","-0,260578177","-0,06764009521","-0,126766615","0,1509032769","-0,01953480034","-0,1192939216","0,03925052764","0,04420267553","0,0675453925","0,1307934039","-0,130236117","0,001933079389",Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Automolus_leucophthalmus,"-0,2504607864","-0,2603787654","-0,1193482292","-0,1653762534","0,1415479617","-0,06822092648","-0,1853742228","0,0825942316","-0,004886099623","0,09125248186","0,1300593759","-0,1955581605","0,05349537063",Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Automolus_melanopezus,"-0,423296901","-0,2557688362","-0,0795723487","-0,1108591251","0,1180509317","-0,07523484472","-0,10815944","0,06043268829","0,001182337673","0,007551929365","0,116718791","-0,1179449205","0,03977967148",Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Automolus_ochrolaemus,"-0,1973873236","-0,1808489402","0,02081131145","-0,1044936684","0,09780158464","-0,1080031045","-0,08534958367","0,06832560078","-0,02511595127","0,03692301674","0,1520771662","-0,0981206726","0,03959069751",Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Automolus_rubiginosus,"-0,09394027733","-0,2798395714","0,01738232056","-0,1597191264","0,2170577731","-0,1105394048","-0,1169893817","0,09327819611","0,03256206128","0,1796097038","0,2167914818","-0,1434436339","-0,007039655178",Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Automolus_rufipileatus,"-0,2426321126","-0,2689560699","-0,09773374005","-0,1588337284","0,1613306153","-0,08876368998","-0,04734829149","0,07492961117","0,01071186459","0,1054344009","0,1413452329","-0,06352878052","0,02096330615",Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Aviceda_cuculoides,"2,383664738","0,2933082234","-0,5272190121","0,01417734433","-0,2741081843","0,1623416707","-0,05806996939","-0,06595771299","-0,0704209618","0,9460378919","-0,4812409031","-0,01420700828","0,06615099592",Afrotropic,Carnivore,Vertivore,Vertivore perch
Aviceda_jerdoni,"3,056393557","-0,07771619587","-0,6144666482","-0,2688392403","-0,2699055774","0,1435956125","0,06043214298","0,155205531","0,3040518353","1,561748313","-0,2246322189","0,06746527424","-0,2726436137",Indo_Malay,Carnivore,Omnivore,NA
Aviceda_leuphotes,"1,924534648","0,144308554","-0,5113695458","0,1416911281","-0,3432389921","0,2855037745","-0,003209747266","0,06149200942","-0,03416356627","0,8564126191","-0,4942333032","0,04959012163","0,07502256931",Indo_Malay,Carnivore,Invertivore,Generalist
Aviceda_madagascariensis,"2,714906644","0,1707631544","-0,6787561386","-0,05076343383","-0,1368145061","0,3590115652","-0,0826518243","0,02600502046","-0,05510162227","1,231655456","-0,4927473263","-0,03524538461","0,09732822025",Madagascar,Carnivore,Vertivore,Vertivore perch
Aviceda_subcristata,"2,782865596","0,2547265708","-0,71334266","-0,1925565134","-0,2688883253","0,2668050017","-0,03118977415","-0,01439525008","-0,06919631176","1,154410062","-0,4446613065","0,02140083957","0,08375584129",Australian,Carnivore,Omnivore,NA
Avocettula_recurvirostris,"-3,435722485","-1,20950494","0,4512734927","-0,1877598615","-1,146241716","0,09159431185","-0,06090298475","0,03418340461","0,03808038199","-0,9299086084","0,84238485","0,05693144866","0,1738154605",Neotropic,Herbivore,Nectarivore,Nectarivore aerial
Aythya_affinis,"3,186716506","-0,2853861914","0,7163347981","0,9477859727","-0,4595644399","0,106268847","0,447436011","-0,1105024424","-0,01858745049","1,805363812","-0,1899360729","0,4787728152","-0,04840017961",Nearctic,Omnivore,Aquatic predator,Aquatic dive
Aythya_americana,"3,536363066","-0,2263891991","0,712619554","0,8751451586","-0,5068397228","0,2090861522","0,3605382819","0,01655823099","-0,08370151783","1,8923917","-0,1489755548","0,4028907915","0,02739904432",Nearctic,Herbivore,Herbivore aquatic,Herbivore aquatic surface
Aythya_australis,"3,299270441","-0,2497809022","0,5746306101","0,9845714833","-0,5133713816","0,1925881401","0,3630162163","-0,01917123324","-0,04888103168","1,841636614","-0,3076093997","0,4064390763","0,01041241391",Australian,Carnivore,Aquatic predator,Aquatic dive
Aythya_baeri,"3,077972415","-0,4018436261","0,5285268597","0,9122076393","-0,4942406921","0,1490651483","0,4513512941","-0,06703234361","-0,07157789931","1,854302442","-0,2414820831","0,4971581009","0,0399358618",Palearctic,Omnivore,Herbivore aquatic,Herbivore aquatic dive
Aythya_collaris,"3,092787141","-0,382886251","0,6672623017","0,829330321","-0,4298285932","0,0824854001","0,4353972361","-0,07444953832","0,06090033883","1,834083583","-0,1057532536","0,4574262272","-0,1135230009",Nearctic,Omnivore,Herbivore aquatic,Herbivore aquatic dive
Aythya_ferina,"3,165045802","-0,3040846699","0,7699911088","0,8935396224","-0,5319940354","0,1471716865","0,3587950884","-0,06399888013","-0,01645507722","1,779716736","-0,1070552688","0,3974674423","-0,03629681166",Palearctic,Herbivore,Herbivore aquatic,Herbivore aquatic dive
Aythya_fuligula,"2,965965006","-0,2660235669","0,6263937477","0,9966114986","-0,5742774371","0,2207739432","0,4296508272","-0,01893797366","-0,06478171143","1,678606928","-0,2713293862","0,4807898896","0,0283136224",Palearctic,Omnivore,Herbivore aquatic,Herbivore aquatic dive
Aythya_innotata,"3,047989104","-0,3901713285","0,6962948114","0,8152445699","-0,4149011862","0,07526231576","0,5361819973","-0,0684934795","0,04557092797","1,811958224","-0,07249577859","0,5560426752","-0,1104714036",Madagascar,Omnivore,Aquatic predator,Aquatic dive
Aythya_marila,"3,425029666","-0,2388260866","0,6423471725","1,030929991","-0,5572159634","0,1980669755","0,52747313","0,002549521077","-0,05177581675","1,885978949","-0,2985033806","0,5705181872","-0,007428283563",Palearctic,Omnivore,Aquatic predator,Aquatic dive
Aythya_novaeseelandiae,"2,859499888","-0,2461194523","0,6531454972","1,051317383","-0,5646369239","0,1000185655","0,4329243563","-0,043732563","-0,07663837371","1,618983524","-0,2986757228","0,4751771273","0,02202842596",Australian,Omnivore,Herbivore aquatic,Herbivore aquatic dive
Aythya_nyroca,"2,759827796","-0,3430338452","0,5498566484","0,9441952511","-0,5633286533","0,1270760263","0,44203504","-0,04887362163","-0,07073764425","1,644539178","-0,2597238188","0,4900244853","0,03687077106",Palearctic,Herbivore,Herbivore aquatic,Herbivore aquatic dive
Aythya_valisineria,"3,686279406","-0,3113144045","0,9201804293","0,7842232068","-0,4372268145","0,2250618939","0,430234102","0,07404801678","0,004918052912","2,004907046","0,07383052788","0,4550686539","-0,07415718067",Nearctic,Herbivore,Herbivore aquatic,Herbivore aquatic dive
Babax_koslowi,"0,5685651276","-0,4830564017","-0,4695604594","-0,6954659314","0,6073829734","0,02426750342","0,05547829391","-0,004879896917","-0,0177484616","0,6846252347","0,3204433579","0,02695810435","0,06508882894",Palearctic,Omnivore,Omnivore,NA
Babax_lanceolatus,"0,1397068196","-0,3902117366","-0,3821402051","-0,5780886523","0,5887061331","-0,1209109248","0,023608265","-0,03460966966","0,03350173023","0,4157275658","0,2693709302","-0,02005276208","-0,008391956352",Palearctic,Omnivore,Invertivore,Invertivore ground
Babax_waddelli,"0,741027196","-0,4126364694","-0,4214658394","-0,7542161824","0,6036824843","-0,0282563328","0,125988689","-0,01737029783","0,03052704757","0,6975051816","0,366196293","0,08697470813","-0,01250417313",Palearctic,Herbivore,Omnivore,NA
Baeolophus_atricristatus,"-1,338913162","0,1899436484","-0,3881448901","0,1798612944","0,1118218296","0,01848119483","0,004109660812","0,01716240085","-0,1596410256","-0,7181487427","-0,3988730492","0,01477337998","0,1885716443",Nearctic,Omnivore,Invertivore,Invertivore glean arboreal
Baeolophus_bicolor,"-1,038097344","0,151272973","-0,3561476837","0,1468141411","0,1189198627","-0,009913067075","0,003532518362","0,01087792725","-0,09339350813","-0,5432371868","-0,3519119506","0,005749056178","0,1165152763",Nearctic,Carnivore,Invertivore,Invertivore glean arboreal
Baeolophus_inornatus,"-1,456498691","0,1384989824","-0,2794180899","0,2002562143","0,2165249027","0,01753098249","-0,02990495248","-0,01354898931","-0,1484568254","-0,7261518078","-0,3311196697","-0,02781065511","0,1775680301",Nearctic,Omnivore,Invertivore,Invertivore glean arboreal
Baeolophus_ridgwayi,"-1,388294304","0,1923472227","-0,3751932346","0,08169816575","0,2312976145","0,05576916613","-0,07471241073","0,02806957222","-0,1229155735","-0,7448612443","-0,3224511614","-0,07351993518","0,1591594622",Nearctic,Omnivore,Invertivore,Invertivore glean arboreal
Baeolophus_wollweberi,"-2,008889382","0,2244576202","-0,4682515349","0,1362043176","0,1019405594","0,04092586052","-0,02044914947","-0,001974400062","-0,1786328644","-1,07106105","-0,4194631215","-0,00229071334","0,2234186846",Nearctic,Carnivore,Invertivore,Invertivore glean arboreal
Baeopogon_clamans,"-0,3767863554","0,394917212","-0,03420125672","-0,06811425632","-0,2345360833","0,009957752247","0,04257635037","0,1773308119","0,05286369959","-0,5523575265","-0,06373309425","0,04358190003","-0,08381954982",Afrotropic,Herbivore,Frugivore,Fugivore glean
Baeopogon_indicator,"-0,3434354616","0,3294247608","-0,0487894157","-0,1827756435","-0,2582631506","-0,02252303488","0,02632288481","0,2065693242","0,02216880732","-0,5110971732","0,0306479347","0,02983079528","-0,04951689855",Afrotropic,Herbivore,Frugivore,Fugivore glean
Balaeniceps_rex,"7,716793397","-1,411319766","-0,2868747725","0,3363423832","0,9224022594","0,1701862214","0,4684665589","-0,4016855574","-0,005450554135","5,15444589","-0,1859785879","0,435918916","0,02303284698",Afrotropic,Carnivore,Aquatic predator,Aquatic ground
Balearica_pavonina,"5,719934767","0,8185675126","0,2139443605","-0,4215158702","0,54269247","0,111090568","0,121669925","-0,2058799619","-0,06265093562","2,068392967","0,06420076152","0,06992790531","-0,1778169683",Afrotropic,Omnivore,Omnivore,NA
Balearica_regulorum,"5,825644249","0,7994926575","0,2277982128","-0,3801858249","0,6126975178","0,1384917232","0,2201883923","-0,2653016215","-0,05587579181","2,155400299","0,04097544076","0,1657078845","-0,1935930078",Afrotropic,Omnivore,Omnivore,NA
Bambusicola_fytchii,"1,781629685","0,9783172684","0,2177380163","0,2515817396","-0,04108023968","-0,1925039331","0,08290828882","0,05832590098","0,002994738376","0,07054519907","-0,3504306648","0,04115077502","-0,1897069906",Indo_Malay,Herbivore,Omnivore,NA
Bambusicola_thoracicus,"1,49197694","0,881826104","0,3090775423","0,2802259939","-0,1488665584","-0,2078980992","0,1065128081","0,0671515573","0,005442696392","-0,01288594844","-0,2772116676","0,07210446012","-0,1830170959",Palearctic,Herbivore,Omnivore,NA
Bangsia_arcaei,"-0,3434349481","-0,2519982992","0,02869544767","0,4986433581","0,05735858398","0,09938771859","-0,02373860314","-0,02502582181","0,1692688366","0,1617461002","-0,2596444062","-0,02964944375","-0,1043411093",Neotropic,Omnivore,Invertivore,Invertivore glean arboreal
Bangsia_aureocincta,"-0,2712702532","0,1034275409","-0,06644605649","0,3786587322","0,1491963658","0,05388074046","-0,06024225151","-0,02868307366","0,0157182927","-0,1087639539","-0,3384913575","-0,06850090158","0,0001426369139",Neotropic,Herbivore,Frugivore,Fugivore glean
Bangsia_edwardsi,"-0,3785242469","0,04455895448","-0,1367577616","0,4278501765","0,1211251538","0,1062968005","-0,003846713342","-0,0319239857","0,02382871825","-0,09592831145","-0,3988152132","-0,004426906044","0,009654519137",Neotropic,Herbivore,Frugivore,Fugivore glean
Bangsia_melanochlamys,"-0,2773653966","-0,07944127056","-0,1785738553","0,5496327376","0,2051433666","0,1288154655","0,007808120654","-0,04564017353","0,0467685938","0,09957572234","-0,4785050347","0,003341845829","0,00650313098",Neotropic,Herbivore,Frugivore,Fugivore glean
Bangsia_rothschildi,"-0,1987707831","-0,13709481","-0,1469528309","0,5605358932","0,107435198","0,07082919215","-0,07350151165","-0,02326235057","0,05397133956","0,16833792","-0,4480747467","-0,07491515324","0,006957296346",Neotropic,Herbivore,Frugivore,Fugivore glean
Barnardius_zonarius,"1,72928514","-0,4872983278","-1,237585314","0,3832686751","-0,3194458737","-0,2903865298","-0,2349582153","-0,1648158496","-0,09471999817","1,434668592","-0,9600049844","-0,1862450764","0,2181156969",Australian,Herbivore,Omnivore,NA
Bartramia_longicauda,"1,09021377","0,40397718","1,032415413","-0,6671000261","0,1054265703","-0,02807561765","-0,03339779235","-0,2334462554","-0,184575933","-0,06780528168","0,9635643976","-0,04469486654","0,00453950574",Nearctic,Carnivore,Invertivore,Invertivore ground
Baryphthengus_martii,"2,20602175","-0,7056488865","-0,5545159605","-0,4551778583","0,01525019727","-0,4498720485","0,09308088662","0,07005738061","0,01283102867","1,634030072","0,1461374302","0,07132699832","0,003412994032",Neotropic,Carnivore,Omnivore,NA
Baryphthengus_ruficapillus,"1,94233014","-0,6624840155","-0,4981838357","-0,4535498689","-0,005552892498","-0,4401378817","0,0676332272","0,07376672111","0,003587536977","1,459322885","0,173333673","0,04791181151","0,01152488363",Neotropic,Carnivore,Invertivore,Invertivore sally surface
Basileuterus_basilicus,"-1,596777027","0,09734633789","-0,2110771999","-0,1621908658","0,342042659","-0,07994542039","0,03865947433","-0,05273399342","0,0006603447812","-0,8051446445","-0,02723732546","0,01195926073","0,0004124686822",Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Basileuterus_belli,"-1,947245784","0,1967137074","-0,2328376522","-0,05660982296","0,3229695272","-0,1066952123","0,06488236389","-0,09729654095","-0,05789460103","-1,039413149","-0,1414232311","0,04328480456","0,0487944182",Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Basileuterus_bivittatus,"-1,573979703","0,1567019238","-0,1220538877","-0,02469503556","0,2652918152","-0,05937448452","0,1063418795","-0,03467840389","0,04429938442","-0,8351622292","-0,08353291351","0,07918253103","-0,05405637993",Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Basileuterus_chlorophrys,"-1,748057648","0,05741920612","-0,1266943303","0,2570321163","0,2359253028","0,00658749019","0,1375116797","-0,06979046147","-0,02582959822","-0,7917135867","-0,2536600949","0,1267151885","0,04245972031",Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Basileuterus_chrysogaster,"-1,847501145","0,03146173374","-0,146273438","-0,02821461173","0,2667896196","-0,02595710356","0,09472843755","-0,04136973933","0,06921459582","-0,8589802079","-0,05636517209","0,07171654465","-0,05184765284",Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Basileuterus_cinereicollis,"-1,636255844","0,03882595756","-0,108807484","-0,005152630863","0,3165049848","-0,03682890205","0,1356273169","-0,05262872419","0,1689609798","-0,745092874","-0,05874308291","0,09810711722","-0,1626385122",Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Basileuterus_conspicillatus,"-1,657984434","0,1584341829","-0,2440913122","0,006429966357","0,3010948132","-0,02889438177","0,09107501831","-0,03526383044","-0,008462273381","-0,8549362977","-0,1808663287","0,07029453069","0,0131506645",Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Basileuterus_coronatus,"-1,42628426","0,2020462595","-0,1287856017","-0,03304363365","0,2695506055","-0,04229706794","0,1186889696","-0,03798593766","0,09065431729","-0,7958531334","-0,09980155322","0,08762837334","-0,1061548651",Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Basileuterus_culicivorus,"-1,944257222","0,05221404967","-0,2469882811","0,06773069298","0,2323584934","-0,02782767949","0,1311193641","-0,05223255311","-0,008860380642","-0,9028293732","-0,1907455314","0,118828789","0,03049226443",Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Basileuterus_flaveolus,"-1,618928004","0,02162146405","-0,1834032509","-0,04281371056","0,2260473008","0,0002487800308","0,04494755333","-0,01162166811","0,0113360526","-0,7514255836","-0,0660565818","0,03181901183","0,01472094101",Neotropic,Carnivore,Invertivore,Invertivore ground
Basileuterus_fraseri,"-1,680761798","-0,07621472466","-0,3559074764","0,2216805655","0,2876448055","0,08614524149","0,1486081518","-0,04313628658","-0,0434743506","-0,6207636972","-0,3331624666","0,146558966","0,09991593612",Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Basileuterus_griseiceps,"-1,71900994","0,2137150783","-0,1393106705","-0,08736849784","0,3167996997","-0,07317169795","0,07146707398","-0,03479670791","-0,01075568461","-0,9607269774","-0,0634886461","0,04373293059","-0,005104818595",Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Basileuterus_hypoleucus,"-1,883189625","0,09628610535","-0,1417939091","0,04290015054","0,2695484615","-0,01535249615","0,1455349641","-0,02451554091","-0,01229028113","-0,9251765102","-0,1171052568","0,1272731371","0,01888899556",Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Basileuterus_ignotus,"-1,939709989","0,1296382706","-0,2047818691","0,02301621687","0,315125039","-0,138301074","0,1088752937","-0,05838338367","-0,01708484265","-0,96774332","-0,1558051584","0,08033102552","0,01039582232",Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Basileuterus_leucoblepharus,"-1,602560525","0,2155500393","0,01534829662","-0,0771957866","0,3025578857","-0,05685847545","0,04743192798","-0,04537953741","-0,03773948586","-0,9292885581","0,02453835039","0,02206724034","0,0119805962",Neotropic,Carnivore,Invertivore,Invertivore ground
Basileuterus_leucophrys,"-1,451579161","0,3155908957","0,01302051128","-0,03430169698","0,2805043556","-0,1519530008","-0,01864662166","-0,0327692156","-0,02205511686","-0,9319445445","-0,03828677646","-0,05299344565","-0,02114397395",Neotropic,Carnivore,Invertivore,Invertivore ground
Basileuterus_luteoviridis,"-1,621985141","0,1440034066","-0,2017061625","-0,1342246815","0,3392544441","-0,07307866042","0,1492139868","-0,08038425196","0,1294428894","-0,8366656026","-0,06060788037","0,1113909961","-0,1411120889",Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Basileuterus_melanogenys,"-1,793856339","0,2157732616","-0,2929113993","-0,07097988154","0,3261464622","-0,09235188481","0,1263418418","-0,06604462684","-0,09987878058","-0,9808633762","-0,1725755839","0,1074898246","0,08593175604",Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Basileuterus_nigrocristatus,"-1,616432127","0,09002935171","-0,1690844922","0,08363585635","0,3380789055","-0,06027738564","0,1958214999","-0,0357133297","-0,009659137006","-0,7685166791","-0,1669288777","0,1682058945","0,003329244888",Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Basileuterus_rufifrons,"-1,979125331","0,07955796296","-0,2717060291","0,05837612017","0,3187148463","-0,2374465081","0,08956842916","-0,1082911636","-0,0289188235","-0,9279473977","-0,2129791778","0,05861684248","0,02238015776",Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Basileuterus_signatus,"-1,855244857","0,1832890833","-0,132978959","-0,08734192578","0,4070446641","-0,1068161823","0,2073299316","-0,1033394714","0,07065793621","-0,9774887832","-0,05767968609","0,1650682915","-0,1011442225",Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Basileuterus_trifasciatus,"-2,046948232","0,02932971894","-0,08454533504","-0,04253779356","0,3291390179","-0,06541089256","0,05226362912","-0,04965931314","0,117223462","-0,950875117","-0,00554116707","0,01726537161","-0,1030462612",Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Basileuterus_tristriatus,"-1,756384881","0,07030727396","-0,1702973745","-0,04743732199","0,2682474135","-0,06245604263","0,1555525085","-0,01179021648","0,1482360888","-0,8401928563","-0,06952991726","0,1204738891","-0,1433892553",Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Basilornis_celebensis,"0,7496476129","0,1622950514","-0,01770387182","0,02311385702","-0,04146416162","-0,00348788887","-0,096037433","0,05818565022","0,02488079933","0,2303967111","-0,08330548647","-0,1008034449","-0,04221507135",Australian,Herbivore,Frugivore,Fugivore glean
Basilornis_corythaix,"1,217024988","0,04835307156","-0,05293134206","0,04895863588","-0,02594383117","-0,07764262969","-0,1377191639","0,04101153565","0,05711515764","0,5665793795","-0,1015466701","-0,1491916128","-0,07017701689",Australian,Herbivore,Frugivore,Fugivore glean
Basilornis_galeatus,"1,07262081","-0,02584906122","-0,1009981549","-0,05734755616","0,05209834478","0,007570888993","-0,004110995608","-0,02400294129","0,02119753715","0,5542933567","-0,03928194149","-0,008072045063","-0,02952212952",Australian,Herbivore,Frugivore,Fugivore glean
Basilornis_mirandus,"0,9622570258","0,3096545413","-0,2801879187","-0,1216501446","-0,03829879237","-0,359473943","0,03346115156","-0,008637632542","-0,06549827293","0,2139552138","-0,1988499213","0,01169416004","-0,01936359575",Indo_Malay,Omnivore,Omnivore,NA
Batara_cinerea,"1,76367957","-0,2966746326","-0,3369979548","-0,2339568259","0,4668694711","-0,3964377825","-0,1320575198","-0,02359226492","0,04562560354","1,169674116","0,001401047872","-0,1935192875","-0,06768575793",Neotropic,Carnivore,Invertivore,Invertivore glean arboreal
Bathmocercus_cerviniventris,"-1,607474602","0,1547489643","0,1099670101","0,08953567326","0,3296240695","-0,07806720987","0,002789296182","0,01308175253","-0,05580398161","-0,8632273805","-0,006869421242","-0,0279546836","0,03750440375",Afrotropic,Carnivore,Invertivore,Invertivore glean arboreal
