Species,A_T,A_G,A_C,T_A,T_G,T_C,G_A,G_T,G_C,C_A,C_T,C_G,Class
Hylophilus_ochraceiceps,0.00527588187018075,0.056276073281928,0.00527588187018075,0.0203384677981842,0.00406769355963685,0.272535468495669,0.472191427381177,0.0178185444294784,0.0356370888589568,0.0331750417363825,0.0751967612691336,0.00221166944909217,Aves
Zosterops_japonicus,0.00546792141360695,0.02697660786565,0.0105728436248292,0.0143387513665331,0,0.275111379017269,0.53049169735272,0.0269568525690823,0,0.0137604933487887,0.0897486113515009,0.00657484209002006,Aves
Quiscalus_mexicanus,0,0.0451277631874853,0,0.0433830122766201,0,0.275322666743433,0.407711839081831,0.0782461259534172,0,0.0319651866830473,0.109710094740984,0.00853331133318228,Aves
Vireo_bellii,0.0182541816321602,0.0547625448964806,0.0182541816321602,0.019712462246375,0,0.27597447144925,0.491774058146407,0,0,0.0378962812491148,0.0833718187480525,0,Aves
Myadestes_ralloides,0.00781217261197462,0.0416649205971979,0,0.0438811397779,0,0.277913885260033,0.572892658211472,0,0,0.0209382088280335,0.0314073132420502,0.00348970147133891,Aves
Luscinia_cyanura,0.00445834373812991,0.0178333749525196,0.00453437755150335,0.0582441272334323,0.00777452993142377,0.279537225519277,0.567666909402304,0,0,0.0184707779546295,0.0414803337167801,0,Aves
Saxicola_torquata,0.00452877461871293,0.0347206054101325,0.00754795769785489,0.00548869140639579,0,0.282667607429383,0.541895914832942,0,0.0221182006054262,0.00466302683073011,0.0948148788915123,0.00155434227691004,Aves
Grus_antigone,0,0,0.0709864148799671,0.282672360598255,0,0.282672360598255,0,0,0,0.202038257735291,0.161630606188233,0,Aves
Tachycineta_bicolor,0,0.0554561096924432,0,0,0,0.282908929744434,0.596065984052738,0,0,0.0109281627517308,0.054640813758654,0,Aves
Falco_sparverius,0,0,0.029325680804539,0,0,0.283009134124954,0.546222363700868,0,0,0.0697809874565839,0.0542165870489097,0.017445246864146,Aves
Corvus_splendens,0,0.118948192489727,0.0320141413593627,0,0,0.287217303067641,0.208173012917544,0.17773368133991,0,0.0322142297428587,0.143699439082956,0,Aves
Arremon_aurantiirostris,0,0,0,0,0,0.288480160840601,0.589475269835317,0,0,0.00813630462160548,0.113908264702477,0,Aves
Alectoris_chukar,0.00323132880965013,0.0129253152386005,0.025850630477201,0.0473421350307956,0,0.288512708313455,0.4920626485857,0,0.0422106448701149,0.0436045980546801,0.0442599906198025,0,Aves
Pycnonotus_barbatus,0,0.0280920077451608,0,0,0,0.291979923020569,0.496626565494807,0.165542188498269,0,0.0177593152411936,0,0,Aves
Monarcha_castaneiventris,0,0.0338075589248497,0,0,0,0.292762554625029,0.360144412435552,0,0,0,0.313285474014569,0,Aves
Zosterops_capensis,0.00733966825515842,0.0587173460412674,0.00733966825515842,0.0245753422133189,0,0.294904106559827,0.46943919003401,0,0,0.009178978576084,0.128505700065176,0,Aves
Pheugopedius_coraya,0.0190731783674299,0.0445040828573365,0.0254309044899066,0.0157283505680547,0,0.298838660793039,0.403154632942931,0.0575935189918473,0,0.00521833349959442,0.125240003990266,0.00521833349959442,Aves
Coeligena_torquata,0,0.0718855891570023,0,0,0,0.300087487145713,0.517625310591957,0,0,0.0276004032763318,0.0828012098289955,0,Aves
Acritillas_indica,0.00877486062269016,0.0175497212453803,0,0.0508773168796362,0,0.305263901277817,0.552129491006835,0,0,0.0130809417935282,0.0523237671741129,0,Aves
Locustella_certhiola,0,0.0202434530016207,0,0,0,0.307034725004527,0.628428287894838,0,0,0,0.0442935340990138,0,Aves
Hirundo_rustica,0,0.0247552911457097,0.00275058790507885,0.0341321384958969,0.0170660692479485,0.307189246463073,0.456153137490135,0,0.0622027005668366,0.0251975864961373,0.0705532421891845,0,Aves
Sylvia_atricapilla,0,0.0459944367292913,0,0,0.0348836237782155,0.313952614003939,0.308865418869616,0.154432709434808,0,0.0236451995306883,0.118225997653442,0,Aves
Campethera_nivosa,0,0.020273791033102,0,0,0,0.314243761013081,0.601743372152709,0,0,0,0.0637390758011079,0,Aves
Eopsaltria_griseogularis,0.00862954799107359,0.0347006140277072,0.0222314390886399,0.0254858006360428,0,0.31448895007018,0.39752404772043,0.00541385952465623,0.0479020899790802,0.0592430419449644,0.0789400031779788,0.00544060583924633,Aves
Zosterops_flavifrons,0,0.0263007136777207,0.0219172613981006,0,0,0.315398996692985,0.548330030614299,0,0,0.0110066247021118,0.0770463729147828,0,Aves
Zosterops_maderaspatanus,0.00888993324458413,0.0533395994675048,0.0177798664891683,0.0317594561714914,0,0.317594561714914,0.430395388806763,0,0,0.0584338308773227,0.0701205970527872,0.0116867661754645,Aves
Bambusicola_thoracicus,0,0.00802207969012871,0.00401103984506435,0,0,0.319298934883579,0.532882417168999,0,0.0666103021461249,0.0184467270042944,0.046116817510736,0.0046116817510736,Aves
Anas_crecca,0,0,0,0.150405699584405,0,0.319612111616861,0.489214328121908,0,0.0407678606768257,0,0,0,Aves
Phylloscopus_trivirgatus,0,0.0574117741770573,0.00249616409465466,0.0157949366441425,0,0.323796201204921,0.533284537216395,0,0,0.00746848740698101,0.059747899255848,0,Aves
Otus_scops,0,0,0,0.0162151940623079,0,0.324303881246159,0.625443199546164,0,0,0.0297830095021983,0.00425471564317118,0,Aves
Saltator_coerulescens,0,0.0237599193859878,0.00593997984649695,0,0,0.32687889094662,0.577875182209203,0,0,0.0280911546907252,0.0374548729209669,0,Aves
Arachnothera_longirostra,0,0.00390891396413139,0.0273623977489197,0.0915880257984674,0,0.327100092137384,0.506175187355283,0,0.0281208437419601,0.0157445392538551,0,0,Aves
Pycnonotus_sinensis,0,0.0228656505878858,0.0114328252939429,0.0274590606616384,0,0.329508727939661,0.443695570165567,0.0492995077961741,0,0,0.11573865755513,0,Aves
Stachyris_ruficeps,0,0.0404594794099783,0.00404594794099783,0.0530542505965006,0.0176847501988335,0.334229013200483,0.480333793516257,0,0,0.0064638834962132,0.0637288816407361,0,Aves
Aethopyga_pulcherrima,0.00243596599278085,0.0487193198556171,0.00730789797834256,0.00919473943376773,0,0.340205359049406,0.475868093502014,0.0158622697834005,0,0.0295312807072562,0.0679219456266892,0.00295312807072562,Aves
Turdus_merula,0.00368205996685304,0.00368205996685304,0,0.0106469836702013,0,0.340703477446442,0.521144627128956,0.0186123081117484,0.0372246162234969,0.0471561694893293,0.0128607734970898,0.00428692449902994,Aves
Forpus_xanthopterygius,0,0.037313378372895,0.00414593093032167,0.0203778786938841,0,0.346423937796029,0.480335712070124,0,0,0.0151913402913744,0.0962118218453713,0,Aves
Lanius_tephronotus,0,0.115858073859522,0,0.0434467776973208,0.0434467776973208,0.347574221578566,0.293265749456915,0,0,0.0260680666183925,0.130340333091962,0,Aves
Otus_elegans,0,0.0242455651485956,0,0,0,0.34766564898997,0.386760581406512,0,0.193380290703256,0,0.0479479137516662,0,Aves
Nesillas_typica,0,0.0800071891218882,0.00571479922299201,0.0292066689871969,0,0.350480027846363,0.443737351432321,0,0,0.0175846380753366,0.0732693253139023,0,Aves
Forpus_modestus,0,0.0116037742138398,0,0.0645775260596304,0,0.355176393327967,0.514702064138638,0,0,0.00674253028249059,0.0471977119774341,0,Aves
Poecile_varius,0,0.0141491463819734,0.00530592989324002,0,0.0252819367359607,0.366588082671431,0.555694938778768,0.0213728822607218,0,0.00290177081947641,0.00870531245842923,0,Aves
Pinicola_enucleator,0.00521967023109702,0.0146435520605676,0.00585742082422702,0.0344757118329684,0,0.371230072077609,0.396256901305838,0.0242874352339924,0,0.0224775752582339,0.121377490349319,0.00417417082614793,Aves
Passer_italiae,0,0.0546798437163835,0,0,0,0.372521315536581,0.5347233050098,0,0,0,0.0380755357372354,0,Aves
Ficedula_parva,0,0.0122231805758922,0.00611159028794612,0.0291226537205917,0,0.378594498367692,0.50947100243734,0.0463155456761218,0,0.0121076859562775,0.00605384297813875,0,Aves
Alauda_arvensis,0,0.0206976529483387,0.0124185917690032,0.0101218199579617,0.0101218199579617,0.384629158402546,0.466033241791394,0,0.0202623148604954,0.0240912637357316,0.0412993092612541,0.0103248273153135,Aves
Turdus_rufopalliatus,0,0.0939742265057059,0,0,0,0.385975267015475,0.43553191780215,0,0,0.0170218998869066,0.0674966887897628,0,Aves
Henicorhina_leucosticta,0.00494197277180887,0.0408428242270028,0.0108523127417462,0.0275792458015615,0.00982721271316392,0.387126131881192,0.407967704989201,0.0113730167016839,0.0227429389038747,0.0111466408260835,0.0650068362142923,0.000593162228389273,Aves
Oriolus_chinensis,0,0.0541274462943532,0.0135318615735883,0,0,0.396114493335949,0.343994165265429,0,0,0,0.192232033530681,0,Aves
Lanius_bucephalus,0,0.0239925309076521,0,0.0402497649652962,0,0.402497649652962,0.450961652366278,0,0,0,0.0822984021078123,0,Aves
Microcerculus_marginatus,0.00401919704914454,0.0261247808194395,0.0100479926228613,0.0660626641411114,0,0.412891650881946,0.34211022501647,0,0.034211022501647,0.0302593983326628,0.068771359846961,0.00550170878775688,Aves
Brotogeris_cyanoptera,0,0.0234834926674496,0.0117417463337248,0.0459390944799724,0.0169553941212191,0.413451850319751,0.375047855533791,0,0.0603513594148657,0.0145146978770165,0.038514509252209,0,Aves
Piaya_cayana,0.00566266900302788,0.0226506760121115,0.0113253380060558,0,0,0.429989481438711,0.41552965816909,0,0.0692549430281817,0.00759787239047042,0.0379893619523521,0,Aves
Thryothorus_nigricapillus,0,0.0714895603774822,0.0178723900943706,0.0582352039652141,0,0.465881631721713,0.298180253979962,0,0,0.0196313244136129,0.0687096354476451,0,Aves
Anas_poecilorhyncha,0,0,0.0818835833797603,0,0,0.470708024218982,0.33308576290072,0,0,0.0457290518002152,0.0457290518002152,0.0228645259001076,Aves
Anas_platyrhynchos,0.0176497335678925,0.025061828245782,0.0117664890452617,0.131911771787908,0,0.486393003495209,0.14251717598304,0.031787303529076,0.0931529684243018,0,0.0531664346461672,0.00659329127536216,Aves
Monticola_solitarius,0,0.119644742838906,0,0,0,0.488224430898385,0.2129703278816,0,0,0.0383915353673804,0.140768963013728,0,Aves
Periparus_elegans,0,0.0558174867883383,0.00697718584854228,0,0,0.493220973759886,0.36113241452214,0,0,0.0110469252108124,0.0718050138702806,0,Aves
Campethera_caroli,0,0.0187867149740483,0,0.0468811337194336,0,0.515692470913769,0.350543022583947,0,0,0.0170241644522005,0.0510724933566015,0,Aves
Sturnus_vulgaris,0,0.0763203488582184,0,0,0,0.51649144457424,0.359778366204848,0,0,0,0.0474098403626931,0,Aves
Syrmaticus_ellioti,0,0.0179376207711457,0.0358752415422915,0.148008849923171,0,0.518030974731099,0,0,0,0.119956253190915,0.160191059841377,0,Aves
