Species Class
732 Larus_vegae Aves
733 Lasiurus_borealis Mammalia
734 Lateolabrax_japonicus Actinopterygii
735 Lates_calcarifer Actinopterygii
736 Lefua_costata Actinopterygii
737 Leiocassis_longirostris Actinopterygii
738 Leiolepis_reevesii Reptilia
739 Lemur_catta Mammalia
740 Leopardus_pardalis Mammalia
741 Leopoldamys_edwardsi Mammalia
742 Leopoldamys_neilli Mammalia
743 Lepidochelys_olivacea Reptilia
744 Lepidomeda_copei Actinopterygii
745 Lepidophyma_flavimaculatum Reptilia
746 Lepidophyma_sylvaticum Reptilia
747 Lepidorhombus_boscii Actinopterygii
748 Lepidorhombus_whiffiagonis Actinopterygii
749 Lepilemur_ankaranensis Mammalia
750 Lepilemur_dorsalis Mammalia
751 Lepilemur_edwardsi Mammalia
752 Lepilemur_ruficaudatus Mammalia
753 Lepilemur_septentrionalis Mammalia
754 Lepisosteus_oculatus Actinopterygii
755 Lepisosteus_osseus Actinopterygii
756 Lepisosteus_platyrhincus Actinopterygii
757 Lepomis_cyanellus Actinopterygii
758 Lepomis_gibbosus Actinopterygii
759 Lepomis_macrochirus Actinopterygii
760 Lepomis_megalotis Actinopterygii
761 Leptobotia_elongata Actinopterygii
762 Leptobotia_taeniops Actinopterygii
763 Leptobrachium_ailaonicum Amphibia
764 Leptodeira_annulata Reptilia
765 Leptodeira_septentrionalis Reptilia
766 Leptonychotes_weddellii Mammalia
767 Lepturichthys_fimbriata Actinopterygii
768 Lepus_americanus Mammalia
769 Lepus_brachyurus Mammalia
770 Lepus_californicus Mammalia
771 Lepus_capensis Mammalia
772 Lepus_coreanus Mammalia
773 Lepus_europaeus Mammalia
774 Lepus_hainanus Mammalia
775 Lepus_mandshuricus Mammalia
776 Lepus_oiostolus Mammalia
777 Lepus_sinensis Mammalia
778 Lepus_timidus Mammalia
779 Lepus_tolai Mammalia
780 Lepus_yarkandensis Mammalia
781 Lethenteron_camtschaticum Petromyzontiformes
782 Lethenteron_reissneri Petromyzontiformes
783 Lethrinus_olivaceus Actinopterygii
784 Leuciscus_waleckii Actinopterygii
785 Liobagrus_anguillicauda Actinopterygii
786 Liobagrus_marginatus Actinopterygii
787 Liobagrus_mediadiposalis Actinopterygii
788 Lissemys_punctata Reptilia
789 Lissemys_scutata Reptilia
790 Lithognathus_mormyrus Actinopterygii
791 Liza_affinis Actinopterygii
792 Lophius_americanus Actinopterygii
793 Lophius_budegassa Actinopterygii
794 Lophius_litulon Actinopterygii
795 Lophius_piscatorius Actinopterygii
796 Lophostoma_silvicolum Mammalia
797 Lophura_nycthemera Aves
798 Loris_tardigradus Mammalia
799 Lota_lota Actinopterygii
800 Loxia_curvirostra Aves
801 Loxodonta_africana Mammalia
802 Loxodonta_cyclotis Mammalia
803 Luscinia_cyanura Aves
804 Luscinia_rufilata Aves
805 Lutjanus_argentimaculatus Actinopterygii
806 Lutjanus_malabaricus Actinopterygii
807 Lutra_lutra Mammalia
808 Lutrogale_perspicillata Mammalia
809 Lycengraulis_grossidens Actinopterygii
810 Lycodes_matsubarai Actinopterygii
811 Lycodon_ruhstrati Reptilia
812 Lynx_lynx Mammalia
813 Lynx_pardinus Mammalia
814 Lynx_rufus Mammalia
815 Macaca_fascicularis Mammalia
816 Macaca_mulatta Mammalia
817 Macaca_nemestrina Mammalia
818 Macaca_tonkeana Mammalia
819 Macropodus_opercularis Actinopterygii
820 Malacochersus_tornieri Reptilia
821 Mammuthus_columbi Mammalia
822 Mammuthus_primigenius Mammalia
823 Mammuthus_sp. Mammalia
824 Mandrillus_leucophaeus Mammalia
825 Manis_temminckii Mammalia
826 Manouria_emys Reptilia
827 Marmosa_mexicana Mammalia
828 Marmosa_murina Mammalia
829 Marmosa_robinsoni Mammalia
830 Marmosops_bishopi Mammalia
831 Marmosops_caucae Mammalia
832 Marmosops_incanus Mammalia
833 Marmosops_noctivagus Mammalia
834 Marmota_himalayana Mammalia
835 Martes_americana Mammalia
836 Martes_flavigula Mammalia
837 Martes_foina Mammalia
838 Martes_martes Mammalia
839 Martes_melampus Mammalia
840 Martes_pennanti Mammalia
841 Martes_zibellina Mammalia
842 Mastacembelus_armatus Actinopterygii
843 Mastacembelus_brichardi Actinopterygii
844 Mastacembelus_congicus Actinopterygii
845 Mauremys_caspica Reptilia
846 Mauremys_japonica Reptilia
847 Mauremys_mutica Reptilia
848 Mauremys_reevesii Reptilia
849 Mauremys_rivulata Reptilia
850 Maxomys_surifer Mammalia
851 Mazama_gouazoupira Mammalia
852 Meda_fulgida Actinopterygii
853 Megalobrama_amblycephala Actinopterygii
854 Megalobrama_pellegrini Actinopterygii
855 Megalobrama_terminalis Actinopterygii
856 Megaloglossus_woermanni Mammalia
857 Megaptera_novaeangliae Mammalia
858 Melanogrammus_aeglefinus Actinopterygii
859 Melanosuchus_niger Reptilia
860 Melanotaenia_australis Actinopterygii
861 Melanotaenia_goldiei Actinopterygii
862 Melanotaenia_maccullochi Actinopterygii
863 Melanotaenia_praecox Actinopterygii
864 Melanotaenia_splendida Actinopterygii
865 Meles_meles Mammalia
866 Melursus_ursinus Mammalia
867 Meriones_libycus Mammalia
868 Meriones_meridianus Mammalia
869 Meriones_tamariscinus Mammalia
870 Meriones_unguiculatus Mammalia
871 Merlangius_merlangus Actinopterygii
872 Merluccius_merluccius Actinopterygii
873 Mesoplodon_densirostris Mammalia
874 Mesoplodon_europaeus Mammalia
875 Metachirus_nudicaudatus Mammalia
876 Microcebus_griseorufus Mammalia
877 Microcebus_lehilahytsara Mammalia
878 Microcebus_mittermeieri Mammalia
879 Microcebus_murinus Mammalia
880 Microcebus_myoxinus Mammalia
881 Microcebus_ravelobensis Mammalia
882 Microcebus_rufus Mammalia
883 Microcebus_simmonsi Mammalia
884 Microcebus_tavaratra Mammalia
885 Microcerculus_marginatus Aves
886 Microchirus_variegatus Actinopterygii
887 Micromesistius_poutassou Actinopterygii
888 Micromys_minutus Mammalia
889 Micronycteris_megalotis Mammalia
890 Microphysogobio_alticorpus Actinopterygii
891 Microphysogobio_brevirostris Actinopterygii
892 Microphysogobio_fukiensis Actinopterygii
893 Microphysogobio_koreensis Actinopterygii
894 Micropteropus_pusillus Mammalia
895 Micropterus_coosae Actinopterygii
896 Micropterus_dolomieu Actinopterygii
897 Micropterus_floridanus Actinopterygii
898 Micropterus_henshalli Actinopterygii
899 Micropterus_punctulatus Actinopterygii
900 Micropterus_salmoides Actinopterygii
901 Microstomus_kitt Actinopterygii
902 Microtus_agrestis Mammalia
903 Microtus_arvalis Mammalia
904 Microtus_guentheri Mammalia
905 Microtus_limnophilus Mammalia
906 Microtus_longicaudus Mammalia
907 Microtus_lusitanicus Mammalia
908 Microtus_miurus Mammalia
909 Microtus_obscurus Mammalia
910 Microtus_pennsylvanicus Mammalia
911 Microtus_subterraneus Mammalia
912 Micrurus_fulvius Reptilia
913 Miniopterus_schreibersii Mammalia
914 Minla_ignotincta Aves
915 Minytrema_melanops Actinopterygii
916 Mionectes_oleagineus Aves
917 Misgurnus_anguillicaudatus Actinopterygii
918 Misgurnus_bipartitus Actinopterygii
919 Misgurnus_nikolskyi Actinopterygii
920 Mogera_imaizumii Mammalia
921 Mogera_robusta Mammalia
922 Mogera_wogura Mammalia
923 Monodelphis_americana Mammalia
924 Monodelphis_arlindoi Mammalia
925 Monodelphis_brevicaudata Mammalia
926 Monodelphis_domestica Mammalia
927 Monodelphis_glirina Mammalia
928 Monodelphis_touan Mammalia
929 Monopterus_albus Actinopterygii
930 Montivipera_xanthina Reptilia
931 Morelia_spilota Reptilia
932 Moschus_berezovskii Mammalia
933 Moschus_moschiferus Mammalia
934 Moxostoma_austrinum Actinopterygii
935 Moxostoma_congestum Actinopterygii
936 Moxostoma_erythrurum Actinopterygii
937 Moxostoma_poecilurum Actinopterygii
938 Mugil_cephalus Actinopterygii
939 Mugil_curema Actinopterygii
940 Mugilogobius_chulae Actinopterygii
941 Mullus_surmuletus Actinopterygii
942 Mungotictis_decemlineata Mammalia
943 Muntiacus_crinifrons Mammalia
944 Muntiacus_muntjak Mammalia
945 Muntiacus_sp. Mammalia
946 Muntiacus_vuquangensis Mammalia
947 Murina_leucogaster Mammalia
948 Mus_caroli Mammalia
949 Mus_cervicolor Mammalia
950 Mus_cookii Mammalia
951 Mus_minutoides Mammalia
952 Mus_musculus Mammalia
953 Mus_setulosus Mammalia
954 Mus_spretus Mammalia
955 Mus_terricolor Mammalia
956 Mustela_erminea Mammalia
957 Mustela_frenata Mammalia
958 Mustela_nivalis Mammalia
959 Mustela_putorius Mammalia
960 Mustela_sibirica Mammalia
961 Myadestes_ralloides Aves
962 Myioborus_melanocephalus Aves
963 Myioborus_miniatus Aves
964 Mylocheilus_caurinus Actinopterygii
965 Mylopharyngodon_piceus Actinopterygii
966 Myodes_gapperi Mammalia
967 Myodes_glareolus Mammalia
968 Myodes_rufocanus Mammalia
969 Myodes_rutilus Mammalia
970 Myonycteris_torquata Mammalia
971 Myotis_albescens Mammalia
972 Myotis_alcathoe Mammalia
973 Myotis_aurascens Mammalia
974 Myotis_blythii Mammalia
975 Myotis_davidii Mammalia
976 Myotis_formosus Mammalia
977 Myotis_horsfieldii Mammalia
978 Myotis_ikonnikovi Mammalia
979 Myotis_keaysi Mammalia
980 Myotis_lucifugus Mammalia
981 Myotis_macrodactylus Mammalia
982 Myotis_muricola Mammalia
983 Myotis_myotis Mammalia
984 Myotis_mystacinus Mammalia
985 Myotis_nattereri Mammalia
986 Myotis_nigricans Mammalia
987 Myotis_siligorensis Mammalia
988 Myotis_sp. Mammalia
989 Myotis_velifer Mammalia
990 Myotis_volans Mammalia
991 Myotis_yumanensis Mammalia
992 Mystacoleucus_marginatus Actinopterygii
993 Myxocyprinus_asiaticus Actinopterygii
994 Naja_atra Reptilia
995 Nandinia_binotata Mammalia
996 Nannoperca_australis Actinopterygii
997 Nannoperca_obscura Actinopterygii
998 Nannospalax_ehrenbergi Mammalia
999 Nannospalax_galili Mammalia
1000 Nannospalax_leucodon Mammalia
1001 Nannospalax_nehringi Mammalia
1002 Nanonycteris_veldkampii Mammalia
1003 Nanorana_parkeri Amphibia
1004 Napaeozapus_insignis Mammalia
1005 Nasua_nasua Mammalia
1006 Natrix_maura Reptilia
1007 Natrix_natrix Reptilia
1008 Natrix_tessellata Reptilia
1009 Nectogale_elegans Mammalia
1010 Neodon_irene Mammalia
1011 Neogobius_fluviatilis Actinopterygii
1012 Neogobius_melanostomus Actinopterygii
1013 Neogobius_pallasi Actinopterygii
1014 Neolissochilus_hexagonolepis Actinopterygii
1015 Neomys_fodiens Mammalia
1016 Neophocaena_asiaeorientalis Mammalia
1017 Neophocaena_phocaenoides Mammalia
1018 Neosalanx_taihuensis Actinopterygii
1019 Neotetracus_sinensis Mammalia
1020 Neotoma_albigula Mammalia
1021 Neotragus_moschatus Mammalia
1022 Neotrygon_kuhlii Chondrichthyes
1023 Neovison_vison Mammalia
1024 Nerodia_erythrogaster Reptilia
1025 Niviventer_andersoni Mammalia
1026 Niviventer_bukit Mammalia
1027 Niviventer_confucianus Mammalia
1028 Niviventer_cremoriventer Mammalia
1029 Niviventer_excelsior Mammalia
1030 Niviventer_fulvescens Mammalia
1031 Niviventer_sp. Mammalia
1032 Nocomis_biguttatus Actinopterygii
1033 Noctilio_albiventris Mammalia
1034 Noctilio_leporinus Mammalia
1035 Nomascus_gabriellae Mammalia
1036 Nomascus_leucogenys Mammalia
1037 Nomascus_siki Mammalia
1038 Notothenia_coriiceps Actinopterygii
1039 Notropis_stramineus Actinopterygii
1040 Noturus_albater Actinopterygii
1041 Noturus_exilis Actinopterygii
1042 Noturus_hildebrandi Actinopterygii
1043 Noturus_miurus Actinopterygii
1044 Noturus_phaeus Actinopterygii
1045 Noturus_taylori Actinopterygii
1046 Nyctereutes_procyonoides Mammalia
1047 Nycticebus_bengalensis Mammalia
1048 Nycticebus_coucang Mammalia
1049 Nycticebus_pygmaeus Mammalia
1050 Oblada_melanura Actinopterygii
1051 Ochotona_collaris Mammalia
1052 Ochotona_curzoniae Mammalia
1053 Ochotona_hyperborea Mammalia
1054 Ochotona_princeps Mammalia
1055 Ochotona_rufescens Mammalia
1056 Ochotona_sp. Mammalia
1057 Ochotona_thibetana Mammalia
1058 Octodon_degus Mammalia
1059 Odocoileus_virginianus Mammalia
1060 Oecomys_concolor Mammalia
1061 Oedalechilus_labeo Actinopterygii
1062 Oligoryzomys_flavescens Mammalia
1063 Oligoryzomys_fulvescens Mammalia
1064 Oligoryzomys_nigripes Mammalia
1065 Oncorhynchus_keta Actinopterygii
1066 Oncorhynchus_kisutch Actinopterygii
1067 Oncorhynchus_mykiss Actinopterygii
1068 Oncorhynchus_nerka Actinopterygii
1069 Oncorhynchus_tshawytscha Actinopterygii
1070 Onychodactylus_fischeri Amphibia
1071 Onychodactylus_koreanus Amphibia
1072 Opsariichthys_bidens Actinopterygii
1073 Opsariichthys_evolans Actinopterygii
1074 Opsariichthys_hainanensis Actinopterygii
1075 Opsariichthys_uncirostris Actinopterygii
1076 Orcaella_brevirostris Mammalia
1077 Orcinus_orca Mammalia
1078 Oreochromis_niloticus Actinopterygii
1079 Orestias_agassizii Actinopterygii
1080 Ornithorhynchus_anatinus Mammalia
1081 Orthriophis_taeniurus Reptilia
1082 Oryctolagus_cuniculus Mammalia
1083 Oryx_beisa Mammalia
1084 Oryx_gazella Mammalia
1085 Oryzias_javanicus Actinopterygii
1086 Oryzias_latipes Actinopterygii
1087 Oryzomys_palustris Mammalia
1088 Oryzomys_texensis Mammalia
1089 Osmerus_mordax Actinopterygii
1090 Osteochilus_salsburyi Actinopterygii
1091 Osteolaemus_tetraspis Reptilia
1092 Otis_tarda Aves
1093 Otus_elegans Aves
1094 Otus_scops Aves
1095 Ovis_ammon Mammalia
1096 Ovis_aries Mammalia
1097 Ovis_canadensis Mammalia
1098 Ovis_orientalis Mammalia
1099 Ovis_vignei Mammalia
1100 Oxyeleotris_lineolata Actinopterygii
1101 Oxygymnocypris_stewartii Actinopterygii
1102 Pachytriton_archospotus Amphibia
1103 Pachytriton_brevipes Amphibia
1104 Pachytriton_feii Amphibia
1105 Pachytriton_granulosus Amphibia
1106 Pachytriton_labiatus Amphibia
1107 Pachytriton_xanthospilos Amphibia
1108 Pagellus_acarne Actinopterygii
1109 Pagellus_bogaraveo Actinopterygii
1110 Paguma_larvata Mammalia
1111 Palea_steindachneri Reptilia
1112 Paleosuchus_palpebrosus Reptilia
1113 Paleosuchus_trigonatus Reptilia
1114 Pampus_argenteus Actinopterygii
1115 Pampus_chinensis Actinopterygii
1116 Pampus_punctatissimus Actinopterygii
1117 Pan_paniscus Mammalia
1118 Pan_troglodytes Mammalia
1119 Pandion_haliaetus Aves
1120 Pangasianodon_hypophthalmus Actinopterygii
1121 Pangasius_pangasius Actinopterygii
1122 Pangio_anguillaris Actinopterygii
1123 Panthera_leo Mammalia
1124 Panthera_onca Mammalia
1125 Panthera_pardus Mammalia
1126 Panthera_tigris Mammalia
1127 Pantherophis_obsoletus Reptilia
1128 Pantodon_buchholzi Actinopterygii
1129 Papio_anubis Mammalia
1130 Papio_cynocephalus Mammalia
1131 Papio_hamadryas Mammalia
1132 Papio_papio Mammalia
1133 Papio_ursinus Mammalia
1134 Parabotia_fasciata Actinopterygii
1135 Parabramis_pekinensis Actinopterygii
1136 Parachromis_managuensis Actinopterygii
1137 Paradoxornis_alphonsianus Aves
1138 Paradoxornis_fulvifrons Aves
1139 Paradoxornis_nipalensis Aves
1140 Paradoxornis_webbianus Aves
1141 Paradoxurus_hermaphroditus Mammalia
1142 Parahucho_perryi Actinopterygii
1143 Paramisgurnus_dabryanus Actinopterygii
1144 Paramormyrops_gabonensis Actinopterygii
1145 Pararasbora_moltrechti Actinopterygii
1146 Pareuchiloglanis_sinensis Actinopterygii
1147 Parus_major Aves
1148 Passer_montanus Aves
1149 Pecari_tajacu Mammalia
1150 Pegusa_lascaris Actinopterygii
1151 Pellonula_leonensis Actinopterygii
1152 Pelochelys_cantorii Reptilia
1153 Pelodiscus_sinensis Reptilia
1154 Pelophylax_nigromaculatus Amphibia
1155 Pelophylax_plancyi Amphibia
1156 Perca_flavescens Actinopterygii
1157 Perca_fluviatilis Actinopterygii
1158 Perca_schrenkii Actinopterygii
1159 Perccottus_glenii Actinopterygii
1160 Percina_burtoni Actinopterygii
1161 Percina_caprodes Actinopterygii
1162 Percina_evides Actinopterygii
1163 Percina_phoxocephala Actinopterygii
1164 Percina_rex Actinopterygii
1165 Percina_uranidea Actinopterygii
1166 Percina_vigil Actinopterygii
1167 Percocypris_pingi Actinopterygii
1168 Perdix_dauurica Aves
1169 Perdix_hodgsoniae Aves
1170 Periophthalmus_magnuspinnatus Actinopterygii
1171 Perodicticus_potto Mammalia
1172 Peromyscus_guatemalensis Mammalia
1173 Peromyscus_keeni Mammalia
1174 Peromyscus_maniculatus Mammalia
1175 Peromyscus_mexicanus Mammalia
1176 Peromyscus_pectoralis Mammalia
1177 Peromyscus_polionotus Mammalia
1178 Peromyscus_sp. Mammalia
1179 Peromyscus_truei Mammalia
1180 Petaurista_alborufus Mammalia
1181 Petaurista_leucogenys Mammalia
1182 Petenia_splendida Actinopterygii
1183 Pethia_ticto Actinopterygii
1184 Petrocephalus_microphthalmus Actinopterygii
1185 Phacochoerus_africanus Mammalia
1186 Phasianus_colchicus Aves
1187 Phasianus_versicolor Aves
1188 Philander_opossum Mammalia
1189 Philypnodon_grandiceps Actinopterygii
1190 Phoca_groenlandica Mammalia
1191 Phoca_largha Mammalia
1192 Phoca_vitulina Mammalia
1193 Phodopus_campbelli Mammalia
1194 Phodopus_roborovskii Mammalia
1195 Phodopus_sungorus Mammalia
1196 Phoebastria_albatrus Aves
1197 Phoebastria_immutabilis Aves
1198 Phoenicolacerta_kulzeri Reptilia
1199 Phoenicolacerta_laevis Reptilia
1200 Phoxinus_oxycephalus Actinopterygii
1201 Phoxinus_phoxinus Actinopterygii
1202 Phoxinus_steindachneri Actinopterygii
1203 Phyllomys_pattoni Mammalia
1204 Phyllotis_xanthopygus Mammalia
1205 Physeter_catodon Mammalia
1206 Piaya_cayana Aves
1207 Pica_pica Aves
1208 Pimephales_notatus Actinopterygii
1209 Pimephales_promelas Actinopterygii
1210 Pinicola_enucleator Aves
1211 Pionus_menstruus Aves
1212 Pipistrellus_abramus Mammalia
1213 Pipistrellus_hesperidus Mammalia
1214 Plagiodontia_aedium Mammalia
1215 Platichthys_flesus Actinopterygii
1216 Platichthys_stellatus Actinopterygii
1217 Platypharodon_extremus Actinopterygii
1218 Plecoglossus_altivelis Actinopterygii
1219 Plecotus_macrobullaris Mammalia
1220 Plectrophenax_nivalis Aves
1221 Plectropomus_leopardus Actinopterygii
1222 Plecturocebus_cupreus Mammalia
1223 Pleurodeles_waltl Amphibia
1224 Pleuronectes_platessa Actinopterygii
1225 Plotosus_lineatus Actinopterygii
1226 Podarcis_muralis Reptilia
1227 Podarcis_vaucheri Reptilia
1228 Poecilia_butleri Actinopterygii
1229 Poecilia_gillii Actinopterygii
1230 Poecilia_mexicana Actinopterygii
1231 Poecilia_reticulata Actinopterygii
1232 Poecilia_sphenops Actinopterygii
1233 Poeciliopsis_monacha Actinopterygii
1234 Poeciliopsis_occidentalis Actinopterygii
1235 Poeciliopsis_turrubarensis Actinopterygii
1236 Pollachius_pollachius Actinopterygii
1237 Pollachius_virens Actinopterygii
1238 Polyplectron_bicalcaratum Aves
1239 Polypterus_ansorgii Cladistia
1240 Polypterus_endlicherii Cladistia
1241 Polypterus_mokelembembe Cladistia
1242 Polypterus_ornatipinnis Cladistia
1243 Polypterus_retropinnis Cladistia
1244 Polypterus_weeksii Cladistia
1245 Pomatomus_saltatrix Actinopterygii
1246 Pomatorhinus_ferruginosus Aves
1247 Pomatorhinus_horsfieldii Aves
1248 Pomatorhinus_musicus Aves
1249 Pomatorhinus_ruficollis Aves
1250 Ponticola_kessleri Actinopterygii
1251 Poropuntius_bolovenensis Actinopterygii
1252 Poropuntius_normani Actinopterygii
1253 Potamochoerus_porcus Mammalia
1254 Premnas_biaculeatus Actinopterygii
1255 Presbytis_melalophos Mammalia
1256 Prionace_glauca Chondrichthyes
1257 Prionailurus_bengalensis Mammalia
1258 Prionailurus_planiceps Mammalia
1259 Prionailurus_viverrinus Mammalia
1260 Prionodon_pardicolor Mammalia
1261 Procyon_lotor Mammalia
1262 Procypris_rabaudi Actinopterygii
1263 Proechimys_cuvieri Mammalia
1264 Propithecus_coquereli Mammalia
1265 Propithecus_diadema Mammalia
1266 Propithecus_edwardsi Mammalia
1267 Propithecus_verreauxi Mammalia
1268 Prosopium_cylindraceum Actinopterygii
1269 Proterorhinus_marmoratus Actinopterygii
1270 Proterorhinus_semilunaris Actinopterygii
1271 Protobothrops_flavoviridis Reptilia
1272 Protobothrops_jerdonii Reptilia
1273 Protobothrops_mangshanensis Reptilia
1274 Protobothrops_mucrosquamatus Reptilia
1275 Prunella_montanella Aves
1276 Psammodromus_algirus Reptilia
1277 Pseudexostoma_yunnanense Actinopterygii
1278 Pseudobagrus_crassilabris Actinopterygii
1279 Pseudobagrus_ondon Actinopterygii
1280 Pseudobagrus_truncatus Actinopterygii
1281 Pseudogobio_esocinus Actinopterygii
1282 Pseudogobio_vaillanti Actinopterygii
1283 Pseudois_nayaur Mammalia
1284 Pseudois_schaeferi Mammalia
1285 Pseudopleuronectes_herzensteini Actinopterygii
1286 Pseudopleuronectes_yokohamae Actinopterygii
1287 Pseudopungtungia_nigra Actinopterygii
1288 Pseudopungtungia_tenuicorpus Actinopterygii
1289 Pseudorasbora_elongata Actinopterygii
1290 Pseudorasbora_parva Actinopterygii
1291 Pseudoxiphophorus_bimaculatus Actinopterygii
1292 Pseudoxiphophorus_jonesii Actinopterygii
1293 Pterois_volitans Actinopterygii
1294 Pteromys_volans Mammalia
1295 Pteronotus_davyi Mammalia
1296 Pteronotus_gymnonotus Mammalia
1297 Pteronotus_parnellii Mammalia
1298 Pteronotus_personatus Mammalia
1299 Pteronotus_quadridens Mammalia
1300 Pteronotus_rubiginosus Mammalia
1301 Pteronotus_sp. Mammalia
1302 Pterophyllum_scalare Actinopterygii
1303 Pteropus_seychellensis Mammalia
1304 Pteropus_vampyrus Mammalia
1305 Pterygoplichthys_disjunctivus Actinopterygii
1306 Ptychidio_jordani Actinopterygii
1307 Ptychobarbus_dipogon Actinopterygii
1308 Ptychobarbus_kaznakovi Actinopterygii
1309 Ptychocheilus_umpquae Actinopterygii
1310 Puma_concolor Mammalia
1311 Pungitius_kaibarae Actinopterygii
1312 Pungitius_laevis Actinopterygii
1313 Pungitius_pungitius Actinopterygii
1314 Pungitius_sinensis Actinopterygii
1315 Pungitius_tymensis Actinopterygii
1316 Pungtungia_herzi Actinopterygii
1317 Puntius_semifasciolatus Actinopterygii
1318 Pycnonotus_goiavier Aves
1319 Pycnonotus_jocosus Aves
1320 Pygoscelis_adeliae Aves
1321 Pygoscelis_papua Aves
1322 Pyrocephalus_rubinus Aves
1323 Python_bivittatus Reptilia
1324 Quiscalus_mexicanus Aves
1325 Rafetus_swinhoei Reptilia
1326 Raiamas_guttatus Actinopterygii
1327 Raja_pulchra Chondrichthyes
1328 Rana_catesbeiana Amphibia
1329 Rana_dybowskii Amphibia
1330 Rangifer_tarandus Mammalia
1331 Ranzania_laevis Actinopterygii
1332 Rastrelliger_faughni Actinopterygii
1333 Rastrelliger_kanagurta Actinopterygii
1334 Rattus_baluensis Mammalia
1335 Rattus_exulans Mammalia
1336 Rattus_losea Mammalia
1337 Rattus_rattus Mammalia
1338 Rattus_tanezumi Mammalia
1339 Rattus_tiomanicus Mammalia
1340 Redunca_fulvorufula Mammalia
1341 Regulus_regulus Aves
1342 Reinhardtius_hippoglossoides Actinopterygii
1343 Reithrodontomys_fulvescens Mammalia
1344 Reithrodontomys_mexicanus Mammalia
1345 Reithrodontomys_sumichrasti Mammalia
1346 Relictus_solitarius Actinopterygii
1347 Rhabdophis_tigrinus Reptilia
1348 Rhabdosargus_sarba Actinopterygii
1349 Rhadinocentrus_ornatus Actinopterygii
1350 Rhinogobio_cylindricus Actinopterygii
1351 Rhinogobio_typus Actinopterygii
1352 Rhinogobius_brunneus Actinopterygii
1353 Rhinogobius_flumineus Actinopterygii
1354 Rhinogobius_giurinus Actinopterygii
1355 Rhinogobius_nagoyae Actinopterygii
1356 Rhinogobius_rubromaculatus Actinopterygii
1357 Rhinolophus_affinis Mammalia
1358 Rhinolophus_arcuatus Mammalia
1359 Rhinolophus_clivosus Mammalia
1360 Rhinolophus_cornutus Mammalia
1361 Rhinolophus_darlingi Mammalia
1362 Rhinolophus_fumigatus Mammalia
1363 Rhinolophus_luctus Mammalia
1364 Rhinolophus_macrotis Mammalia
1365 Rhinolophus_monoceros Mammalia
1366 Rhinolophus_pearsonii Mammalia
1367 Rhinolophus_pusillus Mammalia
1368 Rhinolophus_rex Mammalia
1369 Rhinolophus_rouxii Mammalia
1370 Rhinolophus_sinicus Mammalia
1371 Rhinophylla_pumilio Mammalia
1372 Rhinopithecus_bieti Mammalia
1373 Rhipidura_javanica Aves
1374 Rhodeus_amarus Actinopterygii
1375 Rhodeus_atremius Actinopterygii
1376 Rhodeus_fangi Actinopterygii
1377 Rhodeus_notatus Actinopterygii
1378 Rhodeus_ocellatus Actinopterygii
1379 Rhodeus_sericeus Actinopterygii
1380 Rhodeus_sinensis Actinopterygii
1381 Rhombomys_opimus Mammalia
1382 Rhopocichla_atriceps Aves
1383 Rhynchonycteris_naso Mammalia
1384 Richardsonius_balteatus Actinopterygii
1385 Richardsonius_egregius Actinopterygii
1386 Rousettus_aegyptiacus Mammalia
1387 Rousettus_leschenaultii Mammalia
1388 Rousettus_madagascariensis Mammalia
1389 Rupicapra_pyrenaica Mammalia
1390 Rupicapra_rupicapra Mammalia
1391 Rutilus_frisii Actinopterygii
1392 Ruvettus_pretiosus Actinopterygii
1393 Sacalia_bealei Reptilia
1394 Sacalia_quadriocellata Reptilia
1395 Saccopteryx_leptura Mammalia
1396 Saiga_tatarica Mammalia
1397 Saimiri_boliviensis Mammalia
1398 Saimiri_sciureus Mammalia
1399 Salamandra_salamandra Amphibia
1400 Salamandrella_keyserlingii Amphibia
1401 Salangichthys_microdon Actinopterygii
1402 Salanx_ariakensis Actinopterygii
1403 Salanx_cuvieri Actinopterygii
1404 Salmo_salar Actinopterygii
1405 Salmo_trutta Actinopterygii
1406 Saltator_coerulescens Aves
1407 Saltator_maximus Aves
1408 Salvelinus_alpinus Actinopterygii
1409 Salvelinus_curilus Actinopterygii
1410 Salvelinus_leucomaenis Actinopterygii
1411 Salvelinus_malma Actinopterygii
1412 Salvelinus_taranetzi Actinopterygii
1413 Sander_lucioperca Actinopterygii
1414 Sander_vitreus Actinopterygii
1415 Sapajus_apella Mammalia
1416 Sarcocheilichthys_nigripinnis Actinopterygii
1417 Sarcocheilichthys_parvus Actinopterygii
1418 Sarcocheilichthys_sinensis Actinopterygii
1419 Sarda_sarda Actinopterygii
1420 Sardina_pilchardus Actinopterygii
1421 Sardinella_maderensis Actinopterygii
1422 Scapanulus_oweni Mammalia
1423 Scaphirhynchus_platorynchus Actinopterygii
1424 Scartelaos_histophorus Actinopterygii
1425 Sceloporus_arenicolus Reptilia
1426 Sceloporus_graciosus Reptilia
1427 Schedophilus_velaini Actinopterygii
1428 Schismatogobius_ampluvinculus Actinopterygii
1429 Schizopygopsis_malacanthus Actinopterygii
1430 Schizopygopsis_pylzovi Actinopterygii
1431 Schizopygopsis_stoliczkai Actinopterygii
1432 Schizopygopsis_thermalis Actinopterygii
1433 Schizopygopsis_younghusbandi Actinopterygii
1434 Schizothorax_biddulphi Actinopterygii
1435 Schizothorax_esocinus Actinopterygii
